, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-05-02,6140.0,26480.0,3200.0,2140.0,3260.0,15990.0,290.0,950.0,380.0,2530.0,4220.0,1830.0,6010.0,900.0,8050.0,19670.0,28690.0,32120.0,2540.0,32150.0,14250.0,15660.0,17810.0,1110.0,106315.0,3850.0,121050.0,129890.0,2160.0,1790.0,138580.0,1020.0,140390.0,310.0,2470.0,150370.0,149470.0,330.0,350.0,580.0,850.0,600.0,3090.0,210.0,1160.0,420.0,2410.0,2270.0,3540.0,500.0,600.0,1910.0,620.0,2190.0,750.0,6240.0,7240.0,9670.0,18140.0,540.0,18540.0,18490.0,17600.0,16190.0,580.0,18710.0,14180.0,1260.0,23700.0,110.0,100.0,410.0,980.0,320.0,5050.0,1610.0,6930.0,6940.0,6890.0,960.0,490.0,40.0,1320.0,1730.0,130.0,5300.0,1700.0,48080.0,50030.0,9130.0,5250.0,62980.0,11270.0,8580.0,23100.0,87840.0,83420.0,87950.0,89870.0,1000.0,243970.0,480.0,850.0,590.0,1600.0,4530.0,6610.0,256100.0,7640.0,241210.0,2300.0,1370.0,1420.0,282380.0
2011-05-03,6288.0,26570.0,3828.0,2205.0,3620.0,15345.0,295.0,950.0,410.0,2565.0,4250.0,1915.0,6128.0,1020.0,8165.0,19802.0,28730.0,32142.0,2720.0,38180.0,14192.0,15538.0,17692.0,1390.0,107105.0,4408.0,119972.0,120000.0,2275.0,2062.0,125145.0,1675.0,125768.0,340.0,2852.0,134875.0,135560.0,410.0,412.0,650.0,912.0,690.0,3402.0,258.0,1298.0,680.0,2885.0,2942.0,3748.0,492.0,608.0,2055.0,668.0,2185.0,758.0,6338.0,7292.0,9530.0,17868.0,662.0,18400.0,18305.0,17482.0,16060.0,562.0,18802.0,13680.0,1225.0,23922.0,110.0,92.0,410.0,1008.0,320.0,4860.0,1518.0,6980.0,6908.0,6870.0,1018.0,550.0,50.0,1318.0,2162.0,160.0,5485.0,1758.0,47782.0,49830.0,9508.0,5040.0,63555.0,13152.0,9618.0,24438.0,89262.0,88468.0,89258.0,89258.0,1135.0,239062.0,555.0,1120.0,588.0,1790.0,5188.0,7032.0,250780.0,7700.0,244195.0,2662.0,1342.0,1490.0,253200.0
2011-05-04,6810.0,27555.0,4985.0,2780.0,5195.0,16530.0,300.0,995.0,522.0,2622.0,4422.0,2330.0,6722.0,1325.0,9225.0,20235.0,30038.0,33578.0,3218.0,39838.0,16748.0,15420.0,17592.0,2008.0,108595.0,5328.0,120112.0,120000.0,2485.0,2558.0,125122.0,2482.0,126690.0,350.0,3395.0,133805.0,133665.0,490.0,418.0,670.0,818.0,632.0,3670.0,268.0,1435.0,642.0,3228.0,3915.0,4362.0,605.0,682.0,2685.0,762.0,2412.0,885.0,6482.0,7538.0,9742.0,16945.0,848.0,17825.0,17750.0,17075.0,15718.0,560.0,18775.0,12248.0,1175.0,23092.0,105.0,90.0,428.0,1328.0,315.0,4578.0,1612.0,7025.0,6920.0,6915.0,990.0,572.0,50.0,1320.0,1925.0,185.0,5688.0,1848.0,47508.0,49615.0,10625.0,4865.0,65165.0,20520.0,13218.0,32235.0,97888.0,97855.0,99238.0,99238.0,1410.0,233345.0,575.0,1370.0,552.0,2320.0,5865.0,7965.0,245288.0,7665.0,243000.0,2935.0,1228.0,1622.0,248112.0
2011-05-05,6778.0,28388.0,4990.0,2885.0,4832.0,16998.0,300.0,972.0,518.0,2612.0,4470.0,2248.0,6695.0,1308.0,9772.0,21888.0,30955.0,34592.0,3605.0,40805.0,17208.0,15565.0,17660.0,1558.0,110258.0,5298.0,122522.0,120000.0,2710.0,2615.0,125438.0,1725.0,128320.0,305.0,2990.0,134992.0,134958.0,462.0,365.0,510.0,688.0,458.0,3245.0,280.0,1432.0,608.0,2975.0,3275.0,5018.0,658.0,638.0,2652.0,748.0,2892.0,985.0,6492.0,7598.0,9980.0,15700.0,840.0,17118.0,17038.0,16268.0,14948.0,560.0,18092.0,11875.0,1145.0,21605.0,100.0,90.0,435.0,1488.0,315.0,4348.0,1552.0,6938.0,6932.0,6875.0,895.0,508.0,50.0,1278.0,1725.0,170.0,5570.0,1792.0,46648.0,49448.0,11688.0,4755.0,66790.0,21508.0,12268.0,34582.0,101372.0,101340.0,102672.0,102672.0,1330.0,242130.0,515.0,1198.0,498.0,2132.0,5528.0,7722.0,255645.0,7510.0,257142.0,2822.0,1135.0,1630.0,261880.0
2011-05-06,6835.0,28470.0,5042.0,2915.0,4822.0,16948.0,300.0,932.0,528.0,2530.0,4322.0,1988.0,6302.0,1308.0,9428.0,21782.0,30760.0,34355.0,4015.0,41215.0,15925.0,15720.0,17742.0,1242.0,112052.0,5455.0,125282.0,120000.0,2808.0,2968.0,125885.0,1858.0,128720.0,318.0,3452.0,135460.0,135425.0,518.0,425.0,482.0,1048.0,642.0,3150.0,362.0,1718.0,705.0,3505.0,3108.0,5115.0,625.0,650.0,2590.0,790.0,2875.0,1005.0,6585.0,7672.0,9785.0,14532.0,1062.0,16018.0,16112.0,15490.0,14210.0,572.0,17368.0,11840.0,1150.0,20610.0,105.0,88.0,478.0,1588.0,352.0,4068.0,1720.0,6970.0,6948.0,6850.0,970.0,515.0,50.0,1245.0,2285.0,225.0,5772.0,1815.0,44612.0,47662.0,12585.0,5295.0,71970.0,19618.0,10768.0,32360.0,104330.0,104295.0,105582.0,105582.0,1212.0,243502.0,522.0,1138.0,448.0,1845.0,5410.0,7122.0,258222.0,7598.0,260870.0,3085.0,1308.0,1710.0,266522.0
2011-05-07,7055.0,28645.0,5768.0,3148.0,5528.0,17822.0,300.0,930.0,585.0,2475.0,4288.0,1908.0,6192.0,1362.0,9215.0,22115.0,30595.0,34150.0,4290.0,41405.0,14892.0,15718.0,17705.0,1270.0,114500.0,6158.0,127935.0,120000.0,3020.0,3545.0,126558.0,2130.0,129390.0,332.0,4022.0,136408.0,136370.0,575.0,490.0,552.0,1408.0,778.0,3412.0,430.0,1955.0,758.0,3778.0,3698.0,5485.0,702.0,830.0,3152.0,892.0,2910.0,1290.0,6982.0,8342.0,10840.0,14272.0,1480.0,14885.0,14962.0,14255.0,13020.0,605.0,16538.0,11840.0,1218.0,20440.0,110.0,90.0,548.0,1918.0,385.0,3855.0,2158.0,7200.0,6942.0,6880.0,1098.0,600.0,55.0,1250.0,2572.0,308.0,6538.0,1875.0,43798.0,46825.0,13925.0,6768.0,74802.0,19785.0,10402.0,31762.0,106565.0,106532.0,107780.0,107780.0,1212.0,245042.0,565.0,1245.0,402.0,1918.0,6195.0,7502.0,259482.0,7678.0,262085.0,3320.0,1362.0,1778.0,268110.0
2011-05-08,7330.0,32478.0,6050.0,3350.0,5705.0,18478.0,298.0,952.0,618.0,2450.0,4298.0,1938.0,6235.0,1548.0,9548.0,23125.0,31178.0,34775.0,4432.0,42398.0,15692.0,15638.0,17560.0,1828.0,118995.0,6675.0,130160.0,123000.0,3448.0,3838.0,129595.0,2122.0,132008.0,350.0,4565.0,138578.0,138370.0,670.0,555.0,698.0,1482.0,862.0,3682.0,485.0,2138.0,832.0,3875.0,4005.0,6195.0,805.0,968.0,3658.0,962.0,3425.0,1622.0,7128.0,8735.0,12030.0,14340.0,1675.0,14795.0,14745.0,13550.0,12215.0,642.0,15638.0,11840.0,1325.0,20582.0,102.0,80.0,558.0,2105.0,380.0,3885.0,2415.0,7392.0,6922.0,6888.0,1142.0,650.0,60.0,1280.0,2680.0,330.0,7098.0,1945.0,44135.0,47402.0,15282.0,7522.0,78238.0,22662.0,12345.0,34595.0,112830.0,113715.0,114930.0,114930.0,1255.0,251338.0,590.0,1352.0,370.0,2095.0,7002.0,8498.0,266075.0,7652.0,268402.0,3285.0,1310.0,1782.0,274180.0
2011-05-09,7525.0,33205.0,6030.0,3800.0,6485.0,18852.0,332.0,1132.0,678.0,2488.0,4435.0,2028.0,6465.0,1745.0,9995.0,23750.0,32215.0,35908.0,4570.0,43778.0,17315.0,15680.0,17555.0,2180.0,123118.0,8635.0,134785.0,128000.0,4038.0,3680.0,135515.0,1812.0,139230.0,338.0,4898.0,146200.0,145992.0,710.0,548.0,760.0,1278.0,810.0,4050.0,518.0,2248.0,838.0,3982.0,4438.0,6672.0,935.0,1418.0,4790.0,1375.0,4198.0,1730.0,7798.0,9572.0,13075.0,14622.0,2112.0,15232.0,15125.0,13688.0,12285.0,765.0,15760.0,11840.0,1575.0,20825.0,100.0,72.0,622.0,2265.0,418.0,4252.0,2830.0,7618.0,6905.0,6940.0,1192.0,710.0,60.0,1345.0,3712.0,378.0,7670.0,2342.0,44910.0,48502.0,16820.0,8145.0,81970.0,27410.0,14670.0,40108.0,122078.0,125375.0,126550.0,126550.0,1452.0,267935.0,655.0,1562.0,342.0,2398.0,7538.0,9192.0,281545.0,7840.0,283628.0,3242.0,1368.0,1832.0,288538.0
2011-05-10,7795.0,33418.0,6942.0,4728.0,7968.0,20615.0,335.0,1442.0,812.0,2760.0,5142.0,2362.0,7505.0,1768.0,10980.0,25100.0,33268.0,37060.0,4628.0,44705.0,18680.0,15960.0,17805.0,1748.0,126565.0,10770.0,140355.0,128000.0,4828.0,3332.0,135812.0,1358.0,139580.0,282.0,4530.0,146378.0,146398.0,612.0,462.0,635.0,968.0,512.0,3902.0,450.0,2080.0,720.0,3688.0,4290.0,6878.0,1258.0,1672.0,5628.0,1530.0,5355.0,2630.0,8390.0,10925.0,14768.0,14802.0,1970.0,15935.0,15750.0,14125.0,12698.0,840.0,16000.0,11840.0,1918.0,21182.0,92.0,70.0,675.0,2258.0,410.0,5130.0,2730.0,7708.0,6892.0,6972.0,1102.0,675.0,60.0,1395.0,2275.0,345.0,8145.0,2412.0,46125.0,50202.0,17965.0,7818.0,83822.0,30500.0,14598.0,43412.0,127235.0,127235.0,128378.0,128378.0,1508.0,279955.0,592.0,1478.0,318.0,2428.0,7085.0,9248.0,297158.0,7698.0,299468.0,3005.0,1200.0,1778.0,305230.0
2011-05-11,8068.0,33320.0,7535.0,5198.0,7000.0,22062.0,312.0,1372.0,762.0,2810.0,5362.0,2360.0,7725.0,1638.0,11532.0,26920.0,34075.0,37938.0,4632.0,45658.0,17308.0,16265.0,18068.0,1258.0,130285.0,10672.0,142892.0,128000.0,5370.0,2990.0,136255.0,1128.0,139970.0,245.0,4755.0,146498.0,146462.0,580.0,420.0,558.0,885.0,422.0,3555.0,398.0,1930.0,648.0,3285.0,3355.0,6408.0,1250.0,1618.0,5168.0,1330.0,6192.0,2792.0,8322.0,10668.0,15135.0,14788.0,1602.0,16785.0,16575.0,14852.0,13415.0,838.0,16640.0,11840.0,2018.0,21308.0,90.0,70.0,628.0,1892.0,365.0,5430.0,2290.0,7720.0,6875.0,6925.0,952.0,635.0,68.0,1382.0,1800.0,295.0,7380.0,2070.0,45885.0,50418.0,18052.0,6490.0,82075.0,28062.0,12798.0,35222.0,117300.0,117300.0,118408.0,118408.0,1412.0,271498.0,540.0,1285.0,290.0,2165.0,5788.0,7862.0,290680.0,7450.0,293380.0,2825.0,995.0,1618.0,300188.0
