, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NEAR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D'ALENE - COEUR D'ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTERNATIONAL BOUNDRY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS DAM, KACHESS - KACHESS DAM NEAR EASTON, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM NEAR GOOSE PRAIRIE, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK DAM, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRY'S FORK - ISLAND PARK DAM, FALLS - NR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - ABOVE EAGLE ROCK NEAR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - AT MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CR DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - DEADWOOD RESERVOIR, PAYETTE - NEAR EMMETT, WEISER - NR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - AT TROY, SNAKE -  NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOTROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - AT TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2010-10-26,4535.0,5748.0,1105.0,782.0,1312.0,3580.0,300.0,725.0,268.0,558.0,1698.0,942.0,2425.0,128.0,2985.0,4122.0,8900.0,9725.0,2370.0,15215.0,2258.0,2100.0,2830.0,145.0,55345.0,368.0,59418.0,65030.0,1272.0,555.0,66440.0,1828.0,67665.0,145.0,1280.0,66798.0,66772.0,340.0,292.0,325.0,605.0,102.0,1118.0,190.0,355.0,305.0,525.0,1772.0,3300.0,480.0,1018.0,1568.0,665.0,1500.0,572.0,1830.0,2200.0,3988.0,3448.0,65.0,3338.0,3402.0,2732.0,2708.0,258.0,5468.0,600.0,118.0,9472.0,110.0,188.0,190.0,132.0,58.0,415.0,380.0,2492.0,450.0,850.0,60.0,68.0,0.0,40.0,932.0,98.0,1768.0,190.0,12670.0,12975.0,5050.0,1098.0,15145.0,2018.0,1688.0,3475.0,18620.0,18620.0,18682.0,18682.0,120.0,91195.0,62.0,80.0,10.0,268.0,208.0,482.0,94102.0,6005.0,98232.0,810.0,1172.0,992.0,100525.0
2010-10-27,4528.0,6062.0,1028.0,868.0,895.0,3620.0,295.0,728.0,260.0,550.0,1688.0,895.0,2372.0,90.0,2980.0,4265.0,8930.0,9768.0,2340.0,14232.0,2178.0,2092.0,2830.0,98.0,54498.0,468.0,57868.0,65000.0,1275.0,575.0,66808.0,1950.0,69410.0,142.0,1285.0,70718.0,70720.0,325.0,250.0,310.0,570.0,148.0,1200.0,162.0,338.0,270.0,490.0,1905.0,3440.0,415.0,785.0,1302.0,615.0,1795.0,420.0,1658.0,1928.0,3465.0,3340.0,50.0,3735.0,3808.0,2968.0,2850.0,235.0,5485.0,600.0,122.0,9632.0,110.0,180.0,180.0,138.0,55.0,390.0,290.0,2460.0,450.0,850.0,60.0,60.0,0.0,40.0,400.0,90.0,1178.0,155.0,12818.0,13725.0,4882.0,1098.0,15210.0,2140.0,1195.0,3795.0,19010.0,19010.0,19078.0,19078.0,118.0,91885.0,62.0,78.0,10.0,280.0,232.0,472.0,94342.0,6040.0,98540.0,750.0,1258.0,1018.0,101512.0
2010-10-28,4585.0,6042.0,978.0,905.0,805.0,3592.0,290.0,720.0,260.0,550.0,1670.0,852.0,2315.0,85.0,2900.0,4272.0,8795.0,9620.0,2362.0,12160.0,2072.0,2082.0,2820.0,68.0,54722.0,498.0,58125.0,65000.0,1302.0,558.0,66800.0,1758.0,69378.0,130.0,1058.0,70472.0,70482.0,268.0,175.0,258.0,362.0,108.0,1245.0,130.0,322.0,205.0,458.0,1980.0,3548.0,400.0,755.0,1290.0,550.0,1648.0,368.0,1595.0,1818.0,3135.0,3340.0,50.0,3875.0,4040.0,3350.0,3268.0,200.0,5778.0,600.0,92.0,9585.0,110.0,182.0,180.0,128.0,50.0,282.0,300.0,2470.0,450.0,872.0,60.0,62.0,0.0,30.0,350.0,82.0,1015.0,160.0,12390.0,13205.0,4738.0,958.0,14982.0,1918.0,970.0,3650.0,18632.0,18632.0,18702.0,18702.0,102.0,93282.0,60.0,70.0,10.0,280.0,240.0,490.0,96498.0,6030.0,100800.0,740.0,860.0,828.0,103582.0
2010-10-29,4560.0,5878.0,952.0,885.0,798.0,3555.0,290.0,715.0,252.0,542.0,1650.0,832.0,2282.0,98.0,2840.0,4205.0,8640.0,9458.0,2462.0,12255.0,1608.0,2078.0,2810.0,72.0,54722.0,482.0,58145.0,51875.0,1322.0,545.0,54748.0,1788.0,58555.0,122.0,1062.0,61475.0,62078.0,255.0,168.0,262.0,355.0,118.0,1210.0,128.0,328.0,208.0,450.0,2000.0,3622.0,400.0,725.0,1228.0,525.0,1535.0,360.0,1580.0,1765.0,3022.0,2942.0,52.0,3725.0,3928.0,3420.0,3425.0,182.0,6065.0,600.0,90.0,9530.0,110.0,190.0,180.0,120.0,52.0,265.0,300.0,2465.0,450.0,930.0,65.0,70.0,0.0,0.0,508.0,80.0,1000.0,155.0,12272.0,13105.0,4665.0,992.0,14818.0,1705.0,905.0,3420.0,18240.0,18240.0,18310.0,18310.0,120.0,91295.0,60.0,75.0,10.0,278.0,255.0,505.0,95165.0,6025.0,99580.0,738.0,912.0,795.0,102190.0
2010-10-30,4525.0,5832.0,942.0,880.0,818.0,3540.0,290.0,710.0,258.0,540.0,1635.0,822.0,2252.0,95.0,2805.0,4165.0,8612.0,9425.0,2565.0,12048.0,1512.0,2080.0,2810.0,68.0,55702.0,472.0,58508.0,50000.0,1320.0,540.0,51828.0,1690.0,54370.0,120.0,990.0,55382.0,55410.0,230.0,152.0,252.0,318.0,80.0,1178.0,120.0,320.0,182.0,440.0,1998.0,3635.0,405.0,725.0,1272.0,512.0,1462.0,360.0,1615.0,1775.0,3005.0,2840.0,52.0,3278.0,3492.0,3190.0,3278.0,188.0,6072.0,600.0,98.0,9478.0,110.0,190.0,172.0,110.0,52.0,302.0,300.0,2468.0,450.0,930.0,70.0,70.0,0.0,5.0,675.0,90.0,1042.0,152.0,12188.0,13032.0,4652.0,1310.0,15085.0,1668.0,1055.0,3335.0,18420.0,18420.0,18498.0,18498.0,128.0,81090.0,60.0,70.0,10.0,290.0,288.0,540.0,85900.0,6002.0,90618.0,730.0,722.0,768.0,93980.0
2010-10-31,4502.0,5785.0,925.0,875.0,795.0,3530.0,290.0,705.0,252.0,538.0,1618.0,818.0,2240.0,92.0,2758.0,4168.0,8522.0,9332.0,2578.0,12252.0,1345.0,2092.0,2812.0,68.0,58555.0,472.0,61462.0,50000.0,1308.0,540.0,51830.0,1840.0,54382.0,155.0,1200.0,55532.0,55520.0,258.0,200.0,278.0,562.0,168.0,1172.0,150.0,328.0,252.0,508.0,1995.0,3615.0,420.0,760.0,1408.0,510.0,1525.0,370.0,1678.0,1840.0,3108.0,2840.0,50.0,3230.0,3348.0,2880.0,2962.0,198.0,5818.0,600.0,110.0,9435.0,110.0,188.0,170.0,110.0,58.0,330.0,302.0,2465.0,450.0,930.0,70.0,70.0,0.0,10.0,948.0,90.0,1125.0,155.0,12152.0,13052.0,4808.0,1202.0,15235.0,1708.0,908.0,3378.0,18618.0,18618.0,18688.0,18688.0,118.0,78102.0,60.0,80.0,10.0,292.0,318.0,580.0,81452.0,5942.0,85672.0,730.0,808.0,802.0,87952.0
2010-11-01,4462.0,5822.0,910.0,890.0,825.0,3522.0,282.0,700.0,252.0,530.0,1602.0,802.0,2215.0,100.0,2742.0,4158.0,8470.0,9270.0,2498.0,13048.0,1398.0,2360.0,2998.0,78.0,58532.0,485.0,62208.0,74488.0,1290.0,550.0,74335.0,1815.0,74578.0,160.0,1218.0,72318.0,71192.0,285.0,220.0,300.0,585.0,165.0,1232.0,140.0,338.0,228.0,522.0,2092.0,3612.0,410.0,745.0,1410.0,495.0,1638.0,370.0,1642.0,1778.0,3115.0,2840.0,60.0,3368.0,3448.0,2880.0,2932.0,208.0,5632.0,600.0,110.0,9395.0,110.0,180.0,170.0,110.0,50.0,318.0,298.0,1150.0,442.0,930.0,70.0,70.0,0.0,15.0,750.0,90.0,1290.0,150.0,12285.0,13295.0,4812.0,1390.0,15650.0,1768.0,1118.0,3432.0,19082.0,19082.0,19158.0,19158.0,130.0,81282.0,62.0,75.0,10.0,300.0,372.0,688.0,83450.0,5880.0,87345.0,730.0,835.0,872.0,89368.0
2010-11-02,4460.0,9738.0,908.0,922.0,890.0,3565.0,280.0,700.0,262.0,530.0,1592.0,795.0,2202.0,122.0,2722.0,4198.0,8855.0,9692.0,2440.0,14178.0,2188.0,2550.0,3228.0,95.0,58920.0,498.0,62482.0,77898.0,1272.0,575.0,79742.0,2255.0,82375.0,258.0,2270.0,84428.0,84335.0,418.0,365.0,438.0,1030.0,452.0,1410.0,215.0,405.0,340.0,620.0,2215.0,3725.0,410.0,728.0,1362.0,490.0,1632.0,360.0,1648.0,1772.0,3058.0,2828.0,60.0,3498.0,3582.0,3025.0,3090.0,218.0,5692.0,600.0,110.0,9345.0,110.0,188.0,170.0,105.0,58.0,300.0,305.0,352.0,40.0,755.0,70.0,70.0,0.0,20.0,1010.0,108.0,1405.0,150.0,12402.0,13658.0,4900.0,2475.0,16325.0,2080.0,1725.0,3625.0,19948.0,19948.0,20028.0,20028.0,165.0,101528.0,132.0,208.0,10.0,310.0,860.0,972.0,101995.0,5852.0,105125.0,805.0,1392.0,1238.0,105965.0
2010-11-03,4495.0,9875.0,910.0,990.0,892.0,3632.0,280.0,702.0,268.0,528.0,1595.0,832.0,2240.0,108.0,2705.0,4332.0,10190.0,11160.0,2355.0,14602.0,3208.0,2738.0,3420.0,78.0,60102.0,648.0,64065.0,77792.0,1258.0,638.0,79668.0,2558.0,82362.0,305.0,2865.0,85145.0,85125.0,425.0,378.0,392.0,1088.0,568.0,1778.0,200.0,355.0,442.0,788.0,2698.0,3905.0,410.0,718.0,1348.0,482.0,1585.0,360.0,1635.0,1762.0,3060.0,2812.0,50.0,3512.0,3600.0,3128.0,3230.0,220.0,5850.0,600.0,110.0,9305.0,110.0,190.0,170.0,110.0,52.0,300.0,295.0,330.0,0.0,495.0,70.0,70.0,0.0,25.0,735.0,110.0,1495.0,150.0,12605.0,14218.0,5188.0,2598.0,17715.0,2705.0,3140.0,4280.0,21995.0,21995.0,22075.0,22075.0,152.0,110145.0,155.0,255.0,32.0,402.0,772.0,1380.0,113695.0,5920.0,117585.0,882.0,1280.0,1258.0,120558.0
2010-11-04,4562.0,10070.0,910.0,1068.0,830.0,3712.0,280.0,700.0,252.0,520.0,1580.0,872.0,2270.0,102.0,2738.0,4415.0,10422.0,11425.0,2275.0,15035.0,3205.0,2920.0,3602.0,72.0,60418.0,998.0,65072.0,77688.0,1250.0,912.0,79778.0,3318.0,82505.0,355.0,3508.0,85910.0,85882.0,462.0,412.0,400.0,1055.0,548.0,1938.0,170.0,350.0,318.0,852.0,3108.0,4255.0,410.0,710.0,1362.0,475.0,1568.0,360.0,1612.0,1740.0,3020.0,2795.0,50.0,3505.0,3575.0,3142.0,3282.0,232.0,5950.0,600.0,110.0,9242.0,110.0,190.0,170.0,110.0,52.0,302.0,295.0,305.0,0.0,490.0,70.0,70.0,0.0,30.0,692.0,110.0,1380.0,140.0,12508.0,14450.0,5258.0,1602.0,16915.0,2640.0,2362.0,4428.0,21342.0,21342.0,21425.0,21425.0,138.0,111935.0,122.0,232.0,32.0,482.0,592.0,1055.0,116065.0,5872.0,120098.0,880.0,1038.0,1142.0,123250.0
