, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-11-08,5766.0,17949.0,1689.0,1767.0,1919.0,5917.0,171.0,432.0,241.0,615.0,1327.0,925.0,2403.0,172.0,3179.0,6702.0,10289.0,11404.0,1332.0,12840.0,3233.0,4247.0,152.0,78945.0,1301.0,83973.0,94193.0,1498.0,456.0,91890.0,1465.0,87154.0,157.0,2363.0,80528.0,77245.0,269.0,237.0,258.0,801.0,594.0,207.0,991.0,154.0,330.0,305.0,506.0,1595.0,2290.0,419.0,533.0,1482.0,422.0,1756.0,568.0,1036.0,1588.0,2753.0,1507.0,38.0,2608.0,2744.0,2671.0,2415.0,141.0,5160.0,395.0,85.0,6404.0,105.0,132.0,177.0,110.0,59.0,247.0,307.0,870.0,277.0,859.0,110.0,65.0,0.0,143.0,345.0,63.0,1153.0,141.0,10400.0,11219.0,4483.0,772.0,14105.0,3109.0,2604.0,4744.0,18850.0,18850.0,18950.0,18950.0,118.0,91950.0,56.0,85.0,6.0,292.0,251.0,458.0,96372.0,4879.0,97712.0,739.0,491.0,688.0,100852.0
2004-11-09,5342.0,20158.0,1631.0,1728.0,1957.0,5884.0,170.0,429.0,242.0,612.0,1319.0,928.0,2388.0,195.0,3229.0,6713.0,10244.0,11331.0,1306.0,14074.0,3076.0,4272.0,148.0,79651.0,1181.0,85173.0,100000.0,1666.0,474.0,102066.0,1185.0,104476.0,153.0,2376.0,106947.0,106846.0,251.0,224.0,257.0,718.0,594.0,179.0,960.0,148.0,328.0,342.0,491.0,1559.0,2233.0,416.0,536.0,1475.0,419.0,1735.0,557.0,1053.0,1596.0,2769.0,1502.0,37.0,2583.0,2698.0,2647.0,2413.0,144.0,5152.0,395.0,82.0,6487.0,101.0,128.0,180.0,111.0,56.0,242.0,394.0,870.0,279.0,865.0,102.0,65.0,0.0,140.0,337.0,64.0,1155.0,137.0,10201.0,11208.0,4428.0,822.0,13943.0,3112.0,2627.0,4700.0,18643.0,18643.0,18743.0,18743.0,112.0,115003.0,55.0,83.0,7.0,291.0,246.0,460.0,113339.0,4842.0,112791.0,722.0,466.0,695.0,112163.0
2004-11-10,5160.0,20106.0,1470.0,1642.0,1902.0,5661.0,170.0,427.0,243.0,610.0,1314.0,906.0,2352.0,194.0,3226.0,6626.0,10283.0,11319.0,1279.0,14014.0,3055.0,4303.0,145.0,79631.0,1084.0,85147.0,100000.0,1869.0,482.0,102128.0,1122.0,104362.0,148.0,2279.0,106638.0,106636.0,234.0,210.0,256.0,645.0,594.0,154.0,935.0,144.0,333.0,352.0,479.0,1518.0,2180.0,417.0,545.0,1475.0,421.0,1726.0,552.0,1066.0,1617.0,2804.0,1489.0,37.0,2607.0,2711.0,2638.0,2395.0,148.0,5134.0,395.0,79.0,6536.0,99.0,126.0,181.0,112.0,55.0,226.0,357.0,869.0,277.0,869.0,96.0,66.0,1.0,138.0,334.0,64.0,1154.0,134.0,9817.0,10772.0,4407.0,834.0,13956.0,3051.0,2531.0,4655.0,18611.0,18611.0,18710.0,18710.0,110.0,127674.0,54.0,84.0,8.0,285.0,240.0,455.0,130874.0,4855.0,131464.0,718.0,449.0,682.0,132903.0
2004-11-11,5041.0,20047.0,1370.0,1520.0,1791.0,5409.0,169.0,425.0,240.0,607.0,1308.0,893.0,2321.0,182.0,3176.0,6339.0,10264.0,11254.0,1253.0,13915.0,2883.0,4336.0,142.0,79214.0,1037.0,84898.0,100000.0,1985.0,483.0,102323.0,1071.0,104548.0,138.0,2114.0,106668.0,106668.0,217.0,193.0,252.0,575.0,590.0,132.0,914.0,133.0,324.0,343.0,464.0,1489.0,2133.0,410.0,552.0,1474.0,427.0,1727.0,534.0,1061.0,1604.0,2787.0,1492.0,35.0,2640.0,2741.0,2669.0,2408.0,153.0,5129.0,395.0,76.0,6556.0,99.0,126.0,181.0,113.0,55.0,219.0,297.0,836.0,275.0,873.0,91.0,67.0,1.0,137.0,332.0,63.0,1133.0,132.0,9805.0,10685.0,4386.0,811.0,13943.0,2937.0,2337.0,4550.0,18493.0,18493.0,18591.0,18591.0,112.0,127581.0,54.0,87.0,9.0,276.0,228.0,444.0,131023.0,4847.0,131753.0,707.0,435.0,671.0,133606.0
2004-11-12,4936.0,19531.0,1316.0,1424.0,1681.0,5228.0,169.0,424.0,239.0,605.0,1302.0,883.0,2295.0,174.0,3131.0,6056.0,10220.0,11168.0,1232.0,13793.0,2620.0,4370.0,139.0,77791.0,1001.0,83639.0,92500.0,2008.0,481.0,96542.0,1041.0,100285.0,128.0,1901.0,103810.0,104196.0,200.0,175.0,247.0,502.0,578.0,118.0,892.0,125.0,310.0,326.0,442.0,1453.0,2093.0,404.0,552.0,1465.0,422.0,1730.0,527.0,1056.0,1570.0,2715.0,1499.0,34.0,2665.0,2763.0,2704.0,2445.0,156.0,5157.0,395.0,76.0,6603.0,99.0,126.0,180.0,113.0,55.0,215.0,275.0,616.0,273.0,877.0,87.0,68.0,1.0,136.0,330.0,62.0,1115.0,130.0,9791.0,10670.0,4365.0,765.0,13906.0,2810.0,2145.0,4420.0,18326.0,18326.0,18423.0,18423.0,109.0,127283.0,53.0,87.0,10.0,266.0,216.0,429.0,130804.0,4839.0,131515.0,697.0,422.0,658.0,133353.0
2004-11-13,4856.0,15099.0,1271.0,1357.0,1594.0,5094.0,168.0,422.0,238.0,603.0,1297.0,875.0,2272.0,169.0,3094.0,5858.0,10027.0,10942.0,1213.0,13598.0,2398.0,4404.0,137.0,77021.0,968.0,82657.0,67500.0,1967.0,477.0,71042.0,1016.0,74751.0,121.0,1705.0,79167.0,80168.0,199.0,178.0,244.0,462.0,566.0,112.0,876.0,126.0,304.0,316.0,430.0,1419.0,2060.0,402.0,552.0,1456.0,421.0,1726.0,526.0,1052.0,1548.0,2659.0,1506.0,34.0,2689.0,2784.0,2736.0,2481.0,157.0,5192.0,395.0,76.0,6618.0,98.0,126.0,178.0,111.0,54.0,212.0,268.0,615.0,271.0,881.0,84.0,68.0,3.0,135.0,330.0,62.0,1105.0,128.0,9785.0,10646.0,4346.0,723.0,13850.0,2702.0,1990.0,4302.0,18152.0,18152.0,18249.0,18249.0,107.0,116800.0,53.0,88.0,14.0,256.0,211.0,420.0,123165.0,4847.0,124492.0,701.0,413.0,642.0,127480.0
2004-11-14,4819.0,14866.0,1230.0,1306.0,1522.0,4984.0,167.0,421.0,238.0,602.0,1296.0,871.0,2257.0,167.0,3064.0,5764.0,9621.0,10536.0,1194.0,13326.0,2295.0,4449.0,141.0,76634.0,939.0,82220.0,71250.0,1898.0,473.0,71482.0,993.0,71749.0,117.0,1561.0,71652.0,71379.0,197.0,184.0,245.0,429.0,556.0,105.0,862.0,113.0,295.0,290.0,420.0,1401.0,2036.0,402.0,554.0,1450.0,422.0,1720.0,526.0,1048.0,1535.0,2627.0,1514.0,34.0,2711.0,2803.0,2765.0,2516.0,160.0,5226.0,395.0,76.0,6716.0,98.0,126.0,176.0,112.0,55.0,220.0,274.0,620.0,269.0,885.0,88.0,69.0,11.0,163.0,344.0,61.0,1118.0,126.0,9789.0,10638.0,4341.0,699.0,13795.0,2645.0,2001.0,4225.0,18020.0,18020.0,18118.0,18118.0,104.0,95407.0,138.0,116.0,21.0,246.0,233.0,447.0,101242.0,4852.0,102689.0,705.0,431.0,654.0,106077.0
2004-11-15,4718.0,16750.0,1192.0,1266.0,1465.0,4889.0,167.0,419.0,238.0,604.0,1297.0,867.0,2244.0,163.0,3041.0,5653.0,9442.0,10313.0,1175.0,12989.0,2222.0,4488.0,133.0,76348.0,912.0,81928.0,103750.0,1820.0,470.0,105597.0,971.0,106601.0,113.0,1454.0,105123.0,103894.0,177.0,159.0,242.0,399.0,492.0,98.0,831.0,106.0,284.0,263.0,397.0,1373.0,2000.0,402.0,556.0,1443.0,423.0,1715.0,525.0,1045.0,1526.0,2605.0,1521.0,34.0,2734.0,2822.0,2782.0,2544.0,162.0,5256.0,395.0,76.0,6776.0,98.0,126.0,174.0,111.0,55.0,226.0,283.0,627.0,267.0,889.0,89.0,69.0,8.0,171.0,342.0,60.0,1120.0,125.0,9846.0,10664.0,4368.0,709.0,13790.0,2590.0,1934.0,4177.0,17967.0,17967.0,18069.0,18069.0,104.0,101993.0,107.0,203.0,14.0,258.0,237.0,456.0,101802.0,4843.0,101711.0,688.0,438.0,632.0,102233.0
2004-11-16,4637.0,17184.0,1155.0,1236.0,1420.0,4807.0,166.0,418.0,237.0,604.0,1295.0,859.0,2223.0,157.0,3017.0,5496.0,9319.0,10143.0,1156.0,12703.0,2101.0,4512.0,127.0,76082.0,888.0,81657.0,100000.0,1742.0,466.0,102388.0,951.0,104768.0,109.0,1366.0,106516.0,106665.0,162.0,144.0,238.0,374.0,470.0,93.0,782.0,100.0,276.0,246.0,376.0,1310.0,1958.0,401.0,557.0,1437.0,424.0,1712.0,524.0,1041.0,1517.0,2587.0,1529.0,33.0,2753.0,2842.0,2794.0,2562.0,164.0,5275.0,395.0,76.0,6706.0,98.0,125.0,172.0,107.0,55.0,224.0,269.0,622.0,265.0,892.0,88.0,70.0,7.0,149.0,335.0,60.0,1098.0,123.0,9926.0,10740.0,4342.0,706.0,13802.0,2517.0,1770.0,4104.0,17906.0,17906.0,18008.0,18008.0,103.0,126853.0,62.0,121.0,14.0,322.0,223.0,439.0,128682.0,4841.0,128546.0,676.0,411.0,612.0,128648.0
2004-11-17,4553.0,17151.0,1121.0,1211.0,1383.0,4734.0,166.0,417.0,237.0,602.0,1291.0,852.0,2202.0,153.0,2987.0,5396.0,9154.0,9946.0,1137.0,12463.0,1999.0,4540.0,123.0,75866.0,865.0,81432.0,100000.0,1669.0,462.0,102218.0,931.0,104431.0,106.0,1314.0,105762.0,105768.0,151.0,135.0,234.0,351.0,462.0,89.0,760.0,96.0,270.0,231.0,364.0,1263.0,1900.0,400.0,555.0,1426.0,427.0,1706.0,524.0,1038.0,1509.0,2570.0,1536.0,33.0,2747.0,2829.0,2786.0,2574.0,164.0,5291.0,395.0,76.0,6705.0,97.0,125.0,170.0,104.0,54.0,223.0,262.0,617.0,263.0,894.0,87.0,70.0,7.0,136.0,334.0,59.0,1086.0,122.0,9868.0,10708.0,4303.0,682.0,13740.0,2444.0,1656.0,4028.0,17768.0,17768.0,17869.0,17869.0,102.0,126104.0,55.0,102.0,13.0,267.0,209.0,420.0,129964.0,4839.0,130617.0,671.0,393.0,607.0,132487.0
2004-11-18,4478.0,17122.0,1089.0,1186.0,1349.0,4665.0,165.0,415.0,236.0,600.0,1287.0,846.0,2182.0,151.0,2959.0,5319.0,9024.0,9800.0,1117.0,12305.0,1926.0,4575.0,122.0,75685.0,844.0,81255.0,100000.0,1606.0,458.0,102141.0,912.0,104351.0,103.0,1277.0,105644.0,105648.0,151.0,137.0,232.0,335.0,457.0,87.0,757.0,96.0,266.0,230.0,356.0,1246.0,1853.0,398.0,552.0,1416.0,430.0,1700.0,523.0,1035.0,1500.0,2553.0,1544.0,33.0,2739.0,2812.0,2759.0,2563.0,165.0,5290.0,395.0,76.0,6740.0,97.0,125.0,168.0,102.0,54.0,223.0,259.0,616.0,261.0,896.0,86.0,70.0,9.0,140.0,335.0,59.0,1083.0,121.0,9790.0,10608.0,4277.0,663.0,13674.0,2389.0,1626.0,3963.0,17637.0,17637.0,17738.0,17738.0,100.0,125499.0,61.0,99.0,16.0,229.0,204.0,408.0,129078.0,4841.0,129620.0,677.0,415.0,610.0,131327.0
2004-11-19,4421.0,16910.0,1058.0,1159.0,1326.0,4369.0,165.0,414.0,236.0,600.0,1286.0,845.0,2169.0,149.0,2935.0,5243.0,8928.0,9712.0,1098.0,12269.0,1925.0,4621.0,123.0,75611.0,825.0,81165.0,98748.0,1554.0,454.0,101088.0,894.0,103548.0,100.0,1252.0,105076.0,105144.0,174.0,170.0,237.0,337.0,457.0,86.0,763.0,95.0,267.0,232.0,354.0,1251.0,1844.0,397.0,550.0,1406.0,432.0,1693.0,522.0,1031.0,1492.0,2537.0,1552.0,33.0,2731.0,2795.0,2729.0,2542.0,165.0,5272.0,395.0,76.0,6829.0,97.0,125.0,167.0,101.0,54.0,228.0,267.0,627.0,259.0,897.0,86.0,70.0,6.0,133.0,343.0,58.0,1096.0,119.0,9788.0,10577.0,4292.0,650.0,13633.0,2369.0,1880.0,3937.0,17570.0,17570.0,17672.0,17672.0,98.0,125235.0,94.0,131.0,18.0,214.0,217.0,420.0,128801.0,4851.0,129306.0,700.0,737.0,717.0,131157.0
2004-11-20,4377.0,14928.0,1029.0,1133.0,1308.0,3684.0,165.0,413.0,235.0,599.0,1284.0,839.0,2151.0,147.0,2914.0,4823.0,8820.0,9615.0,1079.0,12222.0,1924.0,4663.0,121.0,75698.0,808.0,81256.0,94965.0,1509.0,451.0,97073.0,877.0,99443.0,98.0,1314.0,101113.0,101258.0,198.0,202.0,246.0,402.0,464.0,83.0,768.0,92.0,265.0,228.0,349.0,1261.0,1847.0,396.0,547.0,1397.0,435.0,1686.0,522.0,1028.0,1484.0,2522.0,1555.0,33.0,2723.0,2777.0,2698.0,2519.0,165.0,5248.0,395.0,76.0,6849.0,96.0,124.0,165.0,100.0,53.0,230.0,259.0,629.0,257.0,900.0,88.0,70.0,6.0,147.0,342.0,58.0,1096.0,119.0,9841.0,10609.0,4303.0,641.0,13632.0,2341.0,1933.0,3908.0,17540.0,17540.0,17642.0,17642.0,98.0,123397.0,108.0,157.0,18.0,221.0,220.0,428.0,127449.0,4855.0,128015.0,701.0,1042.0,822.0,130566.0
