, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2008-04-21,3472.0,7224.0,1273.0,1366.0,2527.0,7526.0,249.0,918.0,430.0,1194.0,2291.0,1860.0,4097.0,447.0,6132.0,9464.0,12700.0,14056.0,1690.0,17846.0,9034.0,12100.0,613.0,68051.0,1798.0,81588.0,101512.0,1196.0,1102.0,98926.0,739.0,93996.0,165.0,1738.0,88711.0,86909.0,157.0,140.0,489.0,505.0,1236.0,504.0,2147.0,144.0,654.0,235.0,1704.0,1341.0,2235.0,396.0,554.0,1399.0,825.0,1894.0,617.0,1637.0,2032.0,3386.0,1272.0,64.0,2705.0,2278.0,1292.0,1077.0,370.0,3609.0,229.0,760.0,6859.0,92.0,92.0,306.0,436.0,186.0,3834.0,922.0,3269.0,887.0,779.0,351.0,213.0,97.0,40.0,784.0,154.0,3997.0,2043.0,14128.0,15672.0,10389.0,5375.0,43801.0,8832.0,5115.0,20994.0,64794.0,64794.0,66114.0,66114.0,737.0,144677.0,311.0,922.0,313.0,762.0,3069.0,4815.0,156773.0,5984.0,158436.0,1879.0,879.0,1018.0,168828.0
2008-04-22,3499.0,6915.0,1219.0,1182.0,2289.0,7210.0,235.0,895.0,395.0,1108.0,2139.0,1088.0,3175.0,414.0,5615.0,9171.0,12337.0,13653.0,1605.0,18370.0,7247.0,11492.0,596.0,69493.0,1683.0,82908.0,113000.0,1188.0,1055.0,115311.0,725.0,115735.0,157.0,1563.0,117019.0,116750.0,149.0,131.0,500.0,450.0,1246.0,457.0,2123.0,134.0,595.0,223.0,1572.0,1190.0,2238.0,388.0,513.0,1295.0,706.0,1739.0,594.0,1560.0,1889.0,3020.0,1460.0,61.0,2553.0,2078.0,1227.0,1120.0,354.0,3457.0,230.0,642.0,6903.0,89.0,89.0,293.0,339.0,178.0,3403.0,730.0,3148.0,851.0,679.0,283.0,168.0,91.0,45.0,719.0,149.0,3527.0,1767.0,13273.0,14518.0,9399.0,4776.0,34542.0,8012.0,4606.0,20028.0,54570.0,54570.0,55774.0,55774.0,663.0,166427.0,276.0,758.0,285.0,591.0,2557.0,4158.0,172182.0,6069.0,173056.0,1782.0,1347.0,1026.0,174829.0
2008-04-23,3546.0,6815.0,1179.0,1101.0,2120.0,7073.0,224.0,863.0,366.0,1029.0,2016.0,1214.0,3179.0,407.0,4809.0,9034.0,11605.0,12933.0,1528.0,18106.0,7140.0,11229.0,616.0,69527.0,1573.0,82918.0,113000.0,1163.0,1012.0,115251.0,711.0,115667.0,150.0,1560.0,117225.0,117226.0,150.0,126.0,483.0,420.0,1261.0,419.0,2201.0,126.0,545.0,219.0,1454.0,1136.0,2176.0,393.0,513.0,1263.0,675.0,1555.0,581.0,1487.0,1779.0,2778.0,1722.0,69.0,2393.0,1878.0,1021.0,976.0,342.0,3371.0,230.0,535.0,7365.0,88.0,88.0,289.0,331.0,178.0,3008.0,744.0,3187.0,798.0,690.0,300.0,152.0,87.0,73.0,679.0,145.0,3684.0,2064.0,13185.0,14107.0,8667.0,4283.0,33083.0,7605.0,5041.0,20355.0,53438.0,53438.0,55196.0,55196.0,619.0,174225.0,257.0,703.0,398.0,469.0,2303.0,3682.0,183242.0,7018.0,185960.0,1675.0,1797.0,1360.0,190340.0
2008-04-24,3638.0,7204.0,1143.0,1052.0,1988.0,6991.0,256.0,847.0,367.0,971.0,1970.0,1472.0,3393.0,417.0,4769.0,8964.0,11321.0,12683.0,1519.0,18229.0,9002.0,11492.0,959.0,69236.0,1481.0,82771.0,113000.0,1135.0,972.0,115187.0,698.0,115599.0,144.0,1684.0,117271.0,117269.0,156.0,118.0,476.0,409.0,1286.0,387.0,2222.0,119.0,500.0,213.0,1350.0,1117.0,2094.0,455.0,797.0,1577.0,747.0,1548.0,593.0,1433.0,1743.0,2812.0,2002.0,103.0,2441.0,1867.0,926.0,806.0,337.0,3263.0,230.0,491.0,8305.0,88.0,88.0,293.0,425.0,180.0,2712.0,853.0,3358.0,744.0,682.0,393.0,185.0,85.0,90.0,671.0,149.0,4264.0,3377.0,15117.0,15543.0,8463.0,3922.0,33911.0,8432.0,6067.0,22220.0,56131.0,56131.0,60093.0,60093.0,668.0,178081.0,242.0,800.0,369.0,469.0,2501.0,3513.0,186082.0,6914.0,188509.0,1533.0,1465.0,1436.0,192937.0
2008-04-25,3673.0,6971.0,1109.0,1014.0,1875.0,6948.0,267.0,861.0,371.0,914.0,1949.0,1433.0,3333.0,417.0,4899.0,8770.0,11621.0,12989.0,1648.0,18705.0,9686.0,11820.0,829.0,69198.0,1398.0,82902.0,109750.0,1110.0,942.0,112565.0,686.0,114037.0,139.0,1729.0,116380.0,116521.0,144.0,110.0,458.0,380.0,1311.0,359.0,2109.0,113.0,461.0,207.0,1256.0,916.0,2004.0,448.0,727.0,1539.0,739.0,1661.0,581.0,1391.0,1716.0,2819.0,2227.0,84.0,2494.0,1922.0,923.0,738.0,337.0,3088.0,230.0,448.0,7390.0,88.0,88.0,287.0,447.0,174.0,2461.0,750.0,3295.0,692.0,611.0,425.0,164.0,82.0,92.0,586.0,144.0,4046.0,3080.0,16377.0,17241.0,8347.0,3617.0,32731.0,9028.0,5657.0,21854.0,54585.0,54585.0,58793.0,58793.0,635.0,179685.0,243.0,726.0,315.0,564.0,2470.0,3609.0,188873.0,6758.0,191271.0,1439.0,1126.0,1282.0,195500.0
2008-04-26,3898.0,6913.0,1080.0,981.0,1775.0,6959.0,275.0,850.0,378.0,878.0,1959.0,1542.0,3455.0,450.0,4868.0,8495.0,11888.0,13352.0,1740.0,19370.0,10501.0,11796.0,854.0,69492.0,1374.0,83025.0,100000.0,1088.0,935.0,102316.0,675.0,103877.0,134.0,1784.0,106576.0,106945.0,142.0,111.0,445.0,352.0,1360.0,338.0,2064.0,107.0,434.0,213.0,1189.0,740.0,1866.0,451.0,762.0,1560.0,699.0,1664.0,575.0,1370.0,1700.0,2791.0,2550.0,116.0,2506.0,1919.0,869.0,710.0,342.0,2955.0,230.0,418.0,6928.0,88.0,88.0,288.0,427.0,183.0,2224.0,666.0,3283.0,741.0,529.0,529.0,157.0,80.0,53.0,564.0,139.0,3576.0,2463.0,15318.0,16671.0,8177.0,3346.0,33018.0,9190.0,5722.0,21957.0,54976.0,54976.0,58996.0,58996.0,582.0,174496.0,310.0,728.0,329.0,517.0,2179.0,3471.0,184853.0,6675.0,187377.0,1386.0,896.0,1181.0,191635.0
2008-04-27,3802.0,6821.0,1324.0,972.0,1700.0,7168.0,323.0,879.0,455.0,936.0,2219.0,1618.0,3792.0,440.0,4996.0,8447.0,11956.0,13560.0,1708.0,19624.0,9648.0,11548.0,807.0,70476.0,1439.0,83755.0,101125.0,1068.0,926.0,102859.0,688.0,103724.0,129.0,1966.0,105420.0,105364.0,152.0,119.0,439.0,356.0,1394.0,321.0,2058.0,102.0,436.0,219.0,1140.0,630.0,1749.0,465.0,728.0,1580.0,668.0,1595.0,592.0,1406.0,1833.0,2915.0,3060.0,309.0,2470.0,1850.0,751.0,629.0,351.0,2827.0,230.0,449.0,6852.0,89.0,88.0,303.0,504.0,227.0,2052.0,728.0,3446.0,918.0,604.0,752.0,221.0,77.0,20.0,613.0,149.0,3458.0,2270.0,13818.0,15105.0,8038.0,3112.0,31893.0,9384.0,5649.0,21799.0,53692.0,53692.0,56616.0,56616.0,571.0,166008.0,439.0,825.0,351.0,524.0,1965.0,3204.0,175857.0,6174.0,177863.0,1362.0,745.0,1102.0,181907.0
2008-04-28,3742.0,6997.0,2349.0,1153.0,2498.0,8244.0,381.0,1011.0,537.0,1174.0,2903.0,1790.0,4650.0,437.0,5715.0,9046.0,12406.0,14223.0,1762.0,20616.0,9386.0,11397.0,770.0,71487.0,1663.0,84769.0,116875.0,1052.0,992.0,117979.0,855.0,117869.0,126.0,2341.0,118128.0,117422.0,227.0,188.0,499.0,619.0,1516.0,439.0,2265.0,102.0,622.0,291.0,1352.0,779.0,1791.0,500.0,863.0,1828.0,652.0,1619.0,671.0,1480.0,2251.0,3547.0,3651.0,575.0,2817.0,2116.0,797.0,548.0,371.0,2769.0,230.0,545.0,6941.0,95.0,92.0,348.0,732.0,273.0,2101.0,1019.0,3672.0,1103.0,816.0,1060.0,399.0,75.0,80.0,807.0,205.0,3820.0,2426.0,13654.0,14758.0,7807.0,2976.0,31100.0,9674.0,7111.0,21847.0,52947.0,52947.0,55131.0,55131.0,622.0,166635.0,603.0,1046.0,464.0,684.0,2209.0,3074.0,174446.0,5956.0,175749.0,1472.0,875.0,1147.0,178693.0
2008-04-29,3874.0,7646.0,3358.0,1760.0,4452.0,10009.0,394.0,1151.0,543.0,1395.0,3497.0,2113.0,5567.0,542.0,7027.0,10703.0,13665.0,15653.0,2051.0,22790.0,10721.0,11490.0,1001.0,73136.0,2261.0,87122.0,118000.0,1088.0,1279.0,120304.0,1208.0,121416.0,144.0,2814.0,124131.0,124087.0,301.0,299.0,577.0,976.0,1708.0,570.0,2758.0,106.0,929.0,320.0,1879.0,1742.0,2217.0,512.0,847.0,1831.0,641.0,1763.0,734.0,1542.0,2636.0,4411.0,4043.0,637.0,3339.0,2647.0,1222.0,708.0,397.0,2856.0,230.0,653.0,7019.0,95.0,91.0,366.0,935.0,278.0,2274.0,1402.0,3902.0,1793.0,1247.0,1163.0,448.0,73.0,181.0,929.0,242.0,4272.0,2626.0,14593.0,15819.0,7556.0,3499.0,31940.0,10547.0,9653.0,22551.0,54490.0,54490.0,56485.0,56485.0,763.0,179546.0,737.0,1485.0,783.0,977.0,2848.0,3381.0,186930.0,6176.0,188023.0,1610.0,1095.0,1516.0,190745.0
2008-04-30,3718.0,8156.0,3264.0,2553.0,5559.0,10597.0,378.0,1189.0,511.0,1459.0,3638.0,2189.0,5787.0,554.0,8027.0,12328.0,15335.0,17433.0,2344.0,24624.0,12607.0,11581.0,1156.0,73694.0,2544.0,88381.0,116250.0,1258.0,1323.0,119180.0,1040.0,120744.0,151.0,2857.0,123972.0,124048.0,246.0,218.0,470.0,757.0,1578.0,528.0,2592.0,97.0,905.0,302.0,1711.0,1797.0,2892.0,504.0,745.0,1707.0,615.0,1800.0,757.0,1704.0,2905.0,4902.0,4372.0,543.0,3752.0,3095.0,1741.0,1165.0,423.0,3232.0,230.0,700.0,7066.0,90.0,84.0,344.0,939.0,276.0,2353.0,1358.0,4213.0,2485.0,2194.0,1030.0,409.0,71.0,261.0,855.0,207.0,3930.0,2522.0,15626.0,17207.0,7324.0,4431.0,33492.0,11610.0,10794.0,23652.0,57144.0,57144.0,59691.0,59691.0,903.0,186044.0,721.0,1632.0,948.0,1424.0,3302.0,3920.0,195419.0,5900.0,196463.0,1585.0,936.0,1321.0,200044.0
