, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-06-21,20214.0,18131.0,4748.0,4683.0,5653.0,13887.0,57.0,509.0,652.0,2065.0,3443.0,4126.0,7606.0,482.0,10501.0,14390.0,27217.0,28588.0,1800.0,32610.0,4534.0,6173.0,230.0,119989.0,5167.0,131319.0,144121.0,4250.0,2229.0,151531.0,4032.0,152063.0,589.0,4628.0,158467.0,157564.0,300.0,269.0,258.0,1015.0,1925.0,77.0,2166.0,379.0,1189.0,832.0,2035.0,313.0,1542.0,639.0,1042.0,1864.0,1337.0,2300.0,3090.0,8949.0,10915.0,13926.0,10698.0,58.0,6490.0,5328.0,2681.0,2196.0,82.0,4853.0,20.0,394.0,4341.0,606.0,605.0,626.0,303.0,123.0,217.0,906.0,3873.0,1042.0,641.0,9.0,111.0,9.0,18.0,877.0,317.0,3098.0,508.0,9029.0,10089.0,17173.0,3976.0,30221.0,14463.0,7801.0,19481.0,49702.0,49702.0,49897.0,49897.0,341.0,197457.0,142.0,271.0,36.0,260.0,1167.0,1593.0,199725.0,5169.0,190844.0,1245.0,627.0,918.0,178732.0
2004-06-22,20154.0,18191.0,4936.0,5243.0,5785.0,14714.0,53.0,442.0,614.0,1948.0,3204.0,3659.0,6886.0,464.0,9678.0,16024.0,26248.0,27542.0,1800.0,31286.0,4271.0,6013.0,222.0,119427.0,4702.0,130070.0,121250.0,4093.0,2249.0,129257.0,3921.0,133022.0,614.0,4407.0,145299.0,146361.0,295.0,258.0,273.0,1025.0,1995.0,73.0,2195.0,373.0,1211.0,881.0,2027.0,300.0,1505.0,580.0,826.0,1652.0,1156.0,2073.0,2704.0,8515.0,10498.0,13432.0,10636.0,56.0,5966.0,4827.0,2647.0,2356.0,80.0,4976.0,20.0,381.0,4917.0,543.0,542.0,615.0,275.0,115.0,205.0,945.0,3836.0,1135.0,733.0,8.0,107.0,8.0,4.0,801.0,302.0,2970.0,493.0,8812.0,9675.0,16458.0,3879.0,30356.0,13533.0,7417.0,19278.0,49633.0,49633.0,49817.0,49817.0,324.0,208991.0,136.0,249.0,27.0,252.0,1092.0,1523.0,214639.0,5123.0,206608.0,1219.0,615.0,935.0,208621.0
2004-06-23,20671.0,18084.0,5157.0,6634.0,6082.0,16290.0,48.0,398.0,590.0,1819.0,2974.0,3285.0,6266.0,447.0,8860.0,17188.0,25261.0,26504.0,1800.0,30149.0,4038.0,5141.0,214.0,117914.0,4329.0,127927.0,107500.0,3965.0,2224.0,114736.0,3770.0,117648.0,591.0,4101.0,127977.0,128570.0,283.0,261.0,288.0,1023.0,2073.0,69.0,2265.0,345.0,1249.0,884.0,2010.0,344.0,1479.0,565.0,712.0,1482.0,1032.0,1614.0,2624.0,8192.0,10063.0,12785.0,10601.0,54.0,5124.0,3946.0,2140.0,2111.0,79.0,4828.0,20.0,369.0,5587.0,498.0,497.0,609.0,245.0,113.0,199.0,1006.0,3799.0,1180.0,722.0,8.0,103.0,8.0,0.0,736.0,289.0,2837.0,479.0,8774.0,9569.0,15764.0,3952.0,31274.0,12731.0,7187.0,18432.0,49706.0,49706.0,49878.0,49878.0,311.0,189812.0,131.0,229.0,21.0,241.0,1025.0,1466.0,198512.0,5111.0,191787.0,1194.0,631.0,955.0,196265.0
2004-06-24,21200.0,17993.0,5325.0,7285.0,6365.0,17335.0,43.0,384.0,568.0,1701.0,2791.0,3058.0,5849.0,430.0,8227.0,18744.0,24272.0,25466.0,1800.0,28991.0,3823.0,5080.0,206.0,116562.0,4022.0,126170.0,100000.0,3851.0,2159.0,106426.0,3615.0,108619.0,534.0,3807.0,117563.0,117884.0,258.0,251.0,302.0,996.0,2150.0,66.0,2366.0,308.0,1253.0,841.0,1968.0,445.0,1503.0,577.0,798.0,1509.0,1021.0,1295.0,2801.0,8019.0,9836.0,12373.0,10631.0,52.0,4658.0,3389.0,1587.0,1551.0,79.0,4327.0,20.0,359.0,5616.0,468.0,468.0,606.0,239.0,114.0,193.0,998.0,3761.0,1192.0,751.0,8.0,101.0,7.0,0.0,678.0,277.0,2782.0,467.0,9250.0,9860.0,15116.0,4080.0,31259.0,12109.0,6994.0,17756.0,49015.0,49015.0,49175.0,49175.0,306.0,175469.0,127.0,216.0,19.0,230.0,960.0,1396.0,182823.0,5101.0,176012.0,1172.0,623.0,968.0,179855.0
2004-06-25,21002.0,17912.0,5055.0,6189.0,6281.0,16100.0,39.0,365.0,543.0,1596.0,2639.0,2864.0,5503.0,413.0,7760.0,19045.0,23464.0,24610.0,1800.0,28015.0,3617.0,5012.0,199.0,114853.0,3744.0,124146.0,98750.0,3728.0,2091.0,105072.0,3430.0,107119.0,459.0,3514.0,115121.0,115217.0,234.0,232.0,316.0,934.0,2225.0,62.0,2465.0,274.0,1220.0,791.0,1902.0,525.0,1576.0,579.0,872.0,1580.0,1052.0,1234.0,2809.0,7755.0,9576.0,12066.0,10672.0,50.0,4601.0,3285.0,1315.0,1109.0,79.0,3799.0,20.0,346.0,5658.0,472.0,471.0,604.0,256.0,115.0,186.0,993.0,3723.0,1193.0,805.0,8.0,98.0,6.0,21.0,627.0,266.0,2776.0,458.0,9701.0,10373.0,14510.0,4098.0,31093.0,11560.0,6672.0,17024.0,48117.0,48117.0,48266.0,48266.0,303.0,167181.0,123.0,206.0,20.0,220.0,896.0,1317.0,173090.0,5091.0,166230.0,1140.0,609.0,970.0,169518.0
2004-06-26,19535.0,17843.0,4549.0,5070.0,5886.0,12373.0,36.0,349.0,521.0,1502.0,2503.0,2676.0,5179.0,399.0,7356.0,16516.0,22772.0,23879.0,1800.0,27170.0,3421.0,4835.0,193.0,113171.0,3492.0,122035.0,91250.0,3600.0,2069.0,98039.0,3197.0,100680.0,389.0,3211.0,109066.0,109432.0,215.0,211.0,330.0,860.0,2300.0,59.0,2561.0,248.0,1162.0,721.0,1837.0,591.0,1659.0,576.0,958.0,1645.0,1051.0,1294.0,2691.0,7430.0,9226.0,11667.0,10714.0,48.0,4701.0,3379.0,1303.0,910.0,78.0,3477.0,20.0,334.0,5691.0,483.0,483.0,604.0,266.0,108.0,176.0,1005.0,3686.0,1193.0,826.0,8.0,97.0,6.0,56.0,588.0,256.0,2747.0,450.0,9807.0,10518.0,13951.0,4069.0,30725.0,10974.0,6234.0,15732.0,46456.0,46456.0,46595.0,46595.0,298.0,162864.0,120.0,200.0,24.0,209.0,862.0,1261.0,168742.0,5081.0,162048.0,1103.0,576.0,964.0,165151.0
2004-06-27,19243.0,17161.0,4409.0,4637.0,5806.0,11806.0,36.0,341.0,510.0,1428.0,2408.0,2527.0,4936.0,386.0,6989.0,13887.0,22131.0,23222.0,1800.0,26428.0,3257.0,4661.0,188.0,111763.0,3344.0,120229.0,91250.0,3499.0,1974.0,94826.0,2914.0,94702.0,337.0,2887.0,100087.0,99982.0,194.0,192.0,346.0,773.0,2375.0,57.0,2650.0,227.0,1078.0,622.0,1766.0,648.0,1734.0,576.0,977.0,1654.0,1033.0,1348.0,2580.0,7250.0,8970.0,11295.0,10752.0,47.0,4789.0,3457.0,1391.0,910.0,77.0,3332.0,20.0,324.0,5652.0,469.0,469.0,593.0,256.0,101.0,165.0,954.0,3648.0,1193.0,824.0,9.0,94.0,5.0,71.0,542.0,246.0,2661.0,443.0,9834.0,10536.0,13430.0,3948.0,30082.0,10436.0,6051.0,14940.0,45022.0,45022.0,45152.0,45152.0,286.0,152566.0,116.0,193.0,24.0,198.0,821.0,1224.0,159362.0,5071.0,153150.0,1050.0,529.0,938.0,156717.0
2004-06-28,18889.0,15454.0,4367.0,4438.0,5734.0,14382.0,36.0,327.0,485.0,1352.0,2289.0,2355.0,4643.0,370.0,6682.0,14468.0,21548.0,22575.0,1800.0,25607.0,3083.0,4501.0,180.0,109467.0,3170.0,117957.0,122500.0,3435.0,1838.0,127699.0,2702.0,128366.0,303.0,2584.0,131875.0,130733.0,176.0,174.0,362.0,697.0,2452.0,54.0,2717.0,208.0,986.0,551.0,1686.0,647.0,1793.0,565.0,897.0,1569.0,1002.0,1352.0,2435.0,7095.0,8796.0,11047.0,10789.0,45.0,4875.0,3537.0,1460.0,962.0,77.0,3309.0,20.0,314.0,5594.0,439.0,440.0,572.0,234.0,96.0,155.0,877.0,3611.0,1194.0,814.0,9.0,91.0,5.0,76.0,503.0,237.0,2538.0,433.0,9754.0,10456.0,12924.0,3675.0,29222.0,9860.0,5612.0,13998.0,43220.0,43220.0,43342.0,43342.0,270.0,156854.0,114.0,183.0,24.0,188.0,760.0,1156.0,158027.0,5061.0,150995.0,1008.0,506.0,903.0,152480.0
2004-06-29,17591.0,14842.0,4028.0,4256.0,5217.0,14009.0,36.0,311.0,465.0,1282.0,2176.0,2175.0,4351.0,357.0,6332.0,15733.0,21920.0,22918.0,1800.0,25610.0,2910.0,4328.0,174.0,106324.0,2943.0,114440.0,112500.0,3340.0,1722.0,118477.0,2558.0,120910.0,280.0,2346.0,127902.0,128342.0,162.0,161.0,377.0,644.0,2528.0,52.0,2771.0,193.0,906.0,526.0,1617.0,619.0,1813.0,553.0,776.0,1418.0,955.0,1267.0,2287.0,6895.0,8572.0,10760.0,10829.0,43.0,4937.0,3609.0,1541.0,1017.0,76.0,3330.0,20.0,305.0,5568.0,412.0,413.0,552.0,215.0,93.0,140.0,804.0,3575.0,1194.0,812.0,8.0,87.0,4.0,75.0,481.0,228.0,2417.0,422.0,9563.0,10246.0,12435.0,3400.0,28205.0,9194.0,5122.0,12825.0,41031.0,41031.0,41144.0,41144.0,252.0,176440.0,111.0,173.0,24.0,177.0,718.0,1085.0,180180.0,5052.0,173469.0,1003.0,497.0,876.0,174792.0
2004-06-30,16564.0,14781.0,3814.0,4130.0,4899.0,13609.0,35.0,304.0,459.0,1230.0,2103.0,2045.0,4149.0,345.0,6003.0,15266.0,22920.0,23937.0,1800.0,26702.0,2772.0,4173.0,171.0,105471.0,2729.0,112399.0,105000.0,3182.0,1634.0,110251.0,2479.0,112102.0,262.0,2175.0,118195.0,118512.0,151.0,156.0,394.0,633.0,2606.0,50.0,2847.0,180.0,838.0,507.0,1562.0,631.0,1806.0,546.0,686.0,1308.0,904.0,1088.0,2146.0,6646.0,8313.0,10445.0,10867.0,42.0,4794.0,3484.0,1525.0,1051.0,75.0,3330.0,20.0,298.0,5535.0,391.0,393.0,533.0,201.0,90.0,123.0,798.0,3541.0,1194.0,813.0,8.0,84.0,4.0,81.0,471.0,219.0,2324.0,411.0,9378.0,10022.0,11990.0,3158.0,27173.0,8619.0,4762.0,12863.0,40037.0,40037.0,40141.0,40141.0,239.0,166721.0,109.0,170.0,29.0,166.0,691.0,1029.0,172736.0,5042.0,167125.0,1011.0,493.0,861.0,170417.0
