, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-11-13,4959.0,5743.0,817.0,966.0,1767.0,3799.0,231.0,514.0,196.0,486.0,1260.0,832.0,2070.0,155.0,2766.0,4387.0,7667.0,7564.0,1000.0,9620.0,2031.0,2725.0,248.0,62842.0,467.0,65497.0,93705.0,1306.0,464.0,96383.0,1023.0,99681.0,115.0,1238.0,101225.0,101296.0,437.0,186.0,242.0,579.0,594.0,98.0,983.0,132.0,349.0,250.0,569.0,1467.0,1905.0,444.0,538.0,1283.0,495.0,1583.0,522.0,1386.0,1717.0,2753.0,1284.0,31.0,2523.0,2479.0,2221.0,2038.0,156.0,4601.0,225.0,78.0,7559.0,137.0,137.0,149.0,83.0,56.0,266.0,354.0,364.0,251.0,799.0,72.0,61.0,25.0,118.0,540.0,94.0,1308.0,161.0,10461.0,11025.0,4583.0,934.0,18352.0,2037.0,2239.0,3461.0,21814.0,21814.0,21875.0,21875.0,68.0,115728.0,75.0,99.0,1.0,222.0,165.0,324.0,118476.0,4989.0,123247.0,852.0,900.0,601.0,127600.0
2007-11-14,4263.0,5601.0,777.0,1020.0,1579.0,3824.0,230.0,511.0,193.0,483.0,1231.0,784.0,1993.0,105.0,2717.0,4168.0,7557.0,7369.0,1000.0,9167.0,1951.0,2727.0,111.0,66345.0,489.0,68702.0,99562.0,1315.0,461.0,100965.0,908.0,102792.0,106.0,1080.0,103138.0,102898.0,282.0,101.0,211.0,332.0,552.0,77.0,1000.0,114.0,323.0,200.0,530.0,1614.0,1970.0,451.0,545.0,1302.0,585.0,1611.0,521.0,1364.0,1731.0,2840.0,1287.0,32.0,2528.0,2418.0,2266.0,2172.0,162.0,4679.0,229.0,78.0,7633.0,125.0,125.0,147.0,82.0,54.0,266.0,307.0,346.0,249.0,794.0,76.0,61.0,21.0,121.0,357.0,84.0,1575.0,166.0,11011.0,11554.0,4732.0,976.0,15530.0,2455.0,1675.0,3931.0,19461.0,19461.0,19525.0,19525.0,68.0,124561.0,57.0,85.0,0.0,247.0,156.0,328.0,127398.0,4912.0,129119.0,787.0,575.0,522.0,130904.0
2007-11-15,4025.0,5498.0,762.0,831.0,1236.0,3633.0,229.0,508.0,189.0,467.0,1210.0,805.0,1995.0,102.0,2614.0,4181.0,7297.0,7204.0,1000.0,9439.0,1695.0,2734.0,90.0,67890.0,494.0,70978.0,100000.0,1338.0,457.0,101781.0,897.0,104084.0,103.0,971.0,105054.0,105050.0,360.0,181.0,237.0,486.0,608.0,147.0,1019.0,176.0,344.0,242.0,535.0,1594.0,2087.0,436.0,552.0,1276.0,558.0,1656.0,493.0,1338.0,1679.0,2687.0,1282.0,31.0,2528.0,2422.0,2266.0,2204.0,165.0,4754.0,232.0,78.0,7513.0,125.0,125.0,145.0,78.0,52.0,263.0,269.0,297.0,248.0,796.0,70.0,62.0,22.0,123.0,330.0,81.0,1334.0,146.0,11154.0,11794.0,4569.0,913.0,14890.0,2440.0,1445.0,4044.0,18934.0,18934.0,18999.0,18999.0,61.0,125417.0,57.0,74.0,7.0,259.0,159.0,331.0,128405.0,4968.0,128669.0,821.0,789.0,644.0,130311.0
2007-11-16,4029.0,5526.0,753.0,733.0,1136.0,3504.0,229.0,506.0,186.0,473.0,1215.0,898.0,2092.0,125.0,2612.0,4485.0,7227.0,7429.0,1000.0,10342.0,1890.0,2775.0,194.0,68778.0,486.0,71745.0,95000.0,1423.0,453.0,97858.0,900.0,101171.0,102.0,1097.0,103314.0,103562.0,402.0,248.0,255.0,485.0,677.0,261.0,1191.0,190.0,363.0,247.0,567.0,1734.0,2195.0,439.0,557.0,1292.0,502.0,1666.0,489.0,1310.0,1626.0,2634.0,1280.0,39.0,2539.0,2447.0,2293.0,2236.0,169.0,4783.0,236.0,78.0,7594.0,124.0,124.0,143.0,90.0,60.0,264.0,302.0,309.0,246.0,798.0,76.0,62.0,27.0,126.0,448.0,80.0,1172.0,150.0,10853.0,11576.0,4490.0,933.0,14645.0,2506.0,2506.0,4135.0,18780.0,18780.0,18847.0,18847.0,64.0,126082.0,151.0,135.0,32.0,248.0,250.0,393.0,129534.0,5071.0,132601.0,953.0,1192.0,794.0,135002.0
2007-11-17,4104.0,5602.0,754.0,763.0,1175.0,3551.0,228.0,504.0,184.0,471.0,1205.0,944.0,2129.0,121.0,2677.0,4173.0,7508.0,7667.0,1000.0,9638.0,2853.0,2774.0,122.0,70046.0,480.0,73452.0,79375.0,1509.0,455.0,81735.0,858.0,84814.0,101.0,1035.0,87426.0,88037.0,304.0,155.0,244.0,337.0,616.0,170.0,1213.0,132.0,349.0,201.0,559.0,1889.0,2299.0,457.0,560.0,1323.0,549.0,1664.0,490.0,1281.0,1616.0,2730.0,1281.0,43.0,2502.0,2420.0,2290.0,2271.0,170.0,4823.0,239.0,78.0,7968.0,123.0,123.0,141.0,118.0,57.0,286.0,368.0,355.0,245.0,798.0,75.0,62.0,24.0,125.0,492.0,84.0,1403.0,187.0,10758.0,11368.0,4719.0,1092.0,14808.0,2908.0,3309.0,4457.0,19265.0,19265.0,19335.0,19335.0,70.0,119674.0,86.0,167.0,35.0,284.0,291.0,472.0,125046.0,5148.0,132793.0,888.0,863.0,618.0,135916.0
2007-11-18,3855.0,5571.0,753.0,747.0,1122.0,3559.0,228.0,501.0,184.0,464.0,1203.0,945.0,2128.0,127.0,2699.0,4186.0,7512.0,7833.0,1000.0,10049.0,3316.0,2770.0,158.0,68003.0,476.0,71838.0,74928.0,1571.0,463.0,76807.0,866.0,79227.0,100.0,1030.0,80718.0,80921.0,409.0,247.0,302.0,542.0,725.0,279.0,1249.0,156.0,458.0,370.0,746.0,1917.0,2490.0,445.0,563.0,1316.0,577.0,1692.0,490.0,1256.0,1588.0,2640.0,1279.0,38.0,2474.0,2384.0,2250.0,2271.0,171.0,4842.0,243.0,78.0,7793.0,123.0,123.0,139.0,113.0,60.0,309.0,333.0,324.0,243.0,798.0,75.0,62.0,25.0,124.0,696.0,92.0,1417.0,412.0,11300.0,11778.0,4821.0,1078.0,15071.0,3103.0,2875.0,4726.0,19797.0,19797.0,19869.0,19869.0,71.0,107207.0,152.0,133.0,55.0,342.0,266.0,505.0,112163.0,5550.0,121345.0,1146.0,1267.0,824.0,124462.0
2007-11-19,3761.0,5625.0,789.0,748.0,1104.0,3612.0,243.0,504.0,188.0,483.0,1255.0,1074.0,2310.0,141.0,2764.0,4420.0,7518.0,8035.0,1000.0,10690.0,3773.0,2817.0,257.0,67008.0,469.0,70570.0,101562.0,1684.0,480.0,102025.0,843.0,102227.0,99.0,1221.0,99946.0,98747.0,419.0,281.0,305.0,548.0,785.0,356.0,1443.0,131.0,438.0,280.0,807.0,2339.0,2736.0,445.0,564.0,1331.0,555.0,1725.0,517.0,1237.0,1590.0,2673.0,1282.0,42.0,2504.0,2406.0,2233.0,2257.0,173.0,4832.0,246.0,77.0,7818.0,122.0,122.0,137.0,126.0,62.0,350.0,429.0,370.0,242.0,803.0,81.0,62.0,27.0,123.0,804.0,107.0,1733.0,1046.0,12072.0,12538.0,5086.0,1377.0,15699.0,3370.0,4382.0,5173.0,20871.0,20871.0,20949.0,20949.0,112.0,107337.0,204.0,271.0,72.0,318.0,300.0,572.0,109682.0,6245.0,119932.0,1559.0,1864.0,1127.0,123566.0
2007-11-20,3702.0,5586.0,801.0,781.0,1105.0,3712.0,272.0,528.0,182.0,481.0,1276.0,1222.0,2479.0,129.0,2995.0,4279.0,7860.0,8319.0,1000.0,11170.0,3677.0,2806.0,149.0,66806.0,461.0,70192.0,97500.0,1766.0,495.0,100274.0,808.0,103232.0,98.0,1112.0,105238.0,105483.0,325.0,199.0,282.0,393.0,695.0,235.0,1388.0,120.0,389.0,211.0,651.0,2312.0,2928.0,441.0,566.0,1339.0,588.0,1743.0,508.0,1248.0,1580.0,2705.0,1284.0,41.0,2538.0,2445.0,2258.0,2278.0,175.0,4838.0,250.0,78.0,7845.0,122.0,122.0,136.0,131.0,56.0,435.0,478.0,355.0,241.0,802.0,80.0,62.0,27.0,123.0,646.0,100.0,1909.0,1158.0,12659.0,13354.0,5464.0,1402.0,16405.0,3875.0,4287.0,5633.0,22038.0,22038.0,22119.0,22119.0,114.0,128667.0,126.0,249.0,54.0,422.0,283.0,573.0,130002.0,6275.0,133511.0,1165.0,1201.0,785.0,136211.0
2007-11-21,3650.0,5551.0,761.0,746.0,1050.0,3661.0,282.0,551.0,179.0,464.0,1281.0,1135.0,2397.0,123.0,3101.0,4063.0,8032.0,8502.0,1000.0,11222.0,3130.0,2782.0,109.0,67933.0,453.0,70788.0,90000.0,1783.0,497.0,92424.0,786.0,95042.0,97.0,931.0,96707.0,97000.0,269.0,150.0,269.0,318.0,653.0,153.0,1229.0,110.0,361.0,191.0,601.0,2106.0,2907.0,429.0,564.0,1332.0,551.0,1761.0,494.0,1262.0,1571.0,2585.0,1281.0,40.0,2555.0,2466.0,2283.0,2323.0,178.0,4878.0,253.0,77.0,7630.0,121.0,121.0,134.0,115.0,51.0,507.0,362.0,296.0,239.0,797.0,80.0,62.0,27.0,122.0,519.0,97.0,1561.0,867.0,12534.0,13620.0,5237.0,1216.0,16388.0,3978.0,2958.0,5773.0,22161.0,22161.0,22240.0,22240.0,91.0,127608.0,78.0,153.0,46.0,436.0,194.0,498.0,132682.0,5801.0,136631.0,1025.0,706.0,603.0,139937.0
2007-11-22,3601.0,5503.0,737.0,692.0,993.0,3556.0,282.0,556.0,178.0,450.0,1276.0,1008.0,2266.0,121.0,3023.0,3947.0,7898.0,8424.0,1000.0,11135.0,2345.0,2783.0,104.0,69469.0,447.0,72526.0,90000.0,1781.0,495.0,92275.0,770.0,94571.0,96.0,848.0,95426.0,95428.0,242.0,133.0,257.0,295.0,632.0,122.0,1124.0,103.0,350.0,185.0,573.0,1947.0,2723.0,425.0,562.0,1326.0,515.0,1751.0,484.0,1241.0,1547.0,2528.0,1279.0,40.0,2564.0,2480.0,2296.0,2362.0,181.0,4924.0,257.0,77.0,7547.0,121.0,121.0,132.0,104.0,51.0,520.0,311.0,270.0,238.0,797.0,79.0,62.0,27.0,121.0,480.0,94.0,1272.0,570.0,11759.0,12919.0,4928.0,1067.0,15917.0,3707.0,2214.0,5557.0,21474.0,21474.0,21552.0,21552.0,84.0,120886.0,61.0,115.0,41.0,354.0,159.0,421.0,125373.0,5521.0,129001.0,988.0,553.0,575.0,131767.0
