, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-07-21,11191.0,17697.0,1940.0,1607.0,1195.0,8569.0,36.0,284.0,366.0,765.0,1546.0,789.0,2393.0,152.0,3374.0,8847.0,12870.0,13768.0,300.0,12529.0,819.0,1595.0,63.0,121185.0,729.0,119277.0,109670.0,775.0,700.0,107176.0,2031.0,102571.0,271.0,1744.0,104278.0,102602.0,120.0,69.0,316.0,367.0,4353.0,28.0,3975.0,92.0,517.0,402.0,401.0,416.0,1678.0,505.0,214.0,1203.0,743.0,1013.0,831.0,7244.0,7402.0,8717.0,14979.0,7.0,11112.0,8472.0,5875.0,5260.0,7.0,6756.0,30.0,61.0,4618.0,179.0,187.0,368.0,38.0,92.0,109.0,1294.0,774.0,8.0,48.0,0.0,13.0,461.0,195.0,2027.0,323.0,7407.0,8189.0,5943.0,597.0,18256.0,2878.0,1837.0,15320.0,33576.0,33576.0,33608.0,33608.0,10.0,135594.0,41.0,30.0,0.0,3.0,119.0,113.0,136927.0,4335.0,135388.0,1051.0,408.0,667.0,153845.0
2003-07-22,10656.0,18658.0,2078.0,1536.0,1154.0,8614.0,36.0,283.0,347.0,754.0,1514.0,757.0,2324.0,149.0,3307.0,8694.0,12450.0,13362.0,297.0,13008.0,785.0,1551.0,62.0,122953.0,693.0,125985.0,115125.0,742.0,677.0,116890.0,1964.0,117944.0,256.0,1751.0,125104.0,124986.0,114.0,67.0,296.0,342.0,4300.0,27.0,3981.0,90.0,512.0,461.0,389.0,417.0,1709.0,502.0,207.0,1205.0,737.0,1052.0,799.0,7162.0,7339.0,8617.0,14964.0,7.0,11220.0,8704.0,5824.0,5336.0,7.0,7027.0,30.0,61.0,4635.0,173.0,180.0,358.0,40.0,89.0,108.0,1272.0,762.0,8.0,46.0,0.0,12.0,464.0,186.0,2004.0,313.0,7399.0,8223.0,5800.0,583.0,17267.0,2715.0,1806.0,14943.0,32210.0,32210.0,32242.0,32242.0,10.0,161503.0,40.0,30.0,0.0,3.0,115.0,108.0,158187.0,4335.0,154266.0,1114.0,426.0,672.0,153919.0
2003-07-23,10291.0,18626.0,2131.0,1476.0,1115.0,8638.0,36.0,282.0,333.0,743.0,1484.0,743.0,2276.0,145.0,3224.0,8700.0,12213.0,13117.0,294.0,12714.0,756.0,1510.0,61.0,117227.0,659.0,120855.0,115000.0,705.0,654.0,116543.0,1909.0,118701.0,242.0,1727.0,125458.0,125420.0,108.0,64.0,275.0,320.0,4209.0,26.0,3957.0,89.0,506.0,451.0,378.0,415.0,1734.0,504.0,199.0,1201.0,725.0,1056.0,779.0,7070.0,7255.0,8491.0,14940.0,7.0,11216.0,8766.0,5915.0,5382.0,7.0,7069.0,30.0,60.0,4709.0,169.0,176.0,348.0,38.0,86.0,109.0,1245.0,766.0,8.0,45.0,0.0,11.0,474.0,178.0,2028.0,304.0,7435.0,8242.0,5660.0,569.0,15912.0,2560.0,1777.0,14787.0,30698.0,30698.0,30731.0,30731.0,10.0,170153.0,40.0,30.0,0.0,2.0,112.0,112.0,171453.0,4330.0,168755.0,1138.0,409.0,679.0,170740.0
2003-07-24,9722.0,18595.0,2045.0,1423.0,1078.0,8533.0,42.0,281.0,325.0,732.0,1464.0,746.0,2254.0,142.0,3166.0,8660.0,12234.0,13133.0,291.0,12713.0,731.0,1476.0,60.0,115177.0,628.0,117666.0,114219.0,670.0,632.0,115878.0,1862.0,118577.0,226.0,1652.0,125355.0,125405.0,101.0,63.0,254.0,302.0,4118.0,26.0,3910.0,88.0,500.0,412.0,368.0,428.0,1741.0,518.0,192.0,1261.0,718.0,1097.0,774.0,6985.0,7174.0,8385.0,14926.0,7.0,11433.0,9069.0,6203.0,5587.0,7.0,7282.0,30.0,59.0,4842.0,165.0,172.0,339.0,51.0,84.0,132.0,1219.0,787.0,8.0,44.0,0.0,11.0,483.0,170.0,2056.0,295.0,7544.0,8332.0,5530.0,556.0,15505.0,2433.0,1750.0,14658.0,30163.0,30163.0,30195.0,30195.0,10.0,168616.0,39.0,30.0,0.0,2.0,109.0,112.0,169980.0,4325.0,167478.0,1099.0,383.0,678.0,169782.0
2003-07-25,8978.0,18565.0,1839.0,1375.0,1044.0,8300.0,53.0,281.0,318.0,723.0,1444.0,731.0,2214.0,138.0,3130.0,8493.0,12269.0,13164.0,290.0,12756.0,706.0,1444.0,59.0,114183.0,599.0,116531.0,107031.0,639.0,611.0,109340.0,1817.0,112771.0,214.0,1573.0,120198.0,120535.0,95.0,61.0,233.0,285.0,4027.0,25.0,3831.0,87.0,491.0,391.0,356.0,400.0,1745.0,526.0,184.0,1281.0,712.0,1151.0,776.0,6915.0,7107.0,8301.0,14909.0,7.0,11546.0,9269.0,6488.0,5919.0,7.0,7616.0,30.0,59.0,4906.0,162.0,169.0,330.0,47.0,82.0,143.0,1192.0,765.0,8.0,43.0,0.0,12.0,491.0,162.0,2082.0,284.0,7678.0,8430.0,5418.0,543.0,15455.0,2318.0,1725.0,14547.0,30002.0,30002.0,30034.0,30034.0,10.0,165977.0,39.0,30.0,0.0,2.0,106.0,109.0,167835.0,4319.0,165506.0,1055.0,379.0,670.0,167923.0
2003-07-26,8762.0,18538.0,1719.0,1331.0,1018.0,8110.0,45.0,280.0,312.0,714.0,1425.0,705.0,2165.0,135.0,3082.0,8250.0,12216.0,13109.0,289.0,12724.0,683.0,1413.0,58.0,113332.0,573.0,115588.0,85937.0,612.0,590.0,89077.0,1774.0,93583.0,205.0,1506.0,102417.0,103337.0,90.0,59.0,212.0,269.0,3935.0,25.0,3739.0,86.0,480.0,397.0,340.0,338.0,1731.0,531.0,176.0,1281.0,708.0,1170.0,794.0,6867.0,7069.0,8245.0,14889.0,7.0,11538.0,9329.0,6611.0,6144.0,7.0,7916.0,30.0,60.0,4929.0,159.0,166.0,323.0,41.0,80.0,133.0,1166.0,729.0,8.0,41.0,0.0,12.0,506.0,155.0,2109.0,273.0,7775.0,8490.0,5309.0,531.0,15382.0,2216.0,1701.0,14445.0,29827.0,29827.0,29859.0,29859.0,10.0,155945.0,39.0,30.0,0.0,2.0,108.0,106.0,159391.0,4314.0,157501.0,1048.0,384.0,663.0,160581.0
2003-07-27,8794.0,18516.0,1739.0,1288.0,1023.0,8074.0,40.0,279.0,306.0,705.0,1407.0,683.0,2120.0,132.0,3024.0,8137.0,12150.0,13039.0,288.0,12655.0,660.0,1382.0,57.0,112644.0,548.0,114808.0,63125.0,588.0,571.0,64975.0,1732.0,68516.0,197.0,1450.0,76514.0,77437.0,84.0,58.0,208.0,255.0,3849.0,25.0,3676.0,85.0,469.0,400.0,325.0,317.0,1690.0,537.0,169.0,1293.0,709.0,1184.0,798.0,6810.0,7029.0,8207.0,14869.0,7.0,11557.0,9411.0,6702.0,6261.0,7.0,8092.0,30.0,60.0,4939.0,156.0,163.0,316.0,37.0,78.0,117.0,1140.0,698.0,8.0,40.0,0.0,12.0,516.0,147.0,2138.0,262.0,7809.0,8492.0,5212.0,520.0,15255.0,2124.0,1678.0,14358.0,29614.0,29614.0,29645.0,29645.0,10.0,133543.0,38.0,30.0,0.0,2.0,104.0,104.0,138664.0,4309.0,137358.0,1058.0,387.0,662.0,141437.0
2003-07-28,8746.0,18494.0,1743.0,1244.0,1005.0,8050.0,45.0,277.0,301.0,698.0,1390.0,675.0,2090.0,129.0,2971.0,8138.0,12092.0,12978.0,288.0,12608.0,638.0,1352.0,56.0,111997.0,526.0,114100.0,100384.0,566.0,553.0,98100.0,1691.0,96474.0,190.0,1400.0,96069.0,94291.0,78.0,56.0,226.0,241.0,3789.0,24.0,3632.0,84.0,458.0,401.0,310.0,321.0,1659.0,538.0,162.0,1322.0,709.0,1218.0,775.0,6742.0,6965.0,8137.0,14852.0,7.0,11660.0,9589.0,6906.0,6426.0,7.0,8272.0,30.0,59.0,4988.0,152.0,160.0,309.0,48.0,75.0,109.0,1113.0,700.0,8.0,39.0,0.0,11.0,534.0,140.0,2171.0,253.0,7849.0,8501.0,5119.0,509.0,15116.0,2033.0,1655.0,14272.0,29388.0,29388.0,29419.0,29419.0,10.0,116555.0,38.0,30.0,0.0,2.0,100.0,102.0,117999.0,4304.0,116188.0,1055.0,386.0,663.0,119230.0
2003-07-29,8665.0,18477.0,1720.0,1203.0,1002.0,7993.0,44.0,276.0,300.0,693.0,1380.0,671.0,2071.0,127.0,2928.0,8117.0,12055.0,12938.0,288.0,12568.0,617.0,1324.0,55.0,111395.0,505.0,113433.0,119910.0,543.0,535.0,121000.0,1652.0,123111.0,183.0,1355.0,127106.0,126536.0,72.0,55.0,244.0,229.0,3738.0,24.0,3598.0,83.0,448.0,397.0,295.0,330.0,1650.0,545.0,154.0,1335.0,705.0,1257.0,787.0,6700.0,6931.0,8084.0,14834.0,7.0,11755.0,9769.0,7151.0,6687.0,7.0,8540.0,30.0,59.0,5024.0,149.0,156.0,301.0,52.0,73.0,106.0,1086.0,698.0,8.0,38.0,0.0,11.0,549.0,134.0,2203.0,243.0,7913.0,8534.0,5030.0,499.0,15017.0,1954.0,1635.0,14194.0,29211.0,29211.0,29243.0,29243.0,10.0,146596.0,38.0,29.0,0.0,2.0,97.0,100.0,142041.0,4299.0,138427.0,1044.0,383.0,663.0,137508.0
2003-07-30,8469.0,18460.0,1684.0,1163.0,949.0,7929.0,45.0,275.0,292.0,685.0,1363.0,658.0,2036.0,124.0,2893.0,8011.0,12025.0,12905.0,289.0,12550.0,597.0,1305.0,55.0,110834.0,486.0,112835.0,119305.0,521.0,517.0,120534.0,1614.0,123064.0,177.0,1313.0,128025.0,128063.0,67.0,54.0,263.0,218.0,3686.0,24.0,3572.0,82.0,437.0,389.0,280.0,365.0,1656.0,547.0,147.0,1332.0,703.0,1276.0,786.0,6663.0,6909.0,8059.0,14808.0,7.0,11739.0,9816.0,7260.0,6891.0,7.0,8813.0,30.0,58.0,5059.0,145.0,152.0,291.0,46.0,69.0,106.0,1027.0,668.0,8.0,37.0,0.0,11.0,553.0,127.0,2230.0,233.0,7983.0,8571.0,4936.0,489.0,14930.0,1882.0,1615.0,14129.0,29059.0,29059.0,29090.0,29090.0,10.0,163943.0,37.0,29.0,0.0,2.0,95.0,96.0,164433.0,4294.0,162058.0,1040.0,377.0,661.0,163320.0
