, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-03-21,4962.0,5703.0,1467.0,990.0,1323.0,3349.0,137.0,330.0,191.0,743.0,1383.0,1000.0,2402.0,340.0,3577.0,4914.0,8196.0,9147.0,1214.0,11530.0,4402.0,4064.0,364.0,62870.0,3157.0,66083.0,100133.0,2331.0,730.0,99801.0,2079.0,96764.0,237.0,1937.0,93618.0,93866.0,149.0,366.0,218.0,366.0,439.0,69.0,860.0,143.0,354.0,216.0,526.0,562.0,2048.0,357.0,435.0,1509.0,454.0,1639.0,434.0,1191.0,1391.0,2323.0,1385.0,49.0,2599.0,2172.0,1785.0,1580.0,391.0,4395.0,429.0,212.0,6531.0,56.0,100.0,174.0,267.0,92.0,483.0,351.0,662.0,242.0,517.0,260.0,135.0,88.0,43.0,703.0,89.0,1748.0,771.0,10095.0,11412.0,4373.0,1401.0,17346.0,5420.0,6714.0,6910.0,24256.0,24256.0,24418.0,24418.0,96.0,126074.0,171.0,195.0,43.0,176.0,833.0,1071.0,128653.0,4607.0,123322.0,857.0,409.0,914.0,124213.0
2005-03-22,5086.0,5797.0,1388.0,981.0,1266.0,3334.0,137.0,329.0,196.0,711.0,1348.0,991.0,2357.0,322.0,3562.0,5046.0,8137.0,9110.0,1121.0,12074.0,4279.0,4045.0,310.0,62562.0,3257.0,69582.0,103750.0,2272.0,712.0,107159.0,1925.0,108068.0,244.0,2009.0,110487.0,110490.0,144.0,271.0,219.0,344.0,463.0,61.0,826.0,135.0,340.0,209.0,485.0,527.0,1809.0,345.0,431.0,1388.0,396.0,1681.0,424.0,1170.0,1363.0,2264.0,1403.0,50.0,2522.0,2194.0,1941.0,1615.0,421.0,4417.0,414.0,221.0,6596.0,56.0,98.0,177.0,253.0,96.0,473.0,440.0,631.0,234.0,508.0,542.0,132.0,165.0,38.0,570.0,90.0,1522.0,917.0,10488.0,12099.0,4436.0,1396.0,18050.0,5450.0,5792.0,7128.0,25178.0,25178.0,25339.0,25339.0,94.0,130639.0,194.0,310.0,43.0,204.0,833.0,1127.0,134975.0,4531.0,130272.0,828.0,399.0,747.0,131417.0
2005-03-23,5071.0,5801.0,1309.0,922.0,1214.0,3294.0,136.0,328.0,199.0,685.0,1317.0,983.0,2318.0,304.0,3480.0,5011.0,8049.0,9012.0,1041.0,12135.0,3775.0,4039.0,282.0,62348.0,3365.0,69545.0,100000.0,2196.0,694.0,103065.0,1854.0,103711.0,235.0,1803.0,105921.0,106079.0,149.0,225.0,231.0,335.0,485.0,57.0,839.0,132.0,354.0,212.0,451.0,457.0,1580.0,335.0,428.0,1354.0,352.0,1617.0,416.0,1150.0,1337.0,2218.0,1422.0,52.0,2437.0,2120.0,1909.0,1672.0,453.0,4543.0,398.0,339.0,6888.0,56.0,97.0,178.0,252.0,104.0,528.0,629.0,715.0,226.0,495.0,1005.0,266.0,277.0,33.0,559.0,88.0,1449.0,1196.0,10303.0,11895.0,4456.0,1400.0,18075.0,5347.0,4835.0,7079.0,25154.0,25154.0,25312.0,25312.0,99.0,135931.0,195.0,280.0,43.0,297.0,962.0,1198.0,143269.0,4491.0,139048.0,832.0,378.0,712.0,140960.0
2005-03-24,4867.0,5730.0,1263.0,870.0,1168.0,3241.0,136.0,327.0,196.0,662.0,1284.0,967.0,2268.0,291.0,3402.0,4862.0,7917.0,8863.0,1038.0,12017.0,3565.0,4045.0,376.0,61238.0,3326.0,68637.0,100000.0,2121.0,677.0,102887.0,1784.0,103353.0,212.0,1609.0,105002.0,105014.0,150.0,213.0,241.0,351.0,489.0,54.0,848.0,127.0,379.0,200.0,460.0,457.0,1461.0,329.0,424.0,1330.0,344.0,1524.0,411.0,1132.0,1316.0,2153.0,1435.0,46.0,2280.0,1972.0,1798.0,1614.0,492.0,4590.0,383.0,478.0,6862.0,56.0,96.0,180.0,250.0,106.0,997.0,663.0,803.0,218.0,482.0,1133.0,299.0,259.0,35.0,487.0,86.0,1488.0,1525.0,10873.0,12313.0,4502.0,1472.0,18159.0,5281.0,4338.0,7030.0,25188.0,25188.0,25347.0,25347.0,110.0,132424.0,183.0,317.0,42.0,294.0,1049.0,1332.0,139764.0,4486.0,135613.0,865.0,378.0,753.0,137781.0
2005-03-25,4681.0,5633.0,1232.0,837.0,1127.0,3174.0,135.0,325.0,190.0,643.0,1256.0,926.0,2199.0,287.0,3321.0,4650.0,7816.0,8731.0,1023.0,11774.0,3438.0,4043.0,292.0,59808.0,3161.0,67080.0,92500.0,2042.0,661.0,96889.0,1712.0,98855.0,194.0,1501.0,101984.0,102374.0,137.0,182.0,240.0,317.0,484.0,52.0,836.0,119.0,374.0,194.0,448.0,443.0,1376.0,325.0,419.0,1307.0,344.0,1454.0,406.0,1115.0,1298.0,2102.0,1447.0,51.0,2190.0,1864.0,1652.0,1485.0,536.0,4531.0,367.0,497.0,6817.0,56.0,94.0,180.0,236.0,106.0,1657.0,564.0,698.0,209.0,468.0,890.0,215.0,155.0,34.0,415.0,84.0,1356.0,1155.0,10809.0,12461.0,4497.0,1496.0,18261.0,5187.0,3788.0,6952.0,25213.0,25213.0,25371.0,25371.0,101.0,131722.0,136.0,247.0,42.0,291.0,944.0,1365.0,138907.0,4469.0,134643.0,841.0,356.0,738.0,136664.0
2005-03-26,4597.0,5557.0,1202.0,810.0,1089.0,3211.0,135.0,324.0,184.0,626.0,1232.0,909.0,2156.0,294.0,3240.0,4621.0,7762.0,8667.0,984.0,11846.0,3288.0,4037.0,256.0,58331.0,2991.0,65390.0,66250.0,1953.0,645.0,70280.0,1657.0,72455.0,186.0,1436.0,76862.0,77927.0,146.0,182.0,242.0,339.0,484.0,52.0,828.0,118.0,365.0,201.0,423.0,392.0,1317.0,323.0,413.0,1283.0,343.0,1412.0,402.0,1098.0,1280.0,2068.0,1462.0,52.0,2137.0,1804.0,1558.0,1361.0,574.0,4428.0,352.0,446.0,6839.0,56.0,93.0,179.0,223.0,104.0,1955.0,449.0,619.0,201.0,447.0,696.0,145.0,114.0,25.0,369.0,82.0,1200.0,799.0,10229.0,11862.0,4425.0,1438.0,18150.0,4931.0,3396.0,6721.0,24871.0,24871.0,25027.0,25027.0,95.0,121090.0,125.0,199.0,41.0,224.0,826.0,1269.0,131054.0,4464.0,127408.0,825.0,363.0,726.0,130581.0
2005-03-27,4819.0,5705.0,1174.0,786.0,1054.0,3289.0,134.0,323.0,180.0,615.0,1224.0,919.0,2158.0,321.0,3193.0,4777.0,7813.0,8853.0,1180.0,12978.0,3628.0,4094.0,469.0,58246.0,2977.0,64759.0,68750.0,1860.0,632.0,68694.0,1665.0,66825.0,180.0,1391.0,66377.0,66119.0,200.0,233.0,258.0,607.0,507.0,64.0,840.0,133.0,409.0,256.0,433.0,352.0,1296.0,322.0,406.0,1257.0,338.0,1356.0,399.0,1082.0,1263.0,2041.0,1475.0,49.0,2106.0,1771.0,1489.0,1275.0,602.0,4329.0,336.0,399.0,6848.0,55.0,91.0,179.0,234.0,108.0,1867.0,439.0,596.0,193.0,414.0,926.0,195.0,182.0,24.0,368.0,79.0,1160.0,712.0,9837.0,11299.0,4334.0,1463.0,17938.0,4747.0,3396.0,6578.0,24515.0,24515.0,24896.0,24896.0,164.0,97931.0,286.0,257.0,74.0,143.0,1021.0,1249.0,107539.0,4493.0,104151.0,890.0,530.0,832.0,107979.0
2005-03-28,5038.0,6142.0,1148.0,763.0,1022.0,3224.0,136.0,328.0,192.0,615.0,1271.0,1077.0,2362.0,348.0,3233.0,4905.0,7969.0,9079.0,1819.0,14059.0,5170.0,4247.0,771.0,60499.0,3265.0,66742.0,110000.0,1812.0,633.0,111536.0,1720.0,110175.0,192.0,1353.0,107602.0,106018.0,197.0,249.0,271.0,692.0,527.0,101.0,865.0,141.0,497.0,248.0,524.0,418.0,1315.0,328.0,402.0,1242.0,334.0,1305.0,396.0,1066.0,1246.0,2023.0,1504.0,82.0,2070.0,1735.0,1440.0,1211.0,619.0,4271.0,321.0,417.0,6935.0,55.0,90.0,190.0,320.0,127.0,1587.0,582.0,669.0,184.0,386.0,1404.0,324.0,284.0,23.0,582.0,78.0,1455.0,1311.0,10202.0,11534.0,4339.0,2432.0,18582.0,5236.0,4522.0,7018.0,25600.0,25600.0,27237.0,27237.0,324.0,106152.0,403.0,584.0,97.0,187.0,1922.0,1782.0,108288.0,4499.0,103076.0,1011.0,623.0,906.0,103812.0
2005-03-29,5052.0,6300.0,1233.0,741.0,992.0,3249.0,153.0,343.0,222.0,607.0,1376.0,1182.0,2571.0,315.0,3383.0,4793.0,8126.0,9197.0,2058.0,14034.0,6216.0,4157.0,576.0,62741.0,3446.0,69523.0,110000.0,1764.0,618.0,112441.0,1701.0,112889.0,205.0,1320.0,114221.0,114221.0,193.0,230.0,275.0,634.0,537.0,116.0,901.0,143.0,488.0,231.0,516.0,504.0,1319.0,344.0,401.0,1255.0,331.0,1274.0,394.0,1050.0,1237.0,2049.0,1529.0,107.0,2050.0,1710.0,1403.0,1165.0,629.0,4253.0,304.0,490.0,6912.0,55.0,89.0,207.0,429.0,144.0,1551.0,674.0,694.0,176.0,363.0,1498.0,287.0,234.0,21.0,581.0,81.0,1795.0,1689.0,11122.0,12697.0,4415.0,3403.0,20126.0,6090.0,5226.0,7714.0,27839.0,27839.0,29212.0,29212.0,315.0,141183.0,287.0,532.0,66.0,472.0,2198.0,2537.0,145920.0,4480.0,140450.0,1020.0,520.0,828.0,140382.0
2005-03-30,4898.0,6420.0,1489.0,732.0,965.0,3518.0,162.0,363.0,233.0,589.0,1451.0,1138.0,2601.0,293.0,3554.0,4794.0,8396.0,9450.0,2119.0,14301.0,6525.0,4099.0,426.0,63314.0,3514.0,70401.0,110000.0,1727.0,604.0,112379.0,1676.0,112824.0,195.0,1301.0,114135.0,114139.0,207.0,236.0,283.0,640.0,555.0,118.0,927.0,151.0,482.0,224.0,525.0,538.0,1356.0,344.0,398.0,1235.0,328.0,1248.0,393.0,1035.0,1223.0,2051.0,1549.0,88.0,2044.0,1702.0,1368.0,1127.0,643.0,4192.0,267.0,524.0,6822.0,55.0,87.0,204.0,444.0,147.0,1545.0,551.0,611.0,168.0,344.0,1279.0,183.0,176.0,20.0,443.0,84.0,1703.0,1464.0,11330.0,13195.0,4417.0,3512.0,20686.0,6355.0,5218.0,8094.0,28779.0,28779.0,29759.0,29759.0,202.0,145286.0,224.0,354.0,52.0,443.0,1886.0,2632.0,153576.0,4474.0,149184.0,1026.0,463.0,816.0,151348.0
