, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-28, 23195, 15805, 7025, 4645, 5735, 16382, 730, 1245, 1028, 2588, 5100, 2340, 7442, 430, 10165, 20375, 33318, 36102, 2218, 36365, 2880, 3718, 4535, 160, 121810, 3198, 159132, 154750, 4215, 2532, 163538, 5135, 170038, 590, 5782, 182928, 183242, 300, 260, 82, 1115, 140, 2220, 452, 865, 605, 1458, 0, 1068, 780, 1018, 1890, 2190, 2738, 2472, 9360, 12372, 16578, 22050, 100, 18932, 17482, 14855, 14712, 158, 16830, 2005, 475, 8942, 690, 560, 632, 370, 135, 790, 680, 4340, 1258, 1005, 30, 182, 0, 68, 665, 178, 3150, 395, 15272, 16425, 15605, 2872, 40612, 6822, 3972, 21352, 61965, 61568, 62235, 64030, 70, 251558, 50, 80, 20, 30, 572, 815, 253640, 5272, 248105, 1458, 552, 1135, 251452
2011-07-29, 22800, 15740, 7228, 4560, 5492, 16520, 712, 1222, 985, 2465, 4885, 2140, 7028, 410, 9612, 20360, 32655, 35582, 2228, 35312, 2758, 3610, 4422, 160, 121048, 3008, 156798, 146000, 4172, 2402, 153582, 5082, 159100, 552, 5632, 170922, 171262, 270, 265, 100, 1165, 130, 2145, 435, 810, 695, 1372, 0, 1090, 790, 1000, 1932, 2160, 3012, 2350, 9102, 11980, 16048, 21815, 100, 18908, 17488, 14798, 14648, 172, 16838, 1582, 460, 8572, 675, 810, 610, 362, 130, 772, 652, 4245, 1060, 892, 30, 182, 0, 28, 652, 168, 3042, 385, 14745, 15902, 14958, 2780, 39258, 6588, 3772, 21102, 60358, 59985, 60595, 62038, 70, 242075, 50, 80, 20, 30, 548, 775, 245895, 5268, 241205, 1438, 558, 1132, 245210
2011-07-30, 23512, 15675, 7222, 4432, 5210, 16540, 695, 1200, 942, 2350, 4698, 1968, 6665, 398, 9150, 20662, 32175, 35265, 2082, 34335, 2648, 3505, 4312, 158, 120308, 2832, 156145, 146000, 4025, 2285, 153268, 5142, 158685, 515, 5538, 169408, 169440, 228, 270, 162, 1220, 125, 2172, 412, 785, 705, 1330, 0, 1118, 790, 952, 1905, 2122, 3002, 2282, 8942, 11690, 15630, 21582, 100, 18938, 17620, 14975, 14815, 180, 16948, 1500, 445, 8205, 655, 790, 592, 355, 128, 762, 632, 4202, 1068, 825, 30, 180, 0, 2, 672, 160, 2950, 380, 14030, 15195, 14325, 2700, 37898, 6392, 3605, 20900, 58795, 58450, 59005, 60098, 60, 232375, 50, 78, 20, 30, 525, 738, 234740, 5258, 230385, 1410, 532, 1092, 234020
2011-07-31, 23372, 15615, 6932, 4270, 4882, 16172, 680, 1175, 905, 2245, 4525, 1820, 6350, 380, 8738, 20630, 31952, 35230, 1788, 33452, 2538, 3412, 4210, 150, 119612, 2670, 165215, 146000, 3908, 2165, 152885, 5132, 158288, 488, 5382, 168485, 168525, 205, 270, 240, 1195, 120, 2430, 375, 768, 682, 1295, 0, 1142, 790, 895, 1860, 2050, 2958, 2198, 8715, 11342, 15198, 21352, 92, 18780, 17532, 14965, 14838, 190, 17102, 1500, 435, 7875, 635, 760, 570, 342, 120, 752, 612, 4165, 1070, 838, 30, 180, 0, 0, 635, 155, 2910, 370, 13518, 14612, 13750, 2620, 36428, 6162, 3438, 20680, 57105, 56785, 57282, 58025, 60, 229282, 50, 70, 20, 25, 505, 705, 231268, 5250, 227288, 1380, 522, 1072, 230498
2011-08-01, 22648, 15552, 6568, 4065, 4620, 15612, 662, 1155, 870, 2145, 4362, 1690, 6055, 370, 8365, 20298, 31495, 34925, 1495, 32332, 2435, 3280, 4100, 150, , 2522, 165555, 153125, 3798, 2052, 158312, 5015, 162300, 458, 5170, 170368, 170030, 185, 262, 312, 1188, 110, 2725, 345, 748, 668, 1262, 0, 1172, 790, 845, 1812, 1970, 2880, 2082, 8410, 10905, 14668, 21122, 90, 18585, 17408, 14880, 14760, 192, 17090, 1500, 418, 7735, 610, 735, 542, 322, 120, 730, 580, 4132, 1080, 838, 28, 180, 0, 0, 625, 148, 2870, 360, 13082, 14148, 13195, 2550, 35085, 5820, 3338, 20522, 55610, 55312, 55752, 56145, 60, 226420, 50, 70, 20, 20, 488, 680, 228315, 5242, 224850, 1352, 518, 1062, 227998
2011-08-02, 21992, 15495, 6195, 3910, 4388, 15070, 645, 1130, 835, 2060, 4212, 1578, 5788, 355, 8022, 19842, 30798, 34188, 1205, 31265, 2335, 3058, 3862, 150, , 2380, 171350, 165000, 3695, 1948, 171192, 4882, 176342, 428, 4975, 184492, 184118, 165, 260, 378, 1172, 108, 3020, 312, 725, 655, 1225, 10, 1202, 790, 805, 1768, 1905, 2785, 1962, 8122, 10488, 14128, 20895, 88, 18360, 17255, 14758, 14650, 190, 17022, 1500, 402, 7720, 592, 710, 522, 305, 110, 720, 568, 4095, 1088, 845, 20, 180, 0, 0, 580, 140, 2820, 355, 12772, 13778, 12662, 2480, 34015, 5542, 3198, 20545, 54562, 54298, 54678, 54742, 60, 232872, 50, 70, 20, 20, 468, 650, 232310, 5238, 228895, 1340, 515, 1065, 231050
2011-08-03, 21435, 15440, 5862, 3805, 4218, 14600, 630, 1105, 802, 1980, 4068, 1472, 5542, 350, 7705, 19282, 29982, 33288, 918, 30275, 2240, 2972, 3750, 150, , 2248, 169995, 165000, 3590, 1845, 170865, 4772, 176110, 400, 4810, 184562, 184605, 152, 250, 442, 1138, 100, 3302, 288, 705, 640, 1185, 208, 1250, 790, 762, 1720, 1845, 2690, 1870, 7848, 10088, 13652, 20668, 80, 18115, 17082, 14610, 14510, 190, 16915, 1500, 392, 7728, 575, 690, 505, 292, 110, 720, 545, 4065, 1090, 865, 20, 172, 0, 0, 630, 135, 2765, 350, 12670, 13622, 12182, 2412, 33160, 5368, 3135, 20335, 53490, 53250, 53575, 53575, 60, 240152, 50, 70, 20, 20, 452, 628, 241422, 5230, 238758, 1328, 510, 1055, 241312
2011-08-04, 21108, 15392, 5600, 3730, 4048, 14255, 615, 1085, 772, 1915, 3950, 1390, 5338, 332, 7418, 18798, 29130, 32338, 642, 29188, 2150, 2898, 3670, 142, , 2125, 167962, 165000, 3528, 1752, 170542, 4655, 175662, 380, 4638, 183550, 183595, 140, 250, 505, 1118, 95, 3575, 265, 690, 625, 1155, 472, 1395, 790, 735, 1708, 1800, 2612, 1772, 7540, 9660, 13142, 20440, 80, 17872, 16888, 14450, 14358, 195, 16795, 1500, 382, 7730, 555, 668, 490, 280, 110, 710, 530, 4025, 1100, 870, 20, 170, 0, 0, 595, 130, 2715, 345, 12650, 13575, 11728, 2350, 32520, 5298, 3140, 20255, 52770, 52558, 52825, 52825, 60, 238720, 50, 70, 20, 20, 435, 600, 240455, 5220, 238492, 1308, 505, 1035, 241462
2011-08-05, 20525, 15342, 5358, 3572, 3855, 13525, 602, 1070, 750, 1860, 3845, 1310, 5158, 322, 7170, 18338, 28348, 31470, 388, 28238, 2068, 2822, 3585, 138, , 2008, 165905, 165000, 3525, 1670, 170282, 4562, 175288, 362, 4472, 182610, 182645, 130, 240, 565, 1105, 90, 3855, 245, 670, 612, 1125, 742, 1645, 780, 715, 1700, 1760, 2578, 1690, 7285, 9278, 12680, 20215, 80, 17662, 16682, 14262, 14178, 200, 16658, 1500, 368, 7738, 542, 648, 478, 275, 108, 688, 515, 3995, 1108, 880, 10, 170, 0, 0, 562, 120, 2665, 330, 12608, 13518, 11308, 2290, 31955, 5118, 3085, 20102, 52055, 51870, 52080, 52080, 60, 237215, 50, 70, 20, 20, 420, 575, 238912, 5218, 237465, 1292, 495, 1030, 240385
2011-08-06, 20012, 15295, 5138, 3425, 3640, 12682, 590, 1055, 725, 1815, 3760, 1238, 5000, 310, 6938, 17322, 27565, 30602, 178, 27258, 1985, 2750, 3512, 130, , 1900, 164028, 165000, 3540, 1590, 170138, 4392, 175002, 345, 4282, 181738, 181778, 120, 232, 580, 1070, 85, 4015, 225, 642, 592, 1085, 940, 1932, 780, 695, 1680, 1715, 2548, 1615, 7058, 8920, 12232, 19805, 78, 17485, 16518, 14105, 14018, 210, 16518, 1500, 355, 7740, 525, 630, 460, 268, 100, 665, 508, 3970, 1108, 890, 10, 170, 0, 0, 508, 120, 2625, 308, 12565, 13458, 10908, 2230, 31400, 4860, 2920, 19858, 51255, 51095, 51250, 51250, 52, 235780, 50, 70, 20, 20, 405, 550, 237462, 5210, 236528, 1272, 480, 1012, 239405
2011-08-07, 19510, 15255, 4930, 3320, 3415, 12348, 575, 1032, 700, 1775, 3675, 1178, 4852, 300, 6735, 16678, 26420, 29332, 162, 26188, 1905, 2688, 3438, 130, , 1795, 162208, 163125, 3438, 1520, 168542, 4245, 173592, 332, 4112, 180158, 180288, 112, 228, 590, 1025, 80, 4008, 210, 618, 578, 1058, 948, 2180, 770, 675, 1662, 1675, 2505, 1550, 6892, 8620, 11822, 19170, 70, 17118, 16198, 13905, 13840, 210, 16385, 1500, 342, 7740, 505, 608, 440, 252, 98, 645, 485, 3942, 1100, 885, 10, 170, 0, 0, 475, 110, 2582, 300, 12520, 13398, 10535, 2175, 30878, 4622, 2790, 19602, 50480, 49315, 49410, 49410, 55, 233790, 50, 70, 20, 20, 388, 528, 235645, 5200, 235258, 1260, 485, 998, 238155
2011-08-08, 18788, 15205, 4710, 3175, 3198, 11992, 562, 1015, 668, 1732, 3572, 1118, 4692, 295, 6542, 16262, 25555, 28368, 170, 25298, 1832, 2615, 3370, 130, , 1702, 159948, 160000, 3320, 1448, 164880, 4132, 169518, 318, 3968, 175382, 175528, 110, 220, 598, 1005, 78, 3988, 198, 602, 575, 1035, 918, 2292, 770, 665, 1670, 1645, 2485, 1498, 6772, 8382, 11488, 18530, 70, 16488, 15590, 13415, 13398, 210, 16098, 1500, 330, 7748, 488, 585, 425, 240, 90, 632, 475, 3920, 1100, 895, 10, 160, 0, 0, 448, 110, 2535, 295, 12488, 13348, 10178, 2120, 30275, 4420, 2680, 19385, 49662, 48518, 48598, 48598, 55, 229555, 40, 60, 20, 20, 375, 505, 231880, 5195, 232100, 1255, 482, 1000, 235172
