, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-18, 24940, 14880, 8340, 9130, 12330, 23880, 970, 1730, 1760, 3990, 8310, 6540, 14220, 740, 18410, 27360, 55000, 59760, 2080, 64000, 5220, 5620, 6290, 210, 149260, 4230, 187620, 173430, 6140, 4560, 186730, 6930, 196910, 1070, 6870, 210300, 209780, 410, 350, 390, 1440, 270, 2770, 590, 2010, 890, 2800, 1500, 2420, 860, 1710, 2520, 3380, 4640, 4570, 13440, 17790, 23670, 23010, 140, 22720, 20920, 17290, 17480, 170, 19340, 6240, 660, 11490, 760, 490, 840, 540, 210, 1030, 1170, 4950, 1130, 1060, 90, 220, 0, 210, 1060, 290, 3640, 600, 20170, 21650, 23570, 3980, 51490, 12860, 9060, 27080, 78560, 86750, 81940, 91960, 160, 291450, 70, 110, 30, 80, 920, 1330, 291880, 5160, 279680, 1800, 740, 1110, 304750
2011-07-19, 25760, 14935, 8482, 8778, 12415, 23815, 945, 1652, 1685, 3892, 7992, 6132, 13582, 715, 17578, 27290, 53808, 56938, 2120, 60322, 4955, 5470, 6178, 200, 146860, 4145, 187898, 180822, 5920, 4425, 194408, 7115, 198932, 1085, 7020, 214972, 214728, 398, 342, 385, 1440, 258, 2772, 618, 1965, 915, 2742, 1482, 2412, 852, 1665, 2518, 3322, 4400, 4482, 13332, 17640, 23500, 22545, 140, 21648, 19842, 16732, 16935, 172, 19112, 6048, 650, 12300, 752, 482, 828, 538, 200, 1005, 1118, 4942, 1138, 1050, 88, 210, 0, 218, 1025, 278, 3585, 582, 18330, 20192, 22955, 3822, 54030, 12448, 8488, 26658, 80690, 80768, 82068, 86722, 155, 294222, 62, 105, 28, 85, 895, 1285, 295418, 5302, 284922, 1740, 665, 1128, 290752
2011-07-20, 27558, 14658, 9068, 8450, 12240, 23692, 928, 1600, 1588, 3755, 7600, 5405, 12588, 700, 16378, 27275, 50688, 53690, 2165, 57328, 4578, 5155, 5898, 212, 144075, 4260, 187438, 179780, 5712, 4132, 192932, 7502, 198565, 1068, 7275, 214915, 214962, 382, 342, 380, 1490, 245, 2792, 625, 1868, 895, 2638, 1452, 2392, 855, 1765, 2698, 3268, 4152, 4408, 13158, 17292, 23038, 22488, 138, 20182, 18382, 15702, 15772, 180, 18198, 5605, 635, 12480, 740, 480, 800, 535, 190, 975, 1045, 4940, 1152, 1102, 90, 210, 0, 220, 1052, 265, 3548, 550, 18018, 19050, 22038, 3972, 53035, 11625, 8000, 25885, 78920, 78080, 79215, 83812, 150, 297158, 62, 100, 25, 100, 865, 1232, 299125, 5340, 289348, 1688, 668, 1155, 292800
2011-07-21, 31715, 14555, 9768, 8278, 11760, 23910, 922, 1602, 1512, 3652, 7358, 4982, 12055, 640, 15495, 27798, 47525, 50390, 2150, 53568, 4235, 4835, 5612, 200, 141122, 4602, 186098, 176250, 5745, 3850, 189360, 6605, 195955, 965, 6985, 212568, 212832, 362, 312, 275, 1298, 215, 2792, 592, 1768, 828, 2530, 1392, 2370, 852, 1655, 2692, 3088, 4188, 4302, 12982, 16990, 22625, 22460, 130, 19942, 18110, 15338, 15195, 182, 17425, 5155, 618, 11930, 732, 470, 778, 540, 180, 948, 980, 4932, 1168, 1155, 90, 210, 0, 222, 952, 252, 3595, 528, 18942, 20100, 21228, 4300, 52702, 11380, 7998, 25715, 78415, 76895, 77975, 82220, 140, 295308, 60, 100, 20, 92, 825, 1190, 297488, 5332, 288310, 1600, 565, 1090, 291850
2011-07-22, 31670, 14418, 8978, 7275, 9970, 22070, 895, 1568, 1422, 3528, 7082, 4470, 11405, 608, 14825, 27175, 44870, 47650, 2175, 50395, 3925, 4700, 5430, 190, 139748, 4580, 183435, 170000, 5758, 3605, 181820, 5548, 187455, 885, 6365, 202718, 203012, 350, 292, 70, 1170, 195, 2585, 565, 1545, 760, 2332, 1118, 2315, 835, 1510, 2532, 2865, 4082, 3888, 12218, 16108, 21600, 22442, 130, 20032, 18250, 15402, 15205, 185, 17238, 4705, 600, 11382, 722, 470, 755, 515, 172, 920, 920, 4922, 1182, 1155, 85, 210, 0, 235, 888, 238, 3638, 502, 18682, 20010, 20402, 3922, 51132, 10245, 6948, 24872, 76005, 74515, 75535, 79425, 128, 287890, 60, 90, 20, 80, 785, 1125, 291730, 5322, 283340, 1535, 542, 1075, 287255
2011-07-23, 30530, 14322, 7800, 6368, 8595, 19772, 865, 1500, 1340, 3370, 6732, 3958, 10665, 568, 13992, 25072, 42948, 45732, 2170, 47958, 3640, 4445, 5252, 182, 137505, 4540, 180555, 170000, 5640, 3362, 181185, 4450, 186315, 768, 5680, 200092, 200182, 312, 262, 22, 1008, 182, 2362, 530, 1300, 690, 2032, 558, 2102, 818, 1402, 2388, 2710, 3798, 3495, 11428, 15168, 20352, 22418, 120, 19930, 18195, 15468, 15295, 172, 17345, 4255, 575, 10945, 715, 462, 735, 488, 165, 895, 870, 4840, 1198, 1120, 75, 205, 0, 242, 845, 225, 3685, 480, 18235, 19530, 19462, 3588, 48970, 9092, 6082, 23770, 72740, 72208, 73168, 76715, 115, 279378, 60, 90, 20, 70, 745, 1070, 282145, 5315, 274155, 1502, 528, 1072, 277775
2011-07-24, 27028, 14620, 7092, 5698, 7702, 17735, 830, 1435, 1265, 3195, 6365, 3528, 9890, 538, 13128, 22718, 39978, 42658, 2180, 44682, 3435, 4215, 5002, 180, 133528, 4232, 176012, 170000, 5302, 3138, 180418, 3985, 184890, 685, 5432, 197972, 198050, 300, 250, 32, 1020, 170, 2290, 508, 1168, 645, 1870, 152, 1708, 805, 1298, 2232, 2580, 3492, 3208, 10845, 14422, 19328, 22395, 120, 19695, 17992, 15328, 15180, 158, 17298, 3805, 555, 10528, 710, 460, 718, 462, 160, 875, 825, 4740, 1212, 1058, 60, 200, 0, 212, 805, 215, 3605, 455, 17758, 19022, 18572, 3368, 46985, 8230, 5425, 22898, 69885, 69380, 70280, 73475, 105, 274348, 60, 90, 20, 48, 705, 1012, 276898, 5305, 269370, 1490, 540, 1085, 272818
2011-07-25, 24492, 16022, 6848, 5295, 7102, 16708, 802, 1375, 1200, 3030, 6008, 3165, 9170, 508, 12272, 21042, 36862, 39415, 2190, 41272, 3282, 4080, 4872, 172, 130972, 3918, 170532, 166250, 4792, 2942, 176572, 4135, 181710, 658, 5528, 195185, 195422, 290, 250, 45, 1058, 162, 2315, 498, 1060, 608, 1732, 2, 1340, 792, 1202, 2092, 2472, 3202, 2985, 10402, 13832, 18520, 22380, 115, 19460, 17808, 15152, 15010, 150, 17125, 3355, 535, 10112, 700, 460, 702, 440, 150, 850, 785, 4640, 1228, 1010, 50, 190, 0, 162, 765, 205, 3488, 438, 17098, 18348, 17748, 3202, 45278, 7688, 4922, 22278, 67555, 67072, 67915, 70760, 98, 270060, 60, 88, 20, 40, 670, 958, 272398, 5298, 265355, 1485, 552, 1102, 268748
2011-07-26, 23735, 15945, 6902, 5040, 6612, 16525, 780, 1325, 1138, 2870, 5682, 2848, 8532, 480, 11495, 20482, 34992, 37540, 2198, 38880, 3138, 3950, 4752, 170, 125622, 3645, 165582, 160000, 4365, 2782, 168828, 4552, 173718, 648, 5735, 186610, 186850, 305, 260, 58, 1128, 155, 2340, 482, 972, 595, 1615, 0, 1130, 790, 1128, 1995, 2372, 2960, 2802, 10042, 13330, 17835, 22365, 110, 19250, 17660, 15008, 14865, 150, 16972, 2905, 515, 9710, 700, 460, 682, 420, 148, 830, 745, 4540, 1242, 1002, 40, 190, 0, 142, 732, 195, 3375, 422, 16460, 17672, 17008, 3075, 43612, 7355, 4538, 21902, 65515, 65060, 65848, 68340, 88, 262232, 52, 80, 20, 40, 635, 908, 265670, 5290, 259332, 1482, 562, 1128, 263162
2011-07-27, 23472, 15872, 6975, 4825, 6145, 16460, 752, 1282, 1080, 2725, 5382, 2578, 7960, 455, 10800, 20412, 34078, 36740, 2208, 37542, 3008, 3828, 4650, 165, 124150, 3410, 161748, 160000, 4175, 2655, 168185, 5098, 173490, 640, 5922, 185705, 185715, 318, 270, 70, 1185, 148, 2295, 478, 922, 590, 1532, 0, 1068, 780, 1058, 1918, 2280, 2772, 2632, 9700, 12850, 17200, 22275, 108, 19095, 17565, 14910, 14765, 150, 16862, 2455, 495, 9322, 700, 460, 658, 392, 140, 810, 712, 4440, 1258, 990, 35, 185, 0, 118, 695, 185, 3260, 408, 15855, 17030, 16315, 2970, 42095, 7082, 4228, 21618, 63712, 63288, 64012, 66155, 80, 254415, 50, 80, 20, 35, 605, 862, 256758, 5280, 250808, 1480, 565, 1142, 254418
