, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, LUCKY PEAK RESERVOIR, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2004-03-08,2651.0,4753.0,432.0,355.0,514.0,3547.0,157.0,345.0,149.0,420.0,982.0,561.0,1543.0,112.0,2034.0,4333.0,11244.0,11695.0,586.0,14402.0,4354.0,5576.0,97.0,55535.0,282.0,61589.0,65829.0,1058.0,361.0,67247.0,514.0,69528.0,72.0,1050.0,70588.0,70592.0,196.0,188.0,266.0,426.0,737.0,284.0,1168.0,114.0,444.0,298.0,594.0,1917.0,2214.0,350.0,343.0,1000.0,303.0,1203.0,437.0,878.0,1079.0,1705.0,1276.0,19.0,1804.0,1506.0,1216.0,1296.0,189.0,3909.0,240.0,135.0,7493.0,49.0,79.0,114.0,126.0,41.0,829.0,310.0,174.0,214.0,704.0,304.0,203.0,226.0,37.0,175.0,35.0,1547.0,1828.0,12388.0,17047.0,3212.0,1725.0,27505.0,3559.0,2814.0,7228.0,34733.0,34733.0,36642.0,36642.0,1192.0,110150.0,211.0,621.0,259.0,624.0,1422.0,2758.0,118982.0,6319.0,117024.0,1702.0,1199.0,1256.0,121230.0
2004-03-09,2698.0,4791.0,430.0,353.0,512.0,3561.0,163.0,349.0,149.0,422.0,985.0,561.0,1546.0,114.0,2035.0,4370.0,11296.0,11776.0,594.0,14549.0,4725.0,5698.0,104.0,55853.0,281.0,62015.0,65718.0,1075.0,360.0,67142.0,544.0,69422.0,71.0,1090.0,70517.0,70519.0,235.0,249.0,300.0,637.0,773.0,316.0,1236.0,123.0,462.0,308.0,613.0,1990.0,2276.0,349.0,342.0,1003.0,305.0,1203.0,437.0,880.0,1080.0,1705.0,1275.0,19.0,1809.0,1504.0,1214.0,1291.0,189.0,3907.0,233.0,140.0,7508.0,49.0,79.0,113.0,130.0,41.0,766.0,317.0,186.0,213.0,696.0,336.0,214.0,227.0,38.0,173.0,35.0,1629.0,1949.0,12523.0,17592.0,3317.0,1774.0,28571.0,3711.0,2932.0,7522.0,36092.0,36092.0,38086.0,38086.0,1224.0,111318.0,222.0,607.0,289.0,581.0,1468.0,2845.0,120167.0,6349.0,118166.0,1767.0,1234.0,1331.0,122216.0
2004-03-10,2760.0,4848.0,429.0,352.0,510.0,3578.0,170.0,356.0,148.0,423.0,990.0,561.0,1552.0,121.0,2046.0,4428.0,11373.0,11903.0,612.0,14934.0,5363.0,5811.0,110.0,56261.0,281.0,62510.0,65606.0,1090.0,359.0,67044.0,547.0,69322.0,70.0,1142.0,70469.0,70471.0,265.0,293.0,331.0,772.0,834.0,349.0,1339.0,136.0,497.0,342.0,650.0,2108.0,2371.0,349.0,342.0,1010.0,310.0,1206.0,436.0,881.0,1081.0,1704.0,1275.0,19.0,1818.0,1508.0,1217.0,1289.0,189.0,3908.0,227.0,142.0,7528.0,49.0,79.0,113.0,136.0,41.0,694.0,331.0,199.0,212.0,686.0,356.0,218.0,233.0,39.0,170.0,34.0,1710.0,2080.0,12734.0,18173.0,3435.0,1855.0,29834.0,3916.0,3254.0,7888.0,37722.0,37722.0,39896.0,39896.0,1326.0,113111.0,239.0,635.0,309.0,563.0,1569.0,2957.0,121953.0,6385.0,119914.0,1813.0,1328.0,1379.0,124157.0
2004-03-11,2791.0,4880.0,428.0,350.0,508.0,3597.0,176.0,363.0,148.0,420.0,993.0,559.0,1552.0,127.0,2058.0,4438.0,11422.0,11962.0,635.0,14880.0,5758.0,5917.0,115.0,56751.0,281.0,63135.0,65495.0,1094.0,359.0,66948.0,559.0,69226.0,69.0,1166.0,70403.0,70406.0,267.0,293.0,342.0,778.0,849.0,360.0,1415.0,147.0,527.0,347.0,686.0,2248.0,2486.0,348.0,341.0,1016.0,313.0,1213.0,436.0,883.0,1082.0,1704.0,1274.0,18.0,1829.0,1513.0,1223.0,1293.0,189.0,3912.0,221.0,142.0,7560.0,48.0,79.0,112.0,146.0,41.0,594.0,342.0,216.0,211.0,675.0,429.0,217.0,239.0,39.0,167.0,34.0,1797.0,2208.0,12967.0,18537.0,3558.0,1958.0,30832.0,4112.0,3430.0,8162.0,38994.0,38994.0,41077.0,41077.0,1378.0,114824.0,253.0,662.0,316.0,585.0,1628.0,3080.0,123891.0,6396.0,121823.0,1819.0,1377.0,1352.0,126216.0
2004-03-12,2768.0,4888.0,426.0,349.0,506.0,3610.0,177.0,366.0,147.0,416.0,995.0,557.0,1553.0,134.0,2067.0,4430.0,11352.0,11891.0,640.0,14776.0,5764.0,5973.0,107.0,56912.0,283.0,63447.0,65384.0,1097.0,358.0,66843.0,558.0,69121.0,69.0,1161.0,70297.0,70302.0,258.0,260.0,326.0,603.0,826.0,352.0,1426.0,149.0,540.0,328.0,704.0,2316.0,2619.0,347.0,340.0,1019.0,314.0,1224.0,435.0,885.0,1084.0,1704.0,1274.0,18.0,1840.0,1519.0,1230.0,1298.0,189.0,3920.0,215.0,141.0,7572.0,48.0,79.0,112.0,154.0,40.0,534.0,346.0,229.0,210.0,664.0,518.0,200.0,222.0,40.0,164.0,34.0,1829.0,2243.0,13133.0,18589.0,3672.0,2006.0,31171.0,4254.0,3403.0,8217.0,39389.0,39389.0,41276.0,41276.0,1367.0,115538.0,240.0,664.0,308.0,603.0,1628.0,3081.0,124867.0,6417.0,122819.0,1818.0,1345.0,1330.0,127297.0
2004-03-13,2751.0,4902.0,425.0,347.0,505.0,3620.0,177.0,366.0,147.0,414.0,995.0,554.0,1549.0,139.0,2072.0,4437.0,11252.0,11804.0,643.0,14704.0,5685.0,6069.0,105.0,56936.0,287.0,63589.0,65273.0,1096.0,358.0,66735.0,571.0,69012.0,68.0,1153.0,70180.0,70185.0,261.0,272.0,335.0,632.0,829.0,348.0,1419.0,150.0,548.0,322.0,713.0,2323.0,2705.0,347.0,339.0,1018.0,314.0,1230.0,434.0,887.0,1085.0,1703.0,1273.0,18.0,1851.0,1525.0,1234.0,1304.0,189.0,3929.0,208.0,138.0,7567.0,48.0,79.0,111.0,156.0,40.0,599.0,339.0,234.0,209.0,656.0,523.0,185.0,209.0,40.0,161.0,34.0,1853.0,2234.0,13191.0,18341.0,3760.0,2027.0,30892.0,4329.0,3339.0,8276.0,39167.0,39167.0,40971.0,40971.0,1347.0,115425.0,232.0,653.0,299.0,598.0,1551.0,2989.0,124815.0,6381.0,122714.0,1831.0,1347.0,1337.0,127246.0
2004-03-14,2795.0,4921.0,423.0,346.0,503.0,3628.0,176.0,365.0,147.0,413.0,994.0,552.0,1546.0,145.0,2075.0,4482.0,11173.0,11745.0,651.0,14635.0,5688.0,6174.0,109.0,56983.0,292.0,63737.0,65162.0,1087.0,357.0,66623.0,569.0,68900.0,67.0,1152.0,70066.0,70071.0,261.0,252.0,329.0,548.0,832.0,354.0,1433.0,154.0,559.0,320.0,726.0,2334.0,2739.0,346.0,338.0,1015.0,311.0,1231.0,434.0,889.0,1087.0,1703.0,1273.0,18.0,1857.0,1527.0,1237.0,1307.0,189.0,3938.0,202.0,135.0,7556.0,48.0,79.0,111.0,159.0,40.0,764.0,335.0,239.0,208.0,645.0,523.0,183.0,188.0,40.0,159.0,34.0,1877.0,2186.0,13188.0,17955.0,3838.0,2066.0,30304.0,4390.0,3347.0,8409.0,38713.0,38713.0,40414.0,40414.0,1365.0,114963.0,236.0,653.0,296.0,580.0,1463.0,2835.0,124260.0,6325.0,122068.0,1828.0,1355.0,1342.0,126641.0
2004-03-15,2862.0,4937.0,422.0,345.0,502.0,3625.0,176.0,364.0,146.0,412.0,991.0,550.0,1541.0,150.0,2077.0,4507.0,11070.0,11663.0,657.0,14591.0,5819.0,6225.0,113.0,57055.0,296.0,63781.0,65052.0,1076.0,357.0,66506.0,594.0,68783.0,67.0,1168.0,69961.0,69965.0,253.0,239.0,326.0,505.0,830.0,362.0,1453.0,154.0,571.0,320.0,740.0,2361.0,2752.0,346.0,337.0,1015.0,308.0,1230.0,433.0,891.0,1088.0,1703.0,1272.0,18.0,1859.0,1525.0,1237.0,1309.0,189.0,3946.0,196.0,135.0,7548.0,48.0,79.0,110.0,162.0,40.0,917.0,336.0,244.0,213.0,640.0,579.0,188.0,207.0,40.0,156.0,33.0,1888.0,2151.0,13155.0,17537.0,3912.0,2133.0,29654.0,4490.0,3353.0,8482.0,38136.0,38136.0,39782.0,39782.0,1411.0,114276.0,249.0,673.0,327.0,571.0,1499.0,2725.0,123453.0,6316.0,121207.0,1874.0,1348.0,1408.0,125840.0
2004-03-16,2966.0,4975.0,421.0,343.0,500.0,3610.0,179.0,365.0,146.0,411.0,989.0,555.0,1544.0,160.0,2082.0,4581.0,10685.0,11324.0,664.0,14382.0,6156.0,6326.0,123.0,57170.0,302.0,62456.0,65001.0,1069.0,356.0,66437.0,637.0,68706.0,66.0,1222.0,69922.0,69922.0,266.0,265.0,326.0,574.0,849.0,385.0,1497.0,161.0,588.0,327.0,762.0,2394.0,2769.0,345.0,335.0,1014.0,309.0,1219.0,433.0,892.0,1089.0,1703.0,1271.0,18.0,1860.0,1521.0,1229.0,1306.0,189.0,3936.0,190.0,140.0,7568.0,48.0,79.0,110.0,165.0,40.0,1059.0,347.0,257.0,227.0,632.0,671.0,194.0,226.0,36.0,154.0,33.0,1952.0,2155.0,13146.0,17180.0,3987.0,2265.0,29226.0,4626.0,3590.0,8745.0,37971.0,37971.0,39617.0,39617.0,1492.0,113861.0,301.0,725.0,373.0,587.0,1681.0,2865.0,122988.0,6337.0,120684.0,1914.0,1334.0,1425.0,125332.0
2004-03-17,3078.0,5024.0,419.0,342.0,499.0,3600.0,189.0,373.0,145.0,412.0,995.0,556.0,1551.0,168.0,2092.0,4581.0,10632.0,11298.0,683.0,14366.0,6769.0,6490.0,132.0,57228.0,311.0,62551.0,65000.0,1060.0,356.0,66427.0,646.0,68693.0,66.0,1266.0,69955.0,69954.0,289.0,281.0,332.0,592.0,864.0,406.0,1575.0,170.0,615.0,331.0,792.0,2484.0,2794.0,344.0,333.0,1016.0,314.0,1212.0,432.0,891.0,1088.0,1703.0,1271.0,18.0,1861.0,1521.0,1224.0,1292.0,189.0,3929.0,183.0,150.0,7638.0,48.0,79.0,110.0,170.0,40.0,1258.0,369.0,278.0,236.0,638.0,771.0,204.0,235.0,31.0,144.0,33.0,2050.0,2231.0,13284.0,16958.0,4088.0,2454.0,28890.0,4817.0,3923.0,8989.0,37879.0,37879.0,39699.0,39699.0,1583.0,113940.0,328.0,791.0,397.0,635.0,1797.0,3133.0,123265.0,6325.0,120910.0,1909.0,1337.0,1394.0,125534.0
2004-03-18,3118.0,5044.0,418.0,341.0,498.0,3590.0,197.0,385.0,145.0,412.0,1005.0,555.0,1560.0,175.0,2106.0,4573.0,10773.0,11468.0,702.0,14563.0,7079.0,6632.0,132.0,57474.0,322.0,62841.0,65000.0,1050.0,371.0,66428.0,649.0,68692.0,65.0,1273.0,69964.0,69964.0,275.0,274.0,331.0,518.0,870.0,412.0,1585.0,170.0,640.0,347.0,825.0,2538.0,2848.0,344.0,331.0,1021.0,319.0,1207.0,431.0,889.0,1086.0,1703.0,1270.0,18.0,1862.0,1521.0,1219.0,1280.0,189.0,3917.0,177.0,152.0,7684.0,48.0,78.0,109.0,178.0,39.0,1518.0,384.0,298.0,244.0,636.0,769.0,205.0,233.0,26.0,133.0,33.0,2110.0,2250.0,13461.0,16815.0,4199.0,2596.0,28639.0,5009.0,4159.0,9116.0,37755.0,37755.0,39422.0,39422.0,1638.0,114020.0,321.0,806.0,402.0,691.0,1834.0,3243.0,123597.0,6320.0,121238.0,1932.0,1339.0,1403.0,125867.0
2004-03-19,3225.0,5069.0,417.0,340.0,496.0,3581.0,204.0,396.0,144.0,414.0,1020.0,555.0,1576.0,184.0,2122.0,4611.0,10897.0,11637.0,710.0,14775.0,7195.0,6792.0,137.0,57803.0,330.0,63280.0,65000.0,1040.0,400.0,66445.0,675.0,68709.0,65.0,1304.0,70003.0,70000.0,314.0,320.0,339.0,511.0,891.0,430.0,1648.0,187.0,669.0,386.0,860.0,2605.0,2898.0,343.0,329.0,1024.0,323.0,1207.0,431.0,887.0,1083.0,1702.0,1270.0,18.0,1863.0,1522.0,1214.0,1269.0,187.0,3900.0,171.0,150.0,7703.0,48.0,77.0,109.0,183.0,39.0,1683.0,390.0,319.0,253.0,633.0,831.0,211.0,243.0,21.0,122.0,33.0,2145.0,2179.0,13515.0,16561.0,4300.0,2682.0,28306.0,5127.0,4212.0,9253.0,37560.0,37560.0,39127.0,39127.0,1695.0,113810.0,324.0,783.0,421.0,695.0,1798.0,3225.0,123424.0,6302.0,121050.0,1954.0,1338.0,1404.0,125758.0
2004-03-20,3314.0,5134.0,415.0,338.0,495.0,3577.0,213.0,407.0,144.0,419.0,1038.0,579.0,1617.0,193.0,2146.0,4621.0,11080.0,11864.0,721.0,15029.0,7353.0,6946.0,140.0,58142.0,341.0,63767.0,65000.0,1030.0,441.0,66473.0,698.0,68735.0,64.0,1350.0,70074.0,70071.0,318.0,302.0,339.0,488.0,904.0,447.0,1654.0,187.0,701.0,361.0,897.0,2656.0,2952.0,343.0,327.0,1029.0,333.0,1209.0,430.0,885.0,1081.0,1703.0,1270.0,18.0,1871.0,1528.0,1213.0,1258.0,185.0,3884.0,165.0,157.0,7734.0,48.0,76.0,108.0,188.0,39.0,1779.0,404.0,342.0,261.0,630.0,897.0,213.0,246.0,16.0,111.0,32.0,2190.0,2071.0,13477.0,16201.0,4422.0,2772.0,27935.0,5249.0,4360.0,9287.0,37222.0,37222.0,38678.0,38678.0,1758.0,113642.0,342.0,809.0,437.0,673.0,1787.0,3179.0,123169.0,6268.0,120754.0,1926.0,1232.0,1354.0,125419.0
2004-03-21,3398.0,5214.0,414.0,337.0,494.0,3577.0,220.0,417.0,143.0,435.0,1064.0,601.0,1665.0,199.0,2189.0,4622.0,11259.0,12064.0,725.0,15300.0,7530.0,7079.0,143.0,58555.0,361.0,64230.0,65000.0,1022.0,486.0,66508.0,705.0,68769.0,64.0,1378.0,70139.0,70136.0,313.0,290.0,341.0,500.0,916.0,463.0,1688.0,184.0,722.0,354.0,920.0,2694.0,2998.0,342.0,325.0,1030.0,346.0,1210.0,430.0,883.0,1078.0,1703.0,1270.0,18.0,1874.0,1533.0,1212.0,1250.0,183.0,3859.0,158.0,157.0,7729.0,48.0,75.0,108.0,190.0,39.0,1871.0,419.0,359.0,269.0,625.0,937.0,212.0,248.0,10.0,100.0,32.0,2193.0,1896.0,13360.0,15810.0,4546.0,2796.0,27430.0,5418.0,4567.0,9356.0,36786.0,36786.0,38233.0,38233.0,1814.0,113330.0,369.0,818.0,456.0,688.0,1762.0,3127.0,122772.0,6208.0,120288.0,1891.0,1193.0,1314.0,124787.0
2004-03-22,3483.0,5275.0,413.0,336.0,493.0,3583.0,227.0,426.0,143.0,473.0,1113.0,612.0,1725.0,213.0,2249.0,4640.0,11389.0,12237.0,731.0,15540.0,7793.0,7296.0,156.0,59046.0,398.0,64943.0,65000.0,1015.0,532.0,66545.0,725.0,68805.0,64.0,1418.0,70211.0,70208.0,333.0,336.0,355.0,690.0,938.0,483.0,1729.0,189.0,741.0,354.0,940.0,2738.0,3040.0,342.0,323.0,1034.0,350.0,1214.0,429.0,881.0,1075.0,1704.0,1270.0,18.0,1877.0,1535.0,1208.0,1241.0,181.0,3834.0,152.0,165.0,7751.0,47.0,74.0,108.0,195.0,39.0,1937.0,436.0,377.0,277.0,619.0,988.0,213.0,249.0,4.0,89.0,32.0,2223.0,1785.0,13227.0,15420.0,4665.0,2898.0,27020.0,5576.0,4742.0,9582.0,36602.0,36602.0,37975.0,37975.0,1938.0,113197.0,415.0,865.0,481.0,692.0,1726.0,3042.0,122507.0,6203.0,119999.0,1917.0,1285.0,1381.0,124463.0
2004-03-23,3506.0,5338.0,412.0,335.0,492.0,3579.0,234.0,436.0,143.0,521.0,1169.0,632.0,1801.0,228.0,2322.0,4652.0,11496.0,12381.0,752.0,15775.0,8256.0,7586.0,165.0,59582.0,442.0,65790.0,65000.0,1010.0,579.0,66584.0,762.0,68845.0,64.0,1475.0,70305.0,70301.0,360.0,371.0,378.0,713.0,975.0,510.0,1777.0,199.0,760.0,359.0,962.0,2791.0,3087.0,341.0,320.0,1042.0,359.0,1220.0,428.0,879.0,1073.0,1705.0,1273.0,18.0,1884.0,1540.0,1206.0,1231.0,178.0,3811.0,150.0,175.0,7835.0,47.0,73.0,107.0,206.0,39.0,2033.0,470.0,426.0,285.0,614.0,1055.0,218.0,245.0,1.0,78.0,32.0,2343.0,1740.0,13206.0,15161.0,4805.0,3070.0,26844.0,5764.0,5130.0,9801.0,36645.0,36645.0,37932.0,37932.0,2030.0,113274.0,430.0,923.0,506.0,737.0,1714.0,2986.0,122464.0,6228.0,119959.0,1945.0,1386.0,1419.0,124603.0
2004-03-24,3543.0,5412.0,410.0,334.0,491.0,3572.0,241.0,445.0,142.0,560.0,1219.0,651.0,1871.0,240.0,2408.0,4653.0,11611.0,12547.0,780.0,16045.0,8767.0,7907.0,168.0,60185.0,483.0,66733.0,65000.0,1008.0,633.0,66631.0,820.0,68895.0,69.0,1532.0,70412.0,70407.0,368.0,352.0,368.0,685.0,983.0,539.0,1824.0,209.0,780.0,363.0,990.0,2864.0,3146.0,340.0,318.0,1052.0,379.0,1230.0,428.0,877.0,1070.0,1723.0,1280.0,18.0,1895.0,1550.0,1210.0,1224.0,175.0,3794.0,150.0,181.0,7890.0,47.0,72.0,107.0,213.0,38.0,2082.0,489.0,463.0,294.0,609.0,1079.0,223.0,234.0,1.0,67.0,32.0,2452.0,1700.0,13339.0,15113.0,4945.0,3217.0,26831.0,5950.0,5459.0,10003.0,36833.0,36833.0,38216.0,38216.0,2067.0,113543.0,442.0,966.0,540.0,787.0,1735.0,2913.0,122644.0,6292.0,120182.0,1987.0,1450.0,1462.0,124961.0
2004-03-25,3580.0,5465.0,409.0,333.0,490.0,3563.0,249.0,454.0,142.0,589.0,1257.0,665.0,1922.0,245.0,2483.0,4620.0,11718.0,12681.0,804.0,16209.0,8994.0,8238.0,167.0,60639.0,518.0,67636.0,65000.0,1007.0,680.0,66679.0,811.0,68946.0,71.0,1541.0,70483.0,70481.0,344.0,323.0,367.0,576.0,970.0,526.0,1809.0,207.0,790.0,358.0,1002.0,2883.0,3204.0,340.0,318.0,1060.0,391.0,1246.0,427.0,875.0,1068.0,1744.0,1287.0,18.0,1912.0,1566.0,1215.0,1221.0,172.0,3775.0,150.0,181.0,7915.0,47.0,72.0,107.0,221.0,38.0,2075.0,493.0,484.0,302.0,602.0,1084.0,224.0,215.0,1.0,57.0,32.0,2500.0,1600.0,13414.0,15123.0,5075.0,3287.0,26909.0,6068.0,5539.0,10008.0,36916.0,36916.0,38341.0,38341.0,2058.0,114006.0,428.0,978.0,548.0,826.0,1691.0,2875.0,123074.0,6280.0,120586.0,1952.0,1451.0,1400.0,125434.0
2004-03-26,3622.0,5484.0,408.0,332.0,489.0,3553.0,253.0,461.0,141.0,609.0,1284.0,679.0,1962.0,253.0,2546.0,4610.0,11796.0,12776.0,812.0,16309.0,9042.0,8579.0,167.0,60473.0,551.0,67949.0,65000.0,1007.0,715.0,66714.0,812.0,68983.0,72.0,1513.0,70495.0,70494.0,329.0,304.0,366.0,536.0,958.0,505.0,1779.0,200.0,787.0,353.0,998.0,2847.0,3228.0,339.0,319.0,1069.0,391.0,1257.0,427.0,872.0,1065.0,1746.0,1293.0,18.0,1931.0,1585.0,1225.0,1221.0,170.0,3752.0,150.0,180.0,7913.0,47.0,71.0,107.0,228.0,40.0,2036.0,503.0,501.0,310.0,594.0,1052.0,212.0,200.0,1.0,46.0,32.0,2525.0,1564.0,13405.0,15102.0,5184.0,3305.0,27003.0,6125.0,5626.0,9944.0,36947.0,36947.0,38447.0,38447.0,2050.0,114119.0,412.0,945.0,539.0,825.0,1606.0,2784.0,123147.0,6211.0,120594.0,1927.0,1440.0,1363.0,125376.0
2004-03-27,3676.0,5504.0,406.0,331.0,488.0,3552.0,257.0,467.0,141.0,624.0,1305.0,701.0,2006.0,262.0,2602.0,4636.0,11873.0,12910.0,820.0,16524.0,9329.0,8921.0,185.0,60681.0,580.0,68398.0,65000.0,1005.0,751.0,66749.0,829.0,69019.0,74.0,1558.0,70561.0,70557.0,365.0,351.0,402.0,727.0,1001.0,527.0,1784.0,207.0,792.0,354.0,1006.0,2819.0,3209.0,339.0,321.0,1078.0,396.0,1267.0,426.0,870.0,1062.0,1750.0,1299.0,18.0,1947.0,1601.0,1236.0,1225.0,167.0,3738.0,150.0,175.0,7899.0,47.0,70.0,106.0,234.0,43.0,1981.0,516.0,496.0,318.0,587.0,1054.0,204.0,193.0,1.0,35.0,32.0,2525.0,1617.0,13470.0,15186.0,5285.0,3441.0,27282.0,6190.0,5812.0,9944.0,37226.0,37226.0,38821.0,38821.0,2085.0,114407.0,430.0,975.0,569.0,791.0,1602.0,2696.0,123238.0,6157.0,120612.0,1915.0,1463.0,1372.0,125341.0
2004-03-28,3736.0,5557.0,405.0,330.0,487.0,3542.0,263.0,474.0,141.0,645.0,1333.0,723.0,2055.0,271.0,2664.0,4635.0,11976.0,13046.0,842.0,16696.0,9750.0,9192.0,205.0,61040.0,608.0,69001.0,65000.0,1002.0,791.0,66787.0,839.0,69060.0,77.0,1617.0,70664.0,70660.0,361.0,338.0,387.0,646.0,1003.0,536.0,1818.0,211.0,799.0,358.0,1015.0,2852.0,3201.0,338.0,323.0,1085.0,402.0,1277.0,425.0,868.0,1060.0,1758.0,1305.0,18.0,1959.0,1614.0,1245.0,1228.0,165.0,3727.0,150.0,166.0,7851.0,47.0,69.0,106.0,237.0,46.0,1937.0,540.0,502.0,326.0,578.0,1059.0,203.0,193.0,1.0,25.0,32.0,2545.0,1699.0,13517.0,15221.0,5390.0,3606.0,27632.0,6300.0,5952.0,10046.0,37678.0,37678.0,39221.0,39221.0,2115.0,114969.0,418.0,979.0,555.0,815.0,1620.0,2611.0,123643.0,6149.0,120986.0,1898.0,1482.0,1340.0,125706.0
2004-03-29,3765.0,5602.0,404.0,329.0,486.0,3535.0,265.0,481.0,140.0,660.0,1352.0,719.0,2071.0,270.0,2720.0,4613.0,12067.0,13166.0,867.0,16822.0,9895.0,9409.0,203.0,61422.0,638.0,69613.0,65000.0,999.0,828.0,66822.0,855.0,69097.0,78.0,1635.0,70727.0,70725.0,354.0,322.0,381.0,557.0,994.0,544.0,1813.0,220.0,803.0,355.0,1007.0,2857.0,3237.0,338.0,323.0,1088.0,397.0,1278.0,425.0,866.0,1057.0,1763.0,1310.0,18.0,1971.0,1626.0,1248.0,1228.0,162.0,3716.0,150.0,154.0,7805.0,47.0,68.0,107.0,238.0,50.0,1818.0,555.0,502.0,335.0,567.0,995.0,187.0,179.0,1.0,15.0,32.0,2500.0,1691.0,13525.0,15215.0,5470.0,3551.0,27702.0,6441.0,5929.0,9982.0,37684.0,37684.0,39048.0,39048.0,2048.0,115120.0,403.0,926.0,538.0,804.0,1548.0,2451.0,123756.0,6141.0,121105.0,1867.0,1467.0,1325.0,125815.0
2004-03-30,3857.0,5645.0,403.0,330.0,486.0,3538.0,266.0,492.0,140.0,676.0,1379.0,723.0,2102.0,281.0,2754.0,4694.0,12137.0,13313.0,903.0,17106.0,10110.0,9708.0,230.0,61798.0,668.0,70382.0,65000.0,996.0,862.0,66854.0,862.0,69131.0,80.0,1644.0,70768.0,70766.0,361.0,332.0,393.0,563.0,1015.0,561.0,1827.0,224.0,809.0,355.0,1004.0,2852.0,3279.0,337.0,323.0,1090.0,392.0,1265.0,424.0,864.0,1054.0,1759.0,1314.0,18.0,1972.0,1630.0,1245.0,1223.0,159.0,3686.0,150.0,148.0,7809.0,47.0,67.0,113.0,245.0,54.0,1653.0,560.0,504.0,343.0,551.0,939.0,191.0,168.0,1.0,16.0,32.0,2488.0,1669.0,13360.0,14988.0,5525.0,3474.0,27482.0,6511.0,6029.0,10051.0,37533.0,37533.0,38902.0,38902.0,2082.0,115037.0,434.0,953.0,554.0,748.0,1470.0,2272.0,123396.0,6164.0,120763.0,1896.0,1556.0,1351.0,125485.0
