, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, YAKIMA RIVER AT KIONA, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-01-27,2326.0,5108.0,373.0,3602.0,168.0,367.0,137.0,378.0,926.0,533.0,1493.0,1942.0,4213.0,1942.0,6984.0,9229.0,1785.0,93901.0,222.0,99390.0,90000.0,90000.0,763.0,293.0,91055.0,681.0,91748.0,525.0,92992.0,93002.0,98.0,86.0,206.0,135.0,484.0,48.0,747.0,62.0,218.0,136.0,250.0,747.0,250.0,1287.0,2134.0,329.0,414.0,1074.0,348.0,1383.0,372.0,1151.0,1906.0,1445.0,1.0,0.0,1383.0,1445.0,2144.0,1696.0,1664.0,1407.0,3993.0,568.0,69.0,7124.0,256.0,143.0,100.0,55.0,26.0,78.0,437.0,61.0,866.0,7124.0,10.0,143.0,866.0,311.0,10122.0,10769.0,3250.0,754.0,15570.0,1232.0,1619.0,3468.0,15570.0,3468.0,19038.0,19038.0,19510.0,19510.0,2134.0,521.0,115387.0,160.0,12.0,276.0,595.0,121160.0,5269.0,119319.0,881.0,802.0,976.0,122175.0
2003-01-28,2317.0,5102.0,371.0,3596.0,167.0,366.0,136.0,377.0,923.0,532.0,1482.0,1928.0,4203.0,1928.0,6961.0,9252.0,1711.0,93885.0,220.0,99227.0,90000.0,90000.0,763.0,292.0,91055.0,675.0,91747.0,514.0,92775.0,92784.0,93.0,83.0,204.0,132.0,481.0,46.0,739.0,61.0,217.0,135.0,246.0,739.0,246.0,1272.0,2097.0,329.0,413.0,1071.0,347.0,1380.0,371.0,1147.0,1900.0,1444.0,2.0,0.0,1380.0,1444.0,2140.0,1701.0,1656.0,1400.0,3986.0,566.0,69.0,7113.0,256.0,136.0,100.0,55.0,25.0,79.0,432.0,60.0,865.0,7113.0,10.0,136.0,865.0,309.0,10107.0,10747.0,3238.0,746.0,15537.0,1222.0,1596.0,3440.0,15537.0,3440.0,18977.0,18977.0,19428.0,19428.0,2097.0,454.0,114956.0,157.0,12.0,269.0,587.0,120743.0,5239.0,118869.0,870.0,818.0,989.0,121568.0
2003-01-29,2309.0,5096.0,369.0,3591.0,167.0,366.0,136.0,376.0,921.0,530.0,1471.0,1914.0,4193.0,1914.0,6938.0,9277.0,1642.0,93871.0,218.0,99118.0,90000.0,90000.0,764.0,291.0,91054.0,670.0,91746.0,507.0,92562.0,92571.0,88.0,80.0,203.0,128.0,479.0,44.0,733.0,60.0,216.0,134.0,245.0,733.0,245.0,1254.0,2070.0,328.0,412.0,1068.0,345.0,1376.0,371.0,1143.0,1893.0,1443.0,2.0,0.0,1376.0,1443.0,2135.0,1706.0,1648.0,1394.0,3978.0,564.0,69.0,7096.0,256.0,128.0,99.0,55.0,25.0,79.0,427.0,59.0,865.0,7096.0,10.0,128.0,865.0,307.0,10090.0,10725.0,3225.0,739.0,15505.0,1200.0,1575.0,3412.0,15505.0,3412.0,18918.0,18918.0,19364.0,19364.0,2070.0,397.0,114588.0,152.0,12.0,264.0,582.0,120375.0,5219.0,118472.0,862.0,793.0,966.0,121173.0
2003-01-30,2301.0,5089.0,368.0,3586.0,167.0,365.0,136.0,374.0,918.0,528.0,1460.0,1901.0,4184.0,1901.0,6917.0,9303.0,1608.0,93858.0,216.0,98849.0,90000.0,90000.0,764.0,290.0,91054.0,665.0,91746.0,501.0,92350.0,92359.0,84.0,78.0,201.0,125.0,476.0,43.0,727.0,59.0,215.0,133.0,243.0,727.0,243.0,1240.0,2044.0,327.0,410.0,1064.0,344.0,1373.0,370.0,1139.0,1887.0,1442.0,2.0,0.0,1373.0,1442.0,2131.0,1711.0,1641.0,1387.0,3971.0,562.0,68.0,7103.0,255.0,120.0,94.0,55.0,25.0,80.0,423.0,58.0,865.0,7103.0,10.0,120.0,865.0,305.0,10072.0,10703.0,3213.0,734.0,15477.0,1158.0,1556.0,3387.0,15477.0,3387.0,18864.0,18864.0,19312.0,19312.0,2044.0,353.0,114240.0,147.0,12.0,260.0,578.0,120039.0,5208.0,118117.0,857.0,736.0,975.0,120738.0
2003-01-31,2293.0,5083.0,366.0,3581.0,166.0,364.0,135.0,373.0,916.0,526.0,1449.0,1887.0,4175.0,1887.0,6902.0,9313.0,1579.0,90131.0,214.0,95413.0,90000.0,90000.0,765.0,289.0,91054.0,659.0,91746.0,495.0,92241.0,92243.0,83.0,79.0,200.0,122.0,474.0,41.0,722.0,58.0,215.0,132.0,242.0,722.0,242.0,1228.0,2031.0,327.0,409.0,1061.0,343.0,1369.0,370.0,1135.0,1881.0,1441.0,2.0,0.0,1369.0,1441.0,2127.0,1715.0,1633.0,1381.0,3964.0,560.0,68.0,7126.0,255.0,113.0,92.0,55.0,25.0,80.0,419.0,57.0,865.0,7126.0,10.0,113.0,865.0,303.0,10059.0,10684.0,3201.0,729.0,15452.0,1128.0,1538.0,3364.0,15452.0,3364.0,18816.0,18816.0,19272.0,19272.0,2031.0,335.0,113967.0,142.0,12.0,255.0,574.0,119763.0,5190.0,117815.0,849.0,804.0,1005.0,120438.0
2003-02-01,2285.0,5077.0,365.0,3576.0,166.0,363.0,135.0,372.0,913.0,525.0,1439.0,1875.0,4167.0,1875.0,7515.0,9688.0,1576.0,62950.0,212.0,77712.0,90000.0,90000.0,766.0,289.0,91054.0,655.0,91745.0,489.0,92235.0,92236.0,83.0,81.0,199.0,119.0,472.0,40.0,718.0,58.0,214.0,131.0,241.0,718.0,241.0,1220.0,2030.0,326.0,408.0,1058.0,342.0,1362.0,369.0,1131.0,1875.0,1441.0,2.0,0.0,1362.0,1441.0,2121.0,1720.0,1624.0,1375.0,3958.0,558.0,68.0,7146.0,255.0,105.0,95.0,55.0,25.0,80.0,415.0,56.0,866.0,7146.0,10.0,105.0,866.0,301.0,10067.0,10684.0,3189.0,721.0,15428.0,1132.0,1524.0,3344.0,15428.0,3344.0,18773.0,18773.0,19269.0,19269.0,2030.0,367.0,113906.0,144.0,12.0,250.0,571.0,119688.0,5231.0,117767.0,855.0,866.0,1080.0,120489.0
2003-02-02,2278.0,5071.0,363.0,3571.0,166.0,363.0,134.0,371.0,910.0,523.0,1434.0,1864.0,4158.0,1864.0,9925.0,11940.0,1540.0,36954.0,211.0,43715.0,90000.0,90000.0,767.0,288.0,91053.0,650.0,91745.0,483.0,92229.0,92229.0,78.0,74.0,198.0,116.0,470.0,39.0,714.0,57.0,214.0,130.0,240.0,714.0,240.0,1215.0,2018.0,326.0,407.0,1055.0,341.0,1356.0,369.0,1128.0,1869.0,1440.0,2.0,0.0,1356.0,1440.0,2114.0,1722.0,1615.0,1368.0,3950.0,556.0,68.0,7181.0,254.0,97.0,95.0,55.0,25.0,81.0,412.0,55.0,866.0,7181.0,10.0,97.0,866.0,299.0,10083.0,10697.0,3176.0,714.0,15401.0,1118.0,1509.0,3327.0,15401.0,3327.0,18728.0,18728.0,19241.0,19241.0,2018.0,390.0,113915.0,141.0,12.0,250.0,573.0,119713.0,5213.0,117766.0,841.0,842.0,1003.0,120543.0
2003-02-03,2271.0,5065.0,362.0,3567.0,166.0,362.0,134.0,369.0,908.0,522.0,1430.0,1855.0,4150.0,1855.0,10826.0,13184.0,1509.0,38030.0,209.0,40774.0,90000.0,90000.0,767.0,287.0,91054.0,645.0,91745.0,478.0,92224.0,92224.0,75.0,69.0,197.0,114.0,468.0,37.0,709.0,56.0,213.0,129.0,239.0,709.0,239.0,1206.0,1970.0,325.0,406.0,1052.0,340.0,1349.0,368.0,1124.0,1862.0,1439.0,2.0,0.0,1349.0,1439.0,2105.0,1723.0,1604.0,1359.0,3941.0,554.0,68.0,7199.0,254.0,90.0,89.0,55.0,25.0,81.0,408.0,55.0,865.0,7199.0,10.0,90.0,865.0,298.0,10106.0,10715.0,3164.0,708.0,15376.0,1113.0,1498.0,3310.0,15376.0,3310.0,18686.0,18686.0,19194.0,19194.0,1970.0,404.0,113844.0,136.0,12.0,249.0,577.0,119679.0,5142.0,117659.0,834.0,853.0,968.0,120340.0
2003-02-04,2264.0,5060.0,363.0,3562.0,165.0,361.0,134.0,368.0,905.0,520.0,1425.0,1848.0,4142.0,1848.0,10861.0,13266.0,1528.0,37668.0,208.0,41308.0,90000.0,90000.0,768.0,287.0,91054.0,641.0,91745.0,472.0,92219.0,92219.0,75.0,66.0,196.0,111.0,466.0,36.0,705.0,56.0,212.0,129.0,238.0,705.0,238.0,1194.0,1931.0,324.0,405.0,1049.0,338.0,1342.0,368.0,1120.0,1856.0,1438.0,2.0,0.0,1342.0,1438.0,2097.0,1724.0,1593.0,1350.0,3931.0,552.0,68.0,7217.0,254.0,82.0,87.0,55.0,25.0,82.0,405.0,54.0,862.0,7217.0,10.0,82.0,862.0,296.0,10131.0,10739.0,3152.0,707.0,15356.0,1165.0,1497.0,3314.0,15356.0,3314.0,18670.0,18670.0,19223.0,19223.0,1931.0,423.0,113789.0,139.0,12.0,244.0,583.0,119636.0,5099.0,117565.0,830.0,805.0,948.0,120204.0
2003-02-05,2257.0,5054.0,364.0,3557.0,165.0,360.0,133.0,367.0,903.0,519.0,1421.0,1842.0,4134.0,1842.0,10852.0,13257.0,1569.0,37404.0,206.0,40775.0,90000.0,90000.0,769.0,286.0,91054.0,637.0,91746.0,467.0,92214.0,92214.0,74.0,67.0,195.0,109.0,465.0,35.0,702.0,55.0,212.0,128.0,236.0,702.0,236.0,1182.0,1929.0,324.0,404.0,1046.0,337.0,1335.0,367.0,1116.0,1850.0,1437.0,2.0,0.0,1335.0,1437.0,2089.0,1725.0,1581.0,1340.0,3920.0,550.0,67.0,7260.0,253.0,74.0,86.0,55.0,25.0,82.0,402.0,53.0,859.0,7260.0,10.0,74.0,859.0,295.0,10142.0,10749.0,3139.0,707.0,15341.0,1179.0,1496.0,3325.0,15341.0,3325.0,18666.0,18666.0,19296.0,19296.0,1929.0,444.0,113848.0,143.0,12.0,244.0,582.0,119710.0,5092.0,117622.0,825.0,752.0,934.0,120168.0
2003-02-06,2250.0,5051.0,363.0,3553.0,165.0,359.0,133.0,366.0,900.0,517.0,1417.0,1836.0,4127.0,1836.0,10842.0,13248.0,1569.0,37401.0,205.0,40824.0,90000.0,90000.0,770.0,285.0,91054.0,633.0,91746.0,463.0,92209.0,92209.0,74.0,69.0,194.0,107.0,463.0,34.0,698.0,55.0,211.0,127.0,235.0,698.0,235.0,1174.0,1945.0,323.0,402.0,1043.0,336.0,1328.0,367.0,1112.0,1844.0,1437.0,2.0,0.0,1328.0,1437.0,2081.0,1726.0,1570.0,1330.0,3910.0,548.0,67.0,7278.0,253.0,66.0,85.0,54.0,25.0,83.0,399.0,53.0,857.0,7278.0,10.0,66.0,857.0,294.0,10162.0,10765.0,3127.0,699.0,15320.0,1170.0,1498.0,3328.0,15320.0,3328.0,18648.0,18648.0,19329.0,19329.0,1945.0,396.0,113858.0,148.0,12.0,248.0,595.0,119759.0,5102.0,117677.0,872.0,842.0,956.0,120196.0
2003-02-07,2244.0,5047.0,361.0,3548.0,164.0,359.0,133.0,364.0,898.0,516.0,1414.0,1831.0,4120.0,1831.0,10833.0,13242.0,1604.0,37381.0,203.0,40825.0,90000.0,90000.0,772.0,285.0,91055.0,629.0,91746.0,482.0,92223.0,92222.0,85.0,86.0,197.0,105.0,465.0,36.0,696.0,54.0,211.0,127.0,234.0,696.0,234.0,1173.0,1994.0,323.0,401.0,1040.0,335.0,1321.0,366.0,1109.0,1838.0,1436.0,2.0,0.0,1321.0,1436.0,2073.0,1728.0,1558.0,1320.0,3899.0,546.0,67.0,7276.0,253.0,57.0,92.0,54.0,25.0,83.0,397.0,52.0,854.0,7276.0,10.0,57.0,854.0,293.0,10192.0,10812.0,3114.0,698.0,15308.0,1294.0,1505.0,3345.0,15308.0,3345.0,18653.0,18653.0,19392.0,19392.0,1994.0,405.0,113935.0,165.0,12.0,253.0,618.0,119856.0,5178.0,117840.0,1147.0,1145.0,1107.0,120683.0
2003-02-08,2237.0,5044.0,359.0,3544.0,164.0,358.0,132.0,363.0,895.0,515.0,1410.0,1826.0,4113.0,1826.0,10824.0,13240.0,1673.0,37364.0,202.0,40895.0,90000.0,90000.0,773.0,284.0,91056.0,625.0,91747.0,509.0,92252.0,92251.0,90.0,93.0,202.0,103.0,472.0,44.0,701.0,54.0,210.0,126.0,233.0,701.0,233.0,1181.0,2039.0,322.0,400.0,1037.0,334.0,1315.0,366.0,1105.0,1832.0,1435.0,2.0,0.0,1315.0,1435.0,2065.0,1729.0,1547.0,1310.0,3888.0,544.0,67.0,7317.0,252.0,49.0,112.0,54.0,25.0,84.0,394.0,51.0,852.0,7317.0,10.0,49.0,852.0,292.0,10194.0,10874.0,3102.0,704.0,15332.0,1337.0,1518.0,3373.0,15332.0,3373.0,18705.0,18705.0,19525.0,19525.0,2039.0,457.0,114158.0,176.0,12.0,266.0,680.0,120127.0,5255.0,118174.0,1017.0,1290.0,1138.0,121566.0
2003-02-09,2231.0,5040.0,358.0,3539.0,164.0,357.0,132.0,362.0,892.0,513.0,1406.0,1821.0,4106.0,1821.0,10816.0,13241.0,1775.0,37353.0,201.0,41008.0,90000.0,90000.0,774.0,284.0,91056.0,621.0,91747.0,519.0,92265.0,92264.0,97.0,100.0,206.0,119.0,479.0,48.0,714.0,54.0,210.0,129.0,231.0,714.0,231.0,1199.0,2077.0,322.0,399.0,1034.0,333.0,1308.0,365.0,1101.0,1826.0,1434.0,2.0,0.0,1308.0,1434.0,2057.0,1730.0,1535.0,1300.0,3877.0,542.0,67.0,7381.0,252.0,41.0,124.0,54.0,25.0,84.0,392.0,51.0,849.0,7381.0,10.0,41.0,849.0,292.0,10201.0,10964.0,3090.0,715.0,15408.0,1466.0,1538.0,3413.0,15408.0,3413.0,18822.0,18822.0,19729.0,19729.0,2077.0,539.0,114468.0,185.0,12.0,279.0,731.0,120539.0,5322.0,118645.0,1070.0,1298.0,1128.0,122073.0
2003-02-10,2225.0,5037.0,356.0,3535.0,163.0,356.0,131.0,361.0,890.0,512.0,1402.0,1816.0,4099.0,1816.0,10812.0,13248.0,1894.0,37359.0,200.0,41167.0,90000.0,90000.0,776.0,283.0,91057.0,618.0,91748.0,540.0,92283.0,92282.0,114.0,116.0,212.0,168.0,488.0,67.0,735.0,53.0,210.0,150.0,230.0,735.0,230.0,1226.0,2156.0,321.0,398.0,1031.0,332.0,1301.0,365.0,1098.0,1820.0,1433.0,2.0,0.0,1301.0,1433.0,2049.0,1732.0,1524.0,1291.0,3867.0,540.0,67.0,7442.0,252.0,32.0,128.0,54.0,25.0,85.0,390.0,50.0,847.0,7442.0,10.0,32.0,847.0,292.0,10246.0,11099.0,3077.0,740.0,15521.0,1539.0,1571.0,3457.0,15521.0,3457.0,18978.0,18978.0,19981.0,19981.0,2156.0,553.0,114787.0,197.0,12.0,288.0,751.0,120913.0,5378.0,119071.0,1687.0,1280.0,1193.0,122618.0
2003-02-11,2219.0,5033.0,354.0,3531.0,163.0,356.0,131.0,359.0,887.0,511.0,1398.0,1814.0,4093.0,1814.0,10809.0,13264.0,1999.0,37374.0,198.0,41313.0,90000.0,90000.0,777.0,282.0,91058.0,614.0,91749.0,561.0,92307.0,92306.0,117.0,118.0,219.0,168.0,496.0,67.0,757.0,53.0,209.0,154.0,229.0,757.0,229.0,1265.0,2213.0,320.0,397.0,1029.0,330.0,1295.0,364.0,1094.0,1814.0,1432.0,2.0,0.0,1295.0,1432.0,2041.0,1733.0,1513.0,1281.0,3856.0,538.0,67.0,7466.0,251.0,24.0,136.0,54.0,25.0,85.0,388.0,50.0,845.0,7466.0,10.0,24.0,845.0,292.0,10305.0,11269.0,3065.0,767.0,15660.0,1679.0,1618.0,3525.0,15660.0,3525.0,19185.0,19185.0,20233.0,20233.0,2213.0,580.0,115159.0,207.0,12.0,300.0,783.0,121345.0,5408.0,119524.0,1535.0,1101.0,1235.0,123465.0
2003-02-12,2213.0,5029.0,353.0,3527.0,163.0,355.0,131.0,358.0,885.0,509.0,1394.0,1810.0,4086.0,1810.0,10809.0,13272.0,2112.0,37391.0,197.0,41479.0,90000.0,90000.0,779.0,282.0,91059.0,611.0,91749.0,574.0,92321.0,92320.0,123.0,125.0,225.0,196.0,506.0,70.0,774.0,52.0,209.0,161.0,228.0,774.0,228.0,1300.0,2267.0,320.0,396.0,1026.0,329.0,1288.0,363.0,1090.0,1808.0,1432.0,2.0,0.0,1288.0,1432.0,2034.0,1735.0,1501.0,1271.0,3846.0,536.0,66.0,7488.0,251.0,17.0,139.0,54.0,24.0,86.0,386.0,49.0,843.0,7488.0,10.0,17.0,843.0,294.0,10348.0,11429.0,3055.0,782.0,15810.0,1762.0,1674.0,3615.0,15810.0,3615.0,19425.0,19425.0,20540.0,20540.0,2267.0,612.0,115539.0,213.0,12.0,310.0,793.0,121775.0,5418.0,119959.0,1458.0,1005.0,1259.0,123742.0
2003-02-13,2207.0,5025.0,351.0,3523.0,162.0,354.0,130.0,357.0,882.0,508.0,1391.0,1806.0,4080.0,1806.0,10807.0,13285.0,2282.0,37400.0,196.0,41682.0,90000.0,90000.0,781.0,281.0,91060.0,608.0,91750.0,594.0,92340.0,92340.0,129.0,132.0,231.0,202.0,515.0,73.0,790.0,52.0,208.0,174.0,226.0,790.0,226.0,1333.0,2311.0,319.0,395.0,1023.0,328.0,1282.0,363.0,1087.0,1803.0,1431.0,3.0,0.0,1282.0,1431.0,2026.0,1736.0,1490.0,1261.0,3835.0,535.0,67.0,7548.0,251.0,15.0,147.0,54.0,24.0,86.0,384.0,49.0,846.0,7548.0,10.0,15.0,846.0,422.0,10420.0,11571.0,3054.0,801.0,15954.0,1815.0,1728.0,3700.0,15954.0,3700.0,19654.0,19654.0,20937.0,20937.0,2311.0,717.0,116061.0,237.0,12.0,318.0,841.0,122320.0,5477.0,120549.0,1508.0,1105.0,1275.0,124272.0
2003-02-14,2201.0,5021.0,350.0,3519.0,162.0,353.0,130.0,356.0,880.0,507.0,1387.0,1800.0,4074.0,1800.0,10809.0,13330.0,2431.0,37417.0,195.0,41869.0,90000.0,90000.0,782.0,281.0,91061.0,605.0,91751.0,597.0,92349.0,92349.0,128.0,127.0,236.0,177.0,520.0,70.0,800.0,52.0,208.0,178.0,225.0,800.0,225.0,1361.0,2321.0,319.0,394.0,1020.0,327.0,1275.0,362.0,1083.0,1797.0,1430.0,3.0,0.0,1275.0,1430.0,2018.0,1738.0,1479.0,1252.0,3824.0,533.0,69.0,7593.0,251.0,14.0,153.0,54.0,24.0,87.0,382.0,48.0,853.0,7593.0,10.0,14.0,853.0,713.0,10727.0,11917.0,3056.0,822.0,16098.0,1828.0,1775.0,3760.0,16098.0,3760.0,19859.0,19859.0,21243.0,21243.0,2321.0,766.0,116533.0,262.0,12.0,336.0,882.0,122922.0,5484.0,121159.0,1544.0,1107.0,1264.0,125032.0
2003-02-15,2196.0,5018.0,348.0,3515.0,162.0,353.0,129.0,355.0,877.0,506.0,1383.0,1794.0,4068.0,1794.0,10804.0,13351.0,2511.0,37451.0,194.0,41999.0,90000.0,90000.0,784.0,280.0,91062.0,602.0,91752.0,590.0,92342.0,92343.0,128.0,123.0,237.0,167.0,523.0,64.0,802.0,52.0,208.0,184.0,224.0,802.0,224.0,1380.0,2323.0,318.0,392.0,1017.0,326.0,1269.0,362.0,1079.0,1791.0,1429.0,3.0,0.0,1269.0,1429.0,2010.0,1739.0,1468.0,1242.0,3814.0,530.0,74.0,7614.0,250.0,13.0,150.0,54.0,24.0,87.0,380.0,48.0,853.0,7614.0,10.0,13.0,853.0,866.0,11026.0,12368.0,3045.0,840.0,17268.0,1861.0,1820.0,3811.0,17268.0,3811.0,21079.0,21079.0,22408.0,22408.0,2323.0,680.0,116931.0,276.0,12.0,368.0,883.0,123315.0,5488.0,121546.0,1612.0,1083.0,1275.0,125383.0
2003-02-16,2190.0,5014.0,347.0,3511.0,161.0,352.0,129.0,353.0,875.0,505.0,1380.0,1789.0,4062.0,1789.0,10796.0,13355.0,2516.0,37467.0,193.0,42070.0,90000.0,90000.0,786.0,280.0,91063.0,599.0,91754.0,596.0,92348.0,92347.0,132.0,129.0,239.0,170.0,526.0,65.0,801.0,51.0,207.0,189.0,223.0,801.0,223.0,1389.0,2348.0,318.0,391.0,1015.0,325.0,1262.0,361.0,1076.0,1785.0,1428.0,3.0,0.0,1262.0,1428.0,2003.0,1741.0,1456.0,1232.0,3803.0,513.0,79.0,7638.0,254.0,12.0,155.0,53.0,24.0,88.0,378.0,47.0,852.0,7638.0,10.0,12.0,852.0,1059.0,11225.0,12678.0,3025.0,863.0,18389.0,1877.0,1853.0,3868.0,18389.0,3868.0,22258.0,22258.0,23635.0,23635.0,2348.0,681.0,118549.0,307.0,12.0,396.0,910.0,124890.0,5508.0,123088.0,2225.0,1152.0,1383.0,127043.0
2003-02-17,2183.0,5010.0,346.0,3507.0,161.0,351.0,129.0,352.0,872.0,503.0,1376.0,1786.0,4056.0,1786.0,10796.0,13369.0,2620.0,37467.0,192.0,42181.0,90000.0,90000.0,789.0,279.0,91065.0,596.0,91756.0,611.0,92364.0,92363.0,133.0,133.0,241.0,156.0,530.0,72.0,810.0,51.0,207.0,194.0,222.0,810.0,222.0,1402.0,2373.0,317.0,390.0,1012.0,324.0,1256.0,361.0,1072.0,1780.0,1428.0,3.0,0.0,1256.0,1428.0,1996.0,1741.0,1445.0,1222.0,3794.0,494.0,85.0,7660.0,356.0,12.0,164.0,53.0,24.0,88.0,376.0,47.0,861.0,7660.0,10.0,12.0,861.0,1250.0,11470.0,13042.0,3020.0,906.0,18887.0,2180.0,1899.0,3972.0,18887.0,3972.0,22859.0,22859.0,24392.0,24392.0,2373.0,716.0,119413.0,338.0,12.0,439.0,966.0,125950.0,5529.0,124160.0,2158.0,1279.0,1467.0,128818.0
2003-02-18,2175.0,5005.0,345.0,3503.0,161.0,350.0,128.0,351.0,870.0,502.0,1372.0,1781.0,4051.0,1781.0,10792.0,13378.0,2792.0,37473.0,191.0,42367.0,90000.0,90000.0,792.0,279.0,91067.0,593.0,91758.0,627.0,92382.0,92381.0,139.0,145.0,244.0,180.0,536.0,80.0,825.0,51.0,206.0,201.0,221.0,825.0,221.0,1427.0,2384.0,317.0,389.0,1009.0,323.0,1251.0,360.0,1068.0,1774.0,1427.0,3.0,0.0,1251.0,1427.0,1990.0,1743.0,1434.0,1211.0,3783.0,475.0,92.0,7687.0,610.0,11.0,175.0,53.0,24.0,88.0,375.0,46.0,877.0,7687.0,10.0,11.0,877.0,1320.0,11621.0,13370.0,3024.0,931.0,19459.0,2366.0,1980.0,4062.0,19459.0,4062.0,23522.0,23522.0,25113.0,25113.0,2384.0,740.0,120243.0,366.0,12.0,483.0,1065.0,126920.0,5583.0,125130.0,2752.0,1398.0,1522.0,130163.0
2003-02-19,2166.0,5000.0,345.0,3498.0,160.0,350.0,128.0,350.0,867.0,501.0,1369.0,1775.0,4045.0,1775.0,10789.0,13389.0,2959.0,37473.0,190.0,42554.0,90000.0,90000.0,794.0,278.0,91069.0,591.0,91760.0,652.0,92407.0,92406.0,141.0,150.0,248.0,205.0,542.0,84.0,834.0,50.0,206.0,210.0,219.0,834.0,219.0,1450.0,2434.0,316.0,388.0,1009.0,322.0,1246.0,360.0,1064.0,1768.0,1426.0,3.0,0.0,1246.0,1426.0,1985.0,1745.0,1434.0,1206.0,3775.0,457.0,97.0,7704.0,795.0,10.0,181.0,53.0,24.0,87.0,372.0,46.0,880.0,7704.0,10.0,10.0,880.0,1285.0,11636.0,13565.0,3021.0,966.0,19947.0,2257.0,2065.0,4138.0,19947.0,4138.0,24086.0,24086.0,25720.0,25720.0,2434.0,764.0,120973.0,419.0,12.0,526.0,1159.0,127824.0,5621.0,126025.0,2732.0,1426.0,1544.0,131569.0
