, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-11-13,3599.0,4679.0,738.0,572.0,613.0,3838.0,231.0,400.0,200.0,528.0,1390.0,954.0,2351.0,85.0,2982.0,4234.0,10374.0,11400.0,898.0,12328.0,871.0,2554.0,2962.0,64.0,85078.0,356.0,88045.0,92172.0,1515.0,399.0,95524.0,1547.0,99270.0,140.0,2167.0,102374.0,101768.0,401.0,578.0,310.0,1015.0,316.0,905.0,178.0,345.0,410.0,554.0,1528.0,1644.0,357.0,447.0,1196.0,426.0,1569.0,466.0,1447.0,1666.0,2825.0,1301.0,37.0,2548.0,2572.0,2144.0,1984.0,175.0,4728.0,1100.0,97.0,7681.0,100.0,178.0,165.0,102.0,45.0,288.0,230.0,372.0,255.0,686.0,53.0,53.0,2.0,24.0,308.0,49.0,911.0,143.0,9686.0,10468.0,4327.0,758.0,14336.0,1114.0,1415.0,4326.0,18662.0,18662.0,18725.0,18725.0,96.0,116812.0,60.0,90.0,20.0,258.0,127.0,301.0,116919.0,4564.0,118854.0,722.0,480.0,576.0,122682.0
2015-11-14,3668.0,4828.0,738.0,673.0,715.0,3806.0,231.0,400.0,201.0,515.0,1366.0,922.0,2288.0,118.0,2918.0,4242.0,10382.0,11412.0,971.0,16182.0,1932.0,2558.0,3022.0,118.0,87878.0,351.0,90632.0,84999.0,1508.0,452.0,86964.0,5487.0,89823.0,490.0,5522.0,94989.0,94959.0,1026.0,1181.0,654.0,3098.0,960.0,1216.0,403.0,540.0,1330.0,1134.0,1831.0,1713.0,356.0,435.0,1115.0,418.0,1524.0,454.0,1441.0,1661.0,2817.0,1300.0,38.0,2610.0,2653.0,2244.0,2085.0,189.0,4764.0,1100.0,97.0,7806.0,98.0,175.0,164.0,102.0,45.0,286.0,237.0,373.0,255.0,690.0,56.0,53.0,2.0,28.0,325.0,49.0,892.0,128.0,10699.0,11384.0,4200.0,799.0,14054.0,1163.0,1492.0,4202.0,18256.0,18256.0,18325.0,18325.0,136.0,118310.0,103.0,89.0,15.0,257.0,129.0,296.0,122267.0,4587.0,123461.0,876.0,672.0,811.0,125376.0
2015-11-15,4010.0,6083.0,792.0,874.0,808.0,4080.0,230.0,401.0,204.0,515.0,1359.0,906.0,2265.0,122.0,2889.0,4342.0,10429.0,11467.0,941.0,15902.0,3360.0,2558.0,3054.0,89.0,89554.0,359.0,93032.0,83124.0,2204.0,622.0,85615.0,5552.0,88996.0,577.0,6853.0,96306.0,96400.0,885.0,1190.0,682.0,3446.0,980.0,2378.0,355.0,728.0,1299.0,1865.0,3802.0,2241.0,352.0,429.0,1056.0,413.0,1444.0,448.0,1446.0,1660.0,2805.0,1298.0,42.0,2590.0,2640.0,2308.0,2173.0,213.0,4870.0,1100.0,100.0,7812.0,97.0,173.0,161.0,100.0,45.0,286.0,243.0,376.0,254.0,696.0,58.0,52.0,2.0,33.0,390.0,50.0,892.0,121.0,11019.0,11858.0,4140.0,1152.0,14104.0,1240.0,2024.0,4116.0,18220.0,18220.0,18294.0,18294.0,284.0,116444.0,242.0,116.0,107.0,256.0,149.0,308.0,119459.0,4750.0,123052.0,1064.0,1184.0,1080.0,125296.0
2015-11-16,4166.0,7159.0,854.0,964.0,704.0,4256.0,226.0,402.0,199.0,568.0,1406.0,890.0,2296.0,106.0,2868.0,4637.0,10396.0,11436.0,911.0,13680.0,3906.0,2569.0,3075.0,70.0,89725.0,383.0,93542.0,83749.0,3784.0,674.0,86040.0,2826.0,88081.0,331.0,4594.0,92276.0,92252.0,568.0,785.0,406.0,1932.0,421.0,2138.0,232.0,645.0,802.0,1312.0,4131.0,3621.0,350.0,435.0,1085.0,404.0,1392.0,443.0,1446.0,1658.0,2798.0,1302.0,39.0,2554.0,2597.0,2312.0,2196.0,224.0,4945.0,1100.0,103.0,7814.0,96.0,171.0,160.0,101.0,44.0,293.0,237.0,380.0,254.0,699.0,58.0,52.0,2.0,38.0,379.0,51.0,905.0,120.0,11032.0,11877.0,4094.0,1223.0,14303.0,1325.0,2145.0,4046.0,18350.0,18350.0,18424.0,18424.0,343.0,116110.0,199.0,218.0,96.0,276.0,143.0,344.0,119962.0,4862.0,125670.0,886.0,849.0,822.0,128931.0
2015-11-17,4161.0,11114.0,820.0,952.0,671.0,4240.0,222.0,396.0,194.0,593.0,1416.0,852.0,2267.0,79.0,2855.0,4722.0,10364.0,11398.0,910.0,12806.0,3081.0,2768.0,3240.0,53.0,87531.0,395.0,92182.0,89999.0,3744.0,677.0,94495.0,2013.0,96960.0,220.0,3228.0,99720.0,99491.0,564.0,649.0,354.0,1367.0,308.0,1513.0,201.0,592.0,692.0,1094.0,3135.0,4112.0,348.0,443.0,1149.0,394.0,1415.0,437.0,1432.0,1644.0,2776.0,1402.0,37.0,2518.0,2551.0,2281.0,2184.0,215.0,4963.0,1100.0,103.0,7817.0,94.0,169.0,160.0,102.0,44.0,298.0,226.0,373.0,254.0,700.0,58.0,52.0,5.0,42.0,305.0,51.0,891.0,120.0,11007.0,11825.0,4052.0,936.0,13952.0,1385.0,1530.0,3969.0,17920.0,17920.0,17994.0,17994.0,217.0,117265.0,133.0,264.0,48.0,357.0,139.0,337.0,119887.0,4820.0,125182.0,807.0,751.0,686.0,127555.0
2015-11-18,4114.0,10496.0,794.0,915.0,657.0,4173.0,218.0,387.0,192.0,590.0,1394.0,817.0,2211.0,92.0,2817.0,4674.0,10661.0,11716.0,924.0,13661.0,2268.0,2769.0,3311.0,94.0,83730.0,394.0,88622.0,89999.0,2989.0,659.0,94321.0,2337.0,97020.0,230.0,3537.0,100507.0,100495.0,698.0,790.0,511.0,1695.0,476.0,1413.0,184.0,601.0,745.0,1068.0,2735.0,3619.0,346.0,430.0,1068.0,386.0,1436.0,432.0,1402.0,1615.0,2738.0,1796.0,37.0,2709.0,2657.0,2278.0,2177.0,198.0,4941.0,1100.0,98.0,7824.0,93.0,167.0,160.0,102.0,44.0,290.0,229.0,377.0,254.0,703.0,58.0,54.0,5.0,43.0,366.0,50.0,880.0,123.0,10954.0,11743.0,4014.0,973.0,13794.0,1472.0,2044.0,3866.0,17660.0,17660.0,17734.0,17734.0,276.0,122058.0,170.0,251.0,133.0,428.0,142.0,330.0,125398.0,4978.0,126755.0,866.0,1185.0,864.0,129010.0
2015-11-19,4079.0,10243.0,780.0,879.0,648.0,4123.0,219.0,383.0,188.0,577.0,1361.0,792.0,2153.0,118.0,2802.0,4626.0,11080.0,12176.0,948.0,14058.0,2200.0,2764.0,3323.0,79.0,81738.0,389.0,85966.0,89999.0,2607.0,640.0,93606.0,2582.0,96348.0,257.0,3997.0,100412.0,100431.0,603.0,741.0,465.0,1671.0,389.0,1591.0,163.0,574.0,608.0,1004.0,2857.0,3191.0,343.0,424.0,1038.0,378.0,1366.0,428.0,1364.0,1575.0,2692.0,2218.0,37.0,3083.0,3020.0,2517.0,2378.0,188.0,4995.0,1100.0,95.0,7842.0,92.0,164.0,158.0,101.0,44.0,286.0,232.0,372.0,254.0,708.0,58.0,54.0,5.0,44.0,382.0,50.0,878.0,132.0,10924.0,11674.0,3996.0,946.0,13785.0,1815.0,1892.0,3990.0,17774.0,17774.0,17849.0,17849.0,298.0,121988.0,148.0,224.0,70.0,416.0,135.0,332.0,125700.0,5032.0,127219.0,888.0,980.0,879.0,130208.0
2015-11-20,4073.0,10092.0,766.0,846.0,638.0,4072.0,216.0,382.0,184.0,560.0,1327.0,776.0,2103.0,76.0,2698.0,4569.0,11024.0,12114.0,940.0,13423.0,2038.0,2760.0,3334.0,60.0,81542.0,382.0,85464.0,89999.0,2856.0,623.0,93273.0,2162.0,95945.0,222.0,3476.0,99550.0,99590.0,476.0,568.0,361.0,1254.0,280.0,1478.0,145.0,534.0,512.0,899.0,2785.0,3093.0,341.0,434.0,1123.0,373.0,1342.0,424.0,1335.0,1540.0,2640.0,2456.0,37.0,3400.0,3342.0,2864.0,2737.0,182.0,5262.0,1100.0,94.0,7863.0,90.0,162.0,156.0,100.0,44.0,286.0,229.0,331.0,246.0,710.0,58.0,54.0,5.0,46.0,308.0,50.0,865.0,117.0,10887.0,11610.0,3965.0,872.0,13688.0,1888.0,1404.0,4037.0,17725.0,17725.0,17800.0,17800.0,219.0,121374.0,112.0,209.0,44.0,388.0,130.0,323.0,125174.0,4949.0,126602.0,844.0,649.0,723.0,129196.0
2015-11-21,4046.0,9780.0,752.0,816.0,630.0,4025.0,215.0,380.0,181.0,544.0,1296.0,750.0,2046.0,74.0,2643.0,4508.0,10894.0,11967.0,931.0,13003.0,1764.0,2755.0,3345.0,51.0,81692.0,379.0,85307.0,88124.0,3022.0,605.0,91975.0,1972.0,94934.0,192.0,2963.0,98318.0,98424.0,412.0,466.0,321.0,992.0,236.0,1279.0,130.0,499.0,446.0,820.0,2517.0,3000.0,340.0,431.0,1120.0,368.0,1396.0,420.0,1325.0,1528.0,2605.0,2456.0,37.0,3547.0,3524.0,3143.0,3051.0,176.0,5599.0,1100.0,92.0,7883.0,90.0,160.0,155.0,98.0,44.0,286.0,226.0,284.0,232.0,702.0,58.0,54.0,5.0,47.0,290.0,50.0,854.0,106.0,10834.0,11525.0,3928.0,839.0,13593.0,1784.0,1222.0,3800.0,17392.0,17392.0,17466.0,17466.0,160.0,120174.0,85.0,169.0,38.0,370.0,128.0,312.0,124026.0,4932.0,125428.0,817.0,501.0,653.0,127642.0
2015-11-22,4004.0,8486.0,739.0,786.0,620.0,3979.0,212.0,378.0,180.0,535.0,1273.0,730.0,2003.0,74.0,2588.0,4455.0,10802.0,11862.0,924.0,12918.0,1561.0,2750.0,3353.0,51.0,83320.0,373.0,87155.0,84999.0,2814.0,585.0,88601.0,1915.0,91276.0,178.0,2764.0,94286.0,94401.0,397.0,434.0,332.0,892.0,221.0,1167.0,125.0,476.0,456.0,754.0,2296.0,2794.0,339.0,414.0,1004.0,361.0,1369.0,415.0,1319.0,1520.0,2583.0,2451.0,37.0,3570.0,3550.0,3250.0,3203.0,171.0,5840.0,1100.0,91.0,7904.0,88.0,158.0,155.0,98.0,44.0,286.0,224.0,237.0,218.0,693.0,58.0,52.0,5.0,48.0,284.0,50.0,845.0,100.0,10787.0,11444.0,3884.0,819.0,13527.0,1740.0,1206.0,3578.0,17104.0,17104.0,17178.0,17178.0,140.0,117249.0,84.0,142.0,46.0,332.0,134.0,308.0,121555.0,4944.0,124497.0,796.0,583.0,663.0,126476.0
