, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-01-06, 4156, 5768, 1124, 1046, 1332, 4696, 245, 541, 248, 621, , 1154, 2640, 171, 3477, 6130, 16256, 17834, 1076, , 4544, 5188, 5837, 746, 105019, 1121, 112069, 123462, 1212, 656, 125367, 3526, 127022, 241, 4432, 142706, 142463, 2239, 2422, 2248, 4630, 1871, 5529, 759, 3171, 1680, 4433, 7724, 4666, 372, 536, 1374, 436, 1655, 468, 1556, , 2984, 1288, 29, 2212, 2187, 1857, 1893, 211, , 1070, 89, 7305, 66, 138, 149, 37, 50, 782, 316, 116, 253, 876, 160, 62, 39, 54, 421, 74, 1128, 524, 10594, 11864, 4595, 4911, , 7844, 7591, 10240, 35575, 31815, 35015, 34821, 2115, 168825, 496, 1644, 1260, 1137, 1500, 1940, 173226, 7473, 177664, 2826, 3577, 2000, 183668
2015-01-07, 4204, 5654, 1110, 1025, 1300, 4658, 252, 542, 248, 618, , 1129, 2610, 168, 3430, 6077, 15633, 17153, 1044, , 5813, 5172, 6251, 888, 106059, 1085, 113824, 129998, 1295, 670, 131953, 2856, 133242, 248, 3992, 145819, 145674, 778, 1002, 1107, 2874, 886, 4620, 500, 2220, 1114, 3514, 9954, 8516, 370, 534, 1364, 428, 1638, 466, 1553, , 2971, 1287, 30, 2182, 2150, 1811, 1844, 231, , 1070, 92, 7307, 65, 134, 149, 58, 50, 1410, 314, 110, 253, 866, 225, 66, 39, 54, 412, 74, 1125, 603, 10981, 12607, 4584, 4547, , 12163, 7834, 15780, 43110, 42636, 45360, 45307, 1831, 193874, 460, 1435, 1036, 1710, 2496, 3142, 197980, 7728, 201449, 2082, 2668, 1660, 206522
2015-01-08, 4252, 5602, 1095, 1006, 1273, 4622, 253, 542, 246, 614, , 1107, 2583, 166, 3385, 6019, 15524, 17036, 1022, , 7199, 5156, 6038, 492, 103496, 1050, 111796, 129998, 1632, 665, 132024, 2026, 134460, 223, 2884, 145322, 145362, 550, 636, 676, 1722, 433, 2996, 367, 1997, 922, 2994, 6952, 10208, 368, 533, 1366, 426, 1639, 465, 1550, , 2959, 1286, 29, 2165, 2129, 1782, 1810, 233, , 1070, 103, 7349, 65, 131, 150, 64, 49, 1684, 312, 106, 253, 856, 174, 72, 39, 54, 402, 73, 1118, 621, 11034, 12924, 4578, 4030, , 11572, 5773, 14860, 41410, 41191, 42371, 42371, 1158, 201016, 338, 1028, 784, 1339, 2119, 3121, 210400, 7435, 214668, 1739, 1976, 1373, 220416
2015-01-09, 4300, 5548, 1082, 986, 1248, 4586, 250, 541, 244, 612, , 1085, 2555, 162, 3350, 5962, 15496, 17010, 1006, , 6578, 5140, 5906, 322, 101652, 1015, 109316, 129842, 1836, 648, 132208, 1864, 134870, 209, 2456, 144253, 144304, 479, 514, 519, 1374, 310, 2246, 321, 1830, 841, 2769, 5672, 8266, 366, 532, 1363, 425, 1651, 463, 1548, , 2948, 1284, 31, 2166, 2124, 1767, 1791, 228, , 1070, 116, 7378, 64, 127, 152, 62, 50, 1290, 312, 102, 252, 846, 144, 72, 39, 55, 394, 72, 1113, 602, 10987, 12744, 4565, 3857, , 9605, 4701, 12477, 37377, 37157, 37860, 37860, 935, 195659, 258, 790, 600, 1049, 1832, 2710, 205396, 7202, 209761, 1654, 1535, 1249, 215199
2015-01-10, 4347, 5496, 1070, 966, 1222, 4552, 248, 539, 244, 611, , 1066, 2531, 160, 3317, 5906, 15483, 17000, 992, , 5308, 5124, 5872, 278, 98578, 986, 106832, 125923, 1859, 626, 128878, 1807, 131992, 200, 2329, 140761, 140988, 428, 451, 454, 1182, 257, 1921, 283, 1664, 746, 2504, 4922, 6926, 364, 531, 1366, 422, 1666, 461, 1547, , 2938, 1282, 31, 2174, 2130, 1768, 1788, 218, , 1070, 125, 7399, 63, 123, 152, 60, 50, 999, 312, 98, 252, 836, 128, 69, 37, 55, 386, 72, 1108, 586, 10991, 12520, 4542, 3478, , 8096, 4064, 10690, 34776, 34556, 35168, 35168, 824, 188096, 207, 666, 476, 878, 1618, 2483, 197253, 7036, 201450, 1579, 1236, 1172, 206321
2015-01-11, 4395, 5446, 1057, 946, 1200, 4517, 246, 537, 244, 611, , 1051, 2514, 158, 3290, 5854, 15463, 16983, 978, , 4425, 5108, 5812, 232, 96097, 954, 103652, 119826, 1824, 604, 122614, 1722, 125630, 191, 2240, 133284, 133576, 384, 404, 425, 1023, 229, 1753, 251, 1498, 652, 2223, 4406, 6052, 363, 532, 1368, 419, 1683, 460, 1547, , 2926, 1280, 31, 2186, 2139, 1776, 1794, 211, , 1070, 128, 7414, 63, 121, 150, 56, 50, 877, 310, 94, 252, 826, 105, 66, 37, 55, 378, 72, 1098, 526, 10949, 12312, 4518, 3080, , 7050, 3582, 9462, 32801, 32581, 33142, 33142, 741, 179450, 168, 585, 390, 766, 1389, 2233, 188773, 6921, 192942, 1504, 1048, 1120, 197600
2015-01-12, 4443, 5397, 1046, 929, 1176, 4486, 244, 535, 244, 610, , 1030, 2488, 155, 3268, 5802, 15007, 16493, 964, , 3944, 5092, 5795, 208, 95286, 929, 102611, 118623, 1778, 588, 121136, 1664, 123842, 185, 2163, 129794, 129890, 347, 364, 408, 888, 212, 1640, 224, 1331, 575, 1968, 4012, 5442, 361, 530, 1366, 418, 1700, 460, 1543, , 2916, 1278, 31, 2199, 2150, 1787, 1803, 206, , 1070, 124, 7421, 62, 117, 149, 54, 50, 788, 308, 92, 251, 818, 91, 64, 37, 55, 372, 71, 1088, 477, 10880, 12139, 4484, 2813, , 6371, 3324, 8816, 31540, 31320, 31880, 31880, 674, 170568, 143, 531, 327, 682, 1206, 1988, 179088, 6853, 183120, 1438, 942, 1086, 187398
2015-01-13,4491.0,5349.0,1034.0,912.0,1154.0,4457.0,242.0,532.0,242.0,604.0,1442.0,1006.0,2454.0,152.0,3231.0,5755.0,14482.0,15918.0,952.0,22610.0,3703.0,4839.0,5740.0,195.0,94750.0,901.0,101931.0,117930.0,1724.0,569.0,120359.0,1623.0,123040.0,180.0,2096.0,127806.0,127885.0,316.0,334.0,404.0,788.0,197.0,1562.0,201.0,1212.0,517.0,1766.0,3686.0,4982.0,360.0,530.0,1366.0,415.0,1714.0,459.0,1539.0,2069.0,2903.0,1277.0,31.0,2212.0,2162.0,1799.0,1814.0,204.0,4944.0,1046.0,123.0,7428.0,61.0,113.0,149.0,54.0,50.0,722.0,306.0,89.0,251.0,808.0,88.0,63.0,37.0,56.0,365.0,71.0,1080.0,450.0,10831.0,12033.0,4439.0,2654.0,21430.0,5918.0,3160.0,10115.0,32446.0,32226.0,32811.0,32811.0,642.0,167338.0,133.0,525.0,302.0,630.0,1172.0,1882.0,174822.0,6981.0,178746.0,1390.0,950.0,1078.0,182388.0
2015-01-14, 4523, 5302, 1022, 892, 1135, 4425, 240, 530, 240, 602, 1435, 993, 2432, 150, 3197, 5708, 13979, 15373, 940, , 3618, 4222, 5042, 179, 94287, 876, 100712, 116752, 1669, 548, 119139, 1586, 121866, 176, 2034, 125564, 125667, 288, 304, 400, 704, 184, 1507, 182, 1114, 470, 1616, 3459, 4612, 357, 530, 1373, 414, 1730, 458, 1536, , 2892, 1276, 31, 2222, 2170, 1810, 1824, 203, 4943, 730, 123, 7436, 61, 110, 149, 55, 49, 703, 304, 86, 251, 801, 89, 64, 37, 56, 359, 70, 1071, 432, 10791, 11990, 4390, 2544, 24205, 5640, 3112, 9799, 31871, 31652, 32234, 32234, 597, 164986, 128, 493, 305, 617, 1136, 1872, 172646, 7035, 176633, 1341, 882, 1056, 180257
2015-01-15, 4488, 5264, 1012, 877, 1114, 4395, 237, 528, 240, 601, 1432, 973, 2408, 148, 3168, 5667, 13410, 14747, 928, , 3513, 4230, 5014, 166, 93822, 848, 100231, 116200, 1616, 528, 118454, 1553, 121112, 173, 1983, 123574, 123644, 274, 289, 401, 645, 178, 1461, 166, 1023, 438, 1476, 3258, 4329, 356, 530, 1374, 412, 1751, 458, 1532, , 2882, 1274, 31, 2237, 2182, 1820, 1834, 200, 4926, 340, 123, 7417, 61, 110, 147, 58, 49, 676, 303, 90, 250, 792, 88, 65, 37, 53, 353, 70, 1062, 420, 10762, 12001, 4352, 2449, 24747, 5395, 3082, 9557, 31473, 31363, 31918, 31918, 569, 161890, 126, 462, 283, 582, 1064, 1792, 169494, 6902, 173350, 1295, 794, 1029, 176843
