, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NEAR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D'ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTERNATIONAL BOUNDRY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS DAM, KACHESS - KACHESS DAM NEAR EASTON, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM NEAR GOOSE PRAIRIE, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK DAM, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - ABOVE EAGLE ROCK NEAR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - AT MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CR DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - DEADWOOD RESERVOIR, PAYETTE - NEAR EMMETT, WEISER - NR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - AT TROY, SNAKE -  NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOTROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - AT TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-01-19,3420.0,13695.0,1922.0,2655.0,5420.0,8642.0,278.0,1352.0,305.0,1445.0,3450.0,2350.0,5825.0,1375.0,8550.0,12675.0,21330.0,23548.0,1568.0,30188.0,53382.0,21282.0,22932.0,2545.0,101918.0,615.0,125218.0,118778.0,2168.0,1092.0,116722.0,4762.0,113590.0,385.0,8198.0,113618.0,111168.0,885.0,975.0,1768.0,3560.0,2038.0,8158.0,1055.0,3160.0,1332.0,5990.0,19240.0,22635.0,450.0,420.0,1425.0,408.0,1850.0,495.0,1395.0,1748.0,2780.0,1678.0,60.0,2505.0,2398.0,1965.0,1962.0,595.0,5250.0,4700.0,1482.0,21575.0,90.0,160.0,180.0,308.0,70.0,11910.0,800.0,1400.0,390.0,1412.0,1500.0,415.0,552.0,5475.0,780.0,100.0,3480.0,2950.0,35968.0,43122.0,8828.0,10030.0,44725.0,23520.0,25495.0,40612.0,77188.0,77188.0,82158.0,82158.0,4178.0,194555.0,1042.0,3940.0,1678.0,6530.0,6378.0,13808.0,206648.0,13608.0,216390.0,6342.0,4842.0,3480.0,235688.0
2011-01-20,3428.0,11340.0,1698.0,2245.0,3878.0,7780.0,270.0,1135.0,248.0,1638.0,3288.0,1700.0,4988.0,1028.0,7522.0,11918.0,20290.0,22345.0,1500.0,27465.0,35785.0,24540.0,26730.0,1205.0,111620.0,618.0,137485.0,130000.0,2442.0,990.0,133308.0,2942.0,135868.0,300.0,4942.0,140678.0,140550.0,700.0,710.0,930.0,2355.0,962.0,4458.0,855.0,2670.0,1095.0,4660.0,12608.0,23792.0,442.0,420.0,1390.0,400.0,1835.0,490.0,1355.0,1670.0,2642.0,2060.0,60.0,2915.0,2762.0,2182.0,2145.0,448.0,5342.0,4700.0,788.0,19268.0,90.0,160.0,180.0,290.0,70.0,6922.0,525.0,1212.0,480.0,1318.0,780.0,255.0,402.0,2668.0,602.0,90.0,2158.0,2060.0,33932.0,40945.0,9658.0,7392.0,41625.0,16905.0,19642.0,35140.0,72448.0,72448.0,75168.0,75168.0,3208.0,232845.0,708.0,2275.0,1152.0,4068.0,3090.0,6228.0,237292.0,11748.0,244370.0,4875.0,3735.0,2422.0,254622.0
2011-01-21,3410.0,10465.0,1578.0,2125.0,3518.0,7445.0,265.0,972.0,235.0,1590.0,3018.0,1502.0,4520.0,800.0,6362.0,10962.0,19448.0,21428.0,1432.0,22412.0,23155.0,25478.0,27665.0,765.0,115792.0,610.0,145035.0,130000.0,1900.0,910.0,133450.0,2242.0,136158.0,252.0,3840.0,140150.0,140192.0,618.0,602.0,492.0,1942.0,618.0,2780.0,750.0,2348.0,928.0,3985.0,9325.0,19162.0,440.0,420.0,1370.0,392.0,1795.0,490.0,1332.0,1635.0,2568.0,2340.0,60.0,3248.0,3132.0,2578.0,2525.0,375.0,5498.0,4700.0,640.0,16962.0,90.0,155.0,180.0,260.0,70.0,4325.0,475.0,1110.0,822.0,1520.0,430.0,190.0,335.0,1398.0,558.0,90.0,1770.0,1645.0,28968.0,34665.0,9440.0,5808.0,38782.0,13488.0,14745.0,32142.0,70200.0,70200.0,71625.0,71625.0,2385.0,237768.0,502.0,1422.0,742.0,2692.0,1360.0,3208.0,249825.0,10830.0,257448.0,4230.0,2945.0,2060.0,268035.0
2011-01-22,3390.0,9532.0,1540.0,2040.0,3342.0,7285.0,260.0,915.0,230.0,1500.0,2790.0,1438.0,4228.0,655.0,5715.0,10492.0,18555.0,20452.0,1395.0,22828.0,18878.0,25222.0,27850.0,728.0,114058.0,610.0,144218.0,115000.0,1615.0,865.0,120722.0,2130.0,126250.0,220.0,3478.0,133025.0,133850.0,755.0,662.0,652.0,1948.0,652.0,2300.0,732.0,2200.0,970.0,3590.0,7762.0,13990.0,440.0,420.0,1355.0,390.0,1768.0,490.0,1322.0,1618.0,2532.0,2525.0,60.0,3465.0,3365.0,2888.0,2860.0,352.0,5785.0,4700.0,615.0,15320.0,90.0,150.0,180.0,238.0,70.0,3012.0,462.0,1050.0,970.0,1815.0,300.0,170.0,362.0,775.0,535.0,90.0,1652.0,1392.0,25200.0,29048.0,9070.0,5668.0,37142.0,12068.0,11052.0,29588.0,66730.0,66730.0,68348.0,68348.0,1930.0,227168.0,402.0,1120.0,640.0,2050.0,1265.0,2395.0,238842.0,10300.0,246285.0,3962.0,2495.0,1902.0,256172.0
2011-01-23,3370.0,8902.0,1505.0,1960.0,3195.0,7150.0,260.0,875.0,230.0,1415.0,2650.0,1382.0,4035.0,560.0,5325.0,10205.0,17902.0,19738.0,1365.0,21800.0,18432.0,24645.0,28138.0,928.0,108902.0,608.0,139652.0,86250.0,1562.0,825.0,89522.0,2068.0,93332.0,205.0,3460.0,99432.0,100512.0,688.0,628.0,685.0,1750.0,638.0,2502.0,680.0,2118.0,828.0,3468.0,7418.0,10202.0,440.0,420.0,1338.0,390.0,1745.0,488.0,1315.0,1605.0,2510.0,2540.0,58.0,3575.0,3502.0,3090.0,3085.0,340.0,6025.0,4700.0,598.0,14322.0,88.0,150.0,180.0,218.0,62.0,2325.0,450.0,1020.0,960.0,1825.0,372.0,158.0,285.0,712.0,520.0,90.0,1595.0,1198.0,23658.0,26315.0,8682.0,6062.0,34918.0,13370.0,12980.0,32042.0,66962.0,66962.0,68918.0,68918.0,1808.0,203222.0,325.0,1032.0,662.0,1878.0,2430.0,3585.0,218570.0,10065.0,226342.0,3740.0,2228.0,1868.0,236808.0
2011-01-24,3350.0,8262.0,1475.0,1888.0,3058.0,6775.0,260.0,832.0,230.0,1340.0,2525.0,1332.0,3860.0,490.0,5042.0,9942.0,17458.0,19250.0,1318.0,20450.0,16272.0,24002.0,26945.0,792.0,105310.0,595.0,134492.0,93125.0,1470.0,785.0,93088.0,2015.0,93305.0,188.0,3262.0,94258.0,93795.0,538.0,502.0,535.0,1408.0,520.0,2315.0,592.0,1882.0,720.0,3072.0,6800.0,8725.0,440.0,418.0,1325.0,388.0,1722.0,480.0,1310.0,1592.0,2492.0,2540.0,50.0,3552.0,3495.0,3155.0,3182.0,332.0,6172.0,4700.0,582.0,14068.0,80.0,150.0,180.0,202.0,60.0,2168.0,440.0,992.0,960.0,1792.0,318.0,150.0,202.0,602.0,502.0,82.0,1558.0,1070.0,22668.0,24995.0,8340.0,5382.0,33710.0,12678.0,10868.0,30865.0,64578.0,64578.0,65868.0,65868.0,1472.0,174218.0,265.0,875.0,580.0,1665.0,2470.0,3935.0,187995.0,9798.0,195318.0,3445.0,1820.0,1705.0,204835.0
2011-01-25,3328.0,7645.0,1448.0,1815.0,2925.0,6305.0,260.0,785.0,230.0,1268.0,2410.0,1285.0,3695.0,445.0,4808.0,9348.0,17168.0,18935.0,1272.0,19905.0,13460.0,23140.0,25708.0,655.0,101812.0,582.0,129688.0,120625.0,1402.0,745.0,121865.0,1965.0,122972.0,178.0,3062.0,123308.0,122262.0,470.0,438.0,465.0,1205.0,465.0,2035.0,530.0,1700.0,640.0,2752.0,5885.0,7998.0,440.0,410.0,1312.0,380.0,1705.0,480.0,1300.0,1580.0,2475.0,2540.0,50.0,3530.0,3468.0,3140.0,3175.0,330.0,6195.0,4700.0,568.0,14035.0,80.0,150.0,180.0,188.0,60.0,1952.0,432.0,968.0,960.0,1778.0,250.0,142.0,158.0,502.0,485.0,80.0,1525.0,982.0,21490.0,23488.0,8028.0,5050.0,33775.0,11220.0,8890.0,28382.0,62158.0,62158.0,63135.0,63135.0,1232.0,178720.0,232.0,770.0,512.0,1462.0,2398.0,3715.0,185845.0,9568.0,191510.0,3182.0,1520.0,1580.0,197300.0
2011-01-26,3305.0,7170.0,1418.0,1745.0,2805.0,6188.0,260.0,745.0,230.0,1208.0,2302.0,1245.0,3545.0,408.0,4600.0,8932.0,16920.0,18665.0,1228.0,19550.0,11380.0,22075.0,24440.0,595.0,98520.0,568.0,124875.0,130000.0,1355.0,715.0,132190.0,1918.0,134592.0,170.0,2928.0,136880.0,136565.0,420.0,385.0,435.0,1058.0,425.0,1875.0,478.0,1542.0,570.0,2460.0,5138.0,7188.0,440.0,410.0,1298.0,380.0,1685.0,480.0,1295.0,1568.0,2455.0,2530.0,50.0,3502.0,3440.0,3112.0,3150.0,328.0,6165.0,4700.0,555.0,13558.0,80.0,150.0,175.0,178.0,60.0,1862.0,422.0,945.0,960.0,1755.0,230.0,140.0,135.0,512.0,470.0,80.0,1495.0,922.0,21222.0,22948.0,7740.0,4885.0,36940.0,9930.0,7605.0,26425.0,63362.0,63362.0,64232.0,64232.0,1102.0,201642.0,210.0,718.0,460.0,1308.0,2432.0,3658.0,208792.0,9402.0,214050.0,2965.0,1298.0,1490.0,218565.0
2011-01-27,3285.0,6798.0,1390.0,1680.0,2685.0,6080.0,260.0,705.0,230.0,1155.0,2205.0,1205.0,3408.0,380.0,4418.0,8725.0,16700.0,18430.0,1195.0,19238.0,10070.0,20942.0,23172.0,570.0,97412.0,555.0,121985.0,130000.0,1318.0,685.0,132100.0,1875.0,134672.0,165.0,2822.0,137522.0,137530.0,380.0,352.0,432.0,938.0,398.0,1782.0,435.0,1415.0,515.0,2215.0,4545.0,6398.0,440.0,410.0,1285.0,380.0,1670.0,480.0,1290.0,1558.0,2438.0,2530.0,50.0,3480.0,3415.0,3090.0,3130.0,320.0,6125.0,4700.0,542.0,13078.0,80.0,150.0,170.0,170.0,60.0,1858.0,418.0,925.0,952.0,1730.0,222.0,140.0,115.0,532.0,455.0,80.0,1462.0,870.0,20495.0,22175.0,7475.0,4805.0,36625.0,8928.0,6732.0,25012.0,61635.0,61635.0,62458.0,62458.0,1022.0,208538.0,200.0,702.0,428.0,1208.0,2305.0,3520.0,218385.0,9278.0,224160.0,2762.0,1135.0,1425.0,229592.0
2011-01-28,3265.0,6505.0,1365.0,1620.0,2578.0,5975.0,258.0,658.0,230.0,1108.0,2112.0,1165.0,3275.0,360.0,4250.0,8535.0,16502.0,18215.0,1162.0,18955.0,9140.0,19868.0,22002.0,562.0,96890.0,542.0,120218.0,130000.0,1295.0,658.0,132022.0,1828.0,134590.0,160.0,2730.0,137342.0,137350.0,352.0,332.0,458.0,858.0,395.0,1752.0,405.0,1345.0,475.0,2062.0,4268.0,5798.0,440.0,410.0,1275.0,380.0,1652.0,480.0,1282.0,1545.0,2422.0,2530.0,50.0,3460.0,3390.0,3065.0,3105.0,320.0,6088.0,4700.0,528.0,12602.0,80.0,150.0,170.0,160.0,60.0,1790.0,410.0,905.0,950.0,1710.0,220.0,132.0,105.0,545.0,442.0,80.0,1438.0,825.0,19788.0,21395.0,7220.0,4682.0,36260.0,8200.0,6105.0,24018.0,60278.0,60278.0,61072.0,61072.0,978.0,206340.0,198.0,710.0,400.0,1138.0,2290.0,3418.0,216355.0,9180.0,222175.0,2625.0,1020.0,1372.0,227622.0
