, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-02-26,3316.0,5857.0,552.0,543.0,1213.0,3654.0,218.0,502.0,157.0,574.0,1286.0,859.0,2268.0,247.0,3242.0,4940.0,14726.0,15878.0,886.0,18672.0,6360.0,9740.0,524.0,83400.0,401.0,92331.0,73373.0,1323.0,611.0,73656.0,1111.0,73616.0,153.0,2014.0,72214.0,72191.0,262.0,250.0,342.0,520.0,1167.0,461.0,2330.0,195.0,872.0,422.0,1452.0,4228.0,4517.0,499.0,573.0,1687.0,396.0,2015.0,467.0,1326.0,1586.0,2484.0,1522.0,42.0,2943.0,3005.0,2746.0,2890.0,332.0,5677.0,1791.0,118.0,9502.0,94.0,94.0,173.0,195.0,59.0,731.0,367.0,1441.0,263.0,779.0,116.0,72.0,64.0,150.0,549.0,62.0,1458.0,904.0,13540.0,14899.0,4395.0,2843.0,26573.0,5366.0,5325.0,8605.0,35178.0,35178.0,37354.0,37354.0,907.0,108116.0,308.0,809.0,197.0,729.0,1210.0,2191.0,116020.0,7410.0,119660.0,2242.0,1253.0,1454.0,126022.0
2007-02-27,3270.0,5867.0,545.0,540.0,1168.0,3662.0,216.0,495.0,154.0,564.0,1269.0,847.0,2235.0,244.0,3217.0,4996.0,14725.0,15867.0,886.0,18633.0,6048.0,10961.0,617.0,82756.0,397.0,92141.0,75000.0,1413.0,610.0,77035.0,1082.0,79370.0,150.0,1987.0,81589.0,81611.0,252.0,269.0,348.0,485.0,1036.0,439.0,2200.0,181.0,806.0,406.0,1337.0,4102.0,4525.0,496.0,569.0,1667.0,388.0,1988.0,463.0,1323.0,1577.0,2467.0,1506.0,42.0,2876.0,2869.0,2650.0,2798.0,336.0,5627.0,1879.0,126.0,9595.0,94.0,94.0,173.0,183.0,58.0,762.0,360.0,1363.0,259.0,762.0,115.0,72.0,48.0,151.0,517.0,62.0,1408.0,1159.0,13650.0,15561.0,4389.0,2669.0,29805.0,5629.0,5314.0,9105.0,38911.0,38911.0,43749.0,43749.0,1153.0,124040.0,274.0,863.0,166.0,783.0,1175.0,2148.0,129691.0,7120.0,132217.0,2249.0,1094.0,1308.0,135489.0
2007-02-28,3225.0,5787.0,539.0,537.0,1125.0,3693.0,214.0,491.0,152.0,554.0,1251.0,838.0,2204.0,242.0,3184.0,4874.0,14656.0,15709.0,886.0,18397.0,5943.0,10270.0,573.0,81854.0,395.0,92415.0,80000.0,1477.0,601.0,80932.0,1053.0,82077.0,144.0,1812.0,82844.0,82596.0,237.0,248.0,317.0,453.0,954.0,395.0,2040.0,169.0,746.0,377.0,1232.0,3937.0,4531.0,494.0,565.0,1650.0,384.0,1953.0,458.0,1319.0,1566.0,2446.0,1508.0,42.0,2822.0,2746.0,2520.0,2678.0,339.0,5518.0,1969.0,127.0,9420.0,93.0,93.0,173.0,174.0,57.0,781.0,353.0,1286.0,258.0,750.0,114.0,69.0,38.0,150.0,488.0,61.0,1368.0,1103.0,14214.0,16359.0,4356.0,2564.0,29266.0,5583.0,4758.0,9183.0,38449.0,38449.0,42806.0,42806.0,978.0,130458.0,247.0,815.0,145.0,862.0,1156.0,1958.0,139012.0,7087.0,142244.0,2273.0,1056.0,1301.0,146695.0
2007-03-01,3146.0,5596.0,527.0,520.0,1047.0,3658.0,211.0,484.0,148.0,536.0,1221.0,823.0,2151.0,230.0,3113.0,4791.0,14396.0,15332.0,886.0,18853.0,5045.0,9436.0,482.0,79151.0,389.0,92051.0,81421.0,1463.0,582.0,85652.0,999.0,90018.0,136.0,1508.0,94095.0,94760.0,207.0,215.0,278.0,410.0,816.0,327.0,1779.0,149.0,647.0,331.0,1057.0,3386.0,4200.0,489.0,557.0,1619.0,379.0,1925.0,450.0,1302.0,1535.0,2401.0,1564.0,41.0,2783.0,2568.0,2320.0,2460.0,342.0,5291.0,2060.0,116.0,8989.0,93.0,93.0,172.0,161.0,55.0,707.0,342.0,1289.0,257.0,743.0,112.0,67.0,29.0,149.0,440.0,59.0,1306.0,693.0,13531.0,15515.0,4257.0,2331.0,26766.0,5013.0,4048.0,8514.0,35280.0,35280.0,39418.0,39418.0,665.0,142737.0,223.0,681.0,119.0,757.0,1047.0,1666.0,149790.0,6929.0,152567.0,2110.0,1093.0,1178.0,156109.0
2007-03-02,3110.0,5592.0,522.0,512.0,1013.0,3633.0,209.0,481.0,146.0,528.0,1208.0,815.0,2127.0,226.0,3071.0,4842.0,14236.0,15144.0,886.0,19027.0,4743.0,10523.0,489.0,60092.0,387.0,74808.0,54141.0,1504.0,573.0,56935.0,1018.0,60380.0,132.0,1435.0,64524.0,65596.0,263.0,287.0,343.0,588.0,881.0,371.0,1741.0,140.0,605.0,313.0,980.0,3119.0,4032.0,487.0,554.0,1605.0,377.0,1915.0,446.0,1291.0,1516.0,2375.0,1624.0,41.0,2816.0,2544.0,2258.0,2376.0,343.0,5195.0,2095.0,117.0,8981.0,93.0,93.0,172.0,156.0,55.0,798.0,336.0,1312.0,257.0,755.0,110.0,86.0,27.0,147.0,419.0,59.0,1286.0,886.0,13339.0,15088.0,4207.0,2294.0,25383.0,4730.0,4019.0,8649.0,34032.0,34032.0,42700.0,42700.0,722.0,130259.0,212.0,774.0,115.0,748.0,996.0,1777.0,141594.0,7046.0,145559.0,2292.0,1697.0,1248.0,151588.0
2007-03-03,3084.0,5908.0,517.0,503.0,982.0,3637.0,208.0,478.0,144.0,523.0,1203.0,812.0,2115.0,253.0,3054.0,5108.0,14328.0,15335.0,886.0,19446.0,5938.0,10257.0,663.0,59014.0,400.0,69329.0,75234.0,1684.0,566.0,74823.0,1162.0,74213.0,128.0,1529.0,72055.0,70988.0,313.0,341.0,380.0,788.0,1031.0,488.0,2018.0,133.0,569.0,297.0,916.0,3195.0,4139.0,484.0,550.0,1593.0,375.0,1895.0,443.0,1279.0,1495.0,2348.0,1680.0,41.0,2860.0,2582.0,2261.0,2337.0,344.0,5129.0,2131.0,133.0,9001.0,93.0,93.0,171.0,158.0,54.0,1142.0,331.0,1357.0,257.0,765.0,109.0,141.0,26.0,142.0,401.0,58.0,1375.0,1259.0,13589.0,15516.0,4171.0,2510.0,26593.0,4749.0,4466.0,10246.0,36839.0,36839.0,47932.0,47932.0,876.0,113303.0,227.0,746.0,137.0,814.0,1005.0,2196.0,122245.0,7654.0,126514.0,2630.0,2331.0,1447.0,132879.0
2007-03-04,3206.0,6260.0,512.0,494.0,954.0,3667.0,206.0,475.0,143.0,573.0,1266.0,829.0,2190.0,307.0,3135.0,5108.0,14675.0,15788.0,886.0,19959.0,8360.0,10328.0,859.0,59802.0,434.0,70100.0,87500.0,1904.0,590.0,90128.0,1191.0,92451.0,125.0,1694.0,93728.0,93396.0,310.0,331.0,352.0,725.0,1062.0,549.0,2399.0,126.0,547.0,285.0,866.0,3657.0,4441.0,482.0,547.0,1581.0,373.0,1876.0,439.0,1266.0,1474.0,2320.0,1735.0,41.0,2895.0,2613.0,2294.0,2353.0,345.0,5126.0,2167.0,142.0,8961.0,93.0,93.0,171.0,168.0,53.0,1445.0,329.0,1475.0,256.0,766.0,109.0,170.0,34.0,137.0,385.0,57.0,1751.0,1649.0,14179.0,16694.0,4181.0,2908.0,30363.0,5513.0,5264.0,13311.0,43674.0,43674.0,54475.0,54475.0,1171.0,138599.0,407.0,1079.0,231.0,844.0,1364.0,2694.0,142299.0,8188.0,145366.0,3094.0,2633.0,1679.0,149577.0
2007-03-05,3245.0,6157.0,507.0,486.0,928.0,3676.0,205.0,472.0,145.0,628.0,1321.0,827.0,2241.0,286.0,3163.0,5063.0,14941.0,16040.0,886.0,20037.0,8427.0,9832.0,672.0,60578.0,449.0,70481.0,80000.0,2062.0,654.0,82682.0,1150.0,85127.0,121.0,1731.0,87541.0,87818.0,284.0,305.0,333.0,661.0,994.0,546.0,2414.0,120.0,571.0,279.0,856.0,3729.0,4695.0,480.0,544.0,1570.0,371.0,1859.0,437.0,1254.0,1456.0,2292.0,1790.0,41.0,2934.0,2645.0,2325.0,2383.0,345.0,5166.0,2202.0,155.0,8984.0,92.0,92.0,171.0,179.0,53.0,1580.0,381.0,1525.0,256.0,754.0,159.0,190.0,88.0,131.0,370.0,57.0,1800.0,1616.0,14623.0,18034.0,4251.0,3147.0,32776.0,6046.0,5168.0,12089.0,44865.0,44865.0,53141.0,53141.0,1220.0,151726.0,417.0,1151.0,244.0,1171.0,1697.0,3149.0,161638.0,8212.0,165918.0,2980.0,2247.0,1538.0,172600.0
2007-03-06,3193.0,6004.0,502.0,478.0,904.0,3671.0,206.0,470.0,151.0,635.0,1335.0,829.0,2252.0,276.0,3189.0,5068.0,15042.0,16123.0,886.0,20038.0,8014.0,9772.0,548.0,60978.0,447.0,70921.0,80000.0,2212.0,701.0,82732.0,1130.0,84854.0,118.0,1670.0,86511.0,86506.0,259.0,275.0,324.0,600.0,946.0,523.0,2353.0,115.0,606.0,277.0,875.0,3599.0,4794.0,478.0,540.0,1562.0,369.0,1844.0,436.0,1242.0,1443.0,2270.0,1845.0,41.0,2978.0,2683.0,2360.0,2415.0,346.0,5211.0,2238.0,171.0,9073.0,92.0,92.0,171.0,188.0,52.0,1752.0,428.0,1556.0,255.0,740.0,228.0,188.0,99.0,126.0,357.0,56.0,1825.0,1085.0,14155.0,17874.0,4341.0,3143.0,33355.0,6210.0,4742.0,11643.0,44998.0,44998.0,51430.0,51430.0,1115.0,145128.0,360.0,974.0,243.0,1223.0,1741.0,3244.0,155975.0,8038.0,160457.0,2841.0,1991.0,1393.0,167480.0
2007-03-07,3104.0,5945.0,498.0,470.0,882.0,3669.0,210.0,471.0,155.0,623.0,1334.0,848.0,2266.0,278.0,3197.0,5048.0,15195.0,16270.0,886.0,20127.0,7469.0,9946.0,520.0,61200.0,456.0,71506.0,80000.0,2366.0,742.0,82927.0,1165.0,85046.0,115.0,1606.0,86636.0,86631.0,272.0,303.0,332.0,709.0,934.0,517.0,2339.0,111.0,635.0,286.0,885.0,3461.0,4779.0,475.0,537.0,1553.0,367.0,1830.0,435.0,1230.0,1430.0,2251.0,1900.0,41.0,3025.0,2725.0,2404.0,2453.0,347.0,5259.0,2274.0,191.0,9214.0,92.0,92.0,170.0,194.0,51.0,1844.0,432.0,1612.0,255.0,729.0,250.0,168.0,96.0,123.0,345.0,56.0,1877.0,759.0,13821.0,17019.0,4427.0,3074.0,32360.0,6170.0,4470.0,11495.0,43855.0,43855.0,49788.0,49788.0,1080.0,143085.0,333.0,870.0,229.0,1065.0,1678.0,3090.0,153304.0,7850.0,157461.0,2861.0,1919.0,1431.0,163847.0
