, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-03-26, 7186, 11964, 844, 1001, -2639, 5254, 370, 994, 422, 1474, 2837, 1512, 4334, 472, 5610, 7228, 12408, 23889, 1607, 23935, 12589, 11819, 13800, 3802, 406, 110467, 140710, 850, 387, 138828, 601, 141804, 90, 1135, 156542, 155198, 110, 128, 340, 524, 279, 1663, 132, 542, 406, 1080, 1843, 3584, 629, 815, 2280, 898, 2611, 608, 2065, 2834, 4719, 6919, 357, 8528, 8135, 7759, 8041, 428, 10878, 6392, 615, 12724, 167, 279, 353, 2715, 412, 2697, 1755, 6133, 5197, 5572, 296, 224, 218, 81, 2442, 156, 5746, 3026, 28203, 29548, 9367, 6936, 47801, 12015, 11818, 44250, 85669, 93000, 79806, 70600, 2724, 252057, 679, 1613, 495, 1575, 3076, 3855, 243808, 7953, 247082, 2656, 1366, 1478, 238684
2012-03-27, 3686, 17789, 960, 1052, 0, 6156, 435, 1243, 546, 1648, 3258, 1640, 4878, 624, 6156, 7632, 15522, 17514, 1788, 24474, 20051, 12214, 14921, 3455, 426, 111174, 145488, 857, 400, 146448, 585, 148416, 89, 1156, 161092, 159441, 114, 134, 361, 354, 283, 1660, 125, 532, 439, 1113, 1828, 3517, 694, 912, 2470, 953, 2690, 861, 2198, 2900, 4674, 6951, 364, 8611, 8204, 7816, 7974, 443, 10912, 6392, 650, 13457, 170, 280, 348, 3080, 642, 3294, 1628, 6344, 5144, 5594, 301, 237, 253, 81, 2385, 152, 6702, 3931, 29708, 31030, 10604, 7983, 56898, 15813, 24512, 45876, 98672, 100695, 104953, 104953, 2948, 251504, 701, 1795, 527, 1768, 3574, 4371, 251082, 7754, 254305, 2573, 1346, 1483, 256418
2012-03-28, 3950, 20724, 1126, 1141, 0, 9506, 490, 1539, 678, 1821, 4054, 1923, 5977, 670, 7383, 10446, 16461, 18493, 1870, 23866, 25496, 13920, 16572, 1900, 562, 114299, 144998, 912, 421, 146272, 541, 148860, 95, 1546, 162185, 161364, 183, 204, 444, 460, 391, 1808, 138, 539, 764, 1216, 1859, 3332, 834, 923, 2426, 964, 2818, 1235, 2180, 2771, 4521, 7002, 409, 8790, 8401, 7960, 8043, 482, 10848, 6547, 657, 14470, 148, 242, 319, 2848, 599, 3368, 1369, 6038, 5121, 5462, 319, 220, 264, 75, 1830, 143, 6540, 3721, 29778, 32313, 11996, 7822, 60456, 15754, 20901, 39249, 99022, 100074, 105837, 105837, 2966, 274771, 688, 1701, 488, 1894, 3558, 4554, 285386, 7863, 288838, 3069, 1724, 1680, 292701
2012-03-29, 4409, 21456, 1348, 1242, 23, 9601, 430, 1340, 614, 1796, 4031, 1810, 5841, 796, 8322, 12370, 17683, 19865, 2092, 26073, 25796, 15768, 19215, 2142, 1001, 120177, 144998, 1087, 434, 146333, 665, 148968, 166, 2997, 163180, 162906, 350, 342, 637, 826, 686, 2443, 220, 835, 953, 1787, 2665, 3484, 840, 1066, 2496, 1064, 2800, 902, 2129, 2728, 4402, 7026, 594, 8988, 8626, 8161, 8176, 575, 11108, 7320, 558, 14768, 138, 222, 396, 2587, 393, 3212, 1713, 6441, 5098, 5444, 668, 424, 296, 74, 2790, 175, 6486, 4686, 31218, 34015, 13054, 8918, 63338, 15909, 19938, 38312, 101651, 102703, 107576, 108014, 2984, 275089, 754, 1949, 542, 2020, 5104, 5535, 286379, 9118, 291648, 3916, 2108, 2103, 298489
2012-03-30, 5069, 22565, 1738, 1362, 64, 10003, 424, 1268, 632, 1875, 3960, 1858, 5818, 840, 8705, 12773, 18981, 21336, 2179, 27180, 25774, 17049, 20445, 2367, 1187, 121478, 144998, 1486, 450, 146510, 1061, 149205, 226, 4214, 164230, 164190, 419, 416, 720, 990, 956, 2967, 292, 1106, 993, 2170, 3728, 4272, 890, 1255, 2997, 1132, 2990, 1184, 2149, 2865, 4815, 7062, 638, 9022, 8692, 8290, 8265, 552, 11222, 8146, 517, 15328, 135, 214, 480, 2646, 372, 3260, 1830, 6528, 5076, 5404, 763, 569, 309, 74, 2730, 195, 7127, 4640, 32267, 35720, 13970, 9656, 66132, 18889, 20680, 40654, 106786, 107840, 112035, 112912, 3091, 283696, 778, 2028, 490, 2202, 6148, 7420, 296584, 9839, 302284, 4205, 2445, 2372, 309623
2012-03-31, 5294, 23127, 1640, 1474, 616, 9902, 419, 1280, 696, 1885, 3963, 2022, 5986, 886, 9028, 13286, 19886, 22358, 2320, 28596, 27149, 18200, 21507, 2543, 1396, 114384, 141248, 2018, 474, 143888, 1342, 147302, 250, 4988, 163467, 163634, 478, 472, 808, 1140, 1078, 3495, 354, 1511, 1154, 2693, 4753, 5461, 948, 1567, 3675, 1256, 3514, 1353, 2225, 3004, 4893, 7113, 781, 9408, 9039, 8449, 8339, 574, 11281, 8971, 502, 16434, 132, 207, 524, 2639, 364, 2908, 1967, 6696, 5053, 5400, 896, 624, 386, 260, 3058, 225, 7448, 4981, 33269, 37150, 15190, 10492, 67753, 21742, 21027, 42532, 110286, 111338, 115627, 116504, 3403, 288485, 898, 2437, 522, 2422, 7382, 8450, 302849, 11444, 310329, 4621, 2864, 2579, 319169
2012-04-01, 5611, 23294, 1574, 1682, 961, 9803, 422, 1343, 788, 1931, 4159, 2097, 6256, 953, 9339, 13408, 20936, 23548, 2577, 30195, 29099, 19225, 23424, 2734, 1730, 108094, 134998, 2388, 498, 137502, 1488, 140347, 265, 5406, 156234, 156447, 517, 484, 834, 1093, 1170, 3778, 371, 1704, 1165, 2982, 5630, 6840, 1178, 2172, 5190, 1628, 4435, 2243, 2559, 3656, 5779, 7224, 1100, 10071, 9688, 8966, 8802, 599, 11697, 9745, 485, 17459, 132, 203, 694, 2896, 382, 2769, 2286, 6801, 4970, 5368, 1054, 592, 358, 695, 3251, 276, 8194, 5458, 35690, 39776, 16677, 11489, 71436, 25938, 22448, 46860, 118296, 119128, 124345, 125011, 3839, 293450, 898, 2530, 506, 2884, 8964, 10907, 310666, 12584, 319220, 5332, 3035, 2823, 329166
2012-04-02, 6128, 23390, 1555, 1830, 1284, 9802, 420, 1361, 807, 1999, 4350, 2241, 6590, 854, 9437, 13552, 21362, 24040, 2549, 29264, 28436, 20284, 23960, 1878, 1791, 100770, 131248, 2649, 518, 134868, 963, 138264, 190, 4191, 153032, 153297, 398, 372, 666, 791, 792, 3384, 308, 1465, 880, 2582, 5256, 7539, 1339, 2116, 5540, 1774, 6091, 3275, 2970, 4271, 6998, 7304, 932, 11377, 10906, 9854, 9610, 518, 12225, 9900, 464, 18330, 131, 198, 758, 3035, 354, 2791, 2070, 6396, 4810, 5211, 759, 458, 253, 536, 1876, 255, 8310, 4735, 37406, 42214, 17695, 9731, 72746, 26598, 21064, 47225, 119971, 119971, 124146, 124790, 3338, 295238, 714, 1859, 355, 2462, 8051, 10622, 313840, 11631, 321636, 4295, 2442, 2524, 332354
2012-04-03, 5943, 22712, 1434, 1787, 1110, 9422, 408, 1176, 679, 1932, 4098, 2140, 6239, 716, 9018, 13084, 21024, 23671, 2513, 28646, 22529, 20972, 23841, 1238, 1686, 97426, 124998, 2751, 518, 128172, 752, 130936, 166, 3677, 144098, 144316, 407, 362, 614, 792, 728, 2736, 307, 1378, 936, 2366, 4078, 7047, 1158, 1945, 4602, 1577, 6550, 2370, 2726, 3628, 6096, 7265, 798, 12978, 12587, 11445, 11121, 516, 13349, 9900, 444, 18915, 126, 188, 649, 2509, 320, 2295, 1588, 5938, 4651, 4999, 450, 331, 178, 300, 1311, 216, 6949, 3780, 36321, 41298, 17454, 7665, 68816, 22645, 17117, 42307, 111122, 111122, 114044, 114420, 2470, 283222, 539, 1296, 242, 1679, 5786, 7998, 302726, 10096, 309667, 3370, 1980, 2134, 319886
2012-04-04, 5950, 21935, 1403, 1793, 1304, 9344, 401, 1056, 578, 1824, 3699, 1814, 5512, 664, 8152, 12493, 20470, 23054, 2542, 28303, 17667, 20984, 23617, 1208, 2226, 97973, 124998, 2657, 525, 128258, 1371, 130985, 251, 6244, 145567, 145463, 591, 503, 858, 1150, 1217, 3166, 376, 1951, 1020, 3121, 4382, 6135, 1063, 1856, 4110, 1493, 5796, 1676, 2402, 3170, 5290, 7210, 755, 12988, 12815, 12402, 12270, 481, 14768, 9900, 429, 18966, 124, 182, 608, 2070, 302, 1600, 1395, 5739, 4492, 4828, 422, 266, 130, 228, 1168, 204, 5910, 3191, 34628, 38876, 16570, 6652, 65754, 18922, 14622, 37233, 102986, 102986, 105058, 105058, 1943, 262177, 439, 1044, 183, 1244, 4400, 5987, 277575, 9576, 284020, 3464, 2028, 2190, 293131
