, LIBBY DAM, KOOTENAI RIV AT LEONIA, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-02-03,2828.0,7083.0,1569.0,4091.0,340.0,551.0,292.0,1002.0,1965.0,2061.0,4397.0,7342.0,5499.0,12990.0,14269.0,1274.0,17977.0,26549.0,16318.0,1080.0,58980.0,454.0,72517.0,69174.0,1004.0,296.0,67652.0,1025.0,65353.0,113.0,3481.0,70043.0,72531.0,710.0,660.0,637.0,1677.0,1736.0,858.0,3766.0,978.0,1952.0,1422.0,2870.0,9435.0,16754.0,358.0,457.0,1064.0,307.0,1356.0,373.0,953.0,1125.0,2115.0,1409.0,28.0,2894.0,2712.0,2451.0,2376.0,252.0,5105.0,572.0,177.0,8022.0,43.0,72.0,205.0,275.0,60.0,1860.0,270.0,198.0,110.0,152.0,71.0,603.0,172.0,3284.0,2390.0,15782.0,19981.0,8342.0,4190.0,35494.0,14991.0,16663.0,20713.0,56207.0,56207.0,58991.0,58991.0,3096.0,165104.0,663.0,1454.0,409.0,1883.0,2593.0,3894.0,181246.0,8406.0,184022.0,5189.0,2046.0,2741.0,203807.0
2003-02-04,2803.0,6737.0,1234.0,3793.0,355.0,547.0,281.0,905.0,1789.0,1504.0,3309.0,5597.0,5330.0,11584.0,12778.0,1229.0,16500.0,17319.0,17945.0,918.0,58273.0,446.0,75268.0,75000.0,1021.0,293.0,76277.0,1103.0,77084.0,108.0,2996.0,74106.0,73000.0,570.0,514.0,549.0,1395.0,1496.0,678.0,3139.0,842.0,1934.0,1208.0,2774.0,7985.0,13789.0,355.0,453.0,1051.0,290.0,1348.0,368.0,936.0,1084.0,1998.0,1414.0,28.0,2893.0,2737.0,2449.0,2386.0,247.0,5104.0,571.0,143.0,7986.0,43.0,72.0,205.0,255.0,59.0,1582.0,273.0,140.0,96.0,124.0,71.0,601.0,165.0,2684.0,1731.0,13860.0,16918.0,7881.0,3259.0,32050.0,12572.0,13642.0,16556.0,48606.0,48606.0,50644.0,50644.0,2064.0,145917.0,503.0,1305.0,315.0,1668.0,2141.0,3015.0,158300.0,6834.0,158675.0,4490.0,1538.0,2134.0,169862.0
2003-02-05,2793.0,6560.0,1111.0,3644.0,338.0,544.0,272.0,824.0,1690.0,1368.0,3058.0,4414.0,5014.0,9907.0,11008.0,1185.0,14589.0,12882.0,17923.0,791.0,58021.0,429.0,75386.0,75000.0,1022.0,290.0,76300.0,1067.0,77102.0,102.0,2635.0,74034.0,73000.0,473.0,416.0,485.0,1214.0,1341.0,554.0,2758.0,739.0,1799.0,1052.0,2517.0,6838.0,10871.0,353.0,448.0,1039.0,282.0,1325.0,367.0,924.0,1064.0,1948.0,1412.0,27.0,2881.0,2727.0,2439.0,2408.0,239.0,5115.0,568.0,114.0,7930.0,43.0,72.0,204.0,239.0,57.0,1240.0,272.0,114.0,89.0,101.0,72.0,626.0,158.0,2380.0,1320.0,13579.0,15794.0,7547.0,2690.0,30334.0,11042.0,11229.0,14403.0,44737.0,44737.0,46188.0,46188.0,1546.0,136051.0,425.0,1103.0,256.0,1439.0,1892.0,2526.0,146603.0,6452.0,146249.0,3893.0,1228.0,1809.0,154828.0
2003-02-06,2788.0,6426.0,1032.0,3577.0,321.0,527.0,264.0,777.0,1626.0,1315.0,2941.0,4054.0,4827.0,9007.0,10025.0,1143.0,13394.0,10504.0,17549.0,723.0,55272.0,414.0,73807.0,75000.0,1017.0,287.0,76306.0,1034.0,77105.0,97.0,2390.0,78838.0,73000.0,420.0,368.0,448.0,1106.0,1244.0,477.0,2523.0,659.0,1680.0,921.0,2293.0,6100.0,8947.0,352.0,444.0,1028.0,278.0,1299.0,367.0,913.0,1052.0,1921.0,1410.0,27.0,2851.0,2696.0,2417.0,2420.0,234.0,5122.0,566.0,94.0,7840.0,43.0,71.0,203.0,226.0,56.0,973.0,271.0,107.0,86.0,83.0,72.0,610.0,152.0,2208.0,1080.0,13155.0,14979.0,7251.0,2363.0,29337.0,9898.0,9519.0,13056.0,42393.0,42393.0,43586.0,43586.0,1253.0,129870.0,382.0,962.0,222.0,1243.0,1748.0,2275.0,139419.0,6257.0,138730.0,3538.0,1085.0,1670.0,145999.0
2003-02-07,2787.0,6311.0,961.0,3528.0,306.0,511.0,257.0,738.0,1564.0,1278.0,2841.0,3905.0,4721.0,8667.0,9618.0,1104.0,12864.0,9132.0,16942.0,685.0,51849.0,400.0,70064.0,70937.0,1010.0,284.0,73126.0,1003.0,74756.0,93.0,2234.0,78300.0,73000.0,384.0,339.0,423.0,1027.0,1175.0,427.0,2364.0,590.0,1578.0,811.0,2101.0,5598.0,8105.0,351.0,440.0,1016.0,275.0,1276.0,366.0,904.0,1042.0,1901.0,1407.0,27.0,2816.0,2659.0,2381.0,2417.0,230.0,5118.0,565.0,82.0,7759.0,43.0,71.0,202.0,216.0,55.0,787.0,270.0,105.0,85.0,66.0,73.0,577.0,146.0,2080.0,938.0,12732.0,14294.0,7003.0,2154.0,27289.0,8981.0,8253.0,12023.0,39312.0,39312.0,40409.0,40409.0,1067.0,125645.0,353.0,857.0,200.0,1104.0,1642.0,2133.0,134732.0,6132.0,133852.0,3285.0,1046.0,1640.0,140459.0
2003-02-08,2765.0,6206.0,893.0,3517.0,292.0,496.0,251.0,703.0,1506.0,1244.0,2750.0,3779.0,4637.0,8464.0,9356.0,1067.0,12532.0,8155.0,15917.0,653.0,48622.0,387.0,66262.0,52266.0,999.0,281.0,54755.0,973.0,57004.0,90.0,2104.0,73362.0,73000.0,357.0,316.0,401.0,949.0,1120.0,390.0,2243.0,529.0,1493.0,716.0,1938.0,5193.0,7504.0,350.0,436.0,1006.0,272.0,1256.0,366.0,895.0,1032.0,1883.0,1405.0,27.0,2784.0,2623.0,2344.0,2405.0,229.0,5105.0,565.0,73.0,7706.0,43.0,71.0,201.0,207.0,54.0,679.0,269.0,104.0,85.0,50.0,74.0,547.0,140.0,1973.0,846.0,12402.0,13798.0,6775.0,2004.0,25967.0,8230.0,7291.0,11236.0,37203.0,37203.0,38253.0,38253.0,945.0,122000.0,330.0,774.0,184.0,1001.0,1559.0,2049.0,130704.0,6065.0,129714.0,3088.0,1028.0,1636.0,135958.0
2003-02-09,2722.0,6108.0,828.0,3587.0,280.0,482.0,246.0,670.0,1452.0,1213.0,2665.0,3663.0,4620.0,8284.0,9125.0,1032.0,12242.0,7398.0,15101.0,624.0,46505.0,375.0,62728.0,47344.0,979.0,279.0,47474.0,945.0,47427.0,87.0,1981.0,54387.0,73000.0,335.0,301.0,382.0,881.0,1072.0,360.0,2139.0,476.0,1398.0,638.0,1792.0,4850.0,7015.0,349.0,433.0,996.0,270.0,1239.0,365.0,887.0,1024.0,1866.0,1402.0,26.0,2756.0,2591.0,2309.0,2394.0,228.0,5089.0,564.0,68.0,7653.0,43.0,71.0,201.0,200.0,53.0,640.0,267.0,104.0,84.0,34.0,75.0,520.0,134.0,1879.0,783.0,12162.0,13460.0,6560.0,1885.0,25095.0,7590.0,6584.0,10573.0,35668.0,35668.0,36756.0,36756.0,882.0,119613.0,311.0,709.0,174.0,917.0,1495.0,1989.0,128044.0,6065.0,127004.0,2940.0,1022.0,1632.0,132927.0
2003-02-10,2683.0,6017.0,765.0,3558.0,269.0,470.0,242.0,639.0,1404.0,1184.0,2588.0,3555.0,4628.0,8119.0,8915.0,1005.0,11985.0,6805.0,14411.0,598.0,45912.0,363.0,61139.0,73437.0,957.0,276.0,73990.0,918.0,73946.0,84.0,1861.0,69731.0,73000.0,330.0,305.0,373.0,854.0,1041.0,344.0,2057.0,429.0,744.0,572.0,1183.0,4376.0,6619.0,348.0,429.0,987.0,268.0,1222.0,365.0,879.0,1015.0,1849.0,1400.0,26.0,2729.0,2561.0,2277.0,2382.0,227.0,5076.0,564.0,65.0,7611.0,43.0,71.0,200.0,194.0,52.0,631.0,258.0,104.0,84.0,20.0,75.0,496.0,129.0,1795.0,738.0,11969.0,13211.0,6359.0,1783.0,24436.0,7054.0,6087.0,10066.0,34502.0,34502.0,35879.0,35879.0,898.0,118010.0,293.0,667.0,166.0,852.0,1454.0,1944.0,126211.0,6115.0,125182.0,2922.0,1087.0,1697.0,130956.0
2003-02-11,2647.0,5931.0,728.0,3528.0,259.0,459.0,238.0,612.0,1361.0,1156.0,2517.0,3455.0,4583.0,7970.0,8730.0,987.0,11766.0,6486.0,13540.0,572.0,45571.0,352.0,59867.0,70078.0,937.0,274.0,71449.0,892.0,73677.0,81.0,1762.0,72808.0,73000.0,320.0,303.0,361.0,814.0,1012.0,330.0,1996.0,388.0,614.0,516.0,883.0,3737.0,6087.0,347.0,426.0,978.0,266.0,1207.0,364.0,872.0,1008.0,1834.0,1398.0,26.0,2704.0,2533.0,2247.0,2354.0,227.0,5053.0,564.0,65.0,7606.0,43.0,71.0,199.0,189.0,51.0,630.0,250.0,103.0,83.0,18.0,76.0,473.0,124.0,1718.0,765.0,11832.0,13035.0,6170.0,1694.0,23905.0,6621.0,5754.0,9746.0,33651.0,33651.0,35115.0,35115.0,902.0,116700.0,277.0,640.0,160.0,814.0,1396.0,1921.0,124879.0,6144.0,123871.0,2894.0,1097.0,1749.0,129735.0
2003-02-12,2613.0,5851.0,704.0,3501.0,250.0,449.0,236.0,587.0,1322.0,1130.0,2452.0,3368.0,4530.0,7844.0,8587.0,961.0,11584.0,6440.0,12719.0,548.0,45290.0,342.0,58728.0,70000.0,919.0,272.0,71215.0,868.0,73297.0,79.0,1693.0,72734.0,73000.0,312.0,303.0,365.0,819.0,998.0,325.0,1960.0,353.0,576.0,474.0,800.0,3548.0,5521.0,346.0,424.0,970.0,264.0,1192.0,364.0,866.0,1001.0,1819.0,1395.0,26.0,2681.0,2506.0,2219.0,2325.0,227.0,5022.0,563.0,66.0,7610.0,43.0,71.0,198.0,184.0,50.0,623.0,241.0,112.0,83.0,18.0,77.0,453.0,120.0,1650.0,842.0,11798.0,13023.0,5993.0,1613.0,23578.0,6336.0,5513.0,9572.0,33150.0,33150.0,34431.0,34431.0,947.0,114618.0,262.0,605.0,161.0,788.0,1338.0,1869.0,122804.0,6118.0,121793.0,2835.0,1104.0,1751.0,127693.0
