, LIBBY DAM, KOOTENAI RIV AT LEONIA, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-02-13,2584.0,5796.0,681.0,3475.0,241.0,439.0,234.0,564.0,1287.0,1106.0,2392.0,3291.0,4482.0,7754.0,8495.0,943.0,11554.0,6569.0,12473.0,548.0,45076.0,333.0,58223.0,70000.0,901.0,270.0,71194.0,845.0,73273.0,77.0,1664.0,72694.0,73000.0,310.0,303.0,367.0,813.0,998.0,325.0,1968.0,332.0,546.0,452.0,736.0,3465.0,5221.0,345.0,421.0,962.0,262.0,1178.0,363.0,859.0,994.0,1805.0,1393.0,26.0,2658.0,2480.0,2192.0,2297.0,227.0,4992.0,563.0,69.0,7654.0,43.0,71.0,197.0,182.0,49.0,654.0,232.0,141.0,82.0,18.0,78.0,434.0,115.0,1606.0,1047.0,11885.0,13195.0,5832.0,1567.0,23553.0,6172.0,5325.0,9507.0,33060.0,33060.0,34362.0,34362.0,1132.0,113827.0,249.0,586.0,175.0,768.0,1331.0,1867.0,121727.0,6160.0,120682.0,2854.0,1264.0,1766.0,126474.0
2003-02-14,2558.0,5738.0,660.0,3451.0,234.0,431.0,233.0,543.0,1255.0,1083.0,2338.0,3214.0,4428.0,7677.0,8400.0,934.0,11474.0,6651.0,12183.0,549.0,45198.0,324.0,57818.0,70000.0,885.0,268.0,71175.0,823.0,73252.0,75.0,1641.0,72673.0,73000.0,288.0,288.0,352.0,748.0,975.0,316.0,1964.0,302.0,517.0,428.0,673.0,3401.0,5060.0,344.0,419.0,955.0,260.0,1165.0,363.0,854.0,988.0,1791.0,1391.0,25.0,2637.0,2455.0,2166.0,2270.0,227.0,4963.0,562.0,73.0,7725.0,43.0,71.0,197.0,182.0,48.0,795.0,223.0,164.0,82.0,18.0,79.0,417.0,111.0,1581.0,1339.0,12176.0,13631.0,5688.0,1642.0,23951.0,6047.0,5119.0,9409.0,33360.0,33360.0,34744.0,34744.0,1266.0,113923.0,255.0,577.0,180.0,770.0,1313.0,1877.0,121792.0,6200.0,120756.0,2839.0,1309.0,1785.0,126679.0
2003-02-15,2533.0,5669.0,640.0,3429.0,227.0,423.0,232.0,524.0,1227.0,1061.0,2288.0,3141.0,4380.0,8086.0,8782.0,921.0,11603.0,6644.0,11947.0,536.0,47460.0,316.0,59086.0,70000.0,870.0,266.0,71156.0,802.0,73232.0,74.0,1603.0,72634.0,73000.0,273.0,271.0,333.0,691.0,943.0,298.0,1923.0,276.0,489.0,411.0,614.0,3297.0,4939.0,343.0,416.0,949.0,259.0,1153.0,362.0,848.0,982.0,1778.0,1389.0,25.0,2619.0,2434.0,2142.0,2245.0,227.0,4936.0,562.0,75.0,7742.0,43.0,71.0,196.0,183.0,47.0,1017.0,214.0,169.0,103.0,18.0,80.0,402.0,107.0,1538.0,1431.0,12371.0,14058.0,5544.0,1737.0,24618.0,5951.0,4956.0,9306.0,33924.0,33924.0,35222.0,35222.0,1180.0,114153.0,260.0,582.0,184.0,757.0,1258.0,1846.0,122015.0,6167.0,120941.0,2805.0,1309.0,1794.0,126834.0
2003-02-16,2508.0,5606.0,622.0,3408.0,221.0,416.0,227.0,507.0,1199.0,1040.0,2240.0,3075.0,4335.0,10397.0,11063.0,904.0,13700.0,6574.0,11446.0,527.0,48219.0,309.0,59786.0,70000.0,856.0,264.0,71139.0,782.0,73213.0,72.0,1578.0,72604.0,73000.0,268.0,270.0,334.0,662.0,928.0,287.0,1875.0,260.0,466.0,396.0,563.0,3182.0,4839.0,342.0,414.0,942.0,257.0,1141.0,362.0,843.0,976.0,1766.0,1387.0,25.0,2602.0,2414.0,2121.0,2222.0,227.0,4910.0,546.0,79.0,7738.0,42.0,71.0,195.0,184.0,46.0,1200.0,205.0,177.0,135.0,18.0,81.0,388.0,103.0,1510.0,1506.0,12449.0,14268.0,5405.0,1797.0,25031.0,5841.0,4799.0,9261.0,34292.0,34292.0,35630.0,35630.0,1183.0,114499.0,274.0,604.0,189.0,763.0,1232.0,1818.0,122322.0,6180.0,121249.0,3109.0,1389.0,1939.0,127256.0
2003-02-17,2481.0,5547.0,605.0,3389.0,216.0,410.0,222.0,491.0,1171.0,1021.0,2192.0,3019.0,4294.0,11096.0,11769.0,903.0,14753.0,6634.0,11064.0,539.0,49915.0,302.0,60782.0,70000.0,843.0,262.0,71123.0,763.0,73196.0,71.0,1562.0,72585.0,73000.0,260.0,265.0,322.0,608.0,919.0,286.0,1864.0,245.0,446.0,385.0,530.0,3114.0,4738.0,342.0,412.0,936.0,255.0,1130.0,361.0,838.0,971.0,1754.0,1385.0,25.0,2588.0,2393.0,2100.0,2201.0,227.0,4888.0,529.0,82.0,7755.0,42.0,71.0,194.0,185.0,45.0,1389.0,189.0,188.0,154.0,18.0,83.0,375.0,100.0,1522.0,1715.0,12617.0,14506.0,5292.0,1892.0,25347.0,5791.0,5003.0,9407.0,34755.0,34755.0,36223.0,36223.0,1230.0,114919.0,290.0,613.0,199.0,795.0,1265.0,1825.0,122748.0,6216.0,121660.0,3198.0,1511.0,2031.0,128128.0
2003-02-18,2455.0,5502.0,589.0,3370.0,211.0,404.0,217.0,477.0,1145.0,1002.0,2148.0,2959.0,4256.0,11024.0,11681.0,900.0,14689.0,6760.0,10714.0,542.0,50927.0,297.0,61799.0,70000.0,829.0,261.0,71108.0,745.0,73179.0,70.0,1550.0,74082.0,73000.0,259.0,270.0,329.0,629.0,917.0,289.0,1870.0,235.0,437.0,378.0,508.0,3110.0,4670.0,341.0,410.0,932.0,254.0,1120.0,361.0,833.0,965.0,1742.0,1383.0,25.0,2576.0,2376.0,2081.0,2180.0,227.0,4866.0,512.0,87.0,7803.0,42.0,71.0,193.0,186.0,44.0,1605.0,166.0,218.0,169.0,18.0,141.0,363.0,97.0,1544.0,1728.0,12742.0,14776.0,5211.0,1912.0,25746.0,5896.0,5015.0,9542.0,35287.0,35287.0,36797.0,36797.0,1275.0,115494.0,326.0,648.0,252.0,817.0,1350.0,1907.0,123407.0,6304.0,122349.0,3272.0,1641.0,2068.0,129144.0
2003-02-19,2431.0,5467.0,574.0,3351.0,206.0,399.0,212.0,464.0,1122.0,985.0,2107.0,2901.0,4220.0,10917.0,11559.0,888.0,14490.0,6851.0,10394.0,520.0,50956.0,291.0,61700.0,70000.0,818.0,259.0,71093.0,728.0,73163.0,69.0,1551.0,74732.0,73000.0,251.0,268.0,331.0,641.0,920.0,288.0,1859.0,229.0,451.0,377.0,511.0,3106.0,4690.0,340.0,408.0,926.0,252.0,1111.0,360.0,829.0,960.0,1731.0,1381.0,25.0,2563.0,2358.0,2064.0,2161.0,227.0,4847.0,495.0,90.0,7845.0,42.0,71.0,193.0,185.0,44.0,1762.0,143.0,245.0,170.0,18.0,239.0,351.0,93.0,1509.0,1620.0,12698.0,14814.0,5144.0,1907.0,25897.0,6000.0,4785.0,9601.0,35498.0,35498.0,37031.0,37031.0,1306.0,115913.0,341.0,742.0,332.0,867.0,1344.0,1966.0,123988.0,6354.0,122938.0,3145.0,1678.0,2034.0,129843.0
2003-02-20,2408.0,5436.0,560.0,3333.0,202.0,394.0,207.0,452.0,1100.0,969.0,2069.0,2853.0,4186.0,10823.0,11477.0,870.0,14397.0,6937.0,10202.0,517.0,50780.0,286.0,61350.0,70000.0,809.0,257.0,71080.0,719.0,73149.0,68.0,1565.0,74728.0,73000.0,245.0,263.0,329.0,624.0,918.0,287.0,1871.0,218.0,472.0,372.0,535.0,3126.0,4711.0,339.0,406.0,924.0,251.0,1103.0,360.0,824.0,955.0,1720.0,1380.0,24.0,2551.0,2340.0,2047.0,2144.0,227.0,4828.0,478.0,92.0,7855.0,42.0,71.0,192.0,183.0,43.0,1789.0,120.0,265.0,171.0,18.0,335.0,341.0,90.0,1502.0,1799.0,12888.0,14963.0,5083.0,1865.0,25887.0,5992.0,4660.0,9698.0,35585.0,35585.0,37152.0,37152.0,1273.0,116074.0,301.0,722.0,249.0,948.0,1282.0,1938.0,124279.0,6291.0,123127.0,3122.0,1595.0,1943.0,129941.0
2003-02-21,2386.0,5402.0,547.0,3318.0,198.0,389.0,203.0,441.0,1080.0,953.0,2033.0,2806.0,4153.0,10742.0,11392.0,857.0,14267.0,6924.0,10003.0,493.0,50660.0,281.0,61008.0,70000.0,799.0,256.0,71068.0,707.0,73136.0,66.0,1533.0,74692.0,73000.0,227.0,234.0,313.0,546.0,900.0,278.0,1860.0,206.0,484.0,361.0,555.0,3147.0,4694.0,338.0,404.0,919.0,249.0,1095.0,359.0,820.0,951.0,1709.0,1378.0,24.0,2540.0,2324.0,2031.0,2126.0,227.0,4810.0,460.0,93.0,7840.0,42.0,71.0,191.0,182.0,42.0,1849.0,98.0,282.0,155.0,18.0,407.0,332.0,87.0,1499.0,1701.0,13012.0,15179.0,5030.0,1831.0,26091.0,5911.0,4486.0,9610.0,35701.0,35701.0,37263.0,37263.0,1156.0,116069.0,291.0,666.0,223.0,907.0,1258.0,1846.0,124294.0,6206.0,123019.0,2985.0,1529.0,1833.0,129589.0
2003-02-22,2365.0,5370.0,534.0,3305.0,195.0,385.0,199.0,432.0,1061.0,939.0,2000.0,2763.0,4127.0,10673.0,11332.0,844.0,14215.0,6988.0,9836.0,485.0,50583.0,277.0,60749.0,70000.0,790.0,255.0,71057.0,697.0,73124.0,66.0,1482.0,74626.0,73000.0,232.0,240.0,326.0,588.0,901.0,272.0,1834.0,199.0,483.0,350.0,565.0,3120.0,4673.0,337.0,403.0,914.0,248.0,1088.0,359.0,816.0,946.0,1699.0,1376.0,24.0,2530.0,2308.0,2016.0,2110.0,227.0,4793.0,442.0,94.0,7809.0,42.0,71.0,190.0,181.0,41.0,1823.0,76.0,315.0,155.0,18.0,443.0,323.0,85.0,1499.0,1554.0,12893.0,15035.0,4976.0,1854.0,26037.0,5801.0,4383.0,9547.0,35585.0,35585.0,37165.0,37165.0,1128.0,116059.0,311.0,671.0,219.0,856.0,1290.0,1811.0,124149.0,6161.0,122780.0,2912.0,1513.0,1834.0,129126.0
