, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-06-14,26511.0,39068.0,9738.0,9061.0,11534.0,23142.0,690.0,1964.0,3441.0,7056.0,7036.0,14543.0,888.0,18204.0,28479.0,50139.0,54300.0,5685.0,69648.0,9876.0,10083.08,12680.0,345.0,160507.0,11857.0,186744.0,156788.0,10716.0,9493.0,174475.0,6457.0,178597.0,1950.0,11561.0,187848.0,186794.0,663.0,561.0,227.0,2785.0,899.0,785.0,2456.0,838.0,3098.0,1468.0,6209.0,3993.0,5244.0,762.0,2013.0,3575.0,2741.0,7163.0,5183.0,14917.0,16809.0,22663.0,23860.0,211.0,25184.0,23703.0,21156.0,19474.0,362.0,22405.0,240.0,1129.0,8127.0,1373.0,1212.0,1580.0,1504.0,314.0,1388.0,2772.0,7895.0,5835.0,6258.0,273.0,249.0,31.0,61.0,3178.0,753.0,13127.0,2599.0,31685.0,34584.0,42954.0,10408.0,92037.0,28269.0,11796.0,37677.0,129714.0,129714.0,130067.0,130067.0,1015.0,315948.0,337.0,659.0,200.0,972.0,3228.0,4981.0,328905.0,6412.0,331415.0,2649.0,1282.0,1574.0,329754.0
2010-06-15,24564.0,38643.0,9887.0,8329.0,11096.0,22955.0,713.0,1870.0,3277.0,6657.0,6897.0,13783.0,805.0,16871.0,28508.0,43600.0,47172.0,5497.0,60732.0,8928.0,8873.71,10842.0,322.0,154428.0,11048.0,178039.0,165000.0,10637.0,8780.0,184846.0,5172.0,191506.0,1654.0,11525.0,204070.0,203873.0,484.0,464.0,234.0,2163.0,1162.0,688.0,2541.0,746.0,2686.0,1282.0,5301.0,3693.0,5302.0,712.0,1912.0,3199.0,2734.0,6224.0,4977.0,14778.0,16521.0,22095.0,23282.0,205.0,24439.0,22947.0,20696.0,19180.0,337.0,22373.0,240.0,1063.0,8142.0,1558.0,1387.0,1506.0,1405.0,322.0,1284.0,2763.0,7694.0,5515.0,6321.0,261.0,240.0,28.0,59.0,3338.0,758.0,13353.0,2199.0,31043.0,33325.0,40446.0,9439.0,85496.0,26493.0,10690.0,36288.0,121784.0,121784.0,122122.0,122122.0,916.0,328730.0,307.0,572.0,196.0,859.0,2935.0,4493.0,338792.0,6381.0,341030.0,2504.0,1097.0,1552.0,345523.0
2010-06-16,22577.0,36124.0,9521.0,7791.0,11074.0,21979.0,846.0,1790.0,3100.0,6641.0,7164.0,13834.0,767.0,16081.0,27813.0,41148.0,44451.0,5332.0,57354.0,8097.0,8009.9,9837.0,310.0,149212.0,10290.0,170886.0,165000.0,10448.0,7397.0,183503.0,4357.0,189824.0,1333.0,10457.0,201938.0,202074.0,396.0,371.0,253.0,1740.0,1447.0,606.0,2723.0,663.0,2328.0,1090.0,4496.0,3113.0,5071.0,746.0,2201.0,3610.0,3160.0,5884.0,5070.0,15047.0,16980.0,22249.0,22549.0,202.0,23049.0,21629.0,19645.0,18356.0,331.0,21938.0,239.0,1004.0,8118.0,1629.0,1464.0,1448.0,1357.0,358.0,1227.0,2920.0,7439.0,5019.0,5966.0,257.0,231.0,26.0,56.0,3569.0,808.0,13271.0,1868.0,30559.0,32893.0,38834.0,8601.0,82279.0,26139.0,10068.0,35656.0,117935.0,117935.0,118258.0,118258.0,836.0,329248.0,284.0,504.0,204.0,746.0,2709.0,4104.0,341575.0,6321.0,344284.0,2298.0,952.0,1475.0,349555.0
2010-06-17,21670.0,30592.0,9087.0,8592.0,13305.0,22257.0,904.0,1761.0,2987.0,7122.0,7595.0,14717.0,703.0,16453.0,27602.0,41213.0,44542.0,5157.0,55494.0,7356.0,7316.79,8939.0,294.0,149578.0,9665.0,168428.0,165000.0,10119.0,6306.0,182134.0,3854.0,187293.0,1123.0,9352.0,198283.0,198438.0,375.0,345.0,306.0,1754.0,1769.0,540.0,2976.0,615.0,2096.0,1062.0,3992.0,2925.0,4616.0,748.0,2203.0,3634.0,3390.0,6230.0,5547.0,15036.0,17143.0,22646.0,22414.0,189.0,21914.0,20380.0,18129.0,16997.0,338.0,20737.0,239.0,952.0,8029.0,1492.0,1356.0,1405.0,1277.0,328.0,1195.0,2746.0,7178.0,4523.0,5388.0,246.0,219.0,23.0,51.0,3294.0,784.0,12875.0,1686.0,29661.0,31919.0,37621.0,7881.0,79393.0,26600.0,10330.0,35949.0,115342.0,115342.0,115653.0,115653.0,780.0,322786.0,266.0,449.0,204.0,632.0,2542.0,3839.0,334880.0,6235.0,337612.0,2117.0,842.0,1390.0,342778.0
2010-06-18,20714.0,25703.0,8804.0,7666.0,10948.0,21335.0,769.0,1704.0,2993.0,7537.0,7362.0,14899.0,630.0,17077.0,27948.0,43300.0,46826.0,4990.0,53906.0,6777.0,7204.88,8590.0,249.0,146456.0,9494.0,166156.0,157500.0,9525.0,5500.0,174996.0,3593.0,181010.0,982.0,8889.0,192869.0,193335.0,356.0,335.0,373.0,1946.0,2138.0,480.0,3237.0,576.0,1959.0,1083.0,3652.0,2959.0,4332.0,686.0,1818.0,2958.0,2983.0,6222.0,5549.0,14240.0,16169.0,21960.0,21869.0,176.0,21989.0,20469.0,17826.0,16678.0,326.0,19771.0,239.0,899.0,7956.0,1334.0,1225.0,1382.0,1216.0,289.0,1033.0,2346.0,6909.0,4121.0,4828.0,208.0,207.0,21.0,47.0,2559.0,668.0,11567.0,1522.0,27870.0,30250.0,35699.0,7234.0,75838.0,25887.0,9341.0,35382.0,111220.0,111220.0,111518.0,111518.0,727.0,315844.0,251.0,394.0,204.0,538.0,2293.0,3547.0,327522.0,6135.0,330158.0,1984.0,787.0,1346.0,335018.0
2010-06-19,20340.0,23393.0,8729.0,6814.0,8946.0,20163.0,691.0,1588.0,2967.0,7164.0,6440.0,13603.0,600.0,16273.0,26332.0,44416.0,48103.0,4829.0,54013.0,6348.0,6809.43,8135.0,235.0,141907.0,9230.0,160335.0,135000.0,8982.0,4927.0,150211.0,3577.0,155483.0,915.0,8971.0,167816.0,168732.0,337.0,327.0,400.0,1891.0,2487.0,432.0,3501.0,555.0,1849.0,1137.0,3369.0,2970.0,4257.0,641.0,1631.0,2533.0,2732.0,5580.0,5074.0,13481.0,15145.0,20623.0,21262.0,167.0,21208.0,19811.0,17536.0,16641.0,302.0,19728.0,238.0,849.0,7865.0,1289.0,1197.0,1301.0,1124.0,269.0,854.0,2083.0,6655.0,3936.0,4561.0,176.0,196.0,18.0,43.0,2216.0,590.0,10250.0,1386.0,25681.0,27953.0,33502.0,6710.0,70800.0,22867.0,8146.0,32600.0,103400.0,103400.0,103685.0,103685.0,682.0,295536.0,238.0,349.0,202.0,478.0,2117.0,3264.0,310495.0,6030.0,313608.0,1876.0,755.0,1335.0,319587.0
2010-06-20,19736.0,22993.0,9211.0,6485.0,8087.0,20226.0,668.0,1492.0,2875.0,6726.0,5658.0,12384.0,567.0,14850.0,25315.0,40333.0,43752.0,4673.0,49884.0,5982.0,6448.13,7631.0,230.0,140641.0,9231.0,158424.0,138750.0,8763.0,4668.0,151811.0,3577.0,155286.0,870.0,9174.0,164753.0,164591.0,315.0,314.0,413.0,1795.0,2661.0,399.0,3665.0,530.0,1754.0,1068.0,3122.0,2905.0,4226.0,616.0,1515.0,2260.0,2669.0,4927.0,4689.0,13128.0,14696.0,19805.0,20597.0,159.0,19910.0,18548.0,16443.0,15787.0,273.0,19114.0,238.0,802.0,7759.0,1306.0,1226.0,1236.0,1038.0,255.0,732.0,1923.0,6406.0,3614.0,4309.0,149.0,185.0,16.0,38.0,1940.0,540.0,9174.0,1271.0,23941.0,26071.0,31533.0,6404.0,66375.0,20714.0,7504.0,28071.0,94445.0,94445.0,94716.0,94716.0,648.0,268711.0,227.0,314.0,187.0,456.0,1981.0,3028.0,281003.0,5925.0,283912.0,1784.0,720.0,1327.0,289624.0
2010-06-21,19183.0,22792.0,9299.0,5917.0,7424.0,19851.0,647.0,1390.0,2737.0,6365.0,5097.0,11462.0,530.0,13729.0,24916.0,35705.0,38756.0,4527.0,44541.0,5662.0,6135.03,7183.0,220.0,135748.0,9087.0,153764.0,150000.0,8909.0,4498.0,163258.0,3498.0,166865.0,832.0,9262.0,176057.0,175639.0,297.0,301.0,428.0,1713.0,2713.0,370.0,3643.0,510.0,1655.0,1068.0,2878.0,2643.0,4131.0,592.0,1375.0,1952.0,2588.0,4393.0,4408.0,12948.0,14434.0,19343.0,19794.0,150.0,18602.0,17252.0,15146.0,14656.0,249.0,17969.0,238.0,758.0,7646.0,1284.0,1218.0,1182.0,961.0,242.0,635.0,1779.0,6159.0,3127.0,3813.0,120.0,174.0,13.0,34.0,1684.0,503.0,8180.0,1167.0,22218.0,24322.0,29715.0,6133.0,63622.0,19135.0,7049.0,25822.0,89444.0,89444.0,89701.0,89701.0,604.0,265524.0,217.0,280.0,174.0,430.0,1868.0,2822.0,273572.0,5823.0,275589.0,1705.0,702.0,1322.0,279384.0
2010-06-22,18544.0,22399.0,9067.0,5506.0,7106.0,19126.0,661.0,1332.0,2590.0,6087.0,4617.0,10703.0,501.0,12796.0,23952.0,33906.0,36828.0,4379.0,42115.0,5378.0,5857.46,6853.0,211.0,131134.0,8427.0,147699.0,149450.0,8904.0,4233.0,162963.0,3410.0,167057.0,810.0,9411.0,177506.0,177537.0,293.0,305.0,449.0,1761.0,2774.0,344.0,3619.0,507.0,1598.0,1165.0,2674.0,2344.0,3901.0,577.0,1309.0,1764.0,2519.0,3950.0,4197.0,12760.0,14289.0,18923.0,18979.0,142.0,17206.0,15871.0,13798.0,13481.0,233.0,16761.0,237.0,722.0,7540.0,1315.0,1260.0,1143.0,894.0,249.0,621.0,1687.0,5915.0,2637.0,3281.0,92.0,162.0,11.0,30.0,1596.0,477.0,7247.0,1078.0,20422.0,22465.0,28118.0,5886.0,59772.0,17665.0,6522.0,24506.0,84278.0,84278.0,84522.0,84522.0,567.0,268660.0,208.0,254.0,166.0,407.0,1788.0,2647.0,277339.0,5724.0,279276.0,1651.0,684.0,1331.0,282957.0
2010-06-23,19144.0,19608.0,9378.0,5574.0,7004.0,19336.0,723.0,1265.0,2453.0,6000.0,4627.0,10627.0,474.0,12254.0,23319.0,34227.0,37184.0,4232.0,41165.0,5120.0,5607.05,6583.0,201.0,127598.0,7756.0,143145.0,145282.0,8581.0,3923.0,158613.0,3335.0,162922.0,799.0,9739.0,174128.0,174325.0,291.0,314.0,471.0,1865.0,2841.0,320.0,3630.0,509.0,1577.0,1206.0,2522.0,2165.0,3615.0,573.0,1255.0,1651.0,2492.0,3633.0,4008.0,12765.0,14515.0,18900.0,18167.0,134.0,15874.0,14536.0,12430.0,12270.0,221.0,15493.0,237.0,689.0,7448.0,1557.0,1508.0,1107.0,852.0,271.0,642.0,1708.0,5680.0,2149.0,2768.0,78.0,151.0,8.0,26.0,1578.0,454.0,6444.0,1010.0,18796.0,20757.0,27011.0,5667.0,56469.0,17332.0,6123.0,23680.0,80149.0,80149.0,80380.0,80380.0,534.0,262904.0,199.0,238.0,170.0,382.0,1852.0,2554.0,272121.0,5627.0,274186.0,1607.0,665.0,1347.0,278373.0
