, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2014-04-29,9536.0,31428.0,4242.0,4396.0,5824.0,21940.0,365.0,1240.0,765.0,3812.0,6446.0,3731.0,10177.0,1366.0,13780.0,26680.0,38484.0,40720.0,3844.0,47333.0,19650.0,18663.0,19955.0,1104.0,116941.0,6903.0,144048.0,154084.0,4668.0,1684.0,159522.0,1846.0,159362.0,354.0,3968.0,161576.0,161878.0,705.0,478.0,1842.0,1198.0,534.0,4068.0,343.0,1552.0,630.0,3784.0,4104.0,5676.0,768.0,1167.0,2472.0,1004.0,2527.0,1817.0,2719.0,4305.0,7435.0,11241.0,270.0,11886.0,11154.0,9906.0,9503.0,284.0,12197.0,0.0,254.0,5782.0,160.0,153.0,478.0,365.0,88.0,458.0,1336.0,4594.0,1194.0,1314.0,218.0,209.0,14.0,82.0,1680.0,438.0,4166.0,1731.0,14232.0,15979.0,18071.0,6441.0,44988.0,19126.0,11486.0,32601.0,77589.0,75398.0,81282.0,83798.0,1340.0,268478.0,574.0,1139.0,219.0,1294.0,3478.0,4780.0,266569.0,6174.0,271481.0,2233.0,1426.0,1523.0,276609.0
2014-04-30,9116.0,30749.0,3854.0,4303.0,5755.0,19254.0,351.0,1119.0,706.0,3428.0,5788.0,3359.0,9147.0,1316.0,12395.0,25705.0,37361.0,39612.0,3759.0,45910.0,17259.0,18707.0,20151.0,912.0,118134.0,6785.0,145530.0,154998.0,4442.0,1569.0,160855.0,1828.0,164237.0,370.0,4000.0,166345.0,166248.0,696.0,517.0,1825.0,1543.0,528.0,3912.0,317.0,1536.0,691.0,3621.0,3684.0,5176.0,725.0,1104.0,2150.0,934.0,2165.0,1534.0,2565.0,4010.0,6881.0,11182.0,374.0,11237.0,10546.0,9391.0,9059.0,256.0,11788.0,0.0,233.0,5766.0,160.0,151.0,469.0,358.0,89.0,382.0,1294.0,4532.0,1178.0,1197.0,179.0,213.0,13.0,156.0,2033.0,441.0,4063.0,1578.0,13376.0,15300.0,17277.0,5618.0,38521.0,17344.0,9963.0,30307.0,68827.0,67632.0,68462.0,69515.0,1138.0,244937.0,483.0,933.0,201.0,1055.0,3657.0,4624.0,253999.0,6195.0,257339.0,2283.0,1451.0,1456.0,264466.0
2014-05-01,9034.0,30075.0,4662.0,4854.0,6819.0,17464.0,340.0,1047.0,736.0,3307.0,5527.0,3066.0,8593.0,1460.0,11591.0,22067.0,36603.0,38905.0,3702.0,45090.0,16164.0,18524.0,19988.0,721.0,119291.0,7742.0,147455.0,154998.0,4110.0,1588.0,160602.0,2698.0,164092.0,544.0,4833.0,167210.0,167148.0,826.0,674.0,1880.0,2608.0,972.0,4062.0,464.0,1743.0,943.0,4256.0,3808.0,4774.0,708.0,1065.0,1972.0,893.0,1812.0,1515.0,2493.0,3936.0,6617.0,11150.0,408.0,10616.0,9974.0,8824.0,8519.0,244.0,11110.0,0.0,226.0,5682.0,160.0,147.0,473.0,520.0,91.0,339.0,1616.0,4575.0,1162.0,1102.0,161.0,173.0,12.0,184.0,2784.0,584.0,4459.0,1623.0,13320.0,14853.0,16889.0,5466.0,37027.0,17222.0,10062.0,26302.0,63328.0,63328.0,64081.0,64257.0,950.0,240264.0,445.0,822.0,188.0,847.0,3990.0,4964.0,251621.0,6204.0,253132.0,2600.0,1601.0,1499.0,258338.0
2014-05-02,11603.0,26341.0,6950.0,5903.0,8464.0,20666.0,333.0,1182.0,983.0,3637.0,6020.0,3135.0,9155.0,1748.0,11914.0,23214.0,36954.0,39438.0,3722.0,45622.0,17675.0,18327.0,19734.0,683.0,121084.0,10252.0,151549.0,154998.0,4102.0,2150.0,160718.0,5001.0,164552.0,986.0,7252.0,170073.0,169930.0,1145.0,880.0,2318.0,3878.0,1638.0,4983.0,809.0,2634.0,1322.0,5556.0,5052.0,4848.0,747.0,1117.0,2076.0,943.0,1606.0,1709.0,2494.0,4087.0,6819.0,11154.0,417.0,10064.0,9440.0,8220.0,7941.0,234.0,10420.0,0.0,224.0,5593.0,178.0,161.0,493.0,546.0,116.0,331.0,2248.0,4679.0,1146.0,1032.0,152.0,162.0,12.0,198.0,2801.0,746.0,5324.0,1737.0,13949.0,15526.0,17996.0,7472.0,41634.0,20022.0,11899.0,22865.0,64498.0,64498.0,65216.0,65216.0,915.0,236968.0,482.0,818.0,178.0,730.0,4467.0,5451.0,248142.0,6305.0,249752.0,3172.0,1770.0,1691.0,255726.0
2014-05-03,15914.0,23679.0,8672.0,6748.0,9578.0,23720.0,354.0,1459.0,1211.0,4287.0,7178.0,4676.0,11855.0,2050.0,14300.0,27212.0,38809.0,41651.0,3805.0,47966.0,20688.0,18343.0,19658.0,786.0,123136.0,12892.0,156213.0,154998.0,5879.0,3292.0,162009.0,6821.0,166179.0,1356.0,9408.0,173985.0,173814.0,1211.0,1008.0,2236.0,4531.0,1938.0,6094.0,1001.0,3460.0,1532.0,6838.0,8319.0,6055.0,845.0,1233.0,2442.0,1094.0,1732.0,2146.0,2573.0,4391.0,7480.0,11200.0,422.0,9739.0,9056.0,7702.0,7429.0,228.0,9793.0,0.0,221.0,5505.0,306.0,269.0,545.0,534.0,130.0,312.0,2790.0,4753.0,1130.0,999.0,146.0,158.0,10.0,221.0,2774.0,851.0,6176.0,1784.0,14804.0,16733.0,20571.0,8553.0,46180.0,24760.0,14049.0,27228.0,73408.0,74248.0,74932.0,74932.0,941.0,247683.0,541.0,913.0,170.0,777.0,4988.0,6041.0,257449.0,6419.0,258643.0,3723.0,1812.0,1854.0,264442.0
2014-05-04,16366.0,23179.0,7736.0,6932.0,10288.0,23531.0,366.0,1532.0,1243.0,4706.0,7895.0,5911.0,13807.0,2448.0,17767.0,29493.0,42983.0,46451.0,3998.0,53256.0,26519.0,18764.0,19931.0,1184.0,125894.0,15016.0,161526.0,154998.0,8650.0,4226.0,165338.0,6923.0,169848.0,1326.0,9730.0,178278.0,178122.0,1063.0,980.0,1898.0,4085.0,1520.0,5886.0,871.0,3385.0,1404.0,6732.0,9591.0,8890.0,1005.0,1506.0,3147.0,1314.0,2260.0,2886.0,2762.0,4862.0,8487.0,11255.0,430.0,9821.0,9054.0,7455.0,7151.0,229.0,9366.0,0.0,216.0,5416.0,445.0,384.0,622.0,602.0,118.0,290.0,3090.0,4775.0,1114.0,1006.0,144.0,151.0,9.0,238.0,2860.0,909.0,6676.0,1830.0,15507.0,17949.0,23476.0,8126.0,50531.0,28890.0,16624.0,31536.0,82066.0,83327.0,83982.0,83982.0,955.0,264652.0,552.0,952.0,164.0,895.0,4987.0,6306.0,274533.0,6391.0,275513.0,3764.0,1715.0,1862.0,281556.0
2014-05-05,13002.0,24269.0,5996.0,6493.0,9142.0,21544.0,356.0,1436.0,1146.0,4848.0,7936.0,6016.0,13952.0,2454.0,18998.0,28625.0,45673.0,49626.0,4068.0,56460.0,31879.0,19798.0,20787.0,1124.0,127002.0,15680.0,164450.0,154998.0,9814.0,4062.0,167964.0,5128.0,171079.0,972.0,7970.0,178634.0,178702.0,886.0,828.0,1685.0,3022.0,990.0,4964.0,717.0,2971.0,1243.0,5767.0,7945.0,9937.0,1105.0,1571.0,3434.0,1458.0,3099.0,3613.0,2999.0,5177.0,9270.0,11369.0,429.0,10298.0,9459.0,7622.0,7280.0,228.0,9317.0,0.0,207.0,5321.0,424.0,358.0,615.0,606.0,110.0,289.0,3132.0,4722.0,1098.0,1024.0,141.0,130.0,9.0,254.0,2684.0,871.0,6718.0,1778.0,15730.0,18673.0,25109.0,6560.0,52562.0,29685.0,17544.0,33114.0,85676.0,85676.0,86314.0,86314.0,946.0,275348.0,544.0,906.0,158.0,897.0,4253.0,5637.0,286940.0,6213.0,288039.0,3394.0,1555.0,1770.0,294642.0
2014-05-06,11501.0,23972.0,4772.0,5972.0,7459.0,19688.0,348.0,1329.0,1048.0,4415.0,7251.0,5513.0,12764.0,2272.0,17953.0,26232.0,44906.0,48930.0,4085.0,55900.0,27680.0,20983.0,21997.0,810.0,127783.0,14777.0,165555.0,155824.0,9528.0,3455.0,168828.0,4118.0,170261.0,744.0,6615.0,176532.0,176588.0,778.0,732.0,1549.0,2524.0,808.0,4458.0,609.0,2736.0,1104.0,5148.0,7004.0,8951.0,1018.0,1609.0,3440.0,1476.0,3655.0,3520.0,3127.0,5242.0,9469.0,11602.0,413.0,11064.0,10185.0,8166.0,7795.0,226.0,9715.0,0.0,200.0,5228.0,358.0,296.0,584.0,569.0,104.0,298.0,2966.0,4642.0,1082.0,1090.0,141.0,119.0,8.0,291.0,2377.0,797.0,6380.0,1670.0,15476.0,18713.0,25598.0,5530.0,52545.0,27007.0,15888.0,30867.0,83412.0,82572.0,83190.0,83190.0,890.0,273376.0,501.0,856.0,153.0,881.0,3807.0,4973.0,286150.0,6086.0,287459.0,3186.0,1395.0,1717.0,294433.0
2014-05-07,10977.0,22836.0,4223.0,5330.0,6072.0,17933.0,340.0,1196.0,934.0,3922.0,6476.0,4884.0,11360.0,2022.0,16087.0,23999.0,42708.0,46624.0,4101.0,53801.0,21693.0,21498.0,22684.0,650.0,127686.0,13722.0,165260.0,156874.0,8652.0,3024.0,169106.0,3642.0,170010.0,606.0,5854.0,175834.0,175894.0,679.0,640.0,1426.0,2224.0,562.0,3996.0,526.0,2516.0,981.0,4501.0,6044.0,7903.0,948.0,1601.0,3449.0,1455.0,3845.0,2980.0,3090.0,5122.0,8923.0,11824.0,395.0,11533.0,10692.0,8766.0,8446.0,227.0,10391.0,0.0,191.0,5135.0,269.0,216.0,530.0,500.0,95.0,300.0,2545.0,4566.0,1066.0,1120.0,137.0,114.0,7.0,294.0,2129.0,695.0,5852.0,1506.0,14890.0,18259.0,25189.0,4965.0,51410.0,23266.0,14038.0,27228.0,78638.0,77378.0,77980.0,77980.0,766.0,265556.0,422.0,772.0,148.0,835.0,3280.0,4431.0,278139.0,5998.0,279423.0,3049.0,1235.0,1619.0,286240.0
2014-05-08,10636.0,21616.0,3970.0,4866.0,5460.0,16153.0,330.0,1096.0,854.0,3519.0,5815.0,4226.0,10042.0,1811.0,14216.0,21644.0,40599.0,44415.0,4108.0,51324.0,17832.0,21409.0,22700.0,658.0,127261.0,12725.0,163866.0,152282.0,7860.0,2811.0,163830.0,3522.0,165019.0,541.0,5562.0,171435.0,171717.0,641.0,596.0,1336.0,2080.0,464.0,3563.0,516.0,2412.0,964.0,4132.0,4852.0,7028.0,890.0,1476.0,3162.0,1390.0,3804.0,2538.0,3030.0,4905.0,8550.0,12042.0,372.0,11700.0,10882.0,9027.0,8780.0,214.0,10831.0,0.0,178.0,5039.0,243.0,191.0,502.0,438.0,92.0,300.0,2188.0,4502.0,1049.0,1045.0,133.0,111.0,7.0,246.0,1762.0,599.0,5392.0,1380.0,14140.0,17475.0,24089.0,4617.0,49476.0,19804.0,12648.0,23608.0,73084.0,73084.0,73668.0,73668.0,658.0,258587.0,347.0,680.0,143.0,728.0,2782.0,3837.0,270664.0,5910.0,271796.0,2994.0,1089.0,1547.0,278198.0
