, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-04-30,20664.0,24364.0,7086.0,7571.0,11838.0,20003.0,244.0,1137.0,1183.0,3643.0,5421.0,5414.0,11199.0,1544.0,13778.0,20535.0,28775.0,30491.0,3545.0,37330.0,13337.0,12858.0,514.0,109568.0,7997.0,131598.0,143416.0,6990.0,4480.0,152386.0,4554.0,152755.0,675.0,5574.0,152480.0,152370.0,656.0,513.0,426.0,1432.0,1577.0,741.0,3285.0,427.0,1826.0,653.0,3001.0,3857.0,4574.0,978.0,2594.0,4237.0,1498.0,3545.0,4944.0,3597.0,4713.0,7931.0,8448.0,168.0,6574.0,6023.0,3290.0,2933.0,236.0,7160.0,235.0,842.0,6287.0,713.0,666.0,582.0,423.0,162.0,624.0,2157.0,3319.0,939.0,487.0,127.0,193.0,0.0,393.0,2939.0,785.0,4110.0,1369.0,12361.0,12880.0,24355.0,4533.0,38015.0,26237.0,15192.0,35678.0,73693.0,73693.0,74099.0,74099.0,493.0,225679.0,276.0,482.0,115.0,157.0,2760.0,3586.0,235047.0,5836.0,235885.0,2126.0,1089.0,1326.0,239449.0
2007-05-01,19588.0,24649.0,6861.0,7800.0,12272.0,22056.0,270.0,1424.0,1271.0,4260.0,6290.0,5927.0,12566.0,1545.0,15612.0,23666.0,30931.0,32644.0,3558.0,39229.0,14127.0,13162.0,442.0,113018.0,7286.0,134442.0,145172.0,6980.0,4311.0,157046.0,4084.0,160808.0,661.0,5086.0,166106.0,165985.0,644.0,548.0,460.0,1634.0,1671.0,775.0,3241.0,435.0,1692.0,631.0,2599.0,3391.0,4506.0,1014.0,2954.0,4476.0,1515.0,4183.0,4636.0,4461.0,5385.0,9121.0,8582.0,166.0,7612.0,7035.0,4158.0,3458.0,233.0,7213.0,248.0,944.0,6328.0,844.0,775.0,702.0,509.0,209.0,817.0,2432.0,3428.0,970.0,495.0,122.0,199.0,0.0,377.0,2652.0,824.0,4889.0,1367.0,13267.0,13901.0,26704.0,4774.0,45528.0,27969.0,15630.0,38600.0,84128.0,84128.0,84528.0,84528.0,593.0,242920.0,239.0,400.0,110.0,105.0,2875.0,3670.0,246814.0,5882.0,247095.0,2119.0,1079.0,1274.0,249667.0
2007-05-02,20037.0,22807.0,7394.0,8052.0,12389.0,23464.0,289.0,1796.0,1425.0,5129.0,7669.0,5882.0,13886.0,1660.0,17281.0,25969.0,33591.0,35457.0,3674.0,42735.0,14442.0,13526.0,501.0,117440.0,7149.0,139314.0,145000.0,6754.0,4069.0,156229.0,4182.0,159678.0,742.0,4780.0,164523.0,164553.0,708.0,681.0,575.0,2213.0,1871.0,894.0,3474.0,483.0,1702.0,626.0,2449.0,3277.0,4337.0,1089.0,3170.0,4722.0,1546.0,4754.0,4520.0,4911.0,5882.0,9760.0,8568.0,168.0,8693.0,8188.0,5492.0,4583.0,240.0,7983.0,267.0,1046.0,6470.0,839.0,754.0,774.0,643.0,221.0,847.0,2862.0,3618.0,1002.0,655.0,117.0,222.0,0.0,435.0,2780.0,887.0,5750.0,1282.0,13982.0,14704.0,26601.0,4940.0,48189.0,28683.0,16507.0,39105.0,87295.0,87295.0,87692.0,87692.0,745.0,256337.0,299.0,389.0,107.0,76.0,2944.0,3714.0,264659.0,6149.0,265770.0,2317.0,1184.0,1211.0,269504.0
2007-05-03,21205.0,21151.0,7575.0,8205.0,12136.0,24177.0,340.0,2035.0,1504.0,5942.0,8970.0,6564.0,15854.0,1738.0,19504.0,27561.0,36402.0,38238.0,3994.0,46071.0,15024.0,13857.0,700.0,121300.0,7443.0,143841.0,145000.0,6679.0,4126.0,156005.0,4551.0,159515.0,803.0,4772.0,164299.0,164303.0,722.0,719.0,629.0,2364.0,2006.0,967.0,3706.0,480.0,1715.0,596.0,2370.0,3479.0,4282.0,1208.0,2941.0,4731.0,1582.0,5127.0,4465.0,5059.0,6187.0,10595.0,8562.0,265.0,9306.0,8870.0,6557.0,5849.0,238.0,9092.0,285.0,1190.0,7017.0,718.0,632.0,709.0,638.0,219.0,872.0,3123.0,3897.0,1030.0,735.0,115.0,283.0,0.0,454.0,3498.0,953.0,6672.0,1461.0,15234.0,15820.0,27698.0,5400.0,51914.0,29668.0,16667.0,40345.0,92259.0,92259.0,92656.0,92656.0,818.0,259874.0,358.0,586.0,102.0,78.0,3032.0,3864.0,268489.0,6101.0,269669.0,2369.0,1250.0,1170.0,274098.0
2007-05-04,20549.0,21104.0,6889.0,7883.0,11494.0,23263.0,460.0,2221.0,1492.0,6420.0,9655.0,6848.0,16808.0,1755.0,21662.0,27208.0,39793.0,41530.0,4144.0,49029.0,14823.0,14156.0,589.0,124255.0,7615.0,147101.0,141250.0,7235.0,4135.0,153098.0,4349.0,157294.0,732.0,4642.0,162751.0,162948.0,718.0,717.0,653.0,2307.0,2045.0,937.0,3697.0,465.0,1674.0,591.0,2224.0,3400.0,4260.0,1008.0,2245.0,4021.0,1523.0,5141.0,3842.0,4791.0,6101.0,10755.0,8706.0,295.0,9656.0,9219.0,7092.0,6605.0,234.0,9842.0,304.0,1220.0,7238.0,570.0,491.0,615.0,540.0,188.0,876.0,2717.0,4031.0,1058.0,802.0,112.0,208.0,0.0,460.0,3287.0,905.0,6818.0,1552.0,16632.0,17418.0,29311.0,5349.0,54389.0,29285.0,15718.0,40197.0,94586.0,94586.0,94980.0,94980.0,763.0,263408.0,283.0,533.0,96.0,245.0,2912.0,3937.0,272746.0,6028.0,273840.0,2175.0,1173.0,1107.0,278316.0
2007-05-05,19318.0,20770.0,5839.0,6958.0,10152.0,21432.0,444.0,2217.0,1329.0,6318.0,9580.0,6471.0,16341.0,1510.0,21594.0,25680.0,41583.0,43241.0,4095.0,50693.0,13599.0,14481.0,447.0,127745.0,7558.0,150616.0,126250.0,8022.0,4088.0,138923.0,4021.0,143482.0,644.0,4367.0,149700.0,150315.0,647.0,645.0,602.0,2044.0,2047.0,833.0,3613.0,441.0,1590.0,530.0,2037.0,3031.0,4053.0,863.0,1631.0,3244.0,1257.0,4581.0,3236.0,4200.0,5423.0,9694.0,8972.0,200.0,9904.0,9540.0,7612.0,7109.0,238.0,10248.0,323.0,1123.0,7194.0,422.0,355.0,569.0,491.0,177.0,833.0,2111.0,3990.0,1086.0,860.0,108.0,163.0,0.0,458.0,2601.0,787.0,5792.0,1271.0,16632.0,17914.0,28627.0,4847.0,55444.0,27285.0,14148.0,38412.0,93856.0,93856.0,94248.0,94248.0,676.0,258286.0,233.0,431.0,91.0,193.0,2703.0,3735.0,269887.0,5920.0,271202.0,1983.0,1035.0,1050.0,276178.0
2007-05-06,18648.0,20438.0,4982.0,5856.0,9077.0,19357.0,392.0,1984.0,1156.0,5804.0,8751.0,5600.0,14626.0,1248.0,20067.0,23364.0,41309.0,42913.0,3993.0,50345.0,11890.0,14454.0,395.0,128404.0,7436.0,151761.0,122500.0,8660.0,3838.0,133304.0,3758.0,135532.0,587.0,3873.0,138898.0,138955.0,551.0,535.0,493.0,1687.0,1914.0,721.0,3338.0,404.0,1459.0,472.0,1830.0,2454.0,3626.0,830.0,1269.0,2809.0,1088.0,3706.0,2779.0,3647.0,4741.0,8624.0,9375.0,157.0,9320.0,9012.0,7489.0,7357.0,228.0,10350.0,342.0,990.0,7089.0,326.0,268.0,525.0,420.0,161.0,763.0,1768.0,3993.0,1114.0,847.0,105.0,144.0,0.0,431.0,2169.0,674.0,4644.0,990.0,15349.0,16822.0,25474.0,4333.0,51814.0,24566.0,12489.0,35761.0,87575.0,87575.0,87963.0,87963.0,617.0,240194.0,208.0,384.0,87.0,96.0,2420.0,3404.0,252963.0,5840.0,254547.0,1860.0,918.0,1013.0,260072.0
2007-05-07,18248.0,20319.0,4538.0,5110.0,8358.0,18027.0,363.0,1801.0,1066.0,5250.0,7896.0,4906.0,13063.0,1135.0,18090.0,21544.0,39827.0,41455.0,3912.0,48933.0,10530.0,12902.0,376.0,126825.0,7317.0,148505.0,138875.0,8725.0,3787.0,152197.0,3936.0,155712.0,585.0,3508.0,158366.0,157806.0,539.0,507.0,478.0,1658.0,1891.0,683.0,3155.0,404.0,1381.0,471.0,1754.0,1917.0,3051.0,811.0,1117.0,2566.0,1024.0,3055.0,2518.0,3327.0,4350.0,7854.0,9793.0,146.0,8725.0,8357.0,6807.0,6877.0,218.0,9760.0,361.0,868.0,6926.0,283.0,227.0,498.0,358.0,156.0,696.0,1583.0,4046.0,1142.0,808.0,102.0,135.0,0.0,390.0,1985.0,608.0,3688.0,784.0,13961.0,15349.0,22759.0,3899.0,46714.0,22131.0,11583.0,33184.0,79899.0,79899.0,80283.0,80283.0,579.0,233820.0,194.0,359.0,81.0,25.0,2159.0,3065.0,241705.0,5824.0,242506.0,1782.0,833.0,988.0,246294.0
2007-05-08,17852.0,20281.0,4299.0,4812.0,8098.0,17207.0,341.0,1683.0,1015.0,4768.0,7215.0,4528.0,11989.0,1140.0,16757.0,20326.0,38447.0,40037.0,3849.0,47328.0,9936.0,11847.0,356.0,125883.0,7259.0,146169.0,120500.0,8677.0,3985.0,133639.0,4109.0,137753.0,646.0,3473.0,142946.0,143644.0,574.0,547.0,502.0,1775.0,1922.0,710.0,3136.0,423.0,1388.0,540.0,1811.0,1707.0,2544.0,798.0,1095.0,2478.0,926.0,2653.0,2371.0,3196.0,4094.0,7302.0,10187.0,121.0,8337.0,7901.0,6244.0,6244.0,211.0,8821.0,380.0,766.0,6817.0,263.0,207.0,501.0,330.0,158.0,640.0,1483.0,4128.0,1170.0,804.0,98.0,132.0,0.0,369.0,1875.0,597.0,3067.0,642.0,12763.0,14020.0,20941.0,3546.0,42511.0,20707.0,11070.0,31549.0,74060.0,74060.0,74441.0,74441.0,582.0,234165.0,183.0,336.0,77.0,1.0,1931.0,2771.0,245337.0,5802.0,246360.0,1789.0,780.0,991.0,250415.0
2007-05-09,17630.0,20360.0,4226.0,4709.0,7809.0,15066.0,323.0,1603.0,1004.0,4415.0,6777.0,4451.0,11458.0,1170.0,15914.0,19117.0,37459.0,39114.0,3811.0,46537.0,9744.0,11410.0,347.0,125058.0,7447.0,144481.0,120500.0,9039.0,5022.0,134031.0,4971.0,137331.0,743.0,3807.0,140913.0,140849.0,678.0,675.0,613.0,2208.0,2080.0,832.0,3397.0,475.0,1484.0,608.0,2068.0,1934.0,2394.0,793.0,1169.0,2495.0,903.0,2442.0,2270.0,3184.0,3980.0,6914.0,10594.0,103.0,8244.0,7743.0,5935.0,5796.0,204.0,7994.0,399.0,678.0,6751.0,249.0,190.0,507.0,322.0,161.0,591.0,1433.0,4233.0,1198.0,822.0,95.0,129.0,0.0,360.0,1870.0,615.0,2839.0,544.0,12039.0,13120.0,19789.0,3256.0,39391.0,19840.0,10825.0,29645.0,69037.0,69037.0,69415.0,69415.0,603.0,216113.0,174.0,313.0,73.0,0.0,1748.0,2538.0,226614.0,5840.0,227897.0,1964.0,864.0,1032.0,232733.0
