, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-05-19,12796.0,8461.0,4648.0,4970.0,5688.0,14771.0,257.0,998.0,1081.0,3096.0,5831.0,5114.0,11553.0,846.0,15165.0,18235.0,32510.0,34105.0,3218.0,36197.0,7151.0,8888.0,356.0,88778.0,6183.0,109837.0,121858.0,3274.0,2266.0,123809.0,2778.0,121618.0,483.0,4042.0,125629.0,125926.0,326.0,230.0,304.0,738.0,901.0,359.0,1628.0,299.0,1281.0,416.0,1680.0,455.0,2351.0,561.0,1456.0,2319.0,1266.0,2823.0,4314.0,3914.0,5364.0,8492.0,9907.0,94.0,6078.0,5414.0,3246.0,2254.0,156.0,4100.0,233.0,827.0,6258.0,260.0,248.0,842.0,693.0,202.0,957.0,997.0,800.0,140.0,141.0,15.0,41.0,1504.0,512.0,5312.0,2050.0,15389.0,16900.0,21980.0,4185.0,46771.0,20803.0,11550.0,37235.0,84006.0,84006.0,84365.0,84365.0,596.0,216273.0,274.0,507.0,55.0,313.0,2390.0,3356.0,229122.0,4644.0,221821.0,1666.0,715.0,1192.0,230839.0
2003-05-20,11916.0,8283.0,4397.0,4691.0,5409.0,13971.0,246.0,957.0,1005.0,2935.0,5498.0,4598.0,10693.0,842.0,14082.0,16545.0,30958.0,32573.0,3037.0,35573.0,6364.0,8750.0,299.0,86684.0,5699.0,104582.0,125156.0,3135.0,2162.0,130955.0,2682.0,133887.0,453.0,3802.0,145396.0,145406.0,364.0,287.0,240.0,901.0,1571.0,342.0,1989.0,316.0,1221.0,431.0,1648.0,-87.0,1936.0,528.0,1034.0,1812.0,1062.0,2132.0,3304.0,3280.0,4441.0,7254.0,9833.0,88.0,5070.0,4423.0,2602.0,2304.0,146.0,4311.0,233.0,749.0,6249.0,234.0,222.0,795.0,575.0,191.0,862.0,1008.0,692.0,132.0,138.0,13.0,1.0,1247.0,480.0,4609.0,1772.0,14057.0,15725.0,19822.0,3877.0,38224.0,19247.0,10580.0,35504.0,73728.0,73728.0,74079.0,74079.0,564.0,217758.0,248.0,458.0,50.0,209.0,2164.0,3032.0,225310.0,4926.0,215769.0,1591.0,799.0,1186.0,218730.0
2003-05-21,12180.0,8397.0,4518.0,4515.0,4817.0,13763.0,238.0,994.0,992.0,2823.0,5272.0,4303.0,10161.0,938.0,13201.0,15700.0,29868.0,31574.0,3057.0,34728.0,6305.0,8598.0,273.0,86034.0,5558.0,101054.0,125000.0,2995.0,2139.0,130398.0,3117.0,133130.0,555.0,3954.0,144108.0,144113.0,401.0,336.0,158.0,1291.0,1589.0,435.0,2307.0,382.0,1466.0,733.0,2121.0,258.0,1499.0,535.0,1273.0,1948.0,1107.0,1489.0,2995.0,2822.0,3836.0,6329.0,9821.0,86.0,4303.0,3519.0,1596.0,1574.0,145.0,3839.0,233.0,679.0,6222.0,223.0,211.0,828.0,538.0,201.0,788.0,1014.0,605.0,124.0,136.0,11.0,0.0,1400.0,526.0,4109.0,1547.0,12838.0,14381.0,18266.0,3601.0,35981.0,18619.0,10484.0,34666.0,70646.0,70646.0,70989.0,70989.0,537.0,219111.0,224.0,405.0,44.0,109.0,1990.0,2768.0,229135.0,4667.0,219813.0,1525.0,838.0,1270.0,223712.0
2003-05-22,14427.0,9033.0,5369.0,4808.0,4749.0,14661.0,232.0,1198.0,1209.0,2807.0,5437.0,5113.0,11127.0,1138.0,13049.0,15820.0,29251.0,31047.0,3202.0,34460.0,6153.0,8448.0,262.0,86582.0,6359.0,101680.0,125000.0,2960.0,2665.0,130642.0,3923.0,133486.0,743.0,4871.0,144887.0,144832.0,442.0,385.0,126.0,1708.0,1567.0,547.0,2376.0,481.0,1844.0,1092.0,2857.0,690.0,1463.0,582.0,2040.0,2674.0,1392.0,1459.0,3358.0,2743.0,3655.0,6030.0,9889.0,83.0,3853.0,2918.0,913.0,848.0,131.0,3049.0,233.0,618.0,6173.0,218.0,207.0,1018.0,652.0,230.0,730.0,1021.0,518.0,116.0,134.0,9.0,0.0,1827.0,668.0,4232.0,1373.0,12155.0,13537.0,17729.0,3476.0,34653.0,19358.0,11633.0,35064.0,69717.0,69717.0,70050.0,70050.0,514.0,216455.0,208.0,368.0,40.0,61.0,1866.0,2583.0,225530.0,4576.0,216050.0,1563.0,898.0,1417.0,219942.0
2003-05-23,17261.0,9881.0,6723.0,5809.0,6024.0,15605.0,265.0,1495.0,1587.0,3151.0,6335.0,6815.0,13716.0,1377.0,14685.0,17157.0,29890.0,31792.0,3418.0,35405.0,6378.0,8298.0,254.0,87620.0,7652.0,103745.0,121667.0,3217.0,3515.0,128881.0,4505.0,132655.0,1009.0,6209.0,145699.0,145772.0,478.0,438.0,173.0,2119.0,1619.0,658.0,2608.0,567.0,2149.0,1348.0,3541.0,1552.0,1787.0,653.0,2980.0,3627.0,1784.0,2234.0,4145.0,3106.0,4053.0,6480.0,9954.0,81.0,4264.0,3095.0,694.0,413.0,112.0,2461.0,233.0,565.0,6160.0,246.0,235.0,1283.0,890.0,257.0,683.0,1027.0,483.0,109.0,132.0,8.0,0.0,2458.0,835.0,5217.0,1353.0,12351.0,13453.0,20377.0,4042.0,36340.0,21946.0,13558.0,37215.0,73555.0,73555.0,73880.0,73880.0,496.0,218934.0,202.0,347.0,38.0,58.0,1960.0,2531.0,226860.0,4556.0,217162.0,1900.0,949.0,1574.0,220901.0
2003-05-24,20849.0,10546.0,7959.0,7103.0,7805.0,17138.0,330.0,1759.0,1949.0,3816.0,7637.0,8453.0,16645.0,1531.0,17620.0,18139.0,32330.0,34301.0,3633.0,38176.0,6932.0,8151.0,246.0,87434.0,8933.0,105313.0,95227.0,3911.0,4354.0,104594.0,4926.0,110071.0,1155.0,7493.0,126888.0,127965.0,519.0,489.0,305.0,2450.0,1765.0,759.0,2955.0,612.0,2258.0,1385.0,3832.0,2820.0,2596.0,695.0,3667.0,4416.0,2131.0,3538.0,4953.0,3904.0,4953.0,7622.0,9978.0,79.0,5688.0,4393.0,1521.0,545.0,109.0,2310.0,233.0,519.0,6219.0,483.0,472.0,1484.0,1124.0,263.0,640.0,1033.0,551.0,105.0,131.0,6.0,0.0,2982.0,978.0,6529.0,1434.0,13560.0,14444.0,25290.0,5014.0,43770.0,29613.0,15485.0,43430.0,87200.0,87200.0,87516.0,87516.0,481.0,223472.0,243.0,360.0,40.0,54.0,2166.0,2694.0,232003.0,4573.0,222333.0,2193.0,997.0,1685.0,226514.0
2003-05-25,23451.0,10972.0,8552.0,8629.0,9280.0,19375.0,388.0,1926.0,2154.0,4528.0,8787.0,9596.0,18928.0,1538.0,20415.0,20416.0,35382.0,37453.0,3820.0,41838.0,7358.0,8021.0,240.0,84308.0,9966.0,103498.0,102476.0,4971.0,4932.0,109621.0,4918.0,110950.0,1075.0,8142.0,122560.0,121986.0,505.0,479.0,351.0,2461.0,1871.0,789.0,3237.0,566.0,2043.0,1121.0,3356.0,3165.0,3693.0,673.0,3882.0,4727.0,2279.0,4745.0,5436.0,4856.0,6060.0,8970.0,9949.0,77.0,7277.0,6043.0,3161.0,1702.0,113.0,3000.0,233.0,491.0,6297.0,650.0,640.0,1536.0,1238.0,244.0,595.0,1040.0,646.0,103.0,130.0,4.0,0.0,3145.0,1038.0,7449.0,1417.0,14938.0,15838.0,29511.0,5946.0,51446.0,36504.0,16486.0,44366.0,95812.0,95812.0,96122.0,96122.0,482.0,219030.0,354.0,446.0,43.0,52.0,2282.0,2917.0,228434.0,4581.0,219058.0,2266.0,1043.0,1679.0,224345.0
2003-05-26,24689.0,11143.0,8367.0,8856.0,9708.0,20336.0,417.0,1963.0,2220.0,5031.0,9447.0,9968.0,19949.0,1441.0,22198.0,22297.0,37780.0,39815.0,3987.0,44584.0,7425.0,8797.0,237.0,83442.0,10738.0,103415.0,126158.0,6237.0,5210.0,135696.0,4737.0,137509.0,983.0,8124.0,148593.0,147640.0,440.0,429.0,336.0,2207.0,1839.0,702.0,3149.0,529.0,1853.0,1045.0,2880.0,2633.0,4173.0,632.0,3741.0,4654.0,2248.0,5360.0,5543.0,5496.0,6890.0,9953.0,9878.0,75.0,8407.0,7275.0,4709.0,3420.0,111.0,4693.0,233.0,477.0,6329.0,611.0,601.0,1476.0,1193.0,225.0,550.0,1046.0,672.0,97.0,128.0,2.0,0.0,3004.0,1028.0,7577.0,1303.0,15634.0,16716.0,29815.0,6461.0,55668.0,36066.0,16408.0,38784.0,94453.0,94453.0,94760.0,94760.0,483.0,232243.0,320.0,498.0,40.0,81.0,2278.0,3019.0,237519.0,4550.0,227272.0,2110.0,927.0,1617.0,230735.0
2003-05-27,24879.0,10970.0,7762.0,8008.0,9068.0,20745.0,430.0,1908.0,2198.0,5162.0,9516.0,9862.0,19900.0,1322.0,22636.0,23174.0,38877.0,40775.0,4029.0,45703.0,6977.0,9159.0,228.0,83484.0,11117.0,104149.0,122465.0,7426.0,5134.0,134632.0,4639.0,138217.0,914.0,7862.0,151941.0,152143.0,406.0,392.0,344.0,2012.0,1816.0,623.0,2996.0,527.0,1865.0,1133.0,2841.0,2214.0,3935.0,600.0,3352.0,4296.0,2144.0,5389.0,5306.0,5842.0,7270.0,10349.0,9822.0,73.0,8813.0,7771.0,5609.0,4736.0,111.0,6375.0,233.0,457.0,6362.0,546.0,536.0,1421.0,1134.0,214.0,510.0,1052.0,695.0,89.0,127.0,1.0,0.0,2839.0,1017.0,7123.0,1156.0,15427.0,16675.0,28496.0,6378.0,55048.0,33664.0,15742.0,36309.0,91357.0,91357.0,91659.0,91659.0,462.0,249766.0,253.0,417.0,37.0,121.0,2081.0,2911.0,257535.0,4534.0,247521.0,2013.0,859.0,1584.0,251106.0
2003-05-28,24983.0,10630.0,7444.0,7204.0,8204.0,19527.0,435.0,1826.0,2174.0,5039.0,9244.0,9656.0,19413.0,1229.0,22230.0,22567.0,38805.0,40635.0,3966.0,45731.0,6298.0,9005.0,216.0,83400.0,11325.0,104124.0,115767.0,7979.0,5081.0,128952.0,4730.0,132540.0,901.0,7699.0,145845.0,146102.0,386.0,368.0,347.0,1924.0,1818.0,574.0,2893.0,532.0,1923.0,1217.0,3199.0,2295.0,3583.0,577.0,2959.0,3888.0,2052.0,5073.0,4976.0,5887.0,7364.0,10407.0,9787.0,71.0,8749.0,7772.0,5900.0,5338.0,114.0,7348.0,233.0,432.0,6425.0,517.0,508.0,1376.0,1092.0,204.0,473.0,1059.0,734.0,82.0,126.0,0.0,0.0,2691.0,1014.0,6570.0,1019.0,14815.0,16097.0,27837.0,6114.0,53354.0,31480.0,15050.0,33962.0,87315.0,87315.0,87609.0,87609.0,442.0,243275.0,215.0,360.0,35.0,56.0,1866.0,2674.0,253622.0,4523.0,244349.0,1985.0,819.0,1599.0,249521.0
