, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-05-27,46380.0,13310.0,14628.0,15370.0,22306.0,33415.0,512.0,1941.0,3382.0,6977.0,12635.0,16511.0,29791.0,1596.0,34582.0,38334.0,49918.0,52060.0,3572.0,57155.0,11732.0,6651.0,364.0,108005.0,18686.0,131523.0,104109.0,8315.0,6227.0,116115.0,6947.0,116863.0,1412.0,9256.0,129865.0,128782.0,529.0,522.0,187.0,2737.0,817.0,694.0,2212.0,931.0,3060.0,1432.0,5565.0,4800.0,6349.0,571.0,2623.0,2893.0,2916.0,3501.0,8438.0,8143.0,10470.0,15346.0,13657.0,80.0,8164.0,6849.0,3357.0,2456.0,109.0,4431.0,233.0,1242.0,6667.0,1738.0,655.0,2758.0,2343.0,744.0,556.0,1009.0,626.0,94.0,153.0,15.0,21.0,5140.0,1648.0,9691.0,3016.0,19974.0,20924.0,66682.0,8289.0,99322.0,53441.0,22674.0,56771.0,146803.0,146803.0,147110.0,147110.0,426.0,272045.0,226.0,350.0,26.0,351.0,3939.0,5383.0,278034.0,4949.0,295151.0,2306.0,856.0,1275.0,288434.0
2003-05-28,43716.0,12925.0,14103.0,14895.0,18065.0,32968.0,541.0,2045.0,3325.0,7143.0,12606.0,15856.0,29095.0,1628.0,35518.0,35933.0,53264.0,55281.0,3576.0,60338.0,10708.0,6613.0,299.0,116834.0,18008.0,138569.0,115000.0,8212.0,6386.0,129937.0,7083.0,133208.0,1432.0,9263.0,148762.0,148368.0,501.0,522.0,160.0,2841.0,840.0,739.0,2139.0,978.0,3473.0,1614.0,5458.0,4546.0,6070.0,520.0,3111.0,3464.0,3015.0,4015.0,7982.0,8186.0,10044.0,14936.0,13597.0,78.0,8382.0,7014.0,3478.0,2606.0,103.0,4561.0,233.0,1172.0,6710.0,1744.0,768.0,2740.0,2377.0,702.0,525.0,1016.0,589.0,86.0,152.0,13.0,9.0,4880.0,1647.0,8842.0,2750.0,19333.0,20712.0,63608.0,8239.0,101386.0,49438.0,21711.0,52086.0,146196.0,146196.0,146493.0,146493.0,374.0,292683.0,227.0,337.0,24.0,334.0,3738.0,4978.0,300014.0,4944.0,283010.0,2423.0,948.0,1324.0,289924.0
2003-05-29,43817.0,12679.0,13556.0,14821.0,16528.0,33429.0,585.0,2183.0,3454.0,6988.0,12645.0,15602.0,28868.0,1671.0,34604.0,36626.0,54666.0,56607.0,3609.0,61756.0,9751.0,6596.0,265.0,119148.0,17615.0,143244.0,113750.0,8361.0,6770.0,129470.0,7333.0,133402.0,1521.0,10324.0,150660.0,150666.0,486.0,522.0,193.0,3007.0,883.0,789.0,2225.0,955.0,3628.0,1598.0,5492.0,4719.0,5854.0,506.0,3423.0,3939.0,3040.0,4751.0,7747.0,8539.0,9898.0,14449.0,13531.0,77.0,9260.0,7776.0,3988.0,2865.0,119.0,4856.0,233.0,1110.0,6813.0,1850.0,985.0,2670.0,2345.0,646.0,501.0,1012.0,690.0,83.0,150.0,11.0,50.0,4741.0,1702.0,8550.0,2364.0,18398.0,19678.0,59403.0,8305.0,96723.0,49425.0,20787.0,51760.0,143285.0,143285.0,143572.0,143572.0,347.0,300954.0,224.0,344.0,24.0,310.0,3269.0,4465.0,311549.0,4936.0,297990.0,2555.0,898.0,1370.0,300450.0
2003-05-30,43324.0,12088.0,12663.0,13119.0,15758.0,30475.0,678.0,2389.0,3696.0,6878.0,12912.0,16258.0,29780.0,1604.0,34418.0,35491.0,55911.0,57773.0,3594.0,62942.0,9156.0,6580.0,252.0,119626.0,16980.0,143353.0,108750.0,8515.0,6769.0,124794.0,7042.0,128848.0,1405.0,11235.0,147213.0,147403.0,441.0,475.0,243.0,2789.0,943.0,741.0,2220.0,885.0,3383.0,1446.0,5003.0,4416.0,5859.0,496.0,3375.0,4014.0,3027.0,5337.0,7581.0,9048.0,10224.0,14507.0,13452.0,76.0,10437.0,8989.0,5192.0,3752.0,128.0,5562.0,233.0,1052.0,6870.0,1986.0,1231.0,2631.0,2316.0,584.0,472.0,1009.0,713.0,78.0,149.0,9.0,54.0,4773.0,1743.0,8764.0,2264.0,18304.0,19373.0,59485.0,8435.0,94422.0,45324.0,19437.0,48431.0,139735.0,139735.0,140012.0,140012.0,332.0,297409.0,245.0,350.0,24.0,296.0,2869.0,3928.0,308580.0,4928.0,299555.0,2442.0,839.0,1367.0,304719.0
2003-05-31,40882.0,11249.0,11502.0,10974.0,14519.0,25593.0,780.0,2502.0,3673.0,6902.0,13224.0,16850.0,30673.0,1445.0,35224.0,30877.0,56667.0,58427.0,3518.0,63457.0,8527.0,6563.0,240.0,119933.0,16013.0,142619.0,100000.0,8439.0,6490.0,116666.0,6817.0,121383.0,1305.0,11244.0,140387.0,140818.0,416.0,448.0,311.0,2619.0,1066.0,709.0,2229.0,842.0,3211.0,1396.0,4625.0,3955.0,5647.0,477.0,2856.0,3563.0,2806.0,5407.0,6933.0,8957.0,10235.0,14470.0,13358.0,71.0,10794.0,9410.0,6053.0,4908.0,122.0,6766.0,233.0,972.0,6819.0,1881.0,1237.0,2438.0,2160.0,492.0,442.0,1006.0,689.0,72.0,148.0,7.0,57.0,4308.0,1686.0,8270.0,2058.0,18358.0,19537.0,60217.0,8327.0,95454.0,38759.0,17659.0,42187.0,136602.0,136602.0,136868.0,136868.0,318.0,289817.0,216.0,344.0,20.0,281.0,2523.0,3473.0,300793.0,4919.0,291847.0,2296.0,799.0,1348.0,297071.0
2003-06-01,38886.0,11718.0,10524.0,9512.0,12914.0,23572.0,759.0,2326.0,3448.0,6538.0,12599.0,15845.0,29032.0,1274.0,34476.0,27397.0,56937.0,58631.0,3431.0,63662.0,7840.0,6549.0,231.0,124634.0,15040.0,144532.0,90687.0,8296.0,6462.0,106137.0,6728.0,110289.0,1263.0,11036.0,129004.0,129671.0,399.0,436.0,384.0,2541.0,1196.0,693.0,2329.0,785.0,2952.0,1275.0,4292.0,3763.0,5309.0,470.0,2383.0,3062.0,2567.0,4958.0,6132.0,8395.0,9740.0,13817.0,13295.0,68.0,10693.0,9313.0,6186.0,5362.0,121.0,7521.0,233.0,884.0,6807.0,1690.0,1157.0,2228.0,1952.0,440.0,417.0,1002.0,722.0,68.0,146.0,6.0,75.0,3882.0,1627.0,7543.0,1728.0,17385.0,18793.0,54365.0,7985.0,91402.0,34447.0,16016.0,37631.0,129034.0,129034.0,129289.0,129289.0,301.0,277692.0,192.0,313.0,20.0,267.0,2237.0,3123.0,290185.0,4910.0,281505.0,2200.0,736.0,1324.0,287179.0
2003-06-02,37630.0,12720.0,9709.0,8328.0,11565.0,22481.0,761.0,2183.0,3375.0,6121.0,11883.0,15081.0,27540.0,1119.0,32126.0,25651.0,55014.0,56649.0,3342.0,61800.0,7025.0,6535.0,223.0,129559.0,14080.0,149940.0,121771.0,8293.0,6307.0,135535.0,6352.0,136985.0,1163.0,10722.0,149900.0,148661.0,363.0,399.0,389.0,2313.0,1295.0,633.0,2427.0,715.0,2628.0,1112.0,3845.0,3430.0,5055.0,491.0,2263.0,2897.0,2462.0,4404.0,5773.0,7842.0,9099.0,12947.0,13251.0,65.0,10540.0,9216.0,6239.0,5487.0,130.0,7894.0,233.0,805.0,6843.0,1559.0,1137.0,2063.0,1793.0,414.0,393.0,999.0,803.0,63.0,145.0,6.0,106.0,3480.0,1562.0,7047.0,1467.0,16457.0,17703.0,50050.0,7549.0,82437.0,31151.0,14435.0,33962.0,116399.0,116399.0,116644.0,116644.0,286.0,262107.0,177.0,293.0,19.0,254.0,2000.0,2803.0,271537.0,4902.0,262716.0,2078.0,673.0,1287.0,267941.0
2003-06-03,36161.0,12136.0,8877.0,7077.0,10235.0,20384.0,749.0,2059.0,3156.0,5659.0,11121.0,14242.0,25927.0,980.0,30282.0,23866.0,52817.0,54373.0,3243.0,59341.0,6372.0,7088.0,216.0,129584.0,13159.0,150065.0,117344.0,8230.0,5869.0,132520.0,5852.0,136361.0,1008.0,10044.0,152738.0,153049.0,334.0,365.0,358.0,2086.0,1313.0,568.0,2373.0,667.0,2384.0,1054.0,3461.0,2927.0,4712.0,503.0,1984.0,2680.0,2389.0,4047.0,5312.0,7414.0,8643.0,12318.0,13222.0,63.0,10175.0,8861.0,6036.0,5450.0,132.0,8013.0,233.0,738.0,6816.0,1399.0,1088.0,1913.0,1639.0,392.0,369.0,996.0,807.0,57.0,144.0,6.0,110.0,3037.0,1456.0,6574.0,1267.0,15863.0,17072.0,46586.0,6987.0,76850.0,27285.0,12865.0,30147.0,106996.0,106996.0,107231.0,107231.0,271.0,270176.0,167.0,277.0,17.0,238.0,1804.0,2532.0,278236.0,4894.0,268790.0,1943.0,637.0,1247.0,272256.0
2003-06-04,34446.0,11598.0,8172.0,6274.0,9058.0,18747.0,699.0,1904.0,2902.0,5208.0,10269.0,13079.0,23901.0,886.0,28210.0,21708.0,50786.0,52274.0,3121.0,57107.0,5828.0,6940.0,206.0,129285.0,12130.0,148652.0,110104.0,8138.0,5498.0,124681.0,5765.0,128363.0,966.0,9565.0,143885.0,144226.0,332.0,364.0,340.0,2110.0,1368.0,576.0,2348.0,663.0,2372.0,1145.0,3351.0,2590.0,4272.0,480.0,1669.0,2357.0,2138.0,3714.0,4723.0,6867.0,8116.0,11684.0,13177.0,61.0,9878.0,8557.0,5733.0,5195.0,130.0,7866.0,233.0,679.0,6735.0,1219.0,1018.0,1775.0,1489.0,373.0,348.0,993.0,791.0,48.0,142.0,5.0,90.0,2658.0,1360.0,5989.0,1111.0,15185.0,16421.0,41885.0,6391.0,71215.0,24907.0,11531.0,27466.0,98682.0,98682.0,98906.0,98906.0,257.0,256845.0,160.0,265.0,14.0,222.0,1641.0,2315.0,267710.0,4885.0,259020.0,1882.0,631.0,1232.0,264075.0
2003-06-05,33196.0,11154.0,7698.0,6012.0,8328.0,17800.0,649.0,1759.0,2749.0,4782.0,9504.0,12210.0,22257.0,828.0,26166.0,20255.0,47556.0,48996.0,3019.0,53853.0,5437.0,6462.0,198.0,128888.0,11180.0,146807.0,107868.0,7974.0,5477.0,122009.0,5951.0,125355.0,995.0,9724.0,140023.0,140111.0,330.0,370.0,324.0,2205.0,1422.0,599.0,2405.0,646.0,2336.0,1128.0,3327.0,2560.0,3940.0,446.0,1414.0,2069.0,1912.0,3226.0,4224.0,6242.0,7484.0,10866.0,13133.0,60.0,9373.0,8070.0,5357.0,4893.0,123.0,7614.0,233.0,625.0,6694.0,1092.0,1002.0,1668.0,1371.0,356.0,331.0,990.0,795.0,42.0,141.0,5.0,90.0,2375.0,1300.0,5430.0,991.0,14363.0,15613.0,38112.0,5871.0,65491.0,23601.0,10458.0,25985.0,91475.0,91475.0,91690.0,91690.0,246.0,241226.0,154.0,257.0,13.0,206.0,1502.0,2135.0,251118.0,4877.0,242365.0,1874.0,622.0,1234.0,247251.0
