, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-09-29,3897.0,6203.0,599.0,457.0,486.0,3382.0,115.0,321.0,216.0,466.0,1001.0,422.0,1570.0,68.0,2046.0,3356.0,5655.0,5905.0,183.0,6545.0,366.0,1881.0,44.0,88308.0,156.0,83503.0,87108.0,507.0,233.0,83352.0,499.0,80196.0,63.0,429.0,79948.0,78031.0,45.0,43.0,209.0,118.0,499.0,10.0,1091.0,57.0,260.0,236.0,1786.0,419.0,1154.0,423.0,281.0,977.0,446.0,866.0,447.0,4197.0,4309.0,5028.0,5590.0,13.0,3320.0,3058.0,1716.0,1493.0,32.0,3807.0,0.0,36.0,6443.0,68.0,87.0,148.0,4.0,20.0,94.0,629.0,982.0,10.0,43.0,1.0,1.0,377.0,45.0,591.0,129.0,9891.0,9613.0,3104.0,472.0,14481.0,1015.0,802.0,2620.0,17101.0,17101.0,17138.0,17138.0,48.0,70864.0,43.0,37.0,0.0,184.0,81.0,112.0,70723.0,4114.0,70202.0,757.0,293.0,540.0,76474.0
2003-09-30,3888.0,5965.0,592.0,458.0,480.0,3398.0,114.0,323.0,216.0,466.0,1005.0,429.0,1579.0,68.0,2039.0,3317.0,5596.0,5853.0,183.0,6672.0,380.0,1884.0,44.0,89093.0,157.0,84800.0,87500.0,499.0,233.0,88849.0,496.0,90764.0,63.0,427.0,96192.0,96232.0,44.0,43.0,205.0,116.0,494.0,10.0,1082.0,57.0,258.0,215.0,1619.0,505.0,1223.0,422.0,284.0,1009.0,445.0,898.0,446.0,4138.0,4251.0,4988.0,5519.0,13.0,3385.0,3004.0,1665.0,1444.0,32.0,3757.0,0.0,37.0,6448.0,68.0,87.0,148.0,6.0,20.0,95.0,644.0,985.0,10.0,44.0,1.0,0.0,360.0,45.0,595.0,129.0,9730.0,9516.0,3093.0,469.0,17749.0,1002.0,794.0,2586.0,20335.0,20335.0,20372.0,20372.0,52.0,104471.0,42.0,36.0,0.0,188.0,81.0,120.0,100957.0,4123.0,100273.0,733.0,259.0,537.0,98603.0
2003-10-01,3867.0,5637.0,583.0,456.0,474.0,3410.0,113.0,322.0,216.0,466.0,1007.0,431.0,1580.0,67.0,2042.0,3326.0,5571.0,5828.0,183.0,6623.0,396.0,1884.0,44.0,90066.0,158.0,86207.0,80343.0,497.0,234.0,81693.0,494.0,84728.0,63.0,425.0,90649.0,91046.0,43.0,43.0,201.0,113.0,490.0,10.0,1068.0,57.0,256.0,202.0,1467.0,512.0,1306.0,421.0,275.0,1015.0,442.0,927.0,446.0,4001.0,4149.0,4926.0,5328.0,13.0,3327.0,2836.0,1574.0,1401.0,32.0,3723.0,0.0,37.0,6456.0,67.0,87.0,148.0,4.0,21.0,96.0,664.0,1025.0,10.0,44.0,1.0,0.0,341.0,45.0,372.0,129.0,9619.0,9463.0,3082.0,467.0,17426.0,991.0,786.0,2567.0,19993.0,19993.0,20030.0,20030.0,52.0,113459.0,42.0,36.0,0.0,187.0,82.0,131.0,114939.0,4130.0,115585.0,718.0,251.0,531.0,116399.0
2003-10-02,3845.0,5110.0,575.0,453.0,468.0,3420.0,115.0,322.0,216.0,465.0,1009.0,435.0,1583.0,67.0,2043.0,3344.0,5580.0,5838.0,182.0,6615.0,414.0,1885.0,43.0,90263.0,160.0,87181.0,80000.0,497.0,234.0,80713.0,491.0,82976.0,63.0,423.0,87500.0,87524.0,42.0,42.0,197.0,111.0,485.0,10.0,1049.0,56.0,253.0,201.0,1401.0,470.0,1349.0,420.0,268.0,1013.0,439.0,944.0,445.0,3804.0,3965.0,4783.0,5085.0,14.0,3200.0,2714.0,1475.0,1318.0,32.0,3666.0,0.0,38.0,6469.0,67.0,86.0,147.0,6.0,21.0,99.0,667.0,1051.0,10.0,47.0,1.0,0.0,322.0,45.0,250.0,131.0,9420.0,9361.0,3072.0,464.0,17181.0,981.0,778.0,2513.0,19694.0,19694.0,19731.0,19731.0,53.0,107633.0,41.0,36.0,0.0,188.0,83.0,145.0,110250.0,4137.0,111361.0,714.0,249.0,527.0,113380.0
2003-10-03,3827.0,5041.0,568.0,451.0,463.0,3418.0,118.0,324.0,216.0,465.0,1011.0,443.0,1590.0,67.0,2045.0,3359.0,5595.0,5854.0,182.0,6618.0,432.0,1886.0,43.0,89736.0,162.0,87313.0,76250.0,497.0,235.0,77759.0,489.0,80782.0,63.0,422.0,85902.0,86101.0,41.0,42.0,193.0,109.0,481.0,10.0,1031.0,56.0,250.0,198.0,1349.0,451.0,1357.0,419.0,272.0,1023.0,436.0,964.0,444.0,3596.0,3755.0,4587.0,4860.0,14.0,3069.0,2590.0,1374.0,1236.0,32.0,3591.0,0.0,38.0,6501.0,66.0,86.0,147.0,5.0,21.0,103.0,669.0,1064.0,10.0,47.0,1.0,1.0,303.0,45.0,259.0,131.0,9302.0,9261.0,3064.0,462.0,17179.0,971.0,770.0,2499.0,19679.0,19679.0,19717.0,19717.0,54.0,105863.0,41.0,35.0,0.0,188.0,84.0,156.0,107742.0,4144.0,108611.0,712.0,247.0,524.0,110162.0
2003-10-04,3814.0,5062.0,563.0,449.0,458.0,3413.0,123.0,330.0,216.0,465.0,1016.0,452.0,1601.0,66.0,2051.0,3363.0,5612.0,5873.0,182.0,6624.0,444.0,1887.0,43.0,86162.0,164.0,85443.0,62500.0,497.0,235.0,64009.0,488.0,67268.0,63.0,420.0,73005.0,73573.0,41.0,42.0,188.0,107.0,477.0,10.0,1015.0,56.0,247.0,194.0,1297.0,441.0,1352.0,417.0,278.0,1037.0,434.0,982.0,444.0,3404.0,3561.0,4400.0,4636.0,14.0,2954.0,2489.0,1310.0,1167.0,32.0,3522.0,0.0,38.0,6519.0,66.0,86.0,147.0,6.0,21.0,102.0,671.0,1080.0,10.0,48.0,1.0,1.0,283.0,45.0,269.0,131.0,9310.0,9315.0,3057.0,460.0,17189.0,963.0,763.0,2489.0,19678.0,19678.0,19716.0,19716.0,55.0,100931.0,41.0,35.0,0.0,188.0,85.0,168.0,104212.0,4151.0,105360.0,710.0,243.0,522.0,107424.0
2003-10-05,3796.0,5065.0,557.0,447.0,453.0,3408.0,129.0,338.0,216.0,464.0,1021.0,467.0,1618.0,66.0,2060.0,3364.0,5633.0,5896.0,182.0,6635.0,448.0,1888.0,43.0,81712.0,166.0,80763.0,57735.0,498.0,236.0,57961.0,486.0,59953.0,63.0,419.0,64023.0,64190.0,40.0,41.0,184.0,105.0,473.0,10.0,1000.0,56.0,244.0,187.0,1244.0,439.0,1352.0,416.0,288.0,1053.0,433.0,1009.0,443.0,3218.0,3374.0,4222.0,4412.0,14.0,2876.0,2425.0,1301.0,1141.0,32.0,3484.0,0.0,39.0,6536.0,67.0,88.0,147.0,13.0,26.0,107.0,673.0,1096.0,10.0,49.0,1.0,1.0,264.0,45.0,282.0,132.0,9341.0,9410.0,3054.0,458.0,17202.0,956.0,756.0,2481.0,19683.0,19683.0,19722.0,19722.0,60.0,88781.0,41.0,35.0,0.0,191.0,86.0,179.0,92389.0,4158.0,93704.0,708.0,239.0,520.0,96196.0
2003-10-06,3771.0,5066.0,550.0,445.0,449.0,3403.0,135.0,346.0,219.0,464.0,1032.0,483.0,1642.0,66.0,2076.0,3365.0,5659.0,5925.0,182.0,6651.0,452.0,1889.0,43.0,81395.0,168.0,80277.0,78828.0,500.0,237.0,78437.0,485.0,79213.0,63.0,417.0,80421.0,79534.0,43.0,44.0,181.0,106.0,470.0,12.0,990.0,60.0,243.0,183.0,1193.0,440.0,1366.0,416.0,299.0,1075.0,431.0,1041.0,446.0,3038.0,3192.0,4049.0,4188.0,15.0,2801.0,2372.0,1292.0,1148.0,32.0,3486.0,0.0,39.0,6582.0,69.0,90.0,149.0,24.0,28.0,115.0,675.0,1112.0,9.0,51.0,1.0,1.0,259.0,46.0,296.0,134.0,9356.0,9496.0,3069.0,456.0,17227.0,957.0,750.0,2475.0,19702.0,19702.0,19742.0,19742.0,63.0,86840.0,41.0,34.0,0.0,194.0,91.0,194.0,87655.0,4174.0,88345.0,714.0,234.0,518.0,89633.0
2003-10-07,3738.0,5066.0,544.0,443.0,458.0,3397.0,137.0,352.0,233.0,467.0,1059.0,525.0,1708.0,67.0,2101.0,3366.0,5693.0,5984.0,182.0,6722.0,471.0,1890.0,46.0,81353.0,170.0,80717.0,75916.0,502.0,239.0,77013.0,484.0,79723.0,62.0,416.0,83919.0,84113.0,40.0,42.0,176.0,104.0,466.0,11.0,975.0,56.0,241.0,176.0,1144.0,436.0,1387.0,417.0,294.0,1071.0,429.0,1071.0,450.0,2858.0,3017.0,3884.0,3964.0,15.0,2666.0,2258.0,1250.0,1148.0,32.0,3499.0,0.0,40.0,6646.0,73.0,94.0,150.0,37.0,33.0,124.0,677.0,1125.0,9.0,51.0,1.0,1.0,273.0,47.0,322.0,140.0,9396.0,9588.0,3126.0,454.0,17267.0,1003.0,778.0,2500.0,19767.0,19767.0,19810.0,19810.0,66.0,102670.0,41.0,34.0,0.0,193.0,120.0,230.0,102925.0,4186.0,103104.0,713.0,231.0,520.0,103240.0
2003-10-08,3701.0,5068.0,537.0,441.0,453.0,3391.0,141.0,357.0,234.0,469.0,1075.0,572.0,1768.0,66.0,2162.0,3367.0,5740.0,6026.0,182.0,6767.0,484.0,1893.0,45.0,81356.0,172.0,81199.0,74963.0,504.0,241.0,75650.0,483.0,77872.0,62.0,414.0,81201.0,81216.0,38.0,41.0,172.0,102.0,461.0,11.0,954.0,57.0,238.0,175.0,1091.0,419.0,1392.0,420.0,302.0,1080.0,427.0,1086.0,461.0,2684.0,2846.0,3723.0,3739.0,15.0,2540.0,2145.0,1175.0,1112.0,32.0,3490.0,0.0,41.0,6657.0,71.0,93.0,151.0,45.0,29.0,132.0,679.0,1139.0,9.0,52.0,1.0,1.0,225.0,48.0,339.0,149.0,9466.0,9714.0,3211.0,454.0,17360.0,1066.0,776.0,2570.0,19930.0,19930.0,19977.0,19977.0,71.0,102526.0,41.0,34.0,0.0,194.0,127.0,260.0,105135.0,4189.0,106055.0,707.0,227.0,515.0,107730.0
