, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-01-21,3831.0,5487.0,1003.0,816.0,1706.0,7603.0,269.0,558.0,249.0,745.0,1792.0,1417.0,3324.0,231.0,4297.0,9115.0,16622.0,18301.0,932.0,18571.0,7980.0,7543.0,8915.0,498.0,101477.0,666.0,108012.0,130748.0,1485.0,786.0,133195.0,1608.0,133669.0,239.0,2484.0,141733.0,141718.0,495.0,446.0,576.0,702.0,352.0,2536.0,366.0,1144.0,710.0,2234.0,5159.0,6884.0,349.0,553.0,1448.0,438.0,2025.0,451.0,1518.0,2012.0,2972.0,1317.0,37.0,2572.0,2510.0,2158.0,2310.0,186.0,5083.0,1400.0,208.0,7952.0,57.0,157.0,156.0,154.0,60.0,1804.0,352.0,211.0,248.0,940.0,144.0,102.0,44.0,61.0,382.0,100.0,1718.0,786.0,12784.0,15122.0,5606.0,4586.0,29421.0,8158.0,5614.0,11431.0,40853.0,40497.0,42396.0,42396.0,1500.0,189582.0,560.0,1448.0,599.0,1684.0,1862.0,3058.0,192830.0,8770.0,198644.0,2918.0,2256.0,1476.0,207742.0
2015-01-22,3793.0,5258.0,989.0,804.0,1640.0,6682.0,266.0,550.0,241.0,741.0,1770.0,1287.0,3155.0,211.0,4052.0,8577.0,17609.0,19396.0,916.0,19347.0,5993.0,6778.0,8184.0,268.0,102608.0,646.0,111478.0,129998.0,1489.0,762.0,132252.0,1592.0,133069.0,229.0,2299.0,140005.0,140074.0,462.0,336.0,480.0,549.0,310.0,2274.0,321.0,1057.0,673.0,1978.0,4722.0,6427.0,347.0,549.0,1430.0,430.0,2010.0,450.0,1508.0,1984.0,2927.0,1308.0,36.0,2560.0,2502.0,2161.0,2304.0,178.0,5049.0,1395.0,166.0,7926.0,57.0,151.0,155.0,151.0,59.0,1848.0,336.0,198.0,249.0,926.0,114.0,84.0,42.0,55.0,367.0,97.0,1515.0,656.0,12595.0,14982.0,5527.0,3894.0,27231.0,7403.0,4352.0,9984.0,37215.0,36941.0,38003.0,38003.0,1107.0,188616.0,384.0,1025.0,440.0,1157.0,1428.0,2407.0,193954.0,8053.0,198934.0,2583.0,1786.0,1294.0,205780.0
2015-01-23,3755.0,5126.0,978.0,790.0,1590.0,6092.0,264.0,548.0,240.0,721.0,1763.0,1240.0,3085.0,193.0,3904.0,7782.0,18386.0,20261.0,904.0,20129.0,4724.0,5343.0,6671.0,230.0,102055.0,636.0,109636.0,129998.0,1490.0,740.0,132232.0,1578.0,133276.0,221.0,2186.0,138601.0,138658.0,439.0,298.0,437.0,500.0,276.0,2027.0,292.0,982.0,676.0,1767.0,4296.0,5970.0,347.0,546.0,1415.0,427.0,1982.0,448.0,1506.0,1975.0,2907.0,1304.0,35.0,2533.0,2475.0,2146.0,2281.0,172.0,5024.0,1370.0,156.0,7794.0,57.0,146.0,153.0,140.0,58.0,1255.0,333.0,194.0,249.0,914.0,98.0,78.0,42.0,55.0,361.0,94.0,1425.0,588.0,12394.0,14483.0,5396.0,3492.0,27215.0,6782.0,3566.0,9064.0,36279.0,36086.0,36772.0,36772.0,899.0,183757.0,274.0,769.0,311.0,852.0,1258.0,2110.0,188348.0,7640.0,192809.0,2420.0,1590.0,1203.0,198718.0
2015-01-24,3717.0,5073.0,968.0,777.0,1544.0,5506.0,261.0,543.0,239.0,706.0,1754.0,1203.0,3022.0,180.0,3824.0,7180.0,18198.0,20068.0,894.0,20101.0,4142.0,4613.0,5754.0,229.0,101704.0,623.0,108164.0,125724.0,1492.0,719.0,128795.0,1606.0,130908.0,215.0,2146.0,135608.0,135883.0,487.0,326.0,474.0,553.0,263.0,1866.0,271.0,932.0,682.0,1659.0,3923.0,5531.0,346.0,543.0,1400.0,425.0,1957.0,447.0,1506.0,1969.0,2895.0,1298.0,35.0,2501.0,2442.0,2118.0,2242.0,168.0,4982.0,1344.0,152.0,7698.0,57.0,140.0,152.0,131.0,58.0,1218.0,329.0,189.0,249.0,904.0,94.0,74.0,42.0,55.0,355.0,93.0,1383.0,547.0,12046.0,13754.0,5256.0,3174.0,27276.0,6203.0,3326.0,8430.0,35705.0,35594.0,36254.0,36254.0,824.0,181229.0,224.0,659.0,264.0,659.0,1244.0,2041.0,185842.0,7446.0,190009.0,2351.0,1402.0,1182.0,195322.0
2015-01-25,3686.0,5146.0,955.0,771.0,1840.0,4921.0,263.0,543.0,243.0,702.0,1736.0,1180.0,2965.0,203.0,3766.0,6659.0,17568.0,19378.0,898.0,19754.0,4226.0,4558.0,5550.0,318.0,101812.0,614.0,108187.0,115985.0,1491.0,698.0,118317.0,2022.0,120152.0,216.0,2218.0,123447.0,123842.0,576.0,422.0,594.0,714.0,281.0,1905.0,256.0,923.0,688.0,1790.0,3883.0,5174.0,345.0,539.0,1386.0,422.0,1936.0,447.0,1506.0,1965.0,2884.0,1292.0,35.0,2472.0,2410.0,2086.0,2198.0,169.0,4930.0,1317.0,148.0,7614.0,56.0,132.0,152.0,125.0,57.0,1625.0,328.0,185.0,249.0,889.0,118.0,76.0,42.0,56.0,349.0,92.0,1350.0,575.0,11738.0,13212.0,5126.0,3030.0,26886.0,5854.0,3900.0,8146.0,35031.0,35001.0,35787.0,35787.0,862.0,173355.0,241.0,686.0,258.0,574.0,1484.0,2215.0,179935.0,7379.0,184305.0,2319.0,1227.0,1221.0,189914.0
2015-01-26,3651.0,5449.0,942.0,792.0,2046.0,4365.0,292.0,574.0,273.0,755.0,1811.0,1229.0,3072.0,255.0,3802.0,6178.0,17571.0,19383.0,909.0,19995.0,4858.0,5156.0,6198.0,458.0,101208.0,614.0,108196.0,115962.0,1491.0,696.0,118133.0,1918.0,119870.0,220.0,2201.0,122046.0,122040.0,513.0,396.0,582.0,811.0,357.0,2074.0,240.0,984.0,778.0,2020.0,4250.0,5183.0,344.0,536.0,1372.0,419.0,1914.0,446.0,1509.0,1960.0,2875.0,1288.0,35.0,2445.0,2382.0,2057.0,2156.0,176.0,4883.0,1290.0,159.0,7534.0,55.0,125.0,151.0,120.0,56.0,2188.0,339.0,182.0,249.0,879.0,179.0,100.0,42.0,50.0,343.0,90.0,1321.0,664.0,11573.0,12919.0,4994.0,3597.0,26474.0,6184.0,4995.0,8488.0,34962.0,34962.0,35949.0,35949.0,997.0,164475.0,272.0,742.0,267.0,609.0,2047.0,2782.0,170779.0,7361.0,174931.0,2288.0,1133.0,1269.0,180147.0
2015-01-27,3620.0,5784.0,932.0,800.0,1937.0,3900.0,316.0,609.0,288.0,845.0,1956.0,1276.0,3246.0,272.0,3983.0,5691.0,17758.0,19594.0,919.0,20107.0,5406.0,5804.0,6963.0,501.0,101433.0,612.0,109042.0,116739.0,1564.0,724.0,118882.0,1847.0,120784.0,219.0,2116.0,122768.0,122726.0,453.0,350.0,532.0,813.0,432.0,2154.0,232.0,1117.0,810.0,2234.0,4575.0,5468.0,342.0,534.0,1360.0,416.0,1894.0,445.0,1516.0,1962.0,2869.0,1282.0,35.0,2418.0,2353.0,2030.0,2115.0,188.0,4849.0,1264.0,184.0,7480.0,55.0,119.0,152.0,120.0,58.0,2628.0,376.0,179.0,249.0,868.0,216.0,122.0,43.0,47.0,338.0,88.0,1296.0,732.0,11443.0,12724.0,4878.0,4083.0,27124.0,7152.0,5462.0,9408.0,36531.0,36531.0,37640.0,37640.0,1035.0,165379.0,274.0,755.0,267.0,660.0,2594.0,3453.0,172036.0,7331.0,175816.0,2208.0,1048.0,1205.0,180186.0
2015-01-28,3613.0,6034.0,922.0,794.0,1850.0,3925.0,334.0,630.0,283.0,888.0,2025.0,1287.0,3313.0,266.0,4125.0,5381.0,18009.0,19876.0,929.0,20362.0,5633.0,6139.0,7346.0,498.0,101684.0,609.0,109696.0,117449.0,1675.0,761.0,119725.0,1768.0,121880.0,213.0,2032.0,123802.0,123763.0,410.0,319.0,486.0,739.0,387.0,2146.0,210.0,1182.0,761.0,2211.0,4715.0,5768.0,341.0,530.0,1348.0,414.0,1874.0,445.0,1525.0,1967.0,2870.0,1276.0,35.0,2392.0,2325.0,2002.0,2076.0,199.0,4822.0,1238.0,214.0,7488.0,55.0,113.0,154.0,128.0,60.0,2693.0,413.0,183.0,249.0,876.0,219.0,121.0,68.0,47.0,353.0,88.0,1305.0,796.0,11398.0,12635.0,4800.0,4157.0,27304.0,7484.0,5515.0,9883.0,37188.0,37188.0,38292.0,38292.0,991.0,167862.0,263.0,734.0,260.0,664.0,2686.0,3716.0,175670.0,7270.0,179372.0,2126.0,964.0,1160.0,183526.0
2015-01-29,3586.0,6081.0,911.0,780.0,1744.0,4338.0,335.0,635.0,266.0,880.0,2012.0,1284.0,3296.0,246.0,4145.0,5406.0,18140.0,20029.0,939.0,20506.0,5457.0,6054.0,7300.0,442.0,101747.0,608.0,109768.0,117599.0,1748.0,772.0,120048.0,1625.0,122481.0,202.0,1960.0,124403.0,124387.0,372.0,292.0,452.0,642.0,311.0,2022.0,190.0,1142.0,706.0,2058.0,4516.0,5884.0,340.0,527.0,1338.0,412.0,1856.0,444.0,1534.0,1976.0,2874.0,1272.0,36.0,2368.0,2299.0,1976.0,2036.0,214.0,4806.0,1211.0,240.0,7515.0,55.0,108.0,155.0,143.0,61.0,2386.0,407.0,206.0,250.0,908.0,247.0,133.0,132.0,47.0,414.0,89.0,1372.0,891.0,11510.0,12708.0,4770.0,4248.0,27296.0,7315.0,5144.0,9730.0,37026.0,37026.0,38030.0,38030.0,942.0,169043.0,253.0,701.0,270.0,643.0,2601.0,3679.0,177706.0,7210.0,181394.0,2062.0,903.0,1124.0,185491.0
2015-01-30,3556.0,6001.0,900.0,767.0,1669.0,4651.0,332.0,624.0,250.0,852.0,1954.0,1250.0,3204.0,228.0,4072.0,5782.0,17556.0,19398.0,960.0,20158.0,5178.0,5772.0,6993.0,414.0,101435.0,605.0,109265.0,117166.0,1771.0,754.0,119716.0,1629.0,122436.0,200.0,1936.0,124406.0,124415.0,400.0,310.0,477.0,705.0,293.0,1911.0,206.0,1162.0,669.0,1948.0,4238.0,5744.0,339.0,528.0,1337.0,412.0,1843.0,442.0,1541.0,1980.0,2878.0,1268.0,36.0,2346.0,2274.0,1952.0,2000.0,222.0,4793.0,1184.0,258.0,7536.0,55.0,101.0,155.0,160.0,63.0,2058.0,425.0,276.0,250.0,953.0,266.0,143.0,175.0,47.0,438.0,89.0,1448.0,966.0,11756.0,12981.0,4758.0,4478.0,27372.0,6946.0,5269.0,9406.0,36778.0,36778.0,37706.0,37706.0,915.0,169015.0,263.0,685.0,293.0,613.0,2560.0,3588.0,178276.0,7331.0,182112.0,2050.0,1220.0,1112.0,186189.0
