, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2006-03-20,4443.0,10200.0,944.0,861.0,882.0,4054.0,163.0,417.0,149.0,515.0,1205.0,766.0,2002.0,254.0,2863.0,5709.0,12968.0,13434.0,1361.0,16472.0,5129.0,8538.0,406.0,75968.0,696.0,85580.0,93225.0,1484.0,365.0,91879.0,619.0,91033.0,80.0,933.0,91234.0,90495.0,100.0,108.0,214.0,263.0,566.0,174.0,1185.0,98.0,543.0,217.0,634.0,1281.0,2449.0,470.0,470.0,1620.0,433.0,1656.0,550.0,1190.0,1417.0,2222.0,2924.0,38.0,3419.0,3607.0,3121.0,3153.0,366.0,6098.0,1400.0,207.0,8699.0,80.0,143.0,146.0,159.0,49.0,1450.0,450.0,3063.0,2938.0,3407.0,456.0,317.0,172.0,945.0,449.0,66.0,4181.0,3200.0,25580.0,27592.0,4366.0,2221.0,43417.0,4217.0,3392.0,6820.0,50237.0,50882.0,51967.0,51967.0,589.0,131355.0,142.0,542.0,145.0,363.0,1306.0,2313.0,142084.0,6115.0,144143.0,1486.0,790.0,1185.0,149378.0
2006-03-21,4312.0,10982.0,924.0,839.0,834.0,3968.0,164.0,412.0,148.0,504.0,1180.0,753.0,1958.0,251.0,2851.0,5485.0,12453.0,12964.0,1330.0,16316.0,5178.0,5394.0,380.0,78527.0,660.0,84521.0,85000.0,1469.0,368.0,87281.0,622.0,90374.0,79.0,915.0,93624.0,94200.0,102.0,111.0,220.0,260.0,620.0,216.0,1240.0,96.0,576.0,215.0,655.0,1319.0,2238.0,466.0,454.0,1578.0,430.0,1686.0,542.0,1186.0,1401.0,2165.0,2944.0,38.0,3480.0,3610.0,3100.0,3136.0,377.0,6068.0,1495.0,193.0,8456.0,80.0,142.0,145.0,157.0,48.0,1671.0,418.0,3116.0,2847.0,3276.0,437.0,292.0,247.0,901.0,438.0,65.0,4107.0,2834.0,24376.0,26594.0,4473.0,2180.0,43383.0,4137.0,3211.0,6628.0,50011.0,50039.0,51561.0,51561.0,628.0,150429.0,129.0,464.0,129.0,372.0,1302.0,2152.0,156541.0,6105.0,158225.0,1541.0,1197.0,1184.0,160324.0
2006-03-22,4190.0,11049.0,905.0,810.0,816.0,3924.0,165.0,409.0,147.0,484.0,1151.0,752.0,1923.0,253.0,2800.0,5395.0,12306.0,12886.0,1286.0,16233.0,5403.0,4933.0,371.0,77107.0,659.0,83788.0,85000.0,1451.0,370.0,86840.0,628.0,89120.0,79.0,893.0,90016.0,90018.0,117.0,131.0,232.0,290.0,650.0,248.0,1309.0,97.0,603.0,229.0,668.0,1431.0,2143.0,462.0,445.0,1548.0,420.0,1679.0,536.0,1182.0,1396.0,2145.0,2939.0,38.0,3537.0,3649.0,3139.0,3138.0,385.0,6069.0,2198.0,197.0,8932.0,79.0,140.0,144.0,160.0,47.0,2481.0,418.0,3265.0,2762.0,3188.0,541.0,329.0,197.0,827.0,428.0,64.0,4132.0,2990.0,23334.0,25268.0,4576.0,2243.0,43441.0,4093.0,3155.0,7085.0,50526.0,50526.0,51659.0,51659.0,710.0,145968.0,123.0,420.0,138.0,344.0,1575.0,2056.0,154907.0,6245.0,157721.0,1628.0,1574.0,1319.0,162508.0
2006-03-23,4242.0,11119.0,886.0,785.0,799.0,3902.0,165.0,406.0,147.0,467.0,1129.0,756.0,1900.0,263.0,2755.0,5396.0,12470.0,13164.0,1268.0,16687.0,5586.0,5185.0,404.0,77166.0,737.0,83837.0,83750.0,1434.0,377.0,85845.0,657.0,88378.0,78.0,898.0,89543.0,89607.0,148.0,170.0,250.0,414.0,705.0,292.0,1424.0,95.0,664.0,257.0,716.0,1613.0,2157.0,460.0,440.0,1528.0,411.0,1656.0,533.0,1178.0,1391.0,2135.0,2934.0,37.0,3541.0,3632.0,3161.0,3167.0,387.0,6110.0,3224.0,296.0,9104.0,79.0,138.0,143.0,160.0,47.0,4038.0,425.0,3427.0,2677.0,3086.0,697.0,364.0,113.0,774.0,415.0,63.0,4062.0,2648.0,23038.0,24839.0,4685.0,2385.0,44133.0,4171.0,3173.0,7515.0,51648.0,51648.0,52499.0,52499.0,856.0,145003.0,129.0,399.0,187.0,319.0,1998.0,2277.0,152799.0,6379.0,155410.0,1697.0,1341.0,1461.0,159915.0
2006-03-24,4417.0,11189.0,869.0,764.0,783.0,3898.0,168.0,404.0,146.0,455.0,1116.0,755.0,1880.0,269.0,2718.0,5397.0,12674.0,13484.0,1277.0,17218.0,5778.0,5436.0,437.0,77858.0,829.0,84849.0,77500.0,1418.0,403.0,79948.0,762.0,82895.0,78.0,919.0,84698.0,84968.0,160.0,168.0,253.0,389.0,743.0,353.0,1610.0,93.0,705.0,274.0,782.0,1886.0,2303.0,458.0,436.0,1509.0,403.0,1624.0,530.0,1175.0,1387.0,2126.0,2928.0,37.0,3527.0,3592.0,3131.0,3158.0,387.0,6107.0,3649.0,424.0,9735.0,79.0,136.0,142.0,163.0,46.0,5525.0,468.0,3531.0,2591.0,3024.0,931.0,436.0,115.0,729.0,413.0,62.0,3986.0,2277.0,22725.0,24485.0,4756.0,2535.0,45044.0,4308.0,3198.0,7913.0,52956.0,52956.0,53703.0,53703.0,1002.0,144563.0,251.0,524.0,241.0,289.0,2212.0,2716.0,153037.0,6408.0,155727.0,1784.0,1094.0,1546.0,160157.0
2006-03-25,4587.0,11332.0,852.0,748.0,768.0,3909.0,189.0,416.0,156.0,453.0,1129.0,785.0,1918.0,275.0,2693.0,5439.0,12967.0,13963.0,1402.0,18264.0,6097.0,5771.0,466.0,79211.0,1014.0,86666.0,63750.0,1442.0,530.0,67179.0,1087.0,71044.0,85.0,1031.0,74086.0,74682.0,216.0,246.0,303.0,584.0,862.0,468.0,1948.0,99.0,762.0,322.0,939.0,2537.0,2594.0,458.0,432.0,1497.0,398.0,1601.0,527.0,1171.0,1383.0,2118.0,2931.0,37.0,3517.0,3551.0,3104.0,3122.0,385.0,6077.0,3733.0,582.0,11729.0,79.0,134.0,142.0,181.0,46.0,7190.0,652.0,3821.0,2506.0,3032.0,1223.0,653.0,174.0,692.0,447.0,61.0,4125.0,2364.0,22841.0,24377.0,4853.0,2838.0,46402.0,4509.0,3380.0,8535.0,54937.0,54937.0,56284.0,56284.0,1341.0,140277.0,547.0,1159.0,422.0,442.0,2357.0,3341.0,149786.0,6445.0,152645.0,1946.0,1097.0,1772.0,157549.0
2006-03-26,4801.0,11665.0,847.0,760.0,755.0,3949.0,253.0,474.0,204.0,493.0,1266.0,909.0,2175.0,286.0,2746.0,5563.0,13306.0,14475.0,1625.0,19129.0,6348.0,6130.0,481.0,80787.0,1244.0,89110.0,56250.0,1469.0,521.0,56269.0,931.0,57097.0,95.0,1193.0,57650.0,57794.0,233.0,281.0,339.0,746.0,905.0,507.0,2058.0,110.0,876.0,343.0,1093.0,3067.0,3107.0,474.0,446.0,1527.0,399.0,1596.0,525.0,1169.0,1380.0,2112.0,2953.0,37.0,3533.0,3535.0,3093.0,3096.0,383.0,6068.0,3816.0,656.0,16981.0,79.0,132.0,148.0,207.0,46.0,9024.0,894.0,4356.0,2421.0,2888.0,1166.0,710.0,111.0,656.0,512.0,60.0,4424.0,2863.0,24813.0,25908.0,5044.0,2978.0,47486.0,4880.0,3730.0,9005.0,56491.0,56491.0,58152.0,58152.0,1493.0,129651.0,463.0,1337.0,371.0,1077.0,2402.0,3842.0,141608.0,6380.0,144715.0,1866.0,989.0,1685.0,150399.0
2006-03-27,4927.0,11859.0,943.0,785.0,742.0,4084.0,280.0,558.0,243.0,547.0,1474.0,942.0,2416.0,280.0,2982.0,5624.0,13635.0,14919.0,1655.0,19546.0,6241.0,6143.0,419.0,78262.0,1203.0,87448.0,89883.0,1458.0,508.0,91086.0,932.0,91939.0,96.0,1297.0,90027.0,88730.0,208.0,240.0,324.0,662.0,867.0,478.0,2030.0,108.0,861.0,337.0,1090.0,3167.0,3592.0,477.0,454.0,1540.0,403.0,1619.0,523.0,1166.0,1377.0,2113.0,2983.0,37.0,3573.0,3541.0,3093.0,3082.0,386.0,6057.0,3900.0,584.0,15266.0,79.0,130.0,155.0,223.0,47.0,9799.0,932.0,4442.0,2336.0,2718.0,996.0,614.0,94.0,617.0,488.0,60.0,4396.0,2789.0,28918.0,29612.0,5264.0,2832.0,47253.0,5223.0,3730.0,9104.0,56357.0,56357.0,57796.0,57796.0,1424.0,129812.0,350.0,994.0,338.0,1152.0,2075.0,3647.0,136932.0,6325.0,139036.0,1774.0,898.0,1623.0,142775.0
2006-03-28,5024.0,11929.0,1031.0,778.0,731.0,4215.0,285.0,589.0,265.0,572.0,1622.0,914.0,2537.0,280.0,3217.0,5729.0,14067.0,15449.0,1666.0,20151.0,5909.0,5858.0,388.0,78439.0,1198.0,86431.0,88125.0,1465.0,489.0,90250.0,870.0,92742.0,94.0,1269.0,94291.0,94374.0,186.0,193.0,307.0,476.0,833.0,442.0,1931.0,104.0,834.0,332.0,1064.0,2935.0,3774.0,471.0,443.0,1526.0,411.0,1645.0,521.0,1165.0,1374.0,2116.0,3014.0,52.0,3644.0,3580.0,3118.0,3086.0,393.0,6050.0,3984.0,492.0,13818.0,79.0,128.0,162.0,237.0,50.0,9903.0,881.0,4372.0,2251.0,2601.0,946.0,569.0,189.0,578.0,476.0,59.0,4299.0,2444.0,29783.0,31643.0,5435.0,2600.0,46891.0,5352.0,3815.0,9106.0,55997.0,55997.0,57108.0,57108.0,1356.0,155325.0,317.0,831.0,319.0,844.0,1719.0,3076.0,162747.0,6310.0,164538.0,1699.0,826.0,1592.0,167120.0
2006-03-29,5074.0,11992.0,1038.0,762.0,720.0,4254.0,298.0,607.0,286.0,588.0,1715.0,924.0,2639.0,290.0,3347.0,5907.0,14458.0,15986.0,1672.0,20934.0,5627.0,5477.0,415.0,76670.0,1240.0,85204.0,85625.0,1473.0,489.0,87752.0,877.0,90253.0,92.0,1246.0,91811.0,91916.0,185.0,184.0,306.0,415.0,853.0,435.0,1884.0,101.0,818.0,336.0,1064.0,2723.0,3682.0,474.0,451.0,1537.0,427.0,1654.0,519.0,1163.0,1372.0,2128.0,3046.0,61.0,3717.0,3627.0,3161.0,3114.0,401.0,6049.0,4068.0,455.0,13727.0,78.0,126.0,174.0,261.0,58.0,10691.0,992.0,4511.0,2166.0,2532.0,974.0,583.0,246.0,543.0,486.0,58.0,4314.0,2188.0,27430.0,29392.0,5585.0,2556.0,47708.0,5451.0,4187.0,9417.0,57125.0,57125.0,58951.0,58951.0,1449.0,156237.0,393.0,842.0,373.0,684.0,1655.0,2566.0,165011.0,6330.0,167625.0,1692.0,811.0,1645.0,171893.0
