, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2014-03-20, 4755, 9736, , 1458, 2204, , , , 290, , , , , 786, 6800, 11610, 15546, , 2182, , , 21780, 24093, 1074, 86264, 984, 111631, , 2290, 549, 132948, , 134700, , 4148, 137464, 136889, 634, 632, , , 779, 3636, , , 758, 3223, 5518, 7193, 498, , , 452, 1472, 559, 1190, , 2435, 1582, 149, 2486, 2153, 2074, , 229, , 360, 141, 6126, 80, 144, 224, 460, 89, 529, , 2547, , 785, 353, , , 64, , , , 1293, 11344, , 8556, 6738, , 11448, , 30705, 69078, 66200, 67911, 67911, 1626, 223096, , 1072, 540, 1342, 2285, 3937, 239459, 9034, 245764, 2848, 1511, 1473, 
2014-03-21, 4671, 8797, , 1459, 2114, , , , 282, , , , , 746, 6228, 13402, 14858, , 2142, , , 21051, 23175, 1216, 86165, 949, 111178, , 2167, 552, 132350, , 133459, , 4074, 135670, 135658, 606, 604, , , 708, 3432, , , 647, 2918, 5102, 6519, 486, , , 441, 1368, 561, 1186, , 2408, 1571, 156, 2336, 2014, 1862, , 245, , 360, 152, 5905, 80, 142, 221, 397, 86, 511, , 2564, , 764, 344, , , 54, , , , 1218, 10972, , 8279, 6252, , 11956, , 31372, 68183, 65962, 67458, 67458, 1400, 212200, , 998, 474, 1110, 2187, 3690, 223026, 8887, 228311, 2619, 1282, 1529, 
2014-03-22, 4593, 7920, , 1390, 2022, , , , 274, , , , , 665, 5707, 13794, 14308, , 2064, , , 20290, 22304, 962, 84869, 898, 108593, , 2072, 549, 132257, , 133334, , 3562, 135784, 135779, 486, 480, , , 512, 2910, , , 560, 2469, 4381, 5960, 478, , , 429, 1345, 558, 1181, , 2384, 1570, 148, 2263, 1921, 1715, , 251, , 360, 170, 5986, 80, 141, 218, 360, 83, 546, , 2557, , 745, 287, , , 48, , , , 1160, 10627, , 8004, 5963, , 11513, , 31066, 61970, 60408, 62078, 62078, 1210, 207987, , 880, 424, 896, 1855, 3328, 218919, 8601, 223988, 2401, 1100, 1488, 
2014-03-23, 4516, 7291, , 1342, 1936, , , , 268, , , , , 600, 5262, 13442, 13797, , 1986, , , 19513, 21426, 784, 84026, 862, 106700, , 1970, 536, 127617, , 129746, , 3233, 133772, 134055, 430, 413, , , 440, 2456, , , 504, 2219, 3650, 5255, 466, , , 418, 1266, 555, 1176, , 2358, 1560, 148, 2230, 1900, 1644, , 255, , 360, 194, 6074, 80, 140, 216, 331, 80, 581, , 2568, , 722, 254, , , 39, , , , 1114, 10335, , 7733, 5784, , 10212, , 29538, 59450, 58546, 59951, 59951, 1067, 203288, , 782, 384, 754, 1626, 2975, 213180, 8367, 217953, 2240, 971, 1432, 
2014-03-24, 4431, 6832, , 1299, 1853, , , , 262, , , , , 549, 4884, 13095, 13422, , 1928, , , 18680, 20512, 762, 83701, 826, 105299, , 1855, 520, 118614, , 119477, , 3050, 122835, 123066, 402, 382, , , 404, 2239, , , 466, 2079, 3304, 4556, 458, , , 411, 1138, 552, 1182, , 2349, 1558, 158, 2132, 1826, 1587, , 266, , 360, 221, 6108, 80, 138, 218, 343, 79, 633, , 2614, , 704, 289, , , 32, , , , 1120, 10352, , 7520, 5662, , 9309, , 28550, 58006, 57760, 59031, 59031, 1028, 194524, , 742, 354, 654, 1522, 2774, 205496, 8298, 210471, 2128, 893, 1412, 
2014-03-25,4349.0,6507.0,1016.0,1255.0,1774.0,11620.0,249.0,640.0,258.0,777.0,1862.0,1662.0,3561.0,513.0,4584.0,12829.0,13045.0,17665.0,1891.0,20695.0,8039.0,17701.0,19493.0,808.0,83507.0,797.0,104048.0,133838.0,1738.0,505.0,121993.0,1530.0,122968.0,166.0,2903.0,125682.0,125584.0,390.0,378.0,502.0,892.0,418.0,2133.0,298.0,1332.0,464.0,2052.0,3217.0,4171.0,459.0,424.0,1159.0,412.0,1038.0,548.0,1200.0,1440.0,2361.0,1570.0,186.0,2014.0,1712.0,1480.0,1690.0,284.0,4267.0,360.0,254.0,6143.0,80.0,136.0,233.0,454.0,80.0,724.0,852.0,2690.0,292.0,704.0,340.0,128.0,48.0,22.0,1098.0,188.0,2129.0,1167.0,10442.0,11834.0,7428.0,5837.0,29700.0,8798.0,7519.0,28081.0,59238.0,59238.0,60466.0,60466.0,1028.0,188846.0,379.0,723.0,328.0,609.0,1620.0,2838.0,197344.0,8260.0,201896.0,2034.0,900.0,1406.0,229222.0
2014-03-26,4279.0,6282.0,995.0,1219.0,1703.0,11582.0,244.0,634.0,260.0,750.0,1791.0,1686.0,3494.0,485.0,4470.0,12582.0,12806.0,18006.0,1865.0,21772.0,8092.0,16635.0,18386.0,875.0,82754.0,806.0,102553.0,134998.0,1624.0,493.0,121894.0,1756.0,122919.0,207.0,2811.0,125748.0,125754.0,404.0,395.0,658.0,1391.0,434.0,2160.0,360.0,1534.0,482.0,2029.0,3322.0,4095.0,458.0,444.0,1203.0,422.0,970.0,547.0,1247.0,1501.0,2409.0,1638.0,299.0,1945.0,1638.0,1367.0,1581.0,312.0,4216.0,357.0,296.0,6185.0,80.0,133.0,266.0,642.0,83.0,812.0,1028.0,2805.0,286.0,756.0,389.0,123.0,47.0,19.0,1386.0,215.0,2294.0,1256.0,10657.0,11800.0,7445.0,6685.0,26402.0,8614.0,8540.0,27976.0,60072.0,60072.0,61261.0,61261.0,1048.0,191742.0,428.0,730.0,306.0,584.0,1771.0,3094.0,200384.0,8164.0,204701.0,1952.0,905.0,1404.0,231432.0
2014-03-27,4217.0,6107.0,976.0,1181.0,1633.0,11595.0,241.0,661.0,266.0,754.0,1803.0,2037.0,3841.0,459.0,4412.0,12320.0,12698.0,19316.0,1844.0,23331.0,10784.0,15640.0,17343.0,925.0,81404.0,814.0,100130.0,134998.0,1520.0,487.0,121803.0,2454.0,122822.0,294.0,2823.0,125661.0,125665.0,404.0,394.0,790.0,1581.0,440.0,2178.0,404.0,1590.0,477.0,1985.0,3458.0,4177.0,464.0,466.0,1443.0,441.0,969.0,555.0,1310.0,1672.0,2555.0,1847.0,396.0,1992.0,1652.0,1306.0,1492.0,338.0,4200.0,354.0,344.0,6235.0,78.0,130.0,301.0,790.0,80.0,879.0,1200.0,2827.0,281.0,819.0,406.0,137.0,46.0,16.0,1626.0,230.0,2742.0,1308.0,10975.0,12274.0,7652.0,7115.0,28858.0,8667.0,13259.0,28091.0,61112.0,61112.0,62266.0,62266.0,1096.0,192758.0,536.0,760.0,286.0,602.0,1764.0,3230.0,201598.0,8020.0,205806.0,1863.0,881.0,1387.0,233664.0
2014-03-28,4155.0,5942.0,958.0,1144.0,1566.0,11592.0,239.0,674.0,248.0,827.0,1907.0,2029.0,3936.0,435.0,4303.0,12046.0,12553.0,20376.0,1824.0,24338.0,13909.0,14565.0,16280.0,976.0,78488.0,795.0,97137.0,134998.0,1434.0,485.0,121727.0,2576.0,122740.0,294.0,2685.0,125458.0,125468.0,353.0,358.0,802.0,1443.0,441.0,2130.0,390.0,1534.0,461.0,1922.0,3432.0,4280.0,482.0,454.0,1436.0,465.0,1152.0,565.0,1332.0,1666.0,2693.0,2080.0,412.0,2262.0,1876.0,1379.0,1439.0,359.0,4120.0,351.0,386.0,6284.0,78.0,128.0,318.0,818.0,75.0,885.0,1186.0,3064.0,276.0,885.0,398.0,167.0,45.0,10.0,1502.0,212.0,3012.0,1571.0,11414.0,13585.0,8033.0,6588.0,29864.0,9105.0,15028.0,28504.0,61529.0,61529.0,62648.0,62648.0,1158.0,193432.0,658.0,768.0,270.0,646.0,1552.0,2975.0,202270.0,7774.0,206262.0,1767.0,788.0,1342.0,244602.0
2014-03-29,4100.0,5790.0,940.0,1110.0,1507.0,11555.0,236.0,656.0,229.0,834.0,1857.0,1720.0,3576.0,415.0,4113.0,11744.0,12321.0,20556.0,1800.0,24964.0,15552.0,13489.0,15148.0,892.0,73220.0,758.0,91014.0,129373.0,1354.0,484.0,118627.0,2607.0,120350.0,270.0,2563.0,123733.0,123938.0,359.0,365.0,756.0,1357.0,434.0,2079.0,442.0,1577.0,529.0,2076.0,3375.0,4320.0,478.0,474.0,1464.0,449.0,1342.0,551.0,1312.0,1658.0,2656.0,2293.0,417.0,2706.0,2306.0,1671.0,1551.0,381.0,4186.0,348.0,403.0,6310.0,78.0,126.0,326.0,741.0,72.0,863.0,1729.0,3067.0,270.0,934.0,472.0,228.0,44.0,10.0,2452.0,242.0,3631.0,1658.0,11884.0,15128.0,8298.0,5718.0,32246.0,9522.0,15178.0,29096.0,61690.0,61690.0,62777.0,62777.0,1353.0,193876.0,937.0,822.0,260.0,668.0,1347.0,2890.0,202507.0,7608.0,206323.0,1709.0,764.0,1344.0,252121.0
