, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-04-14, 8113, 18200, 3120, 2914, 4403, 12192, 313, 806, 546, , , , , 754, 8722, 15238, 27017, 30570, 2854, , 6721, 5522, 7437, 374, 87126, 5290, 106953, 111790, 4187, 2023, 118458, 1755, 120052, , 2538, 126898, 125918, 354, 287, 930, 580, 255, 2008, 239, 698, 530, 644, 597, 1945, 581, 840, , 576, 1414, 805, 1957, , 4862, 5727, 134, 4664, 4281, 1912, , 181, , 0, 178, 5702, 114, 142, 347, 460, 72, 344, , 2677, , 528, 132, , 46, 2, 1324, 315, 1181, 654, 8348, , 11094, 2408, , 11000, 7742, 17466, 44306, 42132, 43003, 43019, 398, 174297, 152, 428, 80, 211, 1286, 1911, 183987, 4580, 185932, 1536, 841, 1185, 
2015-04-15,8191.0,18356.0,3256.0,3087.0,6311.0,12476.0,307.0,806.0,548.0,2114.0,3799.0,2854.0,6700.0,903.0,8524.0,15308.0,27160.0,30678.0,2885.0,35386.0,7878.0,4486.0,5379.0,501.0,83005.0,5029.0,96720.0,110069.0,3955.0,1895.0,115967.0,2310.0,118636.0,376.0,2615.0,123014.0,123021.0,370.0,306.0,861.0,562.0,302.0,2098.0,211.0,741.0,540.0,807.0,746.0,1760.0,664.0,1090.0,2133.0,824.0,1584.0,1010.0,2092.0,3368.0,5682.0,6369.0,135.0,5068.0,4692.0,2283.0,1742.0,200.0,3975.0,0.0,193.0,5788.0,115.0,142.0,369.0,473.0,76.0,346.0,991.0,2742.0,626.0,618.0,131.0,168.0,46.0,4.0,1300.0,329.0,1329.0,689.0,8662.0,9356.0,11579.0,2439.0,24871.0,12808.0,10373.0,18492.0,44830.0,42896.0,43463.0,43618.0,393.0,169423.0,203.0,432.0,78.0,224.0,1568.0,2113.0,177392.0,4672.0,178444.0,1556.0,1037.0,1278.0,172298.0
2015-04-16,8169.0,18448.0,3025.0,3090.0,5522.0,12476.0,302.0,808.0,518.0,2068.0,3704.0,2987.0,6734.0,837.0,8411.0,15851.0,26998.0,30508.0,2854.0,35790.0,8525.0,4838.0,5434.0,484.0,82478.0,4779.0,93269.0,109999.0,3707.0,1782.0,115588.0,1778.0,118480.0,358.0,2377.0,121261.0,121341.0,294.0,239.0,780.0,460.0,219.0,2002.0,179.0,739.0,482.0,824.0,804.0,1754.0,698.0,1121.0,2092.0,804.0,2043.0,1310.0,2271.0,3540.0,6316.0,6903.0,110.0,6179.0,5642.0,2915.0,2056.0,202.0,4049.0,0.0,173.0,5794.0,107.0,129.0,375.0,494.0,68.0,336.0,899.0,2832.0,663.0,550.0,128.0,166.0,44.0,7.0,1321.0,272.0,1316.0,634.0,8895.0,9527.0,11557.0,2157.0,24152.0,13802.0,9575.0,20170.0,45278.0,43581.0,44134.0,44146.0,368.0,169196.0,193.0,460.0,76.0,197.0,1479.0,2168.0,175950.0,4646.0,176704.0,1514.0,845.0,1214.0,165116.0
2015-04-17,7882.0,18361.0,2802.0,2850.0,4640.0,11974.0,294.0,797.0,495.0,1945.0,3467.0,2728.0,6233.0,788.0,8067.0,15226.0,26532.0,29970.0,2804.0,35419.0,8394.0,6009.0,6746.0,442.0,82688.0,4536.0,94172.0,108749.0,3467.0,1674.0,114364.0,1722.0,117538.0,354.0,2232.0,120092.0,120166.0,284.0,248.0,744.0,510.0,278.0,1859.0,189.0,722.0,560.0,819.0,574.0,1764.0,636.0,988.0,1740.0,714.0,2138.0,1020.0,2177.0,3140.0,5748.0,6930.0,112.0,6833.0,6457.0,4015.0,2702.0,192.0,4430.0,0.0,151.0,5746.0,103.0,122.0,371.0,500.0,70.0,302.0,897.0,2969.0,705.0,524.0,126.0,163.0,44.0,46.0,1242.0,291.0,1362.0,594.0,8746.0,9712.0,11132.0,2010.0,23260.0,12234.0,8047.0,18805.0,42624.0,41166.0,41705.0,41705.0,342.0,165834.0,168.0,459.0,75.0,173.0,1316.0,1952.0,172926.0,4649.0,173804.0,1482.0,812.0,1184.0,168395.0
2015-04-18,7700.0,17820.0,2962.0,2830.0,5676.0,11992.0,283.0,857.0,584.0,1860.0,3350.0,2499.0,5882.0,856.0,7729.0,14788.0,26246.0,29629.0,2758.0,35084.0,7851.0,7316.0,7738.0,406.0,83506.0,4403.0,95726.0,99999.0,3229.0,1689.0,105368.0,2006.0,108860.0,516.0,2258.0,112082.0,112441.0,274.0,250.0,696.0,886.0,268.0,1913.0,198.0,742.0,635.0,1068.0,628.0,1644.0,635.0,978.0,1607.0,759.0,1892.0,939.0,2078.0,3091.0,5459.0,6950.0,127.0,6676.0,6360.0,4341.0,2924.0,180.0,4806.0,0.0,149.0,5720.0,110.0,128.0,390.0,446.0,75.0,316.0,1200.0,3138.0,765.0,540.0,126.0,161.0,44.0,64.0,1355.0,403.0,1579.0,650.0,8763.0,9808.0,11192.0,2156.0,23067.0,11920.0,8441.0,19758.0,43134.0,41914.0,42438.0,42438.0,321.0,160820.0,149.0,427.0,74.0,150.0,1208.0,1798.0,168264.0,4616.0,169140.0,1448.0,862.0,1149.0,163532.0
2015-04-19,7601.0,15580.0,3565.0,3015.0,7546.0,12810.0,276.0,970.0,718.0,1898.0,3564.0,2738.0,6329.0,940.0,8321.0,15430.0,26501.0,29894.0,2716.0,35323.0,8452.0,7745.0,8616.0,397.0,84647.0,4399.0,97678.0,99999.0,3430.0,2024.0,105110.0,2009.0,108160.0,650.0,2486.0,110583.0,110564.0,256.0,222.0,646.0,920.0,210.0,1948.0,218.0,794.0,692.0,1276.0,971.0,1629.0,686.0,1058.0,1704.0,853.0,1836.0,1146.0,2079.0,3269.0,5693.0,6982.0,139.0,6345.0,5992.0,4082.0,2679.0,171.0,4794.0,0.0,139.0,5704.0,128.0,148.0,441.0,464.0,90.0,302.0,1526.0,3315.0,824.0,614.0,123.0,158.0,42.0,71.0,1513.0,476.0,1938.0,748.0,9134.0,10402.0,12312.0,2348.0,23788.0,15243.0,9787.0,25490.0,49558.0,48576.0,49086.0,49086.0,308.0,159020.0,134.0,397.0,73.0,124.0,1238.0,1803.0,164946.0,4608.0,165482.0,1417.0,800.0,1094.0,159044.0
2015-04-20,7592.0,14155.0,3388.0,3028.0,7306.0,12876.0,270.0,956.0,724.0,1920.0,3711.0,3294.0,7026.0,974.0,9648.0,16259.0,27510.0,31008.0,2678.0,35905.0,8948.0,7710.0,8578.0,385.0,86230.0,4286.0,98896.0,99999.0,4590.0,2317.0,105793.0,2042.0,108840.0,703.0,2675.0,111348.0,111300.0,244.0,209.0,604.0,946.0,193.0,1847.0,271.0,807.0,754.0,1380.0,1012.0,1800.0,706.0,1114.0,1736.0,869.0,1953.0,1274.0,2128.0,3321.0,5957.0,7020.0,166.0,6238.0,5823.0,3824.0,2380.0,169.0,4526.0,0.0,133.0,5699.0,142.0,161.0,477.0,547.0,91.0,282.0,1606.0,3458.0,884.0,691.0,119.0,156.0,42.0,79.0,1536.0,496.0,2159.0,808.0,9570.0,11034.0,14092.0,2204.0,24818.0,18419.0,10593.0,29028.0,54532.0,53788.0,54285.0,54285.0,295.0,164601.0,124.0,371.0,72.0,80.0,1181.0,1750.0,170090.0,4611.0,170392.0,1385.0,719.0,1054.0,160008.0
2015-04-21,7619.0,14239.0,3142.0,3041.0,6652.0,12594.0,262.0,891.0,676.0,1877.0,3570.0,3342.0,6928.0,993.0,10377.0,16098.0,28681.0,32312.0,2657.0,36783.0,9076.0,7674.0,8541.0,372.0,87878.0,4134.0,100554.0,99999.0,5540.0,2727.0,107383.0,2469.0,110523.0,802.0,3030.0,113271.0,113180.0,240.0,203.0,565.0,972.0,208.0,1794.0,334.0,823.0,836.0,1500.0,1041.0,1908.0,684.0,1114.0,1656.0,844.0,2012.0,1180.0,2134.0,3270.0,5904.0,7053.0,179.0,6253.0,5805.0,3758.0,2329.0,167.0,4287.0,0.0,131.0,5707.0,144.0,160.0,478.0,582.0,92.0,264.0,1678.0,3582.0,944.0,744.0,117.0,154.0,41.0,87.0,1528.0,504.0,2227.0,850.0,9780.0,11358.0,15430.0,2240.0,25718.0,20105.0,11238.0,30937.0,58014.0,57508.0,57993.0,57993.0,290.0,170383.0,115.0,351.0,70.0,54.0,1122.0,1660.0,175888.0,4621.0,176160.0,1356.0,661.0,1024.0,167099.0
2015-04-22,8552.0,13422.0,3219.0,3286.0,7090.0,12886.0,254.0,842.0,644.0,1829.0,3508.0,3481.0,7000.0,1013.0,10355.0,16006.0,29098.0,32768.0,2673.0,37276.0,9048.0,7640.0,8504.0,365.0,88518.0,4204.0,101350.0,99999.0,6541.0,3150.0,108782.0,2390.0,112049.0,948.0,3227.0,115100.0,115038.0,250.0,212.0,530.0,997.0,232.0,1796.0,432.0,870.0,918.0,1650.0,1193.0,1958.0,672.0,1114.0,1634.0,874.0,1966.0,1123.0,2094.0,3416.0,5750.0,7072.0,190.0,6166.0,5714.0,3731.0,2387.0,165.0,4226.0,0.0,123.0,5716.0,137.0,150.0,469.0,544.0,86.0,244.0,1833.0,3712.0,1004.0,807.0,113.0,156.0,39.0,95.0,1589.0,530.0,2307.0,906.0,9879.0,11620.0,16271.0,2356.0,26614.0,20534.0,11579.0,31612.0,59832.0,59564.0,60037.0,60037.0,280.0,175377.0,109.0,333.0,69.0,44.0,1089.0,1601.0,181060.0,4632.0,181328.0,1344.0,642.0,1000.0,174951.0
2015-04-23,9160.0,14602.0,3298.0,3270.0,6903.0,13120.0,246.0,834.0,666.0,1803.0,3528.0,3776.0,7309.0,966.0,10113.0,16267.0,28989.0,32629.0,2692.0,37720.0,8880.0,7606.0,8467.0,354.0,89125.0,4572.0,102302.0,99999.0,7819.0,3217.0,110076.0,1995.0,113274.0,1101.0,2891.0,116094.0,116064.0,238.0,196.0,497.0,782.0,197.0,1867.0,358.0,898.0,784.0,1545.0,1321.0,2066.0,682.0,1160.0,1697.0,960.0,2022.0,1164.0,2067.0,3754.0,5814.0,7095.0,195.0,5995.0,5520.0,3597.0,2316.0,164.0,4242.0,0.0,120.0,5728.0,135.0,145.0,488.0,561.0,82.0,239.0,2006.0,3839.0,1064.0,951.0,110.0,180.0,39.0,101.0,1550.0,516.0,2482.0,966.0,10181.0,12096.0,17078.0,2157.0,28740.0,20114.0,11247.0,31738.0,60676.0,60632.0,61090.0,61090.0,275.0,178430.0,104.0,318.0,68.0,53.0,1031.0,1533.0,184412.0,4645.0,184714.0,1339.0,604.0,980.0,181110.0
