, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-27, 59955, 24608, 17375, 22060, 21245, 46540, 1528, 3825, 4692, 12215, 21675, 14242, 35915, 1885, 42275, 56795, 105788, 115395, 3378, 113642, 14728, 21025, 22352, 540, 176602, 14750, 285462, 210000, 18322, 11818, 240532, 8192, 247142, 1682, 11788, 259042, 259975, 250, 478, 282, 2592, 700, 4080, 602, 2348, 1450, 3902, 3925, 5018, 1682, 3175, 4798, 4768, 8152, 9910, 20975, 24485, 34138, 24172, 322, 25455, 23285, 20598, 20340, 580, 23482, 10592, 1075, 18450, 1415, 1422, 1702, 1438, 375, 1535, 3145, 5028, 1320, 1212, 412, 282, 65, 68, 3185, 1372, 9738, 1860, 34905, 36935, 61302, 9092, 104690, 43702, 15548, 47690, 152238, 152238, 152850, 152850, 528, 413830, 302, 505, 180, 782, 2205, 3390, 422635, 6305, 422020, 2152, 1045, 1075, 426490
2011-06-28, 57950, 24300, 16420, 22110, 20910, 45910, 1475, 3632, 4582, 11740, 20868, 13680, 34548, 1812, 40650, 55515, 103950, 113500, 3185, 111180, 13735, 19312, 20880, 505, 173132, 14298, 281328, 213750, 17765, 11428, 242630, 8185, 248505, 1650, 11705, 259552, 260082, 230, 470, 302, 2500, 645, 4150, 588, 2228, 1390, 3665, 3860, 4915, 1635, 3040, 4590, 4792, 8072, 9615, 20940, 24398, 33882, 24125, 308, 25372, 23252, 20548, 20295, 565, 23372, 10505, 1032, 18210, 1385, 1408, 1665, 1418, 365, 1485, 3010, 4940, 1288, 1185, 402, 280, 60, 65, 3032, 1310, 9520, 1710, 34112, 36100, 59145, 9068, 104668, 42362, 14722, 46260, 150805, 150805, 151398, 151398, 510, 412595, 265, 465, 178, 730, 2100, 3238, 420728, 6240, 420770, 2052, 982, 1035, 425038
2011-06-29, 55848, 23975, 15658, 21748, 20538, 45235, 1450, 3488, 4448, 11270, 20070, 13250, 33322, 1740, 39098, 54922, 102118, 111600, 2992, 108778, 12820, 17388, 18982, 482, 169562, 13725, 276662, 220000, 17272, 10982, 248622, 8012, 255042, 1595, 11495, 266242, 266538, 212, 460, 330, 2455, 612, 4048, 568, 2168, 1342, 3480, 3540, 4842, 1578, 2900, 4368, 4778, 7932, 9222, 20742, 24132, 33338, 24062, 295, 25232, 23165, 20478, 20235, 545, 23262, 10418, 985, 17940, 1300, 1330, 1602, 1352, 348, 1425, 2782, 4860, 1258, 1145, 392, 272, 60, 55, 2858, 1248, 9218, 1570, 33262, 35222, 56788, 8840, 101278, 41302, 13900, 45200, 146368, 146368, 146942, 146942, 495, 414420, 230, 425, 170, 680, 2005, 3105, 421360, 6162, 421988, 1955, 928, 1008, 425810
2011-06-30, 54135, 23668, 15140, 21255, 20258, 44192, 1415, 3368, 4288, 10810, 19295, 12760, 32058, 1655, 37642, 53742, 100322, 109735, 2795, 106368, 12105, 14980, 16750, 468, 165880, 13445, 271895, 220000, 16782, 10520, 247672, 7828, 254165, 1550, 11335, 265640, 265938, 195, 452, 358, 2418, 572, 4008, 545, 2055, 1272, 3240, 3298, 4662, 1528, 2782, 4192, 4738, 7745, 8810, 20375, 23652, 32542, 23998, 278, 25012, 23005, 20335, 20105, 528, 23105, 10330, 945, 17660, 1225, 1268, 1540, 1290, 335, 1375, 2590, 4780, 1228, 1115, 382, 270, 60, 48, 2585, 1175, 8880, 1440, 32308, 34235, 54178, 8568, 97368, 39928, 13110, 43862, 141138, 141138, 141702, 141702, 478, 413978, 205, 385, 165, 620, 1918, 2985, 421970, 6108, 423422, 1868, 892, 990, 427425
2011-07-01, 52340, 22945, 14710, 20590, 19370, 43828, 1355, 3198, 4070, 10342, 18462, 12120, 30585, 1562, 35998, 52592, 98262, 107585, 2605, 103720, 11295, 13498, 14815, 450, 166778, 13230, 268658, 224875, 16375, 10018, 250668, 7570, 256155, 1502, 11152, 266425, 266260, 180, 442, 385, 2328, 532, 3938, 525, 1965, 1232, 3028, 2995, 4460, 1485, 2678, 4182, 4672, 7590, 8435, 19955, 23100, 31592, 23938, 268, 24740, 22780, 20120, 19900, 505, 22868, 10240, 905, 17380, 1158, 1212, 1482, 1230, 320, 1335, 2395, 4702, 1202, 1088, 372, 260, 60, 40, 2330, 1085, 8528, 1310, 31340, 33225, 51392, 8465, 93765, 38295, 12320, 41798, 135482, 135482, 136028, 136028, 462, 408532, 185, 352, 160, 570, 1838, 2865, 416460, 6040, 418622, 1795, 872, 965, 422718
2011-07-02, 49692, 20610, 14330, 20308, 18748, 44102, 1295, 2975, 3832, 9838, 17475, 11395, 28868, 1475, 34050, 52720, 95890, 105085, 2455, 100888, 10548, 12702, 13975, 435, 177115, 12945, 274422, 239375, 15965, 9498, 263968, 7395, 268848, 1470, 10920, 277978, 277408, 165, 438, 408, 2280, 482, 3915, 508, 1882, 1185, 2855, 2778, 4245, 1445, 2575, 4002, 4638, 7500, 8098, 19538, 22625, 30718, 23882, 258, 24505, 22582, 19895, 19675, 485, 22582, 10152, 865, 17100, 1122, 1188, 1445, 1178, 322, 1300, 2280, 4665, 1195, 1072, 368, 260, 55, 40, 2168, 1018, 8172, 1192, 30498, 32315, 48512, 8650, 92865, 36452, 11738, 39050, 131850, 131850, 132375, 132375, 448, 409592, 168, 325, 152, 518, 1760, 2760, 415035, 5980, 417028, 1745, 860, 945, 420445
2011-07-03, 47022, 20322, 14128, 19905, 18132, 43475, 1248, 2790, 3600, 9345, 16512, 10700, 27212, 1388, 32062, 52048, 93368, 102412, 2348, 97852, 9830, 11945, 13212, 422, 175158, 12512, 279582, 250000, 15488, 9082, 274928, 7535, 280972, 1480, 10845, 291155, 290820, 155, 428, 420, 2245, 450, 3895, 488, 1795, 1140, 2702, 2565, 4070, 1405, 2482, 3810, 4608, 7298, 7808, 19108, 22192, 30030, 23818, 245, 24325, 22455, 19735, 19510, 468, 22325, 10065, 830, 16822, 1102, 1180, 1410, 1142, 315, 1262, 2125, 4638, 1188, 1058, 355, 252, 50, 38, 1990, 950, 7842, 1095, 29778, 31545, 46055, 8838, 89648, 34570, 11125, 37142, 126738, 126738, 127252, 127252, 432, 418510, 155, 302, 150, 478, 1690, 2658, 423005, 5928, 424800, 1692, 820, 928, 427742
2011-07-04, 44885, 19985, 13880, 19295, 17880, 42610, 1208, 2645, 3370, 8870, 15602, 10075, 25680, 1305, 30225, 51035, 90980, 99885, 2250, 95050, 9210, 11128, 12455, 408, 173315, 11790, 278705, 250000, 15125, 8782, 274165, 7862, 280432, 1518, 10930, 291438, 291462, 145, 420, 438, 2225, 422, 3890, 475, 1758, 1102, 2622, 2430, 3932, 1372, 2432, 3715, 4665, 7102, 7600, 18770, 21870, 29435, 23775, 238, 24068, 22255, 19558, 19342, 455, 22120, 9978, 802, 16565, 1055, 1132, 1358, 1088, 300, 1210, 1955, 4610, 1180, 1032, 342, 248, 50, 28, 1830, 875, 7465, 1008, 29018, 30768, 43748, 8702, 86770, 33028, 10590, 35535, 122260, 122260, 122758, 122758, 412, 420398, 142, 282, 142, 442, 1618, 2550, 426890, 5870, 428885, 1650, 780, 928, 432392
2011-07-05, 42755, 19648, 13630, 18738, 17812, 42045, 1168, 2500, 3172, 8435, 14790, 9575, 24365, 1225, 28578, 49938, 88638, 97402, 2142, 92320, 8740, 10235, 11430, 398, 178632, 11055, 269398, 251875, 14882, 8460, 275070, 7942, 280988, 1525, 10932, 291595, 291522, 135, 410, 455, 2190, 390, 3890, 460, 1690, 1088, 2505, 2340, 3840, 1342, 2332, 3555, 4672, 6970, 7395, 18352, 21418, 28822, 23715, 225, 23825, 22062, 19340, 19130, 440, 21845, 9890, 775, 16338, 1015, 1108, 1322, 1052, 292, 1165, 1845, 4582, 1170, 1015, 330, 240, 50, 18, 1672, 808, 7138, 928, 28278, 29980, 41512, 8532, 86508, 31682, 10022, 40725, 126475, 126475, 126955, 126955, 395, 419468, 135, 265, 140, 412, 1552, 2452, 424330, 5818, 426202, 1610, 748, 945, 429542
2011-07-06, 41458, 19375, 13520, 18262, 17565, 41815, 1142, 2390, 2995, 8052, 14075, 9020, 23095, 1140, 27112, 49502, 85090, 93602, 2040, 88560, 8228, 9720, 10908, 382, 180782, 10460, 258858, 255000, 14510, 8110, 277935, 7918, 284155, 1525, 10918, 294935, 294852, 125, 410, 475, 2140, 378, 3908, 448, 1638, 1065, 2395, 2232, 3780, 1288, 2210, 3325, 4592, 6798, 7078, 17792, 20762, 27902, 23650, 215, 23628, 21920, 19178, 18960, 420, 21580, 9802, 742, 16148, 975, 1070, 1268, 1000, 280, 1132, 1710, 4558, 1165, 1000, 320, 238, 48, 10, 1492, 735, 6848, 858, 27640, 29295, 39452, 8480, 83588, 30385, 9560, 43252, 126812, 126812, 127282, 127282, 385, 426012, 128, 252, 135, 390, 1490, 2362, 430530, 5768, 432222, 1575, 712, 955, 435132
2011-07-07, 40272, 19108, 13418, 17462, 17050, 40985, 1098, 2288, 2828, 7690, 13410, 8585, 21995, 1065, 25712, 48738, 79972, 88055, 1930, 83098, 7678, 9130, 10312, 372, 177348, 10150, 248318, 247500, 14122, 7710, 271065, 7698, 278768, 1492, 10718, 291235, 291682, 118, 398, 492, 2062, 335, 3912, 428, 1565, 1015, 2272, 2128, 3678, 1235, 2122, 3178, 4572, 6585, 6812, 17292, 20192, 27050, 23588, 205, 23365, 21718, 18988, 18782, 408, 21368, 9715, 710, 15985, 935, 1032, 1220, 950, 272, 1095, 1580, 4532, 1158, 995, 308, 230, 40, 10, 1400, 678, 6540, 792, 27075, 28692, 37120, 8370, 80598, 28932, 9078, 41830, 122410, 120302, 120758, 120758, 370, 422812, 120, 238, 130, 370, 1430, 2278, 429100, 5722, 430998, 1522, 682, 940, 434550
2011-07-08, 38280, 18818, 13045, 16435, 16110, 39578, 1062, 2192, 2685, 7335, 12792, 8070, 20862, 982, 24442, 47360, 77168, 85032, 1825, 79710, 7128, 8538, 9715, 360, 174790, 9798, 239260, 233125, 13718, 7235, 254788, 7348, 261608, 1445, 10360, 273418, 274000, 112, 390, 505, 2012, 300, 3895, 412, 1510, 1008, 2185, 1978, 3560, 1202, 2065, 3098, 4552, 6425, 6572, 16825, 19688, 26332, 23520, 198, 23088, 21498, 18758, 18560, 395, 21118, 9628, 680, 15812, 902, 1010, 1162, 890, 258, 1055, 1465, 4508, 1150, 982, 298, 225, 40, 5, 1268, 618, 6210, 740, 26532, 28120, 34840, 8328, 77498, 27405, 8572, 40305, 117790, 115682, 116125, 116125, 355, 403518, 118, 225, 128, 342, 1372, 2190, 412368, 5675, 414672, 1490, 675, 952, 419355
2011-07-09, 36315, 18545, 12620, 15375, 15205, 38038, 1008, 2085, 2528, 6975, 12155, 7475, 19630, 915, 23095, 45568, 74182, 81825, 1748, 76522, 6560, 7915, 9088, 348, 172825, 9255, 233228, 231188, 13168, 6842, 251420, 7225, 257465, 1428, 10168, 267728, 267818, 105, 385, 500, 2010, 272, 3890, 400, 1475, 1002, 2120, 1895, 3428, 1165, 1965, 2945, 4468, 6285, 6298, 16215, 19005, 25520, 23452, 188, 22868, 21322, 18552, 18348, 378, 20830, 9540, 655, 15620, 868, 982, 1115, 835, 245, 1028, 1355, 4495, 1145, 950, 288, 220, 40, 0, 1190, 565, 5882, 692, 25942, 27510, 32825, 8218, 74645, 25620, 8010, 38572, 113208, 113208, 113638, 113638, 340, 389400, 110, 218, 120, 320, 1318, 2110, 395575, 5630, 397535, 1478, 675, 978, 401475
2011-07-10, 35230, 18322, 12380, 14535, 14540, 36855, 970, 1990, 2368, 6620, 11508, 6952, 18458, 860, 21718, 43908, 70935, 78312, 1705, 73185, 6052, 7318, 8462, 340, 170160, 8670, 227428, 229268, 12730, 6560, 249298, 7352, 255925, 1440, 10162, 266668, 266818, 100, 385, 500, 2018, 250, 3885, 388, 1455, 998, 2045, 1820, 3330, 1130, 1910, 2860, 4435, 6110, 6012, 15592, 18285, 24540, 23155, 180, 22628, 21150, 18375, 18172, 362, 20578, 9450, 630, 15425, 835, 945, 1070, 788, 240, 1002, 1272, 4485, 1140, 942, 280, 215, 40, 0, 1112, 525, 5622, 652, 25375, 26905, 31070, 8140, 72008, 23942, 7520, 36822, 108825, 108825, 109240, 109240, 330, 382450, 110, 208, 120, 305, 1270, 2032, 387405, 5585, 389155, 1465, 672, 998, 392715
2011-07-11, 34880, 18150, 12260, 13855, 14155, 36032, 945, 1928, 2262, 6302, 10972, 6600, 17572, 800, 20580, 42742, 68105, 75255, 1652, 70088, 5682, 6898, 7995, 330, 166888, 8185, 221732, 223525, 12498, 6312, 242920, 7492, 249575, 1440, 10128, 260495, 260760, 95, 380, 498, 1985, 225, 3880, 368, 1410, 958, 1955, 1745, 3250, 1110, 1898, 2885, 4460, 6022, 5860, 15190, 17842, 23840, 22575, 175, 22225, 20825, 18120, 17940, 360, 20355, 9362, 608, 15245, 802, 922, 1050, 768, 238, 975, 1190, 4475, 1130, 942, 272, 210, 35, 0, 1050, 495, 5415, 612, 24922, 26410, 29520, 8160, 69848, 22802, 7258, 35595, 105440, 105440, 105842, 105842, 320, 374898, 105, 200, 110, 290, 1218, 1960, 380320, 5545, 382102, 1440, 648, 990, 385835
2011-07-12, 33985, 17960, 11952, 13038, 13270, 34935, 920, 1875, 2165, 6018, 10518, 6195, 16712, 750, 19600, 41660, 65838, 72815, 1605, 67415, 5302, 6482, 7588, 315, 163698, 7710, 216430, 218165, 12268, 6005, 237035, 7325, 243630, 1405, 9842, 254252, 254510, 90, 375, 490, 1900, 195, 3865, 345, 1338, 920, 1818, 1595, 3152, 1085, 1800, 2782, 4358, 6000, 5688, 14762, 17365, 23220, 21982, 165, 21598, 20262, 17622, 17475, 348, 19952, 9275, 585, 15065, 775, 898, 1012, 740, 225, 948, 1108, 4462, 1125, 922, 260, 208, 30, 0, 955, 468, 5198, 575, 24488, 25950, 28065, 7875, 67660, 21388, 6838, 34280, 101940, 101940, 102330, 102330, 298, 365245, 100, 190, 110, 270, 1168, 1880, 370482, 5498, 372245, 1402, 635, 972, 375998
2011-07-13, 32378, 17772, 11400, 12092, 12270, 33425, 880, 1802, 2045, 5725, 10030, 5748, 15778, 705, 18592, 40165, 63582, 70382, 1555, 64918, 4945, 6072, 7155, 308, 160958, 7220, 211440, 213132, 11875, 5640, 231348, 7025, 237902, 1375, 9412, 248078, 248330, 90, 370, 488, 1842, 182, 3860, 328, 1282, 888, 1705, 1452, 3022, 1055, 1710, 2640, 4212, 5862, 5402, 14232, 16758, 22412, 21398, 160, 20950, 19682, 17045, 16902, 335, 19340, 9188, 560, 14890, 750, 872, 965, 688, 215, 928, 1040, 4452, 1120, 908, 250, 200, 30, 0, 955, 442, 4932, 548, 24012, 25458, 26628, 7555, 65375, 19750, 6348, 32632, 98010, 98010, 98388, 98388, 288, 355100, 100, 182, 105, 255, 1120, 1808, 360118, 5455, 361848, 1380, 630, 980, 365598
2011-07-14, 30898, 17602, 10895, 11530, 11485, 32062, 850, 1748, 1932, 5452, 9560, 5388, 14948, 665, 17600, 38418, 60952, 67538, 1510, 62250, 4658, 5735, 6792, 300, 158482, 6760, 206672, 208350, 11328, 5278, 225742, 6922, 232278, 1372, 9112, 242120, 242365, 85, 370, 485, 1845, 172, 3868, 308, 1255, 875, 1628, 1365, 2885, 1038, 1675, 2600, 4160, 5672, 5172, 13735, 16212, 21652, 20815, 152, 20192, 18985, 16385, 16265, 328, 18695, 9100, 540, 14712, 722, 852, 925, 650, 202, 915, 982, 4440, 1110, 898, 245, 200, 30, 0, 885, 418, 4692, 522, 23535, 24952, 25285, 7278, 63165, 18435, 6062, 31232, 94402, 94402, 94768, 94768, 278, 345078, 100, 175, 100, 240, 1075, 1740, 349720, 5415, 351398, 1370, 632, 998, 355120
2011-07-15, 29720, 17458, 10438, 11062, 10675, 31180, 825, 1695, 1812, 5205, 9125, 5018, 14142, 625, 16715, 37220, 58312, 64670, 1460, 59338, 4415, 5458, 6498, 290, 156072, 6340, 201932, 203612, 10795, 4962, 220132, 6992, 226678, 1375, 8848, 236265, 236510, 80, 365, 480, 1808, 162, 3885, 290, 1215, 840, 1550, 1300, 2782, 1018, 1582, 2488, 4010, 5525, 4948, 13235, 15612, 20868, 20235, 148, 19408, 18218, 15632, 15520, 315, 17952, 8988, 520, 14540, 698, 828, 890, 615, 195, 885, 928, 4428, 1108, 895, 235, 190, 28, 0, 868, 395, 4475, 495, 23105, 24495, 24048, 6992, 61082, 17222, 5738, 30042, 91130, 91130, 91488, 91488, 265, 335725, 95, 170, 100, 230, 1035, 1675, 339998, 5375, 341605, 1352, 620, 988, 345278
2011-07-16, 28268, 17318, 9765, 10245, 9805, 29710, 795, 1638, 1712, 4948, 8690, 4555, 13245, 592, 15772, 35845, 56135, 62310, 1415, 56940, 4208, 5225, 6250, 282, 153675, 5948, 197222, 198875, 10352, 4662, 214590, 6825, 221078, 1325, 8480, 230302, 230552, 80, 352, 488, 1698, 155, 3895, 268, 1175, 800, 1492, 1248, 2708, 998, 1500, 2360, 3860, 5320, 4668, 12715, 15012, 20050, 19660, 140, 18622, 17445, 14855, 14750, 295, 17122, 8605, 500, 14360, 672, 808, 858, 580, 188, 850, 880, 4410, 1100, 890, 225, 190, 20, 0, 805, 375, 4278, 472, 22698, 24062, 22892, 6710, 59130, 15822, 5322, 28670, 87808, 87808, 88155, 88155, 252, 326460, 90, 160, 92, 220, 995, 1615, 330482, 5335, 332045, 1328, 600, 972, 335672
2011-07-17, 26920, 17185, 9050, 9410, 8952, 28142, 768, 1585, 1620, 4692, 8268, 4088, 12355, 558, 14798, 34070, 53632, 59550, 1375, 54460, 4015, 5022, 6030, 272, 151478, 5582, 192882, 194498, 9905, 4378, 209460, 6552, 215855, 1270, 8008, 224558, 224792, 80, 338, 490, 1620, 148, 3908, 248, 1128, 760, 1440, 1200, 2650, 978, 1448, 2280, 3700, 5092, 4405, 12232, 14445, 19270, 19088, 132, 17850, 16675, 14090, 13990, 282, 16335, 8155, 480, 14148, 650, 780, 828, 550, 180, 830, 835, 4395, 1095, 890, 218, 185, 20, 0, 770, 358, 4110, 455, 22295, 23640, 21820, 6465, 57272, 14360, 4952, 27200, 84478, 84478, 84818, 84818, 245, 317142, 90, 158, 90, 208, 955, 1558, 321032, 5300, 322582, 1300, 592, 958, 326148
2011-07-18, 26145, 17065, 8368, 8622, 8170, 26640, 745, 1542, 1538, 4440, 7870, 3682, 11552, 530, 13872, 32290, 50850, 56462, 1335, 51645, 3838, 4838, 5835, 268, 149260, 5242, 188525, 190162, 9545, 4148, 204462, 6325, 210818, 1222, 7545, 219052, 219285, 75, 328, 490, 1565, 140, 3920, 230, 1088, 728, 1390, 1150, 2600, 962, 1430, 2268, 3618, 4905, 4222, 11848, 13990, 18588, 18518, 130, 17100, 15940, 13370, 13265, 280, 15620, 7705, 465, 13775, 630, 758, 800, 525, 175, 808, 795, 4380, 1088, 878, 208, 180, 20, 0, 762, 340, 3965, 435, 21905, 23240, 20812, 6265, 55540, 13055, 4642, 25852, 81395, 81322, 81650, 81650, 238, 308310, 90, 150, 90, 195, 915, 1500, 312038, 5265, 313580, 1282, 585, 958, 317060
2011-07-19, 24738, 16958, 7712, 7920, 7452, 24940, 720, 1495, 1460, 4210, 7505, 3332, 10838, 502, 13055, 30555, 48172, 53485, 1295, 48915, 3675, 4668, 5652, 260, 146860, 4922, 183930, 185588, 9212, 3902, 199335, 6115, 205648, 1170, 7102, 213452, 213688, 70, 320, 500, 1510, 130, 3938, 215, 1040, 702, 1338, 1108, 2550, 945, 1365, 2188, 3490, 4760, 4048, 11490, 13588, 18000, 17950, 120, 16402, 15248, 12680, 12575, 275, 14932, 7255, 448, 13372, 610, 730, 770, 500, 170, 792, 762, 4365, 1080, 862, 200, 180, 20, 0, 745, 325, 3840, 418, 21390, 22742, 19878, 5958, 53665, 11938, 4395, 24702, 78370, 76628, 76948, 76948, 228, 298640, 90, 150, 90, 182, 885, 1448, 302595, 5238, 304200, 1280, 585, 972, 307772
2011-07-20, 23450, 16862, 7208, 7348, 6930, 23395, 698, 1455, 1388, 3995, 7152, 2990, 10142, 478, 12288, 28505, 45558, 50582, 1255, 46335, 3522, 4512, 5488, 250, 144075, 4625, 179378, 181005, 8772, 3662, 194128, 6058, 200322, 1128, 6728, 207780, 208022, 70, 310, 502, 1478, 125, 3960, 202, 998, 685, 1290, 1080, 2498, 922, 1322, 2142, 3350, 4595, 3800, 11122, 13172, 17438, 17382, 120, 15745, 14600, 12040, 11938, 270, 14292, 6805, 435, 12972, 590, 710, 742, 475, 160, 782, 730, 4350, 1075, 852, 190, 172, 20, 0, 722, 308, 3730, 408, 20810, 22148, 19002, 5742, 51882, 11038, 4190, 23740, 75620, 75330, 75638, 75638, 220, 290062, 90, 140, 90, 180, 850, 1395, 293408, 5215, 294952, 1268, 580, 970, 298360
2011-07-21, 22538, 16772, 6828, 7008, 6508, 21742, 680, 1425, 1318, 3795, 6840, 2725, 9565, 460, 11592, 27075, 42845, 47580, 1218, 43645, 3380, 4362, 5330, 242, 141122, 4348, 174990, 176598, 8420, 3435, 189062, 5845, 194820, 1075, 6422, 201938, 202175, 70, 300, 510, 1425, 120, 3980, 188, 955, 665, 1245, 1055, 2458, 912, 1298, 2135, 3238, 4458, 3608, 10832, 12825, 16952, 16820, 115, 15108, 13972, 11428, 11325, 270, 13712, 6355, 418, 12572, 570, 685, 718, 455, 152, 765, 695, 4335, 1070, 842, 185, 170, 20, 0, 658, 295, 3630, 392, 20248, 21560, 18192, 5558, 50218, 10292, 3985, 22968, 73182, 73182, 73485, 73485, 220, 282742, 82, 140, 80, 172, 820, 1348, 286225, 5195, 287798, 1260, 570, 968, 291175
2011-07-22, 21828, 16690, 6492, 6682, 6120, 19950, 660, 1385, 1245, 3605, 6532, 2510, 9045, 435, 11005, 24748, 40580, 45055, 1178, 41380, 3248, 4222, 5180, 235, 139748, 4090, 170500, 172122, 8178, 3225, 184065, 5605, 189768, 1022, 6092, 196538, 196760, 60, 290, 518, 1365, 110, 4000, 175, 915, 640, 1205, 1030, 2428, 900, 1260, 2095, 3138, 4338, 3432, 10575, 12510, 16505, 16260, 110, 14502, 13380, 10840, 10740, 270, 13150, 5905, 408, 12175, 555, 665, 695, 435, 150, 750, 668, 4318, 1060, 840, 180, 170, 10, 0, 652, 282, 3540, 378, 19692, 20982, 17425, 5390, 48628, 9565, 3872, 22242, 70868, 70868, 71158, 71158, 215, 274725, 80, 140, 80, 168, 792, 1305, 278122, 5175, 279720, 1242, 562, 955, 283100
2011-07-23, 21008, 16618, 6182, 6318, 5775, 18480, 640, 1348, 1185, 3432, 6248, 2265, 8515, 418, 10425, 23370, 37845, 42025, 1138, 38725, 3118, 4088, 5038, 228, 137505, 3850, 166332, 167898, 7905, 3032, 179372, 5340, 184978, 962, 5768, 191360, 191565, 60, 280, 525, 1300, 110, 4010, 162, 875, 612, 1160, 1000, 2402, 888, 1218, 2040, 3038, 4198, 3245, 10252, 12132, 16048, 15700, 105, 13905, 12795, 10278, 10185, 270, 12598, 5455, 398, 11778, 535, 645, 672, 415, 148, 735, 640, 4305, 1060, 828, 170, 168, 10, 0, 630, 268, 3460, 368, 19162, 20420, 16710, 5232, 47152, 8865, 3738, 21520, 68660, 68660, 68950, 68950, 210, 267092, 80, 132, 80, 160, 765, 1265, 270400, 5155, 272015, 1220, 558, 950, 275330
