, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-16, 60762, 35432, 21202, 22770, 25188, 49598, 1538, 4168, 4630, 13265, 22912, 15900, 38708, 2325, 46868, 61448, 108148, 116825, 6635, 122810, 20278, 26115, 27090, 960, 214598, 23250, 308855, 215000, 20755, 14302, 250955, 8935, 258030, 1905, 11115, 269800, 273248, 640, 475, 52, 2340, 762, 3835, 830, 2668, 1445, 4335, 3942, 4955, 1818, 3642, 5785, 3690, 8410, 9312, 15145, 18615, 29078, 25318, 528, 28302, 25882, 23120, 22840, 768, 26680, 16008, 1735, 25645, 1540, 1380, 1845, 1555, 402, 2212, 4195, 6798, 4192, 4235, 520, 350, 90, 205, 3930, 1482, 11150, 2628, 49162, 52945, 65215, 8282, 127980, 49358, 19535, 57862, 184908, 184908, 185752, 185752, 878, 446802, 462, 725, 285, 1425, 4728, 6452, 463358, 6650, 455122, 3130, 1415, 1400, 462125
2011-06-17, 60185, 32452, 21725, 23910, 27135, 50105, 1652, 4365, 4752, 13470, 23315, 16222, 39465, 2312, 46958, 61390, 108258, 116998, 6545, 122655, 19600, 25682, 26660, 745, 200050, 22260, 307548, 215000, 20270, 14295, 250482, 8735, 257300, 1940, 11030, 268372, 271475, 608, 505, 75, 2570, 865, 3782, 852, 2938, 1552, 5442, 4420, 4590, 1888, 3818, 6148, 3972, 8255, 10170, 16292, 19992, 30692, 25250, 502, 27610, 25232, 22605, 22378, 755, 26368, 15222, 1658, 24840, 1872, 1702, 2015, 1738, 430, 2120, 4298, 6478, 3880, 3960, 512, 348, 85, 180, 4168, 1590, 11195, 2662, 47850, 51222, 66058, 8965, 128105, 49738, 19520, 57908, 185235, 185235, 186058, 186058, 825, 442002, 468, 692, 272, 1302, 4635, 6190, 455858, 6665, 448155, 3065, 1408, 1358, 454245
2011-06-18, 61798, 26525, 21588, 23902, 27112, 49758, 1735, 4650, 4905, 13718, 24055, 16875, 40898, 2302, 48160, 61438, 109600, 118550, 6288, 123440, 19380, 25272, 26265, 835, 195545, 21792, 306758, 213875, 20065, 14302, 249102, 9088, 256178, 1975, 11250, 267688, 270620, 615, 530, 108, 2755, 945, 3918, 825, 3260, 1532, 5865, 5335, 4922, 1922, 3688, 5965, 4098, 8488, 10758, 17515, 21250, 32298, 25040, 482, 27298, 24928, 22155, 21892, 740, 25755, 14435, 1590, 24045, 1898, 1742, 2020, 1788, 422, 2058, 4272, 6275, 3550, 3620, 505, 340, 80, 100, 4118, 1650, 11500, 2718, 47045, 50122, 68198, 9570, 130638, 50528, 19915, 56882, 186875, 186875, 187672, 187672, 778, 445028, 482, 690, 258, 1190, 4550, 6112, 457645, 6668, 450535, 2962, 1352, 1330, 456045
2011-06-19, 63640, 26320, 21098, 23820, 26672, 49182, 1722, 4672, 4948, 13908, 24475, 17178, 41648, 2275, 49115, 60838, 110920, 120095, 5905, 124098, 19198, 24888, 25885, 842, 192552, 20858, 305192, 212000, 20265, 14122, 246762, 9160, 253645, 1990, 11502, 265272, 267980, 512, 530, 130, 2808, 952, 4020, 800, 3172, 1545, 5702, 5488, 5625, 1885, 3638, 5782, 4225, 8482, 10768, 18202, 21880, 32928, 24840, 460, 27152, 24815, 22035, 21748, 725, 25418, 13652, 1522, 23265, 1828, 1695, 1978, 1730, 410, 1990, 4152, 6105, 3212, 3275, 492, 330, 80, 58, 3978, 1648, 11422, 2630, 45995, 48960, 68940, 9740, 131268, 50375, 19950, 53750, 184480, 184480, 185252, 185252, 740, 443312, 488, 700, 245, 1100, 4358, 5902, 456670, 6638, 450442, 2855, 1348, 1295, 456235
2011-06-20, 64285, 26060, 20615, 23692, 25998, 48512, 1708, 4620, 4918, 14032, 24542, 16872, 41415, 2230, 49008, 59900, 111390, 120718, 5530, 123928, 18590, 24512, 25528, 760, 189930, 19775, 303122, 212000, 20382, 13868, 246662, 9242, 253522, 2002, 11728, 265238, 267658, 455, 525, 145, 2825, 932, 4038, 770, 3072, 1568, 5510, 5368, 5945, 1862, 3620, 5698, 4380, 8440, 10872, 18865, 22538, 33450, 24620, 440, 26782, 24485, 21812, 21558, 705, 25210, 12865, 1460, 22472, 1822, 1710, 1982, 1720, 408, 1918, 4032, 5935, 2872, 2920, 482, 325, 80, 50, 3935, 1645, 11210, 2532, 44572, 47398, 68455, 9738, 126588, 49962, 19522, 53515, 179648, 179648, 180400, 180400, 700, 439735, 478, 692, 235, 1060, 4045, 5570, 452745, 6612, 447270, 2750, 1318, 1265, 452998
2011-06-21, 64420, 25778, 20398, 23552, 25048, 48755, 1708, 4602, 4918, 14062, 24525, 16565, 41095, 2190, 48460, 59125, 111145, 120565, 5152, 123040, 17800, 24112, 25158, 700, 187585, 18838, 301132, 212000, 20190, 13680, 246388, 9300, 253275, 2002, 11910, 265212, 267435, 415, 520, 158, 2830, 900, 4040, 745, 2988, 1572, 5335, 5248, 5965, 1852, 3610, 5628, 4468, 8485, 10915, 19530, 23242, 34080, 24398, 420, 26375, 24090, 21438, 21195, 685, 24835, 12080, 1395, 21660, 1808, 1710, 1985, 1725, 408, 1848, 3935, 5770, 2535, 2572, 472, 320, 80, 55, 3890, 1632, 11028, 2460, 43130, 45815, 68490, 9690, 125392, 49685, 19065, 53525, 178530, 178530, 179262, 179262, 665, 439192, 460, 672, 225, 1035, 3712, 5210, 450750, 6585, 445882, 2678, 1282, 1225, 451148
2011-06-22, 64568, 25498, 20235, 23342, 24210, 49275, 1720, 4582, 4930, 14038, 24505, 16352, 40858, 2150, 48035, 59768, 110820, 120325, 4785, 122042, 17038, 23670, 24745, 660, 186900, 18080, 299172, 209375, 19985, 13478, 243768, 9095, 251132, 1960, 11898, 263662, 265818, 382, 510, 175, 2775, 870, 4032, 720, 2870, 1545, 5060, 5038, 5892, 1825, 3568, 5532, 4550, 8542, 10920, 20058, 23790, 34545, 24262, 400, 26052, 23780, 21110, 20865, 665, 24415, 11295, 1338, 20825, 1730, 1655, 1978, 1720, 400, 1780, 3835, 5610, 2195, 2230, 460, 310, 75, 60, 3760, 1608, 10890, 2380, 41600, 44175, 68592, 9608, 120470, 49120, 18555, 53015, 173162, 173162, 173872, 173872, 640, 436045, 440, 648, 218, 995, 3378, 4815, 448020, 6538, 443970, 2608, 1218, 1198, 449388
2011-06-23, 64445, 25318, 20370, 23118, 23622, 49212, 1705, 4485, 4930, 13888, 24288, 16008, 40292, 2110, 47380, 59655, 110445, 120030, 4420, 120988, 16365, 23205, 24302, 630, 184892, 17430, 297062, 205000, 19800, 13235, 238415, 8985, 245320, 1925, 11905, 257598, 259542, 350, 505, 195, 2728, 840, 4025, 690, 2765, 1535, 4830, 4828, 5750, 1778, 3438, 5335, 4570, 8542, 10710, 20275, 23948, 34570, 24255, 385, 25895, 23618, 20895, 20635, 642, 24062, 10945, 1282, 19988, 1630, 1578, 1905, 1662, 388, 1718, 3645, 5442, 1855, 1890, 448, 308, 70, 60, 3540, 1548, 10662, 2225, 39970, 42470, 67702, 9482, 114990, 48375, 18058, 52275, 166995, 166995, 167678, 167678, 612, 427072, 422, 625, 210, 955, 3085, 4482, 439678, 6485, 436470, 2525, 1178, 1170, 442135
2011-06-24, 64070, 25182, 20292, 22635, 22762, 48865, 1625, 4282, 4855, 13568, 23735, 15485, 39218, 2068, 46260, 59172, 109672, 119300, 4062, 119575, 15778, 22722, 23842, 598, 182098, 16675, 294612, 205000, 19512, 12972, 237865, 8868, 244648, 1865, 11925, 256652, 258232, 320, 498, 215, 2670, 802, 4022, 665, 2645, 1502, 4555, 4618, 5590, 1730, 3325, 5095, 4560, 8415, 10388, 20342, 23910, 34198, 24238, 365, 25868, 23610, 20872, 20595, 620, 23880, 10858, 1230, 19245, 1535, 1500, 1820, 1570, 380, 1650, 3442, 5292, 1518, 1548, 440, 300, 70, 70, 3502, 1498, 10350, 2080, 38170, 40602, 65842, 9372, 109645, 47150, 17392, 51148, 160560, 160560, 161230, 161230, 590, 418105, 408, 600, 202, 915, 2770, 4120, 429310, 6438, 426742, 2430, 1120, 1145, 432090
2011-06-25, 63620, 25088, 19765, 22412, 22755, 48590, 1615, 4120, 4802, 13152, 23020, 15040, 38065, 2032, 44852, 59042, 108595, 118240, 3775, 117822, 15815, 22260, 23392, 602, 182235, 16315, 292372, 206875, 19198, 12648, 238700, 8605, 245062, 1790, 11842, 256618, 257892, 292, 490, 240, 2615, 758, 4005, 642, 2540, 1488, 4300, 4330, 5422, 1732, 3298, 5022, 4618, 8260, 10218, 20568, 24088, 34055, 24218, 352, 25718, 23488, 20815, 20552, 605, 23815, 10770, 1175, 18890, 1488, 1468, 1778, 1520, 380, 1605, 3325, 5192, 1380, 1300, 432, 295, 70, 78, 3435, 1472, 10162, 2030, 36578, 38862, 64232, 9355, 107682, 46065, 16998, 49930, 157412, 157412, 158060, 158060, 570, 413972, 380, 580, 195, 875, 2525, 3810, 423822, 6422, 421875, 2320, 1112, 1122, 426748
2011-06-26, 62188, 24930, 18682, 21940, 22228, 47352, 1590, 4012, 4770, 12698, 22410, 14712, 37120, 1962, 43660, 57862, 107415, 117062, 3575, 115848, 15578, 21822, 22990, 588, 180025, 15615, 289290, 210000, 18845, 12225, 241385, 8305, 247982, 1722, 11768, 259642, 260690, 272, 485, 258, 2602, 722, 3980, 618, 2442, 1475, 4085, 4075, 5210, 1722, 3250, 4930, 4682, 8200, 10085, 20822, 24352, 34165, 24195, 335, 25545, 23340, 20680, 20428, 592, 23652, 10680, 1118, 18670, 1438, 1435, 1725, 1465, 370, 1568, 3202, 5110, 1350, 1245, 422, 290, 70, 70, 3432, 1420, 9980, 1958, 35618, 37712, 62760, 9215, 106035, 45212, 16395, 49130, 155000, 155000, 155630, 155630, 545, 414268, 335, 545, 190, 830, 2342, 3572, 422778, 6375, 421415, 2245, 1070, 1105, 425855
