, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-03-26,19316.0,22293.0,7517.0,8541.0,8065.0,20789.0,194.0,625.0,448.0,2391.0,3514.0,3003.0,6564.0,2103.0,11105.0,20474.0,30227.0,32528.0,5208.0,43035.0,31100.0,21982.0,1973.0,92373.0,4245.0,118000.0,125479.0,6278.0,3065.0,131012.0,4759.0,131674.0,685.0,10634.0,140561.0,141642.0,879.0,951.0,1624.0,3025.0,2070.0,1463.0,6522.0,994.0,3477.0,1338.0,5911.0,13483.0,11481.0,567.0,828.0,2320.0,711.0,2466.0,824.0,1914.0,2352.0,4161.0,1829.0,318.0,3563.0,3297.0,2929.0,2933.0,396.0,5704.0,416.0,322.0,6743.0,228.0,228.0,417.0,1188.0,211.0,721.0,1314.0,2321.0,242.0,531.0,587.0,228.0,58.0,44.0,1754.0,265.0,3973.0,1336.0,13221.0,14893.0,10411.0,6147.0,32636.0,17718.0,20261.0,30856.0,63492.0,63492.0,64659.0,64659.0,1864.0,231098.0,571.0,1048.0,478.0,759.0,3284.0,4546.0,238483.0,7870.0,241977.0,3524.0,2153.0,2147.0,255191.0
2007-03-27,16799.0,22225.0,5281.0,7373.0,7130.0,19604.0,250.0,654.0,577.0,2599.0,4291.0,3707.0,8043.0,1673.0,11483.0,24532.0,30220.0,32255.0,4806.0,42631.0,34187.0,22913.0,1579.0,100562.0,3784.0,126495.0,135000.0,6361.0,2857.0,144006.0,3719.0,146596.0,566.0,8796.0,155089.0,154871.0,657.0,683.0,1124.0,2110.0,1574.0,1178.0,4789.0,802.0,3010.0,1090.0,5032.0,10719.0,12478.0,788.0,2323.0,3706.0,1194.0,2748.0,1550.0,2250.0,2765.0,5184.0,2314.0,760.0,3744.0,3408.0,2923.0,2891.0,399.0,5794.0,833.0,640.0,8467.0,421.0,421.0,679.0,1753.0,466.0,1167.0,2553.0,2631.0,232.0,547.0,1432.0,502.0,59.0,49.0,2583.0,418.0,5205.0,1829.0,14307.0,16043.0,11539.0,7343.0,35193.0,18182.0,18852.0,31640.0,66834.0,66834.0,68089.0,68089.0,1986.0,230144.0,733.0,1670.0,631.0,1000.0,3556.0,5151.0,239173.0,7876.0,243066.0,3174.0,2041.0,1905.0,250304.0
2007-03-28,14167.0,24668.0,4508.0,5971.0,6108.0,17867.0,400.0,832.0,820.0,3240.0,5537.0,5230.0,10810.0,1385.0,13348.0,22757.0,31902.0,33732.0,4349.0,42777.0,24696.0,24286.0,1225.0,101782.0,3311.0,130075.0,135000.0,6010.0,2586.0,143955.0,3408.0,146711.0,508.0,6867.0,153843.0,153931.0,544.0,535.0,827.0,1836.0,1490.0,1000.0,4095.0,694.0,2710.0,949.0,4406.0,8838.0,11596.0,1170.0,3841.0,5957.0,2022.0,4622.0,2798.0,2798.0,3811.0,7326.0,2741.0,917.0,4833.0,4252.0,3315.0,3025.0,415.0,5902.0,1264.0,999.0,10841.0,436.0,436.0,665.0,2274.0,369.0,1579.0,3347.0,3071.0,221.0,527.0,1047.0,417.0,59.0,46.0,2110.0,449.0,6885.0,2158.0,16967.0,18547.0,13913.0,7565.0,38406.0,18777.0,16968.0,35356.0,73761.0,73761.0,74893.0,74893.0,1915.0,239996.0,579.0,1499.0,489.0,1537.0,3707.0,5454.0,250867.0,7518.0,254330.0,2784.0,1700.0,1642.0,260554.0
2007-03-29,12505.0,23100.0,4173.0,5055.0,5392.0,16822.0,395.0,955.0,734.0,3301.0,5542.0,4974.0,10557.0,1145.0,14883.0,21078.0,35288.0,36947.0,3974.0,45297.0,19434.0,24573.0,960.0,102178.0,3041.0,130160.0,135000.0,5471.0,2393.0,143360.0,3279.0,146081.0,454.0,5615.0,151908.0,151981.0,534.0,502.0,738.0,1654.0,1477.0,971.0,3838.0,619.0,2514.0,846.0,3997.0,7801.0,9683.0,808.0,2057.0,4044.0,1429.0,6516.0,2003.0,3134.0,4040.0,7633.0,2597.0,379.0,7242.0,6564.0,4901.0,3906.0,453.0,6374.0,1695.0,997.0,9451.0,278.0,278.0,545.0,1711.0,265.0,1627.0,2089.0,2736.0,210.0,492.0,583.0,222.0,59.0,37.0,1627.0,344.0,6111.0,1575.0,19834.0,21862.0,14368.0,6824.0,42260.0,17809.0,14265.0,35405.0,77665.0,77665.0,78748.0,78748.0,1544.0,242944.0,412.0,1067.0,383.0,1280.0,3339.0,5025.0,254768.0,7302.0,258258.0,2517.0,1426.0,1482.0,264102.0
2007-03-30,11695.0,21058.0,3943.0,4357.0,4791.0,15800.0,357.0,901.0,637.0,3112.0,5212.0,3966.0,9218.0,1026.0,13819.0,19761.0,35963.0,37536.0,3725.0,46298.0,16396.0,24243.0,836.0,104460.0,2926.0,131736.0,128750.0,5073.0,2310.0,137815.0,3417.0,141777.0,455.0,5061.0,148287.0,148646.0,608.0,596.0,832.0,1917.0,1599.0,1100.0,3906.0,580.0,2577.0,816.0,3936.0,7359.0,7974.0,613.0,1039.0,2733.0,928.0,5316.0,1221.0,2888.0,3647.0,6486.0,2759.0,190.0,8258.0,7940.0,7033.0,5980.0,494.0,8049.0,2126.0,830.0,9104.0,187.0,187.0,508.0,1290.0,244.0,1552.0,1452.0,2552.0,213.0,435.0,451.0,166.0,58.0,25.0,1439.0,308.0,4544.0,1079.0,18318.0,21265.0,13820.0,6017.0,42665.0,16029.0,12052.0,33436.0,76101.0,76101.0,77149.0,77149.0,1289.0,239703.0,358.0,845.0,315.0,896.0,2910.0,4435.0,251351.0,7309.0,255048.0,2359.0,1302.0,1427.0,260721.0
2007-03-31,11306.0,20790.0,3905.0,3889.0,4354.0,15190.0,356.0,864.0,604.0,2849.0,4863.0,3672.0,8572.0,1006.0,12561.0,18869.0,34810.0,36375.0,3758.0,45388.0,14832.0,23615.0,937.0,105906.0,3106.0,133024.0,105000.0,4728.0,2335.0,113867.0,3432.0,118417.0,482.0,4887.0,126213.0,127208.0,678.0,710.0,964.0,2389.0,1826.0,1208.0,4359.0,581.0,2635.0,762.0,4101.0,7730.0,7498.0,596.0,752.0,2346.0,782.0,3787.0,1034.0,2399.0,3025.0,5400.0,2991.0,254.0,7087.0,6944.0,7064.0,7163.0,530.0,9816.0,2549.0,680.0,9230.0,151.0,151.0,496.0,1084.0,243.0,1446.0,1297.0,2550.0,243.0,403.0,440.0,169.0,58.0,23.0,1387.0,294.0,3725.0,900.0,15798.0,18316.0,13191.0,5464.0,38541.0,14646.0,11155.0,31552.0,70093.0,70093.0,71111.0,71111.0,1160.0,223936.0,423.0,815.0,264.0,692.0,2736.0,4017.0,237856.0,7609.0,242417.0,2297.0,1395.0,1507.0,249179.0
2007-04-01,11039.0,20012.0,3847.0,3659.0,4012.0,14836.0,363.0,870.0,573.0,2648.0,4601.0,3501.0,8137.0,959.0,12041.0,18273.0,34106.0,35593.0,3683.0,43944.0,14421.0,22947.0,888.0,105750.0,3132.0,132671.0,112840.0,4382.0,2311.0,116460.0,3114.0,116467.0,446.0,4617.0,119176.0,118957.0,554.0,591.0,824.0,1992.0,1682.0,1086.0,4242.0,504.0,2408.0,649.0,3731.0,7556.0,7707.0,600.0,716.0,2275.0,738.0,3057.0,957.0,2115.0,2668.0,4795.0,3194.0,386.0,6084.0,5909.0,6051.0,6583.0,565.0,9792.0,2762.0,612.0,9418.0,137.0,137.0,483.0,958.0,244.0,1387.0,1371.0,2630.0,271.0,410.0,442.0,164.0,56.0,21.0,1344.0,302.0,3504.0,931.0,15094.0,17076.0,12575.0,5178.0,38394.0,13897.0,10412.0,28728.0,67121.0,67121.0,68109.0,68109.0,1051.0,202079.0,378.0,773.0,226.0,669.0,2617.0,3836.0,215971.0,7332.0,220487.0,2197.0,1214.0,1404.0,227886.0
2007-04-02,11008.0,18988.0,3645.0,3556.0,3725.0,14422.0,364.0,883.0,545.0,2462.0,4357.0,3245.0,7636.0,887.0,11383.0,17747.0,33492.0,34911.0,3450.0,42689.0,13776.0,22122.0,759.0,103204.0,2949.0,129626.0,176562.0,4126.0,2193.0,181846.0,2922.0,181992.0,398.0,4201.0,180342.0,177956.0,449.0,462.0,687.0,1537.0,1478.0,895.0,3740.0,449.0,2199.0,582.0,3372.0,6563.0,7359.0,586.0,684.0,2201.0,743.0,2781.0,892.0,1978.0,2501.0,4566.0,3329.0,385.0,5628.0,5345.0,5173.0,5564.0,591.0,8858.0,2855.0,578.0,9625.0,131.0,131.0,471.0,862.0,237.0,1390.0,1514.0,2715.0,305.0,422.0,422.0,159.0,55.0,19.0,1293.0,310.0,3468.0,985.0,15138.0,16799.0,12013.0,4842.0,38276.0,13176.0,9519.0,27369.0,65645.0,65645.0,66605.0,66605.0,944.0,216377.0,312.0,670.0,199.0,637.0,2456.0,3626.0,218555.0,7117.0,220833.0,2051.0,1053.0,1333.0,223510.0
2007-04-03,10664.0,17966.0,3457.0,3378.0,3472.0,13978.0,361.0,887.0,546.0,2276.0,4185.0,3080.0,7297.0,835.0,10745.0,17227.0,32713.0,34095.0,3222.0,41447.0,12555.0,21385.0,693.0,100780.0,2718.0,126061.0,171720.0,3911.0,2058.0,178349.0,2799.0,181612.0,362.0,3827.0,186208.0,186447.0,410.0,398.0,618.0,1289.0,1379.0,760.0,3377.0,405.0,2000.0,528.0,3090.0,5719.0,6597.0,572.0,646.0,2113.0,739.0,2608.0,831.0,1873.0,2387.0,4405.0,3408.0,319.0,5444.0,5119.0,4759.0,4909.0,605.0,8043.0,2948.0,531.0,9756.0,128.0,128.0,462.0,784.0,230.0,1397.0,1478.0,2768.0,337.0,428.0,366.0,142.0,54.0,17.0,1206.0,303.0,3364.0,963.0,15315.0,16878.0,11490.0,4446.0,37079.0,12474.0,8936.0,26569.0,63649.0,63649.0,64580.0,64580.0,857.0,259045.0,273.0,586.0,179.0,550.0,2238.0,3399.0,265048.0,7008.0,267220.0,1947.0,939.0,1291.0,269112.0
2007-04-04,10044.0,16840.0,3258.0,3175.0,3245.0,13520.0,353.0,883.0,563.0,2112.0,4109.0,3037.0,7175.0,825.0,10364.0,16782.0,32044.0,33429.0,3065.0,40486.0,11408.0,20592.0,725.0,98679.0,2535.0,122900.0,166998.0,3738.0,1948.0,173107.0,2769.0,176199.0,334.0,3667.0,180410.0,180608.0,408.0,389.0,619.0,1198.0,1388.0,704.0,3215.0,369.0,1861.0,487.0,2877.0,5130.0,5846.0,563.0,640.0,2058.0,727.0,2470.0,780.0,1803.0,2287.0,4257.0,3497.0,306.0,5357.0,5026.0,4590.0,4618.0,612.0,7603.0,3040.0,469.0,9845.0,126.0,126.0,456.0,723.0,224.0,1371.0,1429.0,2826.0,369.0,420.0,322.0,125.0,53.0,21.0,1142.0,296.0,3194.0,920.0,15316.0,16820.0,11013.0,4070.0,36003.0,11894.0,8362.0,25890.0,61893.0,61893.0,62799.0,62799.0,792.0,254438.0,250.0,528.0,164.0,461.0,2005.0,3150.0,264438.0,6935.0,267836.0,1859.0,856.0,1262.0,272582.0
