, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-01-30,2780.0,5450.0,630.0,660.0,1820.0,3750.0,250.0,600.0,170.0,590.0,1420.0,1180.0,2750.0,170.0,3180.0,4930.0,12840.0,13780.0,700.0,15190.0,4220.0,2400.0,4180.0,600.0,260.0,83620.0,86930.0,990.0,380.0,84820.0,1010.0,63150.0,90.0,1190.0,47530.0,67070.0,990.0,770.0,430.0,790.0,580.0,1070.0,390.0,330.0,680.0,850.0,2090.0,2730.0,460.0,580.0,1730.0,450.0,2220.0,570.0,1540.0,1920.0,2580.0,3500.0,80.0,5480.0,5150.0,4890.0,4700.0,250.0,7520.0,3490.0,140.0,10760.0,80.0,150.0,170.0,270.0,60.0,490.0,350.0,430.0,280.0,960.0,0.0,170.0,40.0,170.0,530.0,80.0,1240.0,580.0,14400.0,15650.0,3880.0,2170.0,26620.0,2890.0,2830.0,4990.0,31610.0,42100.0,40560.0,40200.0,1120.0,115250.0,530.0,720.0,190.0,600.0,900.0,1150.0,129900.0,8820.0,104170.0,2550.0,4280.0,2050.0,113600.0
2012-01-31,3130.0,6102.0,712.0,792.0,2805.0,3900.0,255.0,605.0,170.0,600.0,1422.0,1288.0,2828.0,222.0,3452.0,5192.0,13050.0,14418.0,775.0,17832.0,5870.0,3160.0,7795.0,925.0,265.0,86488.0,97565.0,982.0,380.0,99035.0,790.0,97788.0,95.0,1392.0,97490.0,95118.0,780.0,662.0,380.0,678.0,455.0,1302.0,362.0,360.0,535.0,825.0,2275.0,2780.0,460.0,578.0,1722.0,440.0,2215.0,570.0,1528.0,1908.0,2605.0,3510.0,80.0,5462.0,5142.0,4830.0,4838.0,248.0,7595.0,3482.0,140.0,10668.0,80.0,150.0,170.0,258.0,60.0,502.0,348.0,478.0,320.0,962.0,0.0,180.0,40.0,160.0,560.0,80.0,1258.0,545.0,14108.0,15365.0,3865.0,2810.0,27792.0,3565.0,5120.0,6682.0,34478.0,34478.0,36010.0,36010.0,1522.0,110745.0,575.0,1128.0,178.0,680.0,1060.0,1352.0,117695.0,8802.0,121750.0,2762.0,3315.0,2120.0,127732.0
2012-02-01,3232.0,6458.0,672.0,828.0,2208.0,3950.0,260.0,610.0,170.0,632.0,1465.0,1205.0,2742.0,180.0,3550.0,5330.0,13372.0,14778.0,742.0,16355.0,6740.0,3762.0,6588.0,510.0,265.0,86818.0,95000.0,982.0,382.0,96370.0,558.0,97338.0,82.0,1285.0,102710.0,102440.0,522.0,432.0,312.0,460.0,212.0,1375.0,302.0,422.0,508.0,800.0,2495.0,2980.0,460.0,570.0,1705.0,440.0,2200.0,560.0,1515.0,1885.0,2620.0,3510.0,80.0,5445.0,5160.0,4815.0,4858.0,242.0,7680.0,3490.0,140.0,10620.0,80.0,150.0,170.0,242.0,60.0,458.0,340.0,550.0,400.0,1020.0,0.0,155.0,38.0,150.0,505.0,80.0,1315.0,505.0,14498.0,15562.0,3840.0,2832.0,27478.0,4398.0,4072.0,7562.0,35038.0,35038.0,36108.0,36108.0,1435.0,141858.0,438.0,980.0,165.0,958.0,920.0,1292.0,146308.0,8478.0,150155.0,2138.0,2532.0,1805.0,155258.0
2012-02-02,3242.0,6120.0,632.0,808.0,1975.0,3895.0,260.0,610.0,170.0,658.0,1500.0,1120.0,2665.0,140.0,3390.0,5258.0,12972.0,14340.0,758.0,15928.0,6680.0,4200.0,6032.0,238.0,270.0,86740.0,95000.0,992.0,390.0,96370.0,558.0,97368.0,75.0,1178.0,101358.0,101418.0,495.0,372.0,328.0,440.0,192.0,1195.0,295.0,442.0,478.0,882.0,2375.0,3138.0,460.0,570.0,1692.0,440.0,2178.0,560.0,1502.0,1865.0,2640.0,3510.0,80.0,5405.0,5152.0,4820.0,4870.0,250.0,7690.0,3490.0,140.0,10582.0,80.0,150.0,170.0,228.0,60.0,378.0,340.0,620.0,480.0,1112.0,0.0,145.0,30.0,150.0,455.0,80.0,1360.0,465.0,14438.0,15580.0,3805.0,2638.0,23650.0,4368.0,2582.0,7078.0,30728.0,30728.0,31645.0,31645.0,1310.0,140140.0,395.0,868.0,190.0,808.0,1022.0,1368.0,148312.0,8215.0,153165.0,2060.0,2220.0,1788.0,159945.0
2012-02-03,3218.0,5812.0,622.0,778.0,1890.0,3862.0,260.0,610.0,170.0,670.0,1510.0,1080.0,2625.0,125.0,3302.0,5178.0,12208.0,13505.0,735.0,14818.0,5615.0,4180.0,5900.0,195.0,260.0,86692.0,95000.0,995.0,390.0,96378.0,548.0,97365.0,70.0,1095.0,99948.0,100008.0,412.0,318.0,298.0,372.0,145.0,1142.0,268.0,445.0,435.0,832.0,2272.0,3075.0,460.0,570.0,1675.0,440.0,2155.0,558.0,1498.0,1845.0,2662.0,3505.0,80.0,5358.0,5155.0,4820.0,4870.0,250.0,7690.0,3500.0,140.0,10558.0,80.0,150.0,170.0,218.0,60.0,342.0,340.0,695.0,560.0,1185.0,0.0,135.0,30.0,150.0,442.0,80.0,1425.0,420.0,14508.0,15685.0,3775.0,2390.0,23312.0,4358.0,2430.0,7115.0,30428.0,30428.0,31148.0,31148.0,1258.0,136722.0,318.0,768.0,158.0,725.0,1000.0,1445.0,144422.0,8055.0,148990.0,1950.0,1915.0,1652.0,155128.0
2012-02-04,3190.0,5588.0,620.0,750.0,1815.0,3865.0,260.0,610.0,170.0,665.0,1505.0,1060.0,2590.0,120.0,3255.0,5118.0,11952.0,13222.0,710.0,14188.0,4620.0,4160.0,5595.0,180.0,260.0,84918.0,86750.0,990.0,390.0,89690.0,535.0,92238.0,70.0,1048.0,95305.0,95782.0,355.0,280.0,290.0,328.0,122.0,1080.0,245.0,425.0,408.0,760.0,2120.0,2948.0,460.0,560.0,1665.0,430.0,2135.0,550.0,1490.0,1832.0,2692.0,3500.0,80.0,5315.0,5165.0,4828.0,4878.0,250.0,7690.0,3505.0,140.0,10532.0,80.0,150.0,170.0,208.0,60.0,332.0,340.0,770.0,638.0,1260.0,0.0,118.0,30.0,150.0,432.0,80.0,1485.0,375.0,14575.0,15752.0,3735.0,2150.0,25540.0,4065.0,1868.0,6360.0,31895.0,31895.0,32365.0,32365.0,998.0,135105.0,235.0,625.0,130.0,625.0,880.0,1312.0,142538.0,7915.0,146900.0,1805.0,1620.0,1505.0,152350.0
2012-02-05,3165.0,5438.0,620.0,725.0,1750.0,3885.0,255.0,602.0,170.0,658.0,1492.0,1045.0,2555.0,118.0,3208.0,5112.0,11908.0,13175.0,685.0,14040.0,3865.0,4140.0,5468.0,172.0,260.0,69978.0,73000.0,980.0,380.0,74372.0,525.0,75602.0,70.0,1025.0,77615.0,78100.0,322.0,255.0,290.0,308.0,115.0,1048.0,225.0,408.0,390.0,722.0,2005.0,2782.0,460.0,560.0,1652.0,430.0,2115.0,550.0,1495.0,1822.0,2720.0,3518.0,80.0,5275.0,5175.0,4838.0,4888.0,260.0,7698.0,3525.0,140.0,10512.0,80.0,150.0,170.0,200.0,60.0,330.0,340.0,840.0,710.0,1340.0,0.0,110.0,30.0,150.0,422.0,80.0,1540.0,335.0,14655.0,15770.0,3695.0,2040.0,25392.0,3762.0,1712.0,5828.0,31218.0,31218.0,31615.0,31615.0,835.0,124615.0,190.0,532.0,132.0,512.0,860.0,1268.0,134378.0,7780.0,139145.0,1712.0,1402.0,1428.0,145165.0
2012-02-06,3140.0,5340.0,610.0,705.0,1685.0,3852.0,250.0,600.0,170.0,650.0,1478.0,1030.0,2518.0,110.0,3165.0,5095.0,11875.0,13142.0,668.0,13932.0,3425.0,4120.0,5412.0,170.0,260.0,67438.0,73000.0,970.0,380.0,74362.0,515.0,75320.0,70.0,1005.0,76330.0,76335.0,292.0,232.0,292.0,292.0,110.0,1040.0,208.0,395.0,380.0,715.0,1970.0,2648.0,458.0,560.0,1645.0,430.0,2098.0,548.0,1520.0,1840.0,2768.0,3555.0,80.0,5252.0,5198.0,4855.0,4905.0,260.0,7708.0,3540.0,140.0,10498.0,80.0,150.0,170.0,190.0,60.0,330.0,330.0,918.0,790.0,1410.0,0.0,108.0,30.0,150.0,412.0,75.0,1545.0,292.0,14715.0,15778.0,3662.0,1965.0,25380.0,3578.0,1710.0,5585.0,30962.0,30962.0,31352.0,31352.0,745.0,111898.0,172.0,478.0,132.0,438.0,865.0,1285.0,119725.0,7615.0,124035.0,1670.0,1230.0,1392.0,129295.0
2012-02-07,3115.0,5270.0,610.0,680.0,1625.0,3820.0,250.0,600.0,170.0,642.0,1468.0,1022.0,2490.0,110.0,3130.0,5045.0,11848.0,13112.0,655.0,13835.0,3180.0,4100.0,5370.0,170.0,260.0,67350.0,73000.0,962.0,380.0,74352.0,502.0,75300.0,70.0,988.0,76292.0,76295.0,270.0,215.0,298.0,288.0,110.0,1052.0,195.0,398.0,370.0,705.0,1970.0,2568.0,450.0,560.0,1640.0,430.0,2082.0,540.0,1550.0,1860.0,2830.0,3595.0,80.0,5250.0,5235.0,4885.0,4935.0,262.0,7730.0,3560.0,140.0,10488.0,80.0,150.0,170.0,188.0,60.0,330.0,330.0,990.0,870.0,1490.0,0.0,100.0,30.0,150.0,402.0,70.0,1532.0,245.0,14732.0,15772.0,3630.0,1975.0,27402.0,3472.0,1828.0,5475.0,32875.0,32875.0,33280.0,33280.0,698.0,111925.0,170.0,452.0,130.0,398.0,858.0,1300.0,118650.0,7425.0,122352.0,1625.0,1088.0,1362.0,126502.0
2012-02-08,3090.0,5218.0,608.0,660.0,1570.0,3810.0,260.0,600.0,170.0,638.0,1460.0,1005.0,2465.0,110.0,3100.0,4995.0,11822.0,13092.0,642.0,13802.0,3020.0,4080.0,5325.0,180.0,260.0,67270.0,73000.0,958.0,380.0,74345.0,492.0,75278.0,70.0,972.0,76255.0,76255.0,245.0,198.0,300.0,280.0,110.0,1070.0,182.0,402.0,375.0,700.0,1980.0,2530.0,450.0,550.0,1630.0,420.0,2072.0,540.0,1582.0,1880.0,2892.0,3635.0,80.0,5255.0,5258.0,4920.0,4975.0,270.0,7765.0,3575.0,140.0,10478.0,80.0,150.0,170.0,180.0,60.0,330.0,335.0,1065.0,950.0,1570.0,0.0,102.0,30.0,150.0,392.0,70.0,1520.0,205.0,14758.0,15808.0,3608.0,2262.0,27615.0,3385.0,1750.0,5390.0,33005.0,33005.0,33412.0,33412.0,670.0,112830.0,170.0,442.0,122.0,380.0,840.0,1315.0,119800.0,7225.0,123312.0,1558.0,975.0,1325.0,127305.0
