, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-07-23, 29608, 31795, 4232, 3577, 2909, 11750, 140, 442, 441, 1179, 2174, 1333, 3588, 253, 5110, 15571, 21709, 24103, , 18919, 2471, 3449, 4283, 125, 4236, 249181, 242912, 6200, 2379, 255372, 4456, 258252, 631, 4779, 281678, 279820, 286, 196, 349, 1156, 149, 3534, 317, 1080, 631, 1010, 665, 2038, 638, 328, 1381, 832, 970, 999, 4507, 5371, 6776, 14504, 23, 9633, 8955, 5775, 5900, 50, 7607, 646, 51, 6984, 257, 309, 355, 105, 76, 143, 465, 4038, 1024, 782, 8, 99, 14, 162, 417, 120, 2305, 264, 9079, 10006, 8306, 1352, 21555, 3833, 2432, 17334, 38889, 38335, 37758, 37758, 77, 320397, 58, 76, 16, 128, 194, 292, 330177, 5581, 331860, 1421, 564, 996, 340552
2012-07-24, 26352, 30833, 4030, 3458, 2522, 11407, 141, 434, 432, 1146, 2121, 1285, 3495, 248, 4944, 14859, 21202, 23541, , 23508, 2387, 3350, 4262, 123, 4129, 246080, 244997, 5961, 2236, 256338, 3588, 258672, 569, 4338, 279642, 277819, 255, 177, 342, 1024, 143, 3405, 302, 1024, 579, 947, 518, 1955, 638, 318, 1382, 855, 1019, 989, 4486, 5327, 6733, 14484, 23, 9602, 8907, 5805, 5929, 48, 7681, 646, 53, 7074, 252, 303, 349, 110, 74, 148, 457, 4036, 1019, 813, 8, 98, 14, 158, 395, 116, 2269, 260, 9550, 10076, 8082, 1304, 23520, 3734, 2380, 17077, 40598, 40598, 40732, 40732, 68, 316584, 58, 72, 15, 124, 184, 273, 317894, 5572, 320052, 1372, 534, 984, 325156
2012-07-25, 24070, 28598, 3820, 3264, 2373, 10938, 139, 422, 423, 1103, 2046, 1246, 3336, 242, 4698, 13951, 20282, 22519, , 22459, 2276, 3014, 3859, 120, 3823, 240884, 243122, 5817, 2056, 254139, 2416, 255929, 490, 3804, 275179, 274171, 218, 150, 312, 782, 136, 3206, 282, 866, 592, 800, 189, 1776, 635, 308, 1394, 852, 1110, 958, 4414, 5240, 6660, 14444, 22, 9662, 8924, 5829, 5935, 48, 7748, 646, 58, 6924, 240, 288, 338, 103, 71, 176, 446, 4034, 1016, 780, 7, 95, 13, 146, 375, 112, 2238, 261, 9738, 10314, 7877, 1228, 23048, 3602, 2302, 16894, 39942, 39942, 40064, 40064, 50, 316757, 57, 68, 15, 105, 170, 249, 318255, 5461, 320060, 1328, 565, 970, 323076
2012-07-26, 22583, 26665, 3665, 3180, 2278, 10635, 130, 397, 414, 1066, 1978, 1220, 3201, 235, 4487, 13234, 19921, 22115, , 21887, 2187, 2990, 3814, 116, 3519, 237893, 239997, 5752, 1947, 250150, 1939, 251074, 441, 3619, 268026, 267653, 191, 132, 287, 690, 129, 3148, 264, 764, 612, 671, 10, 1540, 632, 280, 1387, 845, 1138, 933, 4348, 5146, 6553, 14404, 21, 9728, 8972, 5925, 6010, 46, 7796, 646, 52, 6584, 233, 279, 329, 87, 68, 172, 438, 4034, 1008, 737, 8, 91, 13, 136, 361, 108, 2214, 262, 9597, 10215, 7739, 1167, 23384, 3484, 2228, 16729, 40114, 40114, 40229, 40229, 32, 311511, 56, 66, 14, 84, 158, 231, 313602, 5334, 315450, 1348, 583, 979, 318782
2012-07-27, 21588, 25964, 3532, 3104, 2190, 10444, 115, 366, 404, 1037, 1910, 1204, 3115, 230, 4346, 12722, 19407, 21547, , 21288, 2108, 2906, 3722, 115, 3258, 235208, 239997, 5408, 1878, 249703, 2220, 250713, 448, 3718, 265661, 265692, 168, 119, 266, 689, 123, 3128, 247, 696, 608, 596, 0, 1342, 628, 246, 1366, 837, 1132, 914, 4312, 5090, 6428, 14367, 19, 9738, 8963, 5990, 6068, 45, 7867, 646, 44, 6508, 230, 276, 323, 74, 68, 146, 433, 4033, 1001, 712, 8, 90, 12, 130, 350, 104, 2195, 261, 9090, 9753, 7620, 1117, 21593, 3372, 2182, 16572, 38166, 38166, 38270, 38270, 19, 307323, 56, 64, 13, 81, 152, 220, 309124, 5212, 310822, 1354, 580, 976, 314013
2012-07-28, 20825, 25908, 3416, 2942, 2110, 10146, 109, 346, 396, 1012, 1846, 1193, 3040, 224, 4238, 12203, 18842, 20918, , 20592, 2035, 2829, 3638, 112, 3030, 231803, 234572, 4970, 1828, 244678, 2634, 247501, 453, 3766, 261922, 262279, 150, 108, 248, 664, 117, 3115, 232, 636, 592, 531, 0, 1253, 628, 219, 1352, 828, 1125, 900, 4288, 5054, 6360, 14328, 19, 9725, 8925, 6008, 6077, 43, 7921, 646, 42, 6493, 226, 271, 318, 77, 65, 143, 426, 4032, 993, 707, 8, 88, 12, 124, 339, 101, 2177, 261, 8792, 9353, 7508, 1068, 21358, 3271, 2144, 15750, 37108, 37108, 37206, 37206, 14, 303956, 56, 61, 13, 96, 143, 217, 305502, 5091, 307089, 1334, 562, 969, 310201
2012-07-29, 19982, 25600, 3309, 2798, 2033, 9834, 106, 331, 389, 988, 1795, 1188, 2984, 219, 4146, 11678, 18286, 20302, , 19932, 1965, 2753, 3564, 106, 2820, 228302, 215316, 4496, 1784, 224711, 2363, 227916, 424, 3593, 241658, 242580, 139, 99, 233, 633, 112, 3116, 219, 586, 572, 476, 0, 1229, 624, 186, 1317, 821, 1112, 880, 4260, 5014, 6310, 14290, 17, 9714, 8888, 6017, 6072, 42, 7944, 646, 41, 6484, 219, 263, 309, 75, 62, 143, 420, 4030, 986, 701, 8, 89, 11, 118, 328, 98, 2160, 261, 8712, 9236, 7397, 1037, 19858, 3179, 2042, 15515, 35372, 35372, 35462, 35462, 8, 292151, 55, 60, 12, 104, 132, 210, 296394, 4964, 298303, 1291, 538, 947, 302263
2012-07-30, 19174, 23800, 3208, 2668, 1961, 9528, 100, 308, 380, 966, 1743, 1186, 2929, 213, 4070, 11258, 17753, 19710, 819, 19284, 1898, 2646, 3467, 102, 2622, 225149, 201912, 4048, 1749, 210150, 2083, 212722, 400, 3356, 223684, 224346, 129, 90, 214, 569, 107, 3129, 206, 541, 491, 427, 0, 1226, 620, 148, 1226, 818, 1053, 863, 4228, 4972, 6237, 14103, 16, 9670, 8830, 6022, 6064, 40, 7955, 646, 38, 6476, 214, 257, 302, 69, 60, 143, 414, 4022, 984, 691, 8, 88, 11, 112, 318, 95, 2140, 264, 8654, 9171, 7287, 1011, 19584, 3092, 1987, 15422, 35006, 35006, 35090, 35090, 6, 270758, 55, 58, 12, 104, 129, 198, 275062, 4864, 277084, 1238, 482, 891, 281383
2012-07-31, 18458, 23749, 3113, 2548, 1891, 9298, 94, 304, 371, 944, 1694, 1189, 2882, 208, 3994, 10910, 17306, 19214, 820, 18722, 1833, 2526, 3333, 99, 2436, 221926, 199998, 3686, 1721, 206856, 1687, 208334, 385, 3035, 215758, 215919, 120, 82, 196, 466, 102, 3098, 195, 498, 442, 382, 0, 1225, 622, 144, 1202, 815, 1006, 848, 4192, 4924, 6169, 13728, 15, 9395, 8566, 5917, 5974, 39, 7951, 646, 31, 6465, 210, 252, 296, 65, 58, 143, 409, 4012, 986, 684, 8, 86, 10, 110, 308, 92, 2124, 265, 8603, 9101, 7199, 986, 19438, 3009, 1931, 15334, 34773, 34773, 34856, 34856, 8, 255891, 54, 55, 11, 104, 126, 188, 258768, 4836, 260563, 1186, 450, 838, 264120
2012-08-01, 17710, 23451, 3022, 2438, 1827, 9082, 91, 305, 364, 923, 1658, 1194, 2852, 204, 3934, 10613, 16938, 18804, 829, 18236, 1771, 2458, 3252, 96, 2287, 218464, 199998, 3408, 1686, 206233, 1511, 207576, 377, 2788, 212899, 213009, 112, 74, 178, 426, 98, 3052, 184, 463, 457, 344, 0, 1229, 624, 150, 1198, 813, 1017, 834, 4159, 4880, 6131, 13346, 14, 9022, 8166, 5605, 5674, 38, 7785, 646, 27, 6454, 206, 247, 292, 67, 56, 143, 403, 4002, 986, 673, 8, 86, 10, 112, 298, 89, 2118, 266, 8557, 9049, 7138, 964, 19339, 2932, 1880, 15355, 34693, 34693, 34769, 34769, 7, 250632, 54, 52, 10, 108, 120, 178, 252253, 4810, 253760, 1171, 474, 868, 256557
