, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, YAKIMA RIVER AT KIONA, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-02-17,1935.0,5243.0,351.0,3614.0,161.0,351.0,129.0,352.0,872.0,503.0,1376.0,1788.0,4157.0,1788.0,8912.0,11439.0,2654.0,38670.0,194.0,43388.0,90000.0,90000.0,754.0,280.0,91029.0,609.0,92590.0,630.0,93217.0,93216.0,123.0,133.0,233.0,159.0,488.0,75.0,794.0,52.0,219.0,196.0,225.0,794.0,225.0,1381.0,2063.0,317.0,391.0,1015.0,320.0,1214.0,361.0,1080.0,1788.0,1427.0,22.0,0.0,1214.0,1427.0,1955.0,1824.0,1508.0,1423.0,4000.0,477.0,105.0,7566.0,250.0,17.0,152.0,53.0,24.0,74.0,387.0,35.0,1083.0,7566.0,10.0,17.0,1083.0,1217.0,11522.0,13255.0,3024.0,938.0,15773.0,2172.0,1932.0,4048.0,15773.0,4048.0,19821.0,19821.0,21263.0,21263.0,2063.0,846.0,117186.0,325.0,12.0,384.0,965.0,123725.0,5448.0,121870.0,2230.0,1253.0,1517.0,126642.0
2003-02-18,1928.0,5237.0,349.0,3609.0,161.0,350.0,128.0,351.0,870.0,502.0,1372.0,1783.0,4151.0,1783.0,8924.0,11510.0,2828.0,38473.0,193.0,43348.0,90000.0,90000.0,757.0,279.0,91032.0,605.0,92593.0,646.0,93236.0,93235.0,129.0,144.0,236.0,184.0,493.0,83.0,809.0,51.0,219.0,203.0,224.0,809.0,224.0,1399.0,2085.0,317.0,390.0,1012.0,319.0,1209.0,360.0,1076.0,1782.0,1426.0,22.0,0.0,1209.0,1426.0,1950.0,1808.0,1494.0,1409.0,3987.0,459.0,111.0,7615.0,249.0,16.0,163.0,53.0,24.0,73.0,384.0,34.0,1107.0,7615.0,10.0,16.0,1107.0,1272.0,11662.0,13581.0,3029.0,959.0,15856.0,2267.0,2049.0,4159.0,15856.0,4159.0,20015.0,20015.0,21513.0,21513.0,2085.0,879.0,117570.0,354.0,12.0,412.0,1074.0,124262.0,5494.0,122402.0,2672.0,1371.0,1574.0,127547.0
2003-02-19,1920.0,5230.0,348.0,3604.0,160.0,350.0,128.0,350.0,867.0,501.0,1369.0,1777.0,4144.0,1777.0,8925.0,11481.0,3009.0,38287.0,192.0,43360.0,90000.0,90000.0,759.0,279.0,91035.0,602.0,92596.0,671.0,93262.0,93260.0,131.0,149.0,241.0,209.0,500.0,87.0,818.0,51.0,218.0,212.0,223.0,818.0,223.0,1414.0,2143.0,316.0,389.0,1010.0,318.0,1204.0,360.0,1072.0,1776.0,1425.0,22.0,0.0,1204.0,1425.0,1945.0,1792.0,1481.0,1395.0,3973.0,441.0,114.0,7663.0,250.0,15.0,166.0,53.0,24.0,73.0,382.0,34.0,1109.0,7663.0,10.0,15.0,1109.0,1226.0,11683.0,13771.0,3025.0,973.0,15898.0,2259.0,2193.0,4286.0,15898.0,4286.0,20183.0,20183.0,21726.0,21726.0,2143.0,900.0,117863.0,410.0,12.0,438.0,1151.0,124698.0,5525.0,122821.0,2668.0,1398.0,1596.0,128369.0
2003-02-20,1912.0,5222.0,347.0,3598.0,160.0,349.0,128.0,349.0,865.0,500.0,1365.0,1774.0,4137.0,1774.0,8934.0,11532.0,3135.0,38078.0,191.0,43383.0,90000.0,90000.0,764.0,278.0,91037.0,599.0,92598.0,705.0,93297.0,93296.0,132.0,154.0,245.0,214.0,507.0,90.0,834.0,51.0,218.0,215.0,231.0,834.0,231.0,1421.0,2197.0,316.0,387.0,1008.0,317.0,1199.0,360.0,1068.0,1769.0,1425.0,22.0,0.0,1199.0,1425.0,1940.0,1776.0,1467.0,1382.0,3960.0,424.0,117.0,7678.0,295.0,15.0,165.0,54.0,24.0,72.0,379.0,33.0,1107.0,7678.0,10.0,15.0,1107.0,1358.0,11821.0,14005.0,3019.0,980.0,15922.0,2245.0,2289.0,4433.0,15922.0,4433.0,20355.0,20355.0,21984.0,21984.0,2197.0,867.0,118170.0,399.0,12.0,486.0,1195.0,125114.0,5509.0,123171.0,2391.0,1309.0,1534.0,128715.0
2003-02-21,1904.0,5214.0,346.0,3591.0,160.0,348.0,127.0,347.0,862.0,499.0,1361.0,1769.0,4129.0,1769.0,8941.0,11536.0,3181.0,37937.0,190.0,43358.0,90000.0,90000.0,768.0,278.0,91040.0,596.0,92601.0,703.0,93307.0,93307.0,126.0,134.0,246.0,176.0,511.0,88.0,842.0,51.0,218.0,213.0,239.0,842.0,239.0,1430.0,2213.0,315.0,386.0,1005.0,316.0,1194.0,359.0,1064.0,1763.0,1424.0,22.0,0.0,1194.0,1424.0,1935.0,1761.0,1453.0,1369.0,3946.0,406.0,119.0,7667.0,406.0,14.0,180.0,58.0,24.0,72.0,376.0,33.0,1109.0,7667.0,10.0,14.0,1109.0,1338.0,11905.0,14300.0,3014.0,986.0,15941.0,2195.0,2341.0,4492.0,15941.0,4492.0,20433.0,20433.0,22120.0,22120.0,2213.0,777.0,118344.0,361.0,12.0,480.0,1201.0,125408.0,5489.0,123404.0,2216.0,1245.0,1460.0,128565.0
2003-02-22,1896.0,5205.0,345.0,3585.0,159.0,347.0,127.0,346.0,860.0,498.0,1358.0,1766.0,4121.0,1766.0,8950.0,11597.0,3332.0,37815.0,189.0,43386.0,90000.0,90000.0,774.0,277.0,91043.0,593.0,92604.0,689.0,93294.0,93294.0,132.0,142.0,248.0,219.0,515.0,89.0,845.0,50.0,217.0,211.0,247.0,845.0,247.0,1431.0,2219.0,315.0,385.0,1002.0,315.0,1189.0,359.0,1060.0,1757.0,1423.0,22.0,0.0,1189.0,1423.0,1931.0,1745.0,1440.0,1356.0,3933.0,388.0,122.0,7633.0,488.0,13.0,198.0,61.0,24.0,72.0,374.0,33.0,1112.0,7633.0,10.0,13.0,1112.0,1350.0,11902.0,14453.0,3004.0,1020.0,16063.0,2185.0,2373.0,4560.0,16063.0,4560.0,20623.0,20623.0,22390.0,22390.0,2219.0,775.0,118507.0,370.0,12.0,440.0,1236.0,125532.0,5441.0,123429.0,2145.0,1233.0,1490.0,128350.0
2003-02-23,1888.0,5197.0,344.0,3578.0,159.0,347.0,126.0,345.0,857.0,497.0,1354.0,1763.0,4112.0,1763.0,8958.0,11629.0,3486.0,37745.0,189.0,43431.0,90000.0,90000.0,780.0,277.0,91048.0,591.0,92608.0,692.0,93298.0,93297.0,134.0,137.0,250.0,241.0,521.0,94.0,854.0,50.0,217.0,216.0,256.0,854.0,256.0,1428.0,2197.0,314.0,384.0,999.0,314.0,1184.0,358.0,1056.0,1751.0,1422.0,22.0,0.0,1184.0,1422.0,1926.0,1730.0,1428.0,1343.0,3920.0,370.0,123.0,7623.0,542.0,13.0,204.0,60.0,23.0,72.0,371.0,32.0,1116.0,7623.0,10.0,13.0,1116.0,1359.0,11919.0,14608.0,3000.0,1077.0,20509.0,2220.0,2419.0,4649.0,20509.0,4649.0,25158.0,25158.0,26922.0,26922.0,2197.0,889.0,120640.0,387.0,12.0,439.0,1335.0,127144.0,5434.0,124854.0,2098.0,1213.0,1508.0,129473.0
2003-02-24,1880.0,5188.0,343.0,3571.0,159.0,346.0,126.0,344.0,855.0,496.0,1351.0,1758.0,4104.0,1758.0,8964.0,11617.0,3589.0,37674.0,188.0,43447.0,90000.0,90000.0,786.0,276.0,91054.0,588.0,92614.0,717.0,93325.0,93324.0,141.0,151.0,250.0,204.0,525.0,101.0,871.0,50.0,217.0,245.0,264.0,871.0,264.0,1433.0,2196.0,314.0,383.0,997.0,313.0,1178.0,358.0,1052.0,1745.0,1421.0,22.0,0.0,1178.0,1421.0,1921.0,1714.0,1416.0,1331.0,3908.0,347.0,125.0,7655.0,552.0,12.0,211.0,61.0,23.0,71.0,368.0,32.0,1127.0,7655.0,10.0,12.0,1127.0,1373.0,11916.0,14732.0,3005.0,1125.0,21773.0,2265.0,2485.0,4766.0,21773.0,4766.0,26539.0,26539.0,28402.0,28402.0,2196.0,876.0,124364.0,402.0,12.0,452.0,1387.0,131329.0,5392.0,128972.0,2112.0,1188.0,1547.0,133562.0
2003-02-25,1872.0,5181.0,342.0,3565.0,159.0,345.0,126.0,343.0,852.0,495.0,1347.0,1755.0,4099.0,1755.0,8975.0,11688.0,3651.0,37594.0,187.0,43475.0,90000.0,90000.0,795.0,276.0,91060.0,585.0,92619.0,735.0,93351.0,93351.0,146.0,146.0,250.0,188.0,528.0,103.0,889.0,50.0,219.0,252.0,275.0,889.0,275.0,1444.0,2219.0,313.0,382.0,996.0,312.0,1174.0,357.0,1048.0,1739.0,1420.0,22.0,0.0,1174.0,1420.0,1917.0,1699.0,1405.0,1320.0,3896.0,328.0,127.0,7640.0,504.0,11.0,222.0,66.0,23.0,71.0,365.0,32.0,1139.0,7640.0,10.0,11.0,1139.0,1420.0,11986.0,14956.0,3027.0,1165.0,22202.0,2284.0,2551.0,4872.0,22202.0,4872.0,27074.0,27074.0,29025.0,29025.0,2219.0,842.0,125081.0,389.0,12.0,462.0,1434.0,132291.0,5344.0,129919.0,2105.0,1281.0,1525.0,134751.0
2003-02-26,1864.0,5177.0,341.0,3558.0,158.0,345.0,125.0,342.0,851.0,494.0,1344.0,1753.0,4140.0,1753.0,8985.0,11700.0,3679.0,37568.0,186.0,43454.0,90000.0,90000.0,804.0,275.0,91067.0,583.0,92626.0,742.0,93366.0,93366.0,149.0,153.0,251.0,240.0,530.0,102.0,897.0,49.0,226.0,237.0,291.0,897.0,291.0,1454.0,2235.0,313.0,381.0,993.0,311.0,1169.0,357.0,1044.0,1733.0,1419.0,22.0,0.0,1169.0,1419.0,1914.0,1685.0,1391.0,1308.0,3884.0,314.0,132.0,7590.0,414.0,11.0,225.0,95.0,22.0,71.0,363.0,32.0,1140.0,7590.0,10.0,11.0,1140.0,1407.0,12027.0,15078.0,3068.0,1196.0,22632.0,2291.0,2611.0,4935.0,22632.0,4935.0,27567.0,27567.0,29514.0,29514.0,2235.0,802.0,125690.0,373.0,12.0,449.0,1440.0,132980.0,5252.0,130471.0,2042.0,1267.0,1463.0,135314.0
2003-02-27,1856.0,5165.0,340.0,3552.0,158.0,344.0,125.0,341.0,848.0,493.0,1341.0,1749.0,4176.0,1749.0,9031.0,11717.0,3639.0,37526.0,185.0,43391.0,90000.0,90000.0,809.0,274.0,91076.0,580.0,92634.0,739.0,93374.0,93373.0,145.0,140.0,251.0,198.0,530.0,98.0,898.0,49.0,243.0,233.0,322.0,898.0,322.0,1462.0,2235.0,312.0,380.0,991.0,310.0,1164.0,356.0,1040.0,1727.0,1418.0,22.0,0.0,1164.0,1418.0,1914.0,1674.0,1380.0,1295.0,3871.0,299.0,133.0,7566.0,343.0,10.0,226.0,117.0,22.0,70.0,360.0,31.0,1136.0,7566.0,10.0,10.0,1136.0,1363.0,11958.0,14926.0,3107.0,1171.0,22601.0,2315.0,2664.0,4962.0,22601.0,4962.0,27563.0,27563.0,29407.0,29407.0,2235.0,746.0,125869.0,334.0,12.0,429.0,1394.0,133212.0,5157.0,130582.0,1956.0,1163.0,1366.0,135287.0
2003-02-28,1849.0,5158.0,339.0,3546.0,158.0,343.0,124.0,340.0,846.0,492.0,1337.0,1747.0,4198.0,1747.0,9090.0,11814.0,3693.0,37501.0,185.0,43193.0,90000.0,90000.0,813.0,274.0,91082.0,578.0,92640.0,749.0,93386.0,93385.0,149.0,149.0,251.0,246.0,534.0,107.0,909.0,50.0,258.0,240.0,348.0,909.0,348.0,1482.0,2235.0,312.0,379.0,988.0,309.0,1160.0,356.0,1036.0,1721.0,1418.0,22.0,0.0,1160.0,1418.0,1914.0,1663.0,1370.0,1285.0,3860.0,271.0,131.0,7536.0,299.0,9.0,227.0,121.0,22.0,70.0,357.0,31.0,1129.0,7536.0,10.0,9.0,1129.0,1312.0,11867.0,14648.0,3135.0,1142.0,22194.0,2302.0,2693.0,4996.0,22194.0,4996.0,27190.0,27190.0,29004.0,29004.0,2235.0,701.0,125523.0,304.0,12.0,389.0,1379.0,132876.0,5114.0,130169.0,1920.0,1085.0,1339.0,134648.0
