, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2017-07-25,10611.0,10130.0,1987.0,1698.0,1453.0,5933.0,130.0,426.0,488.0,921.0,1836.0,831.0,2868.0,169.0,3826.0,6727.0,11812.0,13112.0,459.0,13939.0,1137.0,1662.0,2238.0,79.0,94291.0,922.0,97348.0,116353.0,3204.0,1045.0,120300.0,1780.0,120367.0,343.0,1991.0,102148.0,100479.0,141.0,28.0,285.0,477.0,37.0,4133.0,151.0,522.0,510.0,488.0,645.0,1455.0,550.0,521.0,1345.0,860.0,1608.0,1669.0,5984.0,8601.0,10700.0,12351.0,43.0,7961.0,7851.0,4677.0,5525.0,171.0,7270.0,5000.0,275.0,10320.0,480.0,432.0,659.0,417.0,162.0,356.0,595.0,4924.0,1865.0,1545.0,0.0,46.0,0.0,65.0,229.0,146.0,1781.0,207.0,14118.0,14937.0,9655.0,929.0,28037.0,2408.0,1596.0,13410.0,41448.0,41448.0,41533.0,41533.0,32.0,139562.0,34.0,41.0,0.0,55.0,129.0,202.0,134217.0,4616.0,135561.0,1329.0,503.0,1864.0,139990.0
2017-07-26,10221.0,10118.0,1951.0,1661.0,1412.0,5857.0,128.0,421.0,475.0,897.0,1799.0,822.0,2814.0,165.0,3752.0,6607.0,11744.0,13036.0,456.0,13874.0,1099.0,1767.0,2342.0,77.0,94708.0,868.0,97976.0,113749.0,3127.0,998.0,118063.0,1682.0,120312.0,327.0,1848.0,122449.0,122220.0,131.0,27.0,287.0,446.0,36.0,4106.0,140.0,514.0,527.0,483.0,584.0,1436.0,563.0,551.0,1512.0,880.0,1695.0,1579.0,5926.0,8386.0,10426.0,12388.0,48.0,8086.0,7919.0,4729.0,5546.0,171.0,7501.0,5000.0,276.0,10345.0,477.0,434.0,647.0,413.0,168.0,422.0,579.0,4925.0,1860.0,1572.0,0.0,45.0,0.0,71.0,237.0,142.0,1763.0,208.0,13781.0,14513.0,9393.0,916.0,26801.0,2333.0,1557.0,13339.0,40140.0,40140.0,40220.0,40220.0,32.0,157950.0,34.0,40.0,0.0,53.0,124.0,191.0,149416.0,4598.0,149331.0,1331.0,514.0,1847.0,150946.0
2017-07-27,9933.0,10106.0,1919.0,1626.0,1372.0,5788.0,120.0,400.0,464.0,878.0,1760.0,815.0,2759.0,161.0,3686.0,6507.0,11663.0,12946.0,452.0,13734.0,1065.0,1784.0,2381.0,75.0,95127.0,813.0,98376.0,112082.0,3052.0,963.0,116285.0,1475.0,118365.0,312.0,1742.0,120370.0,120456.0,122.0,26.0,288.0,411.0,34.0,4094.0,130.0,506.0,530.0,479.0,557.0,1404.0,573.0,540.0,1545.0,901.0,1821.0,1526.0,5917.0,8243.0,10278.0,12421.0,47.0,8297.0,8093.0,4904.0,5668.0,173.0,7605.0,5000.0,278.0,10358.0,464.0,425.0,625.0,411.0,160.0,454.0,544.0,4923.0,1855.0,1573.0,0.0,43.0,0.0,73.0,251.0,136.0,1752.0,211.0,13902.0,14577.0,9173.0,904.0,26526.0,2264.0,1519.0,13284.0,39810.0,39810.0,39885.0,39885.0,32.0,163064.0,34.0,38.0,0.0,51.0,121.0,183.0,160071.0,4568.0,160926.0,1325.0,503.0,1787.0,164385.0
2017-07-28,9786.0,10090.0,1887.0,1592.0,1335.0,5720.0,114.0,383.0,452.0,861.0,1715.0,813.0,2703.0,158.0,3618.0,6412.0,11576.0,12850.0,449.0,13602.0,1033.0,1677.0,2308.0,73.0,95555.0,766.0,98678.0,110342.0,2981.0,927.0,114456.0,1286.0,116308.0,298.0,1679.0,118261.0,118350.0,113.0,25.0,290.0,358.0,33.0,4084.0,121.0,499.0,503.0,475.0,539.0,1383.0,563.0,497.0,1468.0,866.0,1832.0,1456.0,5811.0,7985.0,9985.0,12454.0,42.0,8504.0,8278.0,5131.0,5858.0,168.0,7775.0,5000.0,276.0,10392.0,438.0,399.0,590.0,380.0,150.0,421.0,510.0,4919.0,1851.0,1549.0,0.0,42.0,0.0,65.0,221.0,130.0,1723.0,209.0,13950.0,14625.0,8920.0,898.0,25781.0,2196.0,1481.0,13226.0,39007.0,39007.0,39081.0,39081.0,32.0,160228.0,34.0,37.0,0.0,49.0,114.0,175.0,159534.0,4536.0,160533.0,1286.0,475.0,1645.0,164180.0
2017-07-29,9654.0,10075.0,1858.0,1561.0,1298.0,5658.0,105.0,365.0,440.0,844.0,1670.0,811.0,2648.0,156.0,3554.0,6319.0,11489.0,12753.0,446.0,13469.0,998.0,1642.0,2221.0,72.0,96242.0,715.0,99064.0,106999.0,2921.0,893.0,111155.0,1210.0,113050.0,283.0,1618.0,115169.0,115328.0,105.0,25.0,292.0,312.0,32.0,4132.0,112.0,492.0,496.0,472.0,552.0,1375.0,552.0,473.0,1417.0,842.0,1726.0,1388.0,5705.0,7727.0,9637.0,12486.0,40.0,8578.0,8341.0,5297.0,6009.0,159.0,7957.0,5000.0,258.0,10417.0,421.0,384.0,566.0,345.0,145.0,358.0,491.0,4917.0,1845.0,1522.0,0.0,40.0,0.0,53.0,213.0,125.0,1680.0,209.0,13943.0,14605.0,8646.0,889.0,26361.0,2136.0,1448.0,13177.0,39538.0,39538.0,39612.0,39612.0,31.0,158470.0,34.0,36.0,0.0,47.0,111.0,163.0,159350.0,4509.0,160302.0,1259.0,466.0,1548.0,163638.0
2017-07-30,9474.0,10062.0,1825.0,1530.0,1265.0,5596.0,99.0,346.0,430.0,831.0,1629.0,804.0,2593.0,152.0,3492.0,6235.0,11407.0,12662.0,443.0,13324.0,967.0,1638.0,2208.0,70.0,97245.0,673.0,100169.0,105621.0,2858.0,862.0,109377.0,1172.0,110879.0,270.0,1558.0,112518.0,112564.0,97.0,24.0,294.0,278.0,31.0,4195.0,104.0,484.0,490.0,493.0,621.0,1396.0,548.0,460.0,1417.0,828.0,1646.0,1338.0,5653.0,7536.0,9376.0,12518.0,39.0,8574.0,8308.0,5340.0,6036.0,156.0,8060.0,5000.0,241.0,10438.0,408.0,375.0,545.0,325.0,141.0,334.0,473.0,4915.0,1803.0,1520.0,0.0,40.0,0.0,57.0,210.0,120.0,1644.0,209.0,13989.0,14617.0,8420.0,875.0,26057.0,2081.0,1419.0,13132.0,39189.0,39189.0,39260.0,39260.0,31.0,154837.0,35.0,36.0,0.0,46.0,106.0,157.0,156362.0,4483.0,157482.0,1243.0,466.0,1483.0,161044.0
2017-07-31,9284.0,10054.0,1791.0,1502.0,1233.0,5532.0,94.0,334.0,420.0,816.0,1591.0,804.0,2546.0,148.0,3428.0,6151.0,11324.0,12570.0,440.0,13183.0,940.0,1633.0,2197.0,68.0,97037.0,634.0,99995.0,105583.0,2798.0,833.0,109297.0,1143.0,110788.0,256.0,1501.0,112350.0,112367.0,89.0,24.0,295.0,252.0,30.0,4174.0,97.0,475.0,484.0,524.0,609.0,1448.0,542.0,449.0,1402.0,818.0,1601.0,1297.0,5622.0,7370.0,9170.0,12549.0,37.0,8604.0,8303.0,5359.0,6019.0,153.0,8066.0,5000.0,228.0,10458.0,396.0,366.0,527.0,309.0,137.0,333.0,459.0,4915.0,1740.0,1452.0,2.0,39.0,0.0,47.0,206.0,115.0,1688.0,210.0,14004.0,14623.0,8192.0,856.0,25830.0,2027.0,1384.0,12917.0,38747.0,38747.0,38812.0,38812.0,29.0,153059.0,35.0,35.0,0.0,46.0,100.0,149.0,154130.0,4457.0,155153.0,1230.0,464.0,1427.0,158407.0
2017-08-01,9086.0,10042.0,1759.0,1474.0,1204.0,5404.0,83.0,312.0,410.0,805.0,1555.0,797.0,2494.0,146.0,3374.0,6067.0,11223.0,12459.0,437.0,13038.0,914.0,1623.0,2169.0,66.0,96818.0,592.0,100027.0,102421.0,2744.0,805.0,106638.0,1116.0,108673.0,243.0,1447.0,110821.0,110994.0,82.0,23.0,297.0,230.0,29.0,4140.0,90.0,466.0,490.0,556.0,572.0,1476.0,542.0,442.0,1430.0,813.0,1597.0,1264.0,5612.0,7227.0,9014.0,12582.0,37.0,8672.0,8334.0,5410.0,6030.0,151.0,8107.0,5000.0,220.0,10474.0,386.0,361.0,513.0,289.0,135.0,333.0,447.0,4914.0,1678.0,1386.0,8.0,37.0,0.0,31.0,206.0,111.0,1761.0,212.0,14050.0,14633.0,8011.0,848.0,25587.0,1975.0,1353.0,12550.0,38137.0,38137.0,38200.0,38200.0,29.0,152102.0,35.0,33.0,0.0,44.0,98.0,138.0,153260.0,4436.0,154307.0,1235.0,468.0,1427.0,157514.0
2017-08-02,8870.0,10033.0,1730.0,1447.0,1175.0,5250.0,78.0,295.0,402.0,789.0,1511.0,791.0,2437.0,143.0,3312.0,5890.0,10779.0,11969.0,434.0,12644.0,888.0,1494.0,2058.0,65.0,94763.0,553.0,97954.0,95211.0,2691.0,778.0,98895.0,1093.0,100569.0,230.0,1394.0,102649.0,102931.0,76.0,23.0,298.0,213.0,28.0,4114.0,83.0,459.0,525.0,588.0,522.0,1474.0,540.0,429.0,1404.0,805.0,1569.0,1231.0,5592.0,7077.0,8814.0,12593.0,35.0,8762.0,8396.0,5505.0,6086.0,148.0,8107.0,5000.0,212.0,10488.0,375.0,354.0,496.0,271.0,130.0,333.0,437.0,4913.0,1615.0,1324.0,7.0,37.0,0.0,24.0,206.0,107.0,1836.0,212.0,14099.0,14666.0,7759.0,843.0,25391.0,1926.0,1321.0,12512.0,37903.0,37903.0,37966.0,37966.0,29.0,147614.0,35.0,33.0,0.0,44.0,95.0,129.0,149728.0,4429.0,151009.0,1263.0,499.0,1464.0,154634.0
2017-08-03,8719.0,10023.0,1701.0,1422.0,1148.0,5195.0,82.0,302.0,395.0,778.0,1482.0,794.0,2402.0,140.0,3248.0,5756.0,10435.0,11584.0,432.0,12240.0,864.0,1451.0,1992.0,63.0,93643.0,523.0,96468.0,93605.0,2645.0,752.0,97134.0,1069.0,98593.0,218.0,1345.0,100134.0,100203.0,70.0,23.0,300.0,196.0,27.0,4133.0,76.0,452.0,526.0,623.0,594.0,1472.0,543.0,429.0,1487.0,799.0,1580.0,1195.0,5573.0,6936.0,8623.0,12592.0,34.0,8808.0,8416.0,5583.0,6137.0,145.0,8214.0,5000.0,206.0,10504.0,362.0,344.0,476.0,265.0,126.0,331.0,426.0,4911.0,1553.0,1295.0,8.0,39.0,0.0,48.0,211.0,103.0,1914.0,212.0,14169.0,14746.0,7426.0,837.0,25101.0,1883.0,1297.0,12482.0,37583.0,37583.0,37647.0,37647.0,28.0,140983.0,35.0,32.0,0.0,47.0,88.0,138.0,142626.0,4429.0,143911.0,1285.0,487.0,1455.0,147609.0
