, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-06-04,62638.0,30313.0,12070.0,10539.0,10962.0,27861.0,363.0,1869.0,1237.0,3496.0,6213.0,6550.0,13060.0,832.0,16039.0,31832.0,35733.0,37344.0,3560.0,44386.0,5682.0,5677.0,183.0,172903.0,9524.0,186258.0,138523.0,12230.0,10066.0,154416.0,13210.0,155167.0,2779.0,15464.0,173721.0,172175.0,914.0,824.0,2104.0,4418.0,6124.0,710.0,6747.0,1191.0,3607.0,1818.0,5683.0,7907.0,6541.0,383.0,948.0,1180.0,1082.0,1114.0,2222.0,5798.0,7096.0,9236.0,14195.0,22.0,7051.0,5739.0,2113.0,1757.0,62.0,3987.0,220.0,340.0,4736.0,492.0,391.0,607.0,223.0,89.0,194.0,1187.0,3890.0,849.0,422.0,8.0,108.0,0.0,65.0,831.0,306.0,1957.0,446.0,8061.0,8797.0,19774.0,2938.0,34043.0,18178.0,10410.0,20770.0,54814.0,54814.0,54953.0,54953.0,57.0,218420.0,69.0,88.0,12.0,182.0,590.0,854.0,209332.0,5084.0,210644.0,2098.0,777.0,1093.0,212164.0
2007-06-05,63529.0,26529.0,11762.0,10093.0,10600.0,25078.0,364.0,1910.0,1329.0,3682.0,6460.0,7310.0,13937.0,912.0,16543.0,30242.0,39294.0,41050.0,3560.0,46441.0,5583.0,6009.0,194.0,183531.0,9671.0,197176.0,150000.0,13122.0,10906.0,173176.0,12393.0,179214.0,2370.0,15614.0,205764.0,205452.0,655.0,693.0,1835.0,4126.0,6083.0,688.0,7321.0,1015.0,3073.0,1456.0,5010.0,8675.0,7936.0,402.0,1000.0,1271.0,1068.0,1187.0,2090.0,5643.0,6834.0,8958.0,14083.0,21.0,7988.0,6471.0,2902.0,2066.0,56.0,4240.0,220.0,318.0,5006.0,556.0,446.0,620.0,292.0,98.0,205.0,1251.0,3917.0,862.0,653.0,8.0,107.0,0.0,246.0,1254.0,340.0,2034.0,445.0,7912.0,8608.0,18987.0,3591.0,33459.0,18838.0,10951.0,21258.0,54717.0,54717.0,54853.0,54853.0,68.0,253179.0,68.0,112.0,34.0,180.0,636.0,908.0,242855.0,4993.0,241876.0,2055.0,768.0,1076.0,242240.0
2007-06-06,64142.0,26890.0,12509.0,9949.0,10502.0,25716.0,398.0,2092.0,1674.0,4191.0,7440.0,8689.0,16166.0,1037.0,18557.0,30090.0,43039.0,44780.0,3560.0,50236.0,5672.0,5997.0,185.0,191216.0,10831.0,206480.0,150000.0,14138.0,10389.0,173842.0,10286.0,179516.0,1864.0,13921.0,204616.0,204728.0,512.0,536.0,1388.0,3237.0,5662.0,536.0,7013.0,836.0,2498.0,1097.0,4086.0,7663.0,8528.0,533.0,1969.0,2249.0,1390.0,1497.0,2850.0,5570.0,6609.0,8724.0,14030.0,23.0,9442.0,8003.0,4603.0,3173.0,54.0,5237.0,220.0,300.0,5310.0,737.0,598.0,717.0,454.0,96.0,241.0,1524.0,4005.0,876.0,762.0,8.0,106.0,0.0,285.0,1575.0,416.0,2167.0,653.0,8408.0,8937.0,22192.0,4596.0,35606.0,20295.0,10764.0,23023.0,58629.0,58629.0,58769.0,58769.0,71.0,270581.0,67.0,119.0,27.0,178.0,651.0,1015.0,271053.0,5003.0,271314.0,1877.0,767.0,1016.0,274051.0
2007-06-07,64589.0,27467.0,13238.0,9878.0,11217.0,26563.0,435.0,2285.0,1774.0,4900.0,8569.0,9426.0,17995.0,1193.0,21828.0,31305.0,46139.0,47821.0,3560.0,53044.0,5349.0,5993.0,174.0,198892.0,11563.0,215208.0,150000.0,14274.0,8890.0,173308.0,8497.0,178641.0,1479.0,11507.0,200972.0,201136.0,449.0,443.0,1160.0,2631.0,5378.0,425.0,6529.0,727.0,2149.0,944.0,3505.0,6422.0,7710.0,500.0,1770.0,2373.0,1690.0,2237.0,3153.0,5576.0,6508.0,8934.0,14017.0,24.0,9769.0,8389.0,5649.0,4661.0,54.0,6758.0,220.0,284.0,5197.0,694.0,569.0,655.0,407.0,84.0,238.0,1239.0,3981.0,890.0,717.0,8.0,105.0,0.0,258.0,1187.0,348.0,2182.0,676.0,8968.0,9558.0,22997.0,4369.0,38920.0,19470.0,9410.0,25682.0,64602.0,64602.0,64738.0,64738.0,69.0,274262.0,65.0,106.0,22.0,175.0,555.0,1023.0,279948.0,5001.0,280473.0,1745.0,738.0,945.0,283521.0
2007-06-08,59167.0,22512.0,11509.0,8678.0,11026.0,24280.0,432.0,2421.0,1687.0,5805.0,9650.0,8843.0,18493.0,1009.0,22928.0,30531.0,48756.0,50304.0,3560.0,55389.0,4771.0,5441.0,164.0,201640.0,10660.0,217616.0,147500.0,13545.0,7748.0,170042.0,7411.0,175676.0,1272.0,9717.0,196214.0,196492.0,413.0,398.0,1067.0,2419.0,5257.0,358.0,6235.0,650.0,1899.0,876.0,3140.0,5581.0,6748.0,414.0,1102.0,1669.0,1416.0,2588.0,2721.0,5487.0,6341.0,8793.0,13993.0,23.0,9990.0,8572.0,5917.0,5225.0,54.0,7672.0,220.0,269.0,5045.0,600.0,498.0,605.0,318.0,77.0,192.0,1007.0,3941.0,903.0,651.0,8.0,104.0,0.0,217.0,1019.0,309.0,1870.0,599.0,8863.0,9637.0,19727.0,3898.0,36231.0,17639.0,8090.0,24142.0,60373.0,60373.0,60502.0,60502.0,66.0,269609.0,64.0,97.0,16.0,173.0,504.0,954.0,278535.0,4990.0,279596.0,1674.0,675.0,895.0,283504.0
2007-06-09,52869.0,21125.0,9031.0,7035.0,9583.0,20092.0,419.0,2278.0,1424.0,5780.0,9410.0,7838.0,17248.0,806.0,22042.0,26262.0,48550.0,50044.0,3560.0,55375.0,4250.0,4893.0,160.0,199250.0,9463.0,214729.0,140000.0,12192.0,7081.0,160663.0,6700.0,166010.0,1158.0,8727.0,185188.0,185602.0,395.0,382.0,986.0,2378.0,5141.0,323.0,6051.0,597.0,1684.0,855.0,2853.0,5035.0,6013.0,367.0,745.0,1249.0,1161.0,2059.0,2119.0,5237.0,6101.0,8398.0,13976.0,22.0,9740.0,8377.0,6009.0,5423.0,53.0,7987.0,220.0,254.0,4978.0,517.0,434.0,577.0,269.0,74.0,170.0,910.0,3927.0,917.0,610.0,8.0,103.0,0.0,179.0,941.0,290.0,1528.0,536.0,8213.0,9075.0,17648.0,3445.0,32236.0,15945.0,7023.0,22382.0,54618.0,54618.0,54739.0,54739.0,64.0,255777.0,62.0,94.0,15.0,170.0,475.0,877.0,265899.0,4994.0,267300.0,1609.0,639.0,876.0,271672.0
2007-06-10,48655.0,20484.0,7500.0,5906.0,8278.0,17142.0,425.0,2085.0,1278.0,5348.0,8654.0,6969.0,15623.0,722.0,20103.0,22142.0,45285.0,46767.0,3560.0,52621.0,3945.0,4500.0,157.0,191363.0,8479.0,206322.0,143750.0,10741.0,6519.0,161461.0,6344.0,165695.0,1116.0,8292.0,182423.0,182353.0,392.0,382.0,916.0,2429.0,4990.0,310.0,5848.0,555.0,1554.0,866.0,2652.0,4551.0,5456.0,353.0,602.0,1074.0,1011.0,1411.0,1803.0,4985.0,5820.0,7882.0,13959.0,21.0,8937.0,7584.0,5543.0,5242.0,53.0,7996.0,220.0,241.0,4954.0,455.0,385.0,555.0,232.0,73.0,161.0,853.0,3921.0,931.0,592.0,8.0,102.0,0.0,158.0,905.0,276.0,1294.0,486.0,7620.0,8437.0,16328.0,3091.0,30724.0,14655.0,6246.0,20683.0,51406.0,51406.0,51520.0,51520.0,59.0,241882.0,61.0,91.0,12.0,168.0,462.0,823.0,250687.0,5001.0,252027.0,1556.0,614.0,872.0,256053.0
2007-06-11,46791.0,20254.0,7255.0,5306.0,7435.0,16038.0,416.0,1953.0,1192.0,4798.0,7891.0,6830.0,14721.0,678.0,18530.0,19866.0,39980.0,41409.0,3560.0,47266.0,3747.0,4765.0,152.0,182647.0,7762.0,197379.0,155000.0,10016.0,6055.0,171474.0,6143.0,175919.0,1106.0,8197.0,191701.0,191359.0,377.0,379.0,844.0,2476.0,4839.0,298.0,5666.0,512.0,1481.0,859.0,2530.0,4180.0,5006.0,350.0,695.0,1129.0,945.0,1021.0,1673.0,4836.0,5618.0,7534.0,13950.0,20.0,8405.0,7004.0,4975.0,4663.0,53.0,7583.0,220.0,229.0,4992.0,415.0,355.0,534.0,216.0,71.0,156.0,801.0,3916.0,945.0,626.0,8.0,101.0,0.0,155.0,817.0,265.0,1310.0,447.0,7280.0,8020.0,15454.0,2831.0,29633.0,13677.0,5643.0,18783.0,48416.0,48416.0,48522.0,48522.0,56.0,240963.0,60.0,88.0,10.0,165.0,438.0,780.0,247487.0,5009.0,248426.0,1508.0,604.0,872.0,251343.0
2007-06-12,45811.0,19949.0,7500.0,5005.0,6946.0,15949.0,387.0,1846.0,1116.0,4373.0,7308.0,6540.0,13848.0,646.0,17542.0,19185.0,36713.0,38074.0,3560.0,43664.0,3575.0,4789.0,148.0,173194.0,7097.0,187195.0,155000.0,9583.0,5619.0,170648.0,5816.0,175490.0,1046.0,8070.0,191689.0,191760.0,346.0,353.0,763.0,2376.0,4675.0,266.0,5487.0,463.0,1392.0,798.0,2405.0,3870.0,4657.0,339.0,665.0,1168.0,928.0,893.0,1539.0,4868.0,5598.0,7458.0,13941.0,19.0,8206.0,6779.0,4762.0,4264.0,53.0,7151.0,220.0,218.0,5046.0,386.0,334.0,514.0,201.0,67.0,153.0,748.0,3910.0,959.0,672.0,8.0,100.0,0.0,172.0,752.0,255.0,1516.0,416.0,7328.0,7958.0,14727.0,2607.0,28287.0,12667.0,5093.0,17784.0,46071.0,46071.0,46168.0,46168.0,54.0,244279.0,59.0,86.0,9.0,163.0,415.0,739.0,251503.0,5017.0,252528.0,1465.0,578.0,870.0,255365.0
2007-06-13,41774.0,19508.0,6896.0,4798.0,6364.0,15281.0,359.0,1746.0,1057.0,4071.0,6888.0,6007.0,12895.0,620.0,16511.0,18695.0,35047.0,36385.0,3560.0,41945.0,3453.0,4642.0,147.0,166222.0,6484.0,178874.0,155000.0,9068.0,5152.0,169736.0,5489.0,174503.0,973.0,7764.0,189922.0,189997.0,325.0,330.0,686.0,2250.0,4509.0,235.0,5293.0,422.0,1299.0,765.0,2275.0,3538.0,4368.0,334.0,559.0,1090.0,888.0,877.0,1425.0,4805.0,5548.0,7420.0,13932.0,18.0,8301.0,6886.0,4834.0,4188.0,53.0,7012.0,220.0,209.0,5079.0,365.0,318.0,495.0,188.0,64.0,148.0,695.0,3904.0,970.0,716.0,8.0,99.0,0.0,189.0,683.0,246.0,1771.0,392.0,7639.0,8218.0,14063.0,2416.0,27443.0,11685.0,4646.0,16782.0,44225.0,44225.0,44313.0,44313.0,53.0,240725.0,58.0,86.0,9.0,160.0,395.0,705.0,248461.0,5025.0,249735.0,1426.0,564.0,862.0,252937.0
