, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-02-07,5959.0,6561.0,2046.0,1624.0,2035.0,5126.0,153.0,359.0,170.0,712.0,1440.0,881.0,2450.0,400.0,3746.0,7187.0,13208.0,14480.0,1352.0,17826.0,5138.0,9342.0,330.0,72316.0,2319.0,84220.0,118469.0,3240.0,820.0,120144.0,2578.0,118500.0,293.0,3047.0,115159.0,113980.0,279.0,267.0,289.0,703.0,630.0,178.0,1306.0,212.0,560.0,431.0,677.0,2010.0,2783.0,311.0,415.0,1252.0,321.0,1558.0,405.0,1122.0,1327.0,2087.0,1349.0,27.0,2228.0,2020.0,1723.0,1815.0,159.0,3126.0,653.0,117.0,6989.0,56.0,84.0,131.0,83.0,51.0,413.0,271.0,286.0,254.0,696.0,76.0,61.0,53.0,63.0,195.0,53.0,1014.0,326.0,9253.0,10573.0,3731.0,1269.0,17308.0,4985.0,5117.0,6756.0,24064.0,24064.0,24343.0,24343.0,475.0,130759.0,107.0,194.0,15.0,307.0,400.0,781.0,137837.0,4648.0,135437.0,1016.0,535.0,916.0,156071.0
2005-02-08,5787.0,6405.0,1954.0,1547.0,1912.0,4900.0,153.0,362.0,170.0,693.0,1410.0,893.0,2426.0,384.0,3679.0,6895.0,12856.0,14095.0,1323.0,18268.0,4815.0,8681.0,300.0,71728.0,2186.0,83467.0,115000.0,3076.0,793.0,119433.0,2483.0,122272.0,278.0,2849.0,126035.0,126290.0,256.0,233.0,280.0,682.0,610.0,164.0,1254.0,209.0,537.0,393.0,653.0,1980.0,2733.0,311.0,414.0,1240.0,318.0,1532.0,405.0,1099.0,1312.0,2062.0,1346.0,27.0,2144.0,1979.0,1693.0,1802.0,158.0,3180.0,650.0,111.0,7022.0,55.0,84.0,130.0,86.0,51.0,371.0,268.0,283.0,253.0,692.0,74.0,60.0,43.0,63.0,198.0,52.0,987.0,265.0,9529.0,10759.0,3687.0,1225.0,18158.0,4921.0,4603.0,6669.0,24827.0,24827.0,25102.0,25102.0,462.0,150767.0,101.0,185.0,15.0,299.0,392.0,764.0,153698.0,4634.0,150207.0,973.0,527.0,892.0,150740.0
2005-02-09,5623.0,6301.0,1864.0,1487.0,1818.0,4722.0,152.0,361.0,170.0,676.0,1380.0,880.0,2379.0,369.0,3624.0,6614.0,12640.0,13815.0,1296.0,17889.0,4595.0,8058.0,272.0,67429.0,2066.0,77618.0,115000.0,2927.0,766.0,118965.0,2393.0,121298.0,264.0,2711.0,124054.0,124069.0,236.0,212.0,271.0,632.0,595.0,154.0,1206.0,207.0,518.0,359.0,638.0,1948.0,2683.0,310.0,413.0,1232.0,314.0,1508.0,404.0,1077.0,1288.0,2029.0,1346.0,27.0,2117.0,1954.0,1665.0,1772.0,161.0,3210.0,647.0,106.0,7051.0,55.0,83.0,130.0,85.0,50.0,344.0,266.0,280.0,252.0,692.0,73.0,60.0,39.0,63.0,200.0,52.0,956.0,232.0,9512.0,10711.0,3640.0,1163.0,17964.0,4818.0,4201.0,6616.0,24580.0,24580.0,24848.0,24848.0,452.0,153035.0,95.0,176.0,15.0,287.0,385.0,749.0,159711.0,4624.0,157242.0,933.0,547.0,868.0,159822.0
2005-02-10,5469.0,6216.0,1780.0,1437.0,1736.0,4562.0,151.0,359.0,170.0,661.0,1354.0,866.0,2332.0,356.0,3558.0,6380.0,12452.0,13571.0,1273.0,17570.0,4460.0,7714.0,259.0,75493.0,1958.0,84115.0,113750.0,2788.0,742.0,117799.0,2307.0,120371.0,251.0,2604.0,123281.0,123356.0,218.0,198.0,263.0,589.0,588.0,145.0,1170.0,192.0,487.0,330.0,601.0,1919.0,2636.0,310.0,412.0,1226.0,312.0,1490.0,404.0,1068.0,1272.0,2002.0,1346.0,27.0,2092.0,1924.0,1636.0,1743.0,163.0,3237.0,644.0,102.0,7041.0,55.0,83.0,129.0,85.0,50.0,327.0,264.0,277.0,251.0,693.0,72.0,60.0,34.0,63.0,202.0,51.0,942.0,217.0,9524.0,10685.0,3594.0,1102.0,17797.0,4617.0,3882.0,6465.0,24262.0,24262.0,24523.0,24523.0,444.0,151726.0,91.0,169.0,15.0,276.0,376.0,731.0,158029.0,4615.0,155473.0,900.0,573.0,855.0,157897.0
2005-02-11,5323.0,6141.0,1701.0,1391.0,1662.0,4416.0,150.0,358.0,170.0,647.0,1329.0,852.0,2289.0,343.0,3496.0,6169.0,12276.0,13345.0,1228.0,17250.0,4309.0,7403.0,250.0,75408.0,1860.0,85181.0,101250.0,2660.0,719.0,106811.0,2226.0,111054.0,239.0,2510.0,115826.0,116427.0,204.0,187.0,257.0,551.0,586.0,138.0,1143.0,177.0,457.0,309.0,550.0,1874.0,2592.0,310.0,410.0,1219.0,311.0,1477.0,403.0,1066.0,1268.0,1991.0,1346.0,27.0,2073.0,1900.0,1608.0,1715.0,166.0,3265.0,641.0,99.0,7026.0,55.0,83.0,129.0,84.0,50.0,317.0,261.0,275.0,250.0,694.0,72.0,59.0,34.0,64.0,205.0,51.0,934.0,217.0,9536.0,10678.0,3551.0,1053.0,17642.0,4426.0,3624.0,6300.0,23942.0,23942.0,24196.0,24196.0,435.0,149178.0,88.0,163.0,16.0,267.0,371.0,776.0,156048.0,4608.0,153580.0,871.0,659.0,864.0,156213.0
2005-02-12,5186.0,6073.0,1627.0,1347.0,1594.0,4288.0,150.0,357.0,170.0,635.0,1308.0,838.0,2249.0,331.0,3438.0,5973.0,12122.0,13147.0,1178.0,16962.0,4115.0,7115.0,242.0,71243.0,1771.0,81497.0,73750.0,2545.0,697.0,78092.0,2149.0,81781.0,228.0,2434.0,87020.0,88105.0,203.0,187.0,252.0,515.0,593.0,133.0,1126.0,164.0,432.0,295.0,504.0,1837.0,2546.0,309.0,409.0,1212.0,309.0,1464.0,402.0,1063.0,1265.0,1984.0,1346.0,27.0,2058.0,1881.0,1586.0,1689.0,167.0,3294.0,638.0,96.0,7007.0,55.0,83.0,129.0,84.0,50.0,317.0,259.0,272.0,250.0,695.0,72.0,59.0,32.0,64.0,207.0,51.0,927.0,254.0,9550.0,10674.0,3510.0,1012.0,16336.0,4255.0,3428.0,6137.0,22473.0,22473.0,22721.0,22721.0,428.0,133052.0,85.0,159.0,16.0,260.0,377.0,788.0,143234.0,4601.0,141490.0,857.0,726.0,892.0,145623.0
2005-02-13,5061.0,6014.0,1557.0,1306.0,1531.0,4199.0,149.0,355.0,170.0,625.0,1289.0,827.0,2213.0,320.0,3385.0,5812.0,11987.0,12975.0,1159.0,16738.0,3943.0,6874.0,234.0,70414.0,1689.0,79246.0,79739.0,2444.0,677.0,81112.0,2076.0,81604.0,219.0,2382.0,82292.0,81948.0,196.0,187.0,249.0,482.0,587.0,128.0,1113.0,152.0,412.0,278.0,464.0,1817.0,2505.0,309.0,408.0,1206.0,308.0,1453.0,402.0,1061.0,1262.0,1978.0,1346.0,26.0,2044.0,1864.0,1568.0,1668.0,168.0,3327.0,635.0,94.0,7021.0,55.0,83.0,128.0,84.0,50.0,363.0,258.0,271.0,249.0,697.0,71.0,65.0,34.0,64.0,210.0,50.0,920.0,293.0,9589.0,10700.0,3472.0,976.0,15968.0,4114.0,3347.0,5980.0,21948.0,21948.0,22222.0,22222.0,444.0,108936.0,82.0,155.0,16.0,254.0,438.0,814.0,117453.0,4594.0,115620.0,839.0,672.0,950.0,119833.0
2005-02-14,4946.0,5961.0,1492.0,1268.0,1473.0,4121.0,149.0,354.0,170.0,616.0,1272.0,820.0,2184.0,309.0,3339.0,5678.0,11896.0,12843.0,1142.0,16538.0,3797.0,6717.0,226.0,70331.0,1614.0,78954.0,102541.0,2353.0,659.0,105500.0,2006.0,107071.0,209.0,2304.0,107493.0,106665.0,175.0,166.0,244.0,452.0,571.0,123.0,1090.0,141.0,394.0,261.0,427.0,1799.0,2466.0,308.0,407.0,1201.0,307.0,1443.0,401.0,1058.0,1259.0,1972.0,1346.0,26.0,2031.0,1847.0,1551.0,1650.0,170.0,3363.0,632.0,97.0,7047.0,55.0,83.0,128.0,84.0,49.0,503.0,256.0,270.0,248.0,698.0,71.0,64.0,35.0,64.0,213.0,50.0,914.0,287.0,9604.0,10712.0,3437.0,943.0,16676.0,4009.0,3230.0,5862.0,22539.0,22539.0,22896.0,22896.0,452.0,116018.0,79.0,152.0,16.0,249.0,450.0,799.0,119161.0,4588.0,115871.0,808.0,560.0,873.0,117063.0
2005-02-15,4837.0,5914.0,1430.0,1232.0,1420.0,4051.0,148.0,353.0,170.0,608.0,1257.0,813.0,2157.0,298.0,3300.0,5547.0,12038.0,12944.0,1102.0,16530.0,3663.0,6565.0,218.0,69994.0,1545.0,78429.0,101477.0,2272.0,641.0,104586.0,1940.0,106895.0,201.0,2215.0,109209.0,109245.0,162.0,152.0,238.0,424.0,559.0,119.0,1063.0,132.0,378.0,247.0,393.0,1755.0,2430.0,308.0,405.0,1196.0,307.0,1433.0,401.0,1056.0,1255.0,1965.0,1346.0,26.0,2019.0,1832.0,1535.0,1634.0,171.0,3401.0,630.0,96.0,7012.0,55.0,83.0,127.0,84.0,49.0,632.0,254.0,268.0,250.0,699.0,70.0,60.0,35.0,64.0,215.0,49.0,907.0,241.0,9605.0,10709.0,3403.0,914.0,16786.0,3900.0,3058.0,5752.0,22538.0,22538.0,22974.0,22974.0,431.0,134498.0,77.0,149.0,16.0,245.0,420.0,752.0,139568.0,4581.0,136404.0,785.0,503.0,830.0,137453.0
2005-02-16,4734.0,5870.0,1373.0,1198.0,1370.0,3988.0,148.0,352.0,171.0,601.0,1244.0,807.0,2133.0,288.0,3266.0,5431.0,12335.0,13209.0,1060.0,16717.0,3508.0,6417.0,211.0,69817.0,1482.0,77973.0,100995.0,2199.0,625.0,103985.0,1877.0,106273.0,193.0,2135.0,108489.0,108516.0,152.0,142.0,232.0,398.0,550.0,116.0,1039.0,124.0,365.0,235.0,362.0,1705.0,2382.0,307.0,404.0,1190.0,306.0,1424.0,400.0,1054.0,1252.0,1959.0,1344.0,26.0,2008.0,1818.0,1520.0,1618.0,172.0,3440.0,627.0,94.0,6979.0,54.0,83.0,127.0,84.0,49.0,609.0,252.0,266.0,256.0,705.0,70.0,59.0,34.0,65.0,218.0,49.0,902.0,206.0,9573.0,10677.0,3372.0,887.0,16711.0,3776.0,2908.0,5626.0,22337.0,22337.0,22653.0,22653.0,413.0,134599.0,75.0,147.0,17.0,237.0,387.0,707.0,141034.0,4576.0,138412.0,765.0,468.0,811.0,140589.0
