, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2006-05-08,21960.0,11975.0,7721.0,6791.0,8082.0,21936.0,334.0,1151.0,1152.0,4019.0,6367.0,5690.0,12884.0,1396.0,17464.0,26764.0,44758.0,47661.0,5064.0,62344.0,13326.0,17509.0,544.0,109121.0,12313.0,147274.0,132692.0,5732.0,4477.0,144030.0,3970.0,147431.0,671.0,5775.0,161793.0,161621.0,797.0,777.0,265.0,1909.0,1258.0,998.0,2811.0,540.0,2194.0,775.0,3371.0,3422.0,4447.0,1979.0,3248.0,7677.0,2058.0,7400.0,4594.0,4515.0,7134.0,12889.0,14586.0,777.0,18232.0,17107.0,16430.0,15061.0,1245.0,14801.0,11926.0,1789.0,24072.0,854.0,461.0,2411.0,2897.0,895.0,4221.0,5336.0,11141.0,6457.0,7019.0,956.0,735.0,253.0,1160.0,4020.0,978.0,10505.0,3272.0,54234.0,58260.0,32004.0,6535.0,93235.0,23668.0,14751.0,32007.0,125242.0,125242.0,125659.0,125659.0,661.0,301734.0,412.0,735.0,88.0,459.0,4952.0,7025.0,320297.0,7329.0,323067.0,2798.0,1102.0,1362.0,330736.0
2006-05-09,20446.0,11927.0,6994.0,6348.0,7708.0,21131.0,330.0,1121.0,1084.0,3930.0,6201.0,5539.0,12513.0,1363.0,17887.0,26176.0,43028.0,45664.0,5113.0,56975.0,13691.0,17024.0,457.0,110204.0,11157.0,145951.0,125000.0,5631.0,4033.0,135548.0,3568.0,138703.0,565.0,5459.0,147079.0,147679.0,548.0,584.0,136.0,1547.0,1238.0,862.0,2760.0,475.0,1937.0,698.0,2665.0,2793.0,4327.0,1733.0,2571.0,6545.0,1940.0,8372.0,4370.0,4363.0,6963.0,12557.0,14040.0,775.0,18764.0,17657.0,16662.0,15011.0,1244.0,14533.0,11078.0,1756.0,22741.0,640.0,256.0,2230.0,2822.0,902.0,3986.0,4824.0,11039.0,6596.0,6816.0,929.0,605.0,256.0,628.0,3365.0,907.0,10042.0,3038.0,51570.0,55738.0,30859.0,6182.0,88942.0,23656.0,13868.0,32796.0,121737.0,121737.0,122138.0,122138.0,620.0,284882.0,339.0,628.0,84.0,460.0,4763.0,6863.0,301357.0,7001.0,303793.0,2474.0,964.0,1271.0,310185.0
2006-05-10,19109.0,11611.0,6165.0,5795.0,7293.0,19788.0,315.0,1073.0,999.0,3729.0,5896.0,5036.0,11648.0,1297.0,17009.0,24683.0,42153.0,44559.0,4970.0,55084.0,12649.0,16504.0,408.0,108281.0,10519.0,143030.0,125000.0,5350.0,3690.0,134871.0,3357.0,137614.0,485.0,4822.0,142600.0,142654.0,482.0,467.0,130.0,1307.0,1227.0,751.0,2527.0,449.0,1790.0,638.0,2255.0,1892.0,3788.0,1458.0,1585.0,4997.0,1601.0,7512.0,3710.0,4174.0,6555.0,11733.0,13803.0,679.0,18276.0,17275.0,16588.0,15273.0,1230.0,14850.0,10202.0,1701.0,21489.0,457.0,83.0,2080.0,2586.0,898.0,3746.0,4106.0,10859.0,6627.0,6791.0,889.0,519.0,250.0,360.0,2867.0,807.0,9109.0,2688.0,48312.0,52275.0,28448.0,5596.0,84241.0,22347.0,12146.0,31705.0,115946.0,115946.0,116331.0,116331.0,573.0,268726.0,296.0,532.0,80.0,323.0,4355.0,6302.0,283974.0,6814.0,286134.0,2139.0,863.0,1202.0,291915.0
2006-05-11,18967.0,11589.0,5945.0,5432.0,6969.0,18753.0,301.0,1017.0,939.0,3460.0,5523.0,4493.0,10676.0,1314.0,15869.0,23167.0,39998.0,42453.0,4829.0,52938.0,11166.0,15986.0,383.0,106752.0,10472.0,140014.0,125000.0,5042.0,3616.0,134419.0,3669.0,137161.0,541.0,4427.0,141642.0,141666.0,563.0,509.0,286.0,1596.0,1439.0,791.0,2546.0,533.0,1919.0,729.0,2449.0,1599.0,3034.0,1361.0,1308.0,4317.0,1411.0,5939.0,3350.0,4380.0,6349.0,10842.0,13697.0,607.0,16129.0,15121.0,14792.0,14298.0,1191.0,14393.0,9327.0,1641.0,20343.0,376.0,13.0,2029.0,2419.0,940.0,3531.0,3757.0,10732.0,6547.0,6573.0,857.0,461.0,244.0,177.0,2826.0,785.0,8440.0,2480.0,45195.0,48898.0,25990.0,5066.0,80108.0,20780.0,11508.0,29153.0,109262.0,109262.0,109630.0,109630.0,538.0,258834.0,271.0,477.0,75.0,188.0,4129.0,5734.0,272549.0,6775.0,274435.0,2070.0,890.0,1216.0,279381.0
2006-05-12,19357.0,12171.0,6716.0,5699.0,7179.0,18823.0,292.0,988.0,963.0,3453.0,5476.0,4669.0,10748.0,1483.0,15394.0,22337.0,37726.0,40291.0,4808.0,50765.0,11247.0,15470.0,367.0,106021.0,10826.0,138723.0,122500.0,4874.0,3915.0,132397.0,4104.0,135770.0,709.0,4751.0,140965.0,141065.0,623.0,568.0,381.0,1912.0,1682.0,829.0,2873.0,587.0,2038.0,783.0,2746.0,2098.0,2727.0,1446.0,1730.0,4516.0,1519.0,5078.0,3948.0,5126.0,7027.0,11070.0,13703.0,580.0,14326.0,13129.0,12431.0,12100.0,1151.0,12583.0,8464.0,1644.0,19420.0,468.0,115.0,2142.0,2492.0,990.0,3355.0,4027.0,10715.0,6466.0,6479.0,832.0,421.0,238.0,159.0,3126.0,875.0,8670.0,2538.0,42991.0,46243.0,25146.0,4638.0,77825.0,20493.0,12425.0,26013.0,103839.0,103839.0,104192.0,104192.0,510.0,250935.0,253.0,445.0,74.0,158.0,4279.0,5489.0,263981.0,6847.0,265830.0,2286.0,957.0,1292.0,270695.0
2006-05-13,19702.0,12825.0,7469.0,6375.0,7591.0,20290.0,299.0,996.0,1074.0,3721.0,5844.0,5530.0,11922.0,1512.0,15917.0,23265.0,37156.0,39662.0,4894.0,49817.0,11890.0,14955.0,352.0,103694.0,11447.0,136053.0,111250.0,4989.0,3990.0,121608.0,3987.0,125615.0,700.0,5121.0,132233.0,132703.0,568.0,521.0,367.0,1768.0,1758.0,759.0,2990.0,545.0,1965.0,723.0,2611.0,2285.0,2980.0,1527.0,2223.0,5025.0,1729.0,5228.0,4866.0,5710.0,7951.0,12229.0,13796.0,567.0,13900.0,12487.0,11084.0,10331.0,1117.0,10767.0,7973.0,1708.0,18532.0,654.0,310.0,2270.0,2670.0,962.0,3194.0,4473.0,10738.0,6385.0,6398.0,811.0,392.0,233.0,160.0,3141.0,954.0,9719.0,2607.0,42335.0,45159.0,26588.0,4413.0,78053.0,21238.0,13348.0,26660.0,104713.0,104713.0,105051.0,105051.0,488.0,245948.0,239.0,418.0,71.0,121.0,4468.0,5580.0,258855.0,6776.0,260487.0,2318.0,938.0,1310.0,265402.0
2006-05-14,19461.0,13200.0,7308.0,6675.0,7569.0,20607.0,309.0,995.0,1072.0,3880.0,6064.0,6041.0,12597.0,1414.0,16869.0,24309.0,38800.0,41208.0,4885.0,50886.0,11429.0,14443.0,338.0,103274.0,11549.0,134218.0,105926.0,5320.0,3850.0,114325.0,3813.0,116470.0,654.0,5080.0,121374.0,121512.0,551.0,486.0,351.0,1651.0,1739.0,696.0,2852.0,548.0,1953.0,726.0,2489.0,1914.0,3140.0,1465.0,2210.0,5025.0,1781.0,5750.0,5156.0,6201.0,8518.0,13200.0,13890.0,541.0,14266.0,12792.0,10956.0,9778.0,1082.0,9950.0,7693.0,1762.0,17761.0,715.0,382.0,2265.0,2664.0,905.0,3036.0,4484.0,10578.0,6304.0,6279.0,792.0,371.0,227.0,125.0,3005.0,952.0,10480.0,2520.0,42047.0,44742.0,27461.0,4193.0,79098.0,21366.0,13191.0,27166.0,106263.0,106263.0,106586.0,106586.0,470.0,236870.0,226.0,392.0,68.0,73.0,4430.0,5661.0,250776.0,6704.0,252464.0,2159.0,898.0,1283.0,257728.0
2006-05-15,19792.0,14495.0,7056.0,6600.0,7446.0,20228.0,306.0,979.0,1049.0,3973.0,6141.0,6099.0,12675.0,1436.0,17277.0,24103.0,40367.0,42860.0,4847.0,52548.0,10717.0,13933.0,326.0,104903.0,11455.0,134191.0,118706.0,5607.0,3919.0,128568.0,4049.0,131297.0,738.0,5092.0,135444.0,134980.0,658.0,532.0,392.0,1909.0,1799.0,728.0,2846.0,644.0,2159.0,880.0,2873.0,1957.0,2989.0,1409.0,2053.0,4771.0,1706.0,5815.0,5071.0,6505.0,8695.0,13430.0,13934.0,505.0,14305.0,12884.0,11154.0,9993.0,1041.0,10096.0,7413.0,1779.0,17289.0,726.0,402.0,2253.0,2589.0,877.0,2889.0,4385.0,10318.0,6223.0,6140.0,774.0,356.0,221.0,88.0,2953.0,948.0,10655.0,2419.0,41160.0,43839.0,27329.0,3992.0,76982.0,21149.0,13172.0,29901.0,106884.0,106884.0,107192.0,107192.0,453.0,237077.0,215.0,370.0,64.0,68.0,4411.0,5617.0,247396.0,6728.0,248489.0,2217.0,907.0,1314.0,252448.0
2006-05-16,20795.0,14887.0,7366.0,6661.0,7667.0,20429.0,300.0,961.0,1057.0,4087.0,6235.0,6328.0,12942.0,1543.0,17538.0,23863.0,40547.0,43116.0,4869.0,52887.0,10750.0,13388.0,315.0,107122.0,11781.0,135688.0,110238.0,5799.0,4277.0,121043.0,4469.0,124734.0,933.0,5654.0,131219.0,131505.0,718.0,574.0,415.0,2216.0,1873.0,777.0,2988.0,714.0,2367.0,995.0,3327.0,2523.0,3051.0,1411.0,2045.0,4666.0,1699.0,5601.0,5122.0,6587.0,8571.0,13159.0,14017.0,473.0,14204.0,12795.0,11064.0,10073.0,999.0,10358.0,7133.0,1784.0,17002.0,776.0,462.0,2277.0,2554.0,864.0,2760.0,4432.0,10081.0,6142.0,6026.0,755.0,344.0,215.0,73.0,3071.0,980.0,10763.0,2379.0,40147.0,42684.0,27440.0,3909.0,75345.0,21352.0,13769.0,30176.0,105521.0,105521.0,105815.0,105815.0,440.0,244524.0,205.0,353.0,62.0,64.0,4506.0,5608.0,256922.0,6754.0,258112.0,2444.0,923.0,1387.0,262332.0
2006-05-17,21844.0,15224.0,7952.0,7038.0,8187.0,21309.0,300.0,957.0,1093.0,4328.0,6487.0,6737.0,13547.0,1619.0,18045.0,24434.0,40851.0,43500.0,4929.0,53179.0,11028.0,12546.0,304.0,108603.0,12278.0,136459.0,107600.0,6134.0,4546.0,118408.0,4576.0,121609.0,993.0,6368.0,127987.0,128014.0,650.0,560.0,396.0,2240.0,1885.0,764.0,3052.0,711.0,2412.0,968.0,3442.0,2886.0,3484.0,1428.0,2137.0,4680.0,1739.0,5454.0,5355.0,6756.0,8509.0,12921.0,14111.0,450.0,13934.0,12545.0,10863.0,9999.0,963.0,10494.0,6853.0,1793.0,16749.0,811.0,491.0,2313.0,2550.0,860.0,2642.0,4547.0,9862.0,6082.0,5967.0,737.0,334.0,210.0,85.0,3242.0,1037.0,11130.0,2388.0,39600.0,41944.0,28084.0,3926.0,74662.0,21996.0,14661.0,30739.0,105401.0,105401.0,105682.0,105682.0,436.0,238780.0,196.0,337.0,60.0,59.0,4609.0,5676.0,251771.0,6739.0,253274.0,2573.0,920.0,1436.0,258476.0
