, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-06-23,31499.0,20948.0,6030.0,5201.0,5611.0,13701.0,325.0,780.0,910.0,2475.0,4704.0,4856.0,10101.0,423.0,13143.0,15786.0,33228.0,34921.0,1927.0,37996.0,2719.0,4160.0,145.0,132068.0,5697.0,143781.0,123911.0,3547.0,2607.0,124613.0,3060.0,120845.0,688.0,3881.0,120969.0,118047.0,179.0,196.0,258.0,1010.0,2422.0,84.0,2904.0,262.0,997.0,452.0,791.0,481.0,1646.0,740.0,1192.0,1295.0,1736.0,1436.0,2573.0,5865.0,6867.0,9386.0,14576.0,27.0,9632.0,8329.0,6144.0,4228.0,19.0,6822.0,230.0,247.0,5070.0,519.0,518.0,1043.0,812.0,209.0,157.0,1347.0,1176.0,15.0,82.0,0.0,79.0,1487.0,493.0,4428.0,739.0,11854.0,14676.0,21957.0,2644.0,44766.0,13320.0,5999.0,17546.0,62312.0,62312.0,62395.0,62395.0,99.0,150747.0,64.0,79.0,0.0,212.0,569.0,833.0,161463.0,4520.0,155262.0,1263.0,434.0,843.0,167425.0
2003-06-24,29454.0,20987.0,5433.0,4671.0,4975.0,12082.0,319.0,740.0,868.0,2356.0,4432.0,4450.0,9380.0,406.0,12053.0,13085.0,30329.0,32028.0,1801.0,35515.0,2583.0,3973.0,141.0,127358.0,5278.0,137372.0,120625.0,3548.0,2482.0,127484.0,2851.0,130889.0,618.0,3465.0,140188.0,140553.0,156.0,178.0,262.0,952.0,2449.0,76.0,2864.0,239.0,913.0,418.0,693.0,432.0,1585.0,771.0,1178.0,1473.0,1756.0,1719.0,2375.0,5394.0,6422.0,8809.0,14577.0,23.0,9359.0,7988.0,6246.0,4957.0,19.0,7537.0,230.0,235.0,5060.0,499.0,498.0,1000.0,756.0,202.0,158.0,1352.0,1190.0,9.0,78.0,0.0,71.0,1336.0,471.0,4041.0,706.0,11247.0,13813.0,21199.0,2507.0,42100.0,12365.0,5397.0,17041.0,59141.0,59141.0,59218.0,59218.0,87.0,187646.0,64.0,71.0,0.0,205.0,541.0,789.0,186919.0,4473.0,177486.0,1230.0,425.0,836.0,176816.0
2003-06-25,26664.0,21008.0,5037.0,4236.0,4610.0,12251.0,285.0,693.0,824.0,2222.0,4178.0,4111.0,8742.0,390.0,11251.0,11835.0,27366.0,29022.0,1682.0,32195.0,2481.0,3852.0,135.0,125078.0,4788.0,134862.0,120000.0,3370.0,2364.0,125998.0,2710.0,128691.0,564.0,3211.0,136061.0,136081.0,148.0,178.0,258.0,1009.0,2455.0,70.0,2822.0,222.0,843.0,425.0,624.0,389.0,1529.0,762.0,1320.0,1620.0,1902.0,2017.0,2530.0,5097.0,6107.0,8382.0,14561.0,23.0,9469.0,8053.0,6057.0,4878.0,20.0,7641.0,230.0,224.0,4896.0,475.0,475.0,958.0,690.0,191.0,150.0,1350.0,1123.0,9.0,74.0,0.0,76.0,1191.0,451.0,3710.0,682.0,10663.0,13019.0,20183.0,2388.0,39844.0,11588.0,4881.0,16311.0,56155.0,56155.0,56225.0,56225.0,75.0,189307.0,63.0,63.0,0.0,201.0,505.0,733.0,195120.0,4486.0,187674.0,1206.0,452.0,830.0,190645.0
2003-06-26,24881.0,21055.0,4747.0,3938.0,4249.0,11400.0,240.0,619.0,784.0,2094.0,3924.0,3774.0,8108.0,376.0,10556.0,12030.0,25209.0,26825.0,1572.0,29677.0,2394.0,3762.0,131.0,118844.0,4336.0,128571.0,120000.0,3161.0,2255.0,125723.0,2821.0,128477.0,520.0,3209.0,135669.0,135687.0,148.0,194.0,255.0,1136.0,2458.0,65.0,2777.0,207.0,795.0,463.0,579.0,363.0,1481.0,677.0,1020.0,1319.0,1867.0,2154.0,2625.0,5053.0,6099.0,8368.0,14533.0,23.0,9275.0,7841.0,5846.0,4769.0,20.0,7418.0,230.0,213.0,4731.0,455.0,455.0,917.0,620.0,182.0,145.0,1347.0,1048.0,9.0,69.0,0.0,54.0,1087.0,431.0,3481.0,650.0,10126.0,12273.0,19182.0,2291.0,37651.0,10821.0,4464.0,15512.0,53163.0,53163.0,53225.0,53225.0,65.0,185084.0,62.0,56.0,1.0,196.0,478.0,675.0,189927.0,4503.0,182580.0,1194.0,482.0,824.0,185341.0
2003-06-27,23468.0,21116.0,4512.0,3740.0,3951.0,9770.0,211.0,555.0,754.0,1978.0,3680.0,3489.0,7534.0,362.0,9885.0,10586.0,23882.0,25460.0,1472.0,27989.0,2318.0,3684.0,127.0,115774.0,3927.0,124239.0,113750.0,2960.0,2153.0,120582.0,3057.0,124612.0,483.0,3438.0,133160.0,133480.0,145.0,206.0,251.0,1222.0,2462.0,61.0,2770.0,193.0,757.0,473.0,548.0,331.0,1450.0,634.0,778.0,995.0,1696.0,1911.0,2215.0,4983.0,6073.0,8314.0,14503.0,22.0,8811.0,7325.0,5265.0,4392.0,20.0,7056.0,230.0,203.0,4599.0,438.0,438.0,878.0,555.0,175.0,147.0,1344.0,990.0,8.0,65.0,0.0,52.0,1008.0,413.0,3286.0,612.0,9596.0,11582.0,18264.0,2214.0,35654.0,10131.0,4128.0,14339.0,49993.0,49993.0,50049.0,50049.0,59.0,182256.0,62.0,53.0,0.0,192.0,455.0,633.0,186931.0,4520.0,179805.0,1229.0,492.0,819.0,182534.0
2003-06-28,21790.0,21187.0,4310.0,3617.0,3688.0,9299.0,192.0,511.0,724.0,1874.0,3465.0,3250.0,7037.0,349.0,9282.0,9596.0,23189.0,24734.0,1379.0,27018.0,2247.0,3615.0,123.0,113929.0,3577.0,121735.0,78958.0,2776.0,2057.0,85878.0,3080.0,90994.0,452.0,3661.0,102411.0,103891.0,137.0,198.0,248.0,1170.0,2467.0,57.0,2800.0,179.0,734.0,453.0,532.0,347.0,1427.0,623.0,650.0,826.0,1571.0,1529.0,1914.0,5108.0,6138.0,8187.0,14490.0,21.0,8507.0,6999.0,4808.0,3886.0,20.0,6503.0,230.0,195.0,4529.0,422.0,422.0,841.0,511.0,168.0,150.0,1342.0,973.0,8.0,62.0,0.0,78.0,943.0,395.0,3127.0,580.0,9146.0,10977.0,17415.0,2153.0,33840.0,9472.0,3852.0,12203.0,46042.0,46042.0,46091.0,46091.0,57.0,167704.0,61.0,53.0,0.0,187.0,434.0,603.0,175783.0,4537.0,169578.0,1244.0,472.0,826.0,173668.0
2003-06-29,20317.0,21220.0,4125.0,3507.0,3454.0,8894.0,179.0,478.0,694.0,1780.0,3277.0,3042.0,6595.0,337.0,8752.0,9266.0,22640.0,24153.0,1295.0,26240.0,2161.0,3543.0,119.0,111158.0,3316.0,119494.0,108166.0,2617.0,1966.0,109912.0,3011.0,109005.0,424.0,3733.0,111205.0,109734.0,131.0,186.0,246.0,1082.0,2472.0,54.0,2841.0,169.0,705.0,388.0,517.0,396.0,1434.0,620.0,583.0,734.0,1487.0,1202.0,1746.0,5376.0,6337.0,8211.0,14478.0,20.0,8184.0,6659.0,4436.0,3521.0,20.0,6047.0,230.0,187.0,4543.0,407.0,408.0,806.0,485.0,162.0,150.0,1339.0,1009.0,8.0,61.0,0.0,112.0,887.0,378.0,3044.0,552.0,8889.0,10573.0,16626.0,2107.0,32278.0,8910.0,3708.0,11911.0,44189.0,44189.0,44230.0,44230.0,59.0,140906.0,61.0,55.0,0.0,182.0,415.0,584.0,146779.0,4559.0,140859.0,1209.0,443.0,833.0,145240.0
2003-06-30,18964.0,20883.0,3947.0,3327.0,3259.0,8429.0,179.0,466.0,665.0,1694.0,3111.0,2860.0,6203.0,325.0,8276.0,9011.0,22160.0,23649.0,1217.0,25573.0,2084.0,3461.0,117.0,100510.0,3084.0,109533.0,116409.0,2486.0,1882.0,121646.0,2949.0,124802.0,399.0,3687.0,131994.0,131910.0,122.0,174.0,243.0,986.0,2477.0,51.0,2841.0,159.0,676.0,355.0,499.0,377.0,1469.0,624.0,607.0,783.0,1436.0,1025.0,1623.0,5665.0,6603.0,8394.0,14477.0,19.0,8226.0,6703.0,4358.0,3302.0,21.0,5747.0,230.0,180.0,4535.0,393.0,395.0,772.0,463.0,156.0,147.0,1337.0,1031.0,8.0,59.0,0.0,129.0,840.0,363.0,3017.0,527.0,8837.0,10393.0,15891.0,2073.0,31038.0,8383.0,3545.0,12449.0,43487.0,43487.0,43522.0,43522.0,56.0,162722.0,60.0,54.0,0.0,176.0,396.0,561.0,161921.0,4575.0,154240.0,1165.0,428.0,827.0,154349.0
2003-07-01,17956.0,17465.0,3774.0,3155.0,3065.0,7987.0,161.0,439.0,636.0,1617.0,2970.0,2691.0,5849.0,314.0,7876.0,8756.0,21784.0,23246.0,1146.0,25024.0,2012.0,3402.0,114.0,100136.0,2874.0,106297.0,106108.0,2391.0,1803.0,111428.0,2766.0,115284.0,376.0,3495.0,123846.0,124505.0,113.0,159.0,242.0,872.0,2494.0,48.0,2837.0,150.0,654.0,355.0,491.0,339.0,1479.0,619.0,598.0,896.0,1399.0,947.0,1520.0,5876.0,6814.0,8576.0,14445.0,18.0,8138.0,6625.0,4322.0,3308.0,21.0,5661.0,230.0,173.0,4509.0,380.0,382.0,740.0,436.0,150.0,143.0,1334.0,1038.0,8.0,56.0,0.0,126.0,811.0,348.0,2962.0,505.0,8829.0,10307.0,15201.0,2049.0,30919.0,7909.0,3355.0,11978.0,42896.0,42896.0,42925.0,42925.0,52.0,171104.0,60.0,53.0,1.0,172.0,384.0,544.0,174468.0,4592.0,167964.0,1145.0,431.0,818.0,169699.0
2003-07-02,17086.0,16435.0,3610.0,3004.0,2893.0,7533.0,141.0,404.0,618.0,1552.0,2836.0,2563.0,5543.0,305.0,7474.0,8515.0,21216.0,22673.0,1081.0,24373.0,1967.0,3344.0,113.0,102513.0,2681.0,108170.0,107201.0,2343.0,1728.0,111282.0,2685.0,113689.0,355.0,3277.0,119655.0,119632.0,105.0,150.0,243.0,816.0,2523.0,45.0,2843.0,139.0,636.0,346.0,488.0,306.0,1461.0,608.0,543.0,939.0,1364.0,944.0,1432.0,5865.0,6869.0,8649.0,14364.0,17.0,7996.0,6481.0,4177.0,3248.0,22.0,5596.0,230.0,167.0,4436.0,368.0,370.0,709.0,398.0,144.0,141.0,1331.0,1007.0,8.0,52.0,0.0,100.0,789.0,333.0,2884.0,483.0,8713.0,10139.0,14561.0,2035.0,30596.0,7408.0,3265.0,11429.0,42024.0,42024.0,42049.0,42049.0,45.0,162306.0,59.0,50.0,0.0,168.0,376.0,531.0,167097.0,4610.0,161404.0,1143.0,431.0,819.0,164562.0
