, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, YAKIMA RIVER AT KIONA, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-01-21,2139.0,5581.0,419.0,3683.0,189.0,392.0,139.0,383.0,964.0,587.0,1551.0,2082.0,3024.0,2082.0,6223.0,7895.0,2026.0,67209.0,270.0,73716.0,100544.0,714.0,274.0,101733.0,349.0,103565.0,571.0,102476.0,102267.0,105.0,78.0,202.0,168.0,441.0,66.0,754.0,92.0,300.0,235.0,417.0,754.0,417.0,1416.0,2134.0,333.0,435.0,1158.0,353.0,1467.0,375.0,1183.0,2017.0,1443.0,23.0,0.0,1467.0,1443.0,2253.0,2401.0,2098.0,1598.0,4162.0,541.0,105.0,7434.0,257.0,231.0,87.0,66.0,17.0,63.0,373.0,60.0,1108.0,7434.0,10.0,231.0,1108.0,652.0,10325.0,11398.0,3079.0,774.0,18931.0,1322.0,1760.0,3487.0,18931.0,3487.0,22418.0,22418.0,22640.0,22640.0,2134.0,555.0,114506.0,177.0,10.0,291.0,603.0,116597.0,4943.0,116233.0,1180.0,705.0,851.0,125179.0
2003-01-22,2104.0,5557.0,414.0,3668.0,172.0,385.0,139.0,383.0,956.0,560.0,1516.0,2025.0,4302.0,2025.0,6306.0,8260.0,2007.0,69900.0,274.0,75107.0,100000.0,711.0,272.0,100989.0,343.0,102545.0,573.0,102648.0,102660.0,145.0,163.0,208.0,186.0,449.0,92.0,774.0,126.0,344.0,272.0,475.0,774.0,475.0,1461.0,2321.0,332.0,433.0,1152.0,352.0,1455.0,374.0,1175.0,1970.0,1447.0,23.0,0.0,1455.0,1447.0,2236.0,2369.0,2064.0,1771.0,4294.0,535.0,115.0,7489.0,256.0,209.0,109.0,66.0,18.0,64.0,360.0,59.0,1100.0,7489.0,10.0,209.0,1100.0,767.0,10729.0,11640.0,3073.0,773.0,18437.0,1290.0,1857.0,3720.0,18437.0,3720.0,22157.0,22157.0,22365.0,22365.0,2321.0,996.0,127700.0,386.0,10.0,288.0,1046.0,132386.0,5154.0,130007.0,1577.0,1474.0,1301.0,132129.0
2003-01-23,2093.0,5534.0,409.0,3655.0,169.0,373.0,138.0,383.0,947.0,542.0,1489.0,1958.0,4287.0,1958.0,6247.0,8229.0,1973.0,68445.0,269.0,74934.0,100000.0,710.0,270.0,100983.0,363.0,102539.0,648.0,102711.0,102706.0,194.0,223.0,223.0,300.0,473.0,157.0,828.0,150.0,379.0,271.0,539.0,828.0,539.0,1596.0,2522.0,332.0,431.0,1146.0,351.0,1443.0,374.0,1167.0,1949.0,1447.0,23.0,0.0,1443.0,1447.0,2221.0,2347.0,2049.0,1777.0,4360.0,523.0,190.0,7626.0,255.0,200.0,171.0,66.0,18.0,65.0,348.0,58.0,1086.0,7626.0,10.0,200.0,1086.0,931.0,11109.0,12003.0,3067.0,801.0,18469.0,1267.0,1863.0,3801.0,18469.0,3801.0,22271.0,22271.0,22464.0,22464.0,2522.0,1300.0,128840.0,682.0,10.0,466.0,2369.0,135581.0,5875.0,134273.0,2052.0,1789.0,1652.0,138979.0
2003-01-24,2086.0,5514.0,404.0,3647.0,169.0,370.0,138.0,382.0,937.0,540.0,1476.0,1927.0,4270.0,1927.0,6190.0,8181.0,1961.0,67702.0,265.0,73899.0,92890.0,708.0,268.0,95419.0,376.0,98436.0,702.0,100208.0,100564.0,184.0,220.0,236.0,334.0,489.0,172.0,896.0,142.0,412.0,264.0,591.0,896.0,591.0,1775.0,2721.0,331.0,429.0,1140.0,350.0,1432.0,373.0,1163.0,1939.0,1446.0,23.0,0.0,1432.0,1446.0,2208.0,2329.0,2030.0,1762.0,4352.0,518.0,224.0,7613.0,255.0,191.0,152.0,65.0,18.0,66.0,338.0,56.0,1063.0,7613.0,10.0,191.0,1063.0,902.0,11265.0,12220.0,3059.0,844.0,18489.0,1400.0,1871.0,3973.0,18489.0,3973.0,22462.0,22462.0,22641.0,22641.0,2721.0,1171.0,128891.0,606.0,10.0,751.0,2584.0,136860.0,5784.0,135507.0,1798.0,1511.0,1367.0,140464.0
2003-01-25,2077.0,5495.0,400.0,3641.0,168.0,369.0,138.0,382.0,933.0,538.0,1470.0,1911.0,4255.0,1911.0,6162.0,8259.0,2007.0,67160.0,260.0,73553.0,62500.0,710.0,267.0,65070.0,386.0,68707.0,722.0,72514.0,73758.0,189.0,220.0,245.0,326.0,507.0,186.0,949.0,141.0,439.0,261.0,624.0,949.0,624.0,1947.0,3138.0,331.0,427.0,1134.0,348.0,1422.0,373.0,1159.0,1931.0,1445.0,23.0,0.0,1422.0,1445.0,2197.0,2312.0,2013.0,1745.0,4335.0,516.0,206.0,7692.0,255.0,183.0,114.0,65.0,18.0,69.0,328.0,55.0,1046.0,7692.0,10.0,183.0,1046.0,946.0,11310.0,12316.0,3050.0,924.0,18607.0,1927.0,1922.0,4460.0,18607.0,4460.0,23067.0,23067.0,23279.0,23279.0,3138.0,1685.0,119953.0,800.0,10.0,736.0,2899.0,131012.0,6021.0,130491.0,2026.0,1555.0,1478.0,136457.0
2003-01-26,2069.0,5479.0,396.0,3635.0,168.0,368.0,137.0,381.0,930.0,536.0,1465.0,1903.0,4243.0,1903.0,6142.0,8311.0,2238.0,70513.0,257.0,76849.0,60391.0,714.0,265.0,59551.0,380.0,59643.0,704.0,59010.0,58976.0,168.0,185.0,247.0,261.0,506.0,152.0,945.0,137.0,457.0,251.0,650.0,945.0,650.0,2039.0,3237.0,330.0,425.0,1128.0,347.0,1412.0,372.0,1155.0,1924.0,1444.0,22.0,0.0,1412.0,1444.0,2185.0,2295.0,1996.0,1730.0,4318.0,515.0,177.0,7775.0,255.0,174.0,98.0,65.0,18.0,71.0,319.0,54.0,1041.0,7775.0,10.0,174.0,1041.0,1095.0,11467.0,12560.0,3041.0,984.0,19083.0,1926.0,1999.0,4314.0,19083.0,4314.0,23397.0,23397.0,24699.0,24699.0,3237.0,1605.0,95115.0,747.0,10.0,882.0,2971.0,106825.0,5936.0,106599.0,1673.0,1471.0,1358.0,113399.0
2003-01-27,2061.0,5460.0,393.0,3631.0,168.0,367.0,137.0,379.0,927.0,534.0,1460.0,1896.0,4232.0,1896.0,6136.0,8431.0,2539.0,71175.0,253.0,78462.0,97187.0,717.0,264.0,97279.0,368.0,97173.0,689.0,93841.0,92386.0,158.0,165.0,246.0,247.0,504.0,133.0,921.0,128.0,445.0,233.0,632.0,921.0,632.0,2052.0,3272.0,330.0,424.0,1122.0,346.0,1403.0,372.0,1151.0,1918.0,1444.0,22.0,0.0,1403.0,1444.0,2174.0,2279.0,1980.0,1715.0,4301.0,515.0,154.0,7784.0,255.0,166.0,93.0,65.0,18.0,71.0,311.0,52.0,1033.0,7784.0,10.0,166.0,1033.0,1130.0,11621.0,12867.0,3032.0,1026.0,19772.0,2488.0,2127.0,5136.0,19772.0,5136.0,24908.0,24908.0,27785.0,27785.0,3272.0,1572.0,99948.0,721.0,10.0,854.0,2663.0,104608.0,5922.0,102711.0,1691.0,1330.0,1350.0,106077.0
2003-01-28,2054.0,5441.0,390.0,3626.0,167.0,366.0,136.0,377.0,924.0,532.0,1456.0,1889.0,4222.0,1889.0,6120.0,8445.0,2812.0,71271.0,249.0,78552.0,90156.0,717.0,263.0,91401.0,353.0,93372.0,652.0,94484.0,94785.0,143.0,143.0,244.0,208.0,496.0,103.0,882.0,120.0,417.0,217.0,588.0,882.0,588.0,1999.0,3192.0,329.0,422.0,1117.0,345.0,1393.0,371.0,1147.0,1911.0,1443.0,22.0,0.0,1393.0,1443.0,2163.0,2263.0,1963.0,1700.0,4286.0,515.0,135.0,7735.0,255.0,157.0,90.0,65.0,18.0,72.0,303.0,51.0,1013.0,7735.0,10.0,157.0,1013.0,950.0,11565.0,12942.0,3022.0,992.0,19092.0,2157.0,2246.0,4476.0,19092.0,4476.0,23567.0,23567.0,25129.0,25129.0,3192.0,1206.0,126839.0,545.0,10.0,814.0,2270.0,133392.0,5743.0,131248.0,1587.0,1121.0,1257.0,133794.0
2003-01-29,2047.0,5423.0,387.0,3623.0,167.0,366.0,136.0,376.0,921.0,530.0,1451.0,1882.0,4212.0,1882.0,6106.0,8422.0,2941.0,71304.0,246.0,78590.0,90000.0,717.0,261.0,90978.0,343.0,92534.0,614.0,92816.0,92819.0,133.0,131.0,240.0,191.0,490.0,86.0,846.0,112.0,390.0,205.0,542.0,846.0,542.0,1908.0,3056.0,329.0,420.0,1112.0,343.0,1384.0,371.0,1144.0,1904.0,1442.0,22.0,0.0,1384.0,1442.0,2152.0,2247.0,1947.0,1685.0,4270.0,514.0,120.0,7621.0,255.0,148.0,87.0,64.0,18.0,72.0,296.0,50.0,994.0,7621.0,10.0,148.0,994.0,741.0,11296.0,12624.0,3012.0,937.0,18082.0,1918.0,2238.0,4326.0,18082.0,4326.0,22408.0,22408.0,23316.0,23316.0,3056.0,856.0,121784.0,392.0,10.0,651.0,1821.0,130311.0,5545.0,129009.0,1534.0,937.0,1157.0,133453.0
2003-01-30,2039.0,5405.0,384.0,3620.0,167.0,365.0,136.0,374.0,918.0,528.0,1447.0,1876.0,4204.0,1876.0,6095.0,8410.0,2647.0,71292.0,243.0,78572.0,90000.0,716.0,260.0,90977.0,335.0,92533.0,593.0,92811.0,92811.0,126.0,125.0,236.0,182.0,483.0,78.0,820.0,105.0,366.0,194.0,501.0,820.0,501.0,1818.0,2944.0,328.0,419.0,1106.0,342.0,1375.0,370.0,1140.0,1898.0,1441.0,22.0,0.0,1375.0,1441.0,2141.0,2231.0,1932.0,1671.0,4255.0,514.0,109.0,7535.0,254.0,140.0,86.0,64.0,18.0,72.0,290.0,49.0,981.0,7535.0,10.0,140.0,981.0,650.0,11076.0,12265.0,3001.0,907.0,17186.0,1796.0,2168.0,4228.0,17186.0,4228.0,21414.0,21414.0,22199.0,22199.0,2944.0,651.0,119107.0,337.0,10.0,508.0,1539.0,126493.0,5456.0,124903.0,1532.0,874.0,1170.0,128711.0
2003-01-31,2033.0,5387.0,381.0,3617.0,166.0,364.0,135.0,373.0,916.0,527.0,1442.0,1870.0,4196.0,1870.0,6093.0,8405.0,2334.0,70261.0,240.0,78235.0,90000.0,716.0,259.0,90976.0,328.0,92531.0,582.0,92818.0,92817.0,122.0,121.0,233.0,174.0,477.0,73.0,802.0,99.0,346.0,184.0,466.0,802.0,466.0,1742.0,2847.0,327.0,417.0,1102.0,341.0,1366.0,370.0,1136.0,1892.0,1440.0,22.0,0.0,1366.0,1440.0,2131.0,2215.0,1916.0,1657.0,4240.0,514.0,102.0,7483.0,254.0,131.0,85.0,64.0,18.0,73.0,284.0,48.0,970.0,7483.0,10.0,131.0,970.0,607.0,10905.0,11970.0,2990.0,887.0,17059.0,1713.0,2091.0,4131.0,17059.0,4131.0,21191.0,21191.0,21941.0,21941.0,2847.0,582.0,118354.0,305.0,10.0,447.0,1406.0,125288.0,5412.0,123580.0,1520.0,923.0,1176.0,127237.0
2003-02-01,2026.0,5370.0,379.0,3615.0,166.0,363.0,135.0,372.0,913.0,525.0,1438.0,1864.0,4189.0,1864.0,6678.0,8774.0,2165.0,54963.0,237.0,69048.0,90000.0,716.0,258.0,90974.0,321.0,92530.0,578.0,92832.0,92832.0,117.0,119.0,229.0,167.0,472.0,69.0,790.0,94.0,329.0,176.0,437.0,790.0,437.0,1686.0,2774.0,327.0,415.0,1097.0,340.0,1358.0,369.0,1133.0,1885.0,1440.0,22.0,0.0,1358.0,1440.0,2122.0,2201.0,1902.0,1645.0,4227.0,513.0,97.0,7442.0,254.0,123.0,84.0,64.0,18.0,73.0,279.0,47.0,961.0,7442.0,10.0,123.0,961.0,582.0,10801.0,11787.0,2978.0,870.0,16994.0,1674.0,2026.0,4048.0,16994.0,4048.0,21042.0,21042.0,21791.0,21791.0,2774.0,581.0,118091.0,288.0,10.0,416.0,1331.0,124897.0,5444.0,123206.0,1530.0,961.0,1237.0,126909.0
2003-02-02,2019.0,5350.0,377.0,3612.0,166.0,363.0,134.0,371.0,910.0,524.0,1434.0,1859.0,4182.0,1859.0,8475.0,10524.0,2041.0,40344.0,235.0,49449.0,90000.0,716.0,257.0,90973.0,314.0,92529.0,572.0,92847.0,92846.0,108.0,108.0,226.0,161.0,467.0,65.0,778.0,89.0,314.0,169.0,409.0,778.0,409.0,1631.0,2714.0,326.0,414.0,1092.0,339.0,1350.0,369.0,1129.0,1879.0,1439.0,22.0,0.0,1350.0,1439.0,2112.0,2186.0,1887.0,1631.0,4213.0,513.0,93.0,7416.0,254.0,114.0,83.0,64.0,18.0,73.0,274.0,46.0,951.0,7416.0,10.0,114.0,951.0,565.0,10717.0,11654.0,2969.0,853.0,16928.0,1621.0,1967.0,3966.0,16928.0,3966.0,20895.0,20895.0,21639.0,21639.0,2714.0,581.0,117891.0,267.0,10.0,398.0,1281.0,124612.0,5415.0,122878.0,1503.0,919.0,1146.0,126587.0
2003-02-03,2013.0,5332.0,375.0,3611.0,166.0,362.0,134.0,369.0,908.0,522.0,1430.0,1853.0,4175.0,1853.0,9065.0,11355.0,1953.0,41360.0,232.0,48168.0,90000.0,716.0,256.0,90972.0,308.0,92528.0,560.0,92855.0,92854.0,101.0,99.0,222.0,155.0,462.0,62.0,767.0,85.0,302.0,163.0,386.0,767.0,386.0,1580.0,2624.0,326.0,412.0,1088.0,338.0,1341.0,368.0,1125.0,1873.0,1438.0,22.0,0.0,1341.0,1438.0,2102.0,2171.0,1872.0,1617.0,4197.0,513.0,89.0,7378.0,253.0,105.0,82.0,64.0,18.0,74.0,270.0,45.0,943.0,7378.0,10.0,105.0,943.0,550.0,10651.0,11563.0,2961.0,837.0,16868.0,1582.0,1919.0,3901.0,16868.0,3901.0,20769.0,20769.0,21497.0,21497.0,2624.0,584.0,117670.0,247.0,10.0,375.0,1249.0,124355.0,5339.0,122540.0,1485.0,926.0,1104.0,126113.0
2003-02-04,2007.0,5313.0,375.0,3609.0,165.0,361.0,134.0,368.0,905.0,521.0,1426.0,1847.0,4170.0,1847.0,9088.0,11423.0,1932.0,42238.0,230.0,49289.0,90000.0,716.0,255.0,90971.0,301.0,92527.0,550.0,92863.0,92863.0,98.0,94.0,219.0,149.0,457.0,60.0,757.0,81.0,291.0,158.0,366.0,757.0,366.0,1532.0,2544.0,325.0,411.0,1084.0,337.0,1333.0,368.0,1122.0,1866.0,1437.0,22.0,0.0,1333.0,1437.0,2092.0,2156.0,1856.0,1603.0,4182.0,512.0,87.0,7352.0,253.0,97.0,81.0,63.0,18.0,74.0,266.0,44.0,935.0,7352.0,10.0,97.0,935.0,536.0,10594.0,11491.0,2955.0,822.0,16813.0,1607.0,1885.0,3880.0,16813.0,3880.0,20693.0,20693.0,21467.0,21467.0,2544.0,601.0,117507.0,239.0,10.0,355.0,1199.0,124132.0,5295.0,122264.0,1475.0,868.0,1079.0,125771.0
2003-02-05,2001.0,5298.0,375.0,3608.0,165.0,360.0,133.0,367.0,903.0,519.0,1422.0,1841.0,4164.0,1841.0,9072.0,11416.0,1941.0,42402.0,228.0,49603.0,90000.0,717.0,254.0,90970.0,295.0,92526.0,542.0,92875.0,92874.0,95.0,93.0,216.0,144.0,452.0,57.0,748.0,78.0,281.0,154.0,348.0,748.0,348.0,1491.0,2507.0,325.0,410.0,1080.0,335.0,1325.0,367.0,1118.0,1860.0,1436.0,22.0,0.0,1325.0,1436.0,2082.0,2141.0,1841.0,1589.0,4168.0,512.0,85.0,7343.0,253.0,88.0,81.0,63.0,17.0,74.0,262.0,43.0,928.0,7343.0,10.0,88.0,928.0,524.0,10537.0,11425.0,2948.0,821.0,16768.0,1591.0,1856.0,3873.0,16768.0,3873.0,20641.0,20641.0,21498.0,21498.0,2507.0,624.0,117496.0,233.0,10.0,345.0,1153.0,124067.0,5289.0,122181.0,1463.0,812.0,1060.0,125572.0
2003-02-06,1995.0,5292.0,373.0,3607.0,165.0,359.0,133.0,366.0,900.0,518.0,1418.0,1836.0,4159.0,1836.0,9046.0,11400.0,1921.0,42400.0,226.0,49617.0,89594.0,717.0,253.0,90652.0,290.0,92291.0,535.0,92739.0,92759.0,93.0,93.0,213.0,139.0,448.0,55.0,740.0,75.0,273.0,150.0,332.0,740.0,332.0,1457.0,2482.0,324.0,408.0,1076.0,334.0,1317.0,367.0,1115.0,1854.0,1436.0,22.0,0.0,1317.0,1436.0,2073.0,2126.0,1827.0,1576.0,4154.0,512.0,83.0,7339.0,252.0,80.0,80.0,63.0,17.0,75.0,259.0,43.0,921.0,7339.0,10.0,80.0,921.0,513.0,10497.0,11380.0,2942.0,816.0,16735.0,1557.0,1842.0,3844.0,16735.0,3844.0,20579.0,20579.0,21488.0,21488.0,2482.0,565.0,117430.0,230.0,10.0,338.0,1128.0,123994.0,5302.0,122117.0,1546.0,900.0,1084.0,125473.0
2003-02-07,1989.0,5287.0,371.0,3606.0,164.0,359.0,133.0,364.0,898.0,516.0,1414.0,1831.0,4155.0,1831.0,9028.0,11391.0,1941.0,42382.0,224.0,49594.0,88031.0,718.0,252.0,89053.0,284.0,90692.0,553.0,91250.0,91311.0,102.0,111.0,214.0,136.0,451.0,62.0,736.0,73.0,266.0,151.0,318.0,736.0,318.0,1432.0,2490.0,324.0,407.0,1072.0,333.0,1309.0,366.0,1111.0,1848.0,1435.0,22.0,0.0,1309.0,1435.0,2064.0,2112.0,1812.0,1563.0,4140.0,511.0,82.0,7330.0,252.0,72.0,82.0,63.0,17.0,75.0,255.0,42.0,915.0,7330.0,10.0,72.0,915.0,503.0,10471.0,11388.0,2935.0,809.0,16693.0,1667.0,1847.0,3860.0,16693.0,3860.0,20554.0,20554.0,21521.0,21521.0,2490.0,567.0,116841.0,241.0,10.0,334.0,1125.0,123553.0,5382.0,121782.0,2038.0,1167.0,1245.0,125600.0
2003-02-08,1983.0,5282.0,369.0,3606.0,164.0,358.0,132.0,363.0,895.0,515.0,1410.0,1827.0,4151.0,1827.0,9017.0,11392.0,1999.0,42370.0,222.0,49122.0,88000.0,719.0,251.0,88969.0,279.0,90525.0,579.0,90968.0,90966.0,104.0,116.0,218.0,158.0,456.0,69.0,743.0,70.0,260.0,163.0,305.0,743.0,305.0,1426.0,2488.0,323.0,405.0,1068.0,332.0,1302.0,366.0,1108.0,1842.0,1434.0,22.0,0.0,1302.0,1434.0,2055.0,2098.0,1798.0,1550.0,4126.0,511.0,80.0,7360.0,252.0,63.0,97.0,63.0,17.0,75.0,252.0,41.0,909.0,7360.0,10.0,63.0,909.0,494.0,10448.0,11437.0,2928.0,816.0,16669.0,1684.0,1863.0,3899.0,16669.0,3899.0,20569.0,20569.0,21620.0,21620.0,2488.0,622.0,115770.0,242.0,10.0,342.0,1168.0,122442.0,5455.0,120734.0,1949.0,1184.0,1282.0,125216.0
2003-02-09,1977.0,5277.0,366.0,3606.0,164.0,357.0,132.0,362.0,892.0,514.0,1406.0,1824.0,4147.0,1824.0,9007.0,11393.0,2101.0,42366.0,220.0,45991.0,88000.0,720.0,250.0,88969.0,275.0,90524.0,586.0,90997.0,90996.0,110.0,122.0,221.0,178.0,461.0,70.0,753.0,68.0,255.0,166.0,293.0,753.0,293.0,1431.0,2480.0,323.0,404.0,1064.0,331.0,1294.0,365.0,1104.0,1836.0,1433.0,22.0,0.0,1294.0,1433.0,2046.0,2084.0,1784.0,1538.0,4112.0,511.0,80.0,7410.0,251.0,55.0,115.0,64.0,17.0,76.0,250.0,40.0,904.0,7410.0,10.0,55.0,904.0,487.0,10436.0,11518.0,2920.0,826.0,16663.0,1805.0,1893.0,3960.0,16663.0,3960.0,20623.0,20623.0,21765.0,21765.0,2480.0,721.0,115866.0,244.0,10.0,346.0,1198.0,122503.0,5506.0,120800.0,1968.0,1047.0,1268.0,125122.0
2003-02-10,1972.0,5273.0,364.0,3606.0,163.0,356.0,131.0,361.0,890.0,512.0,1402.0,1819.0,4144.0,1819.0,8998.0,11402.0,2233.0,42364.0,218.0,46031.0,88000.0,721.0,249.0,88969.0,270.0,90524.0,607.0,91034.0,91032.0,125.0,140.0,225.0,217.0,468.0,89.0,771.0,66.0,251.0,183.0,283.0,771.0,283.0,1443.0,2513.0,322.0,403.0,1060.0,330.0,1287.0,365.0,1101.0,1830.0,1432.0,22.0,0.0,1287.0,1432.0,2037.0,2070.0,1770.0,1525.0,4099.0,510.0,81.0,7434.0,251.0,49.0,121.0,65.0,17.0,76.0,247.0,40.0,902.0,7434.0,10.0,49.0,902.0,480.0,10461.0,11640.0,2911.0,859.0,16677.0,1858.0,1941.0,4015.0,16677.0,4015.0,20692.0,20692.0,21932.0,21932.0,2513.0,743.0,116093.0,249.0,10.0,346.0,1188.0,122751.0,5533.0,121070.0,2664.0,1108.0,1330.0,125474.0
2003-02-11,1966.0,5268.0,362.0,3602.0,163.0,356.0,131.0,359.0,887.0,511.0,1398.0,1817.0,4140.0,1817.0,8992.0,11424.0,2413.0,42372.0,217.0,46057.0,88000.0,722.0,249.0,88969.0,265.0,90525.0,625.0,91076.0,91075.0,126.0,139.0,230.0,218.0,474.0,88.0,790.0,65.0,247.0,182.0,274.0,790.0,274.0,1467.0,2511.0,322.0,402.0,1057.0,329.0,1280.0,364.0,1097.0,1824.0,1432.0,22.0,0.0,1280.0,1432.0,2028.0,2056.0,1756.0,1513.0,4086.0,510.0,83.0,7451.0,251.0,47.0,130.0,66.0,17.0,76.0,245.0,39.0,898.0,7451.0,10.0,47.0,898.0,527.0,10515.0,11807.0,2905.0,886.0,16707.0,1993.0,1999.0,4103.0,16707.0,4103.0,20809.0,20809.0,22092.0,22092.0,2511.0,772.0,116344.0,274.0,10.0,352.0,1197.0,123030.0,5537.0,121345.0,2421.0,1089.0,1371.0,126327.0
2003-02-12,1961.0,5263.0,360.0,3597.0,163.0,355.0,131.0,358.0,885.0,510.0,1395.0,1814.0,4133.0,1814.0,8993.0,11465.0,2558.0,42391.0,215.0,46135.0,88000.0,723.0,248.0,88970.0,261.0,90525.0,637.0,91108.0,91107.0,131.0,146.0,236.0,237.0,484.0,91.0,804.0,63.0,244.0,187.0,266.0,804.0,266.0,1488.0,2523.0,321.0,400.0,1053.0,328.0,1273.0,364.0,1094.0,1818.0,1431.0,22.0,0.0,1273.0,1431.0,2020.0,2042.0,1742.0,1500.0,4073.0,510.0,86.0,7477.0,250.0,45.0,133.0,66.0,17.0,77.0,242.0,39.0,897.0,7477.0,10.0,45.0,897.0,646.0,10642.0,12043.0,2908.0,894.0,16729.0,2059.0,2066.0,4219.0,16729.0,4219.0,20948.0,20948.0,22298.0,22298.0,2523.0,810.0,116598.0,284.0,10.0,371.0,1196.0,123311.0,5525.0,121607.0,2250.0,1058.0,1395.0,126439.0
2003-02-13,1956.0,5258.0,358.0,3592.0,162.0,354.0,130.0,357.0,882.0,508.0,1391.0,1810.0,4125.0,1810.0,8993.0,11518.0,2726.0,42428.0,214.0,46257.0,88000.0,725.0,247.0,88970.0,257.0,90526.0,655.0,91147.0,91145.0,135.0,149.0,241.0,239.0,491.0,93.0,817.0,62.0,241.0,197.0,258.0,817.0,258.0,1508.0,2548.0,321.0,399.0,1050.0,326.0,1265.0,363.0,1090.0,1812.0,1430.0,22.0,0.0,1265.0,1430.0,2011.0,2029.0,1729.0,1488.0,4059.0,509.0,88.0,7537.0,250.0,44.0,141.0,66.0,17.0,77.0,240.0,38.0,901.0,7537.0,10.0,44.0,901.0,825.0,10825.0,12318.0,2926.0,912.0,16751.0,2100.0,2138.0,4324.0,16751.0,4324.0,21075.0,21075.0,22603.0,22603.0,2548.0,930.0,117025.0,292.0,10.0,386.0,1271.0,123774.0,5563.0,122091.0,2260.0,1152.0,1406.0,126805.0
