, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, YAKIMA RIVER AT KIONA, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-03-11,1998.0,5252.0,330.0,3557.0,154.0,335.0,120.0,327.0,819.0,489.0,1308.0,1761.0,4248.0,1761.0,9146.0,12190.0,5775.0,42531.0,191.0,48898.0,78000.0,908.0,232.0,79128.0,271.0,80676.0,908.0,81581.0,81579.0,237.0,273.0,336.0,579.0,694.0,228.0,1315.0,110.0,434.0,282.0,613.0,1315.0,613.0,2265.0,3042.0,307.0,370.0,1016.0,320.0,1163.0,350.0,1000.0,1667.0,1407.0,21.0,0.0,1163.0,1407.0,1961.0,1792.0,1498.0,1271.0,3840.0,19.0,128.0,7684.0,1011.0,13.0,569.0,179.0,73.0,214.0,195.0,29.0,1267.0,7684.0,10.0,13.0,1267.0,1684.0,12583.0,14313.0,3671.0,1544.0,21002.0,3235.0,3574.0,7349.0,21002.0,7349.0,28352.0,28352.0,31188.0,31188.0,3042.0,1268.0,116904.0,469.0,10.0,479.0,2272.0,125195.0,5148.0,121917.0,2213.0,1271.0,1427.0,126811.0
2003-03-12,1977.0,5262.0,330.0,3569.0,154.0,335.0,120.0,326.0,817.0,487.0,1304.0,1762.0,4240.0,1762.0,9155.0,12158.0,5889.0,42699.0,192.0,49135.0,78000.0,908.0,231.0,79138.0,270.0,80686.0,907.0,81593.0,81593.0,232.0,242.0,323.0,433.0,689.0,221.0,1336.0,112.0,445.0,265.0,635.0,1336.0,635.0,2335.0,3162.0,306.0,369.0,1018.0,324.0,1174.0,350.0,996.0,1661.0,1406.0,21.0,0.0,1174.0,1406.0,1974.0,1798.0,1505.0,1277.0,3846.0,6.0,126.0,7669.0,1156.0,12.0,569.0,175.0,85.0,171.0,194.0,29.0,1293.0,7669.0,10.0,12.0,1293.0,1613.0,12571.0,14238.0,3759.0,1510.0,20904.0,3247.0,3661.0,7373.0,20904.0,7373.0,28278.0,28278.0,30901.0,30901.0,3162.0,1240.0,117004.0,467.0,10.0,491.0,2278.0,125482.0,5148.0,122187.0,2167.0,1239.0,1383.0,127063.0
2003-03-13,1968.0,5264.0,329.0,3577.0,154.0,334.0,119.0,324.0,814.0,484.0,1298.0,1760.0,4244.0,1760.0,9157.0,12188.0,5856.0,42763.0,196.0,49302.0,78000.0,905.0,231.0,79139.0,280.0,80688.0,905.0,81593.0,81593.0,236.0,254.0,327.0,486.0,692.0,221.0,1343.0,113.0,453.0,260.0,648.0,1343.0,648.0,2350.0,3248.0,306.0,368.0,1015.0,329.0,1182.0,349.0,993.0,1656.0,1405.0,21.0,0.0,1182.0,1405.0,1986.0,1803.0,1510.0,1285.0,3853.0,2.0,122.0,7642.0,1153.0,10.0,534.0,171.0,90.0,125.0,192.0,29.0,1332.0,7642.0,10.0,10.0,1332.0,1537.0,12476.0,14087.0,3824.0,1476.0,20658.0,3225.0,3696.0,7409.0,20658.0,7409.0,28067.0,28067.0,30586.0,30586.0,3248.0,1213.0,116742.0,456.0,10.0,483.0,2217.0,125228.0,5116.0,121863.0,2149.0,1243.0,1383.0,126691.0
2003-03-14,2019.0,5279.0,328.0,3586.0,153.0,333.0,119.0,324.0,813.0,483.0,1296.0,1759.0,4290.0,1759.0,9229.0,12262.0,5836.0,42884.0,201.0,49526.0,78000.0,898.0,230.0,79136.0,278.0,80685.0,909.0,81593.0,81593.0,235.0,233.0,329.0,413.0,702.0,231.0,1366.0,115.0,462.0,259.0,662.0,1366.0,662.0,2361.0,3300.0,305.0,367.0,1012.0,324.0,1185.0,349.0,989.0,1650.0,1404.0,21.0,0.0,1185.0,1404.0,1996.0,1807.0,1513.0,1290.0,3859.0,2.0,119.0,7606.0,1049.0,9.0,520.0,171.0,82.0,107.0,190.0,28.0,1366.0,7606.0,10.0,9.0,1366.0,1419.0,12340.0,13928.0,3880.0,1474.0,20457.0,3250.0,3728.0,7526.0,20457.0,7526.0,27983.0,27983.0,30370.0,30370.0,3300.0,1228.0,116586.0,458.0,10.0,465.0,2099.0,124956.0,5064.0,121484.0,2113.0,1252.0,1391.0,126281.0
2003-03-15,2091.0,5292.0,327.0,3599.0,153.0,332.0,118.0,324.0,811.0,482.0,1292.0,1759.0,4318.0,1759.0,9333.0,12409.0,5958.0,43077.0,205.0,49758.0,78000.0,893.0,230.0,79130.0,297.0,80679.0,927.0,81602.0,81601.0,228.0,223.0,327.0,395.0,706.0,243.0,1402.0,116.0,473.0,260.0,679.0,1402.0,679.0,2390.0,3332.0,305.0,366.0,1012.0,321.0,1184.0,348.0,986.0,1645.0,1404.0,21.0,0.0,1184.0,1404.0,2004.0,1808.0,1515.0,1293.0,3863.0,2.0,118.0,7575.0,950.0,8.0,574.0,176.0,94.0,100.0,189.0,28.0,1370.0,7575.0,10.0,8.0,1370.0,1341.0,12217.0,13775.0,3934.0,1501.0,20343.0,3271.0,3794.0,7588.0,20343.0,7588.0,27931.0,27931.0,30205.0,30205.0,3332.0,1264.0,116435.0,479.0,10.0,455.0,2011.0,124693.0,5056.0,121164.0,2152.0,1244.0,1458.0,125987.0
2003-03-16,2199.0,5312.0,327.0,3616.0,153.0,332.0,118.0,323.0,809.0,487.0,1296.0,1763.0,4413.0,1763.0,9494.0,12694.0,6264.0,43399.0,212.0,50204.0,78000.0,893.0,229.0,79123.0,328.0,80672.0,978.0,81641.0,81639.0,240.0,249.0,328.0,456.0,719.0,268.0,1462.0,120.0,488.0,268.0,703.0,1462.0,703.0,2442.0,3372.0,304.0,365.0,1017.0,324.0,1183.0,348.0,983.0,1641.0,1403.0,21.0,0.0,1183.0,1403.0,2011.0,1808.0,1517.0,1296.0,3870.0,2.0,120.0,7598.0,914.0,7.0,651.0,178.0,108.0,99.0,188.0,28.0,1425.0,7598.0,10.0,7.0,1425.0,1284.0,12106.0,13650.0,3990.0,1592.0,20405.0,3520.0,3889.0,7827.0,20405.0,7827.0,28232.0,28232.0,30486.0,30486.0,3372.0,1320.0,116597.0,532.0,10.0,469.0,2116.0,124800.0,5070.0,121208.0,2175.0,1232.0,1460.0,126033.0
2003-03-17,2310.0,5368.0,326.0,3638.0,152.0,331.0,118.0,324.0,812.0,489.0,1300.0,1772.0,4442.0,1772.0,9702.0,13000.0,6731.0,43859.0,224.0,50913.0,78000.0,893.0,229.0,79122.0,333.0,80669.0,1018.0,81683.0,81682.0,261.0,263.0,328.0,463.0,728.0,287.0,1548.0,126.0,511.0,271.0,735.0,1548.0,735.0,2465.0,3416.0,303.0,363.0,1020.0,333.0,1180.0,347.0,980.0,1639.0,1402.0,21.0,0.0,1180.0,1402.0,2025.0,1817.0,1516.0,1292.0,3872.0,1.0,129.0,7665.0,990.0,6.0,714.0,181.0,115.0,94.0,187.0,28.0,1500.0,7665.0,10.0,6.0,1500.0,1283.0,12134.0,13637.0,4073.0,1732.0,20552.0,3827.0,4017.0,8028.0,20552.0,8028.0,28580.0,28580.0,30956.0,30956.0,3416.0,1382.0,117134.0,597.0,10.0,516.0,2303.0,125476.0,5062.0,121844.0,2128.0,1237.0,1386.0,126615.0
2003-03-18,2343.0,5423.0,325.0,3660.0,152.0,330.0,117.0,324.0,813.0,488.0,1301.0,1786.0,4464.0,1786.0,9842.0,13181.0,7013.0,44322.0,234.0,51575.0,78000.0,883.0,229.0,79121.0,336.0,80669.0,1025.0,81693.0,81693.0,246.0,254.0,328.0,403.0,733.0,294.0,1585.0,128.0,534.0,285.0,769.0,1585.0,769.0,2458.0,3439.0,303.0,361.0,1024.0,339.0,1180.0,347.0,976.0,1638.0,1401.0,21.0,0.0,1180.0,1401.0,2034.0,1826.0,1521.0,1289.0,3870.0,1.0,129.0,7698.0,1159.0,4.0,720.0,182.0,112.0,88.0,186.0,28.0,1538.0,7698.0,10.0,4.0,1538.0,1270.0,12212.0,13696.0,4166.0,1825.0,20778.0,4041.0,4140.0,8102.0,20778.0,8102.0,28880.0,28880.0,31081.0,31081.0,3439.0,1407.0,117585.0,611.0,10.0,571.0,2377.0,126132.0,5054.0,122495.0,2119.0,1232.0,1416.0,127213.0
2003-03-19,2449.0,5449.0,325.0,3684.0,152.0,330.0,117.0,327.0,817.0,488.0,1305.0,1798.0,4533.0,1798.0,9985.0,13381.0,7106.0,44644.0,244.0,52156.0,78000.0,871.0,229.0,79115.0,355.0,80662.0,1058.0,81714.0,81712.0,286.0,300.0,329.0,399.0,748.0,310.0,1619.0,139.0,558.0,316.0,806.0,1619.0,806.0,2431.0,3438.0,302.0,359.0,1025.0,343.0,1181.0,346.0,973.0,1637.0,1400.0,21.0,0.0,1181.0,1400.0,2043.0,1833.0,1524.0,1287.0,3865.0,1.0,125.0,7721.0,1257.0,3.0,774.0,186.0,116.0,82.0,185.0,27.0,1552.0,7721.0,10.0,3.0,1552.0,1223.0,12236.0,13705.0,4251.0,1865.0,20939.0,4084.0,4204.0,8187.0,20939.0,8187.0,29126.0,29126.0,31176.0,31176.0,3438.0,1440.0,117691.0,600.0,10.0,577.0,2348.0,126267.0,5037.0,122616.0,2113.0,1246.0,1412.0,127400.0
2003-03-20,2526.0,5501.0,324.0,3694.0,153.0,330.0,117.0,330.0,823.0,493.0,1316.0,1815.0,4574.0,1815.0,10160.0,13615.0,7210.0,44951.0,256.0,52658.0,78000.0,865.0,229.0,79103.0,371.0,80651.0,1100.0,81746.0,81745.0,283.0,282.0,329.0,389.0,755.0,326.0,1618.0,140.0,586.0,295.0,846.0,1618.0,846.0,2379.0,3416.0,302.0,357.0,1031.0,347.0,1183.0,346.0,970.0,1636.0,1400.0,21.0,0.0,1183.0,1400.0,2056.0,1843.0,1528.0,1285.0,3859.0,1.0,128.0,7770.0,1301.0,2.0,832.0,185.0,118.0,77.0,184.0,27.0,1573.0,7770.0,10.0,2.0,1573.0,1166.0,12192.0,13628.0,4356.0,1919.0,21084.0,4204.0,4284.0,8183.0,21084.0,8183.0,29267.0,29267.0,31158.0,31158.0,3416.0,1463.0,117808.0,632.0,10.0,565.0,2293.0,126300.0,5004.0,122609.0,2033.0,1146.0,1354.0,127314.0
2003-03-21,2606.0,5561.0,323.0,3523.0,154.0,330.0,116.0,332.0,824.0,493.0,1317.0,1833.0,4553.0,1833.0,10281.0,13814.0,7336.0,45302.0,269.0,53168.0,78000.0,858.0,231.0,79097.0,376.0,80644.0,1126.0,81766.0,81765.0,282.0,271.0,328.0,405.0,762.0,339.0,1650.0,139.0,605.0,290.0,869.0,1650.0,869.0,2326.0,3368.0,301.0,354.0,1033.0,353.0,1181.0,345.0,966.0,1635.0,1402.0,21.0,0.0,1181.0,1402.0,2062.0,1849.0,1529.0,1283.0,3844.0,1.0,123.0,7779.0,1340.0,1.0,852.0,181.0,117.0,71.0,184.0,27.0,1549.0,7779.0,10.0,1.0,1549.0,1104.0,12135.0,13528.0,4466.0,1913.0,21090.0,4379.0,4401.0,8205.0,21090.0,8205.0,29296.0,29296.0,31146.0,31146.0,3368.0,1479.0,117764.0,641.0,10.0,584.0,2230.0,126170.0,4970.0,122437.0,1947.0,1116.0,1331.0,126947.0
2003-03-22,2692.0,5614.0,322.0,3480.0,154.0,332.0,116.0,334.0,826.0,518.0,1344.0,1848.0,4428.0,1848.0,10376.0,13995.0,7543.0,45657.0,293.0,53720.0,78000.0,853.0,238.0,79096.0,391.0,80642.0,1156.0,81793.0,81791.0,304.0,317.0,333.0,564.0,774.0,358.0,1687.0,142.0,620.0,291.0,886.0,1687.0,886.0,2278.0,3329.0,301.0,352.0,1039.0,354.0,1180.0,345.0,963.0,1633.0,1406.0,21.0,0.0,1180.0,1406.0,2067.0,1851.0,1527.0,1278.0,3826.0,1.0,123.0,7826.0,1349.0,0.0,907.0,178.0,117.0,64.0,183.0,27.0,1535.0,7826.0,10.0,0.0,1535.0,1148.0,12120.0,13440.0,4570.0,1990.0,21124.0,4534.0,4511.0,8378.0,21124.0,8378.0,29502.0,29502.0,31255.0,31255.0,3329.0,1544.0,117847.0,692.0,10.0,589.0,2147.0,126135.0,4974.0,122389.0,1971.0,1214.0,1381.0,126837.0
2003-03-23,2712.0,5676.0,322.0,3507.0,155.0,337.0,116.0,333.0,828.0,544.0,1372.0,1882.0,4409.0,1882.0,10385.0,14116.0,7930.0,46057.0,334.0,54387.0,77985.0,849.0,248.0,79089.0,419.0,80639.0,1208.0,81840.0,81838.0,327.0,347.0,349.0,563.0,799.0,378.0,1718.0,150.0,637.0,302.0,904.0,1718.0,904.0,2226.0,3303.0,300.0,350.0,1047.0,362.0,1181.0,344.0,959.0,1632.0,1411.0,21.0,0.0,1181.0,1411.0,2075.0,1856.0,1526.0,1270.0,3808.0,0.0,119.0,7936.0,1387.0,0.0,951.0,208.0,115.0,58.0,182.0,27.0,1576.0,7936.0,10.0,0.0,1576.0,1255.0,12189.0,13421.0,4699.0,2130.0,21318.0,4867.0,4656.0,8543.0,21318.0,8543.0,29861.0,29861.0,31509.0,31509.0,3303.0,1565.0,118059.0,742.0,10.0,633.0,2078.0,126226.0,4993.0,122482.0,2029.0,1309.0,1423.0,127099.0
2003-03-24,2750.0,5743.0,321.0,3532.0,156.0,341.0,115.0,330.0,830.0,563.0,1393.0,1921.0,4440.0,1921.0,10450.0,14298.0,8353.0,46535.0,375.0,55187.0,77330.0,840.0,259.0,78510.0,461.0,80137.0,1257.0,81494.0,81524.0,333.0,328.0,342.0,543.0,806.0,391.0,1740.0,158.0,654.0,316.0,929.0,1740.0,929.0,2185.0,3299.0,300.0,348.0,1059.0,381.0,1189.0,344.0,956.0,1647.0,1418.0,21.0,0.0,1189.0,1418.0,2085.0,1863.0,1528.0,1265.0,3793.0,0.0,112.0,7998.0,1392.0,0.0,951.0,238.0,110.0,52.0,182.0,27.0,1599.0,7998.0,10.0,0.0,1599.0,1413.0,12430.0,13580.0,4839.0,2242.0,21597.0,5150.0,4815.0,8712.0,21597.0,8712.0,30309.0,30309.0,32038.0,32038.0,3299.0,1524.0,118346.0,782.0,10.0,678.0,2029.0,126463.0,4989.0,122699.0,2115.0,1367.0,1479.0,127509.0
2003-03-25,2782.0,5820.0,320.0,3555.0,156.0,343.0,115.0,328.0,832.0,576.0,1408.0,1950.0,4441.0,1950.0,10530.0,14423.0,8499.0,47028.0,410.0,56015.0,76190.0,831.0,271.0,77383.0,452.0,79024.0,1261.0,80429.0,80477.0,310.0,303.0,340.0,452.0,795.0,380.0,1707.0,157.0,664.0,301.0,944.0,1707.0,944.0,2094.0,3256.0,299.0,347.0,1068.0,391.0,1204.0,343.0,952.0,1659.0,1424.0,21.0,0.0,1204.0,1424.0,2102.0,1877.0,1532.0,1263.0,3776.0,0.0,116.0,8010.0,1359.0,0.0,917.0,244.0,99.0,47.0,181.0,27.0,1580.0,8010.0,10.0,0.0,1580.0,1450.0,12594.0,13772.0,4982.0,2285.0,21934.0,5185.0,4927.0,8702.0,21934.0,8702.0,30636.0,30636.0,32395.0,32395.0,3256.0,1455.0,118186.0,786.0,10.0,712.0,2009.0,126404.0,4977.0,122646.0,2095.0,1365.0,1398.0,127596.0
2003-03-26,2821.0,5894.0,320.0,3578.0,156.0,345.0,115.0,325.0,829.0,590.0,1419.0,1975.0,4463.0,1975.0,10597.0,14503.0,8554.0,47333.0,440.0,56693.0,75048.0,827.0,282.0,76242.0,453.0,77883.0,1250.0,79276.0,79324.0,299.0,291.0,338.0,441.0,792.0,368.0,1680.0,153.0,663.0,294.0,939.0,1680.0,939.0,1954.0,3156.0,299.0,349.0,1077.0,389.0,1215.0,343.0,949.0,1658.0,1430.0,21.0,0.0,1215.0,1430.0,2121.0,1893.0,1540.0,1263.0,3755.0,0.0,135.0,7991.0,1306.0,0.0,854.0,230.0,91.0,40.0,181.0,27.0,1566.0,7991.0,10.0,0.0,1566.0,1394.0,12540.0,13799.0,5117.0,2298.0,22196.0,5235.0,4999.0,8650.0,22196.0,8650.0,30846.0,30846.0,32669.0,32669.0,3156.0,1398.0,117194.0,755.0,10.0,706.0,1986.0,125445.0,4976.0,121700.0,2074.0,1358.0,1371.0,126629.0
2003-03-27,2873.0,5958.0,319.0,3607.0,157.0,346.0,114.0,324.0,831.0,613.0,1444.0,1997.0,4522.0,1997.0,10722.0,14749.0,8916.0,47614.0,470.0,57272.0,73905.0,824.0,291.0,75103.0,467.0,76743.0,1306.0,78180.0,78224.0,336.0,335.0,362.0,602.0,825.0,386.0,1691.0,158.0,665.0,295.0,941.0,1691.0,941.0,1833.0,3023.0,298.0,350.0,1086.0,393.0,1222.0,343.0,945.0,1659.0,1435.0,21.0,0.0,1222.0,1435.0,2134.0,1906.0,1550.0,1266.0,3743.0,0.0,155.0,7975.0,1251.0,0.0,823.0,218.0,80.0,32.0,188.0,27.0,1557.0,7975.0,10.0,0.0,1557.0,1328.0,12428.0,13754.0,5253.0,2481.0,22471.0,5382.0,5087.0,8668.0,22471.0,8668.0,31139.0,31139.0,33048.0,33048.0,3023.0,1378.0,116238.0,791.0,10.0,674.0,1977.0,124391.0,4961.0,120617.0,2069.0,1372.0,1372.0,125508.0
2003-03-28,2930.0,6052.0,318.0,3632.0,157.0,349.0,114.0,324.0,833.0,634.0,1467.0,2030.0,4553.0,2030.0,10825.0,14952.0,9471.0,48041.0,498.0,57918.0,72762.0,822.0,300.0,73966.0,474.0,75606.0,1356.0,77099.0,77145.0,332.0,321.0,348.0,513.0,819.0,390.0,1704.0,162.0,672.0,299.0,948.0,1704.0,948.0,1760.0,2901.0,298.0,352.0,1093.0,398.0,1231.0,342.0,942.0,1669.0,1442.0,21.0,0.0,1231.0,1442.0,2145.0,1915.0,1556.0,1270.0,3732.0,0.0,163.0,7940.0,1218.0,0.0,804.0,224.0,81.0,26.0,212.0,27.0,1579.0,7940.0,10.0,0.0,1579.0,1323.0,12334.0,13653.0,5400.0,2703.0,22741.0,5472.0,5223.0,8791.0,22741.0,8791.0,31532.0,31532.0,33376.0,33376.0,2901.0,1345.0,115407.0,790.0,10.0,700.0,1982.0,123502.0,4957.0,119706.0,2064.0,1399.0,1354.0,124603.0
2003-03-29,2955.0,6143.0,318.0,3647.0,157.0,349.0,114.0,322.0,830.0,631.0,1461.0,2060.0,4558.0,2060.0,10915.0,15097.0,9712.0,48489.0,527.0,58548.0,71619.0,820.0,310.0,72830.0,487.0,74470.0,1364.0,75976.0,76024.0,326.0,308.0,343.0,443.0,819.0,395.0,1693.0,168.0,675.0,296.0,938.0,1693.0,938.0,1660.0,2817.0,297.0,352.0,1095.0,392.0,1232.0,342.0,941.0,1676.0,1446.0,23.0,0.0,1232.0,1446.0,2156.0,1924.0,1557.0,1269.0,3722.0,0.0,160.0,7905.0,1123.0,0.0,740.0,210.0,73.0,23.0,214.0,27.0,1562.0,7905.0,10.0,0.0,1562.0,1271.0,12282.0,13584.0,5526.0,2721.0,22786.0,5408.0,5381.0,8748.0,22786.0,8748.0,31534.0,31534.0,33182.0,33182.0,2817.0,1234.0,114157.0,752.0,10.0,689.0,1978.0,122334.0,4952.0,118544.0,2038.0,1386.0,1350.0,123460.0
2003-03-30,3044.0,6215.0,317.0,3671.0,158.0,351.0,113.0,324.0,836.0,634.0,1470.0,2073.0,4660.0,2073.0,10999.0,15446.0,10003.0,48980.0,558.0,59316.0,70491.0,817.0,319.0,71705.0,492.0,73341.0,1373.0,74850.0,74896.0,334.0,320.0,351.0,484.0,833.0,409.0,1703.0,173.0,681.0,296.0,933.0,1703.0,933.0,1525.0,2753.0,297.0,351.0,1098.0,386.0,1218.0,341.0,946.0,1674.0,1450.0,24.0,0.0,1218.0,1450.0,2155.0,1925.0,1552.0,1262.0,3692.0,0.0,152.0,7935.0,993.0,0.0,672.0,203.0,64.0,13.0,232.0,27.0,1590.0,7935.0,10.0,0.0,1590.0,1242.0,12125.0,13383.0,5626.0,2734.0,22633.0,5473.0,5450.0,8819.0,22633.0,8819.0,31453.0,31453.0,33092.0,33092.0,2753.0,1220.0,112749.0,779.0,10.0,644.0,1934.0,120802.0,4956.0,117007.0,2088.0,1467.0,1360.0,121934.0
2003-03-31,3182.0,6363.0,318.0,3705.0,164.0,356.0,113.0,331.0,854.0,668.0,1522.0,2102.0,4774.0,2102.0,11192.0,16085.0,10879.0,49304.0,598.0,60198.0,70003.0,816.0,329.0,71155.0,515.0,72714.0,1437.0,74172.0,74185.0,387.0,393.0,392.0,671.0,910.0,455.0,1761.0,182.0,701.0,302.0,943.0,1761.0,943.0,1466.0,2676.0,296.0,351.0,1107.0,395.0,1204.0,341.0,949.0,1686.0,1456.0,27.0,0.0,1204.0,1456.0,2141.0,1911.0,1535.0,1248.0,3656.0,0.0,154.0,7973.0,919.0,0.0,696.0,271.0,60.0,6.0,252.0,27.0,1671.0,7973.0,10.0,0.0,1671.0,1261.0,12141.0,13353.0,5749.0,2914.0,22674.0,5776.0,5574.0,9017.0,22674.0,9017.0,31691.0,31691.0,33581.0,33581.0,2676.0,1252.0,111813.0,856.0,10.0,663.0,1893.0,119648.0,5015.0,115875.0,2133.0,1547.0,1382.0,120918.0
