, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-03-17,4681.0,8867.0,1298.0,1192.0,2153.0,3687.0,532.0,1025.0,395.0,1564.0,4279.0,2444.0,6658.0,635.0,8489.0,5721.0,16351.0,20937.0,2991.0,25744.0,15997.0,9189.0,1168.0,66781.0,1521.0,76785.0,70821.0,900.0,401.0,69773.0,2282.0,70021.0,179.0,3671.0,70867.0,70091.0,551.0,471.0,570.0,1303.0,1503.0,1028.0,3500.0,405.0,1317.0,816.0,2055.0,6743.0,8187.0,410.0,498.0,1410.0,464.0,1834.0,427.0,1420.0,1771.0,2996.0,1586.0,112.0,2512.0,2636.0,2217.0,2106.0,283.0,4833.0,560.0,158.0,7216.0,48.0,78.0,238.0,476.0,171.0,405.0,258.0,723.0,352.0,196.0,15.0,53.0,1380.0,106.0,3110.0,1811.0,13566.0,15218.0,9150.0,8804.0,34881.0,17373.0,13453.0,23758.0,58638.0,62366.0,65646.0,65243.0,3138.0,146620.0,880.0,1824.0,634.0,2694.0,4701.0,5869.0,171238.0,6391.0,169046.0,3436.0,1388.0,2391.0,178171.0
2003-03-18,4567.0,8201.0,1175.0,950.0,1323.0,3654.0,510.0,1008.0,376.0,1448.0,4147.0,2124.0,6206.0,544.0,8396.0,5223.0,15645.0,20161.0,2741.0,25509.0,13843.0,10710.0,758.0,69806.0,1273.0,81261.0,75885.0,990.0,393.0,77215.0,1621.0,78513.0,156.0,2961.0,80468.0,70000.0,463.0,392.0,515.0,1052.0,1316.0,827.0,2945.0,371.0,1196.0,726.0,1772.0,5722.0,7436.0,388.0,457.0,1350.0,424.0,1779.0,412.0,1397.0,1715.0,2827.0,1570.0,63.0,2503.0,2575.0,2163.0,2067.0,316.0,4822.0,499.0,159.0,7092.0,41.0,71.0,231.0,431.0,153.0,391.0,252.0,700.0,287.0,147.0,19.0,45.0,1112.0,103.0,2361.0,1306.0,12611.0,15099.0,8866.0,7642.0,35627.0,15870.0,11934.0,21450.0,57076.0,57076.0,59348.0,59065.0,2343.0,141308.0,657.0,1419.0,510.0,1965.0,3904.0,5164.0,161468.0,5770.0,159481.0,3019.0,1222.0,2021.0,168379.0
2003-03-19,4440.0,7637.0,1120.0,771.0,771.0,3659.0,481.0,964.0,360.0,1325.0,3852.0,1838.0,5626.0,500.0,7778.0,5114.0,15500.0,19846.0,2430.0,24671.0,10963.0,11529.0,642.0,70571.0,1069.0,83519.0,77135.0,1055.0,381.0,78557.0,1505.0,79787.0,138.0,2348.0,81147.0,70000.0,406.0,336.0,479.0,881.0,1190.0,668.0,2527.0,339.0,1082.0,644.0,1551.0,4890.0,6515.0,376.0,433.0,1309.0,406.0,1688.0,407.0,1354.0,1651.0,2678.0,1567.0,57.0,2463.0,2533.0,2168.0,2043.0,345.0,4805.0,430.0,163.0,7063.0,40.0,69.0,226.0,361.0,147.0,384.0,244.0,674.0,250.0,118.0,24.0,36.0,984.0,100.0,1816.0,899.0,11344.0,13734.0,8612.0,6638.0,32645.0,14203.0,10347.0,19292.0,51937.0,51937.0,53466.0,53183.0,1820.0,134506.0,523.0,1155.0,420.0,1541.0,2994.0,4306.0,147638.0,5574.0,144861.0,2681.0,1117.0,1752.0,151621.0
2003-03-20,4401.0,7257.0,1104.0,690.0,639.0,3526.0,464.0,922.0,346.0,1207.0,3573.0,1684.0,5195.0,484.0,7186.0,5023.0,16250.0,20205.0,2267.0,24924.0,9253.0,11634.0,606.0,69812.0,1020.0,82979.0,78385.0,1093.0,377.0,79877.0,1503.0,81099.0,130.0,2113.0,82205.0,77227.0,432.0,372.0,486.0,946.0,1149.0,639.0,2326.0,327.0,999.0,602.0,1380.0,4313.0,5702.0,372.0,424.0,1276.0,402.0,1605.0,406.0,1307.0,1595.0,2571.0,1585.0,55.0,2415.0,2477.0,2165.0,2045.0,368.0,4814.0,382.0,181.0,7041.0,40.0,68.0,223.0,325.0,142.0,387.0,237.0,649.0,307.0,149.0,132.0,28.0,908.0,98.0,1553.0,683.0,10575.0,12584.0,8319.0,5848.0,29775.0,12789.0,9202.0,17579.0,47353.0,47353.0,48587.0,48303.0,1504.0,128067.0,516.0,1121.0,377.0,1295.0,2401.0,3530.0,139701.0,5649.0,136934.0,2666.0,1504.0,1835.0,143192.0
2003-03-21,4369.0,7078.0,1068.0,661.0,619.0,3457.0,463.0,896.0,341.0,1116.0,3373.0,1606.0,4918.0,480.0,6739.0,4975.0,15989.0,17452.0,2175.0,22549.0,8434.0,11495.0,631.0,69643.0,1027.0,82525.0,75683.0,1091.0,388.0,78120.0,1661.0,80177.0,136.0,2220.0,82235.0,82369.0,479.0,460.0,491.0,1212.0,1171.0,733.0,2403.0,337.0,979.0,557.0,1291.0,4090.0,5277.0,369.0,418.0,1253.0,400.0,1540.0,406.0,1268.0,1551.0,2498.0,1607.0,54.0,2393.0,2440.0,2123.0,2027.0,380.0,4815.0,358.0,303.0,7103.0,40.0,68.0,220.0,314.0,143.0,502.0,229.0,621.0,527.0,344.0,298.0,26.0,848.0,96.0,1413.0,605.0,10194.0,11921.0,8059.0,5353.0,28740.0,11705.0,8565.0,16240.0,44980.0,44980.0,46104.0,45820.0,1349.0,132037.0,601.0,1529.0,369.0,1318.0,2729.0,3368.0,140986.0,5627.0,137629.0,2811.0,1560.0,1977.0,143269.0
2003-03-22,4488.0,7781.0,1056.0,658.0,662.0,3433.0,465.0,881.0,362.0,1077.0,3367.0,1717.0,5025.0,498.0,6508.0,5105.0,15550.0,16989.0,2417.0,22732.0,8625.0,11621.0,793.0,68475.0,1273.0,82081.0,53438.0,1080.0,453.0,56527.0,2146.0,59605.0,141.0,2419.0,63964.0,71227.0,523.0,521.0,516.0,1351.0,1191.0,838.0,2635.0,356.0,988.0,588.0,1343.0,4255.0,5281.0,365.0,411.0,1226.0,399.0,1489.0,406.0,1237.0,1518.0,2445.0,1630.0,58.0,2391.0,2427.0,2088.0,1987.0,385.0,4777.0,343.0,380.0,7053.0,40.0,67.0,219.0,320.0,148.0,679.0,221.0,592.0,675.0,382.0,176.0,17.0,844.0,94.0,1310.0,736.0,10124.0,11619.0,7910.0,5231.0,29271.0,11031.0,8671.0,15370.0,44642.0,44642.0,46919.0,46636.0,1268.0,130226.0,759.0,1757.0,477.0,1658.0,3302.0,4042.0,142272.0,6020.0,139797.0,3159.0,1961.0,2148.0,146693.0
2003-03-23,4783.0,10510.0,1094.0,676.0,720.0,3479.0,459.0,869.0,413.0,1116.0,3806.0,2099.0,5846.0,601.0,6796.0,5544.0,16177.0,18004.0,3664.0,26290.0,12039.0,15093.0,1458.0,67853.0,1992.0,85509.0,46719.0,1177.0,615.0,47660.0,2694.0,48461.0,175.0,2729.0,50428.0,70000.0,570.0,592.0,553.0,1513.0,1286.0,990.0,2952.0,384.0,1023.0,562.0,1467.0,4814.0,5745.0,363.0,411.0,1209.0,398.0,1449.0,405.0,1210.0,1491.0,2401.0,1653.0,68.0,2384.0,2418.0,2072.0,1962.0,385.0,4741.0,329.0,409.0,7104.0,40.0,66.0,220.0,358.0,172.0,824.0,214.0,571.0,755.0,451.0,164.0,10.0,1049.0,92.0,1367.0,1278.0,10450.0,11769.0,7897.0,5847.0,34742.0,11868.0,10967.0,17947.0,52689.0,52689.0,61097.0,60813.0,1403.0,129077.0,970.0,2474.0,582.0,2030.0,4123.0,5218.0,139683.0,6615.0,137329.0,3625.0,2462.0,2404.0,144611.0
2003-03-24,4896.0,11944.0,1201.0,711.0,855.0,3700.0,464.0,881.0,524.0,1320.0,4473.0,3128.0,7544.0,688.0,8261.0,5573.0,17602.0,19329.0,4567.0,27328.0,15625.0,15758.0,1338.0,71521.0,2231.0,89393.0,80625.0,1306.0,613.0,80698.0,2243.0,79644.0,175.0,2700.0,77608.0,70000.0,456.0,485.0,475.0,1195.0,1166.0,883.0,2861.0,339.0,1009.0,494.0,1367.0,4952.0,6296.0,366.0,437.0,1231.0,395.0,1421.0,404.0,1185.0,1466.0,2369.0,1682.0,82.0,2371.0,2396.0,2050.0,1944.0,381.0,4727.0,385.0,591.0,7831.0,40.0,65.0,224.0,604.0,202.0,1619.0,206.0,562.0,779.0,506.0,438.0,15.0,1249.0,95.0,2013.0,2196.0,11507.0,12833.0,8015.0,6899.0,39193.0,15013.0,12944.0,21595.0,60788.0,60788.0,70589.0,70306.0,1585.0,144642.0,929.0,2760.0,625.0,2723.0,4632.0,6254.0,156425.0,6255.0,153291.0,3344.0,2037.0,2235.0,160220.0
2003-03-25,4507.0,10662.0,1157.0,735.0,760.0,3757.0,497.0,917.0,544.0,1376.0,4365.0,3377.0,7686.0,580.0,9512.0,5505.0,19223.0,20820.0,4378.0,27825.0,15154.0,14719.0,842.0,72602.0,2107.0,90135.0,94375.0,1414.0,539.0,95739.0,1858.0,96255.0,164.0,2331.0,96504.0,73512.0,375.0,371.0,434.0,934.0,1058.0,712.0,2522.0,305.0,947.0,441.0,1235.0,4507.0,6404.0,365.0,478.0,1268.0,392.0,1433.0,404.0,1162.0,1443.0,2397.0,1713.0,80.0,2389.0,2397.0,2033.0,1924.0,379.0,4714.0,443.0,891.0,9048.0,40.0,64.0,228.0,943.0,185.0,4082.0,199.0,551.0,809.0,544.0,492.0,36.0,1138.0,94.0,2372.0,2281.0,12874.0,14943.0,8171.0,6984.0,39219.0,16221.0,11980.0,21666.0,60885.0,60885.0,68452.0,68168.0,1549.0,146908.0,802.0,2598.0,588.0,2839.0,4835.0,6993.0,162196.0,5856.0,159288.0,3016.0,1661.0,2037.0,166597.0
2003-03-26,4320.0,9435.0,1066.0,691.0,610.0,3632.0,488.0,933.0,507.0,1309.0,4136.0,2878.0,6959.0,542.0,9318.0,5463.0,19636.0,21176.0,4146.0,28030.0,12704.0,14926.0,729.0,72524.0,2042.0,90224.0,95000.0,1540.0,494.0,97041.0,1728.0,98391.0,153.0,2027.0,99827.0,99245.0,329.0,305.0,406.0,797.0,988.0,585.0,2236.0,276.0,865.0,401.0,1072.0,3947.0,5907.0,359.0,419.0,1201.0,388.0,1438.0,403.0,1139.0,1422.0,2335.0,1733.0,62.0,2444.0,2443.0,2051.0,1921.0,387.0,4698.0,473.0,930.0,8245.0,40.0,63.0,224.0,768.0,167.0,5039.0,191.0,532.0,594.0,421.0,278.0,142.0,950.0,91.0,2151.0,1880.0,13857.0,16629.0,8201.0,6449.0,40223.0,15326.0,10640.0,20667.0,60890.0,60890.0,67044.0,66761.0,1410.0,158947.0,660.0,2254.0,511.0,2621.0,4400.0,6867.0,170511.0,5599.0,166620.0,2693.0,1330.0,1800.0,171656.0
