, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-04-19,12307.0,9315.0,5201.0,4981.0,6246.0,10894.0,162.0,591.0,423.0,2469.0,3640.0,2772.0,6495.0,852.0,9447.0,14478.0,16817.0,18466.0,3611.0,26027.0,10908.0,14488.0,479.0,79414.0,7796.0,101264.0,97527.0,4758.0,2797.0,103299.0,4583.0,103253.0,482.0,4649.0,105407.0,104457.0,438.0,326.0,225.0,1296.0,744.0,514.0,1620.0,375.0,1250.0,549.0,1458.0,1358.0,2879.0,671.0,1048.0,1782.0,599.0,1641.0,1416.0,1735.0,2536.0,4408.0,1925.0,191.0,2679.0,2219.0,1233.0,970.0,252.0,3480.0,241.0,490.0,5752.0,169.0,174.0,501.0,566.0,169.0,1066.0,1158.0,3220.0,997.0,388.0,342.0,199.0,64.0,36.0,1532.0,338.0,1969.0,1165.0,9802.0,11534.0,10709.0,4560.0,25222.0,14254.0,9914.0,21950.0,47173.0,47173.0,47681.0,47681.0,639.0,153916.0,397.0,753.0,24.0,513.0,2385.0,3293.0,163951.0,6085.0,158803.0,1548.0,956.0,1285.0,173567.0
2004-04-20,11647.0,9255.0,5256.0,4785.0,6108.0,10683.0,159.0,573.0,393.0,2380.0,3538.0,2762.0,6303.0,842.0,9067.0,13699.0,16382.0,18064.0,3542.0,26259.0,9926.0,12599.0,490.0,79360.0,7400.0,98901.0,100000.0,4556.0,2645.0,107623.0,4186.0,110446.0,408.0,4207.0,117014.0,117057.0,528.0,447.0,287.0,1463.0,785.0,553.0,1565.0,391.0,1307.0,543.0,1465.0,983.0,2461.0,633.0,911.0,1656.0,529.0,1643.0,1230.0,1692.0,2469.0,4284.0,2716.0,181.0,2506.0,2000.0,1076.0,839.0,243.0,3287.0,241.0,477.0,5797.0,151.0,155.0,477.0,517.0,161.0,1001.0,1200.0,3271.0,1128.0,544.0,330.0,191.0,62.0,48.0,1381.0,332.0,1968.0,1157.0,9779.0,11604.0,10325.0,4576.0,24774.0,13882.0,10065.0,21222.0,45996.0,45996.0,46475.0,46475.0,612.0,162357.0,470.0,733.0,24.0,465.0,2444.0,3166.0,168696.0,6226.0,164743.0,1517.0,1092.0,1322.0,167536.0
2004-04-21,11078.0,9520.0,5092.0,4516.0,6058.0,10342.0,157.0,555.0,369.0,2297.0,3462.0,2829.0,6291.0,838.0,8976.0,13292.0,16231.0,17926.0,3642.0,26290.0,10012.0,12068.0,551.0,79427.0,7103.0,98242.0,98750.0,4329.0,2499.0,106147.0,3834.0,109002.0,357.0,3752.0,115087.0,115192.0,518.0,481.0,312.0,1558.0,893.0,585.0,1645.0,383.0,1302.0,529.0,1511.0,952.0,2084.0,619.0,751.0,1478.0,504.0,1548.0,1075.0,1646.0,2472.0,4201.0,3069.0,145.0,2901.0,2298.0,1061.0,693.0,242.0,3133.0,241.0,458.0,5879.0,142.0,146.0,455.0,484.0,161.0,950.0,1474.0,3438.0,1248.0,703.0,325.0,191.0,62.0,62.0,1368.0,333.0,2016.0,1207.0,10170.0,11832.0,10031.0,5000.0,25555.0,14073.0,10066.0,21270.0,46826.0,46826.0,47340.0,47340.0,664.0,165986.0,682.0,1037.0,24.0,479.0,2523.0,3201.0,174623.0,6445.0,171226.0,1533.0,1245.0,1414.0,175271.0
2004-04-22,10419.0,9510.0,4831.0,4189.0,5675.0,9769.0,154.0,539.0,349.0,2177.0,3361.0,2828.0,6189.0,824.0,9025.0,12599.0,16314.0,17958.0,3803.0,26192.0,10405.0,12223.0,516.0,80106.0,6984.0,99050.0,95000.0,4107.0,2360.0,101818.0,3769.0,104551.0,333.0,3353.0,110230.0,110412.0,458.0,420.0,289.0,1420.0,924.0,574.0,1703.0,372.0,1289.0,474.0,1452.0,873.0,1936.0,621.0,772.0,1497.0,497.0,1402.0,1011.0,1595.0,2398.0,4146.0,3322.0,145.0,3005.0,2465.0,1309.0,795.0,250.0,3077.0,241.0,490.0,6016.0,139.0,142.0,442.0,494.0,161.0,909.0,2003.0,3698.0,1369.0,788.0,341.0,236.0,63.0,62.0,1430.0,328.0,2100.0,1391.0,10614.0,12252.0,9750.0,5814.0,27038.0,14501.0,9722.0,21691.0,48729.0,48729.0,49458.0,49458.0,845.0,164686.0,670.0,1330.0,21.0,783.0,2678.0,3290.0,173819.0,6264.0,170126.0,1504.0,1230.0,1295.0,174429.0
2004-04-23,10253.0,9228.0,4715.0,3957.0,5248.0,9379.0,151.0,522.0,329.0,2032.0,3223.0,2640.0,5863.0,839.0,8966.0,11856.0,16353.0,17960.0,3819.0,25996.0,10614.0,12365.0,439.0,80878.0,6875.0,100034.0,92500.0,3894.0,2231.0,99386.0,3827.0,102467.0,350.0,3107.0,107951.0,108105.0,450.0,396.0,287.0,1356.0,943.0,568.0,1720.0,372.0,1318.0,443.0,1472.0,752.0,1830.0,594.0,587.0,1314.0,487.0,1287.0,956.0,1571.0,2339.0,3965.0,3579.0,112.0,2888.0,2328.0,1265.0,930.0,263.0,3138.0,241.0,507.0,5974.0,138.0,141.0,429.0,513.0,154.0,874.0,1820.0,3828.0,1489.0,840.0,457.0,248.0,60.0,60.0,1165.0,328.0,1930.0,1392.0,10899.0,12696.0,9329.0,5709.0,27929.0,14415.0,9709.0,21749.0,49678.0,49678.0,50259.0,50259.0,765.0,162271.0,525.0,1031.0,19.0,973.0,2773.0,3399.0,171846.0,6102.0,167827.0,1483.0,1142.0,1149.0,171896.0
2004-04-24,10824.0,9124.0,4905.0,3820.0,4912.0,9402.0,149.0,507.0,322.0,1921.0,3145.0,2435.0,5580.0,848.0,8687.0,11496.0,16238.0,17863.0,3819.0,25869.0,10817.0,12422.0,428.0,81720.0,6790.0,101009.0,82500.0,3775.0,2197.0,89297.0,3757.0,92692.0,341.0,3078.0,98735.0,99165.0,437.0,379.0,285.0,1322.0,987.0,544.0,1746.0,364.0,1355.0,436.0,1551.0,753.0,1764.0,597.0,569.0,1234.0,547.0,1211.0,923.0,1562.0,2385.0,3938.0,3875.0,104.0,2888.0,2270.0,1113.0,845.0,278.0,3119.0,241.0,476.0,6028.0,142.0,143.0,420.0,470.0,149.0,850.0,1544.0,3894.0,1609.0,975.0,524.0,219.0,58.0,93.0,1084.0,337.0,1823.0,1299.0,10753.0,12625.0,9002.0,5513.0,28316.0,14093.0,9914.0,21679.0,49995.0,49995.0,50488.0,50488.0,687.0,157860.0,515.0,959.0,18.0,724.0,2837.0,3497.0,168430.0,6019.0,164336.0,1451.0,1073.0,1122.0,168555.0
2004-04-25,10943.0,9078.0,4780.0,3749.0,4705.0,9284.0,147.0,493.0,304.0,1887.0,3144.0,2305.0,5449.0,805.0,8423.0,11408.0,15992.0,17587.0,3792.0,25427.0,10866.0,12470.0,399.0,81807.0,6581.0,101137.0,82500.0,3721.0,2189.0,87059.0,3565.0,88392.0,311.0,3043.0,92182.0,92102.0,393.0,328.0,257.0,1110.0,993.0,464.0,1710.0,353.0,1321.0,439.0,1493.0,632.0,1712.0,605.0,667.0,1290.0,572.0,1169.0,899.0,1550.0,2498.0,4030.0,4101.0,113.0,2935.0,2285.0,1058.0,738.0,289.0,3001.0,241.0,456.0,6097.0,149.0,150.0,429.0,422.0,144.0,802.0,1475.0,3988.0,1729.0,1089.0,532.0,195.0,57.0,111.0,1046.0,346.0,1962.0,1244.0,10800.0,12556.0,9246.0,5351.0,29215.0,13974.0,9932.0,21155.0,50370.0,50370.0,50828.0,50828.0,630.0,148416.0,432.0,888.0,16.0,654.0,2805.0,3533.0,159244.0,5977.0,155080.0,1383.0,1041.0,1110.0,159502.0
2004-04-26,11109.0,9009.0,4687.0,3746.0,4649.0,9155.0,144.0,480.0,286.0,1887.0,3173.0,2241.0,5415.0,793.0,8294.0,11154.0,15816.0,17401.0,3735.0,25110.0,10571.0,12132.0,377.0,81850.0,6310.0,100469.0,105000.0,3689.0,2143.0,110339.0,3594.0,111876.0,316.0,2970.0,114227.0,113370.0,411.0,332.0,266.0,1149.0,1031.0,452.0,1646.0,390.0,1377.0,500.0,1573.0,418.0,1598.0,624.0,700.0,1300.0,556.0,1151.0,913.0,1529.0,2584.0,4158.0,4203.0,114.0,2875.0,2217.0,993.0,682.0,292.0,2892.0,241.0,462.0,6129.0,150.0,150.0,433.0,381.0,142.0,756.0,1459.0,4102.0,1849.0,1179.0,522.0,182.0,55.0,118.0,1010.0,357.0,2174.0,1160.0,11063.0,12752.0,9862.0,5015.0,30129.0,13713.0,10234.0,20899.0,51029.0,51029.0,51463.0,51463.0,580.0,152646.0,360.0,748.0,15.0,564.0,2725.0,3485.0,159442.0,5961.0,154269.0,1372.0,1065.0,1134.0,157021.0
2004-04-27,11779.0,9196.0,5304.0,4010.0,4969.0,9881.0,141.0,467.0,285.0,1975.0,3324.0,2213.0,5537.0,855.0,8346.0,11153.0,15844.0,17485.0,3741.0,25191.0,10942.0,11995.0,401.0,82634.0,6258.0,100841.0,105000.0,3649.0,2271.0,110910.0,3914.0,113466.0,383.0,3247.0,118058.0,118038.0,448.0,372.0,293.0,1390.0,1117.0,521.0,1715.0,435.0,1504.0,551.0,1829.0,532.0,1477.0,665.0,871.0,1438.0,603.0,1178.0,1027.0,1521.0,2628.0,4230.0,4311.0,122.0,2798.0,2099.0,861.0,593.0,290.0,2808.0,241.0,489.0,6171.0,152.0,151.0,444.0,365.0,144.0,722.0,1457.0,4222.0,1970.0,1306.0,542.0,176.0,53.0,145.0,1102.0,397.0,2486.0,1137.0,11406.0,13036.0,10573.0,4737.0,30615.0,13871.0,11148.0,20916.0,51531.0,51531.0,51953.0,51953.0,550.0,170049.0,334.0,682.0,14.0,440.0,2729.0,3430.0,177805.0,5992.0,172426.0,1437.0,1072.0,1204.0,174903.0
2004-04-28,12747.0,9589.0,5727.0,4561.0,5289.0,11005.0,140.0,456.0,283.0,2181.0,3563.0,2274.0,5837.0,880.0,8546.0,12057.0,16043.0,17711.0,3836.0,25441.0,11623.0,12541.0,399.0,83705.0,6587.0,102832.0,105000.0,3630.0,2518.0,111125.0,4029.0,113713.0,405.0,3733.0,118700.0,118675.0,444.0,377.0,301.0,1451.0,1173.0,538.0,1834.0,421.0,1541.0,559.0,1854.0,696.0,1519.0,685.0,973.0,1574.0,652.0,1299.0,1135.0,1557.0,2686.0,4292.0,4416.0,123.0,2828.0,2076.0,767.0,475.0,284.0,2720.0,241.0,521.0,6239.0,155.0,154.0,449.0,357.0,142.0,690.0,1462.0,4345.0,2090.0,1459.0,528.0,173.0,51.0,176.0,1144.0,416.0,2874.0,1161.0,11978.0,13560.0,11445.0,4455.0,31553.0,14551.0,11920.0,21512.0,53065.0,53065.0,53478.0,53478.0,534.0,172924.0,314.0,657.0,13.0,388.0,2755.0,3430.0,181797.0,5980.0,176669.0,1459.0,1044.0,1238.0,180241.0
