, LIBBY DAM, KOOTENAI RIV AT LEONIA, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-04-21,2349.0,8295.0,1515.0,5998.0,191.0,524.0,186.0,506.0,2989.0,2474.0,5465.0,8096.0,7840.0,18628.0,19751.0,2064.0,25054.0,13146.0,13315.0,408.0,63186.0,2806.0,79346.0,66000.0,905.0,575.0,67436.0,1432.0,69659.0,232.0,2781.0,72428.0,72424.0,424.0,443.0,580.0,1162.0,1390.0,556.0,2350.0,321.0,1150.0,469.0,1146.0,834.0,2260.0,480.0,590.0,1410.0,455.0,1216.0,603.0,1438.0,2474.0,4428.0,3104.0,146.0,2632.0,2123.0,1330.0,1143.0,390.0,3555.0,-127.0,440.0,7162.0,47.0,51.0,304.0,640.0,351.0,1974.0,1589.0,144.0,169.0,25.0,33.0,926.0,260.0,3766.0,2141.0,14754.0,16443.0,5805.0,4853.0,28265.0,13074.0,10604.0,21439.0,49704.0,49704.0,50067.0,50067.0,646.0,125285.0,325.0,852.0,86.0,565.0,2331.0,3005.0,133752.0,5371.0,129271.0,2043.0,1214.0,1229.0,133666.0
2003-04-22,2366.0,8443.0,1646.0,6272.0,188.0,517.0,188.0,488.0,2925.0,2528.0,5453.0,8155.0,8030.0,18762.0,19923.0,2096.0,25343.0,13050.0,13486.0,394.0,64402.0,2882.0,80652.0,66000.0,935.0,588.0,67482.0,1505.0,69728.0,255.0,2776.0,72496.0,72493.0,420.0,439.0,574.0,1154.0,1399.0,551.0,2360.0,333.0,1174.0,500.0,1184.0,844.0,2319.0,493.0,603.0,1443.0,457.0,1208.0,631.0,1453.0,2532.0,4473.0,3497.0,158.0,2816.0,2258.0,1379.0,1167.0,385.0,3549.0,-120.0,436.0,7099.0,49.0,53.0,310.0,601.0,371.0,1991.0,1537.0,141.0,172.0,23.0,160.0,973.0,272.0,3719.0,2147.0,14555.0,16201.0,5722.0,4884.0,27878.0,13232.0,10693.0,21585.0,49463.0,49463.0,49819.0,49819.0,668.0,125354.0,307.0,821.0,85.0,532.0,2398.0,2975.0,133867.0,5415.0,129275.0,2085.0,1235.0,1240.0,133798.0
2003-04-23,2447.0,8649.0,1723.0,6589.0,185.0,514.0,198.0,473.0,2898.0,2675.0,5573.0,8307.0,8390.0,19067.0,20264.0,2134.0,25790.0,13450.0,13627.0,441.0,65890.0,2963.0,82330.0,66000.0,969.0,604.0,67526.0,1617.0,69799.0,284.0,2874.0,72641.0,72632.0,445.0,462.0,590.0,1265.0,1445.0,578.0,2429.0,348.0,1208.0,507.0,1243.0,957.0,2386.0,518.0,631.0,1508.0,469.0,1235.0,699.0,1467.0,2679.0,4685.0,3876.0,172.0,3072.0,2476.0,1521.0,1243.0,379.0,3596.0,53.0,454.0,7044.0,52.0,55.0,314.0,585.0,384.0,2021.0,1485.0,139.0,176.0,22.0,186.0,1100.0,302.0,3828.0,2262.0,14610.0,16171.0,5665.0,5170.0,27818.0,13797.0,11400.0,22019.0,49837.0,49837.0,50186.0,50186.0,712.0,125472.0,312.0,840.0,119.0,508.0,2544.0,3071.0,133987.0,5411.0,129204.0,2113.0,1153.0,1244.0,133709.0
2003-04-24,2847.0,8891.0,1911.0,6879.0,182.0,516.0,197.0,463.0,2815.0,2854.0,5669.0,8559.0,8792.0,19619.0,20848.0,2177.0,26400.0,14284.0,13813.0,477.0,67411.0,3116.0,84206.0,66000.0,1014.0,640.0,67589.0,1720.0,69885.0,307.0,3075.0,72920.0,72908.0,450.0,466.0,596.0,1313.0,1481.0,585.0,2513.0,348.0,1242.0,510.0,1298.0,1148.0,2515.0,556.0,638.0,1532.0,614.0,1298.0,775.0,1489.0,2832.0,4946.0,4250.0,163.0,3354.0,2728.0,1731.0,1404.0,371.0,3712.0,250.0,486.0,7054.0,53.0,55.0,317.0,572.0,378.0,2055.0,1434.0,137.0,176.0,23.0,202.0,1181.0,324.0,4047.0,2388.0,14863.0,16416.0,5617.0,5409.0,28273.0,14808.0,12361.0,22962.0,51235.0,51235.0,51577.0,51577.0,728.0,126712.0,303.0,834.0,132.0,521.0,2612.0,3195.0,135220.0,5400.0,130202.0,2126.0,1162.0,1249.0,134587.0
2003-04-25,2988.0,8985.0,1873.0,6950.0,179.0,515.0,191.0,528.0,2736.0,2920.0,5657.0,8793.0,9046.0,20266.0,21482.0,2202.0,27013.0,14987.0,14084.0,433.0,68627.0,3198.0,85898.0,66000.0,1067.0,688.0,67679.0,1788.0,69985.0,315.0,3168.0,73137.0,73130.0,444.0,458.0,588.0,1281.0,1496.0,558.0,2532.0,357.0,1254.0,519.0,1322.0,1211.0,2677.0,566.0,624.0,1547.0,635.0,1406.0,801.0,1560.0,2965.0,5166.0,4640.0,165.0,3678.0,3014.0,1968.0,1618.0,360.0,3891.0,419.0,506.0,7013.0,51.0,52.0,326.0,556.0,365.0,2091.0,1382.0,135.0,174.0,22.0,218.0,1163.0,330.0,4122.0,2408.0,15044.0,16664.0,5608.0,5491.0,28634.0,15446.0,12578.0,23734.0,52368.0,52368.0,52705.0,52705.0,712.0,128519.0,281.0,805.0,119.0,513.0,2588.0,3237.0,137193.0,5372.0,131970.0,2137.0,1152.0,1239.0,136372.0
2003-04-26,3306.0,9031.0,1755.0,6968.0,176.0,510.0,183.0,707.0,2764.0,2849.0,5613.0,8764.0,9151.0,20615.0,21832.0,2210.0,27398.0,14756.0,14353.0,401.0,69448.0,3212.0,87086.0,66000.0,1125.0,720.0,67767.0,1747.0,70078.0,319.0,3124.0,73201.0,73200.0,439.0,449.0,580.0,1252.0,1513.0,536.0,2524.0,357.0,1251.0,493.0,1328.0,1160.0,2746.0,570.0,607.0,1561.0,658.0,1496.0,829.0,1673.0,3107.0,5311.0,4999.0,157.0,4063.0,3376.0,2278.0,1879.0,350.0,4135.0,689.0,510.0,6990.0,49.0,49.0,337.0,535.0,361.0,2124.0,1330.0,133.0,167.0,23.0,231.0,1182.0,347.0,4062.0,2379.0,14982.0,16677.0,5623.0,5493.0,28816.0,15503.0,12283.0,23868.0,52684.0,52684.0,53014.0,53014.0,698.0,129506.0,261.0,748.0,114.0,479.0,2515.0,3193.0,138368.0,5375.0,133023.0,2086.0,1127.0,1193.0,137465.0
2003-04-27,3533.0,9045.0,1715.0,7034.0,173.0,504.0,251.0,889.0,2847.0,2781.0,5628.0,8711.0,9200.0,20618.0,21833.0,2217.0,27374.0,14186.0,14542.0,390.0,70071.0,3237.0,87976.0,66000.0,1186.0,732.0,67839.0,1823.0,70159.0,330.0,3079.0,73230.0,73228.0,461.0,454.0,567.0,1249.0,1528.0,521.0,2524.0,382.0,1252.0,496.0,1337.0,1056.0,2732.0,572.0,597.0,1587.0,672.0,1541.0,841.0,1724.0,3195.0,5429.0,5371.0,155.0,4363.0,3665.0,2581.0,2193.0,338.0,4408.0,767.0,497.0,6960.0,48.0,47.0,345.0,509.0,358.0,2148.0,1278.0,131.0,155.0,20.0,240.0,1188.0,349.0,3964.0,2319.0,14788.0,16502.0,5652.0,5453.0,28723.0,15496.0,12096.0,23829.0,52552.0,52552.0,52876.0,52876.0,688.0,129595.0,286.0,739.0,126.0,418.0,2434.0,3111.0,138510.0,5384.0,133038.0,2103.0,1152.0,1195.0,137453.0
2003-04-28,3707.0,9168.0,2037.0,7289.0,171.0,498.0,329.0,1093.0,3028.0,2761.0,5789.0,8805.0,9327.0,20603.0,21830.0,2241.0,27505.0,14101.0,14662.0,432.0,70527.0,3321.0,88655.0,66000.0,1244.0,764.0,67925.0,2007.0,70273.0,366.0,3115.0,73364.0,73357.0,490.0,478.0,573.0,1369.0,1562.0,549.0,2565.0,400.0,1288.0,520.0,1394.0,1070.0,2703.0,574.0,781.0,1717.0,642.0,1572.0,830.0,1734.0,3214.0,5453.0,5749.0,149.0,4624.0,3893.0,2802.0,2458.0,326.0,4672.0,759.0,489.0,7005.0,48.0,47.0,357.0,521.0,359.0,2142.0,1226.0,129.0,152.0,19.0,248.0,1214.0,374.0,3921.0,2282.0,14558.0,16251.0,5667.0,5726.0,28687.0,15738.0,12482.0,23998.0,52685.0,52685.0,53004.0,53004.0,721.0,129581.0,319.0,894.0,149.0,418.0,2437.0,3041.0,138383.0,5406.0,132756.0,2152.0,1233.0,1239.0,137300.0
2003-04-29,4047.0,9446.0,2000.0,7613.0,168.0,490.0,398.0,1261.0,3156.0,2703.0,5859.0,9004.0,9619.0,20839.0,22096.0,2319.0,27766.0,14608.0,14763.0,424.0,71253.0,3422.0,89529.0,66000.0,1296.0,812.0,68030.0,2104.0,70402.0,395.0,3201.0,73573.0,73564.0,483.0,483.0,575.0,1401.0,1583.0,549.0,2610.0,421.0,1309.0,563.0,1463.0,1178.0,2700.0,590.0,1004.0,1994.0,708.0,1680.0,847.0,1744.0,3303.0,5542.0,6122.0,132.0,4882.0,4127.0,3002.0,2666.0,313.0,4881.0,869.0,495.0,7259.0,62.0,61.0,374.0,604.0,360.0,2131.0,1175.0,126.0,153.0,17.0,260.0,1223.0,400.0,3963.0,2255.0,14463.0,16112.0,5677.0,5977.0,28808.0,16179.0,12975.0,24412.0,53220.0,53220.0,53533.0,53533.0,750.0,130135.0,294.0,869.0,109.0,543.0,2499.0,3059.0,138962.0,5425.0,133150.0,2171.0,1122.0,1224.0,137672.0
2003-04-30,4370.0,9526.0,1945.0,7696.0,166.0,481.0,526.0,1406.0,3298.0,2645.0,5943.0,9191.0,9892.0,21272.0,22546.0,2382.0,28139.0,14685.0,14885.0,396.0,66484.0,3467.0,86932.0,71313.0,1361.0,861.0,72243.0,2194.0,73023.0,425.0,3365.0,75292.0,75042.0,481.0,484.0,581.0,1462.0,1618.0,556.0,2665.0,437.0,1329.0,583.0,1510.0,1234.0,2759.0,604.0,1113.0,2114.0,710.0,1903.0,869.0,1742.0,3383.0,5706.0,6504.0,123.0,5234.0,4426.0,3216.0,2863.0,301.0,5041.0,877.0,503.0,7485.0,95.0,93.0,389.0,594.0,346.0,2126.0,1143.0,124.0,139.0,15.0,263.0,1251.0,410.0,3969.0,2238.0,14542.0,16140.0,5705.0,6046.0,28888.0,16553.0,13413.0,24795.0,53683.0,53683.0,53990.0,53990.0,761.0,130871.0,262.0,775.0,94.0,513.0,2502.0,3087.0,139877.0,5390.0,133861.0,2175.0,994.0,1222.0,138269.0
2003-05-01,4866.0,9638.0,2555.0,8039.0,163.0,474.0,622.0,1607.0,3531.0,2635.0,6166.0,9624.0,10091.0,22536.0,23796.0,2466.0,29333.0,14549.0,14994.0,377.0,62675.0,3523.0,82995.0,95754.0,1453.0,916.0,95297.0,2278.0,93834.0,450.0,3562.0,92699.0,91266.0,456.0,456.0,560.0,1479.0,1612.0,561.0,2685.0,441.0,1329.0,590.0,1537.0,1334.0,2823.0,615.0,1160.0,2168.0,737.0,2049.0,882.0,1759.0,3465.0,5838.0,6787.0,121.0,5616.0,4759.0,3460.0,3066.0,288.0,5180.0,828.0,513.0,7579.0,125.0,123.0,401.0,543.0,342.0,2133.0,1797.0,121.0,129.0,15.0,278.0,1291.0,425.0,3631.0,2236.0,14683.0,16242.0,5853.0,6110.0,30037.0,16908.0,13729.0,25110.0,55147.0,55147.0,55449.0,55449.0,776.0,135401.0,231.0,693.0,78.0,423.0,2481.0,3088.0,142984.0,5387.0,136555.0,2178.0,921.0,1228.0,140404.0
2003-05-02,5382.0,9892.0,3117.0,8676.0,161.0,477.0,704.0,1875.0,3822.0,2709.0,6531.0,10016.0,10595.0,19755.0,21125.0,2593.0,27647.0,14464.0,15109.0,411.0,60078.0,3569.0,79884.0,100000.0,1575.0,974.0,102388.0,2368.0,104292.0,477.0,3716.0,107822.0,107679.0,456.0,453.0,544.0,1499.0,1616.0,544.0,2684.0,445.0,1328.0,566.0,1537.0,1320.0,2880.0,619.0,1175.0,2197.0,755.0,2128.0,896.0,1788.0,3557.0,5962.0,6973.0,111.0,5847.0,5006.0,3745.0,3349.0,275.0,5403.0,829.0,535.0,7648.0,162.0,158.0,413.0,523.0,345.0,2144.0,2019.0,119.0,128.0,13.0,283.0,1357.0,426.0,3455.0,2258.0,15073.0,16477.0,6416.0,6109.0,31146.0,17478.0,14035.0,25635.0,56781.0,56781.0,57078.0,57078.0,798.0,159578.0,234.0,707.0,68.0,347.0,2489.0,3077.0,164717.0,5427.0,157380.0,2198.0,914.0,1226.0,159533.0
2003-05-03,5950.0,10090.0,3422.0,9198.0,159.0,502.0,736.0,2076.0,4020.0,2776.0,6796.0,10662.0,11230.0,18695.0,20076.0,2738.0,26067.0,14663.0,15186.0,394.0,58741.0,3615.0,78585.0,100000.0,1730.0,1010.0,102555.0,2348.0,104479.0,478.0,3798.0,108253.0,108244.0,447.0,443.0,528.0,1462.0,1618.0,510.0,2660.0,440.0,1290.0,545.0,1508.0,1283.0,2878.0,619.0,1182.0,2192.0,762.0,2171.0,940.0,1829.0,3653.0,6140.0,7136.0,108.0,5935.0,5089.0,3873.0,3568.0,261.0,5630.0,843.0,547.0,7612.0,186.0,182.0,420.0,496.0,341.0,2136.0,1967.0,117.0,119.0,14.0,280.0,1397.0,420.0,3440.0,2222.0,15531.0,16984.0,7388.0,5929.0,32197.0,18283.0,14281.0,26418.0,58615.0,58615.0,58907.0,58907.0,811.0,169579.0,207.0,657.0,60.0,338.0,2456.0,3063.0,178121.0,5430.0,171471.0,2198.0,870.0,1207.0,175339.0
2003-05-04,6156.0,10164.0,3726.0,9491.0,157.0,547.0,732.0,2172.0,4082.0,2727.0,6809.0,10760.0,11753.0,19533.0,20959.0,2850.0,27069.0,14622.0,15274.0,378.0,59029.0,3624.0,78080.0,100000.0,1894.0,1032.0,102729.0,2369.0,104657.0,478.0,3815.0,108446.0,108438.0,437.0,434.0,509.0,1426.0,1621.0,484.0,2634.0,431.0,1253.0,543.0,1467.0,1172.0,2821.0,631.0,1323.0,2332.0,814.0,2204.0,1173.0,1892.0,3723.0,6320.0,7311.0,106.0,5971.0,5094.0,3867.0,3625.0,247.0,5727.0,827.0,545.0,7571.0,204.0,199.0,432.0,466.0,342.0,2095.0,1915.0,115.0,112.0,11.0,278.0,1477.0,423.0,3365.0,2181.0,15418.0,16901.0,8485.0,5724.0,33175.0,18584.0,14355.0,26846.0,60021.0,60021.0,60308.0,60308.0,813.0,171713.0,186.0,564.0,56.0,285.0,2425.0,3026.0,180575.0,5416.0,173864.0,2193.0,842.0,1187.0,177979.0
2003-05-05,6756.0,10257.0,4160.0,9846.0,155.0,604.0,813.0,2258.0,4212.0,2773.0,6985.0,10924.0,12053.0,20115.0,21610.0,2952.0,27787.0,14722.0,15348.0,362.0,65372.0,3627.0,83150.0,100000.0,2065.0,1061.0,102921.0,2434.0,104898.0,492.0,3841.0,108697.0,108684.0,429.0,426.0,489.0,1443.0,1624.0,479.0,2604.0,444.0,1250.0,561.0,1463.0,996.0,2720.0,648.0,1429.0,2468.0,857.0,2328.0,1393.0,1966.0,3747.0,6465.0,7486.0,104.0,6011.0,5096.0,3825.0,3596.0,234.0,5697.0,812.0,549.0,7553.0,233.0,227.0,443.0,443.0,348.0,2041.0,1863.0,113.0,109.0,12.0,267.0,1493.0,428.0,3339.0,2123.0,15205.0,16662.0,9608.0,5577.0,33905.0,18709.0,14660.0,26935.0,60840.0,60840.0,61121.0,61121.0,808.0,172813.0,174.0,506.0,52.0,189.0,2391.0,2985.0,181732.0,5432.0,174903.0,2197.0,844.0,1176.0,179062.0
2003-05-06,7710.0,10467.0,4566.0,10604.0,152.0,669.0,876.0,2404.0,4447.0,2907.0,7354.0,11166.0,12541.0,20808.0,22368.0,3071.0,28704.0,14837.0,15420.0,352.0,68285.0,3743.0,87431.0,100000.0,2222.0,1177.0,103179.0,2609.0,105317.0,551.0,4040.0,109252.0,109221.0,426.0,416.0,479.0,1545.0,1641.0,497.0,2625.0,475.0,1269.0,603.0,1543.0,924.0,2611.0,659.0,1482.0,2524.0,891.0,2474.0,1554.0,2051.0,3751.0,6571.0,7652.0,102.0,6118.0,5161.0,3806.0,3555.0,219.0,5618.0,719.0,559.0,7528.0,244.0,238.0,452.0,424.0,342.0,1990.0,1812.0,110.0,108.0,8.0,254.0,1551.0,447.0,3385.0,2079.0,15029.0,16441.0,10682.0,5554.0,34706.0,19048.0,14975.0,27242.0,61948.0,61948.0,62224.0,62224.0,814.0,173979.0,165.0,458.0,49.0,122.0,2390.0,2957.0,182769.0,5425.0,175749.0,2228.0,805.0,1180.0,179873.0
2003-05-07,9177.0,10712.0,5058.0,11560.0,155.0,732.0,952.0,2627.0,4748.0,3178.0,7926.0,11650.0,13408.0,21684.0,23294.0,3227.0,29794.0,14912.0,15497.0,319.0,70864.0,4020.0,90253.0,100000.0,2370.0,1366.0,103522.0,2824.0,105947.0,616.0,4443.0,110253.0,110209.0,427.0,415.0,473.0,1676.0,1671.0,528.0,2695.0,501.0,1299.0,630.0,1617.0,1014.0,2559.0,685.0,1647.0,2703.0,953.0,2602.0,1717.0,2126.0,3760.0,6717.0,7827.0,112.0,6259.0,5269.0,3859.0,3563.0,205.0,5578.0,751.0,582.0,7508.0,267.0,260.0,478.0,421.0,350.0,1939.0,1760.0,107.0,106.0,7.0,244.0,1574.0,464.0,3506.0,2030.0,14964.0,16330.0,11760.0,5535.0,35592.0,19349.0,15188.0,27544.0,63136.0,63136.0,63407.0,63407.0,829.0,175804.0,157.0,416.0,45.0,68.0,2398.0,2949.0,184483.0,5434.0,177275.0,2304.0,755.0,1193.0,181339.0
2003-05-08,9862.0,10875.0,5352.0,12144.0,169.0,804.0,1020.0,2882.0,5111.0,3344.0,8455.0,12277.0,14251.0,22756.0,24428.0,3390.0,31010.0,14908.0,15573.0,296.0,73407.0,4209.0,93082.0,100000.0,2543.0,1534.0,103855.0,3004.0,106528.0,662.0,4864.0,111272.0,111232.0,428.0,416.0,463.0,1780.0,1694.0,542.0,2755.0,535.0,1339.0,661.0,1698.0,1105.0,2609.0,701.0,1693.0,2762.0,983.0,2777.0,1850.0,2182.0,3705.0,6778.0,7995.0,102.0,6412.0,5387.0,3930.0,3620.0,192.0,5586.0,697.0,607.0,7468.0,296.0,289.0,504.0,432.0,355.0,1886.0,1708.0,105.0,106.0,6.0,235.0,1661.0,482.0,3662.0,1994.0,14955.0,16275.0,12946.0,5538.0,36632.0,19811.0,15608.0,27942.0,64574.0,64574.0,64840.0,64840.0,851.0,178123.0,151.0,381.0,45.0,17.0,2418.0,2954.0,186744.0,5455.0,179370.0,2381.0,721.0,1214.0,183433.0
2003-05-09,10979.0,11045.0,5455.0,12378.0,183.0,871.0,1059.0,3105.0,5417.0,3417.0,8833.0,12812.0,14660.0,23871.0,25582.0,3539.0,32261.0,14754.0,15637.0,284.0,75950.0,4338.0,95805.0,100000.0,2741.0,1650.0,104155.0,3095.0,106995.0,704.0,5220.0,112118.0,112085.0,438.0,424.0,463.0,1883.0,1722.0,553.0,2802.0,571.0,1383.0,707.0,1791.0,1199.0,2683.0,711.0,1720.0,2804.0,1023.0,2897.0,1878.0,2242.0,3688.0,6853.0,8176.0,109.0,6583.0,5528.0,4028.0,3696.0,179.0,5629.0,742.0,627.0,7435.0,319.0,311.0,528.0,439.0,361.0,1817.0,1656.0,103.0,105.0,5.0,227.0,1761.0,496.0,3844.0,1999.0,15020.0,16294.0,14153.0,5751.0,37956.0,20645.0,16172.0,28693.0,66650.0,66650.0,66911.0,66911.0,892.0,180934.0,145.0,354.0,46.0,-2.0,2512.0,3002.0,189521.0,5490.0,181991.0,2453.0,713.0,1239.0,186088.0
2003-05-10,12527.0,11277.0,5566.0,12589.0,194.0,929.0,1095.0,3281.0,5661.0,3445.0,9106.0,13143.0,14895.0,24838.0,26600.0,3677.0,33468.0,14754.0,15678.0,274.0,78202.0,4536.0,98369.0,100000.0,2934.0,1738.0,104445.0,3138.0,107377.0,736.0,5529.0,112826.0,112799.0,429.0,419.0,444.0,1915.0,1743.0,547.0,2831.0,586.0,1416.0,737.0,1860.0,1325.0,2761.0,706.0,1761.0,2859.0,1140.0,2988.0,1967.0,2338.0,3723.0,6987.0,8391.0,115.0,6719.0,5639.0,4129.0,3794.0,165.0,5711.0,867.0,639.0,7407.0,327.0,318.0,545.0,442.0,363.0,1752.0,1604.0,101.0,104.0,4.0,226.0,1816.0,507.0,3984.0,1987.0,15084.0,16349.0,15443.0,6008.0,39573.0,21649.0,16750.0,29683.0,69256.0,69256.0,69513.0,69513.0,916.0,184225.0,140.0,332.0,45.0,-3.0,2597.0,3109.0,192896.0,5472.0,185156.0,2505.0,706.0,1262.0,189305.0
2003-05-11,13792.0,11533.0,5935.0,12832.0,204.0,984.0,1145.0,3494.0,5952.0,3537.0,9489.0,13458.0,15128.0,25649.0,27463.0,3824.0,34523.0,14835.0,15715.0,264.0,80320.0,4697.0,100711.0,100000.0,3109.0,1880.0,104757.0,3228.0,107782.0,768.0,5753.0,113451.0,113424.0,432.0,420.0,431.0,1924.0,1748.0,539.0,2827.0,599.0,1442.0,752.0,1902.0,1375.0,2841.0,717.0,1764.0,2881.0,1217.0,3123.0,2093.0,2415.0,3851.0,7218.0,8576.0,113.0,6915.0,5796.0,4225.0,3881.0,153.0,5794.0,998.0,636.0,7425.0,346.0,337.0,569.0,453.0,362.0,1691.0,1553.0,99.0,103.0,3.0,223.0,1852.0,519.0,4020.0,1928.0,15062.0,16343.0,16681.0,6170.0,41143.0,22583.0,17196.0,30638.0,71782.0,71782.0,72034.0,72034.0,915.0,187593.0,134.0,311.0,42.0,-2.0,2536.0,3152.0,196431.0,5428.0,188482.0,2492.0,707.0,1267.0,192695.0
2003-05-12,14999.0,11647.0,6280.0,13072.0,213.0,1026.0,1211.0,3698.0,6246.0,3627.0,9873.0,13930.0,15371.0,26564.0,28428.0,3969.0,35604.0,14795.0,15755.0,253.0,82094.0,4891.0,102774.0,100000.0,3280.0,2137.0,105186.0,3260.0,108288.0,785.0,5961.0,114162.0,114133.0,430.0,436.0,405.0,1932.0,1757.0,528.0,2813.0,610.0,1469.0,763.0,1943.0,1363.0,2873.0,717.0,1667.0,2835.0,1153.0,3213.0,1995.0,2494.0,3878.0,7328.0,8706.0,97.0,7048.0,5918.0,4342.0,3989.0,142.0,5875.0,999.0,632.0,7485.0,346.0,335.0,581.0,459.0,370.0,1624.0,1501.0,97.0,102.0,1.0,216.0,1910.0,535.0,4006.0,1863.0,14939.0,16202.0,17806.0,6205.0,42341.0,23370.0,17419.0,31438.0,73779.0,73779.0,74027.0,74027.0,908.0,190579.0,130.0,291.0,39.0,-2.0,2462.0,3106.0,199541.0,5401.0,191414.0,2460.0,687.0,1262.0,195659.0
2003-05-13,16419.0,11642.0,6596.0,13336.0,219.0,1046.0,1210.0,3828.0,6411.0,3457.0,9868.0,14173.0,15640.0,27519.0,29403.0,4060.0,36645.0,14599.0,15783.0,244.0,83968.0,5059.0,104802.0,100000.0,3438.0,2303.0,105539.0,3360.0,108733.0,807.0,6166.0,114817.0,114790.0,418.0,417.0,381.0,1943.0,1756.0,522.0,2787.0,630.0,1500.0,782.0,1996.0,1334.0,2825.0,713.0,1608.0,2722.0,1204.0,3144.0,1951.0,2626.0,3941.0,7405.0,8843.0,86.0,6940.0,5805.0,4283.0,4032.0,127.0,5904.0,709.0,630.0,7537.0,346.0,335.0,598.0,462.0,368.0,1546.0,1449.0,94.0,101.0,0.0,197.0,1860.0,538.0,3943.0,1734.0,14767.0,16002.0,18763.0,6100.0,43112.0,23840.0,17440.0,31999.0,75111.0,75111.0,75354.0,75354.0,889.0,192929.0,125.0,271.0,35.0,-2.0,2302.0,2991.0,201988.0,5371.0,193689.0,2449.0,648.0,1259.0,197928.0
