, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-03-07,4835.0,5427.0,1406.0,902.0,1538.0,3530.0,141.0,336.0,181.0,595.0,1240.0,778.0,2090.0,264.0,3003.0,4840.0,8291.0,9215.0,1038.0,11352.0,2987.0,4671.0,179.0,56619.0,1663.0,65912.0,98321.0,1654.0,522.0,96622.0,1339.0,94518.0,180.0,1414.0,91456.0,90158.0,135.0,168.0,227.0,654.0,451.0,110.0,901.0,105.0,412.0,214.0,532.0,1356.0,1485.0,355.0,397.0,1364.0,355.0,1500.0,424.0,1072.0,1256.0,1952.0,1371.0,26.0,2256.0,1907.0,1813.0,1617.0,212.0,4357.0,639.0,129.0,6937.0,51.0,94.0,141.0,134.0,44.0,783.0,349.0,677.0,250.0,682.0,335.0,189.0,126.0,59.0,418.0,62.0,1220.0,900.0,9992.0,10586.0,3769.0,1116.0,14883.0,3825.0,3582.0,5336.0,20219.0,20219.0,20387.0,20387.0,213.0,107953.0,80.0,160.0,37.0,118.0,593.0,822.0,114748.0,4545.0,109097.0,759.0,387.0,721.0,117481.0
2005-03-08,5070.0,5573.0,1557.0,955.0,1647.0,3532.0,141.0,335.0,178.0,615.0,1291.0,784.0,2144.0,268.0,3068.0,4851.0,7982.0,8921.0,1150.0,11782.0,3120.0,4651.0,201.0,52523.0,1827.0,61568.0,105078.0,1661.0,618.0,107596.0,1526.0,109468.0,278.0,1592.0,111126.0,111015.0,176.0,208.0,253.0,987.0,547.0,285.0,1099.0,154.0,617.0,274.0,839.0,1670.0,1540.0,352.0,395.0,1352.0,355.0,1507.0,422.0,1071.0,1256.0,1925.0,1379.0,26.0,2177.0,1824.0,1750.0,1600.0,228.0,4403.0,607.0,150.0,6986.0,50.0,94.0,146.0,166.0,45.0,892.0,451.0,670.0,249.0,681.0,865.0,218.0,105.0,57.0,414.0,64.0,1334.0,1179.0,10456.0,11044.0,3879.0,1221.0,14780.0,4008.0,3867.0,5515.0,20295.0,20295.0,20458.0,20458.0,260.0,123236.0,78.0,226.0,37.0,114.0,997.0,993.0,126110.0,4541.0,121466.0,766.0,554.0,785.0,121579.0
2005-03-09,5247.0,5704.0,1651.0,986.0,1709.0,3663.0,140.0,334.0,177.0,649.0,1375.0,878.0,2320.0,276.0,3161.0,4950.0,8033.0,8986.0,1230.0,12035.0,3391.0,4620.0,296.0,54498.0,2205.0,61986.0,105000.0,1721.0,720.0,107493.0,1726.0,109224.0,347.0,1804.0,110973.0,110958.0,218.0,260.0,279.0,1342.0,604.0,464.0,1317.0,227.0,853.0,328.0,1246.0,2259.0,1810.0,354.0,395.0,1349.0,353.0,1514.0,422.0,1072.0,1263.0,1944.0,1393.0,26.0,2125.0,1755.0,1671.0,1537.0,244.0,4391.0,574.0,215.0,7018.0,50.0,94.0,154.0,211.0,51.0,1048.0,397.0,655.0,247.0,679.0,1237.0,211.0,88.0,54.0,433.0,67.0,1508.0,1477.0,11011.0,11643.0,3960.0,1327.0,16817.0,4247.0,4190.0,5753.0,22570.0,22570.0,22729.0,22729.0,293.0,134158.0,77.0,251.0,37.0,167.0,1386.0,1470.0,140586.0,4577.0,136640.0,774.0,770.0,858.0,138330.0
2005-03-10,5495.0,5779.0,1888.0,1038.0,1884.0,3977.0,140.0,333.0,179.0,722.0,1509.0,1162.0,2733.0,296.0,3451.0,5146.0,8306.0,9252.0,1276.0,12359.0,3834.0,4584.0,361.0,60069.0,2550.0,67530.0,103984.0,1852.0,827.0,106853.0,1838.0,108873.0,428.0,2001.0,111034.0,111067.0,217.0,243.0,284.0,1255.0,608.0,458.0,1488.0,245.0,995.0,380.0,1523.0,2869.0,2330.0,359.0,395.0,1348.0,358.0,1518.0,427.0,1063.0,1263.0,1990.0,1407.0,35.0,2140.0,1757.0,1630.0,1475.0,257.0,4346.0,542.0,298.0,7014.0,50.0,94.0,165.0,251.0,61.0,1180.0,308.0,624.0,245.0,677.0,1306.0,172.0,67.0,51.0,453.0,69.0,1667.0,1691.0,11548.0,12211.0,4023.0,1464.0,18035.0,4768.0,4925.0,6207.0,24241.0,24241.0,24396.0,24396.0,305.0,137115.0,75.0,239.0,36.0,190.0,1603.0,1954.0,144309.0,4575.0,140407.0,767.0,787.0,896.0,142573.0
2005-03-11,5529.0,5794.0,1841.0,1072.0,1923.0,4048.0,140.0,332.0,171.0,805.0,1617.0,929.0,2606.0,291.0,3812.0,5482.0,8792.0,9724.0,1288.0,12800.0,4179.0,4583.0,317.0,61324.0,2688.0,69307.0,92969.0,1997.0,878.0,97481.0,1827.0,100988.0,448.0,2063.0,104949.0,105453.0,223.0,232.0,289.0,1195.0,614.0,399.0,1498.0,289.0,1168.0,436.0,1831.0,3228.0,2907.0,355.0,393.0,1338.0,351.0,1518.0,426.0,1051.0,1249.0,1999.0,1418.0,39.0,2156.0,1770.0,1631.0,1456.0,265.0,4320.0,509.0,361.0,7052.0,50.0,94.0,174.0,277.0,68.0,1238.0,267.0,582.0,244.0,675.0,1384.0,136.0,53.0,48.0,444.0,71.0,1701.0,1586.0,11669.0,12451.0,4039.0,1505.0,18648.0,5199.0,4858.0,6742.0,25390.0,25390.0,25541.0,25541.0,300.0,137846.0,74.0,225.0,36.0,180.0,1643.0,2220.0,145998.0,4573.0,142175.0,756.0,783.0,915.0,144613.0
2005-03-12,5552.0,5824.0,1914.0,1071.0,1953.0,4099.0,139.0,331.0,170.0,873.0,1706.0,820.0,2583.0,305.0,3767.0,5623.0,9074.0,10015.0,1300.0,13208.0,4274.0,4609.0,323.0,61572.0,2808.0,69310.0,65547.0,2192.0,908.0,69483.0,1836.0,72789.0,458.0,2032.0,77664.0,78751.0,218.0,227.0,282.0,1142.0,613.0,352.0,1458.0,299.0,1270.0,456.0,2045.0,3498.0,3348.0,353.0,391.0,1330.0,340.0,1510.0,423.0,1041.0,1237.0,1986.0,1427.0,41.0,2165.0,1777.0,1635.0,1461.0,270.0,4321.0,476.0,397.0,7099.0,50.0,94.0,182.0,300.0,77.0,1214.0,255.0,542.0,242.0,673.0,1422.0,117.0,43.0,45.0,444.0,73.0,1735.0,1493.0,11614.0,12396.0,4010.0,1527.0,18709.0,5282.0,4859.0,6902.0,25611.0,25611.0,25759.0,25759.0,306.0,125738.0,72.0,225.0,36.0,171.0,1690.0,2353.0,137123.0,4558.0,133933.0,748.0,754.0,931.0,137731.0
2005-03-13,5311.0,5784.0,1794.0,1098.0,1900.0,4084.0,139.0,331.0,166.0,936.0,1770.0,781.0,2605.0,287.0,3751.0,5717.0,9057.0,9939.0,1313.0,12989.0,4288.0,4640.0,277.0,62031.0,2852.0,69912.0,74141.0,2391.0,880.0,75330.0,1711.0,75268.0,411.0,1890.0,75225.0,74775.0,196.0,193.0,270.0,952.0,587.0,280.0,1376.0,278.0,1231.0,449.0,1963.0,3492.0,3639.0,349.0,387.0,1318.0,334.0,1495.0,418.0,1030.0,1224.0,1973.0,1430.0,43.0,2163.0,1773.0,1630.0,1466.0,273.0,4327.0,444.0,413.0,7132.0,50.0,94.0,187.0,304.0,81.0,1162.0,249.0,504.0,240.0,667.0,1176.0,121.0,35.0,43.0,418.0,74.0,1711.0,1328.0,11582.0,12370.0,3958.0,1498.0,18617.0,5268.0,4602.0,6910.0,25528.0,25528.0,25672.0,25672.0,294.0,104353.0,71.0,206.0,35.0,171.0,1624.0,2356.0,114521.0,4518.0,111255.0,741.0,688.0,917.0,115200.0
2005-03-14,5075.0,5668.0,1613.0,1004.0,1722.0,3802.0,139.0,330.0,160.0,937.0,1744.0,731.0,2527.0,268.0,3730.0,5596.0,9012.0,9854.0,1277.0,12714.0,3956.0,4678.0,229.0,61397.0,2689.0,69458.0,110038.0,2536.0,820.0,112008.0,1590.0,111743.0,352.0,1668.0,109610.0,108175.0,179.0,162.0,259.0,755.0,560.0,219.0,1269.0,253.0,1134.0,423.0,1770.0,3245.0,3687.0,341.0,382.0,1299.0,327.0,1474.0,412.0,1021.0,1209.0,1943.0,1423.0,37.0,2148.0,1758.0,1613.0,1462.0,275.0,4322.0,411.0,400.0,7130.0,50.0,94.0,187.0,288.0,81.0,1110.0,244.0,467.0,238.0,656.0,827.0,105.0,30.0,43.0,379.0,73.0,1518.0,977.0,11264.0,12112.0,3877.0,1401.0,18348.0,5056.0,3982.0,6757.0,25105.0,25105.0,25245.0,25245.0,261.0,114748.0,70.0,178.0,35.0,155.0,1397.0,2157.0,119037.0,4481.0,114177.0,724.0,600.0,852.0,114994.0
2005-03-15,4902.0,5562.0,1522.0,916.0,1587.0,3577.0,139.0,329.0,157.0,911.0,1685.0,704.0,2437.0,258.0,3627.0,5255.0,8891.0,9701.0,1211.0,12440.0,3574.0,4683.0,210.0,60384.0,2490.0,68278.0,112274.0,2615.0,772.0,115718.0,1516.0,117424.0,313.0,1475.0,118820.0,118763.0,164.0,143.0,250.0,636.0,534.0,188.0,1178.0,230.0,1012.0,387.0,1563.0,2909.0,3503.0,336.0,377.0,1282.0,320.0,1450.0,408.0,1013.0,1198.0,1906.0,1419.0,34.0,2120.0,1728.0,1583.0,1445.0,276.0,4302.0,383.0,355.0,7124.0,50.0,94.0,184.0,265.0,79.0,1043.0,239.0,431.0,236.0,645.0,564.0,89.0,29.0,42.0,357.0,72.0,1329.0,690.0,10771.0,11595.0,3792.0,1307.0,17688.0,4722.0,3438.0,6437.0,24125.0,24125.0,24263.0,24263.0,239.0,142959.0,69.0,163.0,34.0,116.0,1185.0,1870.0,148129.0,4462.0,143078.0,714.0,530.0,785.0,143211.0
2005-03-16,4751.0,5488.0,1470.0,866.0,1494.0,3440.0,138.0,329.0,156.0,871.0,1619.0,690.0,2354.0,249.0,3507.0,4996.0,8709.0,9477.0,1144.0,12127.0,3274.0,4653.0,201.0,59464.0,2318.0,67114.0,111098.0,2609.0,741.0,114643.0,1465.0,116431.0,289.0,1359.0,117949.0,118001.0,158.0,135.0,244.0,574.0,515.0,172.0,1114.0,211.0,900.0,354.0,1391.0,2585.0,3208.0,334.0,371.0,1262.0,316.0,1414.0,404.0,1006.0,1189.0,1880.0,1419.0,34.0,2089.0,1693.0,1537.0,1414.0,277.0,4253.0,358.0,301.0,7097.0,50.0,94.0,180.0,242.0,77.0,965.0,237.0,396.0,235.0,622.0,454.0,83.0,28.0,39.0,342.0,70.0,1230.0,521.0,10396.0,11151.0,3716.0,1234.0,16945.0,4409.0,3029.0,6113.0,23058.0,23058.0,23192.0,23192.0,228.0,145913.0,67.0,155.0,34.0,88.0,1045.0,1629.0,153700.0,4458.0,149534.0,705.0,487.0,739.0,151543.0
