, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NEAR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D'ALENE - COEUR D'ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTERNATIONAL BOUNDRY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS DAM, KACHESS - KACHESS DAM NEAR EASTON, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM NEAR GOOSE PRAIRIE, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK DAM, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRY'S FORK - ISLAND PARK DAM, FALLS - NR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - ABOVE EAGLE ROCK NEAR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - AT MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CR DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - DEADWOOD RESERVOIR, PAYETTE - NEAR EMMETT, WEISER - NR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - AT TROY, SNAKE -  NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOTROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - AT TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2010-10-05,6070.0,9612.0,1465.0,1042.0,678.0,4522.0,240.0,590.0,165.0,535.0,1532.0,770.0,2252.0,105.0,2750.0,6055.0,15705.0,17245.0,242.0,16308.0,750.0,1990.0,2672.0,70.0,76072.0,365.0,81325.0,77912.0,1178.0,560.0,78170.0,892.0,79460.0,130.0,1002.0,80660.0,80038.0,88.0,78.0,200.0,230.0,40.0,1342.0,70.0,300.0,245.0,1365.0,540.0,2515.0,345.0,312.0,855.0,588.0,668.0,360.0,2215.0,2408.0,3458.0,7250.0,12.0,3615.0,3452.0,1378.0,1438.0,130.0,3968.0,220.0,68.0,9318.0,108.0,165.0,145.0,2.0,45.0,402.0,332.0,1470.0,560.0,852.0,40.0,52.0,0.0,160.0,800.0,75.0,778.0,132.0,11122.0,11820.0,4438.0,715.0,18512.0,1318.0,1225.0,3035.0,21548.0,21548.0,21598.0,21598.0,48.0,78545.0,50.0,50.0,2.0,182.0,120.0,278.0,77635.0,5498.0,81268.0,740.0,322.0,562.0,81525.0
2010-10-06,5898.0,9615.0,1405.0,1018.0,670.0,3995.0,240.0,590.0,165.0,530.0,1542.0,810.0,2298.0,80.0,2712.0,5032.0,14320.0,15718.0,180.0,14268.0,798.0,1980.0,2672.0,52.0,74652.0,360.0,78980.0,80010.0,1140.0,550.0,81738.0,845.0,84255.0,122.0,952.0,86205.0,86218.0,80.0,70.0,205.0,210.0,40.0,1320.0,70.0,300.0,252.0,1375.0,552.0,2498.0,348.0,315.0,858.0,592.0,712.0,360.0,2210.0,2400.0,3450.0,7250.0,10.0,3655.0,3508.0,1430.0,1500.0,130.0,4035.0,220.0,95.0,9298.0,120.0,188.0,158.0,35.0,48.0,540.0,302.0,1858.0,600.0,895.0,40.0,52.0,0.0,138.0,350.0,65.0,845.0,135.0,11535.0,12240.0,4718.0,698.0,20560.0,1392.0,925.0,3128.0,23690.0,23690.0,23742.0,23742.0,60.0,108592.0,50.0,50.0,0.0,190.0,112.0,265.0,108315.0,5895.0,111872.0,740.0,315.0,552.0,111480.0
2010-10-07,5688.0,9610.0,1345.0,992.0,665.0,3875.0,240.0,590.0,135.0,525.0,1505.0,790.0,2242.0,80.0,2755.0,4612.0,13798.0,15122.0,262.0,13590.0,855.0,1972.0,2660.0,50.0,74318.0,355.0,78248.0,80010.0,1120.0,540.0,81708.0,812.0,84188.0,120.0,902.0,85270.0,85302.0,78.0,68.0,200.0,192.0,40.0,1298.0,70.0,300.0,275.0,1380.0,560.0,2482.0,340.0,318.0,878.0,582.0,742.0,360.0,2202.0,2402.0,3440.0,7250.0,12.0,3705.0,3558.0,1488.0,1570.0,140.0,4112.0,220.0,85.0,9142.0,110.0,180.0,150.0,38.0,50.0,432.0,282.0,1855.0,642.0,942.0,40.0,50.0,0.0,120.0,238.0,60.0,802.0,122.0,11848.0,12652.0,4740.0,690.0,20755.0,1402.0,880.0,3160.0,23912.0,23912.0,23965.0,23965.0,60.0,112020.0,50.0,50.0,0.0,200.0,110.0,228.0,114148.0,5768.0,118460.0,732.0,322.0,550.0,120002.0
2010-10-08,5538.0,9620.0,1295.0,970.0,660.0,3760.0,240.0,585.0,132.0,520.0,1470.0,750.0,2170.0,78.0,2670.0,4472.0,13502.0,14795.0,350.0,13400.0,842.0,1965.0,2652.0,50.0,73768.0,350.0,77385.0,72510.0,1105.0,535.0,75590.0,782.0,79468.0,120.0,855.0,81942.0,82342.0,70.0,60.0,92.0,178.0,40.0,1270.0,70.0,300.0,295.0,1320.0,590.0,2468.0,340.0,348.0,972.0,600.0,822.0,362.0,2205.0,2412.0,3458.0,7250.0,10.0,3870.0,3712.0,1635.0,1702.0,150.0,4215.0,220.0,80.0,9150.0,108.0,168.0,140.0,42.0,42.0,378.0,282.0,1860.0,685.0,1000.0,40.0,50.0,0.0,108.0,305.0,60.0,828.0,120.0,11670.0,12532.0,4738.0,680.0,20765.0,1392.0,882.0,3152.0,23918.0,23918.0,23968.0,23968.0,72.0,111255.0,50.0,40.0,0.0,205.0,130.0,218.0,113520.0,5640.0,117745.0,730.0,332.0,550.0,119428.0
2010-10-09,5432.0,9632.0,1265.0,952.0,652.0,3670.0,232.0,580.0,145.0,512.0,1460.0,760.0,2172.0,80.0,2630.0,4352.0,13170.0,14422.0,430.0,13432.0,815.0,1958.0,2648.0,55.0,74205.0,350.0,77038.0,58135.0,1088.0,530.0,60120.0,745.0,63125.0,120.0,805.0,65242.0,65782.0,72.0,62.0,2.0,165.0,40.0,1192.0,72.0,290.0,298.0,1182.0,562.0,2455.0,350.0,360.0,1015.0,602.0,940.0,370.0,2168.0,2390.0,3468.0,7250.0,12.0,4132.0,3970.0,1905.0,1965.0,150.0,4408.0,220.0,72.0,9190.0,100.0,160.0,130.0,32.0,40.0,402.0,262.0,1852.0,730.0,1052.0,48.0,50.0,0.0,80.0,230.0,60.0,850.0,120.0,11698.0,12512.0,4715.0,675.0,20615.0,1380.0,922.0,3140.0,23755.0,23755.0,23810.0,23810.0,80.0,102680.0,50.0,45.0,0.0,218.0,130.0,238.0,107070.0,5515.0,111640.0,730.0,338.0,550.0,114240.0
2010-10-10,5340.0,9645.0,1238.0,935.0,650.0,3615.0,230.0,572.0,135.0,510.0,1442.0,775.0,2172.0,72.0,2630.0,4262.0,12298.0,13468.0,510.0,12630.0,805.0,1950.0,2640.0,50.0,76165.0,350.0,79010.0,55010.0,1075.0,525.0,56620.0,712.0,59055.0,118.0,755.0,60052.0,60165.0,75.0,62.0,0.0,155.0,40.0,1085.0,72.0,290.0,310.0,1042.0,462.0,2405.0,342.0,340.0,955.0,568.0,970.0,370.0,2110.0,2340.0,3442.0,7250.0,10.0,4402.0,4262.0,2255.0,2320.0,145.0,4725.0,220.0,68.0,9230.0,100.0,158.0,130.0,15.0,40.0,342.0,250.0,1850.0,772.0,1108.0,50.0,50.0,0.0,60.0,172.0,60.0,872.0,115.0,11832.0,12635.0,4692.0,668.0,17365.0,1372.0,890.0,3135.0,20500.0,20500.0,20552.0,20552.0,80.0,88328.0,50.0,40.0,0.0,220.0,120.0,230.0,92270.0,5395.0,96708.0,730.0,362.0,550.0,99438.0
2010-10-11,5260.0,9652.0,1212.0,922.0,640.0,3570.0,230.0,570.0,130.0,502.0,1410.0,770.0,2140.0,88.0,2615.0,4205.0,11442.0,12518.0,600.0,12298.0,805.0,1848.0,2612.0,60.0,76048.0,340.0,79215.0,64118.0,1065.0,520.0,63992.0,682.0,64595.0,110.0,732.0,63390.0,62908.0,78.0,65.0,0.0,145.0,40.0,1025.0,78.0,290.0,328.0,905.0,378.0,2302.0,330.0,338.0,958.0,545.0,922.0,370.0,2050.0,2282.0,3395.0,7250.0,10.0,4582.0,4465.0,2572.0,2670.0,140.0,5102.0,220.0,60.0,9265.0,98.0,150.0,130.0,2.0,40.0,272.0,252.0,1850.0,815.0,1160.0,50.0,50.0,0.0,55.0,218.0,60.0,892.0,110.0,12002.0,12808.0,4672.0,660.0,17148.0,1358.0,902.0,3125.0,20270.0,20270.0,20325.0,20325.0,90.0,83462.0,50.0,45.0,0.0,230.0,125.0,222.0,85960.0,5285.0,89848.0,732.0,385.0,568.0,91745.0
2010-10-12,5230.0,9682.0,1192.0,930.0,640.0,3542.0,230.0,562.0,142.0,500.0,1395.0,770.0,2128.0,110.0,2622.0,4165.0,11432.0,12498.0,695.0,14578.0,808.0,1605.0,2328.0,80.0,75942.0,350.0,79100.0,79230.0,1060.0,515.0,80820.0,652.0,82848.0,110.0,728.0,82502.0,81980.0,62.0,52.0,0.0,135.0,40.0,1000.0,70.0,282.0,295.0,768.0,345.0,2190.0,332.0,368.0,1085.0,545.0,950.0,370.0,1982.0,2220.0,3340.0,7250.0,10.0,4755.0,4648.0,2830.0,2948.0,160.0,5438.0,220.0,62.0,9308.0,100.0,158.0,130.0,5.0,42.0,278.0,278.0,1860.0,860.0,1220.0,60.0,55.0,0.0,50.0,570.0,70.0,845.0,128.0,12170.0,12988.0,4660.0,652.0,18575.0,1420.0,1188.0,3135.0,21708.0,21708.0,21765.0,21765.0,125.0,93595.0,50.0,50.0,0.0,245.0,130.0,248.0,93170.0,5165.0,96170.0,740.0,380.0,578.0,96672.0
2010-10-13,5270.0,9722.0,1245.0,1030.0,640.0,3680.0,230.0,565.0,162.0,500.0,1408.0,810.0,2178.0,80.0,2595.0,4295.0,11505.0,12565.0,760.0,12755.0,818.0,1612.0,2312.0,55.0,76028.0,350.0,79142.0,79250.0,1060.0,505.0,80810.0,622.0,83078.0,110.0,720.0,83798.0,83800.0,60.0,50.0,0.0,130.0,40.0,980.0,70.0,280.0,255.0,625.0,318.0,2100.0,345.0,402.0,1205.0,555.0,1085.0,370.0,1922.0,2162.0,3285.0,7250.0,12.0,4935.0,4842.0,3085.0,3218.0,170.0,5730.0,220.0,70.0,9360.0,102.0,168.0,140.0,18.0,50.0,305.0,275.0,1858.0,902.0,1278.0,60.0,60.0,0.0,48.0,235.0,65.0,745.0,122.0,12292.0,13130.0,4660.0,650.0,18675.0,2152.0,950.0,3612.0,22290.0,22290.0,22348.0,22348.0,112.0,107550.0,50.0,50.0,0.0,260.0,130.0,265.0,109170.0,5060.0,112310.0,740.0,310.0,540.0,113092.0
2010-10-14,5165.0,9700.0,1210.0,970.0,630.0,3635.0,235.0,588.0,140.0,492.0,1388.0,830.0,2185.0,72.0,2638.0,4420.0,11415.0,12460.0,842.0,11840.0,828.0,1628.0,2322.0,50.0,76052.0,350.0,79215.0,79335.0,1058.0,500.0,80890.0,592.0,83130.0,110.0,712.0,83840.0,83840.0,68.0,60.0,0.0,132.0,45.0,975.0,80.0,282.0,292.0,570.0,322.0,2035.0,338.0,382.0,1175.0,538.0,1195.0,370.0,1852.0,2095.0,3230.0,7250.0,10.0,5140.0,5052.0,3355.0,3495.0,168.0,6015.0,220.0,70.0,9408.0,100.0,162.0,132.0,15.0,40.0,298.0,260.0,1850.0,945.0,1328.0,60.0,60.0,0.0,42.0,178.0,60.0,610.0,112.0,12325.0,13188.0,4650.0,640.0,18668.0,2510.0,882.0,4292.0,22960.0,22960.0,23020.0,23020.0,110.0,108960.0,50.0,50.0,0.0,268.0,130.0,250.0,111392.0,5040.0,114842.0,730.0,305.0,535.0,116335.0
