, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NEAR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D'ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTERNATIONAL BOUNDRY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS DAM, KACHESS - KACHESS DAM NEAR EASTON, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM NEAR GOOSE PRAIRIE, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK DAM, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - ABOVE EAGLE ROCK NEAR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - AT MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CR DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - DEADWOOD RESERVOIR, PAYETTE - NEAR EMMETT, WEISER - NR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - AT TROY, SNAKE -  NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOTROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - AT TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-01-11,3318.0,5095.0,755.0,638.0,1302.0,7180.0,280.0,618.0,188.0,770.0,1625.0,720.0,2345.0,140.0,3065.0,12288.0,13710.0,15038.0,1228.0,14888.0,3520.0,5860.0,6465.0,152.0,89925.0,430.0,95762.0,124553.0,913.0,400.0,121463.0,650.0,119183.0,130.0,1150.0,112847.0,110710.0,240.0,193.0,437.0,420.0,440.0,1303.0,110.0,460.0,203.0,733.0,2290.0,3027.0,400.0,400.0,1172.0,370.0,1512.0,340.0,1150.0,1342.0,2205.0,1280.0,40.0,2012.0,1970.0,1610.0,1630.0,60.0,4270.0,550.0,100.0,7122.0,90.0,160.0,100.0,40.0,60.0,792.0,310.0,270.0,800.0,1465.0,70.0,80.0,60.0,80.0,310.0,90.0,940.0,288.0,10672.0,11652.0,3295.0,1055.0,23558.0,2290.0,1525.0,4270.0,27828.0,27828.0,28102.0,28102.0,1620.0,121020.0,123.0,350.0,213.0,543.0,540.0,1320.0,123280.0,5583.0,126633.0,1240.0,973.0,923.0,130113.0
2011-01-12,3305.0,4980.0,748.0,630.0,1268.0,5432.0,270.0,612.0,180.0,770.0,1638.0,712.0,2348.0,140.0,3025.0,9748.0,13302.0,14630.0,1280.0,15740.0,2860.0,5370.0,6070.0,142.0,95175.0,428.0,102905.0,135000.0,898.0,392.0,136298.0,680.0,138678.0,130.0,1130.0,138912.0,138408.0,220.0,178.0,415.0,385.0,405.0,1310.0,102.0,460.0,198.0,715.0,2255.0,2962.0,400.0,400.0,1160.0,370.0,1530.0,340.0,1145.0,1340.0,2195.0,1280.0,40.0,2032.0,1985.0,1618.0,1635.0,60.0,4262.0,550.0,100.0,7120.0,90.0,160.0,100.0,40.0,60.0,698.0,310.0,270.0,800.0,1452.0,70.0,70.0,52.0,80.0,300.0,90.0,938.0,280.0,10608.0,11585.0,3270.0,998.0,23452.0,2210.0,1412.0,4180.0,27630.0,27630.0,27875.0,27875.0,1532.0,158300.0,115.0,325.0,195.0,465.0,512.0,1255.0,158345.0,5545.0,159100.0,1205.0,915.0,900.0,158778.0
2011-01-13,3290.0,4930.0,740.0,620.0,1235.0,3800.0,260.0,602.0,180.0,768.0,1622.0,708.0,2330.0,135.0,2968.0,7170.0,12250.0,13468.0,1248.0,14425.0,2665.0,5032.0,5672.0,150.0,93230.0,420.0,103105.0,135000.0,890.0,390.0,136290.0,592.0,138870.0,130.0,1105.0,139985.0,139985.0,200.0,165.0,392.0,350.0,372.0,1305.0,100.0,460.0,190.0,695.0,2240.0,2902.0,400.0,400.0,1138.0,370.0,1518.0,340.0,1140.0,1332.0,2188.0,1280.0,40.0,2035.0,1990.0,1630.0,1648.0,60.0,4270.0,550.0,100.0,7135.0,90.0,160.0,100.0,40.0,60.0,662.0,308.0,270.0,800.0,1442.0,70.0,70.0,50.0,80.0,295.0,90.0,930.0,280.0,10558.0,11528.0,3250.0,972.0,23395.0,2148.0,1362.0,4105.0,27502.0,27502.0,27735.0,27735.0,1685.0,176915.0,112.0,522.0,188.0,438.0,652.0,1222.0,182418.0,5582.0,184505.0,1238.0,1035.0,965.0,186662.0
2011-01-14,3275.0,4950.0,740.0,615.0,1208.0,3782.0,252.0,592.0,180.0,758.0,1605.0,700.0,2302.0,162.0,2910.0,5678.0,12185.0,13395.0,1338.0,20670.0,6435.0,6042.0,9110.0,722.0,89245.0,420.0,99262.0,129375.0,890.0,390.0,131715.0,565.0,135368.0,122.0,1085.0,137658.0,137958.0,202.0,198.0,405.0,420.0,362.0,1340.0,100.0,450.0,232.0,712.0,2240.0,2932.0,400.0,390.0,1118.0,370.0,1495.0,340.0,1140.0,1330.0,2178.0,1280.0,40.0,2018.0,1975.0,1628.0,1648.0,60.0,4275.0,550.0,100.0,7155.0,90.0,160.0,100.0,40.0,60.0,652.0,300.0,270.0,800.0,1432.0,70.0,70.0,55.0,80.0,290.0,90.0,930.0,280.0,10530.0,11488.0,3230.0,955.0,23362.0,2100.0,1330.0,4050.0,27410.0,27410.0,27685.0,27685.0,3058.0,181625.0,232.0,1322.0,350.0,915.0,1638.0,2148.0,187220.0,6148.0,189952.0,2345.0,2008.0,1668.0,193265.0
2011-01-15,3262.0,5118.0,740.0,610.0,1178.0,3768.0,248.0,582.0,180.0,750.0,1585.0,705.0,2290.0,292.0,2945.0,5128.0,12270.0,13495.0,1472.0,22270.0,11515.0,6720.0,12590.0,1200.0,93820.0,420.0,105850.0,108750.0,890.0,390.0,112152.0,568.0,117048.0,120.0,1165.0,121250.0,122168.0,302.0,318.0,508.0,758.0,465.0,1492.0,95.0,450.0,328.0,715.0,2392.0,3042.0,400.0,390.0,1118.0,370.0,1480.0,340.0,1132.0,1320.0,2168.0,1300.0,40.0,1995.0,1950.0,1610.0,1630.0,60.0,4268.0,550.0,100.0,7178.0,90.0,158.0,100.0,40.0,60.0,720.0,300.0,270.0,800.0,1425.0,70.0,70.0,68.0,80.0,288.0,80.0,922.0,285.0,10528.0,11475.0,3210.0,1002.0,23065.0,2060.0,1328.0,4005.0,27070.0,27070.0,27530.0,27530.0,3205.0,182750.0,310.0,1268.0,495.0,1600.0,1770.0,2700.0,192450.0,6705.0,196045.0,2450.0,2530.0,1765.0,202330.0
2011-01-16,3250.0,5328.0,738.0,610.0,1150.0,3760.0,240.0,575.0,180.0,742.0,1568.0,725.0,2290.0,420.0,3085.0,4928.0,12432.0,13675.0,1525.0,20332.0,14018.0,7415.0,12900.0,1512.0,95888.0,410.0,109202.0,90000.0,880.0,390.0,91270.0,672.0,94180.0,120.0,1550.0,97048.0,97688.0,318.0,365.0,508.0,852.0,440.0,1788.0,110.0,450.0,310.0,708.0,2718.0,3240.0,400.0,395.0,1118.0,360.0,1480.0,340.0,1130.0,1315.0,2158.0,1355.0,40.0,2015.0,1955.0,1600.0,1612.0,60.0,4248.0,550.0,100.0,7200.0,90.0,150.0,100.0,40.0,60.0,870.0,300.0,270.0,800.0,1420.0,70.0,70.0,90.0,82.0,280.0,80.0,920.0,308.0,10572.0,11508.0,3195.0,1088.0,17382.0,2050.0,1422.0,3980.0,21368.0,21368.0,21955.0,21955.0,2732.0,165110.0,402.0,1345.0,588.0,1668.0,2138.0,2985.0,177770.0,6968.0,182340.0,2362.0,2590.0,1755.0,190790.0
2011-01-17,3238.0,5260.0,730.0,600.0,1128.0,3792.0,230.0,565.0,180.0,738.0,1552.0,740.0,2290.0,385.0,3065.0,4910.0,12580.0,13840.0,1510.0,19095.0,13315.0,8220.0,12492.0,1292.0,94222.0,410.0,107980.0,103125.0,880.0,388.0,101915.0,608.0,101215.0,120.0,1542.0,100050.0,99390.0,328.0,332.0,452.0,780.0,322.0,1670.0,118.0,442.0,280.0,670.0,2805.0,3528.0,400.0,390.0,1108.0,360.0,1478.0,340.0,1120.0,1310.0,2148.0,1410.0,40.0,2070.0,2002.0,1625.0,1625.0,60.0,4240.0,550.0,90.0,7230.0,90.0,150.0,100.0,40.0,60.0,978.0,300.0,270.0,800.0,1420.0,70.0,70.0,112.0,90.0,278.0,80.0,920.0,330.0,10642.0,11580.0,3178.0,1100.0,17090.0,2065.0,1482.0,3990.0,21082.0,21082.0,21710.0,21710.0,2438.0,149225.0,405.0,1475.0,625.0,1835.0,2462.0,3392.0,160182.0,6912.0,164315.0,2222.0,2198.0,1490.0,171675.0
2011-01-18,3225.0,5218.0,730.0,600.0,1100.0,3842.0,220.0,558.0,180.0,730.0,1535.0,740.0,2275.0,360.0,3030.0,4930.0,12598.0,13862.0,1538.0,20685.0,14298.0,9078.0,13645.0,1415.0,93555.0,410.0,107765.0,125000.0,880.0,380.0,126260.0,610.0,127515.0,130.0,1650.0,127582.0,126815.0,348.0,350.0,452.0,862.0,322.0,1585.0,130.0,450.0,278.0,678.0,2685.0,3660.0,400.0,390.0,1095.0,360.0,1465.0,340.0,1118.0,1300.0,2135.0,1465.0,40.0,2118.0,2055.0,1672.0,1678.0,60.0,4265.0,550.0,90.0,7262.0,82.0,150.0,100.0,40.0,60.0,1000.0,300.0,270.0,750.0,1408.0,70.0,70.0,130.0,90.0,270.0,80.0,910.0,348.0,10712.0,11658.0,3162.0,1085.0,17128.0,2062.0,1448.0,3995.0,21120.0,21120.0,21745.0,21745.0,2422.0,161720.0,395.0,1350.0,655.0,1845.0,2675.0,3630.0,167988.0,6800.0,170765.0,2228.0,1945.0,1432.0,174972.0
2011-01-19,3215.0,5192.0,730.0,585.0,1080.0,3885.0,218.0,548.0,180.0,725.0,1520.0,730.0,2250.0,310.0,2975.0,4962.0,12610.0,13885.0,1510.0,18310.0,12992.0,9892.0,13938.0,1020.0,94180.0,410.0,108782.0,125000.0,878.0,380.0,126260.0,610.0,127928.0,120.0,1642.0,129580.0,129580.0,300.0,300.0,405.0,718.0,300.0,1560.0,140.0,510.0,310.0,728.0,2710.0,3620.0,400.0,390.0,1085.0,360.0,1450.0,340.0,1110.0,1292.0,2125.0,1520.0,40.0,2165.0,2095.0,1715.0,1730.0,60.0,4318.0,550.0,90.0,7292.0,80.0,150.0,100.0,40.0,60.0,985.0,300.0,270.0,605.0,1292.0,70.0,70.0,122.0,90.0,270.0,80.0,910.0,330.0,10725.0,11695.0,3145.0,1025.0,17115.0,2022.0,1338.0,3962.0,21078.0,21078.0,21605.0,21605.0,2180.0,179458.0,328.0,1008.0,562.0,1520.0,2300.0,3495.0,188780.0,6762.0,191908.0,2258.0,1778.0,1388.0,196432.0
2011-01-20,3202.0,5115.0,730.0,570.0,1055.0,3918.0,210.0,540.0,180.0,720.0,1505.0,725.0,2230.0,240.0,2880.0,4990.0,12582.0,13860.0,1445.0,16788.0,10008.0,10340.0,13380.0,600.0,92285.0,408.0,106880.0,125000.0,870.0,380.0,126260.0,630.0,127932.0,120.0,1560.0,129515.0,129518.0,275.0,290.0,408.0,678.0,265.0,1538.0,150.0,605.0,292.0,862.0,2782.0,3588.0,400.0,390.0,1072.0,360.0,1435.0,340.0,1105.0,1288.0,2115.0,1575.0,40.0,2205.0,2135.0,1765.0,1775.0,60.0,4365.0,550.0,90.0,7322.0,80.0,150.0,100.0,40.0,60.0,962.0,300.0,260.0,460.0,1145.0,70.0,70.0,115.0,90.0,262.0,80.0,910.0,288.0,10598.0,11580.0,3130.0,958.0,16970.0,1970.0,1255.0,3910.0,20878.0,20878.0,21390.0,21390.0,1902.0,177442.0,262.0,762.0,458.0,1198.0,1692.0,2750.0,187252.0,6818.0,190962.0,2378.0,1768.0,1440.0,196825.0
