, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2018-05-29, 56994, 28529, 16717, 18971, 27685, , 1426, 3260, 4002, , , , , 1960, 49662, 52410, 103838, , 7773, , , 18421, 20159, 471, 272467, 15589, 308831, , 15846, 8712, 258371, , 267324, , 10650, 292811, 292723, 564, 582, 625, , 540, 3898, , , 1252, 2879, 3977, 5587, 1386, , , 3959, 8724, 10665, 20128, , 30872, 19218, 177, 22930, 22827, 19201, , 391, , 11000, 893, 19821, 2026, 1502, 2371, 1915, 597, 564, , 9340, , 5988, 509, , , 56, , , 9807, 1339, 36897, , 58734, 7182, , 45763, 22466, 52919, 157691, 154429, 154976, 154976, 258, 446382, 121, 232, 20, 164, 1893, 2528, 458852, 4926, 459358, 1758, 660, 1218, 
2018-05-30,55442.0,28153.0,15907.0,18222.0,26268.0,41536.0,1366.0,3167.0,3990.0,11943.0,21266.0,17027.0,39642.0,1912.0,48745.0,52264.0,103625.0,107359.0,7632.0,120317.0,12441.0,16270.0,17797.0,443.0,271758.0,13881.0,304181.0,236125.0,15488.0,8529.0,265957.0,8154.0,275063.0,1499.0,10048.0,300399.0,300187.0,504.0,513.0,565.0,2295.0,439.0,3688.0,685.0,1622.0,1044.0,2500.0,3398.0,4978.0,1296.0,2948.0,4530.0,3877.0,8549.0,10441.0,19239.0,23494.0,29303.0,19253.0,162.0,23007.0,22849.0,19051.0,19254.0,382.0,21498.0,11000.0,847.0,19935.0,1903.0,1427.0,2283.0,1913.0,537.0,399.0,2895.0,9271.0,6275.0,5980.0,477.0,118.0,16.0,47.0,4271.0,979.0,9559.0,1176.0,37172.0,38208.0,56707.0,6252.0,108687.0,42201.0,21814.0,49711.0,149475.0,147749.0,148282.0,148282.0,260.0,442509.0,111.0,220.0,19.0,179.0,1531.0,1827.0,450929.0,4871.0,451109.0,1672.0,568.0,1168.0,445757.0
2018-05-31,53212.0,27764.0,14644.0,16896.0,24591.0,39023.0,1358.0,3063.0,3923.0,11450.0,20423.0,16795.0,38453.0,1827.0,48012.0,50043.0,103368.0,105884.0,7497.0,117961.0,11104.0,15041.0,16346.0,432.0,271108.0,12829.0,301020.0,237155.0,15003.0,7996.0,266381.0,6621.0,275447.0,1320.0,8639.0,299837.0,299884.0,441.0,441.0,457.0,1903.0,363.0,3403.0,586.0,1502.0,935.0,2100.0,2635.0,4388.0,1226.0,2849.0,4101.0,3765.0,8088.0,9845.0,18244.0,22451.0,27713.0,19266.0,159.0,22851.0,22704.0,19013.0,19096.0,368.0,21454.0,11000.0,803.0,19808.0,1755.0,1331.0,2065.0,1652.0,495.0,313.0,2681.0,9235.0,6278.0,6009.0,448.0,117.0,16.0,54.0,4025.0,954.0,9239.0,1081.0,37004.0,38162.0,55225.0,5800.0,105391.0,40210.0,20467.0,47020.0,143195.0,142908.0,143427.0,143427.0,262.0,439403.0,104.0,208.0,18.0,182.0,1386.0,1550.0,448580.0,4833.0,448901.0,1598.0,513.0,1100.0,437627.0
2018-06-01,47472.0,27225.0,13139.0,15480.0,25077.0,36055.0,1347.0,3140.0,3901.0,11052.0,19940.0,16925.0,37987.0,1720.0,46924.0,46900.0,102517.0,104751.0,7372.0,116503.0,10478.0,12970.0,14986.0,408.0,269877.0,11997.0,297767.0,243334.0,14008.0,7343.0,266334.0,5962.0,275426.0,1248.0,7647.0,298845.0,298903.0,405.0,391.0,296.0,1793.0,315.0,2955.0,559.0,1401.0,950.0,1846.0,1872.0,3706.0,1351.0,2964.0,4288.0,3804.0,7656.0,9976.0,18161.0,22172.0,27208.0,19293.0,152.0,22380.0,22226.0,18624.0,18337.0,350.0,21020.0,11000.0,789.0,19684.0,1755.0,1347.0,2085.0,1644.0,511.0,343.0,2734.0,9202.0,6282.0,6041.0,416.0,115.0,14.0,57.0,3857.0,941.0,9096.0,1027.0,36616.0,38156.0,56255.0,5384.0,104401.0,39674.0,18585.0,46173.0,142597.0,142597.0,143102.0,143102.0,256.0,435991.0,99.0,198.0,17.0,156.0,1298.0,1452.0,444426.0,4793.0,444712.0,1533.0,491.0,1044.0,434817.0
2018-06-02,42097.0,26691.0,11952.0,14263.0,24912.0,34383.0,1380.0,3372.0,3875.0,10808.0,19915.0,17206.0,38129.0,1633.0,46794.0,44421.0,101731.0,103855.0,7174.0,115156.0,9885.0,9554.0,10982.0,394.0,267515.0,11122.0,290689.0,247197.0,13026.0,6992.0,264827.0,5904.0,273880.0,1180.0,7410.0,296993.0,297070.0,380.0,369.0,203.0,1700.0,276.0,2644.0,521.0,1321.0,926.0,1757.0,1383.0,3021.0,1290.0,2852.0,4305.0,3843.0,7599.0,9551.0,18201.0,21931.0,27177.0,19301.0,145.0,22012.0,21811.0,18127.0,17622.0,328.0,20271.0,11000.0,762.0,19527.0,1696.0,1316.0,1942.0,1562.0,453.0,369.0,2430.0,9164.0,6285.0,6046.0,387.0,113.0,13.0,55.0,3091.0,816.0,8883.0,1002.0,36383.0,38310.0,55627.0,5033.0,104489.0,38400.0,16928.0,45353.0,144141.0,144141.0,144631.0,144631.0,254.0,435905.0,95.0,191.0,15.0,142.0,1230.0,1370.0,443854.0,4759.0,444087.0,1471.0,480.0,1000.0,437744.0
2018-06-03,38816.0,26176.0,11166.0,13538.0,21865.0,33219.0,1343.0,3191.0,3651.0,10217.0,19065.0,15761.0,35720.0,1549.0,44805.0,43557.0,100143.0,99979.0,6913.0,111039.0,9061.0,8654.0,9876.0,383.0,264769.0,10372.0,286121.0,249128.0,12217.0,6679.0,263484.0,5859.0,272478.0,1127.0,7204.0,295255.0,295321.0,363.0,353.0,150.0,1633.0,248.0,2469.0,502.0,1214.0,906.0,1619.0,1084.0,2512.0,1151.0,2490.0,3872.0,3663.0,7469.0,9081.0,17730.0,20805.0,26414.0,19296.0,139.0,21985.0,21741.0,17913.0,17459.0,309.0,19862.0,11000.0,713.0,19307.0,1486.0,1166.0,1703.0,1310.0,386.0,315.0,2120.0,9134.0,6289.0,6041.0,357.0,109.0,11.0,51.0,2531.0,706.0,8381.0,901.0,35730.0,37889.0,49817.0,4765.0,98702.0,34755.0,15463.0,41470.0,135523.0,135523.0,135999.0,135999.0,255.0,428793.0,92.0,185.0,14.0,133.0,1171.0,1299.0,438589.0,4744.0,439100.0,1415.0,498.0,967.0,435256.0
2018-06-04,37076.0,25764.0,10706.0,13041.0,20394.0,32349.0,1240.0,2926.0,3457.0,9673.0,17822.0,14572.0,33175.0,1475.0,41746.0,42287.0,96647.0,94894.0,6657.0,105710.0,8274.0,8067.0,9215.0,373.0,261838.0,9712.0,281898.0,242691.0,11628.0,6470.0,262420.0,5889.0,271368.0,1102.0,7028.0,293867.0,293922.0,343.0,334.0,92.0,1596.0,235.0,2327.0,494.0,1151.0,957.0,1504.0,807.0,2187.0,1081.0,2321.0,3576.0,3458.0,7066.0,8650.0,17151.0,20015.0,25376.0,19291.0,134.0,21780.0,21548.0,17797.0,17430.0,293.0,19849.0,11000.0,676.0,19036.0,1357.0,1077.0,1557.0,1135.0,349.0,287.0,1902.0,9109.0,6285.0,6141.0,327.0,107.0,9.0,45.0,2155.0,651.0,7943.0,815.0,34960.0,37130.0,44741.0,4541.0,90724.0,32350.0,14400.0,38699.0,125820.0,125820.0,126282.0,126282.0,255.0,416860.0,90.0,180.0,13.0,130.0,1123.0,1243.0,426682.0,4736.0,427306.0,1366.0,501.0,941.0,424880.0
2018-06-05,37409.0,25588.0,10431.0,12916.0,19756.0,31828.0,1185.0,2761.0,3338.0,9139.0,16624.0,13891.0,31183.0,1421.0,39337.0,41079.0,92663.0,90502.0,6418.0,100620.0,7647.0,7637.0,8710.0,372.0,258602.0,9245.0,277734.0,230460.0,11141.0,6335.0,261631.0,6159.0,270127.0,1101.0,6824.0,292480.0,292562.0,347.0,335.0,74.0,1556.0,230.0,2230.0,455.0,1078.0,1037.0,1482.0,661.0,1958.0,1044.0,2241.0,3498.0,3345.0,6708.0,8161.0,16778.0,19787.0,24633.0,19287.0,130.0,21362.0,21115.0,17412.0,17022.0,283.0,19679.0,11000.0,648.0,18647.0,1288.0,1033.0,1468.0,1050.0,326.0,286.0,1730.0,9087.0,6277.0,6188.0,285.0,106.0,7.0,13.0,1872.0,598.0,7712.0,747.0,34380.0,36587.0,41720.0,4351.0,85823.0,30393.0,13628.0,36451.0,118774.0,118774.0,119223.0,119223.0,264.0,407205.0,89.0,179.0,13.0,140.0,1080.0,1191.0,416415.0,4733.0,417030.0,1320.0,487.0,921.0,409192.0
2018-06-06,38199.0,25729.0,10408.0,12467.0,18996.0,30175.0,1136.0,2735.0,3275.0,8612.0,15587.0,12846.0,28986.0,1370.0,37287.0,40884.0,88302.0,86940.0,6170.0,95600.0,7026.0,7509.0,8509.0,372.0,255335.0,9153.0,274152.0,236897.0,10987.0,6350.0,261094.0,6282.0,267986.0,1104.0,6641.0,289896.0,289971.0,374.0,349.0,125.0,1521.0,216.0,2269.0,451.0,1028.0,1434.0,1946.0,762.0,1855.0,1008.0,2080.0,3228.0,3233.0,6444.0,7570.0,16383.0,19421.0,23932.0,19282.0,126.0,19872.0,19742.0,16544.0,16376.0,273.0,19122.0,11000.0,620.0,18182.0,1235.0,1001.0,1398.0,999.0,308.0,286.0,1587.0,8365.0,6270.0,6163.0,208.0,104.0,5.0,0.0,1686.0,549.0,6673.0,689.0,33661.0,35874.0,39421.0,4180.0,81861.0,28319.0,12963.0,34186.0,113216.0,113216.0,113653.0,113653.0,301.0,399155.0,90.0,182.0,13.0,143.0,1038.0,1161.0,408256.0,4731.0,408905.0,1282.0,504.0,997.0,388968.0
2018-06-07,37609.0,25763.0,9862.0,11831.0,17637.0,28707.0,1082.0,2621.0,3117.0,8170.0,14765.0,11876.0,27082.0,1322.0,35414.0,39861.0,84117.0,83482.0,5920.0,91763.0,6570.0,7567.0,8561.0,351.0,252008.0,8744.0,270493.0,236897.0,11213.0,6217.0,260894.0,5868.0,267764.0,1032.0,6922.0,289747.0,289734.0,341.0,317.0,36.0,1417.0,200.0,2250.0,410.0,987.0,1259.0,2365.0,1014.0,1889.0,940.0,1930.0,3072.0,3010.0,6089.0,7270.0,15855.0,19038.0,23003.0,19278.0,123.0,19186.0,18644.0,15511.0,15768.0,278.0,18524.0,11000.0,590.0,17850.0,1191.0,976.0,1338.0,958.0,295.0,286.0,1466.0,6248.0,5347.0,5929.0,172.0,102.0,3.0,0.0,1483.0,512.0,5358.0,637.0,31273.0,33717.0,37181.0,4022.0,76980.0,26601.0,12389.0,32192.0,107354.0,107354.0,107779.0,107779.0,282.0,392074.0,85.0,177.0,11.0,134.0,993.0,1113.0,400757.0,4731.0,401425.0,1252.0,534.0,1055.0,384328.0
