, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2016-02-02, 3082, 5491, 646, 660, 1291, 3689, 211, 520, 150, 514, , 834, 2062, 146, 2821, 4544, 11754, 12996, 1124, , 6889, 6971, 8905, 387, 74372, 644, 82124, 104999, 1757, 477, 107296, 831, 110474, 143, 2168, 112058, 111663, 321, 310, 330, 564, 161, 1879, 270, 938, 427, 1571, 4163, 4258, 318, 406, 698, 272, 984, 388, 1268, , 2233, 1256, 35, 1463, 1385, 1067, 1119, 186, , 323, 210, 6654, 80, 143, 132, 80, 42, 538, 249, 195, 259, 848, 0, 62, 106, 82, 329, 54, 1232, 819, 11828, 13109, 4062, 2136, , 4378, 3130, 7267, 30143, 30143, 31686, 31686, 1267, 144328, 284, 1087, 227, 1035, 1327, 2432, 152656, 6688, 156268, 3148, 1509, 1905, 165177
2016-02-03,3060.0,5286.0,640.0,643.0,1250.0,3680.0,211.0,516.0,150.0,507.0,1210.0,823.0,2034.0,136.0,2747.0,4512.0,11400.0,12607.0,1069.0,15251.0,5569.0,5636.0,7514.0,337.0,72955.0,622.0,80735.0,104999.0,1611.0,471.0,107230.0,792.0,109800.0,130.0,2001.0,111851.0,111866.0,289.0,278.0,315.0,494.0,145.0,1710.0,240.0,868.0,385.0,1412.0,3846.0,3878.0,318.0,404.0,693.0,270.0,978.0,394.0,1257.0,1458.0,2213.0,1257.0,35.0,1462.0,1379.0,1050.0,1102.0,182.0,3858.0,323.0,168.0,6502.0,78.0,141.0,130.0,79.0,42.0,524.0,249.0,256.0,259.0,835.0,0.0,61.0,87.0,77.0,321.0,56.0,1169.0,726.0,11390.0,12631.0,3963.0,2030.0,21218.0,3970.0,2764.0,6547.0,27582.0,27582.0,28966.0,28966.0,1038.0,146413.0,224.0,903.0,186.0,870.0,1150.0,2099.0,155174.0,6404.0,158074.0,2851.0,1258.0,1695.0,164550.0
2016-02-04, 3023, 5141, 633, 630, 1214, 3678, 211, 511, 150, 505, 1198, 809, 2013, 130, 2700, 4504, 11312, 12512, 1026, 14851, 4725, 4743, 6432, 305, 71320, 598, 78922, 104999, 1555, 467, 107085, 754, 109635, 118, 1833, 111510, 111523, 268, 261, 308, 441, 134, 1654, 213, 814, 358, 1277, 3636, 3654, 318, 402, 685, 268, 968, 399, 1248, 1446, 2197, 1255, 35, 1455, 1372, 1046, 1097, 182, 3836, 323, 150, 6470, 78, 141, 128, 78, 42, 524, 249, 338, 259, 825, 15, 60, 95, 74, 316, 57, 1106, 663, 11003, 12105, 3889, 2000, , 3640, 2560, 6040, 26912, 26912, 28118, 28118, 917, 144897, 225, 842, 230, 709, 1372, 2107, 153148, 6398, 156005, 2904, 1459, 1702, 161861
2016-02-05, 3007, 5018, 628, 615, 1178, 3675, 211, 504, 150, 500, 1190, 798, 1992, 125, 2670, 4498, 11286, 12486, 988, 14856, 4160, 4170, 5758, 301, 69834, 574, 76456, 104915, 1509, 460, 106958, 728, 109517, 114, 1666, 111235, 111248, 265, 266, 324, 398, 139, 1560, 191, 756, 348, 1162, 3563, 3550, 318, 402, 679, 268, 957, 404, 1240, 1436, 2182, 1255, 35, 1443, 1360, 1038, 1092, 181, 3824, 323, 143, 6466, 78, 141, 126, 77, 42, 536, 249, 421, 258, 813, 41, 60, 138, 71, 312, 58, 1076, 614, 10750, 11767, 3868, 2209, , 3450, 2925, 5768, 26892, 26892, 28369, 28369, 1223, 144327, 278, 926, 369, 777, 2048, 3148, 152962, 6662, 155960, 3203, 1659, 1962, 162378
2016-02-06, 2993, 4902, 619, 599, 1144, 3671, 211, 500, 149, 496, 1182, 785, 1969, 122, 2643, 4494, 11275, 12478, 959, 14884, 3908, 3884, 5376, 318, 64905, 546, 73477, 102978, 1468, 453, 105135, 715, 107889, 112, 1503, 109723, 109823, 252, 252, 315, 373, 126, 1524, 172, 698, 331, 1040, 3462, 3438, 318, 402, 674, 267, 948, 409, 1232, 1427, 2168, 1255, 35, 1432, 1347, 1026, 1083, 180, 3812, 323, 137, 6466, 78, 141, 126, 77, 42, 598, 249, 504, 258, 807, 60, 60, 121, 70, 306, 59, 1066, 577, 10612, 11601, 3858, 2165, , 3442, 3310, 5925, 26994, 26994, 28612, 28612, 1143, 144582, 214, 724, 253, 752, 1526, 2750, 153742, 6459, 156555, 2752, 1364, 1778, 163103
2016-02-07, 2956, 4824, 612, 584, 1111, 3676, 211, 495, 147, 490, 1171, 774, 1946, 127, 2617, 4500, 11268, 12474, 935, 15324, 4137, 4070, 5512, 346, 51546, 540, 59741, 100284, 1428, 446, 102393, 756, 105152, 111, 1438, 106932, 107046, 253, 263, 326, 398, 137, 1523, 156, 645, 350, 940, 3344, 3369, 318, 401, 672, 265, 940, 414, 1226, 1420, 2155, 1255, 35, 1423, 1336, 1015, 1074, 178, 3802, 323, 131, 6467, 78, 141, 125, 77, 42, 687, 249, 570, 258, 796, 78, 58, 137, 66, 302, 60, 1055, 579, 10517, 11492, 3847, 2182, , 3484, 3560, 6108, 24942, 24942, 26769, 26769, 1030, 140814, 188, 624, 194, 584, 1111, 2122, 149830, 6264, 152630, 2662, 1319, 1748, 158924
2016-02-08, 2932, 4852, 605, 570, 1082, 3698, 211, 494, 146, 486, 1163, 771, 1934, 136, 2606, 4517, 11282, 12492, 913, 14773, 4338, 4435, 5952, 370, 52434, 532, 58496, 97590, 1401, 438, 99652, 751, 102413, 112, 1468, 104227, 104341, 234, 238, 314, 385, 141, 1520, 142, 597, 332, 881, 3255, 3289, 317, 401, 667, 265, 932, 419, 1218, 1410, 2140, 1255, 35, 1416, 1326, 1005, 1066, 177, 3790, 323, 125, 6467, 78, 140, 124, 77, 42, 788, 249, 626, 257, 794, 86, 58, 165, 65, 298, 62, 1045, 639, 10495, 11470, 3828, 2080, , 3780, 3829, 6532, 25218, 25218, 27010, 27010, 991, 137330, 156, 519, 163, 486, 904, 1802, 145480, 6143, 148055, 2517, 1142, 1675, 153992
2016-02-09, 2928, 4856, 602, 561, 1050, 3724, 211, 492, 146, 485, 1160, 766, 1926, 125, 2585, 4522, 11260, 12473, 892, 14436, 4086, 4318, 5819, 318, 52259, 515, 58598, 94897, 1424, 434, 96926, 712, 99682, 109, 1389, 101423, 101540, 210, 204, 286, 323, 114, 1466, 130, 552, 312, 797, 3127, 3218, 316, 399, 664, 263, 924, 424, 1210, 1399, 2127, 1254, 35, 1408, 1316, 997, 1059, 176, 3780, 323, 123, 6470, 77, 138, 124, 77, 42, 740, 249, 681, 257, 799, 86, 58, 172, 62, 295, 63, 1036, 616, 10461, 11483, 3803, 1873, , 3861, 3174, 6549, 24190, 24190, 25654, 25654, 852, 133834, 128, 454, 123, 385, 808, 1648, 141930, 6050, 144427, 2328, 975, 1548, 149962
2016-02-10, 2902, 4819, 597, 547, 1023, 3748, 211, 489, 146, 484, 1158, 756, 1913, 116, 2564, 4532, 11247, 12461, 875, 14499, 3666, 3934, 5400, 290, 51910, 501, 57780, 92203, 1436, 429, 94245, 693, 96994, 106, 1332, 98668, 98780, 194, 188, 282, 297, 104, 1396, 120, 511, 308, 730, 2938, 3126, 314, 398, 660, 262, 916, 428, 1201, 1389, 2114, 1253, 35, 1398, 1306, 988, 1052, 175, 3771, 323, 123, 6476, 76, 137, 123, 77, 41, 644, 249, 737, 256, 815, 82, 58, 177, 60, 291, 64, 1030, 592, 10362, 11394, 3788, 1793, , 3612, 2816, 6178, 23578, 23578, 24904, 24904, 768, 129687, 114, 414, 114, 319, 781, 1568, 137542, 6023, 139984, 2210, 876, 1467, 145094
2016-02-11, 2893, 4798, 591, 534, 996, 3769, 211, 486, 146, 478, 1152, 751, 1900, 112, 2546, 4546, 11240, 12458, 862, 14900, 3630, 3867, 5214, 310, 51792, 492, 57397, 89509, 1410, 422, 91559, 680, 94311, 108, 1338, 95982, 96093, 186, 184, 295, 298, 105, 1394, 114, 474, 324, 726, 2830, 3032, 313, 396, 656, 260, 908, 427, 1195, 1382, 2099, 1253, 35, 1390, 1295, 978, 1045, 174, 3757, 323, 123, 6482, 76, 137, 122, 77, 41, 634, 247, 792, 256, 826, 92, 59, 178, 58, 285, 66, 1022, 653, 10376, 11403, 3781, 1734, , 3400, 2905, 5998, 23476, 23476, 24856, 24856, 722, 126427, 114, 407, 120, 279, 878, 1609, 134097, 6093, 136548, 2138, 833, 1424, 141312
