, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, LUCKY PEAK RESERVOIR, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2004-02-19,2352.0,4735.0,741.0,370.0,451.0,3490.0,148.0,345.0,165.0,526.0,1110.0,544.0,1654.0,85.0,2190.0,4421.0,8251.0,8519.0,601.0,11072.0,2427.0,2580.0,84.0,57594.0,296.0,60577.0,79786.0,830.0,354.0,81119.0,435.0,83260.0,83.0,765.0,84106.0,84134.0,166.0,152.0,265.0,375.0,637.0,180.0,951.0,70.0,315.0,266.0,357.0,1712.0,2176.0,309.0,360.0,1024.0,309.0,1296.0,492.0,882.0,1096.0,1709.0,1271.0,23.0,1787.0,1581.0,1280.0,880.0,193.0,3506.0,511.0,123.0,7187.0,50.0,79.0,123.0,96.0,46.0,986.0,229.0,655.0,263.0,762.0,95.0,59.0,30.0,35.0,222.0,42.0,1063.0,1332.0,11573.0,13595.0,2724.0,1366.0,20282.0,2225.0,2418.0,4658.0,24940.0,24940.0,27427.0,27427.0,1009.0,114822.0,246.0,724.0,138.0,771.0,660.0,1562.0,122415.0,6259.0,121280.0,2674.0,2333.0,1185.0,127088.0
2004-02-20,2347.0,4740.0,738.0,367.0,446.0,3487.0,148.0,344.0,164.0,524.0,1107.0,543.0,1650.0,86.0,2186.0,4416.0,8279.0,8569.0,596.0,11140.0,2537.0,2639.0,90.0,57615.0,295.0,60664.0,79099.0,837.0,353.0,80429.0,433.0,82569.0,83.0,801.0,83450.0,83478.0,167.0,157.0,270.0,384.0,648.0,187.0,973.0,70.0,339.0,271.0,388.0,1769.0,2232.0,309.0,359.0,1022.0,308.0,1291.0,491.0,879.0,1092.0,1704.0,1270.0,23.0,1784.0,1572.0,1271.0,874.0,193.0,3501.0,511.0,126.0,7246.0,50.0,79.0,122.0,97.0,46.0,967.0,228.0,658.0,262.0,754.0,94.0,60.0,30.0,34.0,220.0,41.0,1075.0,1456.0,11744.0,13870.0,2719.0,1360.0,20670.0,2306.0,2426.0,4790.0,25460.0,25460.0,28054.0,28054.0,986.0,114825.0,220.0,726.0,99.0,855.0,658.0,1595.0,122575.0,6271.0,121406.0,2311.0,2228.0,1154.0,127488.0
2004-02-21,2341.0,4745.0,736.0,363.0,440.0,3485.0,148.0,343.0,164.0,522.0,1103.0,542.0,1645.0,86.0,2180.0,4411.0,8309.0,8608.0,595.0,11188.0,2592.0,2674.0,87.0,57667.0,294.0,60753.0,78411.0,839.0,352.0,79743.0,430.0,81882.0,82.0,798.0,82769.0,82798.0,158.0,137.0,271.0,330.0,652.0,187.0,987.0,70.0,354.0,268.0,412.0,1825.0,2294.0,308.0,358.0,1020.0,307.0,1286.0,491.0,876.0,1089.0,1698.0,1270.0,23.0,1782.0,1565.0,1263.0,868.0,193.0,3495.0,511.0,127.0,7295.0,50.0,79.0,122.0,99.0,46.0,946.0,228.0,666.0,261.0,745.0,109.0,62.0,30.0,33.0,217.0,41.0,1094.0,1469.0,11898.0,14216.0,2715.0,1356.0,21165.0,2340.0,2401.0,4815.0,25980.0,25980.0,28662.0,28662.0,875.0,114728.0,212.0,676.0,84.0,849.0,687.0,1608.0,122601.0,6299.0,121416.0,2120.0,2053.0,1108.0,127030.0
2004-02-22,2336.0,4750.0,733.0,360.0,435.0,3481.0,147.0,343.0,163.0,520.0,1100.0,541.0,1641.0,87.0,2175.0,4405.0,8345.0,8662.0,592.0,11273.0,2747.0,2712.0,90.0,57720.0,293.0,60855.0,77724.0,848.0,352.0,79055.0,428.0,81194.0,81.0,779.0,82061.0,82090.0,165.0,145.0,273.0,379.0,659.0,189.0,993.0,70.0,357.0,266.0,422.0,1859.0,2350.0,308.0,357.0,1017.0,306.0,1280.0,490.0,873.0,1085.0,1693.0,1269.0,23.0,1779.0,1556.0,1255.0,863.0,193.0,3491.0,511.0,129.0,7359.0,50.0,79.0,121.0,101.0,46.0,900.0,228.0,674.0,261.0,737.0,127.0,63.0,30.0,33.0,215.0,41.0,1113.0,1494.0,11970.0,14440.0,2706.0,1397.0,21645.0,2355.0,2400.0,4863.0,26508.0,26508.0,29292.0,29292.0,836.0,114677.0,233.0,683.0,85.0,805.0,745.0,1647.0,122510.0,6287.0,121263.0,2083.0,1958.0,1147.0,126537.0
2004-02-23,2330.0,4754.0,731.0,356.0,429.0,3478.0,147.0,342.0,163.0,518.0,1097.0,540.0,1637.0,89.0,2171.0,4400.0,8386.0,8706.0,589.0,11341.0,2894.0,2709.0,91.0,57792.0,292.0,60929.0,77036.0,853.0,351.0,78370.0,426.0,80508.0,81.0,780.0,81372.0,81400.0,168.0,140.0,276.0,424.0,670.0,197.0,1006.0,69.0,359.0,270.0,431.0,1880.0,2384.0,307.0,356.0,1015.0,305.0,1274.0,489.0,870.0,1081.0,1687.0,1268.0,23.0,1777.0,1549.0,1247.0,857.0,193.0,3488.0,511.0,130.0,7413.0,50.0,79.0,121.0,102.0,45.0,877.0,230.0,682.0,260.0,736.0,133.0,63.0,29.0,32.0,212.0,40.0,1135.0,1502.0,12084.0,14682.0,2704.0,1473.0,22124.0,2392.0,2458.0,4951.0,27075.0,27075.0,29862.0,29862.0,959.0,114742.0,260.0,709.0,92.0,811.0,777.0,1757.0,122657.0,6313.0,121376.0,2061.0,1907.0,1178.0,126530.0
2004-02-24,2323.0,4759.0,728.0,352.0,425.0,3477.0,146.0,341.0,162.0,517.0,1093.0,539.0,1632.0,89.0,2166.0,4394.0,8430.0,8749.0,585.0,11367.0,3033.0,2751.0,98.0,57851.0,291.0,61046.0,76349.0,861.0,350.0,77684.0,424.0,79822.0,80.0,805.0,80708.0,80736.0,182.0,153.0,277.0,380.0,680.0,208.0,1027.0,81.0,365.0,300.0,444.0,1908.0,2417.0,307.0,355.0,1013.0,304.0,1269.0,489.0,867.0,1077.0,1682.0,1268.0,23.0,1774.0,1541.0,1240.0,851.0,193.0,3484.0,511.0,132.0,7462.0,50.0,79.0,120.0,103.0,45.0,862.0,232.0,691.0,259.0,736.0,140.0,64.0,29.0,32.0,209.0,40.0,1165.0,1507.0,12176.0,14893.0,2700.0,1553.0,22556.0,2448.0,2510.0,5066.0,27622.0,27622.0,30594.0,30594.0,947.0,114718.0,264.0,739.0,87.0,835.0,787.0,1813.0,122755.0,6304.0,121419.0,2075.0,1937.0,1234.0,126589.0
2004-02-25,2317.0,4774.0,726.0,348.0,421.0,3477.0,146.0,340.0,162.0,515.0,1090.0,538.0,1628.0,90.0,2161.0,4391.0,8484.0,8825.0,584.0,11482.0,3131.0,2827.0,103.0,57893.0,290.0,61170.0,75661.0,883.0,350.0,76999.0,422.0,79136.0,79.0,824.0,80043.0,80071.0,191.0,148.0,279.0,344.0,686.0,214.0,1046.0,94.0,381.0,319.0,468.0,1947.0,2459.0,306.0,354.0,1011.0,304.0,1263.0,488.0,863.0,1074.0,1676.0,1267.0,23.0,1772.0,1534.0,1235.0,847.0,193.0,3481.0,511.0,135.0,7493.0,50.0,79.0,120.0,105.0,45.0,806.0,232.0,701.0,258.0,732.0,153.0,65.0,29.0,32.0,207.0,40.0,1197.0,1568.0,12320.0,15241.0,2697.0,1608.0,23092.0,2505.0,2500.0,5166.0,28258.0,28258.0,31409.0,31409.0,903.0,114820.0,258.0,732.0,92.0,861.0,807.0,1865.0,122923.0,6280.0,121506.0,2103.0,1992.0,1233.0,126816.0
2004-02-26,2311.0,4780.0,723.0,344.0,417.0,3478.0,146.0,339.0,161.0,513.0,1087.0,537.0,1623.0,92.0,2157.0,4393.0,8536.0,8884.0,586.0,11537.0,3183.0,2798.0,99.0,57981.0,289.0,61229.0,74974.0,909.0,349.0,76325.0,420.0,78460.0,79.0,830.0,79373.0,79401.0,196.0,156.0,281.0,416.0,689.0,215.0,1053.0,101.0,390.0,296.0,488.0,1983.0,2495.0,306.0,353.0,1009.0,303.0,1258.0,487.0,860.0,1070.0,1671.0,1266.0,23.0,1771.0,1527.0,1230.0,844.0,193.0,3480.0,511.0,139.0,7524.0,50.0,79.0,119.0,105.0,45.0,720.0,233.0,709.0,258.0,721.0,156.0,64.0,29.0,31.0,204.0,40.0,1213.0,1561.0,12424.0,15619.0,2701.0,1630.0,23791.0,2561.0,2509.0,5213.0,29004.0,29004.0,32219.0,32219.0,864.0,115002.0,258.0,717.0,90.0,847.0,798.0,1879.0,123186.0,6179.0,121618.0,2074.0,1756.0,1200.0,126828.0
2004-02-27,2305.0,4779.0,721.0,340.0,413.0,3478.0,146.0,339.0,161.0,511.0,1083.0,536.0,1619.0,93.0,2152.0,4445.0,8584.0,8937.0,583.0,11563.0,3179.0,2746.0,94.0,57920.0,288.0,61226.0,74287.0,928.0,348.0,75659.0,418.0,77793.0,78.0,826.0,78702.0,78730.0,185.0,143.0,281.0,367.0,689.0,211.0,1053.0,107.0,393.0,289.0,500.0,1996.0,2512.0,305.0,352.0,1007.0,302.0,1253.0,487.0,857.0,1066.0,1665.0,1266.0,23.0,1769.0,1520.0,1224.0,841.0,193.0,3478.0,511.0,140.0,7554.0,50.0,79.0,119.0,105.0,44.0,650.0,233.0,715.0,257.0,711.0,158.0,64.0,29.0,31.0,202.0,39.0,1220.0,1525.0,12429.0,15847.0,2695.0,1572.0,24298.0,2612.0,2537.0,5210.0,29508.0,29508.0,32580.0,32580.0,809.0,114910.0,238.0,665.0,87.0,821.0,775.0,1805.0,123107.0,6061.0,121392.0,2013.0,1491.0,1122.0,126321.0
2004-02-28,2299.0,4788.0,718.0,337.0,409.0,3476.0,146.0,338.0,160.0,510.0,1081.0,535.0,1615.0,95.0,2148.0,4498.0,8651.0,9025.0,576.0,11659.0,3275.0,2800.0,96.0,54396.0,287.0,58859.0,73636.0,942.0,348.0,75021.0,417.0,77150.0,77.0,834.0,78059.0,78085.0,187.0,151.0,281.0,424.0,696.0,222.0,1059.0,114.0,394.0,296.0,507.0,1995.0,2521.0,305.0,351.0,1005.0,301.0,1248.0,486.0,854.0,1063.0,1660.0,1265.0,23.0,1766.0,1512.0,1218.0,837.0,193.0,3476.0,511.0,138.0,7557.0,50.0,79.0,118.0,106.0,44.0,553.0,234.0,718.0,256.0,704.0,161.0,63.0,29.0,31.0,199.0,39.0,1222.0,1485.0,12430.0,16002.0,2684.0,1519.0,24600.0,2640.0,2554.0,5257.0,29858.0,29858.0,32918.0,32918.0,757.0,114497.0,230.0,613.0,82.0,759.0,781.0,1768.0,122624.0,6010.0,120814.0,1995.0,1333.0,1107.0,125397.0
2004-02-29,2330.0,4754.0,731.0,356.0,429.0,3478.0,147.0,342.0,163.0,518.0,1097.0,540.0,1637.0,89.0,2171.0,4400.0,8386.0,8706.0,589.0,11341.0,2894.0,2709.0,91.0,57792.0,292.0,60929.0,77036.0,853.0,351.0,78370.0,426.0,80508.0,81.0,780.0,81372.0,81400.0,168.0,140.0,276.0,424.0,670.0,197.0,1006.0,69.0,359.0,270.0,431.0,1880.0,2384.0,307.0,356.0,1015.0,305.0,1274.0,489.0,870.0,1081.0,1687.0,1268.0,23.0,1777.0,1549.0,1247.0,857.0,193.0,3488.0,511.0,130.0,7413.0,50.0,79.0,121.0,102.0,45.0,877.0,230.0,682.0,260.0,736.0,133.0,63.0,29.0,32.0,212.0,40.0,1135.0,1502.0,12084.0,14682.0,2704.0,1473.0,22124.0,2392.0,2458.0,4951.0,27075.0,27075.0,29862.0,29862.0,959.0,114742.0,260.0,709.0,92.0,811.0,777.0,1757.0,122657.0,6313.0,121376.0,2061.0,1907.0,1178.0,126530.0
2004-03-01,2293.0,4794.0,716.0,335.0,404.0,3470.0,146.0,338.0,160.0,508.0,1078.0,534.0,1612.0,95.0,2144.0,4490.0,9523.0,9890.0,572.0,12270.0,3505.0,3793.0,105.0,52502.0,286.0,57376.0,73040.0,954.0,347.0,74448.0,432.0,76593.0,76.0,850.0,77541.0,77573.0,188.0,146.0,282.0,468.0,699.0,232.0,1072.0,119.0,396.0,288.0,516.0,2000.0,2512.0,304.0,350.0,1004.0,300.0,1243.0,485.0,851.0,1059.0,1654.0,1264.0,23.0,1764.0,1505.0,1212.0,834.0,193.0,3473.0,511.0,140.0,7596.0,50.0,79.0,118.0,107.0,44.0,454.0,234.0,723.0,256.0,698.0,167.0,63.0,29.0,32.0,196.0,39.0,1229.0,1454.0,12414.0,16102.0,2679.0,1540.0,24736.0,2656.0,2599.0,5442.0,30178.0,30178.0,33372.0,33372.0,799.0,114428.0,227.0,611.0,82.0,709.0,807.0,1825.0,122449.0,6020.0,120581.0,1984.0,1401.0,1143.0,125037.0
2004-03-02,2288.0,4795.0,713.0,332.0,400.0,3465.0,146.0,337.0,159.0,506.0,1075.0,533.0,1607.0,96.0,2140.0,4426.0,11741.0,12100.0,571.0,14444.0,3604.0,4581.0,108.0,51033.0,286.0,56364.0,72385.0,960.0,347.0,73788.0,422.0,75915.0,75.0,840.0,76836.0,76864.0,186.0,152.0,284.0,475.0,696.0,222.0,1074.0,118.0,394.0,278.0,524.0,2004.0,2506.0,304.0,349.0,1002.0,299.0,1238.0,485.0,848.0,1055.0,1649.0,1264.0,23.0,1763.0,1498.0,1206.0,829.0,193.0,3471.0,511.0,142.0,7648.0,49.0,79.0,117.0,111.0,43.0,388.0,234.0,730.0,255.0,694.0,178.0,83.0,29.0,32.0,193.0,39.0,1261.0,1525.0,12489.0,16286.0,2687.0,1535.0,24955.0,2678.0,2640.0,5590.0,30546.0,30546.0,33821.0,33821.0,842.0,114258.0,201.0,577.0,85.0,698.0,813.0,1919.0,122413.0,5962.0,120442.0,1980.0,1491.0,1152.0,125069.0
2004-03-03,2282.0,4791.0,711.0,329.0,397.0,3459.0,146.0,337.0,159.0,504.0,1072.0,532.0,1604.0,94.0,2132.0,4391.0,12311.0,12667.0,563.0,15205.0,3534.0,4504.0,102.0,51966.0,285.0,56575.0,71760.0,962.0,346.0,73168.0,416.0,75294.0,74.0,820.0,76195.0,76222.0,184.0,156.0,288.0,472.0,693.0,215.0,1063.0,120.0,393.0,278.0,525.0,1986.0,2498.0,303.0,349.0,999.0,298.0,1234.0,484.0,845.0,1051.0,1643.0,1263.0,23.0,1760.0,1490.0,1198.0,825.0,193.0,3468.0,511.0,140.0,7663.0,49.0,79.0,117.0,115.0,43.0,355.0,234.0,734.0,254.0,684.0,177.0,115.0,30.0,33.0,190.0,38.0,1281.0,1426.0,12525.0,16475.0,2688.0,1485.0,25281.0,2726.0,2612.0,5661.0,30942.0,30942.0,34121.0,34121.0,852.0,113979.0,177.0,531.0,86.0,656.0,841.0,1915.0,122178.0,5901.0,120101.0,1971.0,1443.0,1143.0,124728.0
2004-03-04,2276.0,4785.0,708.0,326.0,395.0,3454.0,145.0,336.0,158.0,503.0,1069.0,531.0,1600.0,94.0,2127.0,4379.0,12292.0,12635.0,551.0,15159.0,3417.0,4376.0,99.0,52772.0,284.0,57520.0,71135.0,969.0,345.0,72542.0,414.0,74668.0,74.0,808.0,75556.0,75582.0,181.0,157.0,288.0,400.0,695.0,209.0,1057.0,119.0,399.0,274.0,533.0,1965.0,2476.0,303.0,348.0,996.0,297.0,1228.0,483.0,841.0,1048.0,1638.0,1262.0,23.0,1756.0,1481.0,1189.0,819.0,193.0,3463.0,511.0,134.0,7647.0,49.0,79.0,116.0,116.0,43.0,348.0,235.0,735.0,253.0,677.0,168.0,133.0,30.0,34.0,188.0,38.0,1283.0,1387.0,12496.0,16462.0,2669.0,1488.0,25360.0,2738.0,2582.0,5755.0,31115.0,31115.0,34338.0,34338.0,893.0,113613.0,161.0,560.0,92.0,612.0,868.0,1900.0,121769.0,5880.0,119627.0,1975.0,1381.0,1176.0,124218.0
2004-03-05,2271.0,4777.0,706.0,324.0,393.0,3449.0,145.0,335.0,158.0,501.0,1066.0,530.0,1596.0,95.0,2122.0,4370.0,12274.0,12618.0,538.0,15126.0,3446.0,4347.0,98.0,52825.0,283.0,57683.0,70510.0,977.0,345.0,71919.0,420.0,74043.0,73.0,812.0,74932.0,74957.0,184.0,165.0,286.0,381.0,696.0,214.0,1056.0,114.0,391.0,266.0,526.0,1949.0,2452.0,302.0,347.0,994.0,296.0,1222.0,483.0,838.0,1044.0,1632.0,1262.0,23.0,1750.0,1470.0,1178.0,811.0,193.0,3457.0,511.0,134.0,7643.0,49.0,79.0,116.0,117.0,43.0,355.0,235.0,736.0,253.0,674.0,171.0,150.0,30.0,34.0,185.0,38.0,1297.0,1412.0,12513.0,16472.0,2654.0,1553.0,25390.0,2717.0,2573.0,5834.0,31223.0,31223.0,34651.0,34651.0,871.0,113170.0,166.0,617.0,100.0,646.0,886.0,1924.0,121329.0,5923.0,119176.0,2003.0,1354.0,1210.0,123736.0
2004-03-06,2265.0,4769.0,704.0,322.0,391.0,3444.0,144.0,334.0,157.0,499.0,1062.0,530.0,1592.0,95.0,2117.0,4378.0,12276.0,12618.0,527.0,15124.0,3539.0,4445.0,97.0,52790.0,283.0,57757.0,69885.0,991.0,344.0,71297.0,427.0,73421.0,72.0,822.0,74319.0,74345.0,188.0,177.0,286.0,480.0,702.0,223.0,1066.0,111.0,383.0,278.0,516.0,1932.0,2436.0,302.0,346.0,991.0,296.0,1216.0,482.0,835.0,1040.0,1627.0,1261.0,23.0,1744.0,1459.0,1166.0,802.0,193.0,3449.0,511.0,136.0,7666.0,49.0,79.0,115.0,121.0,42.0,375.0,235.0,742.0,252.0,672.0,194.0,178.0,30.0,35.0,182.0,38.0,1335.0,1537.0,12618.0,16621.0,2660.0,1637.0,25587.0,2718.0,2652.0,5956.0,31543.0,31543.0,35279.0,35279.0,873.0,112971.0,211.0,604.0,111.0,677.0,939.0,1990.0,121187.0,5998.0,119043.0,2056.0,1385.0,1270.0,123650.0
2004-03-07,2260.0,4775.0,701.0,320.0,389.0,3439.0,145.0,334.0,157.0,498.0,1059.0,530.0,1589.0,98.0,2114.0,4432.0,12322.0,12680.0,520.0,15217.0,3733.0,4646.0,103.0,52793.0,282.0,57954.0,69266.0,1006.0,344.0,70684.0,443.0,72805.0,71.0,839.0,73716.0,73741.0,199.0,169.0,287.0,461.0,713.0,244.0,1090.0,114.0,387.0,308.0,518.0,1935.0,2413.0,301.0,345.0,990.0,298.0,1211.0,481.0,832.0,1036.0,1621.0,1260.0,23.0,1740.0,1449.0,1156.0,793.0,193.0,3442.0,511.0,142.0,7705.0,49.0,79.0,115.0,125.0,42.0,410.0,235.0,752.0,251.0,668.0,207.0,191.0,30.0,36.0,179.0,37.0,1388.0,1599.0,12757.0,16883.0,2680.0,1709.0,26069.0,2776.0,2801.0,6200.0,32269.0,32269.0,36343.0,36343.0,951.0,113296.0,219.0,619.0,120.0,662.0,1002.0,2162.0,121567.0,6019.0,119369.0,2097.0,1356.0,1266.0,124027.0
2004-03-08,2256.0,4791.0,699.0,318.0,387.0,3440.0,151.0,336.0,156.0,496.0,1056.0,533.0,1589.0,100.0,2113.0,4483.0,12434.0,12816.0,519.0,15407.0,3986.0,4918.0,105.0,52910.0,281.0,58319.0,68871.0,1019.0,343.0,70276.0,448.0,72369.0,70.0,858.0,73262.0,73276.0,199.0,171.0,292.0,423.0,724.0,265.0,1123.0,109.0,400.0,286.0,533.0,1966.0,2397.0,301.0,344.0,988.0,302.0,1208.0,481.0,829.0,1033.0,1616.0,1260.0,23.0,1738.0,1441.0,1149.0,786.0,193.0,3437.0,511.0,147.0,7755.0,49.0,79.0,114.0,128.0,42.0,572.0,235.0,761.0,251.0,663.0,218.0,198.0,30.0,57.0,176.0,37.0,1439.0,1642.0,12878.0,17026.0,2695.0,1749.0,26471.0,2858.0,2841.0,6432.0,32903.0,32903.0,37253.0,37253.0,983.0,113749.0,200.0,574.0,118.0,662.0,1036.0,2307.0,122244.0,5957.0,119935.0,2102.0,1240.0,1231.0,124563.0
2004-03-09,2292.0,4814.0,697.0,317.0,385.0,3452.0,157.0,341.0,156.0,497.0,1059.0,533.0,1592.0,103.0,2113.0,4516.0,12563.0,12975.0,528.0,15636.0,4420.0,5341.0,121.0,53130.0,281.0,58958.0,68648.0,1041.0,342.0,70060.0,479.0,72147.0,69.0,897.0,73063.0,73070.0,237.0,229.0,321.0,632.0,763.0,298.0,1189.0,115.0,416.0,294.0,549.0,2020.0,2422.0,300.0,343.0,989.0,304.0,1207.0,480.0,826.0,1029.0,1611.0,1259.0,23.0,1740.0,1436.0,1144.0,782.0,193.0,3435.0,511.0,151.0,7842.0,49.0,79.0,114.0,131.0,42.0,895.0,235.0,772.0,250.0,657.0,278.0,204.0,84.0,207.0,173.0,37.0,1518.0,1758.0,13079.0,17122.0,2714.0,1804.0,26634.0,2969.0,2990.0,6730.0,33364.0,33364.0,38165.0,38165.0,1013.0,114285.0,211.0,562.0,131.0,612.0,1069.0,2369.0,122804.0,5977.0,120461.0,2182.0,1268.0,1305.0,124989.0
2004-03-10,2387.0,4866.0,694.0,315.0,384.0,3470.0,163.0,347.0,155.0,498.0,1064.0,534.0,1597.0,105.0,2118.0,4575.0,12736.0,13199.0,547.0,16113.0,4954.0,5929.0,136.0,53463.0,280.0,59851.0,68426.0,1061.0,342.0,69853.0,483.0,71939.0,69.0,948.0,72904.0,72911.0,267.0,270.0,348.0,763.0,822.0,330.0,1308.0,126.0,449.0,321.0,581.0,2142.0,2472.0,300.0,342.0,990.0,309.0,1207.0,479.0,823.0,1025.0,1605.0,1258.0,23.0,1746.0,1437.0,1145.0,781.0,193.0,3437.0,511.0,153.0,7911.0,49.0,79.0,113.0,137.0,41.0,1212.0,240.0,785.0,249.0,650.0,369.0,206.0,146.0,275.0,171.0,37.0,1598.0,1880.0,13469.0,17355.0,2731.0,1875.0,26833.0,3125.0,3319.0,7094.0,33928.0,33928.0,39258.0,39258.0,1099.0,115255.0,227.0,588.0,143.0,594.0,1138.0,2457.0,123770.0,5999.0,121381.0,2254.0,1355.0,1355.0,126123.0
2004-03-11,2430.0,4896.0,692.0,314.0,382.0,3490.0,168.0,354.0,155.0,495.0,1067.0,532.0,1598.0,106.0,2122.0,4591.0,12866.0,13339.0,570.0,16142.0,5278.0,6424.0,146.0,53898.0,280.0,60812.0,68204.0,1068.0,341.0,69647.0,495.0,71732.0,68.0,971.0,72728.0,72736.0,268.0,269.0,360.0,767.0,839.0,341.0,1389.0,135.0,476.0,338.0,615.0,2284.0,2560.0,299.0,341.0,992.0,312.0,1209.0,479.0,819.0,1021.0,1600.0,1258.0,23.0,1754.0,1439.0,1148.0,784.0,193.0,3442.0,511.0,151.0,7968.0,49.0,79.0,113.0,147.0,41.0,1399.0,259.0,801.0,248.0,643.0,461.0,204.0,177.0,282.0,168.0,36.0,1684.0,1981.0,13826.0,17589.0,2744.0,1922.0,27083.0,3270.0,3494.0,7355.0,34438.0,34438.0,39877.0,39877.0,1135.0,116135.0,240.0,611.0,149.0,613.0,1162.0,2544.0,124821.0,5956.0,122348.0,2274.0,1399.0,1333.0,127259.0
2004-03-12,2407.0,4901.0,690.0,312.0,381.0,3505.0,169.0,358.0,154.0,491.0,1069.0,530.0,1599.0,107.0,2124.0,4587.0,12943.0,13417.0,578.0,16182.0,5146.0,6422.0,133.0,54032.0,282.0,61037.0,67981.0,1074.0,341.0,69431.0,495.0,71516.0,67.0,970.0,72514.0,72523.0,259.0,238.0,347.0,591.0,823.0,333.0,1406.0,136.0,488.0,313.0,631.0,2352.0,2673.0,299.0,340.0,994.0,314.0,1214.0,478.0,816.0,1018.0,1594.0,1257.0,22.0,1761.0,1441.0,1152.0,790.0,193.0,3454.0,511.0,149.0,7986.0,48.0,79.0,112.0,155.0,41.0,1492.0,274.0,813.0,248.0,634.0,473.0,187.0,174.0,242.0,165.0,36.0,1719.0,1992.0,14010.0,17632.0,2748.0,1892.0,27064.0,3368.0,3467.0,7385.0,34449.0,34449.0,39768.0,39768.0,1119.0,116269.0,227.0,601.0,145.0,626.0,1154.0,2524.0,125144.0,5922.0,122623.0,2279.0,1363.0,1315.0,127608.0
