, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2006-05-22,69511.0,41106.0,20455.0,18772.0,26838.0,42063.0,488.0,1370.0,3134.0,7681.0,12124.0,16058.0,29826.0,2320.0,38617.0,50559.0,80080.0,84037.0,8169.0,99230.0,18265.0,18847.0,450.0,208414.0,28140.0,263073.0,97055.0,16421.0,13708.0,126700.0,10758.0,130020.0,2533.0,15348.0,151505.0,150857.0,1001.0,892.0,239.0,4031.0,1061.0,1382.0,3924.0,1394.0,4384.0,2009.0,8484.0,9774.0,10937.0,1784.0,3499.0,6233.0,4191.0,9357.0,10737.0,10048.0,14247.0,22675.0,10650.0,444.0,13227.0,11776.0,8813.0,7513.0,1033.0,9763.0,92.0,2308.0,12297.0,4039.0,3039.0,6076.0,6134.0,1251.0,2911.0,7805.0,16154.0,6275.0,6938.0,784.0,766.0,193.0,1284.0,8262.0,2227.0,13292.0,4790.0,42692.0,45351.0,82020.0,11965.0,137288.0,47103.0,24212.0,52458.0,189746.0,189746.0,190015.0,190015.0,787.0,358708.0,369.0,564.0,60.0,324.0,4647.0,7217.0,376099.0,8003.0,378885.0,3652.0,1395.0,1983.0,387562.0
2006-05-23,60736.0,41572.0,20278.0,16898.0,26841.0,41158.0,527.0,1432.0,3087.0,7413.0,11973.0,16897.0,30293.0,2500.0,38370.0,50529.0,82829.0,86742.0,8071.0,101656.0,16717.0,19285.0,516.0,214105.0,26153.0,264497.0,110000.0,15216.0,12630.0,138726.0,9610.0,142245.0,2224.0,14699.0,157597.0,157458.0,835.0,833.0,216.0,3872.0,1086.0,1260.0,3529.0,1339.0,4114.0,1773.0,7806.0,8693.0,10350.0,2029.0,3429.0,6354.0,3989.0,9225.0,11044.0,10245.0,13997.0,22104.0,10579.0,437.0,13618.0,12734.0,10988.0,10786.0,982.0,13008.0,141.0,2259.0,12459.0,3624.0,2771.0,5932.0,5942.0,1125.0,2937.0,7457.0,15835.0,6284.0,6946.0,753.0,776.0,190.0,1254.0,8204.0,2122.0,12699.0,4644.0,42039.0,44619.0,78788.0,12381.0,137357.0,48068.0,23924.0,53893.0,191250.0,191250.0,191515.0,191515.0,754.0,357728.0,331.0,535.0,58.0,258.0,4943.0,6943.0,370051.0,8103.0,372892.0,3591.0,1451.0,1855.0,379562.0
2006-05-24,56451.0,40681.0,19189.0,15326.0,25322.0,39491.0,556.0,1475.0,2956.0,7321.0,11900.0,16457.0,29553.0,2502.0,38703.0,48608.0,84912.0,88666.0,7877.0,102995.0,16307.0,19246.0,464.0,217442.0,24257.0,264334.0,127500.0,14613.0,11235.0,154018.0,8474.0,157262.0,1957.0,13427.0,169225.0,168689.0,701.0,681.0,275.0,3261.0,1349.0,1082.0,3331.0,1279.0,3821.0,1684.0,7053.0,7410.0,9083.0,1758.0,2863.0,5811.0,3670.0,9013.0,10614.0,9910.0,13568.0,21135.0,10418.0,404.0,13419.0,12417.0,11171.0,11854.0,914.0,14895.0,192.0,2155.0,12526.0,3136.0,2376.0,5542.0,5576.0,1014.0,2939.0,6852.0,15229.0,6295.0,6897.0,683.0,673.0,185.0,1145.0,7181.0,1968.0,12389.0,3985.0,40922.0,43607.0,75954.0,11746.0,134739.0,40947.0,22452.0,52612.0,187351.0,187351.0,187611.0,187611.0,657.0,362390.0,270.0,456.0,55.0,229.0,4802.0,6781.0,374984.0,7655.0,377492.0,3355.0,1350.0,1702.0,383988.0
2006-05-25,52413.0,39612.0,17536.0,14086.0,23236.0,36837.0,527.0,1381.0,2742.0,6957.0,11294.0,15051.0,27313.0,2267.0,36073.0,45606.0,83853.0,87331.0,7603.0,101257.0,14571.0,18473.0,387.0,219130.0,22468.0,261836.0,137500.0,14300.0,10011.0,162375.0,7612.0,165682.0,1761.0,12009.0,176840.0,176560.0,603.0,570.0,368.0,2763.0,1720.0,918.0,3455.0,1136.0,3394.0,1423.0,6232.0,6562.0,7559.0,1499.0,2468.0,5244.0,3271.0,8277.0,10008.0,9197.0,12736.0,19693.0,10700.0,366.0,12732.0,11662.0,10523.0,11440.0,860.0,14773.0,223.0,1997.0,12616.0,2723.0,2023.0,5078.0,5070.0,936.0,2853.0,6218.0,14574.0,6288.0,6892.0,631.0,587.0,180.0,1079.0,6426.0,1836.0,12245.0,3318.0,39694.0,42198.0,68023.0,10985.0,127219.0,35225.0,20841.0,46782.0,174001.0,174001.0,174253.0,174253.0,580.0,361700.0,238.0,407.0,57.0,182.0,4561.0,6466.0,376039.0,7285.0,378472.0,3031.0,1163.0,1551.0,384992.0
2006-05-26,47727.0,38337.0,15471.0,12071.0,21105.0,32909.0,507.0,1331.0,2632.0,6624.0,10731.0,14314.0,25785.0,2014.0,33262.0,41755.0,81065.0,84314.0,7236.0,97613.0,12362.0,16280.0,358.0,219144.0,20520.0,256688.0,147500.0,13763.0,9275.0,171160.0,6964.0,174217.0,1562.0,10732.0,184014.0,183705.0,585.0,542.0,506.0,2561.0,2160.0,805.0,3708.0,1035.0,2966.0,1243.0,5325.0,5623.0,6662.0,1435.0,2274.0,4972.0,3057.0,7554.0,9647.0,8771.0,12052.0,18486.0,12090.0,335.0,13155.0,11913.0,10245.0,10784.0,839.0,14153.0,243.0,1842.0,12607.0,2450.0,1810.0,4712.0,4678.0,883.0,2737.0,5763.0,13969.0,6263.0,6916.0,598.0,522.0,176.0,1033.0,5891.0,1728.0,12880.0,2829.0,38994.0,41279.0,62056.0,10509.0,119410.0,31665.0,19390.0,41355.0,160764.0,160764.0,161010.0,161010.0,556.0,354014.0,219.0,383.0,56.0,151.0,4326.0,6090.0,368034.0,7051.0,370388.0,2653.0,989.0,1418.0,376519.0
2006-05-27,43750.0,37616.0,13343.0,10295.0,19040.0,28913.0,491.0,1336.0,2457.0,6665.0,10627.0,13877.0,25017.0,1835.0,31875.0,36930.0,78563.0,81584.0,6955.0,94599.0,10791.0,14267.0,339.0,219078.0,18630.0,252608.0,155000.0,13844.0,9572.0,178815.0,7223.0,182206.0,1545.0,9699.0,191297.0,191052.0,647.0,598.0,620.0,2601.0,2487.0,792.0,4009.0,1005.0,2719.0,1171.0,4699.0,5080.0,5900.0,1365.0,2000.0,4646.0,2837.0,7069.0,9057.0,8520.0,11656.0,17821.0,12110.0,308.0,13715.0,12619.0,11080.0,11137.0,823.0,14245.0,263.0,1701.0,12543.0,2208.0,1628.0,4411.0,4367.0,850.0,2617.0,5353.0,13289.0,6234.0,6901.0,572.0,475.0,171.0,943.0,5252.0,1613.0,13067.0,2435.0,39433.0,41492.0,57517.0,9651.0,113926.0,29286.0,17575.0,34896.0,148823.0,148823.0,149071.0,149071.0,501.0,347575.0,206.0,359.0,52.0,145.0,3938.0,5661.0,360932.0,6922.0,363186.0,2402.0,909.0,1311.0,368623.0
2006-05-28,40037.0,37643.0,11527.0,8935.0,16885.0,25607.0,481.0,1343.0,2227.0,6510.0,10230.0,12680.0,23194.0,1622.0,30370.0,32547.0,73933.0,76798.0,6868.0,89777.0,9632.0,12952.0,323.0,219079.0,17042.0,249976.0,155000.0,15696.0,10506.0,180321.0,7455.0,183955.0,1616.0,9060.0,192846.0,192798.0,662.0,626.0,610.0,2856.0,2553.0,833.0,4148.0,1022.0,2766.0,1169.0,4596.0,4865.0,5400.0,1271.0,1662.0,4213.0,2539.0,6499.0,8000.0,7877.0,10817.0,16801.0,11955.0,284.0,13151.0,12125.0,11038.0,11501.0,800.0,14836.0,283.0,1573.0,12248.0,1936.0,1418.0,4095.0,4043.0,810.0,2493.0,4873.0,12557.0,6202.0,6824.0,550.0,439.0,167.0,832.0,4748.0,1475.0,12048.0,2094.0,38204.0,40556.0,51354.0,8670.0,107119.0,26492.0,15525.0,32028.0,139147.0,139147.0,139481.0,139481.0,448.0,341909.0,195.0,338.0,49.0,140.0,3527.0,5149.0,355140.0,6801.0,357343.0,2299.0,876.0,1242.0,362424.0
2006-05-29,37205.0,36729.0,10418.0,8085.0,15179.0,23465.0,482.0,1375.0,2066.0,6104.0,9662.0,11632.0,21358.0,1412.0,27836.0,29255.0,67349.0,70081.0,6664.0,82521.0,8342.0,11645.0,309.0,211040.0,15509.0,241204.0,155469.0,17954.0,10957.0,183220.0,7243.0,186714.0,1585.0,8571.0,194931.0,194822.0,579.0,550.0,543.0,2641.0,2519.0,763.0,4101.0,968.0,2691.0,1272.0,4682.0,4944.0,5261.0,1216.0,1371.0,3814.0,2246.0,5782.0,6908.0,7230.0,9785.0,15320.0,12261.0,264.0,12210.0,11180.0,10173.0,10879.0,763.0,14454.0,303.0,1458.0,11774.0,1677.0,1245.0,3770.0,3671.0,765.0,2378.0,4357.0,11835.0,6169.0,6682.0,528.0,412.0,162.0,748.0,4377.0,1377.0,10892.0,1794.0,36281.0,38650.0,46223.0,7801.0,100280.0,24261.0,14091.0,29913.0,130193.0,130193.0,130530.0,130530.0,408.0,333394.0,186.0,320.0,44.0,135.0,3169.0,4648.0,346085.0,6671.0,348267.0,2283.0,802.0,1220.0,353279.0
2006-05-30,34839.0,35751.0,9848.0,7465.0,13858.0,22183.0,460.0,1272.0,1928.0,5589.0,8984.0,10706.0,19690.0,1320.0,25718.0,27126.0,61689.0,64321.0,6322.0,75983.0,7368.0,10390.0,297.0,199833.0,14064.0,227158.0,162031.0,18539.0,10484.0,190858.0,6595.0,193799.0,1451.0,8112.0,200874.0,200540.0,500.0,468.0,488.0,2277.0,2456.0,673.0,3860.0,924.0,2538.0,1221.0,4458.0,4555.0,5263.0,1186.0,1263.0,3588.0,2092.0,5097.0,6292.0,8063.0,9857.0,14442.0,13807.0,247.0,12146.0,10900.0,9331.0,9847.0,722.0,13448.0,310.0,1353.0,11374.0,1566.0,1176.0,3553.0,3389.0,725.0,2279.0,4070.0,11123.0,6137.0,6576.0,505.0,391.0,158.0,687.0,4214.0,1350.0,10060.0,1557.0,34184.0,36487.0,42854.0,7054.0,95224.0,22705.0,13057.0,31097.0,126321.0,126321.0,126585.0,126585.0,377.0,330559.0,177.0,304.0,41.0,130.0,2866.0,4213.0,341315.0,6557.0,343227.0,2230.0,748.0,1225.0,347619.0
2006-05-31,32560.0,34899.0,9672.0,7027.0,12877.0,21408.0,430.0,1156.0,1817.0,5087.0,8242.0,9941.0,18183.0,1296.0,23843.0,25911.0,57426.0,59980.0,5955.0,70965.0,6888.0,9639.0,286.0,190134.0,12755.0,215324.0,161250.0,16966.0,9561.0,190577.0,6125.0,195019.0,1375.0,7883.0,203747.0,203914.0,466.0,434.0,461.0,2131.0,2440.0,621.0,3713.0,905.0,2466.0,1242.0,4309.0,4156.0,5042.0,1159.0,1293.0,3538.0,2054.0,4674.0,6211.0,10542.0,12215.0,15937.0,14224.0,232.0,12541.0,11346.0,9607.0,9563.0,691.0,12847.0,310.0,1257.0,11048.0,1612.0,1225.0,3425.0,3229.0,691.0,2193.0,3999.0,10420.0,6105.0,6507.0,487.0,375.0,153.0,666.0,4225.0,1356.0,9840.0,1368.0,32695.0,34803.0,41767.0,6424.0,92357.0,21809.0,12312.0,30261.0,122618.0,122618.0,122844.0,122844.0,353.0,333109.0,170.0,290.0,38.0,122.0,2615.0,3861.0,343323.0,6451.0,345088.0,2190.0,724.0,1245.0,349143.0
