, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-04-09,9100.0,15386.0,4455.0,3037.0,5032.0,11567.0,223.0,924.0,430.0,1763.0,2971.0,2687.0,5713.0,1150.0,8183.0,13487.0,25443.0,26570.0,4106.0,37094.0,11458.0,16851.0,1144.0,97625.0,6448.0,110904.0,148452.0,5144.0,4491.0,152623.0,3898.0,154232.0,708.0,6043.0,156497.0,154433.0,727.0,780.0,797.0,2059.0,1979.0,1330.0,4481.0,662.0,2899.0,1208.0,4242.0,7148.0,6848.0,638.0,1266.0,2711.0,784.0,2756.0,1026.0,1839.0,2473.0,4692.0,1856.0,261.0,4123.0,3702.0,3125.0,2953.0,380.0,5389.0,2400.0,555.0,7211.0,263.0,263.0,457.0,1102.0,127.0,865.0,1709.0,2941.0,933.0,668.0,297.0,200.0,47.0,167.0,1775.0,561.0,4440.0,1167.0,13109.0,15277.0,12603.0,7648.0,30773.0,14402.0,11389.0,25182.0,55955.0,55955.0,56660.0,56660.0,863.0,193690.0,655.0,1057.0,197.0,739.0,3942.0,5182.0,202303.0,6363.0,204386.0,2625.0,1682.0,1619.0,208320.0
2007-04-10,10405.0,16473.0,4970.0,4056.0,5923.0,13728.0,235.0,923.0,479.0,2217.0,3630.0,3836.0,7518.0,1291.0,9743.0,15494.0,26239.0,27411.0,4716.0,38842.0,14201.0,16609.0,1238.0,99258.0,7169.0,114008.0,160000.0,5846.0,4585.0,170120.0,3391.0,173375.0,636.0,6092.0,179326.0,179092.0,678.0,718.0,769.0,1920.0,1963.0,1235.0,4499.0,597.0,2806.0,894.0,4181.0,7863.0,7979.0,677.0,1543.0,3087.0,875.0,2994.0,1123.0,1808.0,2469.0,4765.0,1911.0,266.0,4198.0,3784.0,3217.0,3104.0,379.0,5651.0,2400.0,536.0,7435.0,292.0,292.0,453.0,1095.0,122.0,871.0,1618.0,3036.0,915.0,725.0,464.0,194.0,46.0,186.0,1808.0,545.0,4995.0,1391.0,13927.0,16305.0,13318.0,8204.0,37548.0,17752.0,13041.0,23423.0,60971.0,60971.0,61666.0,61666.0,935.0,236704.0,545.0,1166.0,185.0,1002.0,4252.0,5611.0,240903.0,6355.0,241805.0,2437.0,1781.0,1850.0,244278.0
2007-04-11,10976.0,16922.0,4468.0,4385.0,5448.0,13989.0,256.0,934.0,473.0,2437.0,3841.0,3864.0,7755.0,1110.0,11079.0,16862.0,27535.0,28634.0,4729.0,38883.0,15009.0,16476.0,800.0,105913.0,6660.0,120144.0,160000.0,6801.0,3794.0,170208.0,2877.0,172940.0,521.0,5288.0,178345.0,178387.0,506.0,506.0,592.0,1291.0,1631.0,986.0,3846.0,477.0,2411.0,758.0,3540.0,6578.0,8287.0,596.0,948.0,2427.0,729.0,3184.0,1017.0,1759.0,2389.0,4581.0,1858.0,159.0,4427.0,4011.0,3363.0,3203.0,377.0,5743.0,2400.0,484.0,8216.0,230.0,230.0,437.0,914.0,112.0,858.0,1479.0,3074.0,890.0,682.0,368.0,146.0,45.0,177.0,1430.0,462.0,4618.0,1119.0,14628.0,17537.0,13760.0,7480.0,39413.0,18182.0,11925.0,22716.0,62128.0,62128.0,62811.0,62811.0,853.0,250653.0,411.0,901.0,174.0,1047.0,3823.0,5434.0,261367.0,6097.0,263408.0,2136.0,1573.0,1647.0,268846.0
2007-04-12,10225.0,17678.0,3956.0,3797.0,4581.0,13004.0,255.0,930.0,436.0,2406.0,3723.0,3288.0,7058.0,939.0,10754.0,16261.0,27912.0,28957.0,4422.0,38621.0,12926.0,16506.0,609.0,105594.0,6192.0,122242.0,160000.0,6892.0,3194.0,170354.0,2697.0,173027.0,459.0,4486.0,177604.0,177632.0,429.0,407.0,527.0,1019.0,1447.0,795.0,3368.0,433.0,2187.0,675.0,3174.0,5361.0,7206.0,552.0,646.0,1994.0,602.0,2744.0,902.0,1708.0,2255.0,4252.0,1833.0,112.0,4384.0,4065.0,3534.0,3358.0,373.0,5836.0,2400.0,437.0,8877.0,165.0,165.0,421.0,762.0,109.0,834.0,1210.0,3054.0,865.0,646.0,300.0,120.0,46.0,173.0,1260.0,422.0,3929.0,836.0,14199.0,17053.0,13206.0,6576.0,39918.0,16528.0,10192.0,21008.0,60926.0,60926.0,61596.0,61596.0,770.0,248939.0,320.0,713.0,165.0,789.0,3212.0,4733.0,259819.0,5983.0,262060.0,1990.0,1383.0,1408.0,267487.0
2007-04-13,9456.0,16334.0,3641.0,3262.0,4009.0,12144.0,244.0,900.0,399.0,2228.0,3451.0,2819.0,6316.0,875.0,9963.0,15106.0,27334.0,28351.0,4144.0,37784.0,11130.0,14790.0,546.0,104141.0,5944.0,119842.0,150000.0,6395.0,2870.0,162082.0,2589.0,166782.0,411.0,3858.0,172928.0,173484.0,400.0,374.0,514.0,956.0,1377.0,681.0,3126.0,410.0,2028.0,611.0,2998.0,4632.0,6087.0,541.0,556.0,1838.0,560.0,2213.0,840.0,1642.0,2153.0,4014.0,1820.0,96.0,3855.0,3615.0,3323.0,3355.0,369.0,5869.0,2400.0,427.0,9008.0,136.0,136.0,409.0,661.0,107.0,824.0,1139.0,3055.0,840.0,614.0,349.0,124.0,44.0,169.0,1161.0,417.0,3494.0,726.0,14186.0,16601.0,12394.0,5807.0,38172.0,14739.0,8909.0,19064.0,57236.0,57236.0,57892.0,57892.0,721.0,244144.0,274.0,602.0,158.0,588.0,2707.0,4049.0,254572.0,5934.0,256857.0,1929.0,1239.0,1308.0,262027.0
2007-04-14,8980.0,15348.0,3576.0,2991.0,3692.0,11762.0,236.0,865.0,374.0,2036.0,3166.0,2524.0,5734.0,894.0,9267.0,14282.0,26688.0,27707.0,3945.0,36859.0,10332.0,13389.0,515.0,102677.0,5840.0,117896.0,117500.0,5915.0,2741.0,128026.0,2636.0,132475.0,377.0,3523.0,139506.0,140827.0,488.0,460.0,600.0,1218.0,1429.0,719.0,3050.0,441.0,2010.0,635.0,3031.0,4218.0,5299.0,539.0,518.0,1745.0,544.0,1864.0,794.0,1594.0,2086.0,3857.0,1808.0,90.0,3314.0,3059.0,2763.0,2959.0,363.0,5497.0,2400.0,428.0,8920.0,127.0,127.0,397.0,569.0,114.0,831.0,1118.0,3072.0,815.0,533.0,297.0,135.0,43.0,157.0,1081.0,412.0,3291.0,705.0,14195.0,16333.0,11540.0,5195.0,36659.0,13413.0,8319.0,17555.0,54214.0,54214.0,54856.0,54856.0,705.0,223793.0,269.0,541.0,152.0,426.0,2386.0,3547.0,237600.0,5936.0,240636.0,1904.0,1195.0,1270.0,247090.0
2007-04-15,8930.0,15229.0,3808.0,2984.0,3822.0,11951.0,230.0,835.0,375.0,1917.0,2999.0,2433.0,5473.0,984.0,8829.0,14111.0,26333.0,27458.0,3922.0,36978.0,10408.0,12958.0,498.0,102291.0,6075.0,117939.0,115000.0,5669.0,2914.0,123052.0,3169.0,124956.0,384.0,3622.0,128233.0,128275.0,593.0,594.0,747.0,1714.0,1703.0,927.0,3405.0,486.0,2160.0,720.0,3273.0,4501.0,4974.0,562.0,580.0,1729.0,589.0,1684.0,793.0,1569.0,2154.0,3935.0,1917.0,111.0,2987.0,2693.0,2277.0,2426.0,355.0,4947.0,2400.0,524.0,8982.0,160.0,160.0,395.0,565.0,156.0,910.0,1430.0,3212.0,832.0,510.0,414.0,340.0,43.0,157.0,1292.0,469.0,3468.0,915.0,14146.0,16002.0,10980.0,5014.0,35144.0,13012.0,8687.0,16810.0,51954.0,51954.0,52583.0,52583.0,798.0,193014.0,428.0,723.0,158.0,361.0,2606.0,3575.0,204593.0,6061.0,207735.0,1964.0,1259.0,1277.0,214278.0
2007-04-16,9275.0,15926.0,3921.0,3149.0,4123.0,12333.0,232.0,811.0,368.0,1970.0,2998.0,2898.0,5935.0,1058.0,9138.0,14490.0,26620.0,27770.0,4085.0,37246.0,11049.0,13269.0,474.0,104444.0,6607.0,121337.0,128575.0,6022.0,3031.0,137438.0,3060.0,139682.0,427.0,3655.0,142202.0,141695.0,507.0,532.0,701.0,1539.0,1731.0,933.0,3643.0,452.0,2087.0,672.0,3193.0,4808.0,5120.0,630.0,993.0,2150.0,755.0,1735.0,904.0,1583.0,2382.0,4546.0,2383.0,213.0,2876.0,2514.0,1983.0,2022.0,343.0,4529.0,2400.0,847.0,9022.0,261.0,261.0,409.0,725.0,165.0,1099.0,1951.0,3445.0,904.0,585.0,430.0,351.0,43.0,156.0,1645.0,536.0,4137.0,1270.0,14922.0,16457.0,11239.0,5304.0,35603.0,14223.0,9288.0,17730.0,53333.0,53333.0,53950.0,53950.0,873.0,191751.0,409.0,908.0,159.0,537.0,3032.0,4182.0,198550.0,6094.0,200504.0,1958.0,1210.0,1255.0,204537.0
2007-04-17,9872.0,16300.0,3730.0,3194.0,4124.0,12151.0,250.0,799.0,331.0,2066.0,3028.0,3264.0,6329.0,978.0,9473.0,14625.0,26993.0,28123.0,4032.0,37348.0,11180.0,13635.0,451.0,106052.0,6672.0,124901.0,126043.0,6696.0,2973.0,135268.0,2842.0,137839.0,420.0,3519.0,141454.0,141521.0,439.0,460.0,670.0,1302.0,1720.0,871.0,3558.0,409.0,1976.0,613.0,3014.0,4525.0,5313.0,600.0,979.0,2216.0,762.0,2097.0,964.0,1584.0,2529.0,4869.0,2838.0,205.0,3307.0,2804.0,1959.0,1812.0,331.0,4249.0,2400.0,976.0,9018.0,267.0,267.0,409.0,715.0,148.0,1286.0,1819.0,3549.0,966.0,702.0,309.0,220.0,42.0,179.0,1339.0,501.0,4341.0,1255.0,15794.0,17436.0,11915.0,5134.0,36656.0,14733.0,9081.0,22321.0,58976.0,58976.0,59581.0,59581.0,843.0,204809.0,313.0,714.0,145.0,661.0,2996.0,4338.0,212810.0,5980.0,214461.0,1885.0,1105.0,1205.0,217918.0
2007-04-18,9910.0,16288.0,3583.0,3123.0,3843.0,11743.0,249.0,791.0,302.0,2095.0,3022.0,3170.0,6226.0,890.0,9505.0,14357.0,27201.0,28404.0,3934.0,37914.0,10647.0,13149.0,447.0,105996.0,6546.0,125405.0,126797.0,6846.0,3200.0,136765.0,3119.0,139320.0,441.0,3550.0,142715.0,142660.0,487.0,512.0,749.0,1540.0,1873.0,940.0,3680.0,404.0,1946.0,609.0,2902.0,4315.0,5271.0,574.0,790.0,2020.0,675.0,2246.0,913.0,1611.0,2509.0,4808.0,3243.0,143.0,3953.0,3439.0,2402.0,1970.0,318.0,4213.0,2400.0,925.0,9229.0,206.0,206.0,396.0,631.0,156.0,1397.0,1593.0,3627.0,1025.0,783.0,285.0,206.0,41.0,193.0,1263.0,463.0,4175.0,1111.0,15863.0,17637.0,11998.0,4836.0,38027.0,14172.0,8737.0,25747.0,63774.0,63774.0,65039.0,65039.0,811.0,210652.0,366.0,640.0,184.0,476.0,2851.0,4087.0,218855.0,5953.0,220625.0,1861.0,1062.0,1185.0,224358.0
