, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-11-10,4543.0,5190.0,961.0,627.0,733.0,3575.0,183.0,459.0,235.0,516.0,1216.0,762.0,2015.0,74.0,2627.0,3894.0,11486.0,12049.0,797.0,14058.0,1122.0,2936.0,53.0,94241.0,422.0,97846.0,97621.0,1530.0,705.0,95317.0,1210.0,93207.0,134.0,1206.0,92374.0,90533.0,220.0,169.0,213.0,318.0,514.0,53.0,780.0,67.0,268.0,173.0,390.0,1227.0,1678.0,391.0,436.0,941.0,344.0,1149.0,390.0,1079.0,1479.0,1436.0,1546.0,19.0,2466.0,2557.0,2242.0,2011.0,154.0,4575.0,414.0,65.0,7179.0,60.0,87.0,179.0,111.0,49.0,228.0,248.0,864.0,46.0,53.0,22.0,56.0,170.0,35.0,960.0,142.0,10963.0,10654.0,3843.0,586.0,12581.0,1659.0,1213.0,3266.0,15848.0,15848.0,15916.0,15916.0,86.0,102483.0,48.0,59.0,4.0,250.0,153.0,276.0,102401.0,4479.0,103148.0,708.0,427.0,519.0,103706.0
2003-11-11,4405.0,5323.0,932.0,628.0,754.0,3579.0,181.0,461.0,234.0,520.0,1238.0,781.0,2039.0,78.0,2660.0,4193.0,11631.0,12376.0,789.0,15119.0,1144.0,2961.0,77.0,90512.0,410.0,95071.0,99141.0,1476.0,679.0,101839.0,1166.0,104795.0,129.0,1287.0,110739.0,110842.0,395.0,386.0,244.0,568.0,549.0,62.0,817.0,74.0,283.0,186.0,409.0,1252.0,1657.0,390.0,443.0,949.0,344.0,1155.0,390.0,1077.0,1480.0,1469.0,1579.0,19.0,2531.0,2597.0,2268.0,2053.0,157.0,4645.0,414.0,65.0,7115.0,60.0,87.0,180.0,114.0,50.0,226.0,246.0,858.0,46.0,49.0,21.0,58.0,191.0,35.0,964.0,154.0,11308.0,11161.0,3897.0,585.0,13046.0,1829.0,1462.0,3512.0,16558.0,16558.0,16629.0,16629.0,77.0,133699.0,48.0,59.0,7.0,250.0,145.0,285.0,132115.0,4460.0,131060.0,727.0,868.0,522.0,130017.0
2003-11-12,4296.0,5299.0,903.0,627.0,707.0,3586.0,178.0,459.0,232.0,520.0,1236.0,778.0,2018.0,74.0,2676.0,4067.0,11670.0,12277.0,780.0,14454.0,1073.0,2959.0,55.0,87698.0,397.0,91820.0,95078.0,1397.0,656.0,97362.0,1123.0,99901.0,123.0,1337.0,105435.0,105604.0,285.0,293.0,243.0,539.0,549.0,59.0,814.0,67.0,271.0,160.0,405.0,1294.0,1662.0,390.0,452.0,957.0,344.0,1165.0,389.0,1074.0,1472.0,1477.0,1552.0,19.0,2596.0,2668.0,2351.0,2111.0,160.0,4694.0,414.0,65.0,7087.0,60.0,87.0,180.0,117.0,50.0,225.0,245.0,857.0,46.0,49.0,21.0,61.0,175.0,35.0,946.0,160.0,11475.0,11382.0,3785.0,584.0,13060.0,1894.0,995.0,3653.0,16713.0,16713.0,16785.0,16785.0,77.0,140003.0,48.0,62.0,8.0,251.0,136.0,282.0,143954.0,4440.0,144329.0,709.0,714.0,532.0,146568.0
2003-11-13,4146.0,5293.0,875.0,605.0,674.0,3572.0,175.0,456.0,230.0,510.0,1218.0,746.0,1965.0,71.0,2638.0,3903.0,11669.0,12200.0,771.0,14154.0,1032.0,2960.0,45.0,85937.0,385.0,89732.0,93984.0,1331.0,633.0,96262.0,1083.0,98799.0,118.0,1237.0,103890.0,103958.0,231.0,190.0,239.0,367.0,539.0,47.0,790.0,64.0,266.0,153.0,401.0,1277.0,1682.0,389.0,453.0,959.0,344.0,1171.0,388.0,1072.0,1463.0,1483.0,1521.0,19.0,2586.0,2664.0,2403.0,2187.0,161.0,4769.0,414.0,65.0,7078.0,60.0,87.0,179.0,116.0,49.0,226.0,244.0,857.0,46.0,50.0,21.0,62.0,172.0,35.0,928.0,152.0,11418.0,11385.0,3656.0,582.0,12950.0,1846.0,822.0,3635.0,16586.0,16586.0,16659.0,16659.0,77.0,135186.0,48.0,63.0,8.0,252.0,121.0,268.0,138973.0,4420.0,139387.0,697.0,446.0,516.0,141539.0
2003-11-14,4030.0,5256.0,849.0,590.0,653.0,3595.0,173.0,453.0,228.0,501.0,1205.0,731.0,1936.0,71.0,2574.0,3905.0,11635.0,12166.0,762.0,14217.0,884.0,2967.0,47.0,85047.0,374.0,88710.0,87031.0,1280.0,612.0,89795.0,1044.0,92951.0,113.0,1152.0,98622.0,98945.0,222.0,173.0,237.0,321.0,534.0,44.0,773.0,64.0,264.0,154.0,404.0,1261.0,1681.0,388.0,455.0,960.0,344.0,1177.0,388.0,1069.0,1455.0,1488.0,1492.0,19.0,2572.0,2644.0,2404.0,2217.0,162.0,4821.0,414.0,65.0,7074.0,60.0,87.0,179.0,117.0,49.0,227.0,243.0,856.0,51.0,50.0,22.0,62.0,174.0,35.0,922.0,146.0,11349.0,11321.0,3573.0,580.0,12840.0,1784.0,832.0,3568.0,16409.0,16409.0,16483.0,16483.0,74.0,131734.0,48.0,63.0,10.0,254.0,118.0,256.0,135724.0,4419.0,136114.0,698.0,389.0,513.0,138061.0
2003-11-15,3953.0,5234.0,825.0,579.0,634.0,3575.0,170.0,449.0,226.0,495.0,1194.0,723.0,1916.0,72.0,2531.0,3942.0,11601.0,12144.0,753.0,14288.0,755.0,2980.0,52.0,84322.0,364.0,87960.0,72188.0,1239.0,592.0,75143.0,1008.0,78708.0,109.0,1113.0,84982.0,85616.0,220.0,173.0,235.0,313.0,532.0,45.0,762.0,69.0,266.0,159.0,406.0,1254.0,1672.0,387.0,457.0,962.0,344.0,1180.0,387.0,1067.0,1446.0,1494.0,1473.0,19.0,2560.0,2634.0,2406.0,2223.0,164.0,4835.0,414.0,65.0,7074.0,59.0,87.0,179.0,119.0,49.0,230.0,242.0,856.0,59.0,50.0,29.0,63.0,178.0,35.0,922.0,142.0,11306.0,11287.0,3537.0,579.0,12780.0,1747.0,875.0,3521.0,16301.0,16301.0,16378.0,16378.0,75.0,122671.0,57.0,64.0,13.0,255.0,131.0,261.0,127812.0,4431.0,128472.0,705.0,433.0,521.0,130933.0
2003-11-16,3826.0,5288.0,806.0,570.0,616.0,3535.0,167.0,446.0,225.0,492.0,1186.0,716.0,1901.0,72.0,2498.0,3928.0,11643.0,12219.0,750.0,14504.0,776.0,2995.0,57.0,82772.0,355.0,86756.0,68356.0,1205.0,573.0,68815.0,973.0,70080.0,105.0,1097.0,73781.0,73854.0,237.0,193.0,235.0,321.0,534.0,55.0,763.0,71.0,270.0,164.0,410.0,1257.0,1667.0,386.0,455.0,959.0,344.0,1181.0,387.0,1064.0,1438.0,1500.0,1468.0,19.0,2532.0,2601.0,2388.0,2219.0,164.0,4837.0,414.0,65.0,7091.0,59.0,87.0,178.0,118.0,49.0,235.0,241.0,856.0,61.0,50.0,31.0,61.0,179.0,35.0,935.0,140.0,11276.0,11266.0,3531.0,579.0,12762.0,1736.0,992.0,3503.0,16266.0,16266.0,16346.0,16346.0,74.0,107406.0,86.0,85.0,17.0,255.0,155.0,283.0,113034.0,4444.0,113885.0,708.0,507.0,544.0,116901.0
2003-11-17,3730.0,10140.0,788.0,563.0,602.0,3501.0,165.0,443.0,223.0,493.0,1185.0,714.0,1900.0,74.0,2471.0,3949.0,11901.0,12560.0,750.0,15312.0,1050.0,3014.0,70.0,81449.0,346.0,85107.0,99210.0,1176.0,556.0,99943.0,943.0,100605.0,101.0,1115.0,101424.0,100196.0,247.0,215.0,238.0,325.0,539.0,64.0,781.0,68.0,276.0,166.0,413.0,1277.0,1675.0,386.0,453.0,956.0,346.0,1180.0,386.0,1062.0,1429.0,1505.0,1464.0,19.0,2514.0,2572.0,2357.0,2199.0,163.0,4824.0,414.0,65.0,7099.0,59.0,87.0,178.0,118.0,49.0,236.0,240.0,853.0,62.0,50.0,32.0,58.0,179.0,35.0,940.0,139.0,11267.0,11265.0,3540.0,578.0,12768.0,1753.0,1317.0,3517.0,16285.0,16285.0,16372.0,16372.0,76.0,107101.0,160.0,132.0,22.0,268.0,168.0,311.0,108149.0,4450.0,107968.0,719.0,591.0,586.0,109198.0
2003-11-18,3641.0,15699.0,771.0,559.0,597.0,3481.0,162.0,440.0,221.0,494.0,1182.0,723.0,1905.0,73.0,2456.0,3955.0,12040.0,12710.0,750.0,15597.0,1532.0,3001.0,66.0,81501.0,339.0,84925.0,99556.0,1166.0,549.0,101312.0,925.0,103636.0,97.0,1120.0,107560.0,107571.0,255.0,226.0,241.0,332.0,545.0,71.0,790.0,71.0,281.0,171.0,414.0,1302.0,1692.0,385.0,451.0,954.0,347.0,1178.0,386.0,1059.0,1421.0,1511.0,1460.0,19.0,2495.0,2544.0,2327.0,2175.0,163.0,4802.0,414.0,65.0,7107.0,59.0,87.0,177.0,119.0,49.0,238.0,239.0,850.0,58.0,50.0,24.0,56.0,179.0,35.0,935.0,140.0,11262.0,11274.0,3565.0,577.0,12789.0,1834.0,1743.0,3606.0,16396.0,16396.0,16489.0,16489.0,79.0,129733.0,116.0,177.0,20.0,307.0,180.0,337.0,131051.0,4438.0,130391.0,714.0,527.0,565.0,130596.0
2003-11-19,3559.0,20329.0,755.0,554.0,574.0,3462.0,160.0,437.0,219.0,490.0,1171.0,707.0,1878.0,70.0,2443.0,3873.0,12044.0,12671.0,750.0,15220.0,1846.0,2554.0,62.0,80768.0,332.0,84092.0,99276.0,1190.0,545.0,101017.0,894.0,103335.0,94.0,1106.0,107083.0,107103.0,228.0,203.0,245.0,303.0,547.0,64.0,787.0,64.0,279.0,151.0,413.0,1324.0,1724.0,385.0,450.0,952.0,349.0,1176.0,385.0,1057.0,1412.0,1517.0,1456.0,19.0,2477.0,2515.0,2298.0,2151.0,163.0,4779.0,414.0,65.0,7095.0,59.0,87.0,177.0,118.0,49.0,242.0,238.0,847.0,56.0,50.0,27.0,54.0,178.0,35.0,919.0,138.0,11244.0,11274.0,3534.0,576.0,12804.0,1892.0,1588.0,3698.0,16502.0,16502.0,16605.0,16605.0,83.0,131526.0,94.0,110.0,25.0,357.0,157.0,337.0,135247.0,4428.0,135338.0,724.0,542.0,596.0,137169.0
