, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-07-14,14490.0,14425.0,2388.0,2155.0,1589.0,9596.0,60.0,358.0,434.0,964.0,1980.0,1244.0,3191.0,185.0,4456.0,9253.0,14783.0,15698.0,311.0,15111.0,1069.0,2217.0,75.0,96032.0,1123.0,99853.0,108835.0,1126.0,1023.0,107973.0,2493.0,104442.0,375.0,2572.0,107096.0,106027.0,104.0,102.0,424.0,703.0,3867.0,46.0,3565.0,103.0,568.0,414.0,682.0,539.0,1571.0,511.0,128.0,974.0,813.0,718.0,1405.0,6564.0,6373.0,7418.0,14645.0,7.0,8124.0,6391.0,4002.0,3357.0,10.0,4929.0,30.0,71.0,4321.0,262.0,269.0,441.0,85.0,83.0,113.0,1282.0,842.0,8.0,41.0,0.0,18.0,419.0,175.0,2233.0,247.0,7335.0,7074.0,7419.0,924.0,16713.0,4076.0,2210.0,17557.0,34270.0,34270.0,34302.0,34302.0,18.0,134527.0,44.0,38.0,0.0,2.0,164.0,190.0,137559.0,4246.0,133923.0,1100.0,411.0,686.0,143139.0
2003-07-15,13898.0,14490.0,2315.0,2041.0,1521.0,9389.0,50.0,339.0,415.0,960.0,1963.0,1190.0,3124.0,180.0,4346.0,9439.0,14317.0,15251.0,305.0,14943.0,1034.0,2216.0,74.0,94558.0,1066.0,98206.0,108750.0,1153.0,983.0,111755.0,2426.0,113984.0,326.0,2380.0,121950.0,122106.0,96.0,89.0,432.0,571.0,3842.0,44.0,3543.0,101.0,563.0,425.0,674.0,562.0,1621.0,512.0,125.0,947.0,800.0,714.0,1050.0,6446.0,6282.0,7370.0,14624.0,7.0,8071.0,6163.0,3542.0,3166.0,10.0,4929.0,30.0,70.0,4189.0,251.0,258.0,423.0,66.0,80.0,112.0,1293.0,846.0,8.0,40.0,0.0,15.0,414.0,169.0,2163.0,239.0,7171.0,7038.0,7236.0,897.0,16712.0,3843.0,2132.0,17367.0,34079.0,34079.0,34102.0,34102.0,18.0,156135.0,43.0,38.0,0.0,1.0,157.0,178.0,153874.0,4239.0,149281.0,1084.0,388.0,671.0,149399.0
2003-07-16,12449.0,14555.0,2259.0,1923.0,1457.0,9211.0,45.0,337.0,397.0,944.0,1921.0,1135.0,3028.0,175.0,4230.0,9555.0,14226.0,15161.0,299.0,14707.0,997.0,2191.0,72.0,93142.0,1010.0,96818.0,100313.0,1195.0,944.0,102924.0,2358.0,106138.0,295.0,2188.0,113631.0,113934.0,90.0,83.0,428.0,508.0,3826.0,42.0,3570.0,98.0,549.0,407.0,654.0,615.0,1668.0,507.0,123.0,907.0,786.0,693.0,859.0,6373.0,6182.0,7485.0,14609.0,7.0,8074.0,6170.0,3453.0,2922.0,10.0,4617.0,30.0,68.0,4110.0,243.0,250.0,407.0,56.0,78.0,112.0,1279.0,846.0,8.0,39.0,0.0,13.0,416.0,163.0,2136.0,232.0,6989.0,6864.0,7050.0,870.0,16665.0,3605.0,2063.0,17125.0,33790.0,33790.0,33807.0,33807.0,18.0,158339.0,43.0,37.0,0.0,1.0,150.0,170.0,160699.0,4231.0,157505.0,1077.0,377.0,664.0,159958.0
2003-07-17,11690.0,14621.0,2219.0,1829.0,1397.0,9073.0,52.0,334.0,385.0,925.0,1888.0,1095.0,2958.0,170.0,4108.0,9382.0,14225.0,15157.0,295.0,14706.0,961.0,2160.0,71.0,91907.0,958.0,95410.0,100000.0,1199.0,907.0,102253.0,2293.0,105331.0,273.0,2027.0,111691.0,111707.0,84.0,79.0,424.0,461.0,3809.0,41.0,3574.0,96.0,535.0,393.0,633.0,627.0,1712.0,509.0,122.0,944.0,775.0,675.0,844.0,6732.0,6425.0,7606.0,14600.0,7.0,8175.0,6313.0,3560.0,2944.0,10.0,4564.0,30.0,67.0,4073.0,236.0,243.0,391.0,47.0,75.0,111.0,1265.0,835.0,8.0,38.0,0.0,10.0,420.0,157.0,2135.0,226.0,6838.0,6734.0,6872.0,846.0,16494.0,3410.0,2003.0,16931.0,33425.0,33425.0,33438.0,33438.0,17.0,151629.0,42.0,37.0,0.0,1.0,144.0,160.0,153544.0,4225.0,150473.0,1048.0,371.0,658.0,153047.0
2003-07-18,11072.0,14741.0,2195.0,1754.0,1342.0,8972.0,52.0,333.0,374.0,908.0,1852.0,1053.0,2884.0,165.0,4006.0,9207.0,14016.0,14944.0,291.0,14524.0,927.0,2125.0,69.0,90928.0,912.0,94310.0,94531.0,1176.0,872.0,97998.0,2230.0,102210.0,257.0,1911.0,109417.0,109703.0,78.0,76.0,420.0,427.0,3791.0,39.0,3551.0,94.0,522.0,412.0,613.0,584.0,1734.0,506.0,121.0,951.0,762.0,679.0,832.0,7202.0,6942.0,8055.0,14586.0,7.0,8182.0,6360.0,3637.0,3070.0,10.0,4664.0,30.0,66.0,4026.0,228.0,235.0,376.0,38.0,73.0,110.0,1252.0,806.0,8.0,37.0,0.0,7.0,424.0,151.0,2139.0,219.0,6750.0,6649.0,6703.0,823.0,16139.0,3242.0,1952.0,16771.0,32911.0,32911.0,32921.0,32921.0,17.0,149737.0,42.0,37.0,0.0,1.0,139.0,148.0,151180.0,4219.0,148033.0,1043.0,381.0,654.0,150228.0
2003-07-19,10681.0,16887.0,2237.0,1690.0,1290.0,8935.0,44.0,332.0,364.0,892.0,1818.0,1002.0,2801.0,161.0,3902.0,9081.0,13767.0,14689.0,289.0,14271.0,894.0,2091.0,68.0,90218.0,870.0,93375.0,63750.0,1141.0,839.0,67695.0,2170.0,73008.0,244.0,1825.0,82465.0,83768.0,73.0,74.0,416.0,399.0,3773.0,38.0,3551.0,92.0,510.0,423.0,594.0,573.0,1722.0,506.0,119.0,956.0,749.0,679.0,837.0,7291.0,7180.0,8420.0,14573.0,7.0,8188.0,6382.0,3667.0,3138.0,10.0,4798.0,30.0,65.0,4035.0,222.0,229.0,362.0,35.0,72.0,109.0,1238.0,792.0,8.0,36.0,0.0,5.0,432.0,146.0,2145.0,212.0,6675.0,6583.0,6544.0,801.0,15819.0,3092.0,1908.0,16632.0,32450.0,32450.0,32457.0,32457.0,17.0,139384.0,41.0,37.0,0.0,1.0,134.0,139.0,143624.0,4213.0,141123.0,1070.0,389.0,657.0,144381.0
2003-07-20,10494.0,18682.0,2348.0,1630.0,1241.0,8984.0,50.0,330.0,355.0,878.0,1785.0,969.0,2738.0,157.0,3794.0,9040.0,13559.0,14477.0,288.0,14057.0,862.0,2060.0,67.0,91406.0,831.0,93962.0,61407.0,1104.0,808.0,61568.0,2112.0,63070.0,233.0,1758.0,67601.0,67591.0,68.0,71.0,412.0,374.0,3756.0,36.0,3559.0,91.0,499.0,413.0,576.0,587.0,1709.0,517.0,118.0,1001.0,747.0,714.0,830.0,7211.0,7149.0,8433.0,14567.0,7.0,8387.0,6638.0,3878.0,3262.0,10.0,4908.0,30.0,64.0,4096.0,217.0,224.0,349.0,37.0,71.0,109.0,1224.0,789.0,8.0,35.0,0.0,3.0,441.0,141.0,2152.0,206.0,6643.0,6556.0,6395.0,781.0,15534.0,2951.0,1868.0,16504.0,32038.0,32038.0,32042.0,32042.0,17.0,112396.0,41.0,36.0,0.0,1.0,130.0,133.0,117147.0,4207.0,115187.0,1077.0,391.0,661.0,119496.0
2003-07-21,10164.0,18680.0,2361.0,1568.0,1196.0,8959.0,50.0,329.0,346.0,865.0,1754.0,935.0,2676.0,153.0,3703.0,9045.0,13435.0,14347.0,288.0,13920.0,832.0,2029.0,66.0,91969.0,797.0,94927.0,111358.0,1068.0,779.0,112291.0,2056.0,113096.0,224.0,1701.0,113296.0,111299.0,63.0,69.0,408.0,351.0,3738.0,35.0,3560.0,89.0,489.0,404.0,558.0,591.0,1714.0,516.0,117.0,1010.0,737.0,733.0,806.0,7120.0,7083.0,8355.0,14554.0,7.0,8430.0,6731.0,4073.0,3510.0,10.0,5153.0,30.0,63.0,4119.0,209.0,216.0,336.0,39.0,68.0,109.0,1210.0,783.0,8.0,34.0,0.0,3.0,449.0,137.0,2160.0,201.0,6674.0,6603.0,6257.0,763.0,15324.0,2820.0,1833.0,16385.0,31709.0,31709.0,31709.0,31709.0,16.0,115953.0,41.0,36.0,0.0,1.0,126.0,129.0,112854.0,4201.0,109194.0,1073.0,390.0,662.0,110101.0
2003-07-22,9851.0,18654.0,2399.0,1510.0,1174.0,8933.0,48.0,328.0,339.0,853.0,1731.0,911.0,2630.0,149.0,3623.0,9024.0,13372.0,14284.0,288.0,13866.0,803.0,2000.0,65.0,91259.0,765.0,94308.0,93737.0,1032.0,751.0,96220.0,2001.0,100143.0,215.0,1652.0,107032.0,107784.0,58.0,67.0,404.0,330.0,3709.0,34.0,3560.0,88.0,479.0,397.0,541.0,596.0,1722.0,516.0,115.0,1032.0,723.0,753.0,789.0,7039.0,7023.0,8273.0,14544.0,7.0,8495.0,6830.0,4177.0,3672.0,10.0,5385.0,30.0,62.0,4149.0,203.0,210.0,324.0,37.0,67.0,110.0,1196.0,782.0,8.0,33.0,0.0,3.0,467.0,132.0,2171.0,196.0,6738.0,6697.0,6126.0,745.0,15206.0,2701.0,1802.0,16277.0,31482.0,31482.0,31482.0,31482.0,16.0,149860.0,40.0,36.0,0.0,1.0,122.0,125.0,149104.0,4195.0,145264.0,1071.0,383.0,661.0,145154.0
2003-07-23,9602.0,18632.0,2412.0,1455.0,1186.0,8906.0,48.0,327.0,340.0,850.0,1727.0,909.0,2628.0,147.0,3566.0,9054.0,13318.0,14238.0,290.0,13844.0,777.0,1973.0,65.0,90573.0,736.0,93539.0,92958.0,997.0,725.0,94919.0,1949.0,97995.0,207.0,1607.0,102820.0,102867.0,53.0,64.0,401.0,311.0,3671.0,32.0,3552.0,86.0,469.0,391.0,525.0,608.0,1731.0,522.0,114.0,1047.0,711.0,767.0,791.0,6973.0,6981.0,8211.0,14532.0,7.0,8546.0,6911.0,4273.0,3800.0,10.0,5555.0,30.0,61.0,4226.0,200.0,207.0,313.0,37.0,68.0,112.0,1182.0,781.0,8.0,31.0,0.0,3.0,484.0,129.0,2190.0,191.0,6790.0,6787.0,6023.0,729.0,15130.0,2619.0,1790.0,16196.0,31326.0,31326.0,31326.0,31326.0,16.0,139815.0,40.0,35.0,0.0,1.0,127.0,125.0,142393.0,4190.0,140068.0,1063.0,379.0,661.0,143126.0
