, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-07-24,9240.0,18611.0,2260.0,1403.0,1165.0,8751.0,56.0,328.0,332.0,845.0,1710.0,908.0,2612.0,143.0,3542.0,8992.0,13323.0,14253.0,292.0,13924.0,755.0,1950.0,64.0,89970.0,710.0,92866.0,92274.0,965.0,700.0,94166.0,1898.0,97227.0,199.0,1562.0,101794.0,101835.0,49.0,63.0,397.0,294.0,3634.0,31.0,3518.0,86.0,460.0,373.0,509.0,595.0,1741.0,535.0,112.0,1089.0,705.0,833.0,798.0,6908.0,6947.0,8161.0,14524.0,7.0,8795.0,7180.0,4443.0,3934.0,10.0,5707.0,30.0,61.0,4316.0,196.0,203.0,302.0,37.0,67.0,109.0,1169.0,786.0,8.0,30.0,0.0,3.0,487.0,125.0,2202.0,186.0,6855.0,6880.0,5934.0,714.0,15076.0,2547.0,1769.0,16143.0,31219.0,31219.0,31219.0,31219.0,15.0,136970.0,39.0,35.0,0.0,1.0,122.0,128.0,138406.0,4184.0,135784.0,1043.0,369.0,660.0,138028.0
2003-07-25,10279.0,18597.0,2101.0,1354.0,1135.0,8504.0,59.0,334.0,321.0,835.0,1687.0,887.0,2570.0,140.0,3509.0,8762.0,13280.0,14212.0,294.0,13973.0,756.0,1944.0,65.0,89491.0,689.0,92325.0,91712.0,935.0,676.0,93533.0,1849.0,96574.0,192.0,1514.0,100876.0,100911.0,46.0,62.0,393.0,277.0,3596.0,30.0,3502.0,85.0,451.0,391.0,494.0,582.0,1741.0,542.0,111.0,1109.0,701.0,869.0,790.0,6840.0,6908.0,8110.0,14513.0,7.0,8910.0,7349.0,4691.0,4187.0,10.0,5944.0,30.0,61.0,4350.0,190.0,198.0,292.0,38.0,65.0,110.0,1155.0,772.0,8.0,29.0,0.0,3.0,497.0,121.0,2211.0,181.0,6954.0,7004.0,5843.0,699.0,15039.0,2466.0,1763.0,16077.0,31116.0,31116.0,31116.0,31116.0,15.0,135564.0,39.0,35.0,0.0,1.0,128.0,134.0,136979.0,4178.0,134428.0,1059.0,368.0,659.0,136610.0
2003-07-26,10227.0,18589.0,2055.0,1307.0,1098.0,8436.0,60.0,340.0,312.0,825.0,1669.0,829.0,2497.0,137.0,3451.0,8524.0,13081.0,13994.0,297.0,13710.0,730.0,1941.0,63.0,88861.0,672.0,91796.0,91209.0,906.0,654.0,92982.0,1801.0,96021.0,186.0,1467.0,100074.0,100108.0,46.0,61.0,390.0,263.0,3558.0,29.0,3482.0,85.0,442.0,395.0,478.0,567.0,1733.0,540.0,110.0,1133.0,698.0,901.0,781.0,6778.0,6872.0,8062.0,14503.0,7.0,9002.0,7483.0,4853.0,4410.0,10.0,6210.0,30.0,60.0,4362.0,185.0,192.0,281.0,37.0,64.0,110.0,1141.0,756.0,8.0,28.0,0.0,3.0,505.0,117.0,2220.0,176.0,7027.0,7112.0,5760.0,685.0,15032.0,2390.0,1723.0,16018.0,31050.0,31050.0,31050.0,31050.0,15.0,134298.0,39.0,35.0,0.0,1.0,126.0,137.0,135696.0,4173.0,133224.0,1078.0,365.0,661.0,135399.0
2003-07-27,9182.0,18571.0,2093.0,1263.0,1026.0,8381.0,56.0,337.0,307.0,813.0,1648.0,778.0,2427.0,133.0,3364.0,8387.0,12967.0,13871.0,301.0,13559.0,694.0,1904.0,61.0,84473.0,652.0,88432.0,88402.0,878.0,634.0,90410.0,1756.0,93757.0,179.0,1422.0,97970.0,98119.0,44.0,59.0,386.0,249.0,3521.0,28.0,3473.0,83.0,434.0,396.0,464.0,564.0,1723.0,539.0,109.0,1151.0,691.0,931.0,773.0,6737.0,6847.0,8018.0,14492.0,7.0,9069.0,7587.0,4969.0,4571.0,10.0,6411.0,30.0,60.0,4384.0,180.0,187.0,271.0,37.0,63.0,108.0,1123.0,729.0,8.0,27.0,0.0,3.0,515.0,113.0,2232.0,171.0,7051.0,7168.0,5656.0,672.0,14969.0,2298.0,1685.0,15944.0,30914.0,30914.0,30914.0,30914.0,14.0,132915.0,39.0,35.0,0.0,1.0,118.0,130.0,134395.0,4167.0,132022.0,1085.0,367.0,667.0,134241.0
2003-07-28,9021.0,18553.0,2062.0,1220.0,1008.0,8349.0,56.0,334.0,304.0,804.0,1634.0,768.0,2402.0,131.0,3284.0,8359.0,12870.0,13769.0,305.0,13458.0,669.0,1872.0,60.0,82850.0,631.0,85602.0,85068.0,852.0,615.0,86803.0,1707.0,89938.0,174.0,1379.0,93738.0,93872.0,43.0,58.0,382.0,236.0,3483.0,27.0,3462.0,82.0,426.0,388.0,449.0,567.0,1719.0,538.0,107.0,1161.0,680.0,949.0,763.0,6704.0,6833.0,7987.0,14480.0,7.0,9104.0,7656.0,5057.0,4696.0,10.0,6569.0,30.0,60.0,4430.0,176.0,183.0,261.0,37.0,62.0,109.0,1103.0,707.0,8.0,26.0,0.0,3.0,527.0,110.0,2246.0,166.0,7056.0,7202.0,5550.0,659.0,14849.0,2213.0,1655.0,15871.0,30721.0,30721.0,30721.0,30721.0,14.0,129243.0,38.0,34.0,0.0,1.0,113.0,126.0,131172.0,4162.0,129001.0,1073.0,364.0,667.0,131463.0
2003-07-29,9815.0,18538.0,2107.0,1180.0,970.0,8313.0,58.0,337.0,300.0,797.0,1617.0,769.0,2386.0,128.0,3243.0,8282.0,12791.0,13684.0,310.0,13364.0,641.0,1848.0,59.0,82320.0,612.0,84999.0,84408.0,826.0,597.0,86030.0,1649.0,89051.0,168.0,1338.0,92379.0,92417.0,43.0,56.0,379.0,224.0,3445.0,26.0,3449.0,82.0,422.0,390.0,437.0,565.0,1722.0,545.0,106.0,1182.0,673.0,972.0,768.0,6684.0,6840.0,7972.0,14471.0,7.0,9205.0,7790.0,5180.0,4816.0,10.0,6718.0,30.0,59.0,4496.0,174.0,181.0,252.0,37.0,62.0,109.0,1082.0,697.0,8.0,25.0,0.0,3.0,549.0,106.0,2264.0,162.0,7093.0,7271.0,5469.0,647.0,14753.0,2150.0,1642.0,15816.0,30569.0,30569.0,30569.0,30569.0,14.0,125593.0,38.0,34.0,0.0,1.0,107.0,119.0,127158.0,4157.0,125012.0,1068.0,363.0,667.0,127361.0
2003-07-30,9451.0,18518.0,2080.0,1141.0,953.0,8266.0,58.0,339.0,296.0,790.0,1605.0,761.0,2366.0,125.0,3214.0,8305.0,12736.0,13636.0,315.0,13364.0,625.0,1825.0,59.0,81848.0,596.0,84464.0,83863.0,801.0,579.0,85434.0,1601.0,88445.0,163.0,1298.0,91525.0,91560.0,41.0,54.0,375.0,213.0,3407.0,25.0,3436.0,81.0,422.0,387.0,430.0,568.0,1725.0,547.0,106.0,1204.0,671.0,1000.0,769.0,6662.0,6853.0,7979.0,14457.0,7.0,9302.0,7931.0,5343.0,4986.0,10.0,6897.0,30.0,59.0,4579.0,170.0,177.0,244.0,37.0,63.0,113.0,1026.0,673.0,8.0,24.0,0.0,3.0,561.0,103.0,2288.0,158.0,7169.0,7372.0,5396.0,635.0,14726.0,2094.0,1615.0,15777.0,30503.0,30503.0,30503.0,30503.0,13.0,124376.0,38.0,34.0,0.0,1.0,113.0,118.0,125729.0,4151.0,123593.0,1061.0,361.0,667.0,125768.0
2003-07-31,8491.0,18502.0,2022.0,1105.0,933.0,7974.0,57.0,339.0,292.0,783.0,1593.0,744.0,2337.0,123.0,3181.0,8122.0,12727.0,13620.0,320.0,13339.0,608.0,1812.0,57.0,84030.0,580.0,84863.0,83917.0,778.0,563.0,85311.0,1560.0,88015.0,158.0,1264.0,90786.0,90805.0,40.0,53.0,368.0,203.0,3369.0,25.0,3423.0,80.0,422.0,377.0,424.0,572.0,1731.0,549.0,106.0,1216.0,662.0,1022.0,759.0,6633.0,6849.0,7974.0,13475.0,7.0,9178.0,7902.0,5437.0,5150.0,10.0,7088.0,30.0,59.0,4638.0,165.0,172.0,236.0,35.0,62.0,115.0,1008.0,615.0,8.0,23.0,0.0,1.0,575.0,100.0,2313.0,155.0,7236.0,7472.0,5320.0,624.0,14718.0,2035.0,1600.0,15733.0,30451.0,30451.0,30451.0,30451.0,13.0,123482.0,37.0,33.0,0.0,1.0,117.0,123.0,124825.0,4146.0,122769.0,1048.0,355.0,665.0,124920.0
2003-08-01,8198.0,18488.0,2038.0,1070.0,909.0,7913.0,55.0,338.0,288.0,778.0,1584.0,729.0,2312.0,121.0,3143.0,7909.0,12619.0,13510.0,326.0,13280.0,600.0,1800.0,57.0,100710.0,566.0,97159.0,94136.0,757.0,545.0,94092.0,1521.0,94941.0,154.0,1236.0,95585.0,95077.0,40.0,53.0,362.0,194.0,3330.0,25.0,3415.0,79.0,421.0,376.0,418.0,568.0,1735.0,545.0,106.0,1222.0,652.0,1038.0,749.0,6608.0,6844.0,7954.0,11825.0,7.0,7936.0,6907.0,5021.0,5082.0,10.0,7162.0,30.0,58.0,4680.0,160.0,168.0,228.0,33.0,58.0,109.0,1048.0,665.0,8.0,21.0,0.0,0.0,587.0,98.0,2348.0,153.0,7304.0,7564.0,5245.0,615.0,15264.0,1996.0,1622.0,15705.0,30969.0,30969.0,30969.0,30969.0,12.0,123541.0,37.0,33.0,0.0,1.0,119.0,127.0,124576.0,4141.0,122554.0,1046.0,361.0,668.0,124600.0
2003-08-02,8228.0,18476.0,2012.0,1037.0,901.0,7824.0,56.0,339.0,285.0,774.0,1574.0,722.0,2296.0,119.0,3108.0,7851.0,12408.0,13311.0,332.0,13111.0,584.0,1784.0,57.0,106549.0,552.0,108811.0,108837.0,738.0,528.0,109798.0,1483.0,111476.0,150.0,1210.0,112435.0,111899.0,39.0,52.0,356.0,186.0,3287.0,24.0,3406.0,79.0,420.0,373.0,412.0,566.0,1738.0,541.0,107.0,1239.0,647.0,1059.0,748.0,6579.0,6846.0,7947.0,11512.0,7.0,6825.0,5688.0,3756.0,4221.0,10.0,6667.0,30.0,57.0,4757.0,157.0,164.0,220.0,37.0,60.0,112.0,1053.0,693.0,8.0,20.0,0.0,2.0,608.0,95.0,2388.0,152.0,7459.0,7754.0,5176.0,605.0,15889.0,1967.0,1600.0,15687.0,31576.0,31576.0,31576.0,31576.0,12.0,134634.0,37.0,33.0,0.0,1.0,118.0,136.0,133312.0,4138.0,130796.0,1057.0,377.0,674.0,131701.0
