, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-03-19, 6277, 7965, 1112, 1290, 2464, 4240, 355, 919, 291, 1272, 2800, 1664, 4422, 380, 6061, 6692, 15060, 21514, 2075, 19751, 17608, 11874, 14046, 994, 463, 95842, 113658, 879, 367, 105306, 867, 93826, 91, 1291, 98136, 96178, 221, 44, 873, 385, 328, 2903, 146, 632, 413, 1419, 4264, 5538, 1063, 800, 2442, 1238, 3515, 1222, 1967, 2535, 4360, 6268, 251, 9206, 8486, 8534, 8445, 495, 11339, 3747, 548, 12629, 92, 167, 245, 1034, 377, 2434, 1251, 3625, 3731, 4080, 349, 183, 101, 84, 1677, 146, 3901, 2951, 26154, 30607, 9769, 6493, 44838, 11639, 10441, 25718, 70908, 69433, 67801, 74900, 2399, 186019, 632, 1433, 304, 1643, 2991, 4427, 196841, 7627, 215739, 3077, 1697, 1653, 207670
2012-03-20, 3571, 7449, 1053, 1265, 2284, 4022, 349, 851, 262, 1236, 2642, 1528, 4140, 322, 5728, 6478, 16527, 18593, 1948, 24819, 14336, 11844, 13698, 804, 454, 94150, 114812, 850, 364, 116350, 847, 117656, 91, 1275, 124609, 122742, 208, 52, 537, 351, 300, 2620, 141, 611, 394, 1249, 3976, 5380, 921, 866, 2466, 1357, 3288, 1069, 1857, 2374, 4058, 6234, 230, 9102, 8700, 8494, 8472, 464, 11434, 3782, 471, 12004, 90, 163, 234, 879, 328, 1858, 1111, 3613, 3718, 4024, 274, 155, 93, 82, 1558, 132, 3174, 2544, 24786, 28670, 9319, 5938, 42210, 10754, 8795, 23770, 66274, 66693, 68532, 68532, 1996, 185478, 512, 1227, 241, 1390, 2614, 3846, 198174, 7376, 202451, 2893, 1632, 1524, 210807
2012-03-21, 3525, 6814, 1004, 1227, 2152, 3783, 345, 792, 225, 1176, 2416, 1388, 3796, 260, 5195, 6043, 15630, 17536, 1785, 24047, 11820, 11927, 13918, 656, 443, 97506, 109999, 810, 360, 111235, 805, 113809, 90, 1315, 123788, 123851, 211, 81, 342, 314, 307, 2024, 133, 582, 523, 1067, 3038, 4930, 799, 812, 2213, 1308, 2974, 726, 1752, 2210, 3682, 6195, 206, 8744, 8392, 8348, 8361, 432, 11361, 3837, 439, 11333, 90, 160, 224, 691, 260, 1430, 992, 3658, 4198, 4330, 284, 136, 428, 454, 1436, 120, 2652, 3301, 23080, 25881, 8773, 5738, 40874, 9778, 7528, 21953, 63026, 63350, 64958, 64958, 1992, 197826, 572, 1440, 390, 1230, 2677, 3519, 207785, 7538, 211247, 3358, 2207, 1831, 216686
2012-03-22, 3477, 6624, 993, 1368, 2152, 3809, 351, 876, 218, 1122, 2292, 1409, 3702, 252, 5018, 6139, 15168, 17018, 1949, 25796, 13746, 11808, 14797, 784, 448, 103221, 109999, 766, 356, 111189, 875, 113762, 88, 1463, 123516, 123526, 218, 126, 429, 301, 382, 1890, 130, 563, 569, 1018, 2505, 4170, 758, 795, 2108, 1284, 2687, 634, 1735, 2178, 3617, 6173, 206, 8414, 8091, 8017, 8033, 466, 11122, 3892, 471, 11374, 89, 157, 222, 588, 238, 2490, 1022, 3863, 4680, 4780, 491, 163, 561, 657, 1594, 116, 2688, 3364, 23078, 25324, 8405, 6039, 45353, 11056, 10362, 23623, 69081, 69406, 72031, 72031, 2598, 199212, 688, 1729, 480, 1585, 3974, 4727, 209300, 8765, 214121, 4034, 2724, 2194, 221582
2012-03-23, 3462, 7259, 1018, 1490, 2394, 4039, 358, 1006, 254, 1066, 2361, 1457, 3818, 293, 5138, 6392, 15212, 17070, 1972, 24941, 16719, 12090, 15429, 1199, 491, 110106, 109999, 722, 352, 111140, 802, 113713, 87, 1484, 123190, 123208, 210, 165, 414, 308, 362, 1942, 122, 564, 502, 1018, 2362, 3552, 746, 752, 2141, 1224, 2550, 644, 1750, 2212, 3688, 6164, 242, 8143, 7841, 7712, 7718, 474, 10830, 3947, 534, 11410, 88, 153, 223, 712, 240, 4598, 1128, 3918, 5127, 5244, 563, 232, 490, 314, 1472, 112, 2601, 2890, 23234, 25520, 8208, 5510, 45587, 12278, 12488, 25342, 70947, 71272, 74823, 74823, 2654, 203769, 680, 1636, 414, 1728, 4276, 5500, 215878, 9527, 221509, 3662, 2475, 2093, 229990
2012-03-24, 3566, 7381, 1009, 1545, 2386, 4071, 355, 1009, 287, 1040, 2428, 1409, 3837, 266, 5259, 6449, 15018, 16860, 1898, 23743, 17118, 12763, 15399, 981, 548, 115540, 104374, 727, 348, 106530, 715, 110175, 86, 1362, 120410, 120730, 192, 170, 360, 267, 278, 1756, 116, 552, 462, 979, 2028, 3193, 744, 832, 2268, 1200, 2522, 684, 1772, 2288, 3832, 6156, 245, 8038, 7750, 7522, 7501, 520, 10571, 4002, 493, 11324, 88, 150, 227, 998, 250, 4633, 1100, 3950, 5111, 5371, 539, 266, 412, 152, 1438, 110, 2486, 2516, 22863, 25146, 8187, 5196, 45540, 12810, 12440, 25893, 71433, 71758, 73602, 73602, 2248, 202813, 623, 1418, 358, 1460, 3695, 4876, 215436, 8715, 220506, 2993, 1929, 1768, 228577
2012-03-25, 3694, 7175, 1042, 1584, 2444, 4140, 355, 1019, 355, 1043, 2468, 1387, 3855, 275, 5336, 6434, 14858, 16684, 1812, 23341, 16260, 13445, 15972, 1030, 566, 115820, 94999, 825, 346, 96082, 658, 98824, 85, 1265, 108082, 108426, 179, 156, 340, 247, 230, 1570, 110, 536, 438, 920, 1558, 2821, 764, 898, 2488, 1196, 2652, 769, 1805, 2366, 4104, 6156, 268, 8039, 7740, 7451, 7412, 540, 10435, 4057, 446, 11218, 88, 148, 234, 1188, 252, 3090, 1106, 4041, 5094, 5339, 632, 303, 451, 99, 1479, 115, 2514, 2548, 22492, 24611, 8249, 5198, 45477, 12879, 11644, 25677, 71154, 71478, 74526, 74526, 2120, 194532, 593, 1396, 311, 1388, 3731, 4745, 207821, 8006, 212463, 2614, 1529, 1565, 219736
2012-03-26, 3728, 7190, 1000, 1615, 2602, 4136, 367, 1140, 434, 1065, 2637, 1454, 4090, 362, 5746, 6535, 15032, 16880, 1763, 23371, 15230, 13620, 15926, 1244, 572, 115630, 100999, 883, 344, 101026, 610, 102440, 85, 1226, 109350, 109044, 172, 154, 344, 264, 204, 1483, 108, 533, 439, 878, 1298, 2397, 789, 1009, 2661, 1196, 2860, 803, 1839, 2405, 4196, 6170, 340, 8214, 7892, 7496, 7430, 611, 10450, 4112, 434, 11190, 86, 144, 256, 1467, 261, 2490, 1380, 4320, 5076, 5297, 796, 365, 474, 144, 1562, 146, 2915, 2644, 22608, 24660, 8476, 5973, 46825, 15091, 12712, 27712, 74538, 74862, 78082, 78082, 1904, 188062, 604, 1376, 331, 1306, 4834, 5359, 199734, 8443, 204516, 2442, 1366, 1472, 210246
2012-03-27, 3743, 7336, 1012, 1684, 2912, 4188, 376, 1338, 527, 1237, 3041, 1555, 4596, 436, 6224, 6552, 15552, 17468, 1844, 24056, 15308, 13751, 15826, 1556, 611, 115760, 110999, 878, 342, 112226, 567, 114601, 84, 1261, 121768, 121429, 174, 166, 372, 336, 225, 1475, 108, 596, 457, 922, 1201, 2091, 902, 1346, 3372, 1319, 3137, 931, 2021, 2724, 4850, 6292, 499, 8460, 8128, 7677, 7592, 617, 10592, 4167, 427, 11207, 86, 142, 293, 1871, 271, 2739, 1572, 4481, 5060, 5264, 991, 445, 368, 137, 1572, 178, 3414, 2401, 22845, 25104, 8840, 7182, 48819, 16540, 13688, 30766, 79585, 79909, 82908, 82908, 1777, 199112, 608, 1368, 254, 1335, 5930, 7086, 209616, 9157, 214394, 2394, 1336, 1447, 218431
2012-03-28, 3802, 7668, 1256, 1766, 3174, 4470, 392, 1428, 662, 1528, 3705, 1743, 5448, 471, 7016, 6666, 15992, 17967, 2062, 25317, 15451, 13846, 15829, 1719, 681, 117018, 110999, 846, 339, 112228, 538, 114796, 84, 1436, 122497, 122502, 207, 213, 424, 526, 418, 1582, 131, 815, 556, 1188, 1296, 2034, 1114, 1463, 3770, 1354, 3880, 1463, 2137, 2933, 5268, 6372, 578, 8966, 8584, 7990, 7871, 596, 10830, 4222, 412, 11233, 87, 142, 317, 2273, 277, 2622, 1536, 4518, 5042, 5239, 901, 416, 356, 97, 1642, 204, 3554, 2266, 22980, 25518, 9267, 8384, 50616, 16894, 13874, 31374, 81990, 82314, 85122, 85122, 1650, 209920, 673, 1462, 269, 1266, 6178, 7068, 222716, 8798, 227496, 2413, 1321, 1458, 232056
