, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2018-01-01, 3351, 5442, 556, 464, 983, 3662, 275, 610, 206, 614, , 839, 2413, 96, 3156, 4374, 13578, 14871, 429, , 3307, 3776, 4977, 138, 80370, 476, 86323, 89674, 1205, 377, 91158, 738, 93916, 108, 1329, 93962, 93223, 460, 470, 531, 694, 486, 2031, 140, 471, 218, 685, 3283, 3079, 454, 491, , 423, 1587, 470, 1509, , 2723, 1300, 33, 2133, 2899, 2660, 2708, 227, , 1050, 87, 7385, 107, 192, 144, 83, 41, 264, , 282, 239, 794, 61, 49, 37, 73, 307, 60, 805, 148, 10162, 10825, 3893, 1053, , 3159, 1954, 5150, 21941, 21941, 22257, 22257, 985, 107369, 212, 645, 218, 749, 260, 485, 110739, 5440, 113134, 985, 1094, 886, 117043
2018-01-02, 3316, 4622, 559, 453, 974, 3547, 274, 610, 206, 612, , 822, 2402, 85, 3126, 4269, 12981, 14226, 426, , 2744, 3697, 4716, 125, 80017, 478, 85757, 84561, 1279, 379, 84561, 708, 85615, 98, 1146, 85819, 85825, 394, 370, 402, 578, 366, 1639, 125, 418, 202, 621, 2747, 3419, 453, 492, , 420, 1636, 469, 1490, , 2692, 1304, 33, 2157, 2842, 2501, 2552, 225, , 680, 83, 7461, 107, 191, 144, 81, 40, 244, , 260, 238, 787, 56, 47, 37, 73, 303, 60, 785, 158, 10099, 10823, 3889, 974, , 2995, 1557, 4906, 22096, 22096, 22406, 22406, 648, 117466, 135, 460, 127, 593, 257, 486, 123291, 5490, 125629, 921, 798, 819, 128033
2018-01-03, 3297, 4582, 561, 444, 964, 3554, 272, 609, 206, 611, , 807, 2383, 83, 3104, 4193, 12301, 13483, 421, , 2125, 3527, 4483, 122, 79520, 475, 85043, 99999, 1284, 380, 101820, 698, 104081, 95, 1090, 104063, 103525, 370, 334, 359, 516, 284, 1465, 113, 395, 192, 594, 2454, 3159, 450, 486, , 418, 1671, 468, 1472, , 2662, 1306, 33, 2204, 2862, 2488, 2515, 222, , 626, 79, 7413, 105, 189, 143, 81, 40, 238, , 240, 238, 782, 55, 47, 37, 73, 299, 60, 782, 155, 10140, 10815, 3886, 950, , 2841, 1442, 4746, 21710, 21710, 22011, 22011, 521, 118409, 102, 353, 107, 396, 247, 478, 121752, 5474, 123887, 894, 689, 782, 125862
2018-01-04, 3275, 4557, 562, 436, 955, 3562, 271, 607, 206, 611, , 792, 2363, 82, 3079, 4190, 12002, 13157, 421, , 1933, 3449, 4442, 120, 78718, 476, 84355, 99999, 1252, 377, 101819, 1351, 104246, 111, 1150, 105419, 105426, 520, 446, 523, 754, 398, 1408, 142, 380, 288, 577, 2318, 2931, 450, 480, , 417, 1700, 466, 1453, , 2630, 1307, 33, 2236, 2866, 2500, 2526, 219, , 572, 78, 7141, 105, 188, 142, 79, 40, 238, , 221, 238, 778, 52, 47, 37, 74, 295, 60, 787, 152, 10227, 10895, 3881, 920, , 2732, 1401, 4653, 22122, 22122, 22414, 22414, 470, 130312, 107, 297, 103, 289, 236, 467, 134663, 5466, 136768, 894, 838, 851, 138424
2018-01-05, 3273, 4577, 559, 431, 952, 3567, 274, 604, 206, 609, , 780, 2342, 81, 3053, 4197, 11831, 12973, 423, , 2172, 3278, 4397, 127, 80718, 473, 84324, 99264, 1248, 373, 101242, 1484, 103078, 135, 1559, 104812, 104858, 522, 448, 549, 768, 332, 1580, 135, 373, 244, 576, 2362, 2836, 448, 475, , 414, 1727, 465, 1435, , 2599, 1310, 33, 2263, 2864, 2502, 2529, 217, , 518, 78, 6901, 105, 188, 141, 78, 40, 238, , 201, 238, 774, 51, 46, 37, 74, 290, 61, 787, 148, 10074, 10788, 3855, 896, , 2666, 1663, 4608, 21931, 21931, 22217, 22217, 476, 131086, 143, 280, 130, 228, 233, 457, 136293, 5513, 138765, 923, 964, 1057, 141587
2018-01-06, 3273, 4603, 558, 424, 945, 3573, 274, 601, 206, 604, , 763, 2314, 81, 3024, 4204, 11665, 12794, 419, , 2212, 3200, 4324, 126, 89523, 476, 93471, 85299, 1362, 368, 88175, 969, 91172, 110, 1417, 94706, 95377, 402, 338, 413, 554, 230, 1547, 117, 362, 211, 571, 2463, 2886, 444, 474, , 413, 1754, 464, 1417, , 2565, 1312, 33, 2291, 2862, 2501, 2527, 214, , 464, 78, 6767, 105, 188, 141, 78, 39, 238, , 181, 238, 769, 51, 45, 35, 74, 288, 61, 786, 148, 9785, 10507, 3830, 891, , 2623, 1724, 4585, 21132, 21132, 21411, 21411, 464, 128034, 121, 298, 116, 208, 233, 452, 134040, 5523, 136679, 895, 738, 936, 139817
2018-01-07, 3273, 4581, 556, 416, 939, 3577, 271, 596, 206, 601, , 754, 2295, 80, 2996, 4206, 11484, 12600, 414, , 2037, 3027, 4022, 115, 89509, 481, 94530, 93990, 1469, 367, 94520, 857, 94625, 99, 1232, 93932, 93408, 344, 283, 354, 464, 203, 1348, 106, 348, 196, 554, 2270, 2913, 442, 473, , 411, 1781, 464, 1398, , 2534, 1311, 34, 2317, 2858, 2499, 2524, 210, , 411, 78, 6648, 105, 188, 141, 78, 39, 238, , 163, 238, 766, 51, 43, 35, 74, 284, 61, 785, 148, 9575, 10270, 3819, 892, , 2558, 1485, 4491, 20774, 20774, 21050, 21050, 412, 116689, 104, 299, 100, 220, 234, 450, 123205, 5522, 126119, 866, 638, 839, 129558
2018-01-08,3251.0,4561.0,554.0,409.0,937.0,3581.0,270.0,593.0,206.0,596.0,1635.0,743.0,2270.0,80.0,2969.0,4206.0,11310.0,12412.0,415.0,16279.0,1837.0,2934.0,3951.0,112.0,89051.0,484.0,94019.0,99586.0,1491.0,366.0,101561.0,833.0,103129.0,97.0,1168.0,104060.0,103911.0,309.0,255.0,341.0,412.0,188.0,1261.0,96.0,334.0,184.0,536.0,2102.0,2807.0,442.0,473.0,1834.0,410.0,1811.0,461.0,1380.0,1959.0,2506.0,1312.0,35.0,2341.0,2853.0,2496.0,2520.0,209.0,4379.0,357.0,79.0,6578.0,105.0,188.0,141.0,78.0,39.0,238.0,269.0,154.0,238.0,766.0,51.0,43.0,35.0,74.0,281.0,61.0,785.0,150.0,9421.0,10106.0,3814.0,894.0,17239.0,2490.0,1362.0,4348.0,20504.0,20504.0,20779.0,20779.0,445.0,122837.0,132.0,303.0,118.0,226.0,238.0,450.0,126217.0,5566.0,128254.0,929.0,870.0,881.0,129780.0
2018-01-09,3236.0,4555.0,555.0,405.0,930.0,3592.0,271.0,593.0,206.0,591.0,1614.0,737.0,2253.0,80.0,2945.0,4207.0,11138.0,12227.0,470.0,15762.0,2076.0,2723.0,3860.0,117.0,88804.0,485.0,93602.0,99830.0,1468.0,365.0,101751.0,852.0,103306.0,95.0,1140.0,104396.0,104382.0,297.0,255.0,377.0,381.0,191.0,1213.0,88.0,323.0,180.0,522.0,2030.0,2671.0,442.0,473.0,1830.0,409.0,1845.0,459.0,1359.0,1921.0,2475.0,1313.0,35.0,2371.0,2851.0,2492.0,2515.0,208.0,4382.0,303.0,79.0,6547.0,104.0,188.0,141.0,78.0,38.0,238.0,266.0,148.0,237.0,767.0,51.0,43.0,35.0,75.0,280.0,61.0,808.0,159.0,9314.0,9984.0,3803.0,967.0,16119.0,2498.0,1730.0,4317.0,20447.0,20447.0,20718.0,20718.0,527.0,128338.0,194.0,342.0,203.0,233.0,256.0,460.0,133329.0,5701.0,135827.0,1267.0,983.0,971.0,138417.0
2018-01-10,3235.0,4572.0,556.0,397.0,925.0,3600.0,274.0,595.0,206.0,580.0,1589.0,732.0,2233.0,80.0,2926.0,4214.0,10977.0,12054.0,515.0,16751.0,3383.0,2701.0,4250.0,135.0,89391.0,488.0,94354.0,99999.0,1437.0,364.0,101925.0,862.0,103521.0,94.0,1114.0,104636.0,104634.0,281.0,244.0,379.0,363.0,182.0,1207.0,81.0,313.0,174.0,510.0,1980.0,2564.0,441.0,475.0,1824.0,409.0,1881.0,458.0,1340.0,1886.0,2442.0,1314.0,35.0,2404.0,2854.0,2493.0,2514.0,206.0,4386.0,249.0,78.0,6517.0,103.0,186.0,141.0,78.0,39.0,238.0,266.0,141.0,237.0,770.0,55.0,45.0,35.0,75.0,278.0,62.0,841.0,167.0,9299.0,9978.0,3787.0,1030.0,16767.0,2830.0,2924.0,4786.0,20967.0,20967.0,21232.0,21232.0,693.0,128926.0,216.0,453.0,234.0,282.0,277.0,488.0,134061.0,5691.0,136613.0,1071.0,906.0,904.0,139629.0
