, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-11-05,4359.0,5190.0,843.0,758.0,855.0,3709.0,224.0,529.0,217.0,463.0,1262.0,810.0,2086.0,86.0,2715.0,4670.0,7872.0,7053.0,1184.0,9042.0,824.0,2720.0,47.0,64424.0,393.0,68935.0,66456.0,960.0,455.0,64832.0,835.0,64010.0,106.0,830.0,60911.0,60496.0,130.0,72.0,209.0,242.0,516.0,31.0,863.0,79.0,286.0,179.0,464.0,1339.0,2036.0,439.0,531.0,1216.0,480.0,1483.0,550.0,1436.0,1736.0,2779.0,1235.0,36.0,2276.0,2485.0,2214.0,2203.0,149.0,4764.0,225.0,86.0,8019.0,137.0,137.0,159.0,76.0,53.0,251.0,276.0,284.0,251.0,802.0,48.0,57.0,20.0,112.0,493.0,97.0,1059.0,106.0,9538.0,10560.0,4780.0,640.0,14590.0,1579.0,877.0,3051.0,17641.0,17641.0,17694.0,17694.0,46.0,78124.0,43.0,56.0,13.0,220.0,127.0,300.0,81527.0,4906.0,83815.0,753.0,351.0,487.0,84549.0
2007-11-06,4249.0,5149.0,833.0,758.0,841.0,3691.0,222.0,523.0,211.0,459.0,1241.0,803.0,2058.0,85.0,2676.0,4634.0,7829.0,7148.0,1077.0,9509.0,812.0,2744.0,46.0,68723.0,376.0,71123.0,70000.0,951.0,453.0,71536.0,800.0,74013.0,108.0,825.0,75008.0,74975.0,122.0,68.0,201.0,229.0,510.0,31.0,855.0,77.0,277.0,178.0,450.0,1332.0,2027.0,438.0,534.0,1206.0,479.0,1460.0,530.0,1407.0,1711.0,2745.0,1252.0,35.0,2227.0,2430.0,2211.0,2218.0,154.0,4770.0,228.0,87.0,8046.0,136.0,136.0,155.0,74.0,52.0,249.0,275.0,276.0,250.0,802.0,48.0,57.0,20.0,106.0,482.0,94.0,1004.0,105.0,9683.0,10277.0,4851.0,634.0,14529.0,1542.0,869.0,3063.0,17592.0,17592.0,17645.0,17645.0,48.0,87524.0,43.0,57.0,14.0,222.0,132.0,300.0,88037.0,4877.0,90446.0,753.0,347.0,494.0,90787.0
2007-11-07,4064.0,5114.0,822.0,731.0,805.0,3657.0,221.0,517.0,206.0,455.0,1220.0,802.0,2036.0,84.0,2632.0,4560.0,7789.0,7235.0,967.0,9426.0,799.0,2750.0,46.0,68744.0,366.0,71967.0,70000.0,989.0,451.0,71413.0,775.0,73721.0,107.0,843.0,74561.0,74561.0,116.0,66.0,193.0,216.0,501.0,31.0,851.0,74.0,276.0,176.0,445.0,1328.0,2013.0,436.0,539.0,1199.0,471.0,1445.0,519.0,1371.0,1672.0,2698.0,1268.0,35.0,2205.0,2380.0,2171.0,2209.0,158.0,4775.0,231.0,87.0,8083.0,136.0,136.0,152.0,72.0,52.0,247.0,274.0,269.0,249.0,804.0,48.0,57.0,20.0,100.0,473.0,92.0,989.0,104.0,10185.0,10754.0,4818.0,629.0,14519.0,1481.0,861.0,3012.0,17531.0,17531.0,17586.0,17586.0,49.0,94364.0,43.0,58.0,15.0,224.0,132.0,301.0,97427.0,4905.0,100398.0,753.0,342.0,496.0,101738.0
2007-11-08,4071.0,5111.0,815.0,703.0,778.0,3622.0,219.0,513.0,201.0,451.0,1205.0,802.0,2020.0,83.0,2599.0,4482.0,7709.0,7289.0,857.0,9375.0,788.0,2759.0,45.0,68617.0,359.0,71883.0,75000.0,1018.0,450.0,75369.0,764.0,76661.0,108.0,920.0,76491.0,76232.0,116.0,67.0,187.0,208.0,494.0,33.0,850.0,77.0,277.0,179.0,442.0,1332.0,1999.0,435.0,543.0,1194.0,464.0,1441.0,511.0,1339.0,1633.0,2648.0,1285.0,35.0,2201.0,2354.0,2148.0,2190.0,161.0,4759.0,234.0,87.0,8082.0,135.0,135.0,149.0,70.0,52.0,247.0,272.0,261.0,248.0,806.0,48.0,58.0,20.0,95.0,465.0,89.0,986.0,103.0,10279.0,10927.0,4772.0,624.0,14443.0,1435.0,853.0,2969.0,17411.0,17411.0,17467.0,17467.0,47.0,94217.0,43.0,57.0,15.0,225.0,133.0,303.0,97378.0,4938.0,100468.0,754.0,336.0,492.0,102058.0
2007-11-09,4051.0,5119.0,835.0,708.0,758.0,3640.0,217.0,508.0,198.0,449.0,1194.0,803.0,2010.0,83.0,2573.0,4430.0,7626.0,7335.0,747.0,9314.0,794.0,2768.0,46.0,66469.0,352.0,70547.0,90000.0,1030.0,448.0,91106.0,800.0,92760.0,109.0,1172.0,92449.0,91858.0,130.0,84.0,185.0,208.0,492.0,39.0,872.0,93.0,284.0,206.0,444.0,1350.0,2017.0,434.0,548.0,1190.0,456.0,1438.0,502.0,1309.0,1598.0,2602.0,1300.0,35.0,2204.0,2335.0,2133.0,2183.0,163.0,4749.0,237.0,87.0,8079.0,135.0,135.0,146.0,68.0,51.0,247.0,271.0,254.0,246.0,808.0,48.0,58.0,21.0,91.0,459.0,87.0,984.0,102.0,10288.0,10943.0,4714.0,619.0,14355.0,1404.0,856.0,2940.0,17295.0,17295.0,17352.0,17352.0,49.0,100798.0,42.0,58.0,17.0,226.0,135.0,305.0,102097.0,4993.0,104802.0,797.0,336.0,509.0,105587.0
2007-11-10,4007.0,5118.0,820.0,712.0,743.0,3654.0,216.0,504.0,202.0,450.0,1201.0,831.0,2044.0,88.0,2564.0,4587.0,7595.0,7545.0,591.0,9658.0,987.0,2799.0,63.0,63660.0,346.0,67420.0,90000.0,1028.0,448.0,91475.0,768.0,93782.0,106.0,1279.0,95058.0,95055.0,211.0,160.0,195.0,287.0,508.0,50.0,947.0,87.0,296.0,226.0,457.0,1428.0,2114.0,436.0,556.0,1190.0,451.0,1440.0,491.0,1280.0,1564.0,2557.0,1317.0,35.0,2227.0,2337.0,2139.0,2189.0,168.0,4750.0,240.0,87.0,8174.0,134.0,134.0,143.0,81.0,64.0,250.0,321.0,259.0,245.0,810.0,48.0,59.0,21.0,88.0,548.0,85.0,1006.0,104.0,10278.0,10931.0,4698.0,615.0,14266.0,1469.0,1060.0,2961.0,17227.0,17227.0,17285.0,17285.0,53.0,113226.0,42.0,65.0,32.0,227.0,181.0,350.0,115415.0,5042.0,118183.0,995.0,758.0,943.0,119170.0
2007-11-11,4085.0,5129.0,843.0,701.0,729.0,3661.0,214.0,500.0,206.0,469.0,1229.0,857.0,2098.0,87.0,2602.0,4639.0,7707.0,7721.0,218.0,9062.0,1178.0,2816.0,54.0,63174.0,341.0,66482.0,90000.0,1040.0,447.0,91477.0,744.0,93779.0,101.0,1163.0,94970.0,94977.0,157.0,94.0,182.0,226.0,493.0,42.0,903.0,77.0,284.0,185.0,446.0,1471.0,2127.0,447.0,562.0,1191.0,448.0,1446.0,481.0,1255.0,1533.0,2519.0,1336.0,36.0,2249.0,2338.0,2155.0,2213.0,171.0,4769.0,243.0,88.0,8445.0,134.0,134.0,142.0,92.0,58.0,270.0,419.0,273.0,244.0,812.0,49.0,60.0,22.0,85.0,526.0,83.0,1039.0,132.0,10348.0,10965.0,5120.0,612.0,14334.0,1638.0,1065.0,3144.0,17478.0,17478.0,17540.0,17540.0,57.0,114586.0,42.0,71.0,28.0,235.0,264.0,421.0,117870.0,5056.0,121021.0,886.0,763.0,718.0,123731.0
2007-11-12,3788.0,5124.0,815.0,692.0,717.0,3655.0,212.0,497.0,194.0,461.0,1196.0,816.0,2023.0,83.0,2636.0,4441.0,7861.0,7991.0,222.0,9137.0,987.0,2804.0,48.0,63102.0,335.0,66346.0,90000.0,1050.0,446.0,91482.0,785.0,93780.0,99.0,1034.0,94822.0,94825.0,201.0,132.0,187.0,308.0,491.0,101.0,932.0,101.0,306.0,217.0,450.0,1452.0,2167.0,438.0,569.0,1193.0,446.0,1454.0,474.0,1230.0,1503.0,2491.0,1379.0,36.0,2283.0,2353.0,2177.0,2245.0,175.0,4799.0,246.0,88.0,8210.0,134.0,134.0,139.0,70.0,52.0,270.0,294.0,241.0,243.0,814.0,49.0,61.0,23.0,80.0,466.0,81.0,987.0,128.0,10575.0,11170.0,5148.0,609.0,14696.0,1591.0,857.0,3172.0,17869.0,17869.0,17934.0,17934.0,57.0,114877.0,42.0,69.0,28.0,243.0,192.0,429.0,118233.0,5122.0,121445.0,890.0,955.0,719.0,123637.0
2007-11-13,3763.0,5187.0,783.0,664.0,707.0,3603.0,211.0,494.0,190.0,462.0,1197.0,822.0,2031.0,87.0,2579.0,4623.0,7771.0,8104.0,276.0,9554.0,1161.0,2845.0,67.0,63455.0,330.0,66515.0,90000.0,1091.0,446.0,91494.0,888.0,93791.0,98.0,1256.0,94998.0,94985.0,255.0,185.0,193.0,499.0,508.0,233.0,1046.0,96.0,335.0,228.0,496.0,1602.0,2358.0,434.0,573.0,1192.0,444.0,1463.0,468.0,1209.0,1474.0,2442.0,1510.0,36.0,2338.0,2376.0,2200.0,2280.0,178.0,4836.0,249.0,88.0,8074.0,133.0,133.0,137.0,65.0,51.0,259.0,275.0,230.0,241.0,816.0,51.0,61.0,29.0,77.0,463.0,80.0,976.0,120.0,10545.0,11227.0,4866.0,606.0,14498.0,1545.0,1183.0,3098.0,17596.0,17596.0,17669.0,17669.0,59.0,115015.0,42.0,76.0,40.0,245.0,225.0,456.0,118446.0,5380.0,121915.0,1357.0,1770.0,1335.0,125129.0
2007-11-14,3649.0,5272.0,770.0,642.0,697.0,3591.0,210.0,490.0,189.0,476.0,1204.0,861.0,2076.0,88.0,2588.0,4708.0,7831.0,8275.0,320.0,9400.0,1326.0,2877.0,63.0,65313.0,326.0,68099.0,90000.0,1149.0,455.0,91532.0,752.0,93824.0,97.0,1312.0,95139.0,95139.0,210.0,135.0,190.0,368.0,507.0,174.0,1060.0,92.0,306.0,214.0,482.0,1704.0,2469.0,432.0,577.0,1192.0,443.0,1473.0,462.0,1193.0,1452.0,2405.0,1660.0,36.0,2464.0,2471.0,2262.0,2329.0,181.0,4878.0,252.0,88.0,8036.0,133.0,133.0,135.0,65.0,51.0,255.0,277.0,223.0,240.0,817.0,52.0,61.0,30.0,70.0,461.0,78.0,980.0,129.0,10341.0,11027.0,4804.0,604.0,14272.0,1592.0,1215.0,3157.0,17429.0,17429.0,17508.0,17508.0,61.0,115105.0,42.0,83.0,39.0,251.0,237.0,470.0,118576.0,6079.0,122729.0,1252.0,1336.0,1018.0,126944.0
