, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-07-14, 9674, 10025, 1682, 1326, 1228, , 112, 349, 379, , , , , 133, 2911, 6464, 10405, , 356, , 592, 852, 1482, 58, 113444, 787, 113527, , 1014, 728, 97467, , 94859, , 870, 101706, 101498, 69, 11, 535, 152, 22, 3441, , , 232, 366, 799, 2177, 618, , , 906, 1145, 762, 4437, , 6854, 13702, 5, 8962, 8458, 4814, , 42, , 600, 101, 6842, 236, 200, 278, 36, 42, 133, , 4347, , 1282, 10, , , 152, 370, 120, 1787, 238, 11203, , 6138, 690, , 2567, 1166, 12232, 27278, 27278, 27292, 27292, 13, 117752, 46, 84, 1, 48, 226, 241, 104063, 4780, 105488, 803, 288, 564, 
2015-07-15, 9253, 10006, 1647, 1292, 1198, , 121, 356, 362, , , , , 109, 2768, 6141, 9846, , 345, , 523, 850, 1480, 48, 112934, 749, 112721, , 1042, 697, 106702, , 105398, , 858, 110085, 109838, 66, 9, 547, 143, 20, 3451, , , 222, 350, 816, 2236, 608, , , 906, 1050, 746, 4384, , 6778, 13741, 10, 8866, 8346, 4766, , 33, , 600, 86, 6578, 232, 200, 277, 36, 41, 86, , 4247, , 1176, 5, , , 74, 352, 116, 1686, 233, 11096, , 5947, 666, , 2334, 1045, 10384, 27381, 27381, 27392, 27392, 7, 134904, 41, 77, 1, 47, 194, 236, 125133, 4796, 125390, 787, 272, 556, 
2015-07-16, 8887, 9978, 1614, 1260, 1171, , 130, 372, 348, , , , , 105, 2743, 6059, 9510, , 339, , 486, 818, 1476, 43, 112922, 697, 112770, , 991, 666, 106955, , 106294, , 847, 111378, 111372, 64, 9, 568, 136, 19, 3466, , , 228, 333, 822, 2260, 601, , , 908, 940, 736, 4338, , 6706, 13772, 10, 8747, 8204, 4656, , 32, , 600, 78, 6377, 220, 192, 264, 34, 38, 64, , 4143, , 1148, 6, , , 14, 277, 110, 1553, 231, 10425, , 5765, 640, , 2177, 996, 10136, 27478, 27478, 27488, 27488, 6, 140683, 41, 67, 1, 46, 169, 184, 132011, 4780, 132564, 776, 252, 544, 
2015-07-17, 8487, 9957, 1580, 1230, 1147, , 129, 384, 319, , , , , 104, 2752, 5969, 9408, , 334, , 458, 730, 1373, 40, 111970, 644, 112059, , 954, 639, 107592, , 107005, , 836, 111696, 111647, 64, 9, 588, 130, 18, 3499, , , 226, 317, 876, 2268, 589, , , 896, 784, 718, 4253, , 6580, 13778, 11, 8663, 8096, 4571, , 32, , 600, 72, 6272, 206, 179, 250, 33, 36, 50, , 4040, , 1103, 7, , , 1, 250, 104, 1499, 228, 10039, , 5555, 619, , 2068, 982, 9945, 26358, 26358, 26368, 26368, 7, 140822, 41, 62, 1, 45, 156, 144, 132964, 4760, 133694, 768, 252, 534, 
2015-07-18, 8254, 9951, 1546, 1200, 1124, , 118, 385, 312, , , , , 114, 2723, 5878, 9350, , 336, , 440, 731, 1360, 44, 110849, 601, 110882, , 927, 626, 109084, , 108446, , 827, 113203, 113197, 62, 9, 608, 126, 18, 3518, , , 226, 301, 897, 2291, 582, , , 884, 638, 698, 4185, , 6438, 13775, 14, 8546, 7964, 4510, , 31, , 600, 66, 6186, 199, 174, 244, 34, 35, 30, , 3945, , 1077, 6, , , 1, 320, 104, 1502, 228, 9914, , 5376, 600, , 1988, 1029, 9788, 27846, 27846, 27854, 27854, 8, 142135, 40, 59, 1, 45, 140, 122, 134002, 4744, 134620, 751, 241, 526, 
2015-07-19, 8292, 9942, 1517, 1173, 1102, , 123, 380, 334, , , , , 111, 2677, 5442, 9184, , 333, , 432, 732, 1359, 40, 110212, 573, 110255, , 906, 616, 108321, , 107684, , 820, 112248, 112274, 61, 9, 628, 121, 17, 3524, , , 248, 287, 874, 2305, 574, , , 867, 548, 690, 4127, , 6332, 13774, 16, 8449, 7842, 4432, , 31, , 600, 61, 6114, 196, 173, 242, 36, 34, 35, , 3847, , 1048, 8, , , 1, 293, 103, 1552, 227, 9918, , 5220, 580, , 1925, 971, 9683, 27549, 27549, 27556, 27556, 7, 142829, 40, 56, 1, 44, 131, 95, 135810, 4731, 136593, 755, 248, 524, 
2015-07-20, 8045, 9913, 1489, 1148, 1082, , 123, 366, 312, , , , , 102, 2711, 4918, 8892, , 324, , 428, 733, 1360, 36, 109641, 535, 109741, , 888, 600, 106388, , 106371, , 813, 111080, 111188, 59, 9, 648, 116, 16, 3538, , , 259, 274, 868, 2292, 561, , , 856, 520, 678, 4082, , 6242, 13772, 20, 8412, 7778, 4390, , 31, , 600, 58, 6050, 188, 167, 235, 33, 33, 33, , 3740, , 994, 8, , , 1, 249, 97, 1552, 222, 9794, , 5051, 558, , 1868, 934, 9612, 27310, 27310, 27315, 27315, 7, 141789, 40, 52, 1, 44, 122, 77, 135172, 4717, 135999, 768, 296, 529, 
2015-07-21,7677.0,9899.0,1463.0,1125.0,1063.0,4519.0,124.0,360.0,326.0,640.0,1120.0,664.0,1920.0,120.0,2721.0,4690.0,8726.0,5786.0,324.0,5468.0,418.0,734.0,1359.0,40.0,109078.0,494.0,109225.0,100172.0,878.0,586.0,102728.0,986.0,102738.0,172.0,806.0,107090.0,107206.0,58.0,9.0,664.0,113.0,16.0,3572.0,46.0,245.0,262.0,260.0,914.0,2286.0,560.0,198.0,1192.0,868.0,528.0,678.0,4096.0,4441.0,6262.0,13737.0,28.0,8428.0,7770.0,4411.0,4322.0,32.0,5962.0,600.0,62.0,6038.0,188.0,170.0,240.0,38.0,34.0,33.0,275.0,3645.0,1190.0,937.0,7.0,18.0,0.0,1.0,394.0,99.0,1563.0,224.0,9592.0,9004.0,4922.0,537.0,15598.0,1816.0,978.0,9548.0,27965.0,27965.0,27969.0,27969.0,8.0,139540.0,43.0,53.0,1.0,45.0,124.0,64.0,133680.0,4704.0,134611.0,770.0,281.0,531.0,140807.0
2015-07-22,7391.0,9885.0,1436.0,1102.0,1046.0,4470.0,137.0,366.0,317.0,626.0,1084.0,670.0,1885.0,108.0,2687.0,4629.0,8590.0,9564.0,318.0,9707.0,414.0,736.0,1359.0,42.0,108726.0,461.0,108898.0,99999.0,868.0,576.0,102322.0,902.0,102561.0,168.0,799.0,106483.0,106494.0,57.0,9.0,678.0,110.0,16.0,3606.0,46.0,242.0,257.0,246.0,964.0,2304.0,546.0,194.0,1117.0,838.0,534.0,665.0,4087.0,4358.0,6214.0,13600.0,20.0,8417.0,7753.0,4462.0,4352.0,33.0,6002.0,600.0,60.0,6067.0,178.0,161.0,226.0,33.0,32.0,42.0,281.0,3540.0,1186.0,885.0,8.0,18.0,0.0,1.0,291.0,92.0,1586.0,224.0,9460.0,9444.0,4771.0,525.0,16438.0,1778.0,997.0,9494.0,27831.0,27831.0,27835.0,27835.0,6.0,137056.0,39.0,51.0,1.0,45.0,116.0,64.0,131347.0,4690.0,132264.0,762.0,275.0,528.0,137194.0
2015-07-23,7206.0,9867.0,1408.0,1080.0,1028.0,4423.0,129.0,366.0,288.0,610.0,1062.0,666.0,1852.0,104.0,2735.0,4560.0,8380.0,9250.0,319.0,9414.0,413.0,737.0,1359.0,38.0,108367.0,438.0,108626.0,99999.0,860.0,568.0,102024.0,872.0,102576.0,163.0,795.0,106294.0,106302.0,58.0,10.0,692.0,109.0,16.0,3649.0,46.0,237.0,256.0,233.0,1050.0,2342.0,535.0,214.0,1171.0,813.0,514.0,643.0,4078.0,4329.0,6107.0,13451.0,19.0,8314.0,7638.0,4440.0,4381.0,32.0,6094.0,600.0,50.0,6090.0,170.0,155.0,218.0,34.0,30.0,12.0,301.0,3438.0,1182.0,879.0,7.0,18.0,0.0,1.0,297.0,90.0,1562.0,224.0,9408.0,9886.0,4686.0,516.0,16575.0,1739.0,946.0,9444.0,27632.0,27632.0,27635.0,27635.0,7.0,136480.0,40.0,48.0,0.0,44.0,110.0,62.0,131039.0,4677.0,131924.0,750.0,318.0,526.0,132064.0
