, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-05-10,8607.0,7286.0,2740.0,2740.0,3699.0,10165.0,162.0,514.0,1472.0,2647.0,1073.0,3835.0,449.0,5712.0,12787.0,15136.0,16684.0,3007.0,19735.0,10233.0,9954.12,11071.0,500.0,62535.0,4539.0,78146.0,116252.0,2963.0,2156.0,117953.0,2418.0,115472.0,376.0,3279.0,117151.0,116269.0,427.0,397.0,277.0,1081.0,849.0,462.0,1724.0,286.0,1255.0,501.0,1691.0,498.0,1859.0,536.0,708.0,1705.0,573.0,1419.0,847.0,1549.0,2166.0,4034.0,7105.0,195.0,4268.0,4020.0,1843.0,1608.0,274.0,3843.0,3200.0,548.0,9473.0,167.0,124.0,384.0,274.0,137.0,959.0,1144.0,5162.0,1397.0,1182.0,268.0,213.0,8.0,72.0,1524.0,381.0,1546.0,1266.0,13608.0,15519.0,10336.0,3693.0,36094.0,10856.0,7544.0,12731.0,48825.0,48825.0,49401.0,49401.0,725.0,165660.0,456.0,846.0,187.0,570.0,1663.0,2588.0,170975.0,5378.0,171580.0,2047.0,1087.0,1302.0,178414.0
2010-05-11,8383.0,7341.0,3659.0,2891.0,4425.0,10915.0,160.0,548.0,1407.0,2582.0,1038.0,3710.0,490.0,5780.0,12777.0,16061.0,17874.0,3192.0,22539.0,10075.0,9707.88,10615.0,697.0,66746.0,4697.0,81439.0,125000.0,2940.0,2148.0,130010.0,2426.0,131741.0,383.0,3722.0,139107.0,138902.0,399.0,356.0,297.0,1014.0,844.0,393.0,1677.0,276.0,1174.0,453.0,1510.0,480.0,1853.0,575.0,835.0,1763.0,605.0,1435.0,1010.0,1791.0,2685.0,5162.0,8341.0,245.0,4927.0,4442.0,1980.0,1725.0,322.0,4036.0,3200.0,561.0,9306.0,163.0,118.0,395.0,299.0,135.0,1117.0,1326.0,5324.0,1395.0,1223.0,258.0,258.0,8.0,75.0,2075.0,445.0,1864.0,1559.0,14111.0,15593.0,10459.0,3578.0,32991.0,13446.0,9468.0,14233.0,47224.0,47224.0,47763.0,47763.0,849.0,179877.0,768.0,1351.0,254.0,575.0,1919.0,2573.0,179412.0,5406.0,178828.0,2034.0,1048.0,1299.0,181654.0
2010-05-12,8640.0,7660.0,4662.0,3275.0,4890.0,12366.0,153.0,521.0,1348.0,2497.0,1031.0,3591.0,526.0,5875.0,13959.0,16932.0,18836.0,3376.0,23728.0,10113.0,9993.45,10918.0,589.0,68823.0,5609.0,85374.0,125000.0,3198.0,2561.0,130306.0,2603.0,132079.0,504.0,3912.0,139613.0,139589.0,392.0,351.0,323.0,1190.0,856.0,405.0,1583.0,299.0,1089.0,455.0,1362.0,163.0,1720.0,553.0,839.0,1626.0,579.0,1373.0,1216.0,1889.0,2900.0,5826.0,9472.0,262.0,5960.0,5427.0,2714.0,2338.0,329.0,4323.0,3200.0,598.0,9318.0,159.0,112.0,393.0,299.0,132.0,1441.0,1301.0,5278.0,1378.0,1187.0,262.0,264.0,8.0,60.0,1531.0,459.0,2197.0,1689.0,14838.0,16765.0,11588.0,3657.0,33528.0,18144.0,11013.0,19191.0,52719.0,52719.0,53221.0,53221.0,909.0,192398.0,680.0,1457.0,226.0,1017.0,2301.0,2806.0,194858.0,5409.0,194653.0,1858.0,941.0,1273.0,198147.0
2010-05-13,11226.0,8164.0,4863.0,4400.0,5507.0,13549.0,136.0,511.0,1292.0,2394.0,981.0,3413.0,583.0,5812.0,15244.0,17467.0,19421.0,3534.0,24523.0,9800.0,9816.34,10838.0,456.0,69336.0,6488.0,86918.0,125000.0,3877.0,3194.0,131201.0,3043.0,133065.0,637.0,4479.0,140863.0,140794.0,484.0,459.0,398.0,1748.0,948.0,540.0,1626.0,433.0,1244.0,640.0,1754.0,241.0,1443.0,517.0,857.0,1471.0,585.0,1154.0,1350.0,1894.0,2851.0,5849.0,9559.0,255.0,6745.0,6206.0,3573.0,3222.0,297.0,5004.0,3200.0,646.0,9329.0,155.0,107.0,407.0,284.0,128.0,1589.0,1381.0,5218.0,1362.0,1160.0,245.0,235.0,7.0,52.0,1420.0,474.0,1868.0,1569.0,14648.0,17103.0,12351.0,4768.0,34739.0,19052.0,11036.0,20727.0,55467.0,55467.0,55930.0,55930.0,901.0,197347.0,595.0,1162.0,193.0,983.0,2386.0,3046.0,201413.0,5402.0,201328.0,1948.0,924.0,1314.0,205038.0
2010-05-14,13318.0,8813.0,6037.0,5806.0,7013.0,15960.0,129.0,628.0,1239.0,2386.0,1060.0,3459.0,644.0,5826.0,16816.0,17923.0,19917.0,3642.0,25235.0,9321.0,9338.62,10390.0,411.0,69559.0,7025.0,87310.0,118750.0,4351.0,3846.0,127583.0,3496.0,130846.0,799.0,5487.0,140741.0,140959.0,584.0,571.0,472.0,2244.0,1086.0,713.0,1896.0,567.0,1603.0,801.0,2473.0,1105.0,1370.0,520.0,968.0,1625.0,633.0,1004.0,1598.0,1932.0,2888.0,5846.0,7966.0,251.0,5834.0,5613.0,3801.0,3648.0,253.0,5660.0,3200.0,746.0,9372.0,153.0,102.0,437.0,288.0,140.0,1299.0,1585.0,5232.0,1348.0,1132.0,232.0,217.0,6.0,43.0,1477.0,516.0,1816.0,1568.0,14298.0,16829.0,13028.0,5848.0,37355.0,19357.0,11197.0,20808.0,58163.0,58163.0,58589.0,58589.0,892.0,200958.0,578.0,1053.0,170.0,690.0,2444.0,3129.0,205195.0,5385.0,205073.0,2236.0,937.0,1375.0,209013.0
2010-05-15,13975.0,11072.0,7147.0,6922.0,8171.0,18328.0,123.0,844.0,1202.0,2535.0,1391.0,3926.0,694.0,6186.0,19392.0,18594.0,20647.0,3747.0,26156.0,9061.0,9014.41,9993.0,392.0,69400.0,7636.0,87349.0,100000.0,4763.0,4468.0,109096.0,3677.0,112105.0,961.0,6529.0,123385.0,124020.0,613.0,609.0,497.0,2434.0,1149.0,775.0,2162.0,620.0,1816.0,872.0,2839.0,2000.0,1875.0,511.0,1061.0,1689.0,725.0,1029.0,1844.0,2003.0,2972.0,5901.0,7923.0,260.0,4311.0,3877.0,2355.0,2464.0,213.0,5246.0,3200.0,836.0,9435.0,165.0,107.0,465.0,265.0,150.0,1003.0,1806.0,5239.0,1334.0,1083.0,219.0,207.0,5.0,3.0,1475.0,551.0,1898.0,1578.0,14305.0,16813.0,13803.0,6109.0,37238.0,20810.0,11831.0,21991.0,59229.0,59229.0,59617.0,59617.0,869.0,196407.0,576.0,1025.0,153.0,583.0,2598.0,3260.0,203561.0,5363.0,203841.0,2396.0,965.0,1411.0,209044.0
2010-05-16,14217.0,11750.0,7837.0,7738.0,9132.0,19892.0,120.0,1047.0,1234.0,2774.0,1942.0,4716.0,736.0,7013.0,21433.0,19644.0,21798.0,3856.0,27494.0,9071.0,8941.16,9878.0,388.0,69440.0,8031.0,87930.0,103750.0,5254.0,4672.0,112389.0,3402.0,113891.0,943.0,7076.0,123123.0,122898.0,602.0,593.0,490.0,2432.0,1158.0,705.0,2240.0,604.0,1874.0,854.0,2908.0,2397.0,2714.0,506.0,1321.0,1980.0,815.0,1146.0,2035.0,2093.0,3086.0,6010.0,8349.0,269.0,4264.0,3596.0,1335.0,1244.0,189.0,3879.0,3200.0,881.0,9480.0,185.0,117.0,573.0,341.0,169.0,870.0,2237.0,5265.0,1320.0,1103.0,213.0,200.0,4.0,7.0,1648.0,650.0,1978.0,1649.0,14410.0,16924.0,14671.0,6530.0,39529.0,22584.0,12236.0,23770.0,63299.0,63299.0,63649.0,63649.0,838.0,186786.0,591.0,1026.0,144.0,579.0,2860.0,3521.0,192550.0,5334.0,192585.0,2458.0,981.0,1430.0,197813.0
2010-05-17,14229.0,11814.0,8198.0,8279.0,9894.0,20940.0,119.0,1210.0,1328.0,3051.0,2806.0,5858.0,760.0,8148.0,22914.0,20885.0,23155.0,3969.0,29166.0,9112.0,8724.17,9693.0,377.0,65735.0,8254.0,84740.0,115000.0,5556.0,4299.0,124357.0,3088.0,126081.0,836.0,6868.0,134839.0,134429.0,552.0,513.0,425.0,2151.0,1087.0,575.0,2126.0,541.0,1762.0,757.0,2606.0,2177.0,3204.0,506.0,1555.0,2228.0,905.0,1522.0,2206.0,2212.0,3195.0,6109.0,8796.0,270.0,4814.0,4017.0,1375.0,1099.0,175.0,3202.0,3200.0,906.0,9545.0,200.0,128.0,628.0,429.0,157.0,812.0,2462.0,5275.0,1317.0,1191.0,209.0,195.0,3.0,64.0,1717.0,720.0,2244.0,1725.0,14803.0,17350.0,15692.0,7110.0,41146.0,24009.0,12349.0,25278.0,66425.0,66425.0,66738.0,66738.0,813.0,196518.0,577.0,1026.0,137.0,595.0,3090.0,3756.0,200408.0,5298.0,199802.0,2258.0,918.0,1403.0,203614.0
2010-05-18,13758.0,12187.0,7994.0,8363.0,9728.0,20912.0,118.0,1293.0,1424.0,3271.0,3654.0,6926.0,743.0,9416.0,23487.0,22254.0,24651.0,4079.0,30655.0,8738.0,8442.93,9452.0,358.0,66640.0,8357.0,84416.0,115000.0,5551.0,3853.0,124427.0,2929.0,126600.0,799.0,6219.0,135678.0,135724.0,525.0,448.0,379.0,1912.0,999.0,478.0,1940.0,506.0,1619.0,704.0,2244.0,1615.0,3145.0,510.0,1648.0,2274.0,952.0,1829.0,2379.0,2362.0,3356.0,6325.0,9250.0,262.0,5589.0,4741.0,1955.0,1595.0,166.0,3282.0,3200.0,915.0,9629.0,181.0,117.0,613.0,420.0,151.0,779.0,2421.0,5238.0,1315.0,1195.0,201.0,190.0,2.0,60.0,1525.0,689.0,2306.0,1684.0,15184.0,17896.0,16429.0,6984.0,40239.0,24841.0,12019.0,26244.0,66483.0,66483.0,66780.0,66780.0,759.0,206656.0,485.0,902.0,132.0,585.0,3037.0,3835.0,212595.0,5277.0,212247.0,2047.0,845.0,1360.0,216153.0
2010-05-19,13526.0,16169.0,7695.0,8460.0,10117.0,20669.0,115.0,1378.0,1495.0,3470.0,4159.0,7628.0,709.0,10303.0,23244.0,23450.0,25956.0,4190.0,31920.0,7958.0,7713.23,8811.0,346.0,68668.0,8481.0,85478.0,115000.0,5386.0,3722.0,124201.0,2930.0,126403.0,848.0,5550.0,134618.0,134658.0,529.0,441.0,377.0,1929.0,973.0,475.0,1821.0,507.0,1647.0,703.0,2229.0,1263.0,2741.0,509.0,1668.0,2198.0,973.0,1925.0,2548.0,2455.0,3442.0,6479.0,9716.0,250.0,6251.0,5388.0,2661.0,2308.0,161.0,3880.0,3200.0,914.0,9721.0,169.0,111.0,610.0,413.0,154.0,758.0,2430.0,5201.0,1314.0,1192.0,195.0,186.0,1.0,73.0,1545.0,649.0,2133.0,1565.0,15118.0,17942.0,16738.0,6441.0,39701.0,25002.0,11222.0,26460.0,66160.0,66160.0,66449.0,66449.0,688.0,205541.0,401.0,764.0,125.0,461.0,2943.0,3746.0,212546.0,5266.0,212563.0,1990.0,825.0,1336.0,216941.0
2010-05-20,13720.0,18883.0,7600.0,8595.0,10787.0,20104.0,145.0,1642.0,1574.0,3941.0,4791.0,8732.0,691.0,11214.0,23154.0,24477.0,27070.0,4294.0,33182.0,7360.0,7090.67,8123.0,340.0,73123.0,8461.0,88806.0,115000.0,5380.0,3634.0,124000.0,2880.0,126201.0,822.0,5026.0,133718.0,133754.0,503.0,425.0,375.0,1894.0,1025.0,415.0,1745.0,505.0,1624.0,679.0,2208.0,1148.0,2378.0,552.0,1723.0,2267.0,1032.0,1867.0,2791.0,2639.0,3652.0,6820.0,10215.0,240.0,6713.0,5834.0,3216.0,2903.0,162.0,4578.0,3200.0,909.0,9816.0,173.0,115.0,655.0,427.0,159.0,754.0,2445.0,5207.0,1316.0,1177.0,191.0,182.0,0.0,97.0,1607.0,651.0,2110.0,1491.0,14991.0,17722.0,17213.0,5808.0,39250.0,26682.0,10588.0,27769.0,67019.0,67019.0,67299.0,67299.0,627.0,204076.0,336.0,643.0,117.0,311.0,2679.0,3564.0,210892.0,5241.0,210925.0,1937.0,806.0,1308.0,215154.0
2010-05-21,15342.0,19451.0,8147.0,8529.0,10404.0,19207.0,146.0,1735.0,1728.0,4539.0,5484.0,10023.0,722.0,12652.0,22256.0,25767.0,28468.0,4378.0,34669.0,6912.0,6579.28,7562.0,338.0,76853.0,8467.0,92257.0,115000.0,5434.0,3688.0,124000.0,3307.0,126232.0,944.0,5174.0,133539.0,133519.0,511.0,482.0,420.0,2075.0,1221.0,452.0,1833.0,608.0,1772.0,869.0,2456.0,1202.0,2189.0,550.0,1924.0,2534.0,1162.0,1994.0,3022.0,3027.0,4075.0,7475.0,10716.0,232.0,7129.0,6189.0,3602.0,3311.0,171.0,5136.0,3200.0,904.0,9901.0,212.0,142.0,708.0,482.0,162.0,763.0,2483.0,5235.0,1321.0,1178.0,186.0,179.0,0.0,79.0,1738.0,704.0,2194.0,1469.0,15113.0,17660.0,18080.0,5632.0,39034.0,27501.0,10540.0,29080.0,68113.0,68113.0,68386.0,68386.0,581.0,204410.0,318.0,562.0,115.0,190.0,2475.0,3310.0,210905.0,5249.0,210945.0,2090.0,911.0,1332.0,215013.0
2010-05-22,17140.0,19479.0,7676.0,8515.0,10405.0,18890.0,152.0,1829.0,1946.0,4844.0,5534.0,10378.0,744.0,13458.0,21982.0,27181.0,30008.0,4456.0,36361.0,6834.0,6450.26,7338.0,327.0,79311.0,8588.0,95029.0,115000.0,5409.0,4025.0,124349.0,3596.0,126725.0,1076.0,6150.0,134756.0,134698.0,510.0,529.0,461.0,2243.0,1439.0,498.0,2103.0,650.0,1933.0,947.0,2854.0,1808.0,2231.0,556.0,1991.0,2638.0,1290.0,2310.0,3354.0,3578.0,4851.0,8448.0,11221.0,220.0,7772.0,6739.0,4042.0,3723.0,178.0,5582.0,3200.0,904.0,9930.0,262.0,178.0,761.0,525.0,165.0,758.0,2533.0,5273.0,1327.0,1184.0,180.0,175.0,0.0,54.0,1789.0,749.0,2299.0,1513.0,15347.0,17739.0,19342.0,5874.0,40261.0,27197.0,11026.0,28857.0,69119.0,69119.0,69384.0,69384.0,545.0,205459.0,319.0,543.0,110.0,111.0,2374.0,3126.0,211659.0,5253.0,211722.0,2366.0,983.0,1399.0,216031.0
2010-05-23,18476.0,19465.0,7379.0,8212.0,10204.0,18184.0,157.0,1812.0,2197.0,5118.0,5462.0,10580.0,754.0,13661.0,21397.0,27648.0,30504.0,4539.0,37045.0,6691.0,6359.5,7274.0,314.0,80322.0,8660.0,96293.0,115000.0,5572.0,4205.0,124593.0,3799.0,127038.0,1125.0,7086.0,135894.0,135854.0,493.0,532.0,485.0,2248.0,1624.0,505.0,2349.0,662.0,1957.0,990.0,2964.0,2284.0,2654.0,538.0,2074.0,2683.0,1372.0,2509.0,3537.0,4043.0,5300.0,9089.0,11722.0,208.0,8523.0,7435.0,4689.0,4340.0,172.0,6109.0,3200.0,908.0,9979.0,299.0,206.0,826.0,591.0,167.0,745.0,2563.0,5301.0,1332.0,1184.0,175.0,172.0,0.0,28.0,1788.0,767.0,2363.0,1482.0,15476.0,17799.0,20174.0,5766.0,41602.0,26394.0,11124.0,28171.0,69773.0,69773.0,70030.0,70030.0,516.0,208017.0,292.0,497.0,105.0,86.0,2312.0,3016.0,214186.0,5246.0,214253.0,2453.0,997.0,1428.0,218788.0
