, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2018-03-20, 3115, , , 705, , , , , 205, , , , , 342, 5008, , 19119, , 1160, , , 8864, , 658, 85152, , , , 2166, 751, 109778, , 110612, , 1448, 110519, 112416, , , , , 453, 1784, , , 273, 1131, 2605, , , , , 387, 1708, , , , 2988, , 82, 7629, 7810, 7114, , 389, , 5380, , 12903, , 151, , 337, , 795, , , , 860, 141, , , 69, , , , 2400, 19169, , 6659, 5115, , 10104, , 27455, , , , , 1419, 187805, , 1254, 412, 1382, 1875, 2815, , 6018, 200920, 1679, , 1201, 
2018-03-21, 3088, , , 717, , , , , 203, , , , , 322, 4701, , 19004, , 1180, , , 9001, , 659, 85248, , , , 2150, 726, 109137, , 110267, , 1373, 111695, 111725, , , , , 436, 1715, , , 281, 1133, 2401, , , , , 380, 1605, , , , 2923, , 80, 7497, 7679, 6979, , 368, , 5380, , 12998, , 147, , 318, , 829, , , , 931, 214, , , 69, , , , 2590, 19542, , 6542, 4525, , 9542, , 26330, , , , , 1144, 184702, , 953, 316, 925, 1689, 2403, , 6419, 197701, 1589, , 1166, 
2018-03-22, 3078, , , 706, , , , , 206, , , , , 335, 4657, , 18772, , 1224, , , 9005, , 803, 84978, , , , 2129, 690, 108668, , 109813, , 1467, 111293, 111305, , , , , 532, 1803, , , 364, 1411, 2342, , , , , 402, 1520, , , , 2992, , 108, 7362, 7545, 6829, , 397, , 5380, , 12952, , 144, , 446, , 1177, , , , 943, 624, , , 69, , , , 2928, 20532, , 6499, 4538, , 9999, , 26612, , , , , 1008, 181581, , 904, 320, 683, 2394, 2722, , 6770, 193755, 1594, , 1247, 
2018-03-23, 3077, , , 775, , , , , 244, , , , , 473, 4999, , 19166, , 1571, , , 8899, , 2985, 85478, , , , 2102, 759, 109011, , 110044, , 2378, 112117, 112038, , , , , 775, 2432, , , 414, 2094, 3343, , , , , 530, 1715, , , , 3721, , 266, 7328, 7480, 6697, , 630, , 5380, , 13050, , 143, , 1003, , 2222, , , , 1033, 1024, , , 73, , , , 4370, 22625, , 7043, 8100, , 12666, , 31111, , , , , 1404, 183486, , 1756, 573, 934, 5320, 5548, , 8016, 196760, 1956, , 1645, 
2018-03-24, 3127, , , 926, , , , , 296, , , , , 600, 5958, , 20622, , 1652, , , 9599, , 2958, 87167, , , , 2203, 1189, 112851, , 113740, , 2252, 115583, 115431, , , , , 521, 2526, , , 340, 1810, 3748, , , , , 579, 2271, , , , 4781, , 141, 7755, 7831, 6804, , 710, , 5380, , 13125, , 141, , 1572, , 3273, , , , 949, 819, , , 78, , , , 3942, 25964, , 8532, 10094, , 18346, , 39184, , , , , 1986, 200025, , 2182, 644, 2009, 5942, 7807, , 7938, 214706, 1966, , 1663, 
2018-03-25, 3186, , , 911, , , , , 256, , , , , 520, 6371, , 21056, , 1633, , , 10732, , 1404, 85994, , , , 2715, 1160, 113197, , 114460, , 1677, 116331, 116377, , , , , 387, 2075, , , 312, 1538, 2882, , , , , 493, 2429, , , , 4161, , 116, 8321, 8426, 7325, , 639, , 5380, , 13073, , 139, , 1286, , 3998, , , , 918, 487, , , 78, , , , 3018, 24374, , 8687, 7554, , 17348, , 36781, , , , , 1651, 207595, , 1676, 556, 1801, 4284, 5991, , 7513, 225515, 1965, , 1609, 
2018-03-26, 3185, , , 886, , , , , 215, , , , , 447, 5890, , 20681, , 1598, , , 11414, , 883, 85452, , , , 3048, 1033, 112585, , 113732, , 1485, 115277, 115299, , , , , 318, 1821, , , 293, 1368, 2296, , , , , 469, 2180, , , , 3682, , 111, 8309, 8499, 7659, , 552, , 5380, , 13048, , 137, , 945, , 3749, , , , 879, 268, , , 78, , , , 2568, 22000, , 8374, 6138, , 13174, , 31210, , , , , 1301, 199257, , 1221, 442, 1267, 2991, 4286, , 7131, 216416, 1931, , 1530, 
2018-03-27,3158.0,15569.0,736.0,862.0,1190.0,13517.0,302.0,883.0,202.0,1258.0,2728.0,1497.0,4308.0,396.0,5349.0,14692.0,19993.0,23091.0,1576.0,26624.0,8809.0,11093.0,10514.0,720.0,84359.0,1622.0,97735.0,107909.0,2776.0,952.0,111275.0,1960.0,112545.0,165.0,1434.0,114212.0,114282.0,170.0,175.0,1738.0,353.0,295.0,1689.0,102.0,553.0,284.0,1228.0,1937.0,4619.0,549.0,557.0,1711.0,455.0,1999.0,690.0,1976.0,2355.0,3541.0,11196.0,108.0,8043.0,8237.0,7493.0,11201.0,489.0,14892.0,5380.0,628.0,13068.0,95.0,133.0,287.0,728.0,359.0,2080.0,811.0,2760.0,2266.0,841.0,228.0,101.0,56.0,72.0,610.0,128.0,3303.0,2193.0,20732.0,27774.0,8049.0,5543.0,41733.0,11523.0,6512.0,28693.0,61835.0,62648.0,64896.0,64896.0,1094.0,191468.0,416.0,1059.0,462.0,923.0,2417.0,3393.0,201495.0,6897.0,205785.0,1806.0,1169.0,1423.0,206747.0
2018-03-28,3140.0,15666.0,723.0,840.0,1268.0,12271.0,299.0,815.0,199.0,1192.0,2525.0,1508.0,4072.0,360.0,5008.0,14443.0,19482.0,23469.0,1553.0,28619.0,8890.0,10225.0,9638.0,658.0,82861.0,1646.0,94079.0,99888.0,2381.0,904.0,108330.0,2334.0,109700.0,201.0,1395.0,111508.0,111642.0,413.0,405.0,2148.0,664.0,304.0,1615.0,239.0,735.0,289.0,1107.0,1657.0,4421.0,540.0,504.0,1511.0,442.0,1843.0,677.0,1948.0,2318.0,3471.0,11224.0,105.0,7835.0,8024.0,7240.0,10984.0,452.0,14298.0,5380.0,575.0,13009.0,102.0,130.0,288.0,605.0,344.0,1396.0,806.0,2748.0,2686.0,807.0,197.0,108.0,41.0,70.0,884.0,124.0,3221.0,1871.0,20172.0,26036.0,7773.0,5214.0,38044.0,10538.0,8165.0,27493.0,57948.0,58761.0,61053.0,61053.0,955.0,186943.0,472.0,948.0,443.0,831.0,2129.0,3070.0,191033.0,6778.0,200103.0,1676.0,1389.0,1319.0,199498.0
2018-03-29,3113.0,16112.0,710.0,815.0,1709.0,11706.0,295.0,838.0,196.0,1193.0,2496.0,1805.0,4303.0,338.0,4793.0,13219.0,19160.0,23932.0,1541.0,28165.0,10002.0,9677.0,10433.0,652.0,81096.0,1808.0,94524.0,98278.0,2127.0,862.0,104922.0,2233.0,106290.0,260.0,1368.0,108083.0,108226.0,379.0,374.0,2105.0,751.0,359.0,1606.0,234.0,990.0,327.0,1094.0,1508.0,4837.0,541.0,492.0,1466.0,434.0,1697.0,672.0,1987.0,2370.0,3429.0,11244.0,102.0,7955.0,7864.0,7163.0,10848.0,437.0,13907.0,5380.0,538.0,12928.0,109.0,129.0,282.0,560.0,344.0,1113.0,905.0,2782.0,2829.0,766.0,238.0,185.0,31.0,71.0,1068.0,121.0,3285.0,1645.0,19649.0,27319.0,7537.0,4789.0,42496.0,9724.0,10807.0,25720.0,66271.0,67084.0,69486.0,69486.0,842.0,181051.0,505.0,804.0,346.0,683.0,1847.0,2723.0,187547.0,6726.0,194022.0,1592.0,1347.0,1246.0,195430.0
