, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-12, 35840, 14545, 12825, 15178, 11402, 32410, 1150, 2135, 2385, 6265, 11278, 6710, 17990, 1138, 21212, 39560, 65792, 72765, 1595, 70320, 7552, 9250, 10350, 340, 163698, 8580, 250538, 235000, 13130, 6255, 254540, 7525, 261045, 1345, 9742, 279850, 280240, 135, 465, 540, 2272, 238, 3962, 332, 1502, 1268, 2470, 2238, 3738, 1175, 1870, 3152, 4548, 6480, 6215, 15312, 17865, 24252, 23850, 180, 23318, 21480, 18618, 18402, 368, 20662, 9158, 885, 14718, 812, 942, 925, 645, 210, 1170, 1910, 4485, 1235, 1025, 258, 268, 30, 48, 1050, 515, 5582, 558, 23722, 25165, 30282, 8690, 70818, 25282, 10030, 39688, 110505, 110505, 110765, 110765, 325, 389328, 90, 160, 10, 30, 1292, 2250, 390620, 5505, 389745, 1462, 672, 1072, 392248
2011-07-13, 34112, 14350, 12400, 14138, 10360, 30810, 1078, 2032, 2245, 5985, 10770, 6248, 17018, 1075, 20205, 37868, 63002, 69745, 1548, 66988, 6940, 8542, 9658, 330, 160958, 8030, 244592, 235000, 12835, 5892, 254008, 7210, 260782, 1312, 9302, 279720, 280308, 128, 460, 540, 2212, 210, 3950, 310, 1450, 1238, 2338, 2052, 3575, 1140, 1762, 2978, 4458, 6368, 5905, 14845, 17315, 23485, 23790, 175, 23220, 21432, 18582, 18372, 352, 20598, 9108, 845, 14590, 782, 915, 895, 605, 200, 1140, 1740, 4475, 1222, 1005, 250, 260, 30, 35, 1040, 480, 5250, 530, 23232, 24668, 28610, 8412, 68330, 23965, 9442, 38375, 106702, 106702, 106952, 106952, 310, 393362, 90, 152, 0, 20, 1240, 2165, 397180, 5460, 397215, 1438, 660, 1075, 400360
2011-07-14, 32635, 14172, 11990, 13485, 9600, 29520, 1035, 1960, 2115, 5730, 10265, 5830, 16092, 1015, 19105, 36118, 60538, 67072, 1502, 64130, 6435, 7948, 9030, 322, 158482, 7498, 238810, 235000, 12352, 5545, 253292, 7100, 260110, 1305, 8998, 278385, 278720, 120, 460, 545, 2208, 192, 3950, 290, 1415, 1228, 2232, 1935, 3425, 1115, 1750, 2932, 4435, 6192, 5642, 14410, 16830, 22750, 23738, 168, 23012, 21275, 18458, 18262, 345, 20485, 9058, 810, 14460, 758, 892, 860, 578, 192, 1122, 1592, 4462, 1208, 988, 242, 250, 30, 20, 965, 452, 4980, 502, 22752, 24152, 27090, 8140, 65925, 22925, 9062, 37255, 103188, 103188, 103428, 103428, 298, 388168, 90, 148, 0, 20, 1190, 2088, 392182, 5418, 392972, 1420, 655, 1085, 396488
2011-07-15, 31360, 14020, 11605, 12922, 8852, 28578, 998, 1900, 2000, 5488, 9825, 5408, 15235, 958, 18135, 34938, 57962, 64280, 1455, 61068, 5932, 7382, 8465, 310, 156072, 7015, 233132, 235000, 11845, 5245, 252485, 7168, 259350, 1298, 8732, 277022, 277128, 112, 458, 550, 2160, 178, 3965, 272, 1368, 1170, 2122, 1850, 3330, 1090, 1642, 2788, 4318, 6080, 5382, 13958, 16280, 21995, 23508, 160, 22790, 21092, 18260, 18075, 330, 20280, 8982, 780, 14340, 730, 865, 828, 548, 185, 1085, 1472, 4448, 1198, 982, 232, 245, 28, 5, 940, 428, 4715, 480, 22330, 23705, 25668, 7808, 63628, 21955, 8632, 36318, 99942, 99942, 100180, 100180, 285, 383168, 90, 140, 0, 20, 1145, 2012, 386848, 5382, 388195, 1398, 640, 1072, 391678
2011-07-16, 29630, 13872, 10998, 12002, 8088, 27038, 965, 1835, 1885, 5230, 9375, 4915, 14290, 905, 17120, 33498, 55640, 61758, 1408, 58260, 5435, 6812, 7888, 302, 153675, 6578, 228572, 223750, 11432, 4940, 242585, 7010, 251555, 1248, 8368, 270935, 271598, 105, 442, 548, 2048, 170, 3978, 250, 1328, 1122, 2015, 1768, 3245, 1070, 1560, 2648, 4168, 5890, 5078, 13455, 15690, 21178, 22760, 152, 22480, 20855, 18068, 17888, 315, 20025, 8605, 745, 14215, 705, 842, 798, 515, 180, 1038, 1362, 4432, 1180, 968, 222, 238, 20, 0, 875, 402, 4468, 460, 21908, 23260, 24345, 7460, 61440, 20708, 8065, 35118, 96558, 96558, 96785, 96785, 275, 377870, 88, 135, 0, 20, 1095, 1942, 381500, 5345, 382938, 1370, 620, 1052, 386420
2011-07-17, 28082, 13745, 10310, 11085, 7400, 25385, 930, 1778, 1775, 4965, 8925, 4412, 13335, 858, 16078, 31660, 52918, 58758, 1368, 55308, 4972, 6272, 7328, 292, 151478, 6185, 222438, 205000, 11030, 4648, 221015, 6730, 228130, 1192, 7898, 245628, 246352, 100, 425, 540, 1958, 160, 3980, 230, 1268, 1075, 1905, 1670, 3158, 1045, 1508, 2562, 4012, 5670, 4805, 12958, 15128, 20390, 21960, 148, 21652, 20110, 17538, 17422, 300, 19692, 8155, 715, 14042, 680, 818, 770, 490, 170, 1005, 1265, 4415, 1165, 952, 215, 230, 20, 0, 832, 385, 4245, 440, 21492, 22825, 23112, 7160, 59330, 19315, 7530, 33725, 93055, 93055, 93280, 93280, 268, 357468, 80, 130, 0, 20, 1055, 1872, 365092, 5305, 367100, 1332, 610, 1038, 371905
2011-07-18, 27155, 13625, 9602, 10165, 6820, 23718, 902, 1730, 1678, 4705, 8492, 3968, 12458, 815, 15070, 29770, 49882, 55385, 1328, 51982, 4602, 5838, 6862, 285, 149260, 5818, 215898, 208500, 10695, 4405, 223228, 6498, 229278, 1145, 7445, 243870, 243740, 92, 410, 532, 1908, 150, 3980, 215, 1220, 1040, 1795, 1560, 3060, 1025, 1492, 2532, 3935, 5490, 4608, 12545, 14652, 19662, 21160, 140, 20732, 19238, 16712, 16625, 298, 19020, 7705, 688, 13698, 660, 792, 742, 468, 165, 980, 1180, 4400, 1145, 932, 208, 222, 20, 0, 822, 365, 4230, 425, 21098, 22418, 21978, 6938, 57468, 18015, 7015, 32398, 89868, 89868, 90088, 90088, 258, 338632, 80, 130, 0, 20, 1015, 1805, 342582, 5270, 344242, 1318, 598, 1032, 348212
2011-07-19, 25630, 13515, 8885, 9340, 6312, 22130, 875, 1682, 1582, 4460, 8090, 3575, 11665, 768, 14165, 27900, 46908, 52085, 1288, 48720, 4298, 5488, 6482, 278, 146860, 5460, 210230, 210850, 10370, 4152, 226030, 6290, 232982, 1095, 7005, 247660, 247682, 90, 400, 530, 1850, 142, 3990, 198, 1168, 1012, 1688, 1460, 2958, 1005, 1428, 2442, 3762, 5345, 4415, 12182, 14235, 19030, 20362, 135, 19848, 18402, 15882, 15795, 290, 18210, 7255, 660, 13318, 638, 768, 718, 445, 160, 955, 1108, 4385, 1125, 908, 200, 220, 20, 0, 805, 345, 4395, 408, 20950, 22195, 20920, 6618, 55655, 16825, 6560, 31188, 86840, 86840, 87050, 87050, 248, 337745, 80, 120, 0, 15, 975, 1742, 339782, 5258, 341058, 1310, 600, 1045, 343952
2011-07-20, 24212, 13415, 8298, 8650, 5948, 20780, 848, 1635, 1500, 4225, 7708, 3192, 10902, 732, 13308, 26180, 44092, 48962, 1248, 45658, 4048, 5200, 6172, 268, 144075, 5128, 205200, 205770, 9935, 3920, 220340, 6230, 227155, 1050, 6638, 241692, 241980, 90, 400, 520, 1805, 135, 4000, 185, 1122, 988, 1588, 1378, 2858, 982, 1382, 2380, 3605, 5160, 4162, 11782, 13785, 18420, 19570, 130, 18930, 17540, 15068, 14988, 290, 17420, 6805, 640, 12942, 618, 740, 695, 425, 152, 940, 1045, 4365, 1108, 885, 190, 215, 20, 0, 778, 330, 4170, 398, 20428, 21785, 19938, 6380, 54085, 15895, 6188, 30185, 84270, 84230, 84435, 84435, 240, 334185, 80, 120, 0, 20, 935, 1682, 337755, 5250, 339265, 1298, 590, 1040, 342615
2011-07-21, 23378, 13330, 7788, 8172, 5635, 19728, 828, 1602, 1422, 4010, 7358, 2908, 10268, 695, 12538, 24775, 41498, 46075, 1215, 42762, 3830, 4960, 5918, 260, 141122, 4815, 200472, 200962, 9582, 3680, 214855, 6018, 220578, 998, 6340, 234410, 234698, 80, 390, 520, 1738, 130, 4010, 172, 1078, 960, 1485, 1290, 2770, 970, 1355, 2362, 3490, 4988, 3958, 11445, 13388, 17870, 18782, 128, 17960, 16615, 14188, 14120, 290, 16625, 6355, 612, 12565, 595, 718, 670, 405, 150, 915, 975, 4350, 1090, 865, 182, 210, 12, 0, 710, 315, 3965, 385, 19762, 21098, 19032, 6175, 52058, 15045, 5815, 29338, 81395, 80442, 80642, 80642, 240, 324015, 80, 120, 0, 28, 905, 1630, 328195, 5240, 329892, 1288, 580, 1038, 333590
2011-07-22, 22620, 13245, 7310, 7695, 5325, 18782, 800, 1555, 1352, 3805, 7030, 2670, 9698, 655, 11880, 23630, 39318, 43655, 1175, 40290, 3645, 4752, 5698, 252, 139748, 4525, 196078, 196475, 9350, 3448, 209788, 5770, 215402, 945, 6022, 228440, 228678, 80, 372, 520, 1655, 120, 4018, 162, 1028, 920, 1390, 1210, 2685, 955, 1318, 2312, 3388, 4838, 3768, 11148, 13035, 17368, 17995, 120, 17010, 15715, 13300, 13238, 290, 15778, 5905, 592, 12192, 580, 695, 650, 388, 148, 890, 925, 4330, 1070, 850, 178, 210, 10, 0, 702, 298, 3765, 370, 19120, 20428, 18185, 5980, 50252, 14110, 5540, 28430, 78678, 77725, 77925, 77925, 235, 314030, 80, 118, 0, 30, 870, 1580, 317805, 5232, 319490, 1262, 570, 1020, 323068
2011-07-23, 21632, 13170, 6892, 7200, 5058, 17835, 775, 1515, 1288, 3615, 6720, 2402, 9125, 625, 11245, 22488, 37422, 41552, 1130, 38322, 3475, 4568, 5500, 242, 137505, 4258, 192180, 192450, 9078, 3235, 205282, 5502, 210790, 882, 5702, 223090, 223302, 78, 360, 530, 1575, 118, 4030, 150, 980, 878, 1318, 1138, 2600, 940, 1275, 2242, 3280, 4678, 3572, 10788, 12620, 16860, 17208, 115, 16098, 14848, 12438, 12382, 288, 14928, 5455, 575, 11822, 560, 672, 625, 368, 140, 872, 875, 4315, 1060, 830, 170, 202, 10, 0, 678, 285, 3578, 365, 18482, 19768, 17395, 5782, 48550, 13138, 5232, 27442, 75992, 75832, 76025, 76025, 228, 305920, 78, 110, 0, 35, 840, 1528, 309385, 5230, 311060, 1240, 568, 1015, 314475
2011-07-24, 20670, 13100, 6460, 6768, 4728, 16962, 748, 1472, 1218, 3438, 6422, 2160, 8582, 595, 10630, 21400, 35555, 39480, 1080, 36488, 3322, 4398, 5322, 240, 133528, 4000, 188642, 188800, 8718, 3040, 201120, 5268, 206555, 832, 5385, 218150, 218350, 70, 350, 540, 1518, 110, 4020, 140, 932, 838, 1255, 1092, 2525, 922, 1230, 2165, 3180, 4505, 3368, 10395, 12158, 16242, 16425, 110, 15225, 14025, 11628, 11568, 280, 14108, 5005, 555, 11452, 542, 650, 605, 348, 140, 855, 835, 4300, 1060, 818, 162, 200, 10, 0, 652, 272, 3480, 355, 17890, 19132, 16652, 5652, 46942, 12168, 4855, 26482, 73425, 73425, 73610, 73610, 220, 298645, 70, 110, 0, 42, 810, 1478, 302085, 5220, 303785, 1228, 558, 1012, 307145
2011-07-25, 19928, 13038, 6135, 6390, 4465, 16220, 725, 1430, 1152, 3270, 6130, 1950, 8080, 568, 10050, 20348, 33800, 37530, 1030, 34775, 3185, 4242, 5158, 230, 130972, 3762, 185260, 185338, 8385, 2865, 197100, 5055, 202485, 790, 5108, 213425, 213622, 70, 340, 548, 1472, 105, 4015, 132, 900, 802, 1205, 1045, 2475, 910, 1195, 2130, 3080, 4352, 3192, 10135, 11878, 15780, 15645, 110, 14360, 13212, 10832, 10780, 280, 13352, 4555, 535, 11082, 525, 630, 585, 340, 130, 830, 788, 4285, 1060, 822, 160, 200, 10, 0, 635, 258, 3400, 345, 17398, 18610, 15970, 5550, 45508, 11180, 4532, 25472, 70988, 70988, 71165, 71165, 225, 291248, 70, 110, 0, 50, 780, 1430, 294622, 5218, 296360, 1215, 550, 998, 299688
2011-07-26, 19440, 12982, 5902, 6138, 4288, 15690, 705, 1402, 1100, 3118, 5880, 1778, 7658, 538, 9530, 19490, 32170, 35722, 980, 33045, 3052, 4102, 5008, 225, 125622, 3542, 182078, 182078, 8225, 2705, 193378, 4798, 198678, 740, 4908, 209012, 209192, 70, 330, 555, 1425, 100, 4005, 128, 865, 768, 1160, 1012, 2430, 900, 1170, 2105, 2952, 4235, 3040, 9962, 11688, 15472, 14865, 100, 13525, 12425, 10058, 10008, 280, 12600, 4105, 512, 10705, 505, 610, 565, 325, 130, 798, 748, 4265, 1060, 818, 150, 192, 10, 0, 612, 248, 3322, 340, 16920, 18112, 15335, 5445, 44215, 10472, 4388, 24692, 68908, 68908, 69085, 69085, 218, 284330, 70, 110, 0, 58, 752, 1385, 287580, 5210, 289332, 1200, 538, 992, 292585
2011-07-27, 18875, 12928, 5658, 5872, 4025, 15198, 685, 1365, 1055, 2975, 5648, 1630, 7278, 510, 9078, 18828, 30762, 34155, 930, 31540, 2930, 3965, 4865, 220, 124150, 3335, 179062, 178995, 8018, 2565, 189990, 4685, 195225, 702, 4768, 205028, 205190, 70, 330, 565, 1402, 98, 3990, 120, 830, 752, 1115, 965, 2392, 888, 1148, 2082, 2835, 4122, 2868, 9655, 11322, 15072, 14085, 100, 12720, 11668, 9312, 9270, 270, 11860, 3655, 490, 10328, 492, 590, 550, 308, 120, 775, 715, 4250, 1058, 805, 145, 190, 10, 0, 572, 235, 3255, 330, 16418, 17585, 14730, 5182, 42820, 9815, 4155, 24062, 66880, 66880, 67055, 67055, 210, 278075, 70, 100, 0, 60, 728, 1338, 281202, 5208, 282975, 1195, 540, 995, 286158
2011-07-28, 18220, 12872, 5368, 5532, 3805, 14552, 665, 1332, 1008, 2840, 5425, 1500, 6925, 488, 8665, 18072, 29595, 32858, 878, 30302, 2810, 3835, 4728, 210, 121810, 3140, 176255, 176112, 7702, 2432, 186715, 4645, 191915, 670, 4572, 201175, 201338, 70, 320, 572, 1360, 90, 3990, 115, 802, 732, 1078, 930, 2355, 872, 1092, 2000, 2715, 3980, 2690, 9308, 10878, 14538, 13308, 100, 11910, 10900, 8580, 8540, 268, 11148, 3205, 475, 9950, 478, 572, 532, 292, 120, 755, 680, 4235, 1052, 795, 135, 188, 10, 0, 535, 228, 3198, 328, 15918, 17055, 14165, 4908, 41362, 9002, 3858, 23260, 64620, 64620, 64788, 64788, 202, 271948, 70, 100, 0, 60, 700, 1295, 275058, 5200, 276868, 1195, 532, 998, 280052
2011-07-29, 17650, 12825, 5128, 5270, 3642, 14015, 648, 1300, 965, 2715, 5215, 1388, 6602, 462, 8280, 17292, 28390, 31518, 830, 29075, 2698, 3710, 4598, 208, 121048, 2962, 173640, 173445, 7335, 2305, 183582, 4458, 188720, 618, 4358, 197398, 197552, 70, 310, 580, 1310, 90, 3982, 110, 778, 708, 1052, 905, 2320, 862, 1075, 1962, 2630, 3808, 2525, 8998, 10500, 14035, 12532, 98, 11068, 10080, 7808, 7782, 260, 10432, 2778, 458, 9572, 465, 558, 518, 280, 120, 742, 652, 4220, 1050, 800, 130, 180, 10, 0, 532, 218, 3140, 315, 15438, 16555, 13640, 4695, 40025, 8298, 3618, 22520, 62542, 62542, 62710, 62710, 200, 265892, 70, 100, 0, 60, 678, 1255, 268938, 5200, 270780, 1180, 525, 985, 273938
2011-07-30, 17155, 12778, 4882, 5020, 3445, 13520, 632, 1275, 928, 2600, 5022, 1292, 6315, 442, 7930, 16635, 27200, 30202, 788, 27888, 2595, 3590, 4468, 200, 120308, 2790, 171120, 170890, 6975, 2190, 180535, 4238, 185615, 562, 4138, 193718, 193872, 62, 300, 580, 1265, 80, 3980, 105, 750, 685, 1015, 882, 2292, 858, 1078, 1978, 2555, 3698, 2432, 8778, 10260, 13668, 12010, 90, 10238, 9255, 7005, 6990, 262, 9698, 2638, 445, 9202, 452, 540, 505, 280, 115, 738, 635, 4190, 1050, 815, 122, 180, 10, 0, 552, 208, 3082, 315, 14988, 16085, 13152, 4540, 38712, 7685, 3438, 21880, 60595, 60595, 60758, 60758, 200, 260170, 70, 100, 0, 68, 655, 1220, 263145, 5190, 265012, 1168, 515, 975, 268122
2011-07-31, 16658, 12735, 4638, 4788, 3255, 13030, 618, 1250, 895, 2492, 4848, 1212, 6060, 415, 7612, 15980, 26142, 29028, 762, 26832, 2492, 3478, 4350, 195, 119612, 2632, 168750, 168448, 6625, 2082, 177622, 4080, 182642, 528, 3932, 190162, 190302, 60, 290, 580, 1188, 80, 3972, 100, 720, 650, 980, 855, 2275, 850, 1050, 1955, 2455, 3635, 2348, 8565, 10018, 13365, 11805, 90, 9810, 8778, 6360, 6300, 270, 8975, 2565, 432, 8870, 435, 525, 490, 272, 110, 725, 612, 4155, 1050, 818, 120, 180, 10, 0, 525, 200, 3028, 310, 14548, 15628, 12698, 4430, 37515, 7240, 3300, 21402, 58918, 58918, 59075, 59075, 192, 254640, 70, 100, 0, 70, 635, 1185, 257548, 5190, 259445, 1150, 510, 962, 262505
2011-08-01, 16158, 12695, 4430, 4540, 3108, 12570, 602, 1230, 855, 2392, 4680, 1142, 5828, 398, 7330, 15355, 25158, 27932, 742, 25780, 2395, 3368, 4235, 190, , 2485, 166080, 163448, 6282, 1978, 172682, 3900, 178232, 495, 3735, 185752, 186028, 60, 280, 580, 1148, 78, 3962, 100, 692, 622, 945, 825, 2252, 838, 1010, 1912, 2335, 3542, 2210, 8308, 9692, 12970, 11608, 85, 9625, 8600, 6100, 6000, 268, 8512, 2495, 415, 8720, 422, 505, 472, 258, 110, 705, 585, 4122, 1050, 808, 115, 172, 10, 0, 520, 190, 2970, 310, 14098, 15152, 12262, 4332, 36460, 6770, 3188, 20938, 57400, 57400, 57550, 57550, 190, 249562, 70, 98, 0, 70, 615, 1152, 252420, 5185, 254342, 1138, 502, 958, 257330
2011-08-02, 15665, 12658, 4252, 4348, 2990, 12172, 585, 1202, 825, 2300, 4525, 1085, 5608, 375, 7065, 14782, 24230, 26902, 720, 24855, 2302, 3258, 4122, 190, , 2348, 160550, 154048, 5992, 1875, 162532, 3735, 167995, 458, 3570, 175132, 175545, 60, 270, 580, 1102, 70, 3960, 90, 665, 605, 915, 795, 2228, 830, 998, 1885, 2238, 3418, 2075, 8080, 9410, 12592, 11415, 80, 9418, 8410, 5942, 5840, 260, 8320, 2422, 402, 8652, 410, 492, 460, 250, 110, 690, 568, 4085, 1042, 808, 110, 170, 10, 0, 482, 182, 2912, 308, 13772, 14770, 11840, 4238, 35442, 6380, 3062, 20518, 55960, 55960, 56110, 56110, 190, 241045, 70, 90, 0, 78, 598, 1122, 244892, 5180, 247025, 1135, 502, 958, 250370
2011-08-03, 15225, 12625, 4085, 4192, 2902, 11835, 572, 1175, 792, 2210, 4375, 1028, 5402, 362, 6818, 14282, 23370, 25945, 705, 24030, 2218, 3158, 4015, 190, , 2215, 157832, 151278, 5742, 1780, 159168, 3610, 164110, 430, 3435, 170060, 170208, 60, 260, 580, 1045, 70, 3960, 90, 640, 582, 880, 780, 2205, 820, 962, 1842, 2148, 3298, 1965, 7880, 9170, 12270, 11222, 80, 9188, 8192, 5752, 5662, 250, 8170, 2350, 390, 8600, 398, 478, 452, 242, 100, 698, 550, 4055, 1040, 815, 108, 170, 8, 0, 538, 175, 2855, 310, 13632, 14582, 11458, 4252, 34715, 6122, 3002, 20210, 54928, 54928, 55072, 55072, 190, 230802, 68, 90, 0, 82, 580, 1095, 234060, 5180, 236198, 1130, 498, 952, 239492
2011-08-04, 14850, 12592, 3950, 4080, 2830, 11578, 558, 1155, 768, 2130, 4238, 985, 5222, 340, 6588, 13855, 22595, 25088, 685, 23220, 2130, 3060, 3915, 182, , 2095, 154695, 149082, 5562, 1700, 156665, 3492, 161460, 410, 3288, 166895, 167028, 60, 250, 580, 1010, 70, 3952, 90, 622, 568, 858, 762, 2188, 820, 942, 1828, 2075, 3192, 1852, 7672, 8938, 11970, 11030, 80, 8962, 7980, 5562, 5475, 250, 8010, 2280, 382, 8542, 388, 465, 440, 240, 100, 682, 535, 4018, 1040, 818, 100, 170, 2, 0, 505, 170, 2810, 310, 13540, 14472, 11108, 4230, 34228, 6000, 3008, 20072, 54302, 54302, 54442, 54442, 190, 226028, 60, 90, 0, 90, 562, 1065, 228658, 5175, 230665, 1118, 485, 935, 233548
2011-08-05, 14490, 12555, 3812, 3905, 2715, 11262, 545, 1135, 740, 2055, 4115, 945, 5058, 315, 6375, 13478, 21900, 24315, 662, 22545, 2050, 2965, 3815, 175, , 1982, 152085, 146955, 5468, 1622, 154282, 3412, 158952, 390, 3175, 163890, 164012, 60, 250, 580, 978, 62, 3950, 90, 602, 555, 832, 748, 2175, 810, 920, 1818, 2002, 3120, 1760, 7480, 8720, 11695, 10840, 70, 8762, 7788, 5380, 5298, 250, 7852, 2215, 368, 8488, 378, 452, 430, 240, 100, 660, 518, 3988, 1040, 815, 95, 160, 0, 0, 480, 160, 2748, 310, 13430, 14348, 10780, 3960, 33505, 5782, 2932, 19882, 53390, 53390, 53530, 53530, 190, 222150, 60, 90, 0, 90, 545, 1038, 224778, 5170, 226815, 1105, 480, 928, 229650
2011-08-06, 14165, 12528, 3668, 3682, 2598, 10905, 532, 1120, 720, 1985, 3995, 908, 4902, 295, 6178, 13055, 21275, 23620, 642, 21845, 1972, 2872, 3718, 170, , 1878, 150075, 144950, 5400, 1550, 152142, 3260, 156685, 375, 3050, 161150, 161268, 60, 238, 585, 930, 60, 3935, 82, 572, 540, 810, 730, 2160, 810, 900, 1782, 1930, 3052, 1680, 7320, 8528, 11435, 10650, 70, 8592, 7628, 5225, 5142, 250, 7708, 2188, 355, 8430, 368, 442, 425, 235, 100, 645, 512, 3960, 1030, 815, 90, 160, 0, 0, 428, 158, 2692, 302, 13312, 14215, 10465, 3735, 32755, 5495, 2768, 19600, 52358, 52358, 52492, 52492, 180, 218232, 60, 90, 0, 100, 530, 1010, 220830, 5170, 222905, 1090, 470, 912, 225702
2011-08-07, 13840, 12498, 3525, 3545, 2475, 10595, 520, 1100, 690, 1920, 3880, 878, 4758, 278, 5998, 12618, 20645, 22920, 638, 21228, 1898, 2788, 3625, 170, , 1775, 148290, 141058, 5222, 1480, 148185, 3132, 152700, 358, 2962, 156960, 157160, 60, 228, 590, 868, 60, 3922, 80, 550, 520, 795, 708, 2145, 802, 878, 1745, 1865, 2965, 1612, 7162, 8342, 11172, 10460, 70, 8412, 7465, 5090, 5012, 250, 7582, 2172, 342, 8375, 355, 425, 405, 222, 90, 625, 490, 3935, 1025, 812, 90, 160, 0, 0, 400, 150, 2642, 300, 13195, 14080, 10168, 3540, 32068, 5222, 2645, 19318, 51385, 51385, 51520, 51520, 180, 214122, 60, 90, 0, 100, 515, 980, 216845, 5170, 218972, 1078, 465, 898, 221765
