, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2007-04-16,10733.0,16951.0,3873.0,2979.0,4291.0,10118.0,215.0,567.0,425.0,1761.0,2775.0,2376.0,5227.0,990.0,7892.0,12580.0,24511.0,25240.0,3880.0,33899.0,10989.0,15526.0,572.0,96147.0,6456.0,126611.0,145341.0,6541.0,3585.0,150882.0,3325.0,150897.0,612.0,4625.0,151775.0,151953.0,361.0,441.0,543.0,1310.0,1579.0,667.0,2818.0,346.0,1807.0,579.0,2480.0,3765.0,5136.0,694.0,1205.0,2427.0,601.0,2254.0,2229.0,1662.0,2429.0,4326.0,2035.0,152.0,2890.0,2702.0,1498.0,1685.0,267.0,3894.0,650.0,367.0,7125.0,162.0,162.0,334.0,645.0,85.0,727.0,851.0,2955.0,867.0,603.0,176.0,167.0,27.0,49.0,1179.0,328.0,2788.0,798.0,11351.0,13587.0,10725.0,3494.0,28982.0,12581.0,10185.0,19186.0,48168.0,48168.0,48778.0,48778.0,565.0,216453.0,273.0,527.0,156.0,420.0,2356.0,3777.0,227482.0,5673.0,229663.0,1934.0,1042.0,1299.0,233556.0
2007-04-17,11202.0,21022.0,4515.0,3141.0,4494.0,10730.0,211.0,567.0,415.0,1795.0,2786.0,2261.0,5120.0,1102.0,7932.0,12785.0,24426.0,25254.0,3787.0,35201.0,10977.0,15191.0,553.0,94942.0,6282.0,122818.0,150000.0,6318.0,3435.0,160025.0,3190.0,162973.0,556.0,4468.0,167615.0,167561.0,560.0,617.0,733.0,1957.0,1855.0,830.0,3123.0,401.0,2006.0,585.0,2629.0,3831.0,4861.0,657.0,1237.0,2445.0,666.0,2298.0,1993.0,1775.0,2724.0,4750.0,2085.0,142.0,2919.0,2660.0,1411.0,1530.0,261.0,3775.0,650.0,401.0,6987.0,158.0,158.0,367.0,632.0,135.0,835.0,1102.0,3146.0,856.0,688.0,340.0,155.0,27.0,79.0,1364.0,395.0,3214.0,986.0,11595.0,13435.0,10458.0,3622.0,31450.0,12864.0,10685.0,19368.0,50818.0,50818.0,51422.0,51422.0,619.0,217060.0,282.0,542.0,157.0,386.0,2242.0,3349.0,222715.0,5867.0,224271.0,1871.0,1279.0,1242.0,227885.0
2007-04-18,11211.0,30082.0,4923.0,3555.0,4847.0,11773.0,237.0,576.0,459.0,2096.0,3116.0,2759.0,5945.0,1117.0,8151.0,13927.0,24565.0,25418.0,3802.0,35069.0,11740.0,14684.0,565.0,96740.0,6378.0,122916.0,150000.0,6083.0,3317.0,159627.0,2925.0,162366.0,490.0,4197.0,166662.0,166693.0,481.0,556.0,690.0,1691.0,1873.0,775.0,3343.0,354.0,1904.0,524.0,2583.0,4127.0,4821.0,728.0,1494.0,2758.0,799.0,2521.0,1870.0,1907.0,3011.0,5392.0,2241.0,239.0,3106.0,2790.0,1514.0,1445.0,257.0,3819.0,650.0,581.0,7108.0,264.0,264.0,414.0,740.0,164.0,1192.0,2121.0,3518.0,868.0,807.0,436.0,173.0,30.0,132.0,1801.0,520.0,4331.0,1196.0,12902.0,14679.0,10753.0,3870.0,31661.0,13927.0,11243.0,20703.0,52363.0,52363.0,52963.0,52963.0,663.0,224793.0,312.0,577.0,164.0,388.0,2131.0,3094.0,232536.0,5698.0,234151.0,1768.0,1387.0,1257.0,238398.0
2007-04-19,10990.0,33579.0,4458.0,3456.0,4596.0,11453.0,291.0,619.0,463.0,2462.0,3555.0,3414.0,7036.0,950.0,8927.0,14620.0,24766.0,25578.0,3692.0,34571.0,11569.0,14167.0,542.0,103265.0,6088.0,127245.0,150000.0,6023.0,3120.0,159244.0,2715.0,161920.0,435.0,3766.0,165799.0,165836.0,375.0,409.0,571.0,1208.0,1750.0,654.0,3127.0,314.0,1703.0,477.0,2369.0,3652.0,4870.0,683.0,1156.0,2550.0,729.0,2791.0,1644.0,1922.0,3063.0,5763.0,2684.0,262.0,3553.0,3150.0,1733.0,1513.0,250.0,3822.0,649.0,707.0,7032.0,266.0,266.0,378.0,724.0,132.0,1463.0,1854.0,3705.0,880.0,824.0,299.0,144.0,28.0,149.0,1407.0,463.0,4948.0,1047.0,14234.0,16340.0,11245.0,3695.0,33584.0,13956.0,10044.0,21213.0,54797.0,54797.0,55392.0,55392.0,632.0,226219.0,313.0,641.0,158.0,414.0,1910.0,2881.0,233758.0,5520.0,235183.0,1641.0,1157.0,1207.0,239390.0
2007-04-20,10771.0,33282.0,3985.0,3000.0,4002.0,10567.0,301.0,652.0,431.0,2525.0,3630.0,3065.0,6759.0,828.0,9505.0,13812.0,25380.0,26146.0,3543.0,34710.0,10295.0,13640.0,477.0,104720.0,5811.0,128583.0,146250.0,5885.0,2903.0,156004.0,2588.0,159392.0,396.0,3369.0,163652.0,163871.0,326.0,332.0,512.0,964.0,1713.0,546.0,2926.0,287.0,1543.0,444.0,2190.0,3064.0,4519.0,643.0,828.0,2171.0,681.0,2650.0,1413.0,1883.0,2840.0,5358.0,3214.0,193.0,4161.0,3743.0,2181.0,1754.0,239.0,3892.0,623.0,685.0,7048.0,183.0,183.0,356.0,610.0,145.0,1465.0,1239.0,3661.0,892.0,784.0,218.0,123.0,32.0,155.0,1220.0,388.0,4221.0,774.0,14148.0,16715.0,10923.0,3371.0,34458.0,12798.0,8485.0,20180.0,54638.0,54638.0,55222.0,55222.0,597.0,226396.0,252.0,540.0,150.0,426.0,1693.0,2636.0,234291.0,5461.0,235686.0,1569.0,979.0,1126.0,239637.0
2007-04-21,10744.0,32969.0,3795.0,2695.0,3692.0,9986.0,342.0,682.0,400.0,2423.0,3507.0,2649.0,6216.0,771.0,9055.0,12828.0,25353.0,26143.0,3362.0,34472.0,9141.0,13116.0,435.0,105418.0,5615.0,127879.0,131250.0,5560.0,2713.0,140903.0,2492.0,144761.0,365.0,3084.0,149811.0,150464.0,317.0,323.0,498.0,901.0,1750.0,481.0,2831.0,269.0,1442.0,415.0,2072.0,2627.0,3976.0,634.0,770.0,2043.0,741.0,2319.0,1319.0,1789.0,2687.0,5019.0,3808.0,208.0,4454.0,4087.0,2664.0,2208.0,229.0,4226.0,582.0,613.0,7288.0,141.0,141.0,351.0,529.0,181.0,1391.0,1191.0,3723.0,904.0,748.0,230.0,143.0,26.0,136.0,1259.0,390.0,3468.0,593.0,12994.0,15538.0,10503.0,3087.0,32941.0,11571.0,7457.0,18863.0,51805.0,51805.0,52377.0,52377.0,584.0,217870.0,219.0,453.0,136.0,304.0,1539.0,2420.0,227678.0,5465.0,229425.0,1524.0,918.0,1079.0,233930.0
2007-04-22,10845.0,32892.0,3733.0,2630.0,3687.0,9808.0,380.0,755.0,376.0,2253.0,3348.0,2486.0,5892.0,788.0,8636.0,12378.0,24888.0,25734.0,3240.0,34221.0,8621.0,12615.0,420.0,106889.0,5554.0,127877.0,128750.0,5204.0,2589.0,135276.0,2489.0,136576.0,340.0,2898.0,138766.0,138783.0,379.0,389.0,546.0,1208.0,1897.0,517.0,2899.0,269.0,1428.0,393.0,2036.0,2425.0,3538.0,639.0,762.0,2042.0,759.0,2169.0,1231.0,1695.0,2572.0,4958.0,4351.0,317.0,4638.0,4244.0,2888.0,2578.0,219.0,4655.0,541.0,583.0,7591.0,141.0,141.0,360.0,496.0,189.0,1319.0,1390.0,3857.0,916.0,745.0,267.0,180.0,28.0,137.0,1380.0,428.0,3300.0,591.0,12454.0,14580.0,10104.0,2854.0,30831.0,10761.0,7256.0,17911.0,48743.0,48743.0,49316.0,49316.0,596.0,199477.0,245.0,420.0,170.0,200.0,1497.0,2276.0,209658.0,5498.0,211646.0,1535.0,1027.0,1053.0,216675.0
2007-04-23,10886.0,33127.0,3947.0,2614.0,3528.0,9997.0,396.0,809.0,380.0,2130.0,3296.0,2615.0,5966.0,820.0,8494.0,12341.0,24858.0,25721.0,3347.0,34166.0,8653.0,12112.0,403.0,108902.0,5647.0,128781.0,149665.0,4979.0,2568.0,157923.0,2456.0,160412.0,318.0,2785.0,161887.0,161167.0,350.0,381.0,538.0,1153.0,2014.0,523.0,3057.0,258.0,1412.0,363.0,2016.0,2442.0,3331.0,619.0,757.0,2058.0,744.0,2164.0,1138.0,1631.0,2453.0,4880.0,4878.0,298.0,4959.0,4536.0,3117.0,2792.0,211.0,4929.0,500.0,629.0,7580.0,187.0,187.0,373.0,554.0,182.0,1319.0,1644.0,4100.0,928.0,749.0,347.0,245.0,26.0,139.0,1680.0,466.0,3584.0,845.0,12932.0,14767.0,9969.0,2715.0,29999.0,10683.0,7371.0,17603.0,47602.0,47602.0,48223.0,48223.0,626.0,199516.0,298.0,538.0,185.0,155.0,1555.0,2239.0,204047.0,5479.0,204935.0,1561.0,1066.0,1045.0,207981.0
2007-04-24,10849.0,32998.0,3958.0,2525.0,3238.0,10013.0,415.0,858.0,403.0,2074.0,3327.0,2939.0,6317.0,804.0,8680.0,12385.0,24996.0,25854.0,3296.0,33932.0,8722.0,11583.0,380.0,109895.0,5539.0,128768.0,133469.0,4909.0,2498.0,141374.0,2324.0,144626.0,299.0,2679.0,148919.0,149559.0,308.0,335.0,502.0,969.0,2029.0,464.0,3036.0,235.0,1327.0,339.0,1931.0,2263.0,3257.0,608.0,743.0,2083.0,704.0,2132.0,1054.0,1595.0,2348.0,4748.0,5419.0,284.0,5283.0,4846.0,3387.0,3046.0,200.0,5108.0,459.0,696.0,7404.0,193.0,193.0,373.0,608.0,182.0,1349.0,1672.0,4249.0,940.0,708.0,284.0,174.0,25.0,123.0,1482.0,454.0,3732.0,957.0,13638.0,15640.0,10288.0,2662.0,30609.0,10865.0,7476.0,17801.0,48410.0,48410.0,48997.0,48997.0,613.0,210910.0,239.0,484.0,158.0,220.0,1592.0,2253.0,218806.0,5469.0,219842.0,1506.0,994.0,1023.0,223063.0
2007-04-25,10943.0,32701.0,3688.0,2446.0,3063.0,9673.0,392.0,877.0,392.0,1966.0,3250.0,2969.0,6268.0,810.0,9043.0,12123.0,25234.0,26111.0,3164.0,34111.0,8622.0,11062.0,364.0,110609.0,5426.0,128150.0,132824.0,4840.0,2390.0,140172.0,2280.0,142716.0,282.0,2581.0,145408.0,145447.0,324.0,352.0,520.0,1039.0,2098.0,504.0,3023.0,231.0,1277.0,330.0,1857.0,1980.0,3114.0,605.0,624.0,1911.0,714.0,2050.0,997.0,1587.0,2374.0,4599.0,5962.0,190.0,5535.0,5072.0,3599.0,3287.0,190.0,5288.0,418.0,731.0,7241.0,193.0,193.0,383.0,556.0,186.0,1412.0,1721.0,4314.0,952.0,667.0,254.0,144.0,23.0,107.0,1422.0,472.0,3712.0,1002.0,13567.0,15744.0,10561.0,2654.0,31254.0,10586.0,7558.0,17675.0,48928.0,48928.0,49481.0,49481.0,609.0,200154.0,204.0,403.0,139.0,156.0,1582.0,2256.0,208592.0,5487.0,210053.0,1467.0,975.0,1013.0,214304.0
